"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_june_BC01.cladeReads"	"kraken2_16s_classification_june_BC02.cladeReads"	"kraken2_16s_classification_june_BC03.cladeReads"	"kraken2_16s_classification_june_BC04.cladeReads"	"kraken2_16s_classification_june_BC05.cladeReads"	"kraken2_16s_classification_june_BC06.cladeReads"	"kraken2_16s_classification_june_BC07.cladeReads"	"kraken2_16s_classification_june_BC08.cladeReads"	"kraken2_16s_classification_june_BC09.cladeReads"	"kraken2_16s_classification_june_BC10.cladeReads"	"kraken2_16s_classification_june_BC11.cladeReads"	"kraken2_16s_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_16s_classification_june_BC01.cladeReads.."	"kraken2_16s_classification_june_BC02.cladeReads.."	"kraken2_16s_classification_june_BC03.cladeReads.."	"kraken2_16s_classification_june_BC04.cladeReads.."	"kraken2_16s_classification_june_BC05.cladeReads.."	"kraken2_16s_classification_june_BC06.cladeReads.."	"kraken2_16s_classification_june_BC07.cladeReads.."	"kraken2_16s_classification_june_BC08.cladeReads.."	"kraken2_16s_classification_june_BC09.cladeReads.."	"kraken2_16s_classification_june_BC10.cladeReads.."	"kraken2_16s_classification_june_BC11.cladeReads.."	"kraken2_16s_classification_june_BC12.cladeReads.."	"lineage"
"Lineage IIb"	"C"	25557	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006331	0.0005159	NA	0.0006331	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Elusimicrobia"
"Fusobacteria"	"P"	2203	11	3	1	2	NA	3	NA	NA	NA	NA	NA	11	NA	0.01421	0.001548	0.01421	0.001266	NA	0.00166	NA	NA	NA	NA	NA	0.01342	NA	"Bacteria"
"Fusobacteriia"	"C"	2204	11	3	1	2	NA	3	NA	NA	NA	NA	NA	11	NA	0.01421	0.001548	0.01421	0.001266	NA	0.00166	NA	NA	NA	NA	NA	0.01342	NA	"Bacteria>Fusobacteria"
"Fusobacteriales"	"O"	2205	11	3	1	2	NA	3	NA	NA	NA	NA	NA	11	NA	0.01421	0.001548	0.01421	0.001266	NA	0.00166	NA	NA	NA	NA	NA	0.01342	NA	"Bacteria>Fusobacteria>Fusobacteriia"
"Leptotrichiaceae"	"F"	2215	10	2	NA	1	NA	NA	NA	NA	NA	NA	NA	10	NA	0.0122	0.001032	NA	0.0006331	NA	NA	NA	NA	NA	NA	NA	0.0122	NA	"Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales"
"Hypnocyclicus"	"G"	25680	9	2	NA	1	NA	NA	NA	NA	NA	NA	NA	9	NA	0.01098	0.001032	NA	0.0006331	NA	NA	NA	NA	NA	NA	NA	0.01098	NA	"Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Leptotrichiaceae"
"Fusobacteriaceae"	"F"	2208	3	1	1	1	NA	3	NA	NA	NA	NA	NA	1	NA	0.01421	0.0005159	0.01421	0.0006331	NA	0.00166	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales"
"Cetobacterium"	"G"	2209	3	1	1	1	NA	3	NA	NA	NA	NA	NA	NA	NA	0.01421	0.0005159	0.01421	0.0006331	NA	0.00166	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae"
"WPS-2"	"P"	27010	4	2	NA	4	NA	NA	NA	NA	NA	NA	NA	1	NA	0.002532	0.001032	NA	0.002532	NA	NA	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria"
"Rokubacteria"	"P"	26887	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.00244	0.001032	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00244	NA	"Bacteria"
"NC10"	"C"	26888	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.00244	0.001032	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00244	NA	"Bacteria>Rokubacteria"
"Rokubacteriales"	"O"	26897	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005159	0.0005159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Rokubacteria>NC10"
"Methylomirabilales"	"O"	26889	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.00244	0.0005159	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00244	NA	"Bacteria>Rokubacteria>NC10"
"Methylomirabilaceae"	"F"	26890	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.00244	0.0005159	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00244	NA	"Bacteria>Rokubacteria>NC10>Methylomirabilales"
"Candidatus Methylomirabilis"	"G"	26891	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.00244	0.0005159	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00244	NA	"Bacteria>Rokubacteria>NC10>Methylomirabilales>Methylomirabilaceae"
"Kiritimatiellaeota"	"P"	25707	14	2	NA	4	NA	14	NA	NA	NA	NA	NA	1	NA	0.007746	0.001032	NA	0.002532	NA	0.007746	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria"
"Kiritimatiellae"	"C"	25708	14	2	NA	4	NA	14	NA	NA	NA	NA	NA	1	NA	0.007746	0.001032	NA	0.002532	NA	0.007746	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Kiritimatiellaeota"
"WCHB1-41"	"O"	25715	10	2	NA	4	NA	10	NA	NA	NA	NA	NA	1	NA	0.005533	0.001032	NA	0.002532	NA	0.005533	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Kiritimatiellaeota>Kiritimatiellae"
"Deinococcus-Thermus"	"P"	1610	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.00122	0.001032	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria"
"Deinococci"	"C"	1611	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.00122	0.001032	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Deinococcus&#x2011;Thermus"
"Deinococcales"	"O"	1612	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.00122	0.001032	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Deinococcus&#x2011;Thermus>Deinococci"
"Deinococcaceae"	"F"	1613	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.00122	0.001032	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Deinococcus&#x2011;Thermus>Deinococci>Deinococcales"
"uncultured"	"G"	1616	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005159	0.0005159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Deinococcus&#x2011;Thermus>Deinococci>Deinococcales>Deinococcaceae"
"Deinobacterium"	"G"	1614	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005159	0.0005159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Deinococcus&#x2011;Thermus>Deinococci>Deinococcales>Deinococcaceae"
"Lentisphaerae"	"P"	2238	11	2	NA	1	NA	11	NA	NA	NA	NA	NA	9	NA	0.01098	0.001032	NA	0.0006331	NA	0.006086	NA	NA	NA	NA	NA	0.01098	NA	"Bacteria"
"Lentisphaeria"	"C"	2250	7	2	NA	NA	NA	6	NA	NA	NA	NA	NA	7	NA	0.008541	0.001032	NA	NA	NA	0.00332	NA	NA	NA	NA	NA	0.008541	NA	"Bacteria>Lentisphaerae"
"Victivallales"	"O"	2254	3	2	NA	NA	NA	3	NA	NA	NA	NA	NA	2	NA	0.00244	0.001032	NA	NA	NA	0.00166	NA	NA	NA	NA	NA	0.00244	NA	"Bacteria>Lentisphaerae>Lentisphaeria"
"Victivallaceae"	"F"	2255	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	0.0005159	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Lentisphaerae>Lentisphaeria>Victivallales"
"Victivallis"	"G"	2256	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	0.0005159	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Lentisphaerae>Lentisphaeria>Victivallales>Victivallaceae"
"Tenericutes"	"P"	3919	2	1	NA	1	1	1	NA	NA	1	NA	NA	2	NA	0.6329	0.0005159	NA	0.0006331	0.6329	0.0005533	NA	NA	0.0005683	NA	NA	0.00244	NA	"Bacteria"
"Mollicutes"	"C"	3920	2	1	NA	1	1	1	NA	NA	1	NA	NA	2	NA	0.6329	0.0005159	NA	0.0006331	0.6329	0.0005533	NA	NA	0.0005683	NA	NA	0.00244	NA	"Bacteria>Tenericutes"
"Mollicutes Incertae Sedis"	"O"	3943	2	1	NA	NA	1	1	NA	NA	NA	NA	NA	2	NA	0.6329	0.0005159	NA	NA	0.6329	0.0005533	NA	NA	NA	NA	NA	0.00244	NA	"Bacteria>Tenericutes>Mollicutes"
"Unknown Family"	"F"	3944	2	1	NA	NA	1	1	NA	NA	NA	NA	NA	2	NA	0.6329	0.0005159	NA	NA	0.6329	0.0005533	NA	NA	NA	NA	NA	0.00244	NA	"Bacteria>Tenericutes>Mollicutes>Mollicutes&nbsp;Incertae&nbsp;Sedis"
"Candidatus Phytoplasma"	"G"	3945	2	1	NA	NA	1	1	NA	NA	NA	NA	NA	2	NA	0.6329	0.0005159	NA	NA	0.6329	0.0005533	NA	NA	NA	NA	NA	0.00244	NA	"Bacteria>Tenericutes>Mollicutes>Mollicutes&nbsp;Incertae&nbsp;Sedis>Unknown&nbsp;Family"
"Acetothermia"	"P"	11130	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006331	0.0005159	NA	0.0006331	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria"
"Acetothermiia"	"C"	24412	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006331	0.0005159	NA	0.0006331	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Acetothermia"
"Calescamantes"	"P"	11225	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005159	0.0005159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria"
"Calescibacteriia"	"C"	25110	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005159	0.0005159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Calescamantes"
"Calescibacteriales"	"O"	25111	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005159	0.0005159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Calescamantes>Calescibacteriia"
"Calescibacteriaceae"	"F"	25112	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005159	0.0005159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Calescamantes>Calescibacteriia>Calescibacteriales"
"Hydrogenedentes"	"P"	11400	5	1	NA	2	NA	3	NA	NA	NA	NA	NA	5	NA	0.006101	0.0005159	NA	0.001266	NA	0.00166	NA	NA	NA	NA	NA	0.006101	NA	"Bacteria"
"Hydrogenedentia"	"C"	25702	5	1	NA	2	NA	3	NA	NA	NA	NA	NA	5	NA	0.006101	0.0005159	NA	0.001266	NA	0.00166	NA	NA	NA	NA	NA	0.006101	NA	"Bacteria>Hydrogenedentes"
"Hydrogenedentiales"	"O"	25703	5	1	NA	2	NA	3	NA	NA	NA	NA	NA	5	NA	0.006101	0.0005159	NA	0.001266	NA	0.00166	NA	NA	NA	NA	NA	0.006101	NA	"Bacteria>Hydrogenedentes>Hydrogenedentia"
"Hydrogenedensaceae"	"F"	25704	5	1	NA	2	NA	3	NA	NA	NA	NA	NA	5	NA	0.006101	0.0005159	NA	0.001266	NA	0.00166	NA	NA	NA	NA	NA	0.006101	NA	"Bacteria>Hydrogenedentes>Hydrogenedentia>Hydrogenedentiales"
"LCP-89"	"P"	11402	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005159	0.0005159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria"
"Calditrichaeota"	"P"	25102	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.00122	0.0005159	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria"
"Calditrichia"	"C"	25103	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.00122	0.0005159	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Calditrichaeota"
"Calditrichales"	"O"	25104	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.00122	0.0005159	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Calditrichaeota>Calditrichia"
"Calditrichaceae"	"F"	25105	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.00122	0.0005159	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Calditrichaeota>Calditrichia>Calditrichales"
"FBP"	"P"	14342	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005159	0.0005159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria"
"Eukaryota"	"D"	4	5	2	5	3	3	4	1	NA	2	NA	1	2	5	2.793	0.001032	0.07105	0.001899	1.899	0.002213	0.6993	NA	0.001137	NA	1.786	0.00244	2.793	"root"
"Opisthokonta"	"-"	6428	3	1	3	2	2	1	NA	NA	NA	NA	1	1	3	1.786	0.0005159	0.04263	0.001266	1.266	0.0005533	NA	NA	NA	NA	1.786	0.00122	1.676	"Eukaryota"
"Holozoa"	"D"	6430	3	1	3	2	1	1	NA	NA	NA	NA	1	1	3	1.786	0.0005159	0.04263	0.001266	0.6329	0.0005533	NA	NA	NA	NA	1.786	0.00122	1.676	"Eukaryota>Opisthokonta"
"Metazoa (Animalia)"	"K"	12882	3	1	3	2	1	1	NA	NA	NA	NA	1	1	3	1.786	0.0005159	0.04263	0.001266	0.6329	0.0005533	NA	NA	NA	NA	1.786	0.00122	1.676	"Eukaryota>Opisthokonta>Holozoa"
"Eumetazoa"	"-"	12883	3	1	3	2	1	1	NA	NA	NA	NA	1	1	3	1.786	0.0005159	0.04263	0.001266	0.6329	0.0005533	NA	NA	NA	NA	1.786	0.00122	1.676	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)"
"Bilateria"	"-"	12884	3	1	3	2	1	1	NA	NA	NA	NA	1	1	3	1.786	0.0005159	0.04263	0.001266	0.6329	0.0005533	NA	NA	NA	NA	1.786	0.00122	1.676	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa"
"Chordata"	"-"	13104	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0006331	0.0005159	NA	0.0006331	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria"
"Vertebrata"	"P"	13120	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0006331	0.0005159	NA	0.0006331	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata"
"Gnathostomata"	"-"	13126	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0006331	0.0005159	NA	0.0006331	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata"
"Euteleostomi"	"-"	13134	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0006331	0.0005159	NA	0.0006331	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata"
"Actinopterygii"	"C"	13135	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	0.0005159	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi"
"Neopterygii"	"-"	13138	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	0.0005159	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi>Actinopterygii"
"Teleostei"	"-"	13141	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	0.0005159	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi>Actinopterygii>Neopterygii"
"Archaeplastida"	"-"	4152	2	1	NA	1	1	1	NA	NA	2	NA	NA	NA	1	0.6329	0.0005159	NA	0.0006331	0.6329	0.0005533	NA	NA	0.001137	NA	NA	NA	0.5587	"Eukaryota"
"Chloroplastida"	"K"	4153	2	1	NA	1	1	1	NA	NA	2	NA	NA	NA	1	0.6329	0.0005159	NA	0.0006331	0.6329	0.0005533	NA	NA	0.001137	NA	NA	NA	0.5587	"Eukaryota>Archaeplastida"
"Charophyta"	"-"	4154	2	1	NA	1	1	1	NA	NA	2	NA	NA	NA	1	0.6329	0.0005159	NA	0.0006331	0.6329	0.0005533	NA	NA	0.001137	NA	NA	NA	0.5587	"Eukaryota>Archaeplastida>Chloroplastida"
"Phragmoplastophyta"	"P"	4161	2	1	NA	1	1	1	NA	NA	2	NA	NA	NA	1	0.6329	0.0005159	NA	0.0006331	0.6329	0.0005533	NA	NA	0.001137	NA	NA	NA	0.5587	"Eukaryota>Archaeplastida>Chloroplastida>Charophyta"
"Streptophyta"	"-"	4165	2	1	NA	1	1	1	NA	NA	2	NA	NA	NA	1	0.6329	0.0005159	NA	0.0006331	0.6329	0.0005533	NA	NA	0.001137	NA	NA	NA	0.5587	"Eukaryota>Archaeplastida>Chloroplastida>Charophyta>Phragmoplastophyta"
"Embryophyta"	"C"	4172	2	1	NA	1	1	1	NA	NA	2	NA	NA	NA	1	0.6329	0.0005159	NA	0.0006331	0.6329	0.0005533	NA	NA	0.001137	NA	NA	NA	0.5587	"Eukaryota>Archaeplastida>Chloroplastida>Charophyta>Phragmoplastophyta>Streptophyta"
"Tracheophyta"	"-"	4307	2	1	NA	1	1	1	NA	NA	2	NA	NA	NA	1	0.6329	0.0005159	NA	0.0006331	0.6329	0.0005533	NA	NA	0.001137	NA	NA	NA	0.5587	"Eukaryota>Archaeplastida>Chloroplastida>Charophyta>Phragmoplastophyta>Streptophyta>Embryophyta"
"Spermatophyta"	"-"	4372	2	1	NA	1	1	1	NA	NA	2	NA	NA	NA	1	0.6329	0.0005159	NA	0.0006331	0.6329	0.0005533	NA	NA	0.001137	NA	NA	NA	0.5587	"Eukaryota>Archaeplastida>Chloroplastida>Charophyta>Phragmoplastophyta>Streptophyta>Embryophyta>Tracheophyta"
"Magnoliophyta"	"-"	4432	2	1	NA	1	1	1	NA	NA	2	NA	NA	NA	1	0.6329	0.0005159	NA	0.0006331	0.6329	0.0005533	NA	NA	0.001137	NA	NA	NA	0.5587	"Eukaryota>Archaeplastida>Chloroplastida>Charophyta>Phragmoplastophyta>Streptophyta>Embryophyta>Tracheophyta>Spermatophyta"
"Malpighiales"	"O"	5034	1	1	NA	1	1	1	NA	NA	1	NA	NA	NA	1	0.6329	0.0005159	NA	0.0006331	0.6329	0.0005533	NA	NA	0.0005683	NA	NA	NA	0.5587	"Eukaryota>Archaeplastida>Chloroplastida>Charophyta>Phragmoplastophyta>Streptophyta>Embryophyta>Tracheophyta>Spermatophyta>Magnoliophyta"
"Populus"	"G"	5221	1	1	NA	1	1	1	NA	NA	1	NA	NA	NA	1	0.6329	0.0005159	NA	0.0006331	0.6329	0.0005533	NA	NA	0.0005683	NA	NA	NA	0.5587	"Eukaryota>Archaeplastida>Chloroplastida>Charophyta>Phragmoplastophyta>Streptophyta>Embryophyta>Tracheophyta>Spermatophyta>Magnoliophyta>Malpighiales"
"Verminephrobacter"	"G"	26463	29	NA	2	2	NA	29	NA	NA	NA	NA	NA	20	NA	0.02842	NA	0.02842	0.001266	NA	0.01604	NA	NA	NA	NA	NA	0.0244	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Zhizhongheella"	"G"	26467	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.01421	NA	0.01421	NA	NA	0.0005533	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Giesbergeria"	"G"	26395	3	NA	1	NA	NA	2	NA	NA	NA	NA	NA	3	NA	0.01421	NA	0.01421	NA	NA	0.001107	NA	NA	NA	NA	NA	0.003661	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Oxalicibacterium"	"G"	26422	12	NA	1	NA	NA	12	NA	NA	NA	NA	NA	9	NA	0.01421	NA	0.01421	NA	NA	0.006639	NA	NA	NA	NA	NA	0.01098	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"C39"	"G"	26560	10	NA	1	1	NA	NA	NA	NA	NA	NA	NA	10	NA	0.01421	NA	0.01421	0.0006331	NA	NA	NA	NA	NA	NA	NA	0.0122	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"OM60(NOR5) clade"	"G"	11534	2	NA	1	1	NA	2	NA	NA	NA	NA	NA	2	NA	0.01421	NA	0.01421	0.0006331	NA	0.001107	NA	NA	NA	NA	NA	0.00244	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Halieaceae"
"uncultured"	"O"	14692	7	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	0.01421	NA	0.01421	NA	NA	NA	NA	NA	NA	NA	NA	0.008541	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Maribius"	"G"	2590	6	NA	1	2	NA	4	NA	NA	NA	NA	NA	6	NA	0.01421	NA	0.01421	0.001266	NA	0.002213	NA	NA	NA	NA	NA	0.007321	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Xuhuaishuia"	"G"	26176	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.01421	NA	0.01421	NA	NA	NA	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pelagicola"	"G"	2609	2	NA	1	NA	NA	2	NA	NA	NA	NA	NA	1	NA	0.01421	NA	0.01421	NA	NA	0.001107	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rhodobaca"	"G"	2623	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.01421	NA	0.01421	NA	NA	0.0005533	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Sandaracinobacter"	"G"	2848	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.01421	NA	0.01421	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Methylorosula"	"G"	2442	4	NA	2	4	NA	2	NA	NA	NA	NA	NA	1	NA	0.02842	NA	0.02842	0.002532	NA	0.001107	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Insolitispirillum"	"G"	2730	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.01421	NA	0.01421	NA	NA	NA	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"SAR324 clade(Marine group B)"	"O"	3247	7	NA	1	NA	NA	2	NA	NA	NA	NA	NA	7	NA	0.01421	NA	0.01421	NA	NA	0.001107	NA	NA	NA	NA	NA	0.008541	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Desulfofustis"	"G"	3142	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01421	NA	0.01421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"Prevotella 1"	"G"	11179	3	NA	1	1	NA	3	NA	NA	NA	NA	NA	1	NA	0.01421	NA	0.01421	0.0006331	NA	0.00166	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae"
"Alicyclobacillaceae"	"F"	1675	3	NA	1	NA	NA	1	NA	NA	3	NA	NA	NA	NA	0.01421	NA	0.01421	NA	NA	0.0005533	NA	NA	0.001705	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Acidibacillus"	"G"	14349	1	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.01421	NA	0.01421	NA	NA	NA	NA	NA	0.0005683	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Alicyclobacillaceae"
"Tyzzerella 3"	"G"	11335	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.01421	NA	0.01421	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Coriobacteriia"	"C"	809	4	NA	1	1	NA	2	NA	NA	NA	NA	NA	4	NA	0.01421	NA	0.01421	0.0006331	NA	0.001107	NA	NA	NA	NA	NA	0.004881	NA	"Bacteria>Actinobacteria"
"Coriobacteriales"	"O"	810	3	NA	1	1	NA	2	NA	NA	NA	NA	NA	3	NA	0.01421	NA	0.01421	0.0006331	NA	0.001107	NA	NA	NA	NA	NA	0.003661	NA	"Bacteria>Actinobacteria>Coriobacteriia"
"Coriobacteriaceae"	"F"	811	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.01421	NA	0.01421	NA	NA	0.0005533	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Actinobacteria>Coriobacteriia>Coriobacteriales"
"Collinsella"	"G"	815	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.01421	NA	0.01421	NA	NA	0.0005533	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Actinobacteria>Coriobacteriia>Coriobacteriales>Coriobacteriaceae"
