"name"	"taxRank"	"taxID"	"Max"	"BC01.txt.cladeReads"	"BC02.txt.cladeReads"	"BC03.txt.cladeReads"	"BC04.txt.cladeReads"	"BC05.txt.cladeReads"	"BC06.txt.cladeReads"	"BC07.txt.cladeReads"	"BC08.txt.cladeReads"	"BC09.txt.cladeReads"	"BC10.txt.cladeReads"	"BC11.txt.cladeReads"	"BC12.txt.cladeReads"	"Max.1"	"BC01.txt.cladeReads.."	"BC02.txt.cladeReads.."	"BC03.txt.cladeReads.."	"BC04.txt.cladeReads.."	"BC05.txt.cladeReads.."	"BC06.txt.cladeReads.."	"BC07.txt.cladeReads.."	"BC08.txt.cladeReads.."	"BC09.txt.cladeReads.."	"BC10.txt.cladeReads.."	"BC11.txt.cladeReads.."	"BC12.txt.cladeReads.."	"lineage"
"Bradyrhizobium sp. SK17"	"S"	2057741	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01362	0.0005097	0.01362	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Bradyrhizobium"
"Rhodopseudomonas"	"G"	1073	13	13	1	6	NA	6	NA	NA	NA	NA	1	8	NA	1.786	0.006627	0.01362	0.003775	NA	0.003173	NA	NA	NA	NA	1.786	0.009022	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae"
"Rhodopseudomonas palustris"	"S"	1076	13	13	1	6	NA	6	NA	NA	NA	NA	1	8	NA	1.786	0.006627	0.01362	0.003775	NA	0.003173	NA	NA	NA	NA	1.786	0.009022	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Rhodopseudomonas"
"Bosea"	"G"	85413	21	9	1	1	1	11	NA	NA	13	NA	NA	21	NA	0.6289	0.004588	0.01362	0.0006291	0.6289	0.005818	NA	NA	0.007303	NA	NA	0.02368	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae"
"Bosea vaviloviae"	"S"	1526658	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001128	0.001019	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Bosea"
"Bosea sp. RAC05"	"S"	1842539	11	2	1	NA	NA	3	NA	NA	NA	NA	NA	11	NA	0.01362	0.001019	0.01362	NA	NA	0.001587	NA	NA	NA	NA	NA	0.01241	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Bosea"
"Bosea sp. PAMC 26642"	"S"	1792307	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	0.003383	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003383	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Bosea"
"Bosea sp. AS-1"	"S"	2015316	4	1	NA	NA	1	4	NA	NA	NA	NA	NA	3	NA	0.6289	0.0005097	NA	NA	0.6289	0.002116	NA	NA	NA	NA	NA	0.003383	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Bosea"
"Oligotropha"	"G"	40136	4	1	NA	4	NA	1	NA	NA	NA	NA	NA	1	NA	0.002516	0.0005097	NA	0.002516	NA	0.0005289	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae"
"Oligotropha carboxidovorans"	"S"	40137	4	1	NA	4	NA	1	NA	NA	NA	NA	NA	1	NA	0.002516	0.0005097	NA	0.002516	NA	0.0005289	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Oligotropha"
"Variibacter"	"G"	1649510	6	1	NA	NA	NA	6	NA	NA	NA	NA	NA	3	NA	0.003383	0.0005097	NA	NA	NA	0.003173	NA	NA	NA	NA	NA	0.003383	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae"
"Variibacter gotjawalensis"	"S"	1333996	6	1	NA	NA	NA	6	NA	NA	NA	NA	NA	3	NA	0.003383	0.0005097	NA	NA	NA	0.003173	NA	NA	NA	NA	NA	0.003383	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Variibacter"
"Hyphomicrobiaceae"	"F"	45401	207	112	5	83	NA	181	NA	NA	39	NA	NA	207	NA	0.2334	0.05709	0.06809	0.05222	NA	0.09573	NA	NA	0.02191	NA	NA	0.2334	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Hyphomicrobium"	"G"	81	76	51	NA	48	NA	70	NA	NA	20	NA	NA	76	NA	0.08571	0.026	NA	0.0302	NA	0.03702	NA	NA	0.01124	NA	NA	0.08571	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Hyphomicrobium denitrificans"	"S"	53399	26	23	NA	26	NA	17	NA	NA	NA	NA	NA	8	NA	0.01636	0.01172	NA	0.01636	NA	0.008991	NA	NA	NA	NA	NA	0.009022	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Hyphomicrobium"
"Hyphomicrobium nitrativorans"	"S"	1427356	44	18	NA	9	NA	44	NA	NA	18	NA	NA	42	NA	0.04737	0.009175	NA	0.005662	NA	0.02327	NA	NA	0.01011	NA	NA	0.04737	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Hyphomicrobium"
"Hyphomicrobium sp. MC1"	"S"	717785	14	6	NA	6	NA	7	NA	NA	NA	NA	NA	14	NA	0.01579	0.003058	NA	0.003775	NA	0.003702	NA	NA	NA	NA	NA	0.01579	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Hyphomicrobium"
"Devosia"	"G"	46913	76	28	2	14	NA	47	NA	NA	3	NA	NA	76	NA	0.08571	0.01427	0.02724	0.008807	NA	0.02486	NA	NA	0.001685	NA	NA	0.08571	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Devosia sp. A16"	"S"	1736675	47	13	1	7	NA	31	NA	NA	NA	NA	NA	47	NA	0.053	0.006627	0.01362	0.004404	NA	0.0164	NA	NA	NA	NA	NA	0.053	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Devosia"
"Devosia sp. I507"	"S"	2083786	19	9	1	3	NA	8	NA	NA	3	NA	NA	19	NA	0.02143	0.004588	0.01362	0.001887	NA	0.004231	NA	NA	0.001685	NA	NA	0.02143	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Devosia"
"Devosia sp. H5989"	"S"	1643450	8	6	NA	4	NA	5	NA	NA	NA	NA	NA	8	NA	0.009022	0.003058	NA	0.002516	NA	0.002644	NA	NA	NA	NA	NA	0.009022	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Devosia"
"Rhodomicrobium"	"G"	1068	26	11	2	4	NA	26	NA	NA	NA	NA	NA	13	NA	0.02724	0.005607	0.02724	0.002516	NA	0.01375	NA	NA	NA	NA	NA	0.01466	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Rhodomicrobium vannielii"	"S"	1069	26	11	2	4	NA	26	NA	NA	NA	NA	NA	13	NA	0.02724	0.005607	0.02724	0.002516	NA	0.01375	NA	NA	NA	NA	NA	0.01466	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Rhodomicrobium"
"Rhodoplanes"	"G"	29407	23	6	NA	7	NA	23	NA	NA	1	NA	NA	15	NA	0.01692	0.003058	NA	0.004404	NA	0.01216	NA	NA	0.0005618	NA	NA	0.01692	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Rhodoplanes sp. Z2-YC6860"	"S"	674703	23	6	NA	7	NA	23	NA	NA	1	NA	NA	15	NA	0.01692	0.003058	NA	0.004404	NA	0.01216	NA	NA	0.0005618	NA	NA	0.01692	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Rhodoplanes"
"Filomicrobium"	"G"	119044	11	5	1	6	NA	5	NA	NA	1	NA	NA	11	NA	0.01362	0.002549	0.01362	0.003775	NA	0.002644	NA	NA	0.0005618	NA	NA	0.01241	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Candidatus Filomicrobium marinum"	"S"	1608628	11	5	1	6	NA	5	NA	NA	1	NA	NA	11	NA	0.01362	0.002549	0.01362	0.003775	NA	0.002644	NA	NA	0.0005618	NA	NA	0.01241	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Filomicrobium"
"Blastochloris"	"G"	59282	13	4	NA	4	NA	6	NA	NA	13	NA	NA	7	NA	0.007894	0.002039	NA	0.002516	NA	0.003173	NA	NA	0.007303	NA	NA	0.007894	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Blastochloris viridis"	"S"	1079	13	4	NA	4	NA	6	NA	NA	13	NA	NA	7	NA	0.007894	0.002039	NA	0.002516	NA	0.003173	NA	NA	0.007303	NA	NA	0.007894	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Blastochloris"
"Pelagibacterium"	"G"	1082930	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	0.001019	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Pelagibacterium halotolerans"	"S"	531813	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	0.001019	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Pelagibacterium"
"Phyllobacteriaceae"	"F"	69277	112	94	5	68	NA	112	NA	NA	16	NA	NA	72	NA	0.0812	0.04792	0.06809	0.04278	NA	0.05923	NA	NA	0.008989	NA	NA	0.0812	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Hoeflea"	"G"	274591	55	55	3	45	NA	33	NA	NA	12	NA	NA	6	NA	0.04086	0.02804	0.04086	0.02831	NA	0.01745	NA	NA	0.006741	NA	NA	0.006766	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae"
"Hoeflea sp. IMCC20628"	"S"	1620421	55	55	3	45	NA	33	NA	NA	12	NA	NA	6	NA	0.04086	0.02804	0.04086	0.02831	NA	0.01745	NA	NA	0.006741	NA	NA	0.006766	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Hoeflea"
"Mesorhizobium"	"G"	68287	41	21	1	11	NA	41	NA	NA	1	NA	NA	37	NA	0.04173	0.0107	0.01362	0.00692	NA	0.02168	NA	NA	0.0005618	NA	NA	0.04173	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae"
"Mesorhizobium sp. B7"	"S"	1670800	25	14	1	4	NA	25	NA	NA	NA	NA	NA	21	NA	0.02368	0.007136	0.01362	0.002516	NA	0.01322	NA	NA	NA	NA	NA	0.02368	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"Mesorhizobium sp. WSM1497"	"S"	278153	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002255	0.001019	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"Mesorhizobium japonicum"	"S"	2066070	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005289	0.0005097	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"Aminobacter"	"G"	31988	6	3	NA	3	NA	6	NA	NA	1	NA	NA	3	NA	0.003383	0.001529	NA	0.001887	NA	0.003173	NA	NA	0.0005618	NA	NA	0.003383	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae"
"Aminobacter aminovorans"	"S"	83263	6	3	NA	3	NA	6	NA	NA	1	NA	NA	3	NA	0.003383	0.001529	NA	0.001887	NA	0.003173	NA	NA	0.0005618	NA	NA	0.003383	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Aminobacter"
"Phyllobacterium"	"G"	28100	10	2	NA	4	NA	10	NA	NA	1	NA	NA	6	NA	0.006766	0.001019	NA	0.002516	NA	0.005289	NA	NA	0.0005618	NA	NA	0.006766	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae"
"Phyllobacterium zundukense"	"S"	1867719	10	2	NA	4	NA	10	NA	NA	1	NA	NA	6	NA	0.006766	0.001019	NA	0.002516	NA	0.005289	NA	NA	0.0005618	NA	NA	0.006766	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Phyllobacterium"
"Nitratireductor"	"G"	245876	8	2	NA	1	NA	8	NA	NA	NA	NA	NA	5	NA	0.005639	0.001019	NA	0.0006291	NA	0.004231	NA	NA	NA	NA	NA	0.005639	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae"
"Nitratireductor basaltis"	"S"	472175	8	2	NA	1	NA	8	NA	NA	NA	NA	NA	5	NA	0.005639	0.001019	NA	0.0006291	NA	0.004231	NA	NA	NA	NA	NA	0.005639	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Nitratireductor"
"Bartonellaceae"	"F"	772	90	59	6	39	NA	90	NA	NA	25	NA	NA	83	NA	0.0936	0.03007	0.08171	0.02454	NA	0.0476	NA	NA	0.01404	NA	NA	0.0936	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Bartonella"	"G"	773	90	59	6	39	NA	90	NA	NA	25	NA	NA	83	NA	0.0936	0.03007	0.08171	0.02454	NA	0.0476	NA	NA	0.01404	NA	NA	0.0936	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae"
"Bartonella sp. Raccoon60"	"S"	1933912	80	50	5	36	NA	80	NA	NA	19	NA	NA	71	NA	0.08007	0.02549	0.06809	0.02265	NA	0.04231	NA	NA	0.01067	NA	NA	0.08007	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella"
"Bartonella australis"	"S"	388640	6	4	1	1	NA	5	NA	NA	NA	NA	NA	6	NA	0.01362	0.002039	0.01362	0.0006291	NA	0.002644	NA	NA	NA	NA	NA	0.006766	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella"
"Bartonella bacilliformis"	"S"	774	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001019	0.001019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella"
"Bartonella tribocorum"	"S"	85701	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella"
"Bartonella apis"	"S"	1686310	2	1	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.002255	0.0005097	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella"
"Rhodobiaceae"	"F"	119043	37	37	2	15	NA	25	NA	NA	2	NA	NA	5	NA	0.02724	0.01886	0.02724	0.009437	NA	0.01322	NA	NA	0.001124	NA	NA	0.005639	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Parvibaculum"	"G"	256616	37	37	2	15	NA	25	NA	NA	2	NA	NA	5	NA	0.02724	0.01886	0.02724	0.009437	NA	0.01322	NA	NA	0.001124	NA	NA	0.005639	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodobiaceae"
"Parvibaculum lavamentivorans"	"S"	256618	37	37	2	15	NA	25	NA	NA	2	NA	NA	5	NA	0.02724	0.01886	0.02724	0.009437	NA	0.01322	NA	NA	0.001124	NA	NA	0.005639	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodobiaceae>Parvibaculum"
"unclassified Rhizobiales"	"-"	119042	62	25	NA	25	1	62	NA	NA	3	NA	NA	55	NA	0.6289	0.01274	NA	0.01573	0.6289	0.03279	NA	NA	0.001685	NA	NA	0.06203	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Pseudorhodoplanes"	"G"	1734920	37	19	NA	19	1	37	NA	NA	3	NA	NA	28	NA	0.6289	0.009685	NA	0.01195	0.6289	0.01957	NA	NA	0.001685	NA	NA	0.03158	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>unclassified&nbsp;Rhizobiales"
"Pseudorhodoplanes sinuspersici"	"S"	1235591	37	19	NA	19	1	37	NA	NA	3	NA	NA	28	NA	0.6289	0.009685	NA	0.01195	0.6289	0.01957	NA	NA	0.001685	NA	NA	0.03158	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>unclassified&nbsp;Rhizobiales>Pseudorhodoplanes"
"Methyloceanibacter"	"G"	1484898	22	5	NA	2	NA	20	NA	NA	NA	NA	NA	22	NA	0.02481	0.002549	NA	0.001258	NA	0.01058	NA	NA	NA	NA	NA	0.02481	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>unclassified&nbsp;Rhizobiales"
"Methyloceanibacter caenitepidi"	"S"	1384459	22	5	NA	2	NA	20	NA	NA	NA	NA	NA	22	NA	0.02481	0.002549	NA	0.001258	NA	0.01058	NA	NA	NA	NA	NA	0.02481	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>unclassified&nbsp;Rhizobiales>Methyloceanibacter"
"Hartmannibacter"	"G"	1572860	5	1	NA	4	NA	5	NA	NA	NA	NA	NA	5	NA	0.005639	0.0005097	NA	0.002516	NA	0.002644	NA	NA	NA	NA	NA	0.005639	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>unclassified&nbsp;Rhizobiales"
"Hartmannibacter diazotrophicus"	"S"	1482074	5	1	NA	4	NA	5	NA	NA	NA	NA	NA	5	NA	0.005639	0.0005097	NA	0.002516	NA	0.002644	NA	NA	NA	NA	NA	0.005639	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>unclassified&nbsp;Rhizobiales>Hartmannibacter"
"Methylocystaceae"	"F"	31993	25	12	NA	6	NA	25	NA	NA	NA	NA	NA	15	1	0.5495	0.006117	NA	0.003775	NA	0.01322	NA	NA	NA	NA	NA	0.01692	0.5495	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Methylocystis"	"G"	133	17	8	NA	4	NA	17	NA	NA	NA	NA	NA	15	NA	0.01692	0.004078	NA	0.002516	NA	0.008991	NA	NA	NA	NA	NA	0.01692	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae"
"Methylocystis sp. SC2"	"S"	187303	6	5	NA	3	NA	6	NA	NA	NA	NA	NA	6	NA	0.006766	0.002549	NA	0.001887	NA	0.003173	NA	NA	NA	NA	NA	0.006766	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae>Methylocystis"
"Methylocystis bryophila"	"S"	655015	9	2	NA	1	NA	9	NA	NA	NA	NA	NA	8	NA	0.009022	0.001019	NA	0.0006291	NA	0.00476	NA	NA	NA	NA	NA	0.009022	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae>Methylocystis"
"Methylosinus"	"G"	425	8	4	NA	2	NA	8	NA	NA	NA	NA	NA	NA	1	0.5495	0.002039	NA	0.001258	NA	0.004231	NA	NA	NA	NA	NA	NA	0.5495	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae"
"Methylosinus trichosporium"	"S"	426	8	4	NA	2	NA	8	NA	NA	NA	NA	NA	NA	1	0.5495	0.002039	NA	0.001258	NA	0.004231	NA	NA	NA	NA	NA	NA	0.5495	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae>Methylosinus"
"Beijerinckiaceae"	"F"	45404	16	10	2	5	NA	16	NA	NA	NA	NA	NA	5	NA	0.02724	0.005097	0.02724	0.003146	NA	0.008462	NA	NA	NA	NA	NA	0.005639	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Beijerinckia"	"G"	532	9	8	2	4	NA	9	NA	NA	NA	NA	NA	2	NA	0.02724	0.004078	0.02724	0.002516	NA	0.00476	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Beijerinckia indica"	"S"	533	9	8	2	4	NA	9	NA	NA	NA	NA	NA	2	NA	0.02724	0.004078	0.02724	0.002516	NA	0.00476	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae>Beijerinckia"
"Methylocella"	"G"	120652	4	2	NA	1	NA	4	NA	NA	NA	NA	NA	2	NA	0.002255	0.001019	NA	0.0006291	NA	0.002116	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylocella silvestris"	"S"	199596	4	2	NA	1	NA	4	NA	NA	NA	NA	NA	2	NA	0.002255	0.001019	NA	0.0006291	NA	0.002116	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae>Methylocella"
"Xanthobacteraceae"	"F"	335928	13	9	NA	8	NA	10	NA	NA	8	NA	NA	13	NA	0.01466	0.004588	NA	0.005033	NA	0.005289	NA	NA	0.004494	NA	NA	0.01466	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Azorhizobium"	"G"	6	6	4	NA	6	NA	2	NA	NA	NA	NA	NA	6	NA	0.006766	0.002039	NA	0.003775	NA	0.001058	NA	NA	NA	NA	NA	0.006766	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Azorhizobium caulinodans"	"S"	7	6	4	NA	6	NA	2	NA	NA	NA	NA	NA	6	NA	0.006766	0.002039	NA	0.003775	NA	0.001058	NA	NA	NA	NA	NA	0.006766	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae>Azorhizobium"
"Xanthobacter"	"G"	279	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	0.0005097	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Xanthobacter autotrophicus"	"S"	280	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	0.0005097	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae>Xanthobacter"
"Starkeya"	"G"	152053	8	1	NA	NA	NA	7	NA	NA	8	NA	NA	6	NA	0.006766	0.0005097	NA	NA	NA	0.003702	NA	NA	0.004494	NA	NA	0.006766	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Starkeya novella"	"S"	921	8	1	NA	NA	NA	7	NA	NA	8	NA	NA	6	NA	0.006766	0.0005097	NA	NA	NA	0.003702	NA	NA	0.004494	NA	NA	0.006766	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae>Starkeya"
"Aurantimonadaceae"	"F"	255475	8	7	NA	2	1	8	NA	NA	3	1	NA	8	NA	0.9259	0.003568	NA	0.001258	0.6289	0.004231	NA	NA	0.001685	0.9259	NA	0.009022	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Martelella"	"G"	293088	8	7	NA	2	1	8	NA	NA	3	NA	NA	8	NA	0.6289	0.003568	NA	0.001258	0.6289	0.004231	NA	NA	0.001685	NA	NA	0.009022	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Aurantimonadaceae"
