"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_june_BC01.cladeReads"	"kraken2_classification_june_BC02.cladeReads"	"kraken2_classification_june_BC03.cladeReads"	"kraken2_classification_june_BC04.cladeReads"	"kraken2_classification_june_BC05.cladeReads"	"kraken2_classification_june_BC06.cladeReads"	"kraken2_classification_june_BC07.cladeReads"	"kraken2_classification_june_BC08.cladeReads"	"kraken2_classification_june_BC09.cladeReads"	"kraken2_classification_june_BC10.cladeReads"	"kraken2_classification_june_BC11.cladeReads"	"kraken2_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_classification_june_BC01.cladeReads.."	"kraken2_classification_june_BC02.cladeReads.."	"kraken2_classification_june_BC03.cladeReads.."	"kraken2_classification_june_BC04.cladeReads.."	"kraken2_classification_june_BC05.cladeReads.."	"kraken2_classification_june_BC06.cladeReads.."	"kraken2_classification_june_BC07.cladeReads.."	"kraken2_classification_june_BC08.cladeReads.."	"kraken2_classification_june_BC09.cladeReads.."	"kraken2_classification_june_BC10.cladeReads.."	"kraken2_classification_june_BC11.cladeReads.."	"kraken2_classification_june_BC12.cladeReads.."	"lineage"
"Rhodobacter"	"G"	1060	4435	2524	385	686	1	4435	3	3	25	NA	NA	2621	1	5.497	1.318	5.497	0.4409	0.6623	2.391	2.239	3.704	0.01406	NA	NA	3.132	0.6098	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rhodobacter sphaeroides"	"S"	1063	3003	1635	244	435	1	3003	2	3	19	NA	NA	1764	1	3.704	0.8539	3.484	0.2796	0.6623	1.619	1.493	3.704	0.01068	NA	NA	2.108	0.6098	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Rhodobacter"
"Rhodobacter capsulatus"	"S"	1061	513	282	35	104	NA	513	1	NA	2	NA	NA	247	NA	0.7463	0.1473	0.4997	0.06684	NA	0.2766	0.7463	NA	0.001125	NA	NA	0.2952	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Rhodobacter"
"Rhodobacter sp. LPB0142"	"S"	1850250	237	151	27	27	NA	237	NA	NA	NA	NA	NA	176	NA	0.3855	0.07886	0.3855	0.01735	NA	0.1278	NA	NA	NA	NA	NA	0.2103	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Rhodobacter"
"Rhodobacter sp. CZR27"	"S"	2033869	6	3	NA	1	NA	2	NA	NA	NA	NA	NA	6	NA	0.00717	0.001567	NA	0.0006427	NA	0.001078	NA	NA	NA	NA	NA	0.00717	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Rhodobacter"
"Gemmobacter"	"G"	204456	1664	930	124	227	NA	1664	1	5	10	1	NA	889	1	6.173	0.4857	1.77	0.1459	NA	0.8972	0.7463	6.173	0.005623	0.9901	NA	1.062	0.6098	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Gemmobacter sp. HYN0069"	"S"	2169400	1664	930	124	227	NA	1664	1	5	10	1	NA	889	1	6.173	0.4857	1.77	0.1459	NA	0.8972	0.7463	6.173	0.005623	0.9901	NA	1.062	0.6098	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Gemmobacter"
"Paracoccus"	"G"	265	1198	725	77	278	NA	1198	NA	NA	6	1	1	753	1	1.818	0.3786	1.099	0.1787	NA	0.6459	NA	NA	0.003374	0.9901	1.818	0.8999	0.6098	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Paracoccus yeei"	"S"	147645	1110	677	73	244	NA	1110	NA	NA	6	NA	NA	696	NA	1.042	0.3536	1.042	0.1568	NA	0.5985	NA	NA	0.003374	NA	NA	0.8317	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Paracoccus sp. CBA4604"	"S"	2065379	39	18	3	9	NA	39	NA	NA	NA	NA	NA	15	NA	0.04283	0.009401	0.04283	0.005784	NA	0.02103	NA	NA	NA	NA	NA	0.01793	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Paracoccus denitrificans"	"S"	266	25	11	1	11	NA	25	NA	NA	NA	NA	NA	16	NA	0.01912	0.005745	0.01428	0.007069	NA	0.01348	NA	NA	NA	NA	NA	0.01912	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Paracoccus zhejiangensis"	"S"	1077935	5	5	NA	2	NA	2	NA	NA	NA	NA	NA	3	NA	0.003585	0.002611	NA	0.001285	NA	0.001078	NA	NA	NA	NA	NA	0.003585	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Paracoccus aminovorans"	"S"	34004	8	4	NA	2	NA	6	NA	NA	NA	1	NA	8	NA	0.9901	0.002089	NA	0.001285	NA	0.003235	NA	NA	NA	0.9901	NA	0.00956	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Paracoccus aminophilus"	"S"	34003	11	4	NA	4	NA	11	NA	NA	NA	NA	NA	10	NA	0.01195	0.002089	NA	0.002571	NA	0.005931	NA	NA	NA	NA	NA	0.01195	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Paracoccus sp. SC2-6"	"S"	2259340	3	3	NA	3	NA	1	NA	NA	NA	NA	NA	2	NA	0.00239	0.001567	NA	0.001928	NA	0.0005392	NA	NA	NA	NA	NA	0.00239	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Paracoccus contaminans"	"S"	1945662	3	1	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	1	0.6098	0.0005223	NA	NA	NA	0.001617	NA	NA	NA	NA	NA	NA	0.6098	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Paracoccus sp. BM15"	"S"	1529068	2	1	NA	2	NA	NA	NA	NA	NA	NA	1	2	NA	1.818	0.0005223	NA	0.001285	NA	NA	NA	NA	NA	NA	1.818	0.00239	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Defluviimonas"	"G"	1097466	994	591	84	153	NA	994	NA	NA	8	NA	NA	694	NA	1.199	0.3087	1.199	0.09833	NA	0.5359	NA	NA	0.004499	NA	NA	0.8294	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Defluviimonas alba"	"S"	1335048	994	591	84	153	NA	994	NA	NA	8	NA	NA	694	NA	1.199	0.3087	1.199	0.09833	NA	0.5359	NA	NA	0.004499	NA	NA	0.8294	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Defluviimonas"
"Rhodobaca"	"G"	119541	144	99	23	32	NA	144	1	NA	NA	NA	NA	95	NA	0.7463	0.0517	0.3284	0.02057	NA	0.07764	0.7463	NA	NA	NA	NA	0.1135	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rhodobaca barguzinensis"	"S"	441209	144	99	23	32	NA	144	1	NA	NA	NA	NA	95	NA	0.7463	0.0517	0.3284	0.02057	NA	0.07764	0.7463	NA	NA	NA	NA	0.1135	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Rhodobaca"
"unclassified Rhodobacteraceae"	"-"	58840	82	67	11	16	NA	82	NA	NA	NA	NA	NA	25	NA	0.1571	0.03499	0.1571	0.01028	NA	0.04421	NA	NA	NA	NA	NA	0.02988	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rhodobacteraceae bacterium QY30"	"S"	2033435	75	62	10	15	NA	75	NA	NA	NA	NA	NA	24	NA	0.1428	0.03238	0.1428	0.00964	NA	0.04044	NA	NA	NA	NA	NA	0.02868	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>unclassified&nbsp;Rhodobacteraceae"
"Rhodobacteraceae bacterium BAR1"	"S"	2171755	6	5	NA	1	NA	6	NA	NA	NA	NA	NA	1	NA	0.003235	0.002611	NA	0.0006427	NA	0.003235	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>unclassified&nbsp;Rhodobacteraceae"
"Ketogulonicigenium"	"G"	92944	78	54	8	24	NA	78	NA	NA	NA	NA	NA	59	NA	0.1142	0.0282	0.1142	0.01542	NA	0.04205	NA	NA	NA	NA	NA	0.07051	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Ketogulonicigenium robustum"	"S"	92947	26	25	2	16	NA	26	NA	NA	NA	NA	NA	25	NA	0.02988	0.01306	0.02856	0.01028	NA	0.01402	NA	NA	NA	NA	NA	0.02988	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Ketogulonicigenium"
"Ketogulonicigenium vulgare"	"S"	92945	52	29	NA	1	NA	52	NA	NA	NA	NA	NA	34	NA	0.04063	0.01515	NA	0.0006427	NA	0.02804	NA	NA	NA	NA	NA	0.04063	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Ketogulonicigenium"
"Roseovarius"	"G"	74030	53	53	1	15	NA	48	NA	NA	NA	NA	NA	27	NA	0.03227	0.02768	0.01428	0.00964	NA	0.02588	NA	NA	NA	NA	NA	0.03227	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Ruegeria"	"G"	97050	32	32	4	8	NA	32	NA	NA	NA	NA	NA	17	NA	0.05711	0.01671	0.05711	0.005141	NA	0.01725	NA	NA	NA	NA	NA	0.02032	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Ruegeria pomeroyi"	"S"	89184	27	23	3	5	NA	27	NA	NA	NA	NA	NA	14	NA	0.04283	0.01201	0.04283	0.003213	NA	0.01456	NA	NA	NA	NA	NA	0.01673	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Ruegeria"
"Ruegeria sp. AD91A"	"S"	2293862	7	7	1	2	NA	3	NA	NA	NA	NA	NA	2	NA	0.01428	0.003656	0.01428	0.001285	NA	0.001617	NA	NA	NA	NA	NA	0.00239	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Ruegeria"
"Ruegeria sp. NKC1-1"	"S"	2099786	2	2	NA	1	NA	2	NA	NA	NA	NA	NA	1	NA	0.001195	0.001045	NA	0.0006427	NA	0.001078	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Ruegeria"
"Sulfitobacter"	"G"	60136	31	19	1	3	NA	31	NA	NA	NA	NA	NA	16	NA	0.01912	0.009923	0.01428	0.001928	NA	0.01671	NA	NA	NA	NA	NA	0.01912	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Sulfitobacter sp. JL08"	"S"	2070369	28	16	1	3	NA	28	NA	NA	NA	NA	NA	13	NA	0.01554	0.008356	0.01428	0.001928	NA	0.0151	NA	NA	NA	NA	NA	0.01554	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Sulfitobacter"
"Sulfitobacter sp. D7"	"S"	1968541	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001195	0.0005223	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Sulfitobacter"
"Sulfitobacter sp. SK025"	"S"	1389011	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001195	0.0005223	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Sulfitobacter"
"Phaeobacter"	"G"	302485	62	23	2	12	NA	62	NA	NA	3	NA	NA	49	NA	0.05856	0.01201	0.02856	0.007712	NA	0.03343	NA	NA	0.001687	NA	NA	0.05856	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Phaeobacter inhibens"	"S"	221822	60	23	2	11	NA	60	NA	NA	3	NA	NA	49	NA	0.05856	0.01201	0.02856	0.007069	NA	0.03235	NA	NA	0.001687	NA	NA	0.05856	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Phaeobacter"
"Celeribacter"	"G"	875170	55	43	2	20	1	55	NA	NA	NA	NA	NA	53	NA	0.6623	0.02246	0.02856	0.01285	0.6623	0.02965	NA	NA	NA	NA	NA	0.06334	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Celeribacter ethanolicus"	"S"	1758178	24	20	NA	7	NA	11	NA	NA	NA	NA	NA	24	NA	0.02868	0.01045	NA	0.004499	NA	0.005931	NA	NA	NA	NA	NA	0.02868	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Celeribacter"
"Celeribacter baekdonensis"	"S"	875171	36	19	NA	10	NA	36	NA	NA	NA	NA	NA	22	NA	0.02629	0.009923	NA	0.006427	NA	0.01941	NA	NA	NA	NA	NA	0.02629	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Celeribacter"
"Celeribacter manganoxidans"	"S"	1411902	8	3	NA	3	NA	8	NA	NA	NA	NA	NA	6	NA	0.00717	0.001567	NA	0.001928	NA	0.004313	NA	NA	NA	NA	NA	0.00717	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Celeribacter"
"Dinoroseobacter"	"G"	309512	66	29	1	9	NA	66	NA	NA	1	NA	NA	45	NA	0.05378	0.01515	0.01428	0.005784	NA	0.03558	NA	NA	0.0005623	NA	NA	0.05378	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Dinoroseobacter shibae"	"S"	215813	66	29	1	9	NA	66	NA	NA	1	NA	NA	45	NA	0.05378	0.01515	0.01428	0.005784	NA	0.03558	NA	NA	0.0005623	NA	NA	0.05378	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Dinoroseobacter"
"Octadecabacter"	"G"	53945	7	6	3	NA	NA	6	NA	NA	NA	NA	NA	7	NA	0.04283	0.003134	0.04283	NA	NA	0.003235	NA	NA	NA	NA	NA	0.008365	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Octadecabacter arcticus"	"S"	53946	1	1	1	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.01428	0.0005223	0.01428	NA	NA	0.0005392	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Octadecabacter"
"Rhodovulum"	"G"	34008	8	5	2	NA	1	8	NA	NA	1	1	NA	2	NA	0.9901	0.002611	0.02856	NA	0.6623	0.004313	NA	NA	0.0005623	0.9901	NA	0.00239	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rhodovulum sp. P5"	"S"	1564506	7	4	1	NA	1	7	NA	NA	1	1	NA	1	NA	0.9901	0.002089	0.01428	NA	0.6623	0.003774	NA	NA	0.0005623	0.9901	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Rhodovulum"
"Halocynthiibacter"	"G"	1579315	4	4	NA	1	NA	4	NA	NA	NA	NA	NA	NA	NA	0.002157	0.002089	NA	0.0006427	NA	0.002157	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Halocynthiibacter arcticus"	"S"	1579316	4	4	NA	1	NA	4	NA	NA	NA	NA	NA	NA	NA	0.002157	0.002089	NA	0.0006427	NA	0.002157	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Halocynthiibacter"
"Confluentimicrobium"	"G"	1609958	16	11	1	15	NA	16	NA	1	NA	NA	NA	14	NA	1.235	0.005745	0.01428	0.00964	NA	0.008627	NA	1.235	NA	NA	NA	0.01673	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Confluentimicrobium sp. EMB200-NS6"	"S"	1609966	16	11	1	15	NA	16	NA	1	NA	NA	NA	14	NA	1.235	0.005745	0.01428	0.00964	NA	0.008627	NA	1.235	NA	NA	NA	0.01673	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Confluentimicrobium"
"Pseudovibrio"	"G"	258255	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001567	0.001567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pseudovibrio sp. FO-BEG1"	"S"	911045	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001567	0.001567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Pseudovibrio"
"Epibacterium"	"G"	1649279	2	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001285	0.001045	NA	0.001285	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Epibacterium mobile"	"S"	379347	2	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001285	0.001045	NA	0.001285	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Epibacterium"
"Antarctobacter"	"G"	74032	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	2	NA	0.00239	0.0005223	NA	NA	NA	0.001078	NA	NA	NA	NA	NA	0.00239	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Antarctobacter heliothermus"	"S"	74033	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	2	NA	0.00239	0.0005223	NA	NA	NA	0.001078	NA	NA	NA	NA	NA	0.00239	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Antarctobacter"
"Thalassococcus"	"G"	436357	3	1	2	NA	NA	2	NA	NA	NA	NA	NA	3	NA	0.02856	0.0005223	0.02856	NA	NA	0.001078	NA	NA	NA	NA	NA	0.003585	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Thalassococcus sp. SH-1"	"S"	2109625	3	1	2	NA	NA	2	NA	NA	NA	NA	NA	3	NA	0.02856	0.0005223	0.02856	NA	NA	0.001078	NA	NA	NA	NA	NA	0.003585	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Thalassococcus"
"Yangia"	"G"	354203	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005223	0.0005223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Yangia pacifica"	"S"	311180	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005223	0.0005223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Yangia"
"Roseibacterium"	"G"	159345	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005392	0.0005223	NA	NA	NA	0.0005392	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseibacterium elongatum"	"S"	159346	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005392	0.0005223	NA	NA	NA	0.0005392	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Roseibacterium"
"Tateyamaria"	"G"	299261	3	1	NA	NA	NA	3	NA	NA	NA	NA	NA	1	NA	0.001617	0.0005223	NA	NA	NA	0.001617	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Tateyamaria omphalii"	"S"	299262	3	1	NA	NA	NA	3	NA	NA	NA	NA	NA	1	NA	0.001617	0.0005223	NA	NA	NA	0.001617	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Tateyamaria"
"Thioclava"	"G"	285107	3	1	NA	1	NA	2	NA	NA	NA	NA	NA	3	NA	0.003585	0.0005223	NA	0.0006427	NA	0.001078	NA	NA	NA	NA	NA	0.003585	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Thioclava nitratireducens"	"S"	1915078	3	1	NA	1	NA	2	NA	NA	NA	NA	NA	3	NA	0.003585	0.0005223	NA	0.0006427	NA	0.001078	NA	NA	NA	NA	NA	0.003585	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Thioclava"
"Hyphomonadaceae"	"F"	69657	5	5	NA	2	NA	3	NA	NA	1	NA	NA	2	1	0.6098	0.002611	NA	0.001285	NA	0.001617	NA	NA	0.0005623	NA	NA	0.00239	0.6098	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales"
"Hirschia"	"G"	2723	4	4	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002089	0.002089	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Hyphomonadaceae"
"Hirschia baltica"	"S"	2724	4	4	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002089	0.002089	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Hyphomonadaceae>Hirschia"
"Hyphomonas"	"G"	85	2	1	NA	NA	NA	2	NA	NA	1	NA	NA	NA	NA	0.001078	0.0005223	NA	NA	NA	0.001078	NA	NA	0.0005623	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Hyphomonadaceae"
"Sphingomonadales"	"O"	204457	2171	1711	73	903	1	2171	1	NA	18	1	1	1829	3	2.186	0.8936	1.042	0.5803	0.6623	1.171	0.7463	NA	0.01012	0.9901	1.818	2.186	1.829	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Sphingomonadaceae"	"F"	41297	1863	1595	59	876	1	1863	NA	NA	12	1	1	1657	2	1.98	0.833	0.8424	0.563	0.6623	1.004	NA	NA	0.006748	0.9901	1.818	1.98	1.22	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales"
"Sphingopyxis"	"G"	165697	686	484	21	195	NA	592	NA	NA	3	1	NA	686	NA	0.9901	0.2528	0.2998	0.1253	NA	0.3192	NA	NA	0.001687	0.9901	NA	0.8198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingopyxis sp. LPB0140"	"S"	1913578	360	255	12	91	NA	306	NA	NA	2	NA	NA	360	NA	0.4302	0.1332	0.1713	0.05848	NA	0.165	NA	NA	0.001125	NA	NA	0.4302	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingopyxis"
"Sphingopyxis macrogoltabida"	"S"	33050	299	189	9	86	NA	223	NA	NA	NA	1	NA	299	NA	0.9901	0.09871	0.1285	0.05527	NA	0.1202	NA	NA	NA	0.9901	NA	0.3573	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingopyxis"
"Sphingopyxis sp. EG6"	"S"	1874061	14	14	NA	9	NA	9	NA	NA	NA	NA	NA	NA	NA	0.007312	0.007312	NA	0.005784	NA	0.004852	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingopyxis"
"Sphingopyxis sp. WS5A3p"	"S"	2054227	29	11	NA	7	NA	29	NA	NA	1	NA	NA	9	NA	0.01564	0.005745	NA	0.004499	NA	0.01564	NA	NA	0.0005623	NA	NA	0.01076	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingopyxis"
