"name"	"taxRank"	"taxID"	"Max"	"BC01.txt.cladeReads"	"BC02.txt.cladeReads"	"BC03.txt.cladeReads"	"BC04.txt.cladeReads"	"BC05.txt.cladeReads"	"BC06.txt.cladeReads"	"BC07.txt.cladeReads"	"BC08.txt.cladeReads"	"BC09.txt.cladeReads"	"BC10.txt.cladeReads"	"BC11.txt.cladeReads"	"BC12.txt.cladeReads"	"Max.1"	"BC01.txt.cladeReads.."	"BC02.txt.cladeReads.."	"BC03.txt.cladeReads.."	"BC04.txt.cladeReads.."	"BC05.txt.cladeReads.."	"BC06.txt.cladeReads.."	"BC07.txt.cladeReads.."	"BC08.txt.cladeReads.."	"BC09.txt.cladeReads.."	"BC10.txt.cladeReads.."	"BC11.txt.cladeReads.."	"BC12.txt.cladeReads.."	"lineage"
"Sediminispirochaeta smaragdinae"	"S"	55206	68	22	1	18	NA	10	NA	NA	NA	NA	NA	68	NA	0.096	0.01764	0.02025	0.01813	NA	0.007514	NA	NA	NA	NA	NA	0.096	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae>Sediminispirochaeta"
"Salinispira pacifica"	"S"	1307761	15	7	1	15	NA	9	NA	NA	NA	NA	NA	NA	NA	0.02025	0.005614	0.02025	0.01511	NA	0.006763	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae>Salinispira"
"Spirochaeta thermophila"	"S"	154	8	5	NA	3	NA	2	NA	NA	8	NA	NA	4	NA	0.005647	0.00401	NA	0.003022	NA	0.001503	NA	NA	0.004574	NA	NA	0.005647	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae>Spirochaeta"
"Borrelia recurrentis"	"S"	44449	114	114	4	90	NA	79	NA	NA	11	NA	NA	16	NA	0.09143	0.09143	0.081	0.09066	NA	0.05936	NA	NA	0.00629	NA	NA	0.02259	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Borreliaceae>Borrelia"
"Borrelia miyamotoi"	"S"	47466	16	12	NA	7	NA	9	NA	NA	1	NA	NA	16	NA	0.02259	0.009624	NA	0.007051	NA	0.006763	NA	NA	0.0005718	NA	NA	0.02259	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Borreliaceae>Borrelia"
"Borreliella afzelii"	"S"	29518	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000802	0.000802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Borreliaceae>Borreliella"
"Turneriella parva"	"S"	29510	190	190	9	140	NA	131	NA	NA	20	NA	NA	18	NA	0.1823	0.1524	0.1823	0.141	NA	0.09843	NA	NA	0.01144	NA	NA	0.02541	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Leptospirales>Leptospiraceae>Turneriella"
"Leptospira biflexa"	"S"	172	12	12	1	8	NA	8	NA	NA	NA	NA	NA	5	NA	0.02025	0.009624	0.02025	0.008058	NA	0.006011	NA	NA	NA	NA	NA	0.007059	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Leptospirales>Leptospiraceae>Leptospira"
"Brachyspira murdochii"	"S"	84378	187	187	4	147	NA	142	NA	1	5	NA	NA	33	NA	2.273	0.15	0.081	0.1481	NA	0.1067	NA	2.273	0.002859	NA	NA	0.04659	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Brachyspirales>Brachyspiraceae>Brachyspira"
"Brachyspira intermedia"	"S"	84377	6	4	1	NA	NA	6	NA	NA	NA	NA	NA	3	NA	0.02025	0.003208	0.02025	NA	NA	0.004508	NA	NA	NA	NA	NA	0.004235	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Brachyspirales>Brachyspiraceae>Brachyspira"
"Brachyspira hyodysenteriae"	"S"	159	4	1	NA	4	NA	NA	NA	NA	1	NA	NA	NA	NA	0.004029	0.000802	NA	0.004029	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Brachyspirales>Brachyspiraceae>Brachyspira"
"Akkermansia glycaniphila"	"S"	1679444	156	156	4	135	NA	98	NA	NA	1	NA	NA	5	NA	0.136	0.1251	0.081	0.136	NA	0.07364	NA	NA	0.0005718	NA	NA	0.007059	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>Akkermansiaceae>Akkermansia"
"Akkermansia muciniphila"	"S"	239935	5	5	NA	1	NA	3	NA	NA	NA	NA	NA	NA	NA	0.00401	0.00401	NA	0.001007	NA	0.002254	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>Akkermansiaceae>Akkermansia"
"Lacunisphaera limnophila"	"S"	1838286	92	54	NA	17	NA	92	NA	NA	1	NA	NA	31	NA	0.06913	0.04331	NA	0.01712	NA	0.06913	NA	NA	0.0005718	NA	NA	0.04376	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Opitutae>Opitutales>Opitutaceae>Lacunisphaera"
"Opitutaceae bacterium TAV5"	"S"	794903	45	6	NA	2	NA	45	NA	NA	1	NA	NA	17	NA	0.03381	0.004812	NA	0.002015	NA	0.03381	NA	NA	0.0005718	NA	NA	0.024	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Opitutae>Opitutales>Opitutaceae>unclassified&nbsp;Opitutaceae"
"Opitutus terrae"	"S"	107709	29	5	NA	2	NA	29	NA	NA	1	NA	NA	8	NA	0.02179	0.00401	NA	0.002015	NA	0.02179	NA	NA	0.0005718	NA	NA	0.01129	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Opitutae>Opitutales>Opitutaceae>Opitutus"
"Coraliomargarita akajimensis"	"S"	395922	64	28	1	13	NA	64	NA	NA	2	NA	NA	34	NA	0.04809	0.02246	0.02025	0.01309	NA	0.04809	NA	NA	0.001144	NA	NA	0.048	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Opitutae>Puniceicoccales>Puniceicoccaceae>Coraliomargarita"
"Verrucomicrobia bacterium IMCC26134"	"S"	1637999	440	48	NA	17	NA	440	NA	NA	3	NA	NA	191	NA	0.3306	0.0385	NA	0.01712	NA	0.3306	NA	NA	0.001715	NA	NA	0.2696	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>unclassified&nbsp;Verrucomicrobia>unclassified&nbsp;Verrucomicrobia&nbsp;(miscellaneous)"
"Verrucomicrobia bacterium"	"S"	2026799	68	20	NA	2	NA	68	NA	NA	1	NA	NA	41	NA	0.05788	0.01604	NA	0.002015	NA	0.0511	NA	NA	0.0005718	NA	NA	0.05788	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>unclassified&nbsp;Verrucomicrobia>unclassified&nbsp;Verrucomicrobia&nbsp;(miscellaneous)"
"Methylacidiphilum fumariolicum"	"S"	591154	19	15	NA	19	NA	16	NA	NA	NA	NA	NA	2	NA	0.01914	0.01203	NA	0.01914	NA	0.01202	NA	NA	NA	NA	NA	0.002823	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Methylacidiphilae>Methylacidiphilales>Methylacidiphilaceae>Methylacidiphilum"
"Methylacidiphilum infernorum"	"S"	511746	16	11	1	11	NA	16	NA	NA	NA	NA	NA	3	NA	0.02025	0.008822	0.02025	0.01108	NA	0.01202	NA	NA	NA	NA	NA	0.004235	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Methylacidiphilae>Methylacidiphilales>Methylacidiphilaceae>Methylacidiphilum"
"Candidatus Xiphinematobacter sp. Idaho Grape"	"S"	1704307	6	1	NA	2	NA	3	NA	NA	6	NA	NA	NA	NA	0.003431	0.000802	NA	0.002015	NA	0.002254	NA	NA	0.003431	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Spartobacteria>Candidatus&nbsp;Xiphinematobacter"
"Chlamydia trachomatis"	"S"	813	196	196	8	158	NA	146	NA	NA	28	NA	NA	15	NA	0.162	0.1572	0.162	0.1592	NA	0.1097	NA	NA	0.01601	NA	NA	0.02118	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Chlamydiae>Chlamydiia>Chlamydiales>Chlamydiaceae>Chlamydia/Chlamydophila&nbsp;group>Chlamydia"
"Chlamydia gallinacea"	"S"	1457153	117	113	3	117	NA	61	NA	NA	NA	NA	NA	3	NA	0.1179	0.09063	0.06075	0.1179	NA	0.04584	NA	NA	NA	NA	NA	0.004235	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Chlamydiae>Chlamydiia>Chlamydiales>Chlamydiaceae>Chlamydia/Chlamydophila&nbsp;group>Chlamydia"
"Waddlia chondrophila"	"S"	71667	10	9	NA	10	NA	8	NA	NA	5	NA	NA	1	NA	0.01007	0.007218	NA	0.01007	NA	0.006011	NA	NA	0.002859	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Chlamydiae>Chlamydiia>Parachlamydiales>Waddliaceae>Waddlia"
"Candidatus Protochlamydia naegleriophila"	"S"	389348	3	2	NA	1	NA	NA	NA	NA	3	NA	NA	NA	NA	0.001715	0.001604	NA	0.001007	NA	NA	NA	NA	0.001715	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Chlamydiae>Chlamydiia>Parachlamydiales>Parachlamydiaceae>Candidatus&nbsp;Protochlamydia"
"Simkania negevensis"	"S"	83561	2	1	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	0.002015	0.000802	NA	0.002015	NA	0.001503	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Chlamydiae>Chlamydiia>Parachlamydiales>Simkaniaceae>Simkania"
"Planctomyces sp. SH-PL62"	"S"	1636152	79	43	2	28	NA	27	NA	NA	2	NA	NA	79	NA	0.1115	0.03449	0.0405	0.0282	NA	0.02029	NA	NA	0.001144	NA	NA	0.1115	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Planctomycetaceae>Planctomyces"
"Planctomyces sp. SH-PL14"	"S"	1632864	10	2	1	4	NA	10	NA	NA	NA	NA	NA	8	NA	0.02025	0.001604	0.02025	0.004029	NA	0.007514	NA	NA	NA	NA	NA	0.01129	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Planctomycetaceae>Planctomyces"
"Pirellula staleyi"	"S"	125	22	22	1	9	NA	19	NA	NA	NA	NA	NA	6	NA	0.02025	0.01764	0.02025	0.009066	NA	0.01428	NA	NA	NA	NA	NA	0.00847	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Planctomycetaceae>Pirellula"
"Planctopirus limnophila"	"S"	120	4	3	NA	4	NA	4	NA	NA	4	NA	NA	3	NA	0.004235	0.002406	NA	0.004029	NA	0.003006	NA	NA	0.002287	NA	NA	0.004235	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Planctomycetaceae>Planctopirus"
"Fuerstia marisgermanicae"	"S"	1891926	4	3	NA	4	NA	1	NA	NA	NA	NA	NA	2	NA	0.004029	0.002406	NA	0.004029	NA	0.0007514	NA	NA	NA	NA	NA	0.002823	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Planctomycetaceae>Fuerstia"
"Rubinisphaera brasiliensis"	"S"	119	4	2	NA	NA	NA	4	NA	NA	NA	NA	NA	3	NA	0.004235	0.001604	NA	NA	NA	0.003006	NA	NA	NA	NA	NA	0.004235	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Planctomycetaceae>Rubinisphaera"
"Rhodopirellula baltica"	"S"	265606	3	1	NA	NA	NA	3	NA	NA	NA	NA	NA	2	NA	0.002823	0.000802	NA	NA	NA	0.002254	NA	NA	NA	NA	NA	0.002823	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Planctomycetaceae>Rhodopirellula"
"Gemmata sp. SH-PL17"	"S"	1630693	31	4	1	4	NA	31	NA	NA	1	NA	NA	17	NA	0.024	0.003208	0.02025	0.004029	NA	0.02329	NA	NA	0.0005718	NA	NA	0.024	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Gemmataceae>Gemmata"
"Singulisphaera acidiphila"	"S"	466153	4	2	NA	2	NA	2	NA	NA	4	NA	NA	4	NA	0.005647	0.001604	NA	0.002015	NA	0.001503	NA	NA	0.002287	NA	NA	0.005647	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Isosphaeraceae>Singulisphaera"
"Isosphaera pallida"	"S"	128	7	1	NA	NA	NA	2	NA	NA	NA	NA	NA	7	NA	0.009882	0.000802	NA	NA	NA	0.001503	NA	NA	NA	NA	NA	0.009882	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Isosphaeraceae>Isosphaera"
"Candidatus Kuenenia stuttgartiensis"	"S"	174633	34	34	NA	25	NA	19	NA	NA	NA	NA	NA	3	NA	0.02727	0.02727	NA	0.02518	NA	0.01428	NA	NA	NA	NA	NA	0.004235	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Candidatus&nbsp;Brocadiales>Candidatus&nbsp;Brocadiaceae>Candidatus&nbsp;Kuenenia"
"Phycisphaerae bacterium L21-RPul-D3"	"S"	1940790	1	1	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.02025	0.000802	0.02025	NA	NA	0.0007514	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Phycisphaerae>unclassified&nbsp;Phycisphaerae"
"Phycisphaera mikurensis"	"S"	547188	21	17	NA	12	NA	21	NA	NA	2	NA	NA	2	NA	0.01578	0.01363	NA	0.01209	NA	0.01578	NA	NA	0.001144	NA	NA	0.002823	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Phycisphaerae>Phycisphaerales>Phycisphaeraceae>Phycisphaera"
"Victivallales bacterium CCUG 44730"	"S"	2094242	15	10	NA	3	NA	14	NA	NA	1	NA	NA	15	NA	0.02118	0.00802	NA	0.003022	NA	0.01052	NA	NA	0.0005718	NA	NA	0.02118	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Lentisphaerae>Lentisphaeria>Victivallales>unclassified&nbsp;Victivallales"
"Kiritimatiella glycovorans"	"S"	1307763	11	5	NA	4	NA	11	NA	NA	3	NA	NA	1	NA	0.008265	0.00401	NA	0.004029	NA	0.008265	NA	NA	0.001715	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Kiritimatiellaeota>Kiritimatiellae>Kiritimatiellales>Kiritimatiellaceae>Kiritimatiella"
"Sulfurihydrogenibium azorense"	"S"	309806	168	168	6	137	NA	122	NA	NA	1	NA	NA	12	NA	0.138	0.1347	0.1215	0.138	NA	0.09167	NA	NA	0.0005718	NA	NA	0.01694	NA	"cellular&nbsp;organisms>Bacteria>Aquificae>Aquificae>Aquificales>Hydrogenothermaceae>Sulfurihydrogenibium"
"Persephonella marina"	"S"	309805	98	96	2	98	NA	71	NA	NA	NA	NA	NA	5	NA	0.09871	0.07699	0.0405	0.09871	NA	0.05335	NA	NA	NA	NA	NA	0.007059	NA	"cellular&nbsp;organisms>Bacteria>Aquificae>Aquificae>Aquificales>Hydrogenothermaceae>Persephonella"
"Hydrogenobaculum sp. HO"	"S"	547144	7	6	1	3	NA	7	NA	NA	NA	NA	NA	3	NA	0.02025	0.004812	0.02025	0.003022	NA	0.00526	NA	NA	NA	NA	NA	0.004235	NA	"cellular&nbsp;organisms>Bacteria>Aquificae>Aquificae>Aquificales>Aquificaceae>Hydrogenobaculum"
"Aquifex aeolicus"	"S"	63363	18	18	NA	16	NA	18	NA	NA	2	NA	NA	1	NA	0.01612	0.01444	NA	0.01612	NA	0.01353	NA	NA	0.001144	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Aquificae>Aquificae>Aquificales>Aquificaceae>Aquifex"
"Thermosulfidibacter takaii"	"S"	412593	3	1	NA	3	NA	2	NA	NA	1	NA	NA	NA	NA	0.003022	0.000802	NA	0.003022	NA	0.001503	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Aquificae>Aquificae>Aquificales>Aquificales&nbsp;genera&nbsp;incertae&nbsp;sedis>Thermosulfidibacter"
"Caldithrix abyssi"	"S"	187145	901	901	29	794	NA	615	1	NA	1	NA	NA	29	NA	1.333	0.7226	0.5873	0.7998	NA	0.4621	1.333	NA	0.0005718	NA	NA	0.04094	NA	"cellular&nbsp;organisms>Bacteria>Calditrichaeota>Calditrichae>Calditrichales>Calditrichaceae>Caldithrix"
"Thermosipho africanus"	"S"	2421	7	7	NA	5	NA	2	NA	NA	NA	NA	NA	NA	NA	0.005614	0.005614	NA	0.005036	NA	0.001503	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Fervidobacteriaceae>Thermosipho"
"Thermosipho melanesiensis"	"S"	46541	4	4	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.003208	0.003208	NA	0.001007	NA	0.0007514	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Fervidobacteriaceae>Thermosipho"
"Pseudothermotoga lettingae"	"S"	177758	3	3	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.002406	0.002406	NA	0.001007	NA	0.0007514	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Thermotogaceae>Pseudothermotoga"
"Pseudothermotoga thermarum"	"S"	119394	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000802	0.000802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Thermotogaceae>Pseudothermotoga"
"Thermotoga naphthophila"	"S"	93930	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000802	0.000802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Thermotogaceae>Thermotoga"
"Kosmotoga olearia"	"S"	651457	4	4	NA	2	NA	3	NA	NA	NA	NA	NA	NA	NA	0.003208	0.003208	NA	0.002015	NA	0.002254	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Kosmotogales>Kosmotogaceae>Kosmotoga"
"Mesotoga prima"	"S"	1184387	6	4	NA	6	NA	4	NA	NA	NA	NA	NA	NA	NA	0.006044	0.003208	NA	0.006044	NA	0.003006	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Kosmotogales>Kosmotogaceae>Mesotoga"
"Petrotoga mobilis"	"S"	69499	10	6	NA	4	NA	6	NA	NA	NA	NA	NA	10	NA	0.01412	0.004812	NA	0.004029	NA	0.004508	NA	NA	NA	NA	NA	0.01412	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Petrotogales>Petrotogaceae>Petrotoga"
"Defluviitoga tunisiensis"	"S"	1006576	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.000802	0.000802	NA	NA	NA	0.0007514	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Petrotogales>Petrotogaceae>Defluviitoga"
"Endomicrobium proavitum"	"S"	1408281	205	205	4	189	NA	155	NA	NA	NA	NA	NA	19	NA	0.1904	0.1644	0.081	0.1904	NA	0.1165	NA	NA	NA	NA	NA	0.02682	NA	"cellular&nbsp;organisms>Bacteria>Elusimicrobia>Endomicrobia>Endomicrobiales>Endomicrobiaceae>Endomicrobium"
"Elusimicrobium minutum"	"S"	423605	15	1	NA	NA	NA	15	NA	NA	NA	NA	NA	10	NA	0.01412	0.000802	NA	NA	NA	0.01127	NA	NA	NA	NA	NA	0.01412	NA	"cellular&nbsp;organisms>Bacteria>Elusimicrobia>Elusimicrobia>Elusimicrobiales>Elusimicrobiaceae>Elusimicrobium"
"Candidatus Koribacter versatilis"	"S"	658062	117	117	2	91	NA	68	NA	NA	1	NA	NA	6	NA	0.09384	0.09384	0.0405	0.09166	NA	0.0511	NA	NA	0.0005718	NA	NA	0.00847	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria>Acidobacteriia>Acidobacteriales>Acidobacteriaceae>Candidatus&nbsp;Koribacter"
"Acidobacterium capsulatum"	"S"	33075	5	2	NA	4	NA	1	NA	NA	5	NA	NA	1	NA	0.004029	0.001604	NA	0.004029	NA	0.0007514	NA	NA	0.002859	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria>Acidobacteriia>Acidobacteriales>Acidobacteriaceae>Acidobacterium"
"Terriglobus roseus"	"S"	392734	1	1	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1.389	0.000802	NA	0.001007	1.389	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria>Acidobacteriia>Acidobacteriales>Acidobacteriaceae>Terriglobus"
"Terriglobus saanensis"	"S"	870903	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.000802	0.000802	NA	NA	NA	0.0007514	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria>Acidobacteriia>Acidobacteriales>Acidobacteriaceae>Terriglobus"
"Candidatus Solibacter usitatus"	"S"	332163	13	10	NA	4	NA	13	NA	NA	4	NA	NA	6	NA	0.009768	0.00802	NA	0.004029	NA	0.009768	NA	NA	0.002287	NA	NA	0.00847	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria>Solibacteres>Solibacterales>Solibacteraceae>Candidatus&nbsp;Solibacter"
"Chloracidobacterium thermophilum"	"S"	458033	10	2	NA	4	NA	10	NA	NA	1	NA	NA	2	NA	0.007514	0.001604	NA	0.004029	NA	0.007514	NA	NA	0.0005718	NA	NA	0.002823	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria>Blastocatellia>Chloracidobacterium"
"Desulfurispirillum indicum"	"S"	936456	132	132	3	93	NA	95	NA	NA	8	NA	NA	16	NA	0.1059	0.1059	0.06075	0.09368	NA	0.07138	NA	NA	0.004574	NA	NA	0.02259	NA	"cellular&nbsp;organisms>Bacteria>Chrysiogenetes>Chrysiogenetes>Chrysiogenales>Chrysiogenaceae>Desulfurispirillum"
"Nitrospira defluvii"	"S"	330214	86	86	2	82	1	10	NA	NA	NA	NA	NA	5	NA	1.389	0.06897	0.0405	0.0826	1.389	0.007514	NA	NA	NA	NA	NA	0.007059	NA	"cellular&nbsp;organisms>Bacteria>Nitrospirae>Nitrospira>Nitrospirales>Nitrospiraceae>Nitrospira"
"Nitrospira moscoviensis"	"S"	42253	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	1	1	1.176	0.001604	NA	NA	NA	0.0007514	NA	NA	NA	NA	NA	0.001412	1.176	"cellular&nbsp;organisms>Bacteria>Nitrospirae>Nitrospira>Nitrospirales>Nitrospiraceae>Nitrospira"
"Nitrospira japonica"	"S"	1325564	4	1	NA	2	NA	2	NA	NA	1	NA	NA	4	1	1.176	0.000802	NA	0.002015	NA	0.001503	NA	NA	0.0005718	NA	NA	0.005647	1.176	"cellular&nbsp;organisms>Bacteria>Nitrospirae>Nitrospira>Nitrospirales>Nitrospiraceae>Nitrospira"
"Candidatus Nitrospira inopinata"	"S"	1715989	4	1	NA	1	NA	4	NA	NA	NA	NA	NA	4	NA	0.005647	0.000802	NA	0.001007	NA	0.003006	NA	NA	NA	NA	NA	0.005647	NA	"cellular&nbsp;organisms>Bacteria>Nitrospirae>Nitrospira>Nitrospirales>Nitrospiraceae>Nitrospira"
"Leptospirillum sp. Group I"	"S"	655606	2	2	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	0.001604	0.001604	NA	0.001007	NA	0.0007514	NA	NA	NA	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Nitrospirae>Nitrospira>Nitrospirales>Nitrospiraceae>Leptospirillum"
"Leptospirillum ferrooxidans"	"S"	180	2	2	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	0.001604	0.001604	NA	0.001007	NA	0.0007514	NA	NA	NA	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Nitrospirae>Nitrospira>Nitrospirales>Nitrospiraceae>Leptospirillum>Leptospirillum&nbsp;sp.&nbsp;Group&nbsp;I"
"Thermodesulfovibrio yellowstonii"	"S"	28262	8	4	NA	2	NA	8	NA	NA	1	NA	NA	6	NA	0.00847	0.003208	NA	0.002015	NA	0.006011	NA	NA	0.0005718	NA	NA	0.00847	NA	"cellular&nbsp;organisms>Bacteria>Nitrospirae>Nitrospira>Nitrospirales>Nitrospiraceae>Thermodesulfovibrio"
"Sneathia amnii"	"S"	187101	41	41	1	41	NA	35	NA	NA	3	NA	NA	1	NA	0.0413	0.03288	0.02025	0.0413	NA	0.0263	NA	NA	0.001715	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Leptotrichiaceae>Sneathia"
"Leptotrichia sp. oral taxon 847"	"S"	1785996	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002823	0.001604	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002823	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Leptotrichiaceae>Leptotrichia"
"Streptobacillus moniliformis"	"S"	34105	4	3	NA	1	NA	4	NA	NA	1	NA	NA	1	NA	0.003006	0.002406	NA	0.001007	NA	0.003006	NA	NA	0.0005718	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Leptotrichiaceae>Streptobacillus"
"Ilyobacter polytropus"	"S"	167642	21	21	NA	4	NA	15	NA	NA	17	NA	NA	1	NA	0.01684	0.01684	NA	0.004029	NA	0.01127	NA	NA	0.00972	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Ilyobacter"
