"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_june_BC01.cladeReads"	"kraken2_16s_k21_classification_june_BC02.cladeReads"	"kraken2_16s_k21_classification_june_BC03.cladeReads"	"kraken2_16s_k21_classification_june_BC04.cladeReads"	"kraken2_16s_k21_classification_june_BC05.cladeReads"	"kraken2_16s_k21_classification_june_BC06.cladeReads"	"kraken2_16s_k21_classification_june_BC07.cladeReads"	"kraken2_16s_k21_classification_june_BC08.cladeReads"	"kraken2_16s_k21_classification_june_BC09.cladeReads"	"kraken2_16s_k21_classification_june_BC10.cladeReads"	"kraken2_16s_k21_classification_june_BC11.cladeReads"	"kraken2_16s_k21_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_june_BC01.cladeReads.."	"kraken2_16s_k21_classification_june_BC02.cladeReads.."	"kraken2_16s_k21_classification_june_BC03.cladeReads.."	"kraken2_16s_k21_classification_june_BC04.cladeReads.."	"kraken2_16s_k21_classification_june_BC05.cladeReads.."	"kraken2_16s_k21_classification_june_BC06.cladeReads.."	"kraken2_16s_k21_classification_june_BC07.cladeReads.."	"kraken2_16s_k21_classification_june_BC08.cladeReads.."	"kraken2_16s_k21_classification_june_BC09.cladeReads.."	"kraken2_16s_k21_classification_june_BC10.cladeReads.."	"kraken2_16s_k21_classification_june_BC11.cladeReads.."	"kraken2_16s_k21_classification_june_BC12.cladeReads.."	"lineage"
"Fibrobacteres"	"P"	1646	42	5	NA	1	NA	15	NA	NA	NA	NA	NA	42	NA	0.04737	0.002549	NA	0.0006291	NA	0.007933	NA	NA	NA	NA	NA	0.04737	NA	"Bacteria"
"Fibrobacteria"	"C"	1647	42	5	NA	1	NA	15	NA	NA	NA	NA	NA	42	NA	0.04737	0.002549	NA	0.0006291	NA	0.007933	NA	NA	NA	NA	NA	0.04737	NA	"Bacteria>Fibrobacteres"
"Fibrobacterales"	"O"	1648	42	5	NA	1	NA	15	NA	NA	NA	NA	NA	42	NA	0.04737	0.002549	NA	0.0006291	NA	0.007933	NA	NA	NA	NA	NA	0.04737	NA	"Bacteria>Fibrobacteres>Fibrobacteria"
"Fibrobacteraceae"	"F"	1654	41	5	NA	NA	NA	15	NA	NA	NA	NA	NA	41	NA	0.04624	0.002549	NA	NA	NA	0.007933	NA	NA	NA	NA	NA	0.04624	NA	"Bacteria>Fibrobacteres>Fibrobacteria>Fibrobacterales"
"uncultured"	"G"	1659	37	3	NA	NA	NA	15	NA	NA	NA	NA	NA	37	NA	0.04173	0.001529	NA	NA	NA	0.007933	NA	NA	NA	NA	NA	0.04173	NA	"Bacteria>Fibrobacteres>Fibrobacteria>Fibrobacterales>Fibrobacteraceae"
"possible genus 04"	"G"	1656	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	0.003383	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003383	NA	"Bacteria>Fibrobacteres>Fibrobacteria>Fibrobacterales>Fibrobacteraceae"
"possible genus 05"	"G"	1657	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Fibrobacteres>Fibrobacteria>Fibrobacterales>Fibrobacteraceae"
"Latescibacteria"	"P"	11403	4	4	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	0.002039	0.002039	NA	0.0006291	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria"
"Latescibacteria"	"C"	25716	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Latescibacteria"
"Latescibacterales"	"O"	25717	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Latescibacteria>Latescibacteria"
"Latescibacteraceae"	"F"	25718	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Latescibacteria>Latescibacteria>Latescibacterales"
"Candidatus Latescibacter"	"G"	25719	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Latescibacteria>Latescibacteria>Latescibacterales>Latescibacteraceae"
"Fusobacteria"	"P"	2203	11	3	1	2	NA	3	NA	NA	NA	NA	NA	11	NA	0.01362	0.001529	0.01362	0.001258	NA	0.001587	NA	NA	NA	NA	NA	0.01241	NA	"Bacteria"
"Fusobacteriia"	"C"	2204	11	3	1	2	NA	3	NA	NA	NA	NA	NA	11	NA	0.01362	0.001529	0.01362	0.001258	NA	0.001587	NA	NA	NA	NA	NA	0.01241	NA	"Bacteria>Fusobacteria"
"Fusobacteriales"	"O"	2205	11	3	1	2	NA	3	NA	NA	NA	NA	NA	11	NA	0.01362	0.001529	0.01362	0.001258	NA	0.001587	NA	NA	NA	NA	NA	0.01241	NA	"Bacteria>Fusobacteria>Fusobacteriia"
"Leptotrichiaceae"	"F"	2215	10	2	NA	1	NA	NA	NA	NA	NA	NA	NA	10	NA	0.01128	0.001019	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	0.01128	NA	"Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales"
"Hypnocyclicus"	"G"	25680	9	2	NA	1	NA	NA	NA	NA	NA	NA	NA	9	NA	0.01015	0.001019	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	0.01015	NA	"Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Leptotrichiaceae"
"Fusobacteriaceae"	"F"	2208	3	1	1	1	NA	3	NA	NA	NA	NA	NA	1	NA	0.01362	0.0005097	0.01362	0.0006291	NA	0.001587	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales"
"Cetobacterium"	"G"	2209	3	1	1	1	NA	3	NA	NA	NA	NA	NA	NA	NA	0.01362	0.0005097	0.01362	0.0006291	NA	0.001587	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae"
"Elusimicrobia"	"P"	1632	10	3	NA	3	NA	1	NA	NA	NA	NA	NA	10	NA	0.01128	0.001529	NA	0.001887	NA	0.0005289	NA	NA	NA	NA	NA	0.01128	NA	"Bacteria"
"Elusimicrobia"	"C"	1633	10	2	NA	NA	NA	1	NA	NA	NA	NA	NA	10	NA	0.01128	0.001019	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	0.01128	NA	"Bacteria>Elusimicrobia"
"MVP-88"	"O"	1644	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.002255	0.001019	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	0.002255	NA	"Bacteria>Elusimicrobia>Elusimicrobia"
"Lineage IIb"	"C"	25557	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	0.0005097	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Elusimicrobia"
"Lentisphaerae"	"P"	2238	11	2	NA	1	NA	11	NA	NA	NA	NA	NA	9	NA	0.01015	0.001019	NA	0.0006291	NA	0.005818	NA	NA	NA	NA	NA	0.01015	NA	"Bacteria"
"Lentisphaeria"	"C"	2250	7	2	NA	NA	NA	6	NA	NA	NA	NA	NA	7	NA	0.007894	0.001019	NA	NA	NA	0.003173	NA	NA	NA	NA	NA	0.007894	NA	"Bacteria>Lentisphaerae"
"Victivallales"	"O"	2254	3	2	NA	NA	NA	3	NA	NA	NA	NA	NA	2	NA	0.002255	0.001019	NA	NA	NA	0.001587	NA	NA	NA	NA	NA	0.002255	NA	"Bacteria>Lentisphaerae>Lentisphaeria"
"Victivallaceae"	"F"	2255	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005289	0.0005097	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Lentisphaerae>Lentisphaeria>Victivallales"
"Victivallis"	"G"	2256	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005289	0.0005097	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Lentisphaerae>Lentisphaeria>Victivallales>Victivallaceae"
"Deinococcus-Thermus"	"P"	1610	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001128	0.001019	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria"
"Deinococci"	"C"	1611	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001128	0.001019	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Deinococcus&#x2011;Thermus"
"Deinococcales"	"O"	1612	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001128	0.001019	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Deinococcus&#x2011;Thermus>Deinococci"
"Deinococcaceae"	"F"	1613	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001128	0.001019	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Deinococcus&#x2011;Thermus>Deinococci>Deinococcales"
"Deinobacterium"	"G"	1614	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Deinococcus&#x2011;Thermus>Deinococci>Deinococcales>Deinococcaceae"
"uncultured"	"G"	1616	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Deinococcus&#x2011;Thermus>Deinococci>Deinococcales>Deinococcaceae"
"Kiritimatiellaeota"	"P"	25707	14	2	NA	4	NA	14	NA	NA	NA	NA	NA	1	NA	0.007404	0.001019	NA	0.002516	NA	0.007404	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria"
"Kiritimatiellae"	"C"	25708	14	2	NA	4	NA	14	NA	NA	NA	NA	NA	1	NA	0.007404	0.001019	NA	0.002516	NA	0.007404	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Kiritimatiellaeota"
"WCHB1-41"	"O"	25715	10	2	NA	4	NA	10	NA	NA	NA	NA	NA	1	NA	0.005289	0.001019	NA	0.002516	NA	0.005289	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Kiritimatiellaeota>Kiritimatiellae"
"Rokubacteria"	"P"	26887	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002255	0.001019	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002255	NA	"Bacteria"
"NC10"	"C"	26888	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002255	0.001019	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002255	NA	"Bacteria>Rokubacteria"
"Methylomirabilales"	"O"	26889	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002255	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002255	NA	"Bacteria>Rokubacteria>NC10"
"Methylomirabilaceae"	"F"	26890	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002255	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002255	NA	"Bacteria>Rokubacteria>NC10>Methylomirabilales"
"Candidatus Methylomirabilis"	"G"	26891	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002255	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002255	NA	"Bacteria>Rokubacteria>NC10>Methylomirabilales>Methylomirabilaceae"
"Rokubacteriales"	"O"	26897	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Rokubacteria>NC10"
"WPS-2"	"P"	27010	4	2	NA	4	NA	NA	NA	NA	NA	NA	NA	1	NA	0.002516	0.001019	NA	0.002516	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria"
"FBP"	"P"	14342	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria"
"Calditrichaeota"	"P"	25102	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001128	0.0005097	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria"
"Calditrichia"	"C"	25103	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001128	0.0005097	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Calditrichaeota"
"Calditrichales"	"O"	25104	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001128	0.0005097	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Calditrichaeota>Calditrichia"
"Calditrichaceae"	"F"	25105	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001128	0.0005097	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Calditrichaeota>Calditrichia>Calditrichales"
"LCP-89"	"P"	11402	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria"
"Hydrogenedentes"	"P"	11400	5	1	NA	2	NA	3	NA	NA	NA	NA	NA	5	NA	0.005639	0.0005097	NA	0.001258	NA	0.001587	NA	NA	NA	NA	NA	0.005639	NA	"Bacteria"
"Hydrogenedentia"	"C"	25702	5	1	NA	2	NA	3	NA	NA	NA	NA	NA	5	NA	0.005639	0.0005097	NA	0.001258	NA	0.001587	NA	NA	NA	NA	NA	0.005639	NA	"Bacteria>Hydrogenedentes"
"Hydrogenedentiales"	"O"	25703	5	1	NA	2	NA	3	NA	NA	NA	NA	NA	5	NA	0.005639	0.0005097	NA	0.001258	NA	0.001587	NA	NA	NA	NA	NA	0.005639	NA	"Bacteria>Hydrogenedentes>Hydrogenedentia"
"Hydrogenedensaceae"	"F"	25704	5	1	NA	2	NA	3	NA	NA	NA	NA	NA	5	NA	0.005639	0.0005097	NA	0.001258	NA	0.001587	NA	NA	NA	NA	NA	0.005639	NA	"Bacteria>Hydrogenedentes>Hydrogenedentia>Hydrogenedentiales"
"Calescamantes"	"P"	11225	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria"
"Calescibacteriia"	"C"	25110	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Calescamantes"
"Calescibacteriales"	"O"	25111	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Calescamantes>Calescibacteriia"
"Calescibacteriaceae"	"F"	25112	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Calescamantes>Calescibacteriia>Calescibacteriales"
"Acetothermia"	"P"	11130	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	0.0005097	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria"
"Acetothermiia"	"C"	24412	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	0.0005097	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Acetothermia"
"Tenericutes"	"P"	3919	2	1	NA	1	1	1	NA	NA	1	NA	NA	2	NA	0.6289	0.0005097	NA	0.0006291	0.6289	0.0005289	NA	NA	0.0005618	NA	NA	0.002255	NA	"Bacteria"
"Mollicutes"	"C"	3920	2	1	NA	1	1	1	NA	NA	1	NA	NA	2	NA	0.6289	0.0005097	NA	0.0006291	0.6289	0.0005289	NA	NA	0.0005618	NA	NA	0.002255	NA	"Bacteria>Tenericutes"
"Mollicutes Incertae Sedis"	"O"	3943	2	1	NA	NA	1	1	NA	NA	NA	NA	NA	2	NA	0.6289	0.0005097	NA	NA	0.6289	0.0005289	NA	NA	NA	NA	NA	0.002255	NA	"Bacteria>Tenericutes>Mollicutes"
"Unknown Family"	"F"	3944	2	1	NA	NA	1	1	NA	NA	NA	NA	NA	2	NA	0.6289	0.0005097	NA	NA	0.6289	0.0005289	NA	NA	NA	NA	NA	0.002255	NA	"Bacteria>Tenericutes>Mollicutes>Mollicutes&nbsp;Incertae&nbsp;Sedis"
"Candidatus Phytoplasma"	"G"	3945	2	1	NA	NA	1	1	NA	NA	NA	NA	NA	2	NA	0.6289	0.0005097	NA	NA	0.6289	0.0005289	NA	NA	NA	NA	NA	0.002255	NA	"Bacteria>Tenericutes>Mollicutes>Mollicutes&nbsp;Incertae&nbsp;Sedis>Unknown&nbsp;Family"
"Eukaryota"	"D"	4	5	2	5	3	3	4	1	NA	2	NA	1	2	5	2.747	0.001019	0.06809	0.001887	1.887	0.002116	0.6849	NA	0.001124	NA	1.786	0.002255	2.747	"root"
"Archaeplastida"	"-"	4152	2	1	NA	1	1	1	NA	NA	2	NA	NA	NA	1	0.6289	0.0005097	NA	0.0006291	0.6289	0.0005289	NA	NA	0.001124	NA	NA	NA	0.5495	"Eukaryota"
"Chloroplastida"	"K"	4153	2	1	NA	1	1	1	NA	NA	2	NA	NA	NA	1	0.6289	0.0005097	NA	0.0006291	0.6289	0.0005289	NA	NA	0.001124	NA	NA	NA	0.5495	"Eukaryota>Archaeplastida"
"Charophyta"	"-"	4154	2	1	NA	1	1	1	NA	NA	2	NA	NA	NA	1	0.6289	0.0005097	NA	0.0006291	0.6289	0.0005289	NA	NA	0.001124	NA	NA	NA	0.5495	"Eukaryota>Archaeplastida>Chloroplastida"
"Phragmoplastophyta"	"P"	4161	2	1	NA	1	1	1	NA	NA	2	NA	NA	NA	1	0.6289	0.0005097	NA	0.0006291	0.6289	0.0005289	NA	NA	0.001124	NA	NA	NA	0.5495	"Eukaryota>Archaeplastida>Chloroplastida>Charophyta"
"Streptophyta"	"-"	4165	2	1	NA	1	1	1	NA	NA	2	NA	NA	NA	1	0.6289	0.0005097	NA	0.0006291	0.6289	0.0005289	NA	NA	0.001124	NA	NA	NA	0.5495	"Eukaryota>Archaeplastida>Chloroplastida>Charophyta>Phragmoplastophyta"
"Embryophyta"	"C"	4172	2	1	NA	1	1	1	NA	NA	2	NA	NA	NA	1	0.6289	0.0005097	NA	0.0006291	0.6289	0.0005289	NA	NA	0.001124	NA	NA	NA	0.5495	"Eukaryota>Archaeplastida>Chloroplastida>Charophyta>Phragmoplastophyta>Streptophyta"
"Tracheophyta"	"-"	4307	2	1	NA	1	1	1	NA	NA	2	NA	NA	NA	1	0.6289	0.0005097	NA	0.0006291	0.6289	0.0005289	NA	NA	0.001124	NA	NA	NA	0.5495	"Eukaryota>Archaeplastida>Chloroplastida>Charophyta>Phragmoplastophyta>Streptophyta>Embryophyta"
"Spermatophyta"	"-"	4372	2	1	NA	1	1	1	NA	NA	2	NA	NA	NA	1	0.6289	0.0005097	NA	0.0006291	0.6289	0.0005289	NA	NA	0.001124	NA	NA	NA	0.5495	"Eukaryota>Archaeplastida>Chloroplastida>Charophyta>Phragmoplastophyta>Streptophyta>Embryophyta>Tracheophyta"
"Magnoliophyta"	"-"	4432	2	1	NA	1	1	1	NA	NA	2	NA	NA	NA	1	0.6289	0.0005097	NA	0.0006291	0.6289	0.0005289	NA	NA	0.001124	NA	NA	NA	0.5495	"Eukaryota>Archaeplastida>Chloroplastida>Charophyta>Phragmoplastophyta>Streptophyta>Embryophyta>Tracheophyta>Spermatophyta"
"Malpighiales"	"O"	5034	1	1	NA	1	1	1	NA	NA	1	NA	NA	NA	1	0.6289	0.0005097	NA	0.0006291	0.6289	0.0005289	NA	NA	0.0005618	NA	NA	NA	0.5495	"Eukaryota>Archaeplastida>Chloroplastida>Charophyta>Phragmoplastophyta>Streptophyta>Embryophyta>Tracheophyta>Spermatophyta>Magnoliophyta"
"Populus"	"G"	5221	1	1	NA	1	1	1	NA	NA	1	NA	NA	NA	1	0.6289	0.0005097	NA	0.0006291	0.6289	0.0005289	NA	NA	0.0005618	NA	NA	NA	0.5495	"Eukaryota>Archaeplastida>Chloroplastida>Charophyta>Phragmoplastophyta>Streptophyta>Embryophyta>Tracheophyta>Spermatophyta>Magnoliophyta>Malpighiales"
"Opisthokonta"	"-"	6428	3	1	3	2	2	1	NA	NA	NA	NA	1	1	3	1.786	0.0005097	0.04086	0.001258	1.258	0.0005289	NA	NA	NA	NA	1.786	0.001128	1.648	"Eukaryota"
"Holozoa"	"D"	6430	3	1	3	2	1	1	NA	NA	NA	NA	1	1	3	1.786	0.0005097	0.04086	0.001258	0.6289	0.0005289	NA	NA	NA	NA	1.786	0.001128	1.648	"Eukaryota>Opisthokonta"
"Metazoa (Animalia)"	"K"	12882	3	1	3	2	1	1	NA	NA	NA	NA	1	1	3	1.786	0.0005097	0.04086	0.001258	0.6289	0.0005289	NA	NA	NA	NA	1.786	0.001128	1.648	"Eukaryota>Opisthokonta>Holozoa"
"Eumetazoa"	"-"	12883	3	1	3	2	1	1	NA	NA	NA	NA	1	1	3	1.786	0.0005097	0.04086	0.001258	0.6289	0.0005289	NA	NA	NA	NA	1.786	0.001128	1.648	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)"
"Bilateria"	"-"	12884	3	1	3	2	1	1	NA	NA	NA	NA	1	1	3	1.786	0.0005097	0.04086	0.001258	0.6289	0.0005289	NA	NA	NA	NA	1.786	0.001128	1.648	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa"
"Chordata"	"-"	13104	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0006291	0.0005097	NA	0.0006291	NA	0.0005289	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria"
"Vertebrata"	"P"	13120	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0006291	0.0005097	NA	0.0006291	NA	0.0005289	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata"
"Gnathostomata"	"-"	13126	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0006291	0.0005097	NA	0.0006291	NA	0.0005289	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata"
"Euteleostomi"	"-"	13134	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0006291	0.0005097	NA	0.0006291	NA	0.0005289	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata"
"Actinopterygii"	"C"	13135	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005289	0.0005097	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi"
"Neopterygii"	"-"	13138	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005289	0.0005097	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi>Actinopterygii"
"Teleostei"	"-"	13141	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005289	0.0005097	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi>Actinopterygii>Neopterygii"
"Verminephrobacter"	"G"	26463	29	NA	2	2	NA	29	NA	NA	NA	NA	NA	20	NA	0.02724	NA	0.02724	0.001258	NA	0.01534	NA	NA	NA	NA	NA	0.02255	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Oxalicibacterium"	"G"	26422	12	NA	1	NA	NA	12	NA	NA	NA	NA	NA	9	NA	0.01362	NA	0.01362	NA	NA	0.006347	NA	NA	NA	NA	NA	0.01015	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Giesbergeria"	"G"	26395	3	NA	1	NA	NA	2	NA	NA	NA	NA	NA	3	NA	0.01362	NA	0.01362	NA	NA	0.001058	NA	NA	NA	NA	NA	0.003383	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Zhizhongheella"	"G"	26467	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.01362	NA	0.01362	NA	NA	0.0005289	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"C39"	"G"	26560	10	NA	1	1	NA	NA	NA	NA	NA	NA	NA	10	NA	0.01362	NA	0.01362	0.0006291	NA	NA	NA	NA	NA	NA	NA	0.01128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"uncultured"	"O"	14692	7	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	0.007894	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"OM60(NOR5) clade"	"G"	11534	2	NA	1	1	NA	2	NA	NA	NA	NA	NA	2	NA	0.01362	NA	0.01362	0.0006291	NA	0.001058	NA	NA	NA	NA	NA	0.002255	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Halieaceae"
"Rhodobaca"	"G"	2623	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.01362	NA	0.01362	NA	NA	0.0005289	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pelagicola"	"G"	2609	2	NA	1	NA	NA	2	NA	NA	NA	NA	NA	1	NA	0.01362	NA	0.01362	NA	NA	0.001058	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Xuhuaishuia"	"G"	26176	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
