	1-April_genus.tsv	1-August_genus.tsv	1-June_genus.tsv	2-April_genus.tsv	2-August_genus.tsv	3-April_genus.tsv	4-April_genus.tsv	4-August_genus.tsv	5-April_genus.tsv	5-August_genus.tsv	6-August_genus.tsv	6-June_genus.tsv	7-April_genus.tsv	8-April_genus.tsv	9.1-August_genus.tsv	Mock-April_genus.tsv	Mock-August_genus.tsv	Mock-June_genus.tsv
Solimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Solirubrobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Solitalea	5.0	25.0	0.0	0.0	49.0	2.0	4.0	16.0	7.0	7.0	12.0	0.0	2.0	1.0	19.0	0.0	0.0	0.0
Sorangium	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sphaerotilus	90.0	35.0	190.0	103.0	18.0	23.0	34.0	55.0	40.0	80.0	20.0	27.0	51.0	66.0	1.0	0.0	0.0	0.0
Sphingoaurantiacus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
Sphingobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sphingobium	3.0	6.0	7.0	14.0	28.0	4.0	3.0	13.0	2.0	7.0	5.0	9.0	58.0	19.0	24.0	0.0	0.0	0.0
Sphingomicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Sphingomonas	6.0	3.0	0.0	60.0	12.0	5.0	8.0	24.0	12.0	3.0	3.0	3.0	230.0	11.0	35.0	0.0	0.0	0.0
Sphingopyxis	10.0	9.0	11.0	24.0	16.0	12.0	19.0	12.0	21.0	18.0	12.0	60.0	145.0	41.0	18.0	0.0	0.0	0.0
Sphingorhabdus	296.0	319.0	657.0	562.0	1157.0	323.0	518.0	500.0	452.0	343.0	514.0	454.0	3739.0	356.0	1648.0	1.0	3.0	2.0
Sphingosinicella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
Spirochaeta 2	0.0	0.0	0.0	5.0	0.0	0.0	4.0	2.0	7.0	1.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0
Sporacetigenium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sporichthya	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sporobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sporocytophaga	1.0	0.0	0.0	2.0	0.0	3.0	0.0	3.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Sporomusa	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sporosarcina	0.0	0.0	0.0	3.0	3.0	0.0	0.0	7.0	0.0	3.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Staphylococcus	3.0	4.0	4.0	0.0	1.0	1.0	1.0	0.0	0.0	5.0	5.0	13.0	0.0	3.0	2.0	3397.0	3612.0	3613.0
Starkeya	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Stella	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	16.0	37.0	10.0	0.0	0.0	0.0
Stenotrophobacter	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Stenotrophomonas	6.0	9.0	4.0	10.0	4.0	6.0	6.0	7.0	0.0	3.0	1.0	0.0	3.0	7.0	0.0	0.0	0.0	0.0
Steroidobacter	0.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Sterolibacterium	19.0	6.0	0.0	26.0	2.0	12.0	16.0	13.0	7.0	17.0	3.0	0.0	10.0	7.0	1.0	0.0	0.0	0.0
Streptococcus	4.0	3.0	4.0	4.0	6.0	3.0	5.0	1.0	0.0	2.0	4.0	0.0	2.0	13.0	1.0	0.0	0.0	0.0
Streptomyces	0.0	0.0	3.0	1.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Subdoligranulum	23.0	4.0	8.0	58.0	5.0	21.0	4.0	1.0	10.0	6.0	3.0	0.0	11.0	60.0	4.0	0.0	0.0	0.0
Subgroup 10	0.0	0.0	0.0	5.0	1.0	0.0	0.0	2.0	0.0	3.0	3.0	0.0	1.0	8.0	0.0	0.0	0.0	0.0
Subgroup 23	0.0	0.0	0.0	4.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Subsaxibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Succinivibrio	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sulfuricella	11.0	5.0	0.0	7.0	3.0	10.0	11.0	4.0	13.0	10.0	5.0	0.0	14.0	5.0	0.0	0.0	0.0	0.0
Sulfuricurvum	209.0	42.0	58.0	215.0	148.0	293.0	521.0	330.0	562.0	121.0	122.0	22.0	217.0	353.0	103.0	0.0	0.0	0.0
Sulfuriferula	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
Sulfurifustis	0.0	0.0	11.0	1.0	0.0	0.0	0.0	2.0	8.0	0.0	3.0	0.0	63.0	3.0	0.0	0.0	0.0	0.0
Sulfurimonas	481.0	57.0	27.0	71.0	41.0	388.0	334.0	123.0	529.0	54.0	61.0	4.0	171.0	141.0	36.0	1.0	0.0	0.0
Sulfurisoma	0.0	2.0	0.0	4.0	0.0	0.0	1.0	2.0	8.0	4.0	1.0	0.0	44.0	6.0	1.0	0.0	0.0	0.0
Sulfuritalea	56.0	108.0	95.0	189.0	37.0	44.0	127.0	75.0	226.0	75.0	45.0	101.0	143.0	240.0	27.0	0.0	0.0	0.0
Sulfurospirillum	107.0	41.0	37.0	60.0	68.0	181.0	119.0	95.0	141.0	36.0	30.0	8.0	72.0	192.0	97.0	0.0	1.0	0.0
Sulfurovum	0.0	2.0	0.0	5.0	0.0	0.0	1.0	3.0	2.0	2.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Sva0081 sediment group	0.0	1.0	0.0	5.0	0.0	0.0	3.0	4.0	3.0	3.0	2.0	0.0	8.0	7.0	1.0	0.0	0.0	0.0
Sva0996 marine group	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Symbiobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Symphothece PCC-7002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Synechocystis PCC-6803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syntrophobacter	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	4.0	10.0	1.0	0.0	0.0	0.0	0.0
Syntrophorhabdus	0.0	0.0	0.0	2.0	0.0	0.0	2.0	7.0	1.0	0.0	0.0	0.0	33.0	3.0	0.0	0.0	0.0	0.0
Syntrophus	2.0	2.0	0.0	5.0	0.0	4.0	11.0	15.0	10.0	6.0	8.0	2.0	91.0	4.0	0.0	0.0	0.0	0.0
TPD-58	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Tabrizicola	8.0	30.0	714.0	86.0	154.0	18.0	49.0	267.0	24.0	177.0	274.0	1248.0	242.0	78.0	392.0	0.0	1.0	4.0
Taeseokella	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tahibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Taonella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Tardiphaga	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Tatumella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Telmatospirillum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Terrimonas	8.0	14.0	0.0	12.0	14.0	1.0	20.0	23.0	45.0	26.0	30.0	16.0	14.0	270.0	15.0	0.0	0.0	0.0
Terrisporobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Tessaracoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0
Tetrasphaera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	80.0	2.0	0.0	0.0	0.0
Thauera	8.0	1.0	27.0	56.0	3.0	14.0	9.0	6.0	21.0	4.0	1.0	6.0	14.0	180.0	18.0	0.0	0.0	0.0
Thermoanaerobaculum	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Thermobacillus	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thermomonas	12.0	15.0	15.0	105.0	8.0	10.0	16.0	23.0	34.0	18.0	12.0	34.0	9.0	56.0	6.0	0.0	0.0	0.0
Thioalkalispira	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Thiobacillus	6.0	3.0	3.0	33.0	6.0	5.0	18.0	6.0	29.0	11.0	5.0	10.0	235.0	9.0	0.0	0.0	2.0	0.0
Thiocapsa	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Thioclava	0.0	0.0	4.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thiogranum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thiolapillus	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thiothrix	4.0	2.0	8.0	13.0	1.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	43.0	42.0	0.0	0.0	0.0	0.0
Thorsellia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tibeticola	3.0	1.0	0.0	4.0	0.0	12.0	2.0	4.0	8.0	13.0	17.0	0.0	5.0	5.0	4.0	0.0	0.0	0.0
Tissierella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Tolumonas	65.0	99.0	117.0	21.0	43.0	25.0	51.0	52.0	6.0	3.0	8.0	2.0	110.0	104.0	19.0	0.0	0.0	0.0
Trabulsiella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Treponema	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Treponema 2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Trichococcus	39.0	6.0	12.0	95.0	10.0	44.0	56.0	2.0	59.0	17.0	7.0	0.0	30.0	411.0	11.0	1.0	0.0	0.0
Tropicimonas	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Truepera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tumebacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Turicibacter	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Tychonema CCAP 1459-11B	0.0	0.0	5.0	5.0	0.0	2.0	341.0	0.0	12.0	0.0	2.0	0.0	3.0	8.0	6.0	0.0	0.0	0.0
Tyzzerella 3	0.0	1.0	0.0	2.0	0.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tyzzerella 4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
U29-B03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
UBA6140	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UKL13-1	0.0	0.0	2.0	3.0	1.0	0.0	3.0	0.0	4.0	0.0	0.0	0.0	35.0	5.0	0.0	0.0	0.0	0.0
UTBCD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Uliginosibacterium	12.0	36.0	25.0	4.0	39.0	12.0	14.0	86.0	21.0	21.0	12.0	0.0	5.0	3.0	1.0	0.0	0.0	0.0
Undibacterium	223.0	24.0	29.0	121.0	5.0	110.0	100.0	29.0	231.0	39.0	19.0	41.0	83.0	89.0	20.0	0.0	0.0	0.0
Uruburuella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Variovorax	15.0	12.0	0.0	36.0	3.0	9.0	12.0	11.0	16.0	16.0	7.0	13.0	7.0	26.0	1.0	0.0	0.0	0.0
Veillonella	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
Verruc-01	2.0	0.0	8.0	10.0	0.0	4.0	21.0	18.0	41.0	7.0	4.0	43.0	38.0	2.0	1.0	0.0	0.0	0.0
Verticia	8.0	6.0	8.0	16.0	0.0	2.0	5.0	3.0	0.0	1.0	3.0	0.0	5.0	3.0	1.0	0.0	0.0	0.0
Vibrio	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0
Victivallis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Vitreoscilla	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0
Vogesella	20.0	29.0	40.0	33.0	31.0	5.0	12.0	45.0	7.0	9.0	9.0	34.0	66.0	0.0	1.0	0.0	0.0	0.0
Vulgatibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
WCHB1-32	6.0	2.0	0.0	0.0	2.0	4.0	2.0	2.0	4.0	4.0	2.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0
Woeseia	0.0	1.0	0.0	4.0	0.0	0.0	5.0	2.0	13.0	3.0	3.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0
Wohlfahrtiimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XBB1006	1.0	0.0	0.0	7.0	0.0	6.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0
Xanthobacter	0.0	1.0	0.0	1.0	4.0	0.0	0.0	7.0	0.0	1.0	5.0	0.0	6.0	3.0	1.0	0.0	0.0	0.0
Xanthomonas	1.0	1.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Xenophilus	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Xylophilus	0.0	0.0	0.0	15.0	0.0	3.0	4.0	2.0	5.0	4.0	1.0	0.0	2.0	5.0	0.0	0.0	0.0	0.0
Yersinia	23.0	9.0	15.0	17.0	2.0	3.0	14.0	3.0	4.0	1.0	0.0	0.0	54.0	13.0	1.0	0.0	0.0	0.0
Yokenella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Yonghaparkia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Youngiibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Z-35	0.0	2.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Z20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Zavarzinella	0.0	0.0	0.0	3.0	0.0	0.0	0.0	8.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zavarzinia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0
Zoogloea	28.0	16.0	42.0	44.0	3.0	18.0	10.0	11.0	18.0	46.0	7.0	9.0	36.0	1914.0	98.0	0.0	0.0	0.0
Zymophilus	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
[Agitococcus] lubricus group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110.0	14.0	0.0	0.0	0.0	0.0
[Aquaspirillum] arcticum group	5.0	1.0	0.0	16.0	0.0	2.0	3.0	0.0	5.0	0.0	0.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0
[Aquaspirillum] polymorphum group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
[Bacteroides] pectinophilus group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
[Cytophaga] xylanolytica group	3.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
[Desulfobacterium] catecholicum group	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
[Eubacterium] brachy group	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	3.0	0.0	5.0	0.0	6.0	0.0	0.0	0.0
[Eubacterium] coprostanoligenes group	1.0	0.0	0.0	8.0	0.0	3.0	3.0	2.0	2.0	0.0	2.0	0.0	2.0	4.0	2.0	0.0	0.0	0.0
[Eubacterium] eligens group	3.0	0.0	0.0	0.0	0.0	6.0	1.0	0.0	6.0	0.0	0.0	0.0	1.0	4.0	3.0	0.0	0.0	0.0
[Eubacterium] hallii group	1.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	8.0	0.0	0.0	0.0	0.0
[Eubacterium] nodatum group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
[Eubacterium] ruminantium group	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
[Eubacterium] ventriosum group	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
[Eubacterium] xylanophilum group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
[Polyangium] brachysporum group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
[Ruminococcus] gauvreauii group	5.0	0.0	0.0	5.0	0.0	4.0	4.0	0.0	3.0	1.0	2.0	0.0	1.0	6.0	0.0	0.0	0.0	0.0
[Ruminococcus] gnavus group	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
[Ruminococcus] torques group	6.0	0.0	0.0	12.0	0.0	10.0	3.0	0.0	14.0	1.0	3.0	0.0	5.0	10.0	1.0	0.0	0.0	0.0
alphaI cluster	6.0	4.0	8.0	47.0	15.0	8.0	17.0	24.0	17.0	7.0	15.0	20.0	214.0	25.0	23.0	0.0	0.0	0.0
dgA-11 gut group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
endosymbionts8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hgcI clade	58.0	218.0	390.0	86.0	779.0	102.0	82.0	372.0	105.0	286.0	324.0	64.0	31.0	62.0	1833.0	0.0	1.0	0.0
mle1-7	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
oc32	0.0	0.0	0.0	1.0	0.0	0.0	0.0	13.0	4.0	3.0	3.0	0.0	3.0	12.0	0.0	0.0	0.0	0.0
possible genus 04	7.0	5.0	0.0	8.0	0.0	9.0	8.0	3.0	15.0	2.0	0.0	0.0	11.0	5.0	0.0	0.0	0.0	0.0
wb1-P19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
