	1-April_genus.tsv	1-August_genus.tsv	1-June_genus.tsv	2-April_genus.tsv	2-August_genus.tsv	3-April_genus.tsv	4-April_genus.tsv	4-August_genus.tsv	5-April_genus.tsv	5-August_genus.tsv	6-August_genus.tsv	6-June_genus.tsv	7-April_genus.tsv	8-April_genus.tsv	9.1-August_genus.tsv	9.2-August_genus.tsv	Mock-April_genus.tsv	Mock-August_genus.tsv	Mock-June_genus.tsv	N-August_genus.tsv
Ferrovum	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Ferruginibacter	12.0	4.0	2.0	5.0	6.0	11.0	31.0	3.0	31.0	12.0	14.0	9.0	10.0	150.0	5.0	7.0	0.0	0.0	0.0	6.0
Fibrella	0.0	2.0	0.0	0.0	1.0	5.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fibrobacter	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fibrobacteraceae (uncultured)	11.0	37.0	20.0	22.0	33.0	25.0	10.0	78.0	27.0	30.0	23.0	9.0	14.0	9.0	12.0	9.0	0.0	0.0	0.0	5.0
Fictibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Filimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Filomicrobium	0.0	1.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	6.0	5.0	4.0	0.0	0.0	0.0	0.0	0.0
Fimbriiglobus	0.0	0.0	0.0	6.0	2.0	0.0	2.0	8.0	0.0	2.0	1.0	0.0	6.0	10.0	1.0	0.0	0.0	0.0	0.0	0.0
Fimbriimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fischerella PCC-9339	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Flammeovirga	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Flammeovirgaceae (uncultured)	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Flavihumibacter	0.0	0.0	0.0	3.0	0.0	0.0	2.0	3.0	5.0	1.0	1.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
Flavisolibacter	4.0	3.0	0.0	1.0	2.0	2.0	7.0	2.0	6.0	3.0	4.0	0.0	1.0	16.0	1.0	0.0	0.0	0.0	0.0	0.0
Flavitalea	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Flavobacteriaceae (uncultured)	2.0	3.0	0.0	0.0	0.0	6.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Flavobacterium	1397.0	690.0	751.0	216.0	907.0	1596.0	1087.0	241.0	1196.0	243.0	195.0	98.0	303.0	325.0	263.0	385.0	3.0	0.0	3.0	1621.0
Flectobacillus	34.0	31.0	31.0	8.0	25.0	46.0	24.0	15.0	25.0	14.0	10.0	7.0	11.0	15.0	15.0	15.0	0.0	0.0	0.0	32.0
Flexibacter	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fluviicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fluviicola	199.0	196.0	145.0	41.0	265.0	224.0	111.0	80.0	235.0	97.0	58.0	18.0	65.0	64.0	185.0	160.0	0.0	0.0	0.0	236.0
Fluviimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fodinicola	0.0	2.0	0.0	4.0	3.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	4.0	59.0	59.0	0.0	0.0	0.0	7.0
Fonticella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fontimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Formivibrio	0.0	0.0	4.0	1.0	2.0	0.0	0.0	10.0	0.0	3.0	0.0	0.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Fournierella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Francisella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Franconibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	6.0	0.0
Frateuria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Friedmanniella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Frigidibacter	0.0	0.0	0.0	1.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	4.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0
Frigoribacterium	0.0	8.0	20.0	3.0	11.0	0.0	2.0	11.0	0.0	16.0	3.0	5.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	11.0
Frondihabitans	0.0	0.0	6.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
FukuN18 freshwater group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FukuN57	0.0	1.0	3.0	3.0	0.0	0.0	2.0	8.0	0.0	1.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fulvivirga	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fusibacter	0.0	1.0	0.0	1.0	2.0	5.0	0.0	2.0	6.0	0.0	4.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
Fusicatenibacter	4.0	2.0	0.0	4.0	0.0	5.0	2.0	0.0	1.0	1.0	0.0	0.0	1.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0
Fusobacterium	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA-900066225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA-900066575	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GKS98 freshwater group	68.0	40.0	102.0	65.0	20.0	21.0	12.0	65.0	53.0	100.0	113.0	53.0	20.0	30.0	139.0	178.0	0.0	3.0	0.0	81.0
GOUTA6	1.0	1.0	0.0	8.0	0.0	1.0	0.0	4.0	1.0	3.0	1.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GOUTB8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GWE2-31-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gaiella	0.0	1.0	0.0	3.0	3.0	0.0	0.0	3.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Galbitalea	0.0	1.0	7.0	1.0	4.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Gallionella	14.0	6.0	9.0	29.0	1.0	6.0	11.0	16.0	18.0	11.0	9.0	5.0	23.0	3.0	4.0	0.0	0.0	0.0	0.0	15.0
Gallionellaceae (uncultured)	0.0	2.0	0.0	2.0	0.0	0.0	4.0	1.0	7.0	4.0	2.0	0.0	7.0	2.0	2.0	0.0	0.0	0.0	0.0	7.0
Garciella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Geitlerinema PCC-7105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Gemella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Geminicoccaceae (uncultured)	0.0	3.0	0.0	5.0	0.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Geminicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Geminocystis PCC-6308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Gemmata	0.0	0.0	2.0	16.0	0.0	0.0	1.0	10.0	0.0	3.0	3.0	7.0	3.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0
Gemmataceae (uncultured)	5.0	8.0	3.0	56.0	1.0	0.0	17.0	20.0	7.0	11.0	8.0	15.0	11.0	24.0	1.0	8.0	0.0	0.0	0.0	0.0
Gemmatimonadaceae (uncultured)	2.0	4.0	9.0	37.0	20.0	3.0	9.0	39.0	28.0	16.0	26.0	25.0	172.0	20.0	4.0	10.0	0.0	0.0	0.0	5.0
Gemmatimonas	2.0	2.0	0.0	23.0	7.0	4.0	3.0	22.0	6.0	29.0	63.0	6.0	33.0	13.0	71.0	119.0	0.0	0.0	0.0	4.0
Gemmobacter	6.0	3.0	14.0	20.0	32.0	4.0	11.0	33.0	2.0	13.0	17.0	24.0	34.0	17.0	36.0	20.0	0.0	0.0	0.0	4.0
Geoalkalibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Geobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Geobacter	6.0	5.0	0.0	6.0	1.0	1.0	5.0	8.0	9.0	4.0	2.0	2.0	94.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0
Geodermatophilus	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Geomicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Georgfuchsia	2.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Geothermobacter	0.0	0.0	1.0	5.0	1.0	0.0	2.0	0.0	1.0	3.0	2.0	0.0	10.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Geothrix	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gibbsiella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Giesbergeria	0.0	1.0	0.0	5.0	0.0	0.0	5.0	0.0	3.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Gillisia	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Glaciimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Gleocapsa	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Glutamicibacter	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
Gordonia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gottschalkia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Granulicatella	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	1.0	4.0	3.0	0.0
Granulosicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gulbenkiania	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HIMB11	0.0	0.0	0.0	2.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	2.0	6.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0
Haematobacter	23.0	35.0	98.0	125.0	125.0	26.0	91.0	150.0	45.0	68.0	118.0	133.0	315.0	74.0	177.0	179.0	0.0	0.0	0.0	15.0
Haematospirillum	0.0	3.0	0.0	0.0	7.0	0.0	2.0	24.0	0.0	13.0	8.0	0.0	4.0	0.0	14.0	12.0	0.0	0.0	0.0	0.0
Haemophilus	3.0	1.0	0.0	3.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	6.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0
Hafnia-Obesumbacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Haliangium	9.0	28.0	25.0	192.0	13.0	19.0	44.0	157.0	56.0	57.0	39.0	32.0	40.0	1067.0	7.0	6.0	0.0	0.0	0.0	30.0
Halioglobus	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	8.0
Haliscomenobacter	1.0	0.0	0.0	1.0	0.0	1.0	3.0	0.0	3.0	1.0	0.0	3.0	1.0	266.0	2.0	0.0	0.0	0.0	0.0	0.0
Halobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Halobacteriovorax	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Halocynthiibacter	7.0	14.0	34.0	40.0	72.0	6.0	22.0	76.0	6.0	21.0	36.0	67.0	82.0	26.0	82.0	65.0	0.0	0.0	0.0	8.0
Halodurantibacterium	0.0	7.0	10.0	5.0	8.0	0.0	4.0	8.0	0.0	8.0	6.0	5.0	13.0	4.0	12.0	23.0	0.0	0.0	0.0	0.0
Haloferula	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Halomonas	1.0	3.0	3.0	5.0	0.0	2.0	3.0	3.0	4.0	1.0	1.0	0.0	103.0	11.0	0.0	0.0	0.0	0.0	0.0	5.0
Halothiobacillaceae (uncultured)	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Halovulum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hansschlegelia	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HdN1	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Helcobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Helicobacter	4.0	0.0	0.0	0.0	4.0	5.0	4.0	0.0	7.0	0.0	1.0	0.0	0.0	4.0	6.0	8.0	0.0	0.0	0.0	0.0
Helicobacteraceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Herbaspirillum	89.0	29.0	24.0	58.0	22.0	46.0	61.0	51.0	74.0	47.0	75.0	46.0	42.0	53.0	26.0	29.0	0.0	0.0	0.0	17.0
Herbiconiux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Herbinix	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Herminiimonas	46.0	57.0	46.0	42.0	51.0	31.0	48.0	90.0	34.0	86.0	83.0	62.0	21.0	18.0	10.0	10.0	0.0	0.0	0.0	23.0
Herpetosiphon	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hirschia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Hoeflea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Holophagaceae (uncultured)	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Holosporaceae (uncultured)	0.0	0.0	0.0	2.0	0.0	0.0	1.0	2.0	1.0	5.0	3.0	0.0	6.0	11.0	3.0	0.0	0.0	0.0	0.0	0.0
Huakuichenia	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hungatella	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Hydrocarboniphaga	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hydrogenispora	0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hydrogenophaga	376.0	182.0	277.0	564.0	134.0	256.0	302.0	263.0	328.0	282.0	249.0	418.0	138.0	197.0	99.0	145.0	1.0	3.0	1.0	131.0
Hydrogenophilaceae (uncultured)	6.0	5.0	1.0	5.0	0.0	2.0	2.0	1.0	7.0	3.0	6.0	0.0	15.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0
Hydrogenophilus	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
Hylemonella	0.0	3.0	0.0	5.0	2.0	0.0	0.0	13.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hymenobacter	4.0	4.0	0.0	3.0	10.0	11.0	2.0	1.0	1.0	4.0	2.0	0.0	1.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0
Hyphomicrobiaceae (uncultured)	0.0	0.0	0.0	4.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	10.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Hyphomicrobium	4.0	21.0	35.0	68.0	80.0	6.0	27.0	84.0	13.0	29.0	38.0	26.0	140.0	122.0	18.0	44.0	0.0	0.0	0.0	0.0
Hyphomonadaceae (uncultured)	0.0	3.0	0.0	0.0	3.0	0.0	0.0	2.0	1.0	3.0	0.0	0.0	4.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0
Hyphomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hypnocyclicus	8.0	0.0	5.0	0.0	0.0	11.0	2.0	1.0	9.0	1.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
IMCC26134	12.0	20.0	85.0	17.0	17.0	16.0	32.0	127.0	59.0	105.0	54.0	242.0	49.0	4.0	3.0	10.0	0.0	1.0	0.0	0.0
IMCC26207	0.0	0.0	4.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	6.0	0.0	4.0	0.0	0.0	0.0	0.0
IS-44	3.0	2.0	5.0	8.0	0.0	2.0	1.0	2.0	4.0	2.0	2.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Iamia	0.0	0.0	1.0	2.0	3.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	8.0	2.0	0.0	0.0	0.0	0.0	0.0
Ideonella	22.0	27.0	21.0	44.0	18.0	29.0	33.0	44.0	28.0	30.0	72.0	49.0	12.0	51.0	24.0	17.0	0.0	1.0	0.0	7.0
Ignatzschineria	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ignavibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IheB2-31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ilumatobacter	0.0	1.0	9.0	4.0	4.0	0.0	1.0	5.0	5.0	4.0	5.0	4.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0
Ilumatobacteraceae (uncultured)	0.0	1.0	2.0	1.0	4.0	0.0	3.0	3.0	0.0	0.0	1.0	0.0	0.0	8.0	5.0	1.0	0.0	0.0	0.0	0.0
Immundisolibacteraceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Inhella	3.0	1.0	1.0	15.0	0.0	3.0	3.0	7.0	2.0	7.0	3.0	2.0	1.0	2.0	0.0	7.0	0.0	0.0	0.0	11.0
Insolitispirillum	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Intestinibacter	0.0	2.0	1.0	0.0	4.0	0.0	0.0	12.0	1.0	7.0	10.0	5.0	0.0	5.0	13.0	5.0	0.0	0.0	0.0	109.0
Intestinimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Intrasporangiaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Iodobacter	0.0	0.0	1.0	2.0	0.0	1.0	5.0	2.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Isosphaeraceae (uncultured)	0.0	3.0	0.0	7.0	3.0	1.0	2.0	13.0	0.0	5.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Izhakiella	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0
JGI 0001001-H03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Janibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Jannaschia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Janthinobacterium	121.0	43.0	58.0	122.0	42.0	68.0	82.0	66.0	99.0	80.0	76.0	100.0	35.0	69.0	14.0	42.0	0.0	2.0	0.0	26.0
Jejudonia	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Jeotgalibaca	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	1.0	2.0	1.0	0.0
Jeotgalicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KCM-B-112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kaistia	0.0	1.0	0.0	5.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kamptonema PCC-6407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
