	1-April_genus.tsv	1-August_genus.tsv	1-June_genus.tsv	2-April_genus.tsv	2-August_genus.tsv	3-April_genus.tsv	4-April_genus.tsv	4-August_genus.tsv	5-April_genus.tsv	5-August_genus.tsv	6-August_genus.tsv	6-June_genus.tsv	7-April_genus.tsv	8-April_genus.tsv	9.1-August_genus.tsv	9.2-August_genus.tsv	Mock-April_genus.tsv	Mock-August_genus.tsv	Mock-June_genus.tsv	N-August_genus.tsv
Clade Ia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
Clavibacter	1.0	3.0	15.0	1.0	13.0	0.0	0.0	8.0	0.0	7.0	2.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	9.0
Cloacibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridiaceae&nbsp;1 (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridioides	0.0	4.0	0.0	2.0	7.0	0.0	0.0	11.0	4.0	9.0	1.0	2.0	0.0	1.0	5.0	3.0	0.0	0.0	0.0	37.0
Clostridium sensu stricto 1	15.0	18.0	18.0	5.0	56.0	10.0	17.0	76.0	34.0	50.0	55.0	31.0	13.0	57.0	28.0	55.0	0.0	0.0	0.0	29.0
Clostridium sensu stricto 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 11	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	5.0	4.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 13	2.0	1.0	0.0	0.0	2.0	3.0	0.0	3.0	3.0	2.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
Clostridium sensu stricto 5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 8	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 9	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0
Cnuella	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Cohaesibacter	0.0	0.0	0.0	1.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cohnella	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Coleofasciculus PCC-7420	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Collimonas	20.0	9.0	16.0	23.0	7.0	12.0	24.0	11.0	27.0	29.0	30.0	16.0	17.0	8.0	9.0	33.0	0.0	0.0	0.0	3.0
Collinsella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Colwellia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Comamonas	1273.0	1338.0	1464.0	2007.0	1087.0	1119.0	1795.0	1728.0	1518.0	2194.0	2197.0	2526.0	517.0	989.0	506.0	842.0	3.0	3.0	1.0	671.0
Conexibacter	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Coprococcus 2	1.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Coprococcus 3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Coraliomargarita	4.0	0.0	0.0	6.0	0.0	7.0	3.0	10.0	5.0	9.0	10.0	0.0	5.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0
Corticibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Corynebacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Corynebacterium 1	0.0	1.0	4.0	1.0	0.0	0.0	1.0	2.0	0.0	2.0	3.0	0.0	0.0	4.0	9.0	4.0	0.0	0.0	0.0	0.0
Coxiella	3.0	1.0	3.0	2.0	1.0	2.0	9.0	7.0	2.0	3.0	3.0	0.0	29.0	7.0	6.0	9.0	0.0	0.0	0.0	0.0
Crassaminicella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Crenothrix	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Crinalium SAG 22.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Crocinitomicaceae (uncultured)	1.0	1.0	0.0	0.0	2.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Crocinitomix	0.0	1.0	0.0	0.0	0.0	4.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Cronobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	6.0	1.0	0.0
Cryobacterium	1.0	11.0	4.0	1.0	9.0	0.0	1.0	5.0	0.0	2.0	2.0	0.0	1.0	0.0	6.0	0.0	0.0	0.0	0.0	6.0
Cryocola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cryomorphaceae (uncultured)	1.0	3.0	18.0	0.0	0.0	2.0	3.0	4.0	4.0	7.0	1.0	0.0	2.0	0.0	61.0	32.0	0.0	0.0	0.0	0.0
Cupriavidus	95.0	49.0	60.0	113.0	32.0	75.0	86.0	66.0	79.0	97.0	114.0	87.0	49.0	105.0	34.0	31.0	0.0	0.0	0.0	84.0
Curtobacterium	2.0	16.0	28.0	4.0	28.0	4.0	5.0	13.0	1.0	9.0	6.0	3.0	0.0	1.0	16.0	14.0	0.0	0.0	0.0	26.0
Curvibacter	69.0	67.0	98.0	100.0	58.0	49.0	89.0	87.0	90.0	141.0	110.0	159.0	30.0	55.0	19.0	39.0	0.0	1.0	0.0	54.0
Cutibacterium	0.0	0.0	2.0	1.0	2.0	0.0	5.0	1.0	0.0	1.0	1.0	0.0	0.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0
Cyanobacterium PCC-10605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cyanobium PCC-6307	1.0	1.0	3.0	2.0	0.0	2.0	0.0	17.0	5.0	11.0	26.0	0.0	0.0	2.0	103.0	110.0	0.0	0.0	0.0	0.0
Cyclobacteriaceae (uncultured)	6.0	1.0	0.0	0.0	1.0	8.0	0.0	3.0	3.0	1.0	1.0	0.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0
Cyclobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cytophaga	10.0	8.0	3.0	8.0	1.0	20.0	8.0	9.0	12.0	9.0	1.0	0.0	3.0	3.0	6.0	0.0	0.0	0.0	0.0	0.0
DBS1	0.0	0.0	0.0	3.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	5.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
DMER64	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
DSSD61	3.0	0.0	0.0	1.0	0.0	0.0	4.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DSSF69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dactylococcopsis PCC-8305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dechlorobacter	1.0	1.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	5.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0
Dechloromonas	40.0	20.0	33.0	50.0	14.0	14.0	26.0	31.0	52.0	21.0	22.0	11.0	386.0	876.0	11.0	9.0	0.0	0.0	0.0	10.0
Dechlorosoma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Deefgea	3.0	4.0	7.0	15.0	8.0	13.0	17.0	39.0	13.0	11.0	9.0	4.0	85.0	0.0	1.0	0.0	0.0	0.0	0.0	81.0
Defluviicoccus	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0	4.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Defluviimonas	5.0	8.0	17.0	10.0	39.0	3.0	7.0	36.0	3.0	8.0	14.0	23.0	33.0	15.0	26.0	29.0	0.0	0.0	0.0	5.0
Deinococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	3.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
Delftia	482.0	519.0	655.0	712.0	439.0	465.0	612.0	678.0	515.0	896.0	923.0	1285.0	189.0	339.0	217.0	334.0	1.0	1.0	1.0	280.0
Demequina	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Denitratisoma	12.0	11.0	5.0	40.0	8.0	4.0	23.0	7.0	56.0	10.0	11.0	7.0	30.0	39.0	1.0	7.0	0.0	0.0	0.0	5.0
Denitromonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Dermabacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Derxia	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desemzia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Desulfarculaceae (uncultured)	0.0	1.0	0.0	8.0	0.0	0.0	3.0	0.0	6.0	0.0	1.0	0.0	10.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Desulfatiglans	0.0	0.0	0.0	10.0	0.0	0.0	0.0	1.0	2.0	2.0	0.0	0.0	20.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfatirhabdium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfobacca	0.0	0.0	0.0	6.0	0.0	0.0	0.0	1.0	5.0	2.0	2.0	3.0	13.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfobacteraceae (uncultured)	0.0	2.0	0.0	2.0	0.0	0.0	1.0	1.0	3.0	1.0	1.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfobulbaceae (uncultured)	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	6.0	0.0	1.0	0.0	8.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfobulbus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfocapsa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfofaba	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfomonile	0.0	1.0	0.0	2.0	0.0	0.0	4.0	5.0	0.0	3.0	1.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfonema	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulforhabdus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulforhopalus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfosporosinus	0.0	3.0	0.0	1.0	0.0	0.0	0.0	6.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfotomaculum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfovibrio	4.0	0.0	0.0	5.0	0.0	0.0	0.0	7.0	0.0	3.0	2.0	0.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfovirga	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfuromonas	0.0	2.0	0.0	2.0	0.0	0.0	2.0	1.0	2.0	6.0	1.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfuromusa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Devosia	8.0	21.0	38.0	98.0	57.0	16.0	30.0	79.0	24.0	27.0	36.0	20.0	250.0	51.0	21.0	23.0	0.0	0.0	0.0	0.0
Devosiaceae (uncultured)	0.0	1.0	0.0	1.0	2.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Dialister	1.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Diaminobutyricimonas	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Diaphorobacter	210.0	120.0	156.0	321.0	108.0	160.0	220.0	210.0	200.0	198.0	202.0	291.0	87.0	170.0	42.0	74.0	1.0	1.0	0.0	98.0
Dichotomicrobium	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Dickeya	1.0	9.0	0.0	0.0	1.0	0.0	1.0	10.0	0.0	3.0	3.0	0.0	1.0	0.0	1.0	0.0	5.0	7.0	4.0	38.0
Dinghuibacter	46.0	6.0	9.0	10.0	13.0	25.0	33.0	28.0	82.0	142.0	270.0	68.0	8.0	15.0	260.0	229.0	0.0	0.0	0.0	60.0
Dinoroseobacter	0.0	0.0	0.0	1.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Diplorickettsia	0.0	0.0	0.0	1.0	0.0	0.0	0.0	7.0	0.0	6.0	5.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0
Diplorickettsiaceae (uncultured)	24.0	9.0	5.0	32.0	2.0	12.0	25.0	11.0	14.0	9.0	16.0	4.0	83.0	32.0	12.0	2.0	0.0	0.0	0.0	4.0
Diplosphaera	1.0	1.0	0.0	3.0	0.0	5.0	3.0	12.0	6.0	15.0	4.0	5.0	18.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0
Dissulfurimicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dokdonella	0.0	1.0	0.0	28.0	0.0	3.0	6.0	0.0	4.0	3.0	1.0	0.0	3.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0
Domibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Donghicola	0.0	0.0	0.0	3.0	2.0	0.0	2.0	2.0	0.0	0.0	3.0	0.0	3.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0
Dongia	0.0	0.0	0.0	4.0	3.0	1.0	0.0	6.0	4.0	0.0	0.0	0.0	18.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
Dorea	3.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	8.0	2.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
Duganella	49.0	14.0	18.0	55.0	6.0	30.0	26.0	30.0	32.0	19.0	27.0	12.0	19.0	37.0	11.0	5.0	0.0	0.0	0.0	10.0
Dyadobacter	10.0	11.0	7.0	0.0	8.0	20.0	5.0	3.0	8.0	4.0	3.0	0.0	1.0	8.0	4.0	0.0	0.0	0.0	0.0	5.0
Dyella	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Dysgonomonadaceae (uncultured)	0.0	2.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dysgonomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ectothiorhodospiraceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Edwardsiella	2.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	2.0	3.0	0.0	0.0	7.0	8.0	4.0	10.0
Eggerthella	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eggerthellaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ekhidna	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ellin6055	1.0	2.0	0.0	8.0	3.0	0.0	1.0	2.0	3.0	4.0	3.0	6.0	15.0	2.0	11.0	7.0	0.0	0.0	0.0	0.0
Ellin6067	8.0	21.0	19.0	75.0	10.0	3.0	21.0	38.0	52.0	26.0	19.0	17.0	31.0	40.0	7.0	4.0	0.0	0.0	0.0	0.0
Elstera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Elsteraceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Emticicia	6.0	3.0	0.0	0.0	0.0	1.0	2.0	0.0	2.0	2.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Endozoicomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Enhydrobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ensifer	3.0	3.0	0.0	16.0	3.0	0.0	6.0	4.0	2.0	2.0	2.0	3.0	28.0	22.0	9.0	0.0	0.0	0.0	0.0	0.0
Enterobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Enterobacter	25.0	13.0	16.0	10.0	3.0	10.0	7.0	19.0	7.0	4.0	6.0	5.0	25.0	27.0	8.0	9.0	653.0	571.0	626.0	41.0
Enterobacteriaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Enterococcus	3.0	2.0	2.0	2.0	4.0	3.0	4.0	8.0	1.0	0.0	6.0	1.0	0.0	12.0	3.0	7.0	843.0	677.0	955.0	0.0
Enterorhabdus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eoetvoesia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Epulopiscium	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Erwinia	4.0	2.0	4.0	0.0	0.0	0.0	1.0	3.0	0.0	1.0	0.0	0.0	3.0	2.0	0.0	0.0	5.0	6.0	5.0	0.0
Erysipelotrichaceae UCG-003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Erythrobacter	13.0	5.0	12.0	15.0	32.0	10.0	11.0	19.0	9.0	7.0	13.0	30.0	96.0	8.0	35.0	23.0	0.0	0.0	0.0	11.0
Escherichia-Shigella	217.0	149.0	174.0	200.0	60.0	91.0	137.0	141.0	113.0	64.0	61.0	83.0	280.0	239.0	66.0	58.0	16875.0	17325.0	16190.0	350.0
Ethanoligenens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0
Eubacteriaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0
Eubacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Exiguobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Extensimonas	6.0	4.0	0.0	7.0	1.0	2.0	3.0	3.0	0.0	3.0	7.0	8.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
Faecalibacterium	55.0	3.0	10.0	144.0	7.0	56.0	42.0	1.0	41.0	9.0	8.0	0.0	111.0	58.0	10.0	11.0	2.0	0.0	0.0	120.0
Falsirhodobacter	5.0	9.0	29.0	13.0	44.0	8.0	13.0	46.0	1.0	22.0	38.0	29.0	39.0	14.0	59.0	60.0	0.0	0.0	0.0	6.0
Falsochrobactrum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Family XIII AD3011 group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Family&nbsp;XVIII (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fastidiosipila	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ferribacterium	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	22.0	101.0	0.0	0.0	0.0	0.0	0.0	4.0
Ferritrophicum	5.0	7.0	3.0	12.0	2.0	2.0	4.0	9.0	12.0	7.0	2.0	4.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Ferrovibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
