	1-April_genus.tsv	1-August_genus.tsv	1-June_genus.tsv	2-April_genus.tsv	2-August_genus.tsv	3-April_genus.tsv	4-April_genus.tsv	4-August_genus.tsv	5-April_genus.tsv	5-August_genus.tsv	6-August_genus.tsv	6-June_genus.tsv	7-April_genus.tsv	8-April_genus.tsv	9.1-August_genus.tsv	9.2-August_genus.tsv	Mock-April_genus.tsv	Mock-August_genus.tsv	Mock-June_genus.tsv	N-August_genus.tsv
1174-901-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0
966-1	0.0	2.0	0.0	8.0	1.0	0.0	1.0	0.0	2.0	3.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A714019	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	4.0	2.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
A7P-90m	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
AAP99	7.0	5.0	2.0	11.0	2.0	4.0	4.0	12.0	16.0	7.0	2.0	0.0	8.0	73.0	3.0	0.0	0.0	0.0	0.0	0.0
ADurb.Bin063-1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AKYG587	0.0	1.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	1.0	3.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AT-s3-44	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acanthopleuribacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acetobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acetobacteraceae (uncultured)	0.0	0.0	2.0	3.0	5.0	1.0	0.0	8.0	3.0	5.0	6.0	5.0	19.0	3.0	2.0	6.0	0.0	0.0	0.0	0.0
Acetobacterales&nbsp;Incertae&nbsp;Sedis (uncultured)	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acetobacterium	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Acetobacteroides	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acetonema	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Achromobacter	281.0	285.0	346.0	361.0	202.0	185.0	251.0	397.0	299.0	531.0	603.0	378.0	157.0	310.0	290.0	349.0	0.0	1.0	2.0	193.0
Acidaminobacter	1.0	1.0	0.0	3.0	1.0	4.0	4.0	5.0	2.0	2.0	2.0	0.0	0.0	2.0	3.0	3.0	0.0	0.0	0.0	0.0
Acidaminococcaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	5.0	0.0	0.0	0.0	2.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
Acidaminococcus	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0
Acidibacter	0.0	1.0	2.0	10.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	9.0	2.0	0.0	0.0	0.0	0.0	18.0
Acidiphilium	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acidithiobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acidovorax	1039.0	575.0	735.0	2036.0	462.0	778.0	1128.0	843.0	1045.0	877.0	838.0	1060.0	378.0	881.0	177.0	319.0	2.0	2.0	3.0	359.0
Acinetobacter	16.0	27.0	37.0	16.0	6.0	3.0	14.0	3.0	12.0	1.0	5.0	5.0	257.0	45.0	7.0	7.0	0.0	0.0	0.0	4.0
Actibacter	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Actibacterium	2.0	4.0	12.0	5.0	14.0	0.0	7.0	9.0	1.0	10.0	13.0	16.0	13.0	6.0	11.0	14.0	0.0	0.0	0.0	0.0
Actimicrobium	2.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Actinobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Actinomadura	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Actinomyces	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Actinoplanes	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Adhaeribacter	2.0	3.0	0.0	0.0	0.0	0.0	1.0	3.0	1.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	5.0
Advenella	1.0	3.0	0.0	1.0	0.0	1.0	1.0	3.0	1.0	4.0	2.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Aeribacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aerococcaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aerococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Aeromicrobium	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aeromonas	60.0	43.0	99.0	71.0	11.0	7.0	34.0	53.0	17.0	8.0	21.0	22.0	70.0	85.0	28.0	27.0	0.0	0.0	0.0	77.0
Aestuariivita	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Aetherobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Afifella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Afipia	0.0	1.0	0.0	4.0	3.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	7.0	9.0	3.0	0.0	0.0	0.0	0.0	27.0
Agathobacter	5.0	2.0	0.0	14.0	0.0	8.0	3.0	0.0	5.0	0.0	4.0	0.0	5.0	14.0	4.0	0.0	0.0	0.0	0.0	7.0
Agreia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Agrococcus	0.0	8.0	9.0	1.0	11.0	1.0	0.0	5.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	12.0
Agromyces	2.0	24.0	27.0	6.0	52.0	2.0	1.0	17.0	1.0	16.0	8.0	1.0	2.0	2.0	5.0	8.0	0.0	0.0	0.0	44.0
Ahrensia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Akkermansia	2.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	2.0	0.0	4.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0
Albidovulum	0.0	1.0	0.0	2.0	2.0	0.0	2.0	1.0	0.0	0.0	4.0	2.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0
Albimonas	0.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	3.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Albirhodobacter	0.0	1.0	0.0	1.0	3.0	0.0	0.0	3.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alcaligenes	51.0	16.0	36.0	59.0	13.0	24.0	46.0	35.0	61.0	34.0	45.0	42.0	29.0	51.0	27.0	43.0	0.0	0.0	0.0	27.0
Alcanivorax	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Algibacter	4.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Algicola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Algoriphagus	28.0	10.0	0.0	9.0	6.0	56.0	26.0	11.0	34.0	18.0	15.0	4.0	19.0	11.0	86.0	106.0	0.0	0.0	0.0	10.0
Alicycliphilus	13.0	0.0	4.0	27.0	4.0	3.0	12.0	5.0	8.0	4.0	3.0	12.0	4.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0
Aliidiomarina	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aliihoeflea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aliiroseovarius	0.0	0.0	7.0	4.0	6.0	0.0	0.0	4.0	0.0	0.0	5.0	0.0	4.0	1.0	5.0	5.0	0.0	0.0	0.0	0.0
Alishewanella	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alistipes	6.0	2.0	0.0	4.0	3.0	9.0	7.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Aliterella CENA595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkalibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkalibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkaliflexus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkaliphilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkanibacter	0.0	2.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkanindiges	0.0	3.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alloprevotella	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	21.0	19.0	63.0	98.0	70.0	21.0	68.0	201.0	24.0	37.0	42.0	56.0	354.0	69.0	34.0	44.0	0.0	0.0	0.0	6.0
Alsobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	7.0	7.0	0.0	0.0	0.0	38.0	18.0	0.0	0.0	0.0	0.0
Altererythrobacter	9.0	15.0	31.0	29.0	52.0	12.0	23.0	28.0	24.0	20.0	24.0	33.0	140.0	20.0	63.0	59.0	0.0	0.0	0.0	4.0
Alterococcus	0.0	1.0	0.0	0.0	1.0	1.0	6.0	5.0	7.0	2.0	2.0	8.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alteromonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alysiella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Amantichitinum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Amaricoccus	3.0	3.0	9.0	10.0	17.0	1.0	5.0	21.0	0.0	8.0	5.0	18.0	16.0	68.0	26.0	28.0	0.0	0.0	0.0	0.0
Aminobacter	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	8.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Amnibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Amoebophilaceae (uncultured)	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Amphiplicatus	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ampullimonas	0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Amylibacter	0.0	1.0	1.0	7.0	9.0	0.0	1.0	9.0	0.0	1.0	4.0	6.0	8.0	13.0	3.0	11.0	0.0	0.0	0.0	0.0
Anaerobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Anaerobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Anaerobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Anaerobiospirillum	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Anaerocella	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Anaerococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Anaerocolumna	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Anaerofilum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Anaerolineaceae (uncultured)	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Anaeromyxobacter	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Anaerosinus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Anaerospora	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Anaerosporobacter	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Anaerosporomusa	0.0	0.0	0.0	2.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Anaerostipes	3.0	0.0	0.0	2.0	0.0	2.0	1.0	1.0	2.0	2.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Anaerovibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Anaerovorax	0.0	0.0	0.0	0.0	2.0	0.0	2.0	5.0	0.0	1.0	0.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0
Ancalomicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ancylobacter	0.0	1.0	0.0	3.0	9.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Anoxybacillus	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aphanizomenon NIES81	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aquabacterium	671.0	298.0	821.0	1239.0	181.0	519.0	577.0	428.0	814.0	377.0	406.0	381.0	306.0	638.0	112.0	210.0	1.0	0.0	1.0	217.0
Aquamicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aquaspirillum	0.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	11.0	0.0	5.0	7.0	0.0	0.0	0.0	0.0
Aquibacter	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aquicella	1.0	2.0	0.0	5.0	2.0	4.0	2.0	2.0	2.0	1.0	1.0	0.0	21.0	10.0	3.0	0.0	0.0	0.0	0.0	0.0
Aquiflexum	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aquimonas	0.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aquipuribacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aquisphaera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aquitalea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Arcicella	59.0	46.0	44.0	15.0	31.0	60.0	40.0	14.0	32.0	12.0	17.0	12.0	13.0	17.0	25.0	13.0	0.0	0.0	0.0	66.0
Arcobacter	2390.0	186.0	132.0	288.0	147.0	3543.0	1117.0	180.0	3078.0	497.0	356.0	20.0	467.0	4152.0	4280.0	5501.0	4.0	0.0	0.0	919.0
Ardenticatenaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Arenicellaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Arenimonas	62.0	67.0	59.0	287.0	58.0	45.0	124.0	147.0	184.0	101.0	122.0	132.0	79.0	114.0	43.0	68.0	0.0	0.0	0.0	58.0
Armatimonas	3.0	6.0	6.0	12.0	5.0	2.0	6.0	157.0	14.0	443.0	571.0	175.0	12.0	6.0	621.0	432.0	0.0	1.0	0.0	135.0
Arsenicitalea	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Arsenophonus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Arthrobacter	0.0	4.0	2.0	1.0	6.0	1.0	2.0	3.0	3.0	2.0	4.0	0.0	0.0	13.0	7.0	7.0	0.0	0.0	0.0	0.0
Arthrospira PCC-7345	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ascidiaceihabitans	1.0	0.0	2.0	4.0	6.0	0.0	5.0	3.0	0.0	1.0	6.0	9.0	13.0	8.0	4.0	6.0	0.0	0.0	0.0	0.0
Asticcacaulis	0.0	3.0	0.0	11.0	8.0	3.0	4.0	6.0	5.0	0.0	2.0	0.0	38.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0
Atlantibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aurantimicrobium	0.0	5.0	25.0	0.0	13.0	0.0	1.0	12.0	0.0	10.0	4.0	8.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	24.0
Aurantimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aureimonas	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	3.0	1.0	0.0	5.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0
Azoarcus	3.0	5.0	4.0	5.0	0.0	1.0	1.0	2.0	8.0	1.0	3.0	0.0	6.0	17.0	2.0	0.0	0.0	0.0	0.0	0.0
Azohydromonas	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
Azonexus	0.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	11.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0
Azorhizobium	0.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Azospira	3.0	2.0	5.0	11.0	1.0	2.0	5.0	2.0	7.0	2.0	2.0	3.0	19.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0
Azospirillaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Azospirillum	0.0	2.0	5.0	1.0	5.0	0.0	0.0	8.0	1.0	4.0	1.0	0.0	13.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Azotobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Azovibrio	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	5.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
B48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BD1-7 clade	7.0	7.0	5.0	4.0	5.0	3.0	18.0	14.0	4.0	5.0	2.0	2.0	126.0	7.0	4.0	0.0	0.0	0.0	0.0	194.0
BIyi10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BSV13	1.0	0.0	0.0	1.0	0.0	1.0	3.0	8.0	7.0	2.0	0.0	0.0	4.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0
Bacillus	30.0	19.0	35.0	60.0	22.0	32.0	34.0	78.0	48.0	87.0	48.0	47.0	37.0	172.0	20.0	34.0	5339.0	5046.0	5192.0	39.0
Bact-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteriovoracaceae (uncultured)	5.0	1.0	0.0	1.0	1.0	2.0	0.0	2.0	7.0	4.0	2.0	0.0	47.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteriovorax	20.0	2.0	0.0	5.0	0.0	33.0	16.0	2.0	53.0	2.0	2.0	0.0	289.0	8.0	2.0	0.0	0.0	0.0	0.0	0.0
Bacteroides	33.0	8.0	13.0	16.0	6.0	21.0	18.0	9.0	17.0	6.0	6.0	0.0	4.0	14.0	12.0	15.0	0.0	0.0	0.0	0.0
Barnesiella	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bartonella	0.0	0.0	0.0	4.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Bauldia	0.0	2.0	5.0	7.0	1.0	3.0	1.0	7.0	1.0	0.0	2.0	2.0	13.0	3.0	13.0	0.0	0.0	0.0	0.0	0.0
Bdellovibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Beggiatoa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beggiatoaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
