	1-April_genus.tsv	1-August_genus.tsv	1-June_genus.tsv	2-April_genus.tsv	2-August_genus.tsv	3-April_genus.tsv	4-April_genus.tsv	4-August_genus.tsv	5-April_genus.tsv	5-August_genus.tsv	6-August_genus.tsv	6-June_genus.tsv	7-April_genus.tsv	8-April_genus.tsv	9.1-August_genus.tsv	9.2-August_genus.tsv	Mock-April_genus.tsv	Mock-August_genus.tsv	Mock-June_genus.tsv	N-August_genus.tsv
Clade Ia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clavibacter	1.0	9.0	13.0	2.0	14.0	0.0	0.0	14.0	0.0	3.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	17.0
Cloacibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridiaceae&nbsp;1 (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridioides	0.0	2.0	6.0	0.0	5.0	0.0	0.0	3.0	0.0	4.0	4.0	4.0	0.0	3.0	2.0	6.0	0.0	0.0	0.0	46.0
Clostridium sensu stricto 1	14.0	15.0	16.0	10.0	55.0	25.0	16.0	79.0	20.0	47.0	59.0	28.0	14.0	56.0	33.0	63.0	0.0	0.0	0.0	35.0
Clostridium sensu stricto 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 12	0.0	1.0	0.0	0.0	4.0	0.0	0.0	3.0	0.0	1.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 13	2.0	0.0	0.0	0.0	2.0	0.0	1.0	4.0	4.0	3.0	1.0	3.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
Clostridium sensu stricto 5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 8	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 9	0.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	7.0	0.0	0.0	0.0	0.0
Cnuella	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Cohaesibacter	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Cohnella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Coleofasciculus PCC-7420	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Collimonas	17.0	6.0	15.0	22.0	3.0	11.0	15.0	15.0	27.0	17.0	30.0	20.0	9.0	9.0	9.0	32.0	0.0	0.0	0.0	3.0
Collinsella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Colwellia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Comamonas	1350.0	1297.0	1425.0	2019.0	1096.0	1047.0	1673.0	1727.0	1507.0	1989.0	2191.0	2512.0	573.0	986.0	503.0	855.0	3.0	2.0	2.0	703.0
Conexibacter	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Coprococcus 2	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Coprococcus 3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Coraliomargarita	2.0	0.0	0.0	9.0	0.0	4.0	8.0	6.0	11.0	11.0	4.0	0.0	7.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0
Corticibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Corynebacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Corynebacterium 1	0.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	5.0	6.0	5.0	0.0	0.0	0.0	0.0
Coxiella	1.0	1.0	5.0	1.0	2.0	1.0	2.0	5.0	2.0	7.0	4.0	0.0	24.0	8.0	5.0	7.0	0.0	0.0	0.0	0.0
Crassaminicella	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Crenothrix	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Crinalium SAG 22.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Crocinitomicaceae (uncultured)	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Crocinitomix	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Cronobacter	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	5.0	1.0	0.0
Cryobacterium	0.0	13.0	8.0	0.0	15.0	0.0	0.0	7.0	0.0	8.0	7.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	12.0
Cryocola	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cryomorphaceae (uncultured)	2.0	3.0	8.0	0.0	0.0	1.0	4.0	7.0	1.0	7.0	9.0	0.0	2.0	0.0	62.0	21.0	0.0	0.0	0.0	0.0
Cupriavidus	103.0	49.0	54.0	107.0	26.0	73.0	90.0	53.0	77.0	90.0	91.0	84.0	63.0	102.0	21.0	37.0	2.0	2.0	0.0	67.0
Curtobacterium	3.0	14.0	30.0	4.0	28.0	5.0	2.0	11.0	5.0	11.0	5.0	4.0	1.0	1.0	15.0	16.0	0.0	0.0	0.0	24.0
Curvibacter	61.0	79.0	97.0	87.0	43.0	51.0	74.0	88.0	91.0	127.0	133.0	166.0	18.0	50.0	29.0	44.0	0.0	0.0	0.0	53.0
Cutibacterium	0.0	1.0	3.0	0.0	3.0	0.0	1.0	0.0	0.0	5.0	0.0	0.0	0.0	12.0	5.0	0.0	0.0	0.0	0.0	0.0
Cyanobacterium PCC-10605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cyanobium PCC-6307	0.0	0.0	2.0	0.0	0.0	1.0	0.0	21.0	2.0	13.0	14.0	0.0	0.0	2.0	100.0	119.0	0.0	0.0	0.0	0.0
Cyclobacteriaceae (uncultured)	3.0	6.0	0.0	0.0	2.0	6.0	7.0	4.0	2.0	2.0	0.0	0.0	3.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0
Cyclobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cytophaga	20.0	5.0	6.0	6.0	1.0	13.0	10.0	7.0	17.0	3.0	3.0	0.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0
DBS1	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	7.0	0.0	3.0	4.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
DMER64	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
DSSD61	1.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DSSF69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dactylococcopsis PCC-8305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dechlorobacter	2.0	2.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	11.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
Dechloromonas	28.0	23.0	20.0	60.0	7.0	17.0	33.0	30.0	42.0	22.0	29.0	7.0	379.0	925.0	5.0	3.0	0.0	0.0	0.0	16.0
Dechlorosoma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Deefgea	8.0	6.0	6.0	12.0	7.0	10.0	24.0	25.0	7.0	9.0	7.0	3.0	90.0	0.0	2.0	0.0	0.0	0.0	0.0	74.0
Defluviicoccus	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Defluviimonas	4.0	6.0	23.0	16.0	38.0	3.0	12.0	31.0	1.0	12.0	14.0	35.0	34.0	20.0	27.0	19.0	0.0	0.0	0.0	1.0
Deinococcus	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
Delftia	411.0	568.0	673.0	654.0	409.0	451.0	676.0	701.0	530.0	902.0	861.0	1289.0	195.0	316.0	186.0	381.0	2.0	0.0	0.0	252.0
Demequina	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Denitratisoma	10.0	9.0	8.0	38.0	4.0	5.0	21.0	15.0	47.0	7.0	10.0	9.0	26.0	36.0	1.0	3.0	0.0	0.0	0.0	4.0
Denitromonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dermabacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Derxia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desemzia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfarculaceae (uncultured)	0.0	0.0	0.0	1.0	0.0	0.0	4.0	3.0	3.0	2.0	1.0	0.0	15.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0
Desulfatiglans	0.0	1.0	0.0	1.0	0.0	0.0	0.0	3.0	6.0	1.0	1.0	0.0	10.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfatirhabdium	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfobacca	0.0	0.0	0.0	5.0	0.0	0.0	1.0	2.0	2.0	1.0	3.0	3.0	19.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0
Desulfobacter	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfobacteraceae (uncultured)	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	14.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfobulbaceae (uncultured)	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	7.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfobulbus	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfocapsa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfofaba	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfomonile	0.0	1.0	0.0	2.0	0.0	0.0	1.0	6.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfonema	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulforhabdus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulforhopalus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfosporosinus	0.0	0.0	0.0	1.0	0.0	0.0	0.0	7.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfotomaculum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfovibrio	3.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	2.0	4.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfovirga	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfuromonas	0.0	0.0	0.0	4.0	0.0	0.0	1.0	1.0	3.0	1.0	0.0	0.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfuromusa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Devosia	19.0	15.0	34.0	90.0	64.0	19.0	43.0	65.0	32.0	29.0	50.0	19.0	232.0	59.0	33.0	23.0	0.0	0.0	0.0	0.0
Devosiaceae (uncultured)	0.0	1.0	0.0	1.0	1.0	0.0	0.0	5.0	0.0	1.0	1.0	0.0	4.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0
Dialister	3.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Diaminobutyricimonas	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Diaphorobacter	187.0	123.0	160.0	364.0	115.0	138.0	233.0	229.0	215.0	183.0	194.0	312.0	95.0	191.0	55.0	91.0	2.0	0.0	0.0	101.0
Dichotomicrobium	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Dickeya	1.0	7.0	0.0	1.0	1.0	0.0	2.0	10.0	0.0	0.0	1.0	0.0	1.0	0.0	3.0	0.0	0.0	3.0	9.0	33.0
Dinghuibacter	50.0	5.0	13.0	17.0	15.0	30.0	38.0	36.0	73.0	148.0	287.0	61.0	14.0	18.0	260.0	228.0	0.0	0.0	0.0	76.0
Dinoroseobacter	0.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Diplorickettsia	0.0	3.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	4.0	5.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0
Diplorickettsiaceae (uncultured)	23.0	14.0	6.0	34.0	5.0	13.0	20.0	20.0	14.0	12.0	12.0	3.0	86.0	35.0	19.0	4.0	0.0	0.0	0.0	4.0
Diplosphaera	2.0	3.0	0.0	7.0	2.0	5.0	2.0	9.0	8.0	8.0	5.0	1.0	10.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Dissulfurimicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dokdonella	0.0	0.0	0.0	26.0	0.0	1.0	4.0	0.0	6.0	1.0	0.0	0.0	5.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0
Domibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Donghicola	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	2.0	3.0	0.0	2.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0
Dongia	0.0	2.0	1.0	6.0	3.0	0.0	1.0	1.0	4.0	0.0	0.0	0.0	14.0	8.0	2.0	0.0	0.0	0.0	0.0	0.0
Dorea	6.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
Duganella	55.0	20.0	26.0	38.0	11.0	38.0	22.0	34.0	49.0	30.0	29.0	16.0	20.0	36.0	14.0	7.0	0.0	0.0	0.0	12.0
Dyadobacter	9.0	5.0	6.0	1.0	4.0	18.0	5.0	2.0	5.0	5.0	1.0	0.0	0.0	6.0	7.0	0.0	0.0	0.0	0.0	4.0
Dyella	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Dysgonomonadaceae (uncultured)	0.0	2.0	0.0	0.0	2.0	0.0	4.0	0.0	5.0	1.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Dysgonomonas	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ectothiorhodospiraceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Edwardsiella	4.0	3.0	0.0	1.0	0.0	0.0	2.0	3.0	0.0	2.0	4.0	0.0	3.0	0.0	0.0	0.0	11.0	4.0	6.0	13.0
Eggerthella	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eggerthellaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ekhidna	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ellin6055	1.0	1.0	0.0	8.0	0.0	2.0	2.0	3.0	1.0	5.0	5.0	1.0	18.0	2.0	6.0	6.0	0.0	0.0	0.0	0.0
Ellin6067	1.0	19.0	16.0	73.0	16.0	5.0	22.0	32.0	62.0	32.0	23.0	17.0	14.0	44.0	7.0	6.0	0.0	1.0	0.0	0.0
Elstera	0.0	1.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Elsteraceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Emticicia	3.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	7.0	1.0	2.0	0.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Endozoicomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Enhydrobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ensifer	4.0	1.0	0.0	22.0	6.0	6.0	3.0	10.0	3.0	3.0	5.0	2.0	29.0	14.0	2.0	0.0	0.0	0.0	0.0	0.0
Enterobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0
Enterobacter	25.0	19.0	8.0	15.0	1.0	5.0	13.0	18.0	8.0	1.0	3.0	10.0	22.0	22.0	0.0	7.0	592.0	553.0	642.0	32.0
Enterobacteriaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Enterococcus	1.0	3.0	3.0	0.0	3.0	2.0	0.0	8.0	2.0	3.0	3.0	6.0	1.0	12.0	2.0	11.0	911.0	654.0	904.0	0.0
Enterorhabdus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eoetvoesia	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Epulopiscium	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Erwinia	1.0	1.0	6.0	1.0	0.0	2.0	5.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	8.0	5.0	10.0	0.0
Erysipelotrichaceae UCG-003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Erythrobacter	6.0	10.0	11.0	15.0	29.0	13.0	12.0	6.0	22.0	7.0	10.0	31.0	92.0	15.0	30.0	37.0	0.0	0.0	0.0	10.0
Escherichia-Shigella	251.0	135.0	186.0	210.0	49.0	91.0	153.0	161.0	123.0	54.0	54.0	84.0	296.0	201.0	54.0	59.0	16903.0	17569.0	16180.0	347.0
Ethanoligenens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0
Eubacteriaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
Eubacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Exiguobacterium	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
Extensimonas	5.0	3.0	0.0	3.0	4.0	8.0	4.0	7.0	4.0	2.0	5.0	9.0	3.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0
Faecalibacterium	60.0	4.0	13.0	152.0	7.0	42.0	49.0	9.0	30.0	13.0	12.0	0.0	93.0	45.0	9.0	3.0	0.0	0.0	0.0	122.0
Falsirhodobacter	1.0	10.0	18.0	16.0	56.0	5.0	11.0	41.0	2.0	23.0	27.0	44.0	25.0	9.0	57.0	69.0	0.0	0.0	0.0	5.0
Falsochrobactrum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Family XIII AD3011 group	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Family&nbsp;XVIII (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fastidiosipila	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ferribacterium	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	27.0	97.0	0.0	0.0	0.0	0.0	0.0	6.0
Ferritrophicum	5.0	5.0	1.0	11.0	2.0	2.0	1.0	5.0	8.0	2.0	2.0	1.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Ferrovibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
