"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_august_BC01.cladeReads"	"kraken2_classification_august_BC02.cladeReads"	"kraken2_classification_august_BC03.cladeReads"	"kraken2_classification_august_BC04.cladeReads"	"kraken2_classification_august_BC05.cladeReads"	"kraken2_classification_august_BC06.cladeReads"	"kraken2_classification_august_BC07.cladeReads"	"kraken2_classification_august_BC08.cladeReads"	"kraken2_classification_august_BC09.cladeReads"	"kraken2_classification_august_BC10.cladeReads"	"kraken2_classification_august_BC11.cladeReads"	"kraken2_classification_august_BC12.cladeReads"	"Max.1"	"kraken2_classification_august_BC01.cladeReads.."	"kraken2_classification_august_BC02.cladeReads.."	"kraken2_classification_august_BC03.cladeReads.."	"kraken2_classification_august_BC04.cladeReads.."	"kraken2_classification_august_BC05.cladeReads.."	"kraken2_classification_august_BC06.cladeReads.."	"kraken2_classification_august_BC07.cladeReads.."	"kraken2_classification_august_BC08.cladeReads.."	"kraken2_classification_august_BC09.cladeReads.."	"kraken2_classification_august_BC10.cladeReads.."	"kraken2_classification_august_BC11.cladeReads.."	"kraken2_classification_august_BC12.cladeReads.."	"lineage"
"Nocardioides"	"G"	1839	19	9	1	NA	NA	11	9	15	NA	NA	11	19	NA	0.008404	0.002969	0.00225	NA	NA	0.001275	0.001038	0.002088	NA	NA	0.008404	0.002239	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae"
"Nocardioides sp. CF8"	"S"	110319	7	5	NA	NA	NA	7	6	1	NA	NA	3	4	NA	0.002292	0.00165	NA	NA	NA	0.0008116	0.0006921	0.0001392	NA	NA	0.002292	0.0004714	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Nocardioides"
"Nocardioides dokdonensis"	"S"	450734	4	2	NA	NA	NA	1	1	4	NA	NA	1	4	NA	0.000764	0.0006598	NA	NA	NA	0.0001159	0.0001153	0.0005567	NA	NA	0.000764	0.0004714	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Nocardioides"
"Nocardioides dokdonensis FR1436"	"-"	1300347	4	2	NA	NA	NA	1	1	4	NA	NA	1	4	NA	0.000764	0.0006598	NA	NA	NA	0.0001159	0.0001153	0.0005567	NA	NA	0.000764	0.0004714	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Nocardioides>Nocardioides&nbsp;dokdonensis"
"Nocardioides sp. JS614"	"S"	196162	11	1	1	NA	NA	3	2	5	NA	NA	6	11	NA	0.004584	0.0003299	0.00225	NA	NA	0.0003478	0.0002307	0.0006958	NA	NA	0.004584	0.001296	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Nocardioides"
"Marmoricola"	"G"	86795	32	9	2	NA	NA	8	5	32	NA	NA	5	4	NA	0.0045	0.002969	0.0045	NA	NA	0.0009275	0.0005767	0.004453	NA	NA	0.00382	0.0004714	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae"
"Marmoricola scoriae"	"S"	642780	32	9	2	NA	NA	8	5	32	NA	NA	5	4	NA	0.0045	0.002969	0.0045	NA	NA	0.0009275	0.0005767	0.004453	NA	NA	0.00382	0.0004714	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Marmoricola"
"Friedmanniella"	"G"	53387	6	3	4	NA	NA	3	4	6	NA	NA	1	6	NA	0.009001	0.0009897	0.009001	NA	NA	0.0003478	0.0004614	0.000835	NA	NA	0.000764	0.0007071	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae"
"Friedmanniella luteola"	"S"	546871	2	1	2	NA	NA	1	2	NA	NA	NA	1	1	NA	0.0045	0.0003299	0.0045	NA	NA	0.0001159	0.0002307	NA	NA	NA	0.000764	0.0001179	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Friedmanniella"
"Propionibacteriaceae"	"F"	31957	115	101	16	NA	NA	78	89	115	1	NA	16	71	13	0.036	0.03332	0.036	NA	NA	0.009043	0.01027	0.016	5.981e-05	NA	0.01222	0.008368	0.02974	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales"
"Microlunatus"	"G"	29404	27	27	5	NA	NA	8	3	7	NA	NA	NA	16	1	0.01125	0.008908	0.01125	NA	NA	0.0009275	0.000346	0.0009742	NA	NA	NA	0.001886	0.002288	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Microlunatus phosphovorus"	"S"	29405	21	21	5	NA	NA	6	1	6	NA	NA	NA	14	1	0.01125	0.006928	0.01125	NA	NA	0.0006956	0.0001153	0.000835	NA	NA	NA	0.00165	0.002288	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Microlunatus"
"Microlunatus phosphovorus NM-1"	"-"	1032480	21	21	5	NA	NA	6	1	6	NA	NA	NA	14	1	0.01125	0.006928	0.01125	NA	NA	0.0006956	0.0001153	0.000835	NA	NA	NA	0.00165	0.002288	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Microlunatus>Microlunatus&nbsp;phosphovorus"
"Microlunatus soli"	"S"	630515	6	6	NA	NA	NA	2	2	1	NA	NA	NA	2	NA	0.001979	0.001979	NA	NA	NA	0.0002319	0.0002307	0.0001392	NA	NA	NA	0.0002357	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Microlunatus"
"Tessaracoccus"	"G"	72763	39	22	5	NA	NA	24	38	39	NA	NA	10	26	NA	0.01125	0.007258	0.01125	NA	NA	0.002782	0.004383	0.005428	NA	NA	0.00764	0.003064	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Tessaracoccus sp. T2.5-30"	"S"	1909732	9	9	2	NA	NA	NA	1	3	NA	NA	3	4	NA	0.0045	0.002969	0.0045	NA	NA	NA	0.0001153	0.0004175	NA	NA	0.002292	0.0004714	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Tessaracoccus"
"Tessaracoccus sp. Marseille-P5995"	"S"	2161816	12	9	1	NA	NA	2	6	12	NA	NA	2	5	NA	0.002969	0.002969	0.00225	NA	NA	0.0002319	0.0006921	0.00167	NA	NA	0.001528	0.0005893	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Tessaracoccus"
"Tessaracoccus aquimaris"	"S"	1332264	12	2	NA	NA	NA	3	2	12	NA	NA	2	3	NA	0.00167	0.0006598	NA	NA	NA	0.0003478	0.0002307	0.00167	NA	NA	0.001528	0.0003536	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Tessaracoccus"
"Tessaracoccus flavescens"	"S"	399497	2	1	NA	NA	NA	2	2	NA	NA	NA	NA	2	NA	0.0003299	0.0003299	NA	NA	NA	0.0002319	0.0002307	NA	NA	NA	NA	0.0002357	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Tessaracoccus"
"Cutibacterium"	"G"	1912216	11	11	1	NA	NA	8	2	4	NA	NA	1	2	NA	0.003629	0.003629	0.00225	NA	NA	0.0009275	0.0002307	0.0005567	NA	NA	0.000764	0.0002357	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Cutibacterium acnes"	"S"	1747	11	11	1	NA	NA	2	1	4	NA	NA	NA	NA	NA	0.003629	0.003629	0.00225	NA	NA	0.0002319	0.0001153	0.0005567	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Cutibacterium"
"Acidipropionibacterium"	"G"	1912215	20	6	NA	NA	NA	11	13	20	1	NA	1	1	1	0.002783	0.001979	NA	NA	NA	0.001275	0.0015	0.002783	5.981e-05	NA	0.000764	0.0001179	0.002288	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Acidipropionibacterium virtanenii"	"S"	2057246	17	6	NA	NA	NA	10	12	17	1	NA	NA	1	1	0.002366	0.001979	NA	NA	NA	0.001159	0.001384	0.002366	5.981e-05	NA	NA	0.0001179	0.002288	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Acidipropionibacterium"
"Auraticoccus"	"G"	1278221	5	5	NA	NA	NA	1	1	3	NA	NA	NA	1	NA	0.00165	0.00165	NA	NA	NA	0.0001159	0.0001153	0.0004175	NA	NA	NA	0.0001179	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Auraticoccus monumenti"	"S"	675864	5	5	NA	NA	NA	1	1	3	NA	NA	NA	1	NA	0.00165	0.00165	NA	NA	NA	0.0001159	0.0001153	0.0004175	NA	NA	NA	0.0001179	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Auraticoccus"
"Pseudopropionibacterium"	"G"	1912217	7	5	NA	NA	NA	2	1	7	NA	NA	NA	6	NA	0.00165	0.00165	NA	NA	NA	0.0002319	0.0001153	0.0009742	NA	NA	NA	0.0007071	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Pseudopropionibacterium propionicum"	"S"	1750	7	5	NA	NA	NA	2	1	7	NA	NA	NA	6	NA	0.00165	0.00165	NA	NA	NA	0.0002319	0.0001153	0.0009742	NA	NA	NA	0.0007071	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Pseudopropionibacterium"
"Pseudopropionibacterium propionicum F0230a"	"-"	767029	7	5	NA	NA	NA	2	1	7	NA	NA	NA	6	NA	0.00165	0.00165	NA	NA	NA	0.0002319	0.0001153	0.0009742	NA	NA	NA	0.0007071	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Pseudopropionibacterium>Pseudopropionibacterium&nbsp;propionicum"
"Propionimicrobium"	"G"	203133	15	3	1	NA	NA	6	12	15	NA	NA	2	7	11	0.02517	0.0009897	0.00225	NA	NA	0.0006956	0.001384	0.002088	NA	NA	0.001528	0.000825	0.02517	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Propionimicrobium sp. Marseille-P3275"	"S"	1871034	15	3	1	NA	NA	6	12	15	NA	NA	2	7	11	0.02517	0.0009897	0.00225	NA	NA	0.0006956	0.001384	0.002088	NA	NA	0.001528	0.000825	0.02517	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Propionimicrobium"
"Propionibacterium"	"G"	1743	5	2	NA	NA	NA	NA	2	5	NA	NA	1	2	NA	0.000764	0.0006598	NA	NA	NA	NA	0.0002307	0.0006958	NA	NA	0.000764	0.0002357	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Propionibacterium freudenreichii"	"S"	1744	3	2	NA	NA	NA	NA	2	3	NA	NA	1	2	NA	0.000764	0.0006598	NA	NA	NA	NA	0.0002307	0.0004175	NA	NA	0.000764	0.0002357	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Propionibacterium"
"Bifidobacteriales"	"O"	85004	337	337	36	NA	NA	212	195	220	12	NA	53	133	4	0.1112	0.1112	0.08101	NA	NA	0.02458	0.02249	0.03062	0.0007177	NA	0.04049	0.01567	0.009151	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Bifidobacteriaceae"	"F"	31953	337	337	36	NA	NA	212	195	220	12	NA	53	133	4	0.1112	0.1112	0.08101	NA	NA	0.02458	0.02249	0.03062	0.0007177	NA	0.04049	0.01567	0.009151	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales"
"Bifidobacterium"	"G"	1678	296	296	34	NA	NA	182	176	174	12	NA	45	119	4	0.09765	0.09765	0.07651	NA	NA	0.0211	0.0203	0.02422	0.0007177	NA	0.03438	0.01402	0.009151	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae"
"Bifidobacterium kashiwanohense"	"S"	630129	113	113	7	NA	NA	23	29	29	1	NA	6	26	NA	0.03728	0.03728	0.01575	NA	NA	0.002667	0.003345	0.004036	5.981e-05	NA	0.004584	0.003064	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium"
"Bifidobacterium kashiwanohense PV20-2"	"-"	1447716	113	113	7	NA	NA	23	29	29	1	NA	6	26	NA	0.03728	0.03728	0.01575	NA	NA	0.002667	0.003345	0.004036	5.981e-05	NA	0.004584	0.003064	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium>Bifidobacterium&nbsp;kashiwanohense"
"Bifidobacterium animalis"	"S"	28025	97	97	13	NA	NA	88	96	86	10	NA	19	56	3	0.032	0.032	0.02925	NA	NA	0.0102	0.01107	0.01197	0.0005981	NA	0.01452	0.0066	0.006864	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium"
"Bifidobacterium animalis subsp. lactis"	"-"	302911	97	97	13	NA	NA	88	96	86	10	NA	19	56	3	0.032	0.032	0.02925	NA	NA	0.0102	0.01107	0.01197	0.0005981	NA	0.01452	0.0066	0.006864	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium>Bifidobacterium&nbsp;animalis"
"Bifidobacterium animalis subsp. lactis KLDS2.0603"	"-"	1316911	91	91	11	NA	NA	72	89	83	10	NA	18	53	3	0.03002	0.03002	0.02475	NA	NA	0.008347	0.01027	0.01155	0.0005981	NA	0.01375	0.006246	0.006864	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium>Bifidobacterium&nbsp;animalis>Bifidobacterium&nbsp;animalis&nbsp;subsp.&nbsp;lactis"
"Bifidobacterium animalis subsp. lactis AD011"	"-"	442563	16	6	2	NA	NA	16	7	3	NA	NA	1	3	NA	0.0045	0.001979	0.0045	NA	NA	0.001855	0.0008074	0.0004175	NA	NA	0.000764	0.0003536	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium>Bifidobacterium&nbsp;animalis>Bifidobacterium&nbsp;animalis&nbsp;subsp.&nbsp;lactis"
"Bifidobacterium longum"	"S"	216816	63	63	12	NA	NA	51	31	39	1	NA	13	27	1	0.027	0.02078	0.027	NA	NA	0.005913	0.003576	0.005428	5.981e-05	NA	0.009932	0.003182	0.002288	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium"
"Bifidobacterium longum subsp. longum"	"-"	1679	8	5	1	NA	NA	5	6	8	1	NA	1	4	NA	0.00225	0.00165	0.00225	NA	NA	0.0005797	0.0006921	0.001113	5.981e-05	NA	0.000764	0.0004714	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium>Bifidobacterium&nbsp;longum"
"Bifidobacterium longum DJO10A"	"-"	205913	3	3	NA	NA	NA	3	1	NA	NA	NA	1	1	NA	0.0009897	0.0009897	NA	NA	NA	0.0003478	0.0001153	NA	NA	NA	0.000764	0.0001179	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium>Bifidobacterium&nbsp;longum"
"Bifidobacterium adolescentis"	"S"	1680	14	11	1	NA	NA	14	7	9	NA	NA	4	4	NA	0.003629	0.003629	0.00225	NA	NA	0.001623	0.0008074	0.001253	NA	NA	0.003056	0.0004714	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium"
"Bifidobacterium adolescentis ATCC 15703"	"-"	367928	14	11	1	NA	NA	14	7	9	NA	NA	3	4	NA	0.003629	0.003629	0.00225	NA	NA	0.001623	0.0008074	0.001253	NA	NA	0.002292	0.0004714	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium>Bifidobacterium&nbsp;adolescentis"
"Streptosporangiales"	"O"	85012	296	296	45	NA	NA	134	135	158	4	1	50	93	7	0.4184	0.09765	0.1013	NA	NA	0.01554	0.01557	0.02199	0.0002392	0.4184	0.0382	0.01096	0.01602	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Nocardiopsaceae"	"F"	83676	220	220	39	NA	NA	118	128	157	4	1	48	87	6	0.4184	0.07258	0.08776	NA	NA	0.01368	0.01476	0.02185	0.0002392	0.4184	0.03667	0.01025	0.01373	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales"
"Nocardiopsis"	"G"	2013	220	220	39	NA	NA	116	125	146	4	1	47	86	6	0.4184	0.07258	0.08776	NA	NA	0.01345	0.01442	0.02032	0.0002392	0.4184	0.03591	0.01014	0.01373	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Nocardiopsaceae"
"Nocardiopsis gilva"	"S"	280236	199	199	37	NA	NA	81	79	112	4	1	41	59	6	0.4184	0.06565	0.08326	NA	NA	0.009391	0.009112	0.01559	0.0002392	0.4184	0.03132	0.006953	0.01373	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Nocardiopsaceae>Nocardiopsis"
"Nocardiopsis gilva YIM 90087"	"-"	1235441	199	199	37	NA	NA	81	79	112	4	1	41	59	6	0.4184	0.06565	0.08326	NA	NA	0.009391	0.009112	0.01559	0.0002392	0.4184	0.03132	0.006953	0.01373	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Nocardiopsaceae>Nocardiopsis>Nocardiopsis&nbsp;gilva"
"Nocardiopsis dassonvillei"	"S"	2014	46	21	2	NA	NA	35	46	33	NA	NA	4	26	NA	0.006928	0.006928	0.0045	NA	NA	0.004058	0.005306	0.004593	NA	NA	0.003056	0.003064	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Nocardiopsaceae>Nocardiopsis"
"Nocardiopsis dassonvillei subsp. dassonvillei"	"-"	568208	46	21	2	NA	NA	35	46	33	NA	NA	4	26	NA	0.006928	0.006928	0.0045	NA	NA	0.004058	0.005306	0.004593	NA	NA	0.003056	0.003064	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Nocardiopsaceae>Nocardiopsis>Nocardiopsis&nbsp;dassonvillei"
"Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111"	"-"	446468	46	21	2	NA	NA	35	46	33	NA	NA	4	26	NA	0.006928	0.006928	0.0045	NA	NA	0.004058	0.005306	0.004593	NA	NA	0.003056	0.003064	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Nocardiopsaceae>Nocardiopsis>Nocardiopsis&nbsp;dassonvillei>Nocardiopsis&nbsp;dassonvillei&nbsp;subsp.&nbsp;dassonvillei"
"Thermomonosporaceae"	"F"	2012	73	73	6	NA	NA	15	5	NA	NA	NA	2	3	NA	0.02408	0.02408	0.0135	NA	NA	0.001739	0.0005767	NA	NA	NA	0.001528	0.0003536	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales"
"Thermomonospora"	"G"	2019	72	72	6	NA	NA	14	5	NA	NA	NA	2	2	NA	0.02375	0.02375	0.0135	NA	NA	0.001623	0.0005767	NA	NA	NA	0.001528	0.0002357	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Thermomonosporaceae"
"Thermomonospora curvata"	"S"	2020	72	72	6	NA	NA	14	5	NA	NA	NA	2	2	NA	0.02375	0.02375	0.0135	NA	NA	0.001623	0.0005767	NA	NA	NA	0.001528	0.0002357	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Thermomonosporaceae>Thermomonospora"
"Thermomonospora curvata DSM 43183"	"-"	471852	72	72	6	NA	NA	14	5	NA	NA	NA	2	2	NA	0.02375	0.02375	0.0135	NA	NA	0.001623	0.0005767	NA	NA	NA	0.001528	0.0002357	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Thermomonosporaceae>Thermomonospora>Thermomonospora&nbsp;curvata"
"Streptosporangiaceae"	"F"	2004	2	1	NA	NA	NA	NA	1	NA	NA	NA	NA	2	1	0.002288	0.0003299	NA	NA	NA	NA	0.0001153	NA	NA	NA	NA	0.0002357	0.002288	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales"
"Streptosporangium"	"G"	2000	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003299	0.0003299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Streptosporangiaceae"
"Streptosporangium sp. 'caverna'"	"S"	2202249	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003299	0.0003299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Streptosporangiaceae>Streptosporangium"
"Actinomycetales"	"O"	2037	260	260	40	NA	NA	127	114	146	1	NA	50	98	NA	0.09001	0.08578	0.09001	NA	NA	0.01472	0.01315	0.02032	5.981e-05	NA	0.0382	0.01155	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Actinomycetaceae"	"F"	2049	260	260	40	NA	NA	127	114	146	1	NA	50	98	NA	0.09001	0.08578	0.09001	NA	NA	0.01472	0.01315	0.02032	5.981e-05	NA	0.0382	0.01155	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales"
"Actinotignum"	"G"	1653174	141	141	21	NA	NA	64	55	74	1	NA	25	38	NA	0.04725	0.04652	0.04725	NA	NA	0.00742	0.006344	0.0103	5.981e-05	NA	0.0191	0.004478	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae"
"Actinotignum sp. 313"	"S"	2171980	134	134	21	NA	NA	61	51	68	1	NA	21	33	NA	0.04725	0.04421	0.04725	NA	NA	0.007072	0.005883	0.009463	5.981e-05	NA	0.01604	0.003889	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Actinotignum"
"Actinotignum schaalii"	"S"	59505	7	7	NA	NA	NA	3	4	6	NA	NA	4	5	NA	0.003056	0.002309	NA	NA	NA	0.0003478	0.0004614	0.000835	NA	NA	0.003056	0.0005893	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Actinotignum"
"Mobiluncus"	"G"	2050	49	49	9	NA	NA	23	22	25	NA	NA	9	20	NA	0.02025	0.01617	0.02025	NA	NA	0.002667	0.002538	0.003479	NA	NA	0.006876	0.002357	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae"
"Mobiluncus curtisii"	"S"	2051	49	49	9	NA	NA	23	22	25	NA	NA	9	20	NA	0.02025	0.01617	0.02025	NA	NA	0.002667	0.002538	0.003479	NA	NA	0.006876	0.002357	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Mobiluncus"
"Mobiluncus curtisii ATCC 43063"	"-"	548479	49	49	9	NA	NA	23	22	25	NA	NA	9	20	NA	0.02025	0.01617	0.02025	NA	NA	0.002667	0.002538	0.003479	NA	NA	0.006876	0.002357	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Mobiluncus>Mobiluncus&nbsp;curtisii"
