"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_loman_loman.kreport.cladeReads"	"Max.1"	"centrifuge_classification_loman_loman.kreport.cladeReads.."	"lineage"
"Methylomicrobium"	"G"	39773	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylococcaceae"
"Methylomicrobium sp. wino1"	"S"	2049332	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylococcaceae>Methylomicrobium"
"Methylocaldum"	"G"	73778	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylococcaceae"
"Methylocaldum marinum"	"S"	1432792	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylococcaceae>Methylocaldum"
"Nevskiales"	"O"	1775403	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Sinobacteraceae"	"F"	568386	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Nevskiales"
"Steroidobacter"	"G"	469322	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Nevskiales>Sinobacteraceae"
"Steroidobacter denitrificans"	"S"	465721	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Nevskiales>Sinobacteraceae>Steroidobacter"
"Solimonas"	"G"	413435	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Nevskiales>Sinobacteraceae"
"Solimonas sp. K1W22B-7"	"S"	2303331	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Nevskiales>Sinobacteraceae>Solimonas"
"Immundisolibacterales"	"O"	1934945	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Immundisolibacteraceae"	"F"	1934946	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Immundisolibacterales"
"Immundisolibacter"	"G"	1934947	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Immundisolibacterales>Immundisolibacteraceae"
"Immundisolibacter cernigliae"	"S"	1810504	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Immundisolibacterales>Immundisolibacteraceae>Immundisolibacter"
"Cardiobacteriales"	"O"	135615	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Cardiobacteriaceae"	"F"	868	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cardiobacteriales"
"Dichelobacter"	"G"	869	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cardiobacteriales>Cardiobacteriaceae"
"Dichelobacter nodosus"	"S"	870	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cardiobacteriales>Cardiobacteriaceae>Dichelobacter"
"Dichelobacter nodosus VCS1703A"	"-"	246195	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cardiobacteriales>Cardiobacteriaceae>Dichelobacter>Dichelobacter&nbsp;nodosus"
"Cardiobacterium"	"G"	2717	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cardiobacteriales>Cardiobacteriaceae"
"Cardiobacterium hominis"	"S"	2718	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cardiobacteriales>Cardiobacteriaceae>Cardiobacterium"
"Orbales"	"O"	1240482	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Orbaceae"	"F"	1240483	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Orbales"
"Gilliamella"	"G"	1193503	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Orbales>Orbaceae"
"Gilliamella apicola"	"S"	1196095	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Orbales>Orbaceae>Gilliamella"
"Salinisphaerales"	"O"	742030	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Salinisphaeraceae"	"F"	742031	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Salinisphaerales"
"Salinisphaera"	"G"	180541	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Salinisphaerales>Salinisphaeraceae"
"Salinisphaera sp. LB1"	"S"	2183911	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Salinisphaerales>Salinisphaeraceae>Salinisphaera"
"Acidiferrobacterales"	"O"	1692040	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Acidiferrobacteraceae"	"F"	1692041	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Acidiferrobacterales"
"Acidiferrobacter"	"G"	986106	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Acidiferrobacterales>Acidiferrobacteraceae"
"Acidiferrobacter sp. SPIII_3"	"S"	1281578	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Acidiferrobacterales>Acidiferrobacteraceae>Acidiferrobacter"
"Alphaproteobacteria"	"C"	28211	386	386	0.305	0.305	"cellular&nbsp;organisms>Bacteria>Proteobacteria"
"Rhizobiales"	"O"	356	175	175	0.1383	0.1383	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Rhizobiaceae"	"F"	82115	54	54	0.04267	0.04267	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Rhizobium/Agrobacterium group"	"-"	227290	36	36	0.02844	0.02844	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Rhizobium"	"G"	379	25	25	0.01975	0.01975	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group"
"Rhizobium leguminosarum"	"S"	384	5	5	0.003951	0.003951	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Rhizobium"
"Rhizobium leguminosarum bv. viciae"	"-"	387	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Rhizobium>Rhizobium&nbsp;leguminosarum"
"Rhizobium phaseoli"	"S"	396	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Rhizobium"
"Rhizobium phaseoli Brasil 5"	"-"	526949	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Rhizobium>Rhizobium&nbsp;phaseoli"
"Rhizobium sp. NXC24"	"S"	2048897	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Rhizobium"
"Rhizobium tropici"	"S"	398	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Rhizobium"
"Rhizobium tropici CIAT 899"	"-"	698761	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Rhizobium>Rhizobium&nbsp;tropici"
"Rhizobium etli"	"S"	29449	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Rhizobium"
"Rhizobium etli bv. phaseoli"	"-"	147700	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Rhizobium>Rhizobium&nbsp;etli"
"Rhizobium etli bv. phaseoli str. IE4803"	"-"	1432049	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Rhizobium>Rhizobium&nbsp;etli>Rhizobium&nbsp;etli&nbsp;bv.&nbsp;phaseoli"
"Rhizobium etli bv. mimosae"	"-"	323733	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Rhizobium>Rhizobium&nbsp;etli"
"Rhizobium etli bv. mimosae str. Mim1"	"-"	1328306	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Rhizobium>Rhizobium&nbsp;etli>Rhizobium&nbsp;etli&nbsp;bv.&nbsp;mimosae"
"Rhizobium gallicum"	"S"	56730	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Rhizobium"
"Rhizobium sp. NT-26"	"S"	1125847	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Rhizobium"
"Rhizobium jaguaris"	"S"	1312183	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Rhizobium"
"Rhizobium sp. CIAT894"	"S"	2020312	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Rhizobium"
"Rhizobium sp. 11515TR"	"S"	2028343	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Rhizobium"
"Rhizobium sp. CCGE532"	"S"	2364272	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Rhizobium"
"Agrobacterium"	"G"	357	6	6	0.004741	0.004741	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group"
"Agrobacterium tumefaciens complex"	"S"	1183400	4	4	0.00316	0.00316	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Agrobacterium"
"Agrobacterium tumefaciens"	"S"	358	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Agrobacterium>Agrobacterium&nbsp;tumefaciens&nbsp;complex"
"Agrobacterium fabrum"	"S"	1176649	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Agrobacterium>Agrobacterium&nbsp;tumefaciens&nbsp;complex"
"Neorhizobium"	"G"	1525371	4	4	0.00316	0.00316	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group"
"Neorhizobium sp. NCHU2750"	"S"	1825976	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Neorhizobium"
"Neorhizobium galegae"	"S"	399	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Neorhizobium"
"Neorhizobium galegae bv. officinalis"	"-"	323656	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Neorhizobium>Neorhizobium&nbsp;galegae"
"Neorhizobium galegae bv. officinalis bv. officinalis str. HAMBI 1141"	"-"	1028801	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Neorhizobium>Neorhizobium&nbsp;galegae>Neorhizobium&nbsp;galegae&nbsp;bv.&nbsp;officinalis"
"Sinorhizobium/Ensifer group"	"-"	227292	16	16	0.01264	0.01264	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Sinorhizobium"	"G"	28105	14	14	0.01106	0.01106	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group"
"Sinorhizobium meliloti"	"S"	382	6	6	0.004741	0.004741	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Sinorhizobium"
"Sinorhizobium fredii group"	"S"	663276	4	4	0.00316	0.00316	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Sinorhizobium"
"Sinorhizobium fredii"	"S"	380	4	4	0.00316	0.00316	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Sinorhizobium>Sinorhizobium&nbsp;fredii&nbsp;group"
"Sinorhizobium fredii CCBAU 45436"	"-"	1128331	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Sinorhizobium>Sinorhizobium&nbsp;fredii&nbsp;group>Sinorhizobium&nbsp;fredii"
"Sinorhizobium fredii NGR234"	"-"	394	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Sinorhizobium>Sinorhizobium&nbsp;fredii&nbsp;group>Sinorhizobium&nbsp;fredii"
"Sinorhizobium fredii CCBAU 83666"	"-"	1128334	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Sinorhizobium>Sinorhizobium&nbsp;fredii&nbsp;group>Sinorhizobium&nbsp;fredii"
"Sinorhizobium americanum"	"S"	194963	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Sinorhizobium"
"Sinorhizobium americanum CCGM7"	"-"	1408224	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Sinorhizobium>Sinorhizobium&nbsp;americanum"
"Sinorhizobium sp. RAC02"	"S"	1842534	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Sinorhizobium"
"Ensifer"	"G"	106591	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group"
"Ensifer adhaerens"	"S"	106592	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Ensifer"
"Ensifer sojae"	"S"	716925	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Ensifer"
"Ensifer sojae CCBAU 05684"	"-"	716928	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Ensifer>Ensifer&nbsp;sojae"
"Liberibacter"	"G"	34019	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Candidatus Liberibacter americanus"	"S"	309868	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Liberibacter"
"Candidatus Liberibacter americanus str. Sao Paulo"	"-"	1261131	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Liberibacter>Candidatus&nbsp;Liberibacter&nbsp;americanus"
"Shinella"	"G"	323620	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Shinella sp. HZN7"	"S"	879274	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Shinella"
"Bradyrhizobiaceae"	"F"	41294	39	39	0.03081	0.03081	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Bradyrhizobium"	"G"	374	25	25	0.01975	0.01975	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae"
"Bradyrhizobium diazoefficiens"	"S"	1355477	4	4	0.00316	0.00316	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Bradyrhizobium"
"Bradyrhizobium guangxiense"	"S"	1325115	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Bradyrhizobium"
"Bradyrhizobium oligotrophicum"	"S"	44255	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Bradyrhizobium"
"Bradyrhizobium oligotrophicum S58"	"-"	1245469	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Bradyrhizobium>Bradyrhizobium&nbsp;oligotrophicum"
"Bradyrhizobium sp. BTAi1"	"S"	288000	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Bradyrhizobium"
"Bradyrhizobium sp. S23321"	"S"	335659	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Bradyrhizobium"
"Bradyrhizobium ottawaense"	"S"	931866	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Bradyrhizobium"
"Bradyrhizobium japonicum"	"S"	375	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Bradyrhizobium"
"Bradyrhizobium sp. ORS 278"	"S"	114615	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Bradyrhizobium"
"Bradyrhizobium sp. CCGE-LA001"	"S"	1223566	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Bradyrhizobium"
"Bradyrhizobium icense"	"S"	1274631	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Bradyrhizobium"
"Bradyrhizobium guangdongense"	"S"	1325090	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Bradyrhizobium"
"Bradyrhizobium sp. 3 85S1MB"	"S"	1404367	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Bradyrhizobium"
"Bradyrhizobium sp. SK17"	"S"	2057741	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Bradyrhizobium"
"Rhodopseudomonas"	"G"	1073	8	8	0.006321	0.006321	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae"
"Rhodopseudomonas palustris"	"S"	1076	8	8	0.006321	0.006321	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Rhodopseudomonas"
"Rhodopseudomonas palustris BisB5"	"-"	316057	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Rhodopseudomonas>Rhodopseudomonas&nbsp;palustris"
"Rhodopseudomonas palustris CGA009"	"-"	258594	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Rhodopseudomonas>Rhodopseudomonas&nbsp;palustris"
"Rhodopseudomonas palustris BisB18"	"-"	316056	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Rhodopseudomonas>Rhodopseudomonas&nbsp;palustris"
"Nitrobacter"	"G"	911	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae"
"Nitrobacter hamburgensis"	"S"	912	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Nitrobacter"
"Nitrobacter hamburgensis X14"	"-"	323097	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Nitrobacter>Nitrobacter&nbsp;hamburgensis"
"Nitrobacter winogradskyi"	"S"	913	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Nitrobacter"
"Nitrobacter winogradskyi Nb-255"	"-"	323098	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Nitrobacter>Nitrobacter&nbsp;winogradskyi"
"Bosea"	"G"	85413	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae"
"Bosea sp. RAC05"	"S"	1842539	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Bosea"
"Oligotropha"	"G"	40136	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae"
"Oligotropha carboxidovorans"	"S"	40137	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Oligotropha"
"Oligotropha carboxidovorans OM5"	"-"	504832	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Oligotropha>Oligotropha&nbsp;carboxidovorans"
"Variibacter"	"G"	1649510	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae"
"Variibacter gotjawalensis"	"S"	1333996	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Variibacter"
"Phyllobacteriaceae"	"F"	69277	30	30	0.0237	0.0237	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Mesorhizobium"	"G"	68287	23	23	0.01817	0.01817	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae"
"Mesorhizobium loti"	"S"	381	4	4	0.00316	0.00316	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"Mesorhizobium loti NZP2037"	"-"	935546	4	4	0.00316	0.00316	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium>Mesorhizobium&nbsp;loti"
"Mesorhizobium australicum"	"S"	536018	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
