"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_august_BC01.cladeReads"	"centrifuge_classification_august_BC02.cladeReads"	"centrifuge_classification_august_BC03.cladeReads"	"centrifuge_classification_august_BC04.cladeReads"	"centrifuge_classification_august_BC05.cladeReads"	"centrifuge_classification_august_BC06.cladeReads"	"centrifuge_classification_august_BC07.cladeReads"	"centrifuge_classification_august_BC08.cladeReads"	"centrifuge_classification_august_BC09.cladeReads"	"centrifuge_classification_august_BC10.cladeReads"	"centrifuge_classification_august_BC11.cladeReads"	"centrifuge_classification_august_BC12.cladeReads"	"Max.1"	"centrifuge_classification_august_BC01.cladeReads.."	"centrifuge_classification_august_BC02.cladeReads.."	"centrifuge_classification_august_BC03.cladeReads.."	"centrifuge_classification_august_BC04.cladeReads.."	"centrifuge_classification_august_BC05.cladeReads.."	"centrifuge_classification_august_BC06.cladeReads.."	"centrifuge_classification_august_BC07.cladeReads.."	"centrifuge_classification_august_BC08.cladeReads.."	"centrifuge_classification_august_BC09.cladeReads.."	"centrifuge_classification_august_BC10.cladeReads.."	"centrifuge_classification_august_BC11.cladeReads.."	"centrifuge_classification_august_BC12.cladeReads.."	"lineage"
"Candidatus Desulforudis"	"G"	471826	12925	1479	505	NA	NA	12925	9004	1139	51	1	206	691	332	1.498	0.4879	1.136	NA	NA	1.498	1.039	0.1585	0.00305	0.4184	0.1574	0.08144	0.7596	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"Candidatus Desulforudis audaxviator"	"S"	471827	12925	1479	505	NA	NA	12925	9004	1139	51	1	206	691	332	1.498	0.4879	1.136	NA	NA	1.498	1.039	0.1585	0.00305	0.4184	0.1574	0.08144	0.7596	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Candidatus&nbsp;Desulforudis"
"Candidatus Desulforudis audaxviator MP104C"	"-"	477974	12925	1479	505	NA	NA	12925	9004	1139	51	1	206	691	332	1.498	0.4879	1.136	NA	NA	1.498	1.039	0.1585	0.00305	0.4184	0.1574	0.08144	0.7596	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Candidatus&nbsp;Desulforudis>Candidatus&nbsp;Desulforudis&nbsp;audaxviator"
"Desulfofarcimen"	"G"	2282742	289	154	18	NA	NA	289	157	116	111	NA	4	11	8	0.05081	0.05081	0.0405	NA	NA	0.03351	0.01811	0.01614	0.006639	NA	0.003056	0.001296	0.0183	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"Desulfofarcimen acetoxidans"	"S"	58138	289	154	18	NA	NA	289	157	116	111	NA	4	11	8	0.05081	0.05081	0.0405	NA	NA	0.03351	0.01811	0.01614	0.006639	NA	0.003056	0.001296	0.0183	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfofarcimen"
"Desulfofarcimen acetoxidans DSM 771"	"-"	485916	289	154	18	NA	NA	289	157	116	111	NA	4	11	8	0.05081	0.05081	0.0405	NA	NA	0.03351	0.01811	0.01614	0.006639	NA	0.003056	0.001296	0.0183	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfofarcimen>Desulfofarcimen&nbsp;acetoxidans"
"Desulfosporosinus"	"G"	79206	214	87	13	NA	NA	214	188	185	54	NA	5	19	5	0.02925	0.0287	0.02925	NA	NA	0.02481	0.02169	0.02575	0.00323	NA	0.00382	0.002239	0.01144	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"Desulfosporosinus acidiphilus"	"S"	885581	178	79	12	NA	NA	178	123	90	1	NA	2	5	3	0.027	0.02606	0.027	NA	NA	0.02064	0.01419	0.01253	5.981e-05	NA	0.001528	0.0005893	0.006864	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfosporosinus"
"Desulfosporosinus acidiphilus SJ4"	"-"	646529	178	79	12	NA	NA	178	123	90	1	NA	2	5	3	0.027	0.02606	0.027	NA	NA	0.02064	0.01419	0.01253	5.981e-05	NA	0.001528	0.0005893	0.006864	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfosporosinus>Desulfosporosinus&nbsp;acidiphilus"
"Desulfosporosinus orientis"	"S"	1563	10	5	NA	NA	NA	5	10	8	NA	NA	1	2	1	0.002288	0.00165	NA	NA	NA	0.0005797	0.001153	0.001113	NA	NA	0.000764	0.0002357	0.002288	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfosporosinus"
"Desulfosporosinus orientis DSM 765"	"-"	768706	10	5	NA	NA	NA	5	10	8	NA	NA	1	2	1	0.002288	0.00165	NA	NA	NA	0.0005797	0.001153	0.001113	NA	NA	0.000764	0.0002357	0.002288	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfosporosinus>Desulfosporosinus&nbsp;orientis"
"Desulfotomaculum"	"G"	1562	69	14	1	NA	NA	31	35	36	69	NA	2	7	NA	0.00501	0.004619	0.00225	NA	NA	0.003594	0.004037	0.00501	0.004127	NA	0.001528	0.000825	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"Desulfotomaculum reducens"	"S"	59610	41	6	NA	NA	NA	23	21	25	41	NA	NA	3	NA	0.003479	0.001979	NA	NA	NA	0.002667	0.002422	0.003479	0.002452	NA	NA	0.0003536	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfotomaculum"
"Desulfotomaculum reducens MI-1"	"-"	349161	41	6	NA	NA	NA	23	21	25	41	NA	NA	3	NA	0.003479	0.001979	NA	NA	NA	0.002667	0.002422	0.003479	0.002452	NA	NA	0.0003536	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfotomaculum>Desulfotomaculum&nbsp;reducens"
"Desulfotomaculum nigrificans"	"S"	1565	24	2	NA	NA	NA	2	4	6	24	NA	1	1	NA	0.001435	0.0006598	NA	NA	NA	0.0002319	0.0004614	0.000835	0.001435	NA	0.000764	0.0001179	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfotomaculum"
"Desulfotomaculum nigrificans CO-1-SRB"	"-"	868595	24	2	NA	NA	NA	2	4	6	24	NA	1	1	NA	0.001435	0.0006598	NA	NA	NA	0.0002319	0.0004614	0.000835	0.001435	NA	0.000764	0.0001179	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfotomaculum>Desulfotomaculum&nbsp;nigrificans"
"Desulfotomaculum ruminis"	"S"	1564	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0003299	0.0003299	NA	NA	NA	NA	0.0001153	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfotomaculum"
"Desulfotomaculum ruminis DSM 2154"	"-"	696281	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0003299	0.0003299	NA	NA	NA	NA	0.0001153	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfotomaculum>Desulfotomaculum&nbsp;ruminis"
"Desulfitobacterium"	"G"	36853	35	12	NA	NA	NA	6	10	35	8	NA	2	6	NA	0.004871	0.003959	NA	NA	NA	0.0006956	0.001153	0.004871	0.0004785	NA	0.001528	0.0007071	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"Desulfitobacterium metallireducens"	"S"	142877	11	8	NA	NA	NA	3	2	11	3	NA	1	2	NA	0.002639	0.002639	NA	NA	NA	0.0003478	0.0002307	0.001531	0.0001794	NA	0.000764	0.0002357	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfitobacterium"
"Desulfitobacterium metallireducens DSM 15288"	"-"	871968	11	8	NA	NA	NA	3	2	11	3	NA	1	2	NA	0.002639	0.002639	NA	NA	NA	0.0003478	0.0002307	0.001531	0.0001794	NA	0.000764	0.0002357	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfitobacterium>Desulfitobacterium&nbsp;metallireducens"
"Desulfallas"	"G"	2282740	26	8	1	NA	1	17	18	26	NA	NA	4	8	NA	0.3096	0.002639	0.00225	NA	0.3096	0.001971	0.002076	0.003618	NA	NA	0.003056	0.0009428	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"Desulfallas gibsoniae"	"S"	102134	26	8	1	NA	1	17	18	26	NA	NA	4	8	NA	0.3096	0.002639	0.00225	NA	0.3096	0.001971	0.002076	0.003618	NA	NA	0.003056	0.0009428	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfallas"
"Desulfallas gibsoniae DSM 7213"	"-"	767817	26	8	1	NA	1	17	18	26	NA	NA	4	8	NA	0.3096	0.002639	0.00225	NA	0.3096	0.001971	0.002076	0.003618	NA	NA	0.003056	0.0009428	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfallas>Desulfallas&nbsp;gibsoniae"
"Thermincola"	"G"	278993	16	6	NA	NA	NA	5	13	10	16	NA	1	10	1	0.002288	0.001979	NA	NA	NA	0.0005797	0.0015	0.001392	0.0009569	NA	0.000764	0.001179	0.002288	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"Thermincola potens"	"S"	863643	16	6	NA	NA	NA	5	13	10	16	NA	1	10	1	0.002288	0.001979	NA	NA	NA	0.0005797	0.0015	0.001392	0.0009569	NA	0.000764	0.001179	0.002288	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Thermincola"
"Thermincola potens JR"	"-"	635013	16	6	NA	NA	NA	5	13	10	16	NA	1	10	1	0.002288	0.001979	NA	NA	NA	0.0005797	0.0015	0.001392	0.0009569	NA	0.000764	0.001179	0.002288	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Thermincola>Thermincola&nbsp;potens"
"Dehalobacter"	"G"	56112	21	5	1	NA	1	17	19	21	4	NA	4	14	NA	0.3096	0.00165	0.00225	NA	0.3096	0.001971	0.002192	0.002923	0.0002392	NA	0.003056	0.00165	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"Dehalobacterium"	"G"	51514	29	3	1	NA	NA	17	29	24	14	NA	3	10	1	0.003345	0.0009897	0.00225	NA	NA	0.001971	0.003345	0.00334	0.0008373	NA	0.002292	0.001179	0.002288	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"Dehalobacterium formicoaceticum"	"S"	51515	29	3	1	NA	NA	17	29	24	14	NA	3	10	1	0.003345	0.0009897	0.00225	NA	NA	0.001971	0.003345	0.00334	0.0008373	NA	0.002292	0.001179	0.002288	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Dehalobacterium"
"Peptostreptococcaceae"	"F"	186804	2169	584	92	NA	NA	1310	1331	2169	80	NA	588	676	712	1.629	0.1927	0.207	NA	NA	0.1519	0.1535	0.3019	0.004785	NA	0.4492	0.07967	1.629	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"Paeniclostridium"	"G"	1849828	1777	455	66	NA	NA	989	1048	1777	12	NA	490	535	619	1.416	0.1501	0.1485	NA	NA	0.1147	0.1209	0.2473	0.0007177	NA	0.3744	0.06305	1.416	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptostreptococcaceae"
"Paeniclostridium sordellii"	"S"	1505	1777	455	66	NA	NA	989	1048	1777	12	NA	490	535	619	1.416	0.1501	0.1485	NA	NA	0.1147	0.1209	0.2473	0.0007177	NA	0.3744	0.06305	1.416	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptostreptococcaceae>Paeniclostridium"
"Clostridioides"	"G"	1870884	301	106	22	NA	NA	238	181	301	59	NA	82	106	82	0.1876	0.03497	0.0495	NA	NA	0.02759	0.02088	0.04189	0.003529	NA	0.06265	0.01249	0.1876	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptostreptococcaceae"
"Clostridioides difficile"	"S"	1496	301	106	22	NA	NA	238	181	301	59	NA	82	106	82	0.1876	0.03497	0.0495	NA	NA	0.02759	0.02088	0.04189	0.003529	NA	0.06265	0.01249	0.1876	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptostreptococcaceae>Clostridioides"
"Clostridioides difficile 630"	"-"	272563	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003299	0.0003299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptostreptococcaceae>Clostridioides>Clostridioides&nbsp;difficile"
"Clostridioides difficile M120"	"-"	699035	8	1	NA	NA	NA	4	4	8	1	NA	3	3	3	0.006864	0.0003299	NA	NA	NA	0.0004637	0.0004614	0.001113	5.981e-05	NA	0.002292	0.0003536	0.006864	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptostreptococcaceae>Clostridioides>Clostridioides&nbsp;difficile"
"Peptoclostridium"	"G"	1481960	52	15	3	NA	NA	30	52	22	2	NA	6	6	1	0.006751	0.004949	0.006751	NA	NA	0.003478	0.005998	0.003062	0.0001196	NA	0.004584	0.0007071	0.002288	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptostreptococcaceae"
"Peptoclostridium acidaminophilum"	"S"	1731	52	15	3	NA	NA	30	52	22	2	NA	6	6	1	0.006751	0.004949	0.006751	NA	NA	0.003478	0.005998	0.003062	0.0001196	NA	0.004584	0.0007071	0.002288	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptostreptococcaceae>Peptoclostridium"
"Peptoclostridium acidaminophilum DSM 3953"	"-"	1286171	52	15	3	NA	NA	30	52	22	2	NA	6	6	1	0.006751	0.004949	0.006751	NA	NA	0.003478	0.005998	0.003062	0.0001196	NA	0.004584	0.0007071	0.002288	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptostreptococcaceae>Peptoclostridium>Peptoclostridium&nbsp;acidaminophilum"
"Acetoanaerobium"	"G"	186831	51	5	1	NA	NA	39	38	51	1	NA	6	19	7	0.01602	0.00165	0.00225	NA	NA	0.004522	0.004383	0.007098	5.981e-05	NA	0.004584	0.002239	0.01602	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptostreptococcaceae"
"Acetoanaerobium sticklandii"	"S"	1511	51	5	1	NA	NA	39	38	51	1	NA	6	19	7	0.01602	0.00165	0.00225	NA	NA	0.004522	0.004383	0.007098	5.981e-05	NA	0.004584	0.002239	0.01602	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptostreptococcaceae>Acetoanaerobium"
"unclassified Peptostreptococcaceae"	"-"	200630	7	2	NA	NA	NA	5	4	7	1	NA	2	3	NA	0.001528	0.0006598	NA	NA	NA	0.0005797	0.0004614	0.0009742	5.981e-05	NA	0.001528	0.0003536	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptostreptococcaceae"
"Peptostreptococcaceae bacterium oral taxon 929"	"S"	2081703	7	2	NA	NA	NA	5	4	7	1	NA	2	3	NA	0.001528	0.0006598	NA	NA	NA	0.0005797	0.0004614	0.0009742	5.981e-05	NA	0.001528	0.0003536	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptostreptococcaceae>unclassified&nbsp;Peptostreptococcaceae"
"Filifactor"	"G"	44259	8	1	NA	NA	NA	6	5	8	1	NA	2	3	2	0.004576	0.0003299	NA	NA	NA	0.0006956	0.0005767	0.001113	5.981e-05	NA	0.001528	0.0003536	0.004576	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptostreptococcaceae"
"Filifactor alocis"	"S"	143361	8	1	NA	NA	NA	6	5	8	1	NA	2	3	2	0.004576	0.0003299	NA	NA	NA	0.0006956	0.0005767	0.001113	5.981e-05	NA	0.001528	0.0003536	0.004576	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptostreptococcaceae>Filifactor"
"Filifactor alocis ATCC 35896"	"-"	546269	8	1	NA	NA	NA	6	5	8	1	NA	2	3	2	0.004576	0.0003299	NA	NA	NA	0.0006956	0.0005767	0.001113	5.981e-05	NA	0.001528	0.0003536	0.004576	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptostreptococcaceae>Filifactor>Filifactor&nbsp;alocis"
"Clostridiaceae"	"F"	31979	1901	352	82	NA	1	1326	1217	1901	672	1	350	555	97	0.4184	0.1161	0.1845	NA	0.3096	0.1537	0.1404	0.2646	0.04019	0.4184	0.2674	0.06541	0.2219	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"Clostridium"	"G"	1485	1792	318	73	NA	1	1258	1134	1792	662	1	342	514	81	0.4184	0.1049	0.1643	NA	0.3096	0.1458	0.1308	0.2494	0.03959	0.4184	0.2613	0.06058	0.1853	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae"
"Clostridium isatidis"	"S"	182773	129	44	16	NA	NA	121	93	129	1	NA	31	34	15	0.036	0.01452	0.036	NA	NA	0.01403	0.01073	0.01795	5.981e-05	NA	0.02368	0.004007	0.03432	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium chauvoei"	"S"	46867	142	36	7	NA	NA	90	73	142	2	NA	30	29	6	0.02292	0.01188	0.01575	NA	NA	0.01043	0.00842	0.01976	0.0001196	NA	0.02292	0.003418	0.01373	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium septicum"	"S"	1504	193	33	10	NA	NA	181	112	193	4	NA	46	60	8	0.03514	0.01089	0.0225	NA	NA	0.02098	0.01292	0.02686	0.0002392	NA	0.03514	0.007071	0.0183	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium sp. CT4"	"S"	2320868	398	31	7	NA	NA	70	63	113	398	NA	10	23	4	0.0238	0.01023	0.01575	NA	NA	0.008116	0.007267	0.01573	0.0238	NA	0.00764	0.002711	0.009151	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium beijerinckii"	"S"	1520	158	16	1	NA	NA	103	85	158	20	NA	25	38	1	0.02199	0.005279	0.00225	NA	NA	0.01194	0.009804	0.02199	0.001196	NA	0.0191	0.004478	0.002288	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium beijerinckii NRRL B-598"	"-"	1428454	53	5	NA	NA	NA	31	36	53	1	NA	13	14	NA	0.009932	0.00165	NA	NA	NA	0.003594	0.004152	0.007376	5.981e-05	NA	0.009932	0.00165	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium>Clostridium&nbsp;beijerinckii"
"Clostridium beijerinckii NCIMB 8052"	"-"	290402	14	1	NA	NA	NA	14	3	9	NA	NA	1	1	NA	0.001623	0.0003299	NA	NA	NA	0.001623	0.000346	0.001253	NA	NA	0.000764	0.0001179	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium>Clostridium&nbsp;beijerinckii"
"Clostridium butyricum"	"S"	1492	70	15	5	NA	NA	63	59	70	1	NA	20	20	3	0.01528	0.004949	0.01125	NA	NA	0.007304	0.006805	0.009742	5.981e-05	NA	0.01528	0.002357	0.006864	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium formicaceticum"	"S"	1497	29	13	3	NA	NA	18	29	29	3	NA	9	13	15	0.03432	0.004289	0.006751	NA	NA	0.002087	0.003345	0.004036	0.0001794	NA	0.006876	0.001532	0.03432	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium botulinum"	"S"	1491	80	12	2	NA	NA	54	54	75	80	1	16	39	3	0.4184	0.003959	0.0045	NA	NA	0.006261	0.006229	0.01044	0.004785	0.4184	0.01222	0.004596	0.006864	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium botulinum B"	"-"	36827	3	2	1	NA	NA	1	1	1	NA	NA	3	1	NA	0.002292	0.0006598	0.00225	NA	NA	0.0001159	0.0001153	0.0001392	NA	NA	0.002292	0.0001179	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium>Clostridium&nbsp;botulinum"
"Clostridium botulinum B str. Eklund 17B (NRP)"	"-"	935198	3	2	1	NA	NA	1	1	1	NA	NA	3	1	NA	0.002292	0.0006598	0.00225	NA	NA	0.0001159	0.0001153	0.0001392	NA	NA	0.002292	0.0001179	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium>Clostridium&nbsp;botulinum>Clostridium&nbsp;botulinum&nbsp;B"
"Clostridium botulinum BKT015925"	"-"	929506	14	2	1	NA	NA	4	6	14	11	NA	2	7	2	0.004576	0.0006598	0.00225	NA	NA	0.0004637	0.0006921	0.001948	0.0006579	NA	0.001528	0.000825	0.004576	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium>Clostridium&nbsp;botulinum"
"Clostridium botulinum H04402 065"	"-"	941968	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0006598	0.0006598	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001179	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium>Clostridium&nbsp;botulinum"
"Clostridium botulinum 202F"	"-"	1415774	4	1	NA	NA	NA	4	1	3	NA	NA	1	4	NA	0.000764	0.0003299	NA	NA	NA	0.0004637	0.0001153	0.0004175	NA	NA	0.000764	0.0004714	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium>Clostridium&nbsp;botulinum"
"Clostridium tyrobutyricum"	"S"	1519	16	9	1	NA	NA	16	6	16	4	NA	7	1	1	0.005348	0.002969	0.00225	NA	NA	0.001855	0.0006921	0.002227	0.0002392	NA	0.005348	0.0001179	0.002288	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium perfringens"	"S"	1502	67	8	1	NA	NA	23	20	67	7	NA	4	26	2	0.009324	0.002639	0.00225	NA	NA	0.002667	0.002307	0.009324	0.0004187	NA	0.003056	0.003064	0.004576	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium sp. BNL1100"	"S"	755731	75	8	1	NA	NA	14	42	75	NA	NA	2	6	NA	0.01044	0.002639	0.00225	NA	NA	0.001623	0.004845	0.01044	NA	NA	0.001528	0.0007071	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium cellulovorans"	"S"	1493	36	6	NA	NA	NA	24	18	20	36	NA	4	10	4	0.009151	0.001979	NA	NA	NA	0.002782	0.002076	0.002783	0.002153	NA	0.003056	0.001179	0.009151	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium cellulovorans 743B"	"-"	573061	36	6	NA	NA	NA	24	18	20	36	NA	4	10	4	0.009151	0.001979	NA	NA	NA	0.002782	0.002076	0.002783	0.002153	NA	0.003056	0.001179	0.009151	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium>Clostridium&nbsp;cellulovorans"
"Clostridium baratii"	"S"	1561	47	6	1	NA	NA	36	29	47	6	NA	15	33	1	0.01146	0.001979	0.00225	NA	NA	0.004174	0.003345	0.006541	0.0003588	NA	0.01146	0.003889	0.002288	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
