"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_april_BC01.cladeReads"	"kraken2_16s_k21_classification_april_BC02.cladeReads"	"kraken2_16s_k21_classification_april_BC03.cladeReads"	"kraken2_16s_k21_classification_april_BC04.cladeReads"	"kraken2_16s_k21_classification_april_BC05.cladeReads"	"kraken2_16s_k21_classification_april_BC06.cladeReads"	"kraken2_16s_k21_classification_april_BC07.cladeReads"	"kraken2_16s_k21_classification_april_BC08.cladeReads"	"kraken2_16s_k21_classification_april_BC09.cladeReads"	"kraken2_16s_k21_classification_april_BC10.cladeReads"	"kraken2_16s_k21_classification_april_BC11.cladeReads"	"kraken2_16s_k21_classification_april_BC12.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_april_BC01.cladeReads.."	"kraken2_16s_k21_classification_april_BC02.cladeReads.."	"kraken2_16s_k21_classification_april_BC03.cladeReads.."	"kraken2_16s_k21_classification_april_BC04.cladeReads.."	"kraken2_16s_k21_classification_april_BC05.cladeReads.."	"kraken2_16s_k21_classification_april_BC06.cladeReads.."	"kraken2_16s_k21_classification_april_BC07.cladeReads.."	"kraken2_16s_k21_classification_april_BC08.cladeReads.."	"kraken2_16s_k21_classification_april_BC09.cladeReads.."	"kraken2_16s_k21_classification_april_BC10.cladeReads.."	"kraken2_16s_k21_classification_april_BC11.cladeReads.."	"kraken2_16s_k21_classification_april_BC12.cladeReads.."	"lineage"
"Pseudorhodoplanes"	"G"	26156	41	NA	NA	6	41	NA	2	3	NA	1	29	1	NA	0.01353	NA	NA	0.002712	0.01353	NA	0.001	0.001297	NA	0.0004325	0.009429	0.0004992	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Ancylobacter"	"G"	2546	33	NA	NA	5	20	NA	1	2	NA	2	33	2	NA	0.01073	NA	NA	0.00226	0.006602	NA	5e-04	0.000865	NA	0.000865	0.01073	0.0009985	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Xanthobacter"	"G"	2553	9	NA	NA	2	9	NA	NA	1	NA	NA	5	NA	NA	0.002971	NA	NA	0.0009039	0.002971	NA	NA	0.0004325	NA	NA	0.001626	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Pseudoxanthobacter"	"G"	2551	7	NA	NA	1	7	NA	NA	NA	NA	NA	4	NA	NA	0.002311	NA	NA	0.0004519	0.002311	NA	NA	NA	NA	NA	0.0013	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Starkeya"	"G"	2552	4	NA	NA	1	4	NA	NA	NA	NA	NA	1	NA	NA	0.00132	NA	NA	0.0004519	0.00132	NA	NA	NA	NA	NA	0.0003251	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Methylorhabdus"	"G"	26153	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004519	NA	NA	0.0004519	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Phreatobacter"	"G"	11439	127	NA	NA	17	127	NA	2	11	NA	4	33	NA	NA	0.04192	NA	NA	0.007683	0.04192	NA	0.001	0.004757	NA	0.00173	0.01073	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiales&nbsp;Incertae&nbsp;Sedis"
"Bauldia"	"G"	2532	102	NA	NA	9	102	NA	7	6	NA	6	44	NA	NA	0.03367	NA	NA	0.004067	0.03367	NA	0.0035	0.002595	NA	0.002595	0.01431	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiales&nbsp;Incertae&nbsp;Sedis"
"Anderseniella"	"G"	26128	3	NA	NA	2	3	NA	NA	1	NA	NA	1	NA	NA	0.0009903	NA	NA	0.0009039	0.0009903	NA	NA	0.0004325	NA	NA	0.0003251	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiales&nbsp;Incertae&nbsp;Sedis"
"Dichotomicrobium"	"G"	26129	5	NA	NA	1	5	NA	NA	1	NA	1	3	NA	NA	0.00165	NA	NA	0.0004519	0.00165	NA	NA	0.0004325	NA	0.0004325	0.0009754	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiales&nbsp;Incertae&nbsp;Sedis"
"Methylorosula"	"G"	2442	67	NA	NA	67	39	NA	1	6	1	2	15	1	NA	0.03028	NA	NA	0.03028	0.01287	NA	5e-04	0.002595	0.0002766	0.000865	0.004877	0.0004992	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Microvirga"	"G"	26048	115	NA	NA	16	115	NA	2	10	NA	3	38	1	NA	0.03796	NA	NA	0.007231	0.03796	NA	0.001	0.004325	NA	0.001297	0.01235	0.0004992	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"FukuN57"	"G"	26044	24	NA	NA	7	24	NA	2	5	NA	NA	13	NA	NA	0.007922	NA	NA	0.003164	0.007922	NA	0.001	0.002162	NA	NA	0.004227	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Roseiarcus"	"G"	26052	16	NA	NA	5	16	NA	NA	1	NA	NA	6	NA	NA	0.005281	NA	NA	0.00226	0.005281	NA	NA	0.0004325	NA	NA	0.001951	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"1174-901-12"	"G"	26040	16	NA	NA	4	16	NA	NA	NA	NA	NA	1	1	NA	0.005281	NA	NA	0.001808	0.005281	NA	NA	NA	NA	NA	0.0003251	0.0004992	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylocella"	"G"	2440	3	NA	NA	3	3	NA	NA	1	NA	NA	NA	NA	NA	0.001356	NA	NA	0.001356	0.0009903	NA	NA	0.0004325	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Chelatococcus"	"G"	2438	13	NA	NA	2	13	NA	NA	2	NA	NA	1	NA	NA	0.004291	NA	NA	0.0009039	0.004291	NA	NA	0.000865	NA	NA	0.0003251	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylosinus"	"G"	26047	27	NA	NA	2	27	1	NA	2	NA	3	9	NA	NA	0.1079	NA	NA	0.0009039	0.008912	0.1079	NA	0.000865	NA	0.001297	0.002926	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylocapsa"	"G"	2439	5	NA	NA	2	4	NA	1	NA	NA	NA	5	NA	NA	0.001626	NA	NA	0.0009039	0.00132	NA	5e-04	NA	NA	NA	0.001626	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Rhodoblastus"	"G"	26051	11	NA	NA	2	11	NA	NA	2	NA	1	5	NA	NA	0.003631	NA	NA	0.0009039	0.003631	NA	NA	0.000865	NA	0.0004325	0.001626	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"28-YEA-48"	"G"	26041	2	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA	NA	0.0006602	NA	NA	0.0004519	0.0006602	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Pseudochelatococcus"	"G"	14512	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0004519	NA	NA	0.0004519	0.0003301	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Psychroglaciecola"	"G"	26050	9	NA	NA	1	9	NA	NA	2	NA	NA	NA	NA	NA	0.002971	NA	NA	0.0004519	0.002971	NA	NA	0.000865	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methyloferula"	"G"	2441	7	NA	NA	1	7	NA	NA	1	NA	NA	3	NA	NA	0.002311	NA	NA	0.0004519	0.002311	NA	NA	0.0004325	NA	NA	0.0009754	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Camelimonas"	"G"	2437	7	NA	NA	1	7	NA	NA	NA	NA	NA	6	NA	NA	0.002311	NA	NA	0.0004519	0.002311	NA	NA	NA	NA	NA	0.001951	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"uncultured"	"G"	26064	26	NA	NA	7	26	NA	NA	2	NA	2	9	NA	NA	0.008582	NA	NA	0.003164	0.008582	NA	NA	0.000865	NA	0.000865	0.002926	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Devosiaceae"
"Pelagibacterium"	"G"	26062	16	NA	NA	5	16	NA	1	NA	NA	NA	3	NA	NA	0.005281	NA	NA	0.00226	0.005281	NA	5e-04	NA	NA	NA	0.0009754	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Devosiaceae"
"Arsenicitalea"	"G"	26056	33	NA	NA	3	33	NA	3	1	NA	1	12	NA	NA	0.01089	NA	NA	0.001356	0.01089	NA	0.0015	0.0004325	NA	0.0004325	0.003901	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Devosiaceae"
"Paradevosia"	"G"	26061	2	NA	NA	2	1	NA	NA	1	NA	NA	2	NA	NA	0.0009039	NA	NA	0.0009039	0.0003301	NA	NA	0.0004325	NA	NA	0.0006502	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Devosiaceae"
"Maritalea"	"G"	26059	4	NA	NA	1	4	NA	NA	NA	NA	NA	1	NA	NA	0.00132	NA	NA	0.0004519	0.00132	NA	NA	NA	NA	NA	0.0003251	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Devosiaceae"
"Youhaiella"	"G"	26063	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004519	NA	NA	0.0004519	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Devosiaceae"
"A0839"	"F"	2423	101	NA	NA	53	101	NA	13	7	NA	1	42	9	NA	0.03334	NA	NA	0.02395	0.03334	NA	0.0065	0.003027	NA	0.0004325	0.01366	0.004493	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Methyloceanibacter"	"G"	26072	52	NA	NA	2	52	NA	1	5	NA	NA	19	NA	NA	0.01716	NA	NA	0.0009039	0.01716	NA	5e-04	0.002162	NA	NA	0.006177	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methyloligellaceae"
"Pleomorphomonadaceae"	"F"	26081	49	NA	NA	29	49	1	2	8	NA	2	31	1	NA	0.1079	NA	NA	0.01311	0.01617	0.1079	0.001	0.00346	NA	0.000865	0.01008	0.0004992	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Prosthecomicrobium"	"G"	26087	22	NA	NA	21	22	NA	NA	2	NA	NA	6	NA	NA	0.009491	NA	NA	0.009491	0.007262	NA	NA	0.000865	NA	NA	0.001951	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Pleomorphomonadaceae"
"Pleomorphomonas"	"G"	26086	7	NA	NA	3	2	NA	NA	2	NA	NA	7	NA	NA	0.002276	NA	NA	0.001356	0.0006602	NA	NA	0.000865	NA	NA	0.002276	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Pleomorphomonadaceae"
"Chthonobacter"	"G"	26083	14	NA	NA	2	13	NA	1	1	NA	1	14	NA	NA	0.004552	NA	NA	0.0009039	0.004291	NA	5e-04	0.0004325	NA	0.0004325	0.004552	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Pleomorphomonadaceae"
"uncultured"	"G"	26088	4	NA	NA	2	3	NA	1	2	NA	1	4	NA	NA	0.0013	NA	NA	0.0009039	0.0009903	NA	5e-04	0.000865	NA	0.0004325	0.0013	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Pleomorphomonadaceae"
"Labraceae"	"F"	26067	15	NA	NA	15	12	NA	3	1	NA	NA	3	NA	NA	0.006779	NA	NA	0.006779	0.003961	NA	0.0015	0.0004325	NA	NA	0.0009754	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Labrys"	"G"	26068	15	NA	NA	15	12	NA	3	1	NA	NA	3	NA	NA	0.006779	NA	NA	0.006779	0.003961	NA	0.0015	0.0004325	NA	NA	0.0009754	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Labraceae"
"Kaistiaceae"	"F"	26065	34	NA	NA	10	34	NA	NA	5	NA	3	19	NA	NA	0.01122	NA	NA	0.004519	0.01122	NA	NA	0.002162	NA	0.001297	0.006177	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Kaistia"	"G"	26066	34	NA	NA	10	34	NA	NA	5	NA	3	19	NA	NA	0.01122	NA	NA	0.004519	0.01122	NA	NA	0.002162	NA	0.001297	0.006177	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Kaistiaceae"
"uncultured"	"F"	2556	38	NA	NA	7	38	NA	1	3	NA	1	5	1	NA	0.01254	NA	NA	0.003164	0.01254	NA	5e-04	0.001297	NA	0.0004325	0.001626	0.0004992	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Rhodomicrobiaceae"	"F"	26131	37	NA	NA	4	37	1	1	5	NA	2	13	1	NA	0.1079	NA	NA	0.001808	0.01221	0.1079	5e-04	0.002162	NA	0.000865	0.004227	0.0004992	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Rhodomicrobium"	"G"	26132	37	NA	NA	4	37	1	1	5	NA	2	13	1	NA	0.1079	NA	NA	0.001808	0.01221	0.1079	5e-04	0.002162	NA	0.000865	0.004227	0.0004992	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodomicrobiaceae"
"Stappiaceae"	"F"	26133	17	NA	NA	3	17	NA	NA	2	NA	2	7	1	NA	0.005612	NA	NA	0.001356	0.005612	NA	NA	0.000865	NA	0.000865	0.002276	0.0004992	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Pannonibacter"	"G"	26138	2	NA	NA	2	1	NA	NA	NA	NA	1	2	NA	NA	0.0009039	NA	NA	0.0009039	0.0003301	NA	NA	NA	NA	0.0004325	0.0006502	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Stappiaceae"
"Labrenzia"	"G"	26136	9	NA	NA	1	9	NA	NA	1	NA	NA	2	1	NA	0.002971	NA	NA	0.0004519	0.002971	NA	NA	0.0004325	NA	NA	0.0006502	0.0004992	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Stappiaceae"
"KF-JG30-B3"	"F"	2493	7	NA	NA	2	7	NA	1	NA	NA	1	2	NA	NA	0.002311	NA	NA	0.0009039	0.002311	NA	5e-04	NA	NA	0.0004325	0.0006502	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"C2U"	"F"	2464	3	NA	NA	1	3	NA	NA	1	NA	NA	1	NA	NA	0.0009903	NA	NA	0.0004519	0.0009903	NA	NA	0.0004325	NA	NA	0.0003251	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Rhodobiaceae"	"F"	2536	4	NA	NA	1	4	NA	1	NA	NA	NA	1	2	NA	0.00132	NA	NA	0.0004519	0.00132	NA	5e-04	NA	NA	NA	0.0003251	0.0009985	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Tepidamorphus"	"G"	2543	2	NA	NA	1	2	NA	NA	NA	NA	NA	1	NA	NA	0.0006602	NA	NA	0.0004519	0.0006602	NA	NA	NA	NA	NA	0.0003251	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodobiaceae"
"Polymorphobacter"	"G"	11469	374	NA	NA	35	374	NA	20	31	NA	19	144	7	NA	0.1235	NA	NA	0.01582	0.1235	NA	0.01	0.01341	NA	0.008217	0.04682	0.003495	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Porphyrobacter"	"G"	26248	151	NA	NA	19	151	NA	4	16	NA	12	38	4	NA	0.04984	NA	NA	0.008587	0.04984	NA	0.002	0.00692	NA	0.00519	0.01235	0.001997	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Ellin6055"	"G"	26244	104	NA	NA	11	104	NA	5	9	NA	4	28	3	NA	0.03433	NA	NA	0.004971	0.03433	NA	0.0025	0.003892	NA	0.00173	0.009103	0.001498	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Zymomonas"	"G"	2857	54	NA	NA	8	54	NA	1	6	NA	2	3	3	NA	0.01782	NA	NA	0.003615	0.01782	NA	5e-04	0.002595	NA	0.000865	0.0009754	0.001498	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingoaurantiacus"	"G"	26251	56	NA	NA	6	56	1	4	9	NA	2	17	3	NA	0.1079	NA	NA	0.002712	0.01849	0.1079	0.002	0.003892	NA	0.000865	0.005527	0.001498	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sandarakinorhabdus"	"G"	2849	148	NA	NA	6	148	NA	5	10	NA	6	30	NA	NA	0.04885	NA	NA	0.002712	0.04885	NA	0.0025	0.004325	NA	0.002595	0.009754	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"MN 122.2a"	"G"	26246	32	NA	NA	6	32	NA	1	6	NA	2	2	2	NA	0.01056	NA	NA	0.002712	0.01056	NA	5e-04	0.002595	NA	0.000865	0.0006502	0.0009985	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Qipengyuania"	"G"	26249	27	NA	NA	4	27	NA	5	5	NA	1	6	1	NA	0.008912	NA	NA	0.001808	0.008912	NA	0.0025	0.002162	NA	0.0004325	0.001951	0.0004992	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Stakelama"	"G"	2856	9	NA	NA	2	9	NA	NA	2	NA	NA	1	1	NA	0.002971	NA	NA	0.0009039	0.002971	NA	NA	0.000865	NA	NA	0.0003251	0.0004992	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"DSSF69"	"G"	26243	5	NA	NA	2	5	NA	1	1	NA	NA	NA	NA	NA	0.00165	NA	NA	0.0009039	0.00165	NA	5e-04	0.0004325	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Plot4-2H12"	"G"	26247	5	NA	NA	1	5	NA	1	2	NA	1	NA	2	NA	0.00165	NA	NA	0.0004519	0.00165	NA	5e-04	0.000865	NA	0.0004325	NA	0.0009985	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Phenylobacterium"	"G"	2392	345	NA	NA	50	345	1	13	26	NA	12	85	15	NA	0.1139	NA	NA	0.0226	0.1139	0.1079	0.0065	0.01124	NA	0.00519	0.02764	0.007489	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"uncultured"	"G"	2393	142	NA	NA	16	142	NA	9	18	NA	6	41	4	NA	0.04687	NA	NA	0.007231	0.04687	NA	0.0045	0.007785	NA	0.002595	0.01333	0.001997	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"Asticcacaulis"	"G"	2389	92	NA	NA	7	92	NA	4	6	NA	3	22	2	NA	0.03037	NA	NA	0.003164	0.03037	NA	0.002	0.002595	NA	0.001297	0.007153	0.0009985	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"SWB02"	"G"	25968	2	NA	NA	2	2	NA	NA	NA	NA	NA	1	NA	NA	0.0009039	NA	NA	0.0009039	0.0006602	NA	NA	NA	NA	NA	0.0003251	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"Glycocaulis"	"G"	2396	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004519	NA	NA	0.0004519	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"Parvularculaceae"	"F"	25970	3	NA	NA	1	3	NA	NA	NA	NA	NA	1	NA	NA	0.0009903	NA	NA	0.0004519	0.0009903	NA	NA	NA	NA	NA	0.0003251	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales"
"Amphiplicatus"	"G"	25971	2	NA	NA	1	2	NA	NA	NA	NA	NA	1	NA	NA	0.0006602	NA	NA	0.0004519	0.0006602	NA	NA	NA	NA	NA	0.0003251	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Parvularculaceae"
"Candidatus Captivus"	"G"	26011	25	NA	NA	5	25	NA	NA	5	NA	NA	1	NA	NA	0.008252	NA	NA	0.00226	0.008252	NA	NA	0.002162	NA	NA	0.0003251	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Paracaedibacterales>Paracaedibacteraceae"
"Candidatus Finniella"	"G"	26012	23	NA	NA	4	23	NA	1	3	NA	2	3	1	NA	0.007592	NA	NA	0.001808	0.007592	NA	5e-04	0.001297	NA	0.000865	0.0009754	0.0004992	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Paracaedibacterales>Paracaedibacteraceae"
"uncultured"	"G"	26038	107	NA	NA	2	107	NA	8	4	NA	4	33	NA	NA	0.03532	NA	NA	0.0009039	0.03532	NA	0.004	0.00173	NA	0.00173	0.01073	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Reyranellales>Reyranellaceae"
"Haematospirillum"	"G"	14543	29	NA	NA	2	29	1	2	3	NA	NA	NA	NA	NA	0.1079	NA	NA	0.0009039	0.009573	0.1079	0.001	0.001297	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Rhodopirillaceae"	"F"	26189	19	NA	NA	10	15	NA	NA	NA	NA	NA	19	NA	NA	0.006177	NA	NA	0.004519	0.004951	NA	NA	NA	NA	NA	0.006177	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"Defluviicoccus"	"G"	26190	19	NA	NA	10	15	NA	NA	NA	NA	NA	19	NA	NA	0.006177	NA	NA	0.004519	0.004951	NA	NA	NA	NA	NA	0.006177	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodopirillaceae"
"AEGEAN-169 marine group"	"F"	26177	8	NA	NA	8	4	NA	NA	1	NA	1	4	3	NA	0.003615	NA	NA	0.003615	0.00132	NA	NA	0.0004325	NA	0.0004325	0.0013	0.001498	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"Magnetospiraceae"	"F"	26178	36	NA	NA	8	36	NA	5	5	NA	6	5	2	NA	0.01188	NA	NA	0.003615	0.01188	NA	0.0025	0.002162	NA	0.002595	0.001626	0.0009985	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"Magnetospira"	"G"	26179	14	NA	NA	5	14	NA	1	4	NA	2	2	NA	NA	0.004621	NA	NA	0.00226	0.004621	NA	5e-04	0.00173	NA	0.000865	0.0006502	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Magnetospiraceae"
"uncultured"	"G"	26182	20	NA	NA	3	20	NA	4	1	NA	3	3	1	NA	0.006602	NA	NA	0.001356	0.006602	NA	0.002	0.0004325	NA	0.001297	0.0009754	0.0004992	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Magnetospiraceae"
"Magnetospirillaceae"	"F"	26183	181	NA	NA	2	181	NA	4	13	NA	11	18	10	NA	0.05975	NA	NA	0.0009039	0.05975	NA	0.002	0.005622	NA	0.004757	0.005852	0.004992	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"Magnetospirillum"	"G"	26184	168	NA	NA	1	168	NA	4	11	NA	10	18	9	NA	0.05546	NA	NA	0.0004519	0.05546	NA	0.002	0.004757	NA	0.004325	0.005852	0.004493	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Magnetospirillaceae"
"uncultured"	"G"	26188	5	NA	NA	1	5	NA	NA	NA	NA	NA	NA	1	NA	0.00165	NA	NA	0.0004519	0.00165	NA	NA	NA	NA	NA	NA	0.0004992	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Magnetospirillaceae"
"Skermanella"	"G"	25953	26	NA	NA	6	26	NA	NA	NA	NA	NA	12	NA	NA	0.008582	NA	NA	0.002712	0.008582	NA	NA	NA	NA	NA	0.003901	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Azospirillales>Azospirillaceae"
"Niveispirillum"	"G"	25951	18	NA	NA	2	18	NA	2	5	NA	1	2	1	NA	0.005942	NA	NA	0.0009039	0.005942	NA	0.001	0.002162	NA	0.0004325	0.0006502	0.0004992	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Azospirillales>Azospirillaceae"
"uncultured"	"G"	25954	4	NA	NA	1	4	NA	NA	NA	NA	NA	NA	NA	NA	0.00132	NA	NA	0.0004519	0.00132	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Azospirillales>Azospirillaceae"
"Candidatus Trichorickettsia"	"G"	11467	7	NA	NA	1	7	NA	NA	NA	NA	NA	NA	2	NA	0.002311	NA	NA	0.0004519	0.002311	NA	NA	NA	NA	NA	NA	0.0009985	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae"
"Midichloriaceae"	"F"	26213	37	NA	NA	8	37	NA	6	2	NA	1	4	1	NA	0.01221	NA	NA	0.003615	0.01221	NA	0.003	0.000865	NA	0.0004325	0.0013	0.0004992	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales"
"Candidatus Midichloria"	"G"	26220	13	NA	NA	3	13	NA	NA	NA	NA	NA	NA	NA	NA	0.004291	NA	NA	0.001356	0.004291	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Midichloriaceae"
"Candidatus Jidaibacter"	"G"	26218	3	NA	NA	2	3	NA	NA	NA	NA	NA	2	1	NA	0.0009903	NA	NA	0.0009039	0.0009903	NA	NA	NA	NA	NA	0.0006502	0.0004992	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Midichloriaceae"
