"name"	"taxRank"	"taxID"	"Max"	"kraken_16S.cladeReads"	"Max.1"	"kraken_16S.cladeReads.."	"lineage"
"Flavobacterium"	"G"	24881	6	6	0.004741	0.004741	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Capnocytophaga"	"G"	24863	2	2	0.00158	0.00158	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Myroides"	"G"	24921	2	2	0.00158	0.00158	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Seonamhaeicola"	"G"	24950	1	1	0.0007901	0.0007901	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"NS2b marine group"	"G"	24922	1	1	0.0007901	0.0007901	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Aquibacter"	"G"	24849	1	1	0.0007901	0.0007901	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Formosa"	"G"	24882	1	1	0.0007901	0.0007901	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"uncultured"	"G"	24976	1	1	0.0007901	0.0007901	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Crocinitomicaceae"	"F"	24826	1	1	0.0007901	0.0007901	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"uncultured"	"G"	24833	1	1	0.0007901	0.0007901	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Crocinitomicaceae"
"Cryomorphaceae"	"F"	24834	1	1	0.0007901	0.0007901	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"uncultured"	"G"	24840	1	1	0.0007901	0.0007901	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Cryomorphaceae"
"NS9 marine group"	"F"	24980	1	1	0.0007901	0.0007901	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"Weeksellaceae"	"F"	24983	1	1	0.0007901	0.0007901	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"Bergeyella"	"G"	24986	1	1	0.0007901	0.0007901	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Weeksellaceae"
"Sphingobacteriales"	"O"	25002	8	8	0.006321	0.006321	"Bacteria>Bacteroidetes>Bacteroidia"
"Sphingobacteriaceae"	"F"	25020	3	3	0.00237	0.00237	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Pedobacter"	"G"	25027	1	1	0.0007901	0.0007901	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Sphingobacterium"	"G"	25032	1	1	0.0007901	0.0007901	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"uncultured"	"G"	25033	1	1	0.0007901	0.0007901	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Lentimicrobiaceae"	"F"	25012	2	2	0.00158	0.00158	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"NS11-12 marine group"	"F"	25015	2	2	0.00158	0.00158	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"E6aC02"	"F"	25007	1	1	0.0007901	0.0007901	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Cytophagales"	"O"	24714	7	7	0.005531	0.005531	"Bacteria>Bacteroidetes>Bacteroidia"
"Hymenobacteraceae"	"F"	24776	3	3	0.00237	0.00237	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Hymenobacter"	"G"	24778	2	2	0.00158	0.00158	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Hymenobacteraceae"
"Pontibacter"	"G"	24780	1	1	0.0007901	0.0007901	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Hymenobacteraceae"
"Bernardetiaceae"	"F"	24720	1	1	0.0007901	0.0007901	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"uncultured"	"G"	24724	1	1	0.0007901	0.0007901	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Bernardetiaceae"
"Cyclobacteriaceae"	"F"	24725	1	1	0.0007901	0.0007901	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Reichenbachiella"	"G"	24755	1	1	0.0007901	0.0007901	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Spirosomaceae"	"F"	24794	1	1	0.0007901	0.0007901	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Dyadobacter"	"G"	24797	1	1	0.0007901	0.0007901	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Chitinophagales"	"O"	24665	6	6	0.004741	0.004741	"Bacteria>Bacteroidetes>Bacteroidia"
"Saprospiraceae"	"F"	24701	3	3	0.00237	0.00237	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales"
"Lewinella"	"G"	24705	1	1	0.0007901	0.0007901	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Saprospiraceae"
"Phaeodactylibacter"	"G"	24708	1	1	0.0007901	0.0007901	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Saprospiraceae"
"uncultured"	"G"	24712	1	1	0.0007901	0.0007901	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Saprospiraceae"
"uncultured"	"F"	24713	2	2	0.00158	0.00158	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales"
"Chitinophagaceae"	"F"	24667	1	1	0.0007901	0.0007901	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales"
"uncultured"	"G"	24700	1	1	0.0007901	0.0007901	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Bacteroidetes VC2.1 Bac22"	"O"	24664	2	2	0.00158	0.00158	"Bacteria>Bacteroidetes>Bacteroidia"
"Rhodothermia"	"C"	25074	5	5	0.003951	0.003951	"Bacteria>Bacteroidetes"
"Rhodothermales"	"O"	25091	3	3	0.00237	0.00237	"Bacteria>Bacteroidetes>Rhodothermia"
"Rhodothermaceae"	"F"	25092	3	3	0.00237	0.00237	"Bacteria>Bacteroidetes>Rhodothermia>Rhodothermales"
"Salinibacter"	"G"	25098	2	2	0.00158	0.00158	"Bacteria>Bacteroidetes>Rhodothermia>Rhodothermales>Rhodothermaceae"
"uncultured"	"G"	25100	1	1	0.0007901	0.0007901	"Bacteria>Bacteroidetes>Rhodothermia>Rhodothermales>Rhodothermaceae"
"Balneolales"	"O"	25075	1	1	0.0007901	0.0007901	"Bacteria>Bacteroidetes>Rhodothermia"
"Balneolaceae"	"F"	25076	1	1	0.0007901	0.0007901	"Bacteria>Bacteroidetes>Rhodothermia>Balneolales"
"Aliifodinibius"	"G"	25078	1	1	0.0007901	0.0007901	"Bacteria>Bacteroidetes>Rhodothermia>Balneolales>Balneolaceae"
"Ignavibacteria"	"C"	25048	1	1	0.0007901	0.0007901	"Bacteria>Bacteroidetes"
"OPB56"	"O"	25071	1	1	0.0007901	0.0007901	"Bacteria>Bacteroidetes>Ignavibacteria"
"Actinobacteria"	"P"	400	69	69	0.05452	0.05452	"Bacteria"
"Actinobacteria"	"C"	419	48	48	0.03792	0.03792	"Bacteria>Actinobacteria"
"Micrococcales"	"O"	510	14	14	0.01106	0.01106	"Bacteria>Actinobacteria>Actinobacteria"
"Micrococcaceae"	"F"	636	5	5	0.003951	0.003951	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales"
"Kocuria"	"G"	642	2	2	0.00158	0.00158	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"Micrococcus"	"G"	643	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"Nesterenkonia"	"G"	644	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"Paenarthrobacter"	"G"	14218	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"Microbacteriaceae"	"F"	580	4	4	0.00316	0.00316	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales"
"Microbacterium"	"G"	616	3	3	0.00237	0.00237	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"ML602J-51"	"G"	613	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Dermabacteraceae"	"F"	534	2	2	0.00158	0.00158	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales"
"Brachybacterium"	"G"	535	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Dermabacteraceae"
"Dermabacter"	"G"	536	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Dermabacteraceae"
"Brevibacteriaceae"	"F"	521	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales"
"Brevibacterium"	"G"	522	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Brevibacteriaceae"
"Dermacoccaceae"	"F"	539	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales"
"Barrientosiimonas"	"G"	11146	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Dermacoccaceae"
"Promicromonosporaceae"	"F"	654	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales"
"Isoptericola"	"G"	656	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Promicromonosporaceae"
"Corynebacteriales"	"O"	447	10	10	0.007901	0.007901	"Bacteria>Actinobacteria>Actinobacteria"
"Nocardiaceae"	"F"	460	6	6	0.004741	0.004741	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales"
"Rhodococcus"	"G"	464	6	6	0.004741	0.004741	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae"
"Corynebacteriaceae"	"F"	448	2	2	0.00158	0.00158	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales"
"Corynebacterium 1"	"G"	11143	2	2	0.00158	0.00158	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales>Corynebacteriaceae"
"Mycobacteriaceae"	"F"	457	2	2	0.00158	0.00158	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales"
"Mycobacterium"	"G"	459	2	2	0.00158	0.00158	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae"
"Streptomycetales"	"O"	765	10	10	0.007901	0.007901	"Bacteria>Actinobacteria>Actinobacteria"
"Streptomycetaceae"	"F"	766	10	10	0.007901	0.007901	"Bacteria>Actinobacteria>Actinobacteria>Streptomycetales"
"Streptomyces"	"G"	769	9	9	0.007111	0.007111	"Bacteria>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae"
"Streptacidiphilus"	"G"	768	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae"
"Propionibacteriales"	"O"	704	6	6	0.004741	0.004741	"Bacteria>Actinobacteria>Actinobacteria"
"Propionibacteriaceae"	"F"	714	6	6	0.004741	0.004741	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales"
"Cutibacterium"	"G"	24519	5	5	0.003951	0.003951	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Propionicimonas"	"G"	730	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Frankiales"	"O"	475	2	2	0.00158	0.00158	"Bacteria>Actinobacteria>Actinobacteria"
"Frankiaceae"	"F"	481	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Frankiales"
"Jatrophihabitans"	"G"	483	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Frankiales>Frankiaceae"
"uncultured"	"F"	496	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Frankiales"
"Pseudonocardiales"	"O"	735	2	2	0.00158	0.00158	"Bacteria>Actinobacteria>Actinobacteria"
"Pseudonocardiaceae"	"F"	736	2	2	0.00158	0.00158	"Bacteria>Actinobacteria>Actinobacteria>Pseudonocardiales"
"Pseudonocardia"	"G"	755	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae"
"Saccharopolyspora"	"G"	757	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae"
"Micromonosporales"	"O"	672	2	2	0.00158	0.00158	"Bacteria>Actinobacteria>Actinobacteria"
"Micromonosporaceae"	"F"	673	2	2	0.00158	0.00158	"Bacteria>Actinobacteria>Actinobacteria>Micromonosporales"
"Micromonospora"	"G"	688	2	2	0.00158	0.00158	"Bacteria>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae"
"Actinomycetales"	"O"	420	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria"
"Actinomycetaceae"	"F"	421	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Actinomycetales"
"Actinomyces"	"G"	423	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae"
"Streptosporangiales"	"O"	770	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria"
"Thermomonosporaceae"	"F"	800	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Streptosporangiales"
"Thermobispora"	"G"	805	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Streptosporangiales>Thermomonosporaceae"
"Acidimicrobiia"	"C"	401	9	9	0.007111	0.007111	"Bacteria>Actinobacteria"
"Microtrichales"	"O"	24483	5	5	0.003951	0.003951	"Bacteria>Actinobacteria>Acidimicrobiia"
"Ilumatobacteraceae"	"F"	24486	3	3	0.00237	0.00237	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales"
"CL500-29 marine group"	"G"	24487	3	3	0.00237	0.00237	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales>Ilumatobacteraceae"
"Iamiaceae"	"F"	24484	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales"
"Iamia"	"G"	24485	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales>Iamiaceae"
"Actinomarinales"	"O"	24478	2	2	0.00158	0.00158	"Bacteria>Actinobacteria>Acidimicrobiia"
"Actinomarinaceae"	"F"	24479	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Acidimicrobiia>Actinomarinales"
"Candidatus Actinomarina"	"G"	24480	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Acidimicrobiia>Actinomarinales>Actinomarinaceae"
"uncultured"	"F"	24481	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Acidimicrobiia>Actinomarinales"
"Acidimicrobiales"	"O"	402	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Acidimicrobiia"
"Acidimicrobiaceae"	"F"	403	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Acidimicrobiia>Acidimicrobiales"
"Ferrithrix"	"G"	407	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Acidimicrobiia>Acidimicrobiales>Acidimicrobiaceae"
"Coriobacteriia"	"C"	809	7	7	0.005531	0.005531	"Bacteria>Actinobacteria"
"Coriobacteriales"	"O"	810	7	7	0.005531	0.005531	"Bacteria>Actinobacteria>Coriobacteriia"
"Coriobacteriales Incertae Sedis"	"F"	24540	3	3	0.00237	0.00237	"Bacteria>Actinobacteria>Coriobacteriia>Coriobacteriales"
"uncultured"	"G"	24543	2	2	0.00158	0.00158	"Bacteria>Actinobacteria>Coriobacteriia>Coriobacteriales>Coriobacteriales&nbsp;Incertae&nbsp;Sedis"
"Atopobiaceae"	"F"	24533	2	2	0.00158	0.00158	"Bacteria>Actinobacteria>Coriobacteriia>Coriobacteriales"
"Olsenella"	"G"	24538	2	2	0.00158	0.00158	"Bacteria>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae"
"Eggerthellaceae"	"F"	24544	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Coriobacteriia>Coriobacteriales"
"Slackia"	"G"	24557	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Coriobacteriia>Coriobacteriales>Eggerthellaceae"
"uncultured"	"F"	24559	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Coriobacteriia>Coriobacteriales"
"Nitriliruptoria"	"C"	830	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria"
"Nitriliruptorales"	"O"	834	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Nitriliruptoria"
"Nitriliruptoraceae"	"F"	835	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Nitriliruptoria>Nitriliruptorales"
"Thermoleophilia"	"C"	844	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria"
"Gaiellales"	"O"	845	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Thermoleophilia"
"uncultured"	"F"	848	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Thermoleophilia>Gaiellales"
"WCHB1-81"	"C"	24570	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria"
"Cyanobacteria"	"P"	1500	52	52	0.04109	0.04109	"Bacteria"
"Oxyphotobacteria"	"C"	25227	49	49	0.03871	0.03871	"Bacteria>Cyanobacteria"
"Chloroplast"	"O"	25228	38	38	0.03002	0.03002	"Bacteria>Cyanobacteria>Oxyphotobacteria"
"Nostocales"	"O"	25273	6	6	0.004741	0.004741	"Bacteria>Cyanobacteria>Oxyphotobacteria"
"uncultured"	"F"	25461	2	2	0.00158	0.00158	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"Coleofasciculaceae"	"F"	25287	1	1	0.0007901	0.0007901	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"Wilmottia Ant-Ph58"	"G"	25298	1	1	0.0007901	0.0007901	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Coleofasciculaceae"
"Microcystaceae"	"F"	25317	1	1	0.0007901	0.0007901	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"Snowella 0TU37S04"	"G"	25329	1	1	0.0007901	0.0007901	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Microcystaceae"
"Nostocaceae"	"F"	25335	1	1	0.0007901	0.0007901	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"Phormidiaceae"	"F"	25433	1	1	0.0007901	0.0007901	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"uncultured"	"G"	25444	1	1	0.0007901	0.0007901	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Phormidiaceae"
"Phormidesmiales"	"O"	25483	3	3	0.00237	0.00237	"Bacteria>Cyanobacteria>Oxyphotobacteria"
"Phormidesmiaceae"	"F"	25492	3	3	0.00237	0.00237	"Bacteria>Cyanobacteria>Oxyphotobacteria>Phormidesmiales"
"Acrophormium PCC-7375"	"G"	25493	3	3	0.00237	0.00237	"Bacteria>Cyanobacteria>Oxyphotobacteria>Phormidesmiales>Phormidesmiaceae"
"Synechococcales"	"O"	25510	1	1	0.0007901	0.0007901	"Bacteria>Cyanobacteria>Oxyphotobacteria"
"Cyanobiaceae"	"F"	25511	1	1	0.0007901	0.0007901	"Bacteria>Cyanobacteria>Oxyphotobacteria>Synechococcales"
"Synechococcus CC9902"	"G"	25514	1	1	0.0007901	0.0007901	"Bacteria>Cyanobacteria>Oxyphotobacteria>Synechococcales>Cyanobiaceae"
"Oxyphotobacteria Incertae Sedis"	"O"	25462	1	1	0.0007901	0.0007901	"Bacteria>Cyanobacteria>Oxyphotobacteria"
"Unknown Family"	"F"	25463	1	1	0.0007901	0.0007901	"Bacteria>Cyanobacteria>Oxyphotobacteria>Oxyphotobacteria&nbsp;Incertae&nbsp;Sedis"
"Leptolyngbya ANT.L52.2"	"G"	25470	1	1	0.0007901	0.0007901	"Bacteria>Cyanobacteria>Oxyphotobacteria>Oxyphotobacteria&nbsp;Incertae&nbsp;Sedis>Unknown&nbsp;Family"
"Melainabacteria"	"C"	1589	3	3	0.00237	0.00237	"Bacteria>Cyanobacteria"
"Gastranaerophilales"	"O"	1591	2	2	0.00158	0.00158	"Bacteria>Cyanobacteria>Melainabacteria"
"Caenarcaniphilales"	"O"	1590	1	1	0.0007901	0.0007901	"Bacteria>Cyanobacteria>Melainabacteria"
"Planctomycetes"	"P"	2293	48	48	0.03792	0.03792	"Bacteria"
"Planctomycetacia"	"C"	2337	29	29	0.02291	0.02291	"Bacteria>Planctomycetes"
"Planctomycetales"	"O"	2349	9	9	0.007111	0.007111	"Bacteria>Planctomycetes>Planctomycetacia"
"uncultured"	"F"	25897	5	5	0.003951	0.003951	"Bacteria>Planctomycetes>Planctomycetacia>Planctomycetales"
"Schlesneriaceae"	"F"	25894	2	2	0.00158	0.00158	"Bacteria>Planctomycetes>Planctomycetacia>Planctomycetales"
"Planctopirus"	"G"	25895	2	2	0.00158	0.00158	"Bacteria>Planctomycetes>Planctomycetacia>Planctomycetales>Schlesneriaceae"
"Gimesiaceae"	"F"	25885	1	1	0.0007901	0.0007901	"Bacteria>Planctomycetes>Planctomycetacia>Planctomycetales"
"uncultured"	"G"	25887	1	1	0.0007901	0.0007901	"Bacteria>Planctomycetes>Planctomycetacia>Planctomycetales>Gimesiaceae"
"Rubinisphaeraceae"	"F"	25888	1	1	0.0007901	0.0007901	"Bacteria>Planctomycetes>Planctomycetacia>Planctomycetales"
"SH-PL14"	"G"	25892	1	1	0.0007901	0.0007901	"Bacteria>Planctomycetes>Planctomycetacia>Planctomycetales>Rubinisphaeraceae"
"Pirellulales"	"O"	25866	8	8	0.006321	0.006321	"Bacteria>Planctomycetes>Planctomycetacia"
"Pirellulaceae"	"F"	25867	8	8	0.006321	0.006321	"Bacteria>Planctomycetes>Planctomycetacia>Pirellulales"
"Termite planctomycete cluster"	"G"	25880	2	2	0.00158	0.00158	"Bacteria>Planctomycetes>Planctomycetacia>Pirellulales>Pirellulaceae"
"Pir4 lineage"	"G"	25875	2	2	0.00158	0.00158	"Bacteria>Planctomycetes>Planctomycetacia>Pirellulales>Pirellulaceae"
"Pirellula"	"G"	25876	1	1	0.0007901	0.0007901	"Bacteria>Planctomycetes>Planctomycetacia>Pirellulales>Pirellulaceae"
"uncultured"	"G"	25884	1	1	0.0007901	0.0007901	"Bacteria>Planctomycetes>Planctomycetacia>Pirellulales>Pirellulaceae"
"Rhodopirellula"	"G"	25877	1	1	0.0007901	0.0007901	"Bacteria>Planctomycetes>Planctomycetacia>Pirellulales>Pirellulaceae"
"Blastopirellula"	"G"	25868	1	1	0.0007901	0.0007901	"Bacteria>Planctomycetes>Planctomycetacia>Pirellulales>Pirellulaceae"
"Gemmatales"	"O"	25851	6	6	0.004741	0.004741	"Bacteria>Planctomycetes>Planctomycetacia"
"Gemmataceae"	"F"	25852	6	6	0.004741	0.004741	"Bacteria>Planctomycetes>Planctomycetacia>Gemmatales"
"Gemmata"	"G"	25854	3	3	0.00237	0.00237	"Bacteria>Planctomycetes>Planctomycetacia>Gemmatales>Gemmataceae"
"uncultured"	"G"	25857	3	3	0.00237	0.00237	"Bacteria>Planctomycetes>Planctomycetacia>Gemmatales>Gemmataceae"
"Isosphaerales"	"O"	25858	5	5	0.003951	0.003951	"Bacteria>Planctomycetes>Planctomycetacia"
"Isosphaeraceae"	"F"	25859	5	5	0.003951	0.003951	"Bacteria>Planctomycetes>Planctomycetacia>Isosphaerales"
"Singulisphaera"	"G"	25864	1	1	0.0007901	0.0007901	"Bacteria>Planctomycetes>Planctomycetacia>Isosphaerales>Isosphaeraceae"
"uncultured"	"G"	25865	1	1	0.0007901	0.0007901	"Bacteria>Planctomycetes>Planctomycetacia>Isosphaerales>Isosphaeraceae"
"Phycisphaerae"	"C"	2300	9	9	0.007111	0.007111	"Bacteria>Planctomycetes"
"Phycisphaerales"	"O"	2312	4	4	0.00316	0.00316	"Bacteria>Planctomycetes>Phycisphaerae"
"Phycisphaeraceae"	"F"	2316	3	3	0.00237	0.00237	"Bacteria>Planctomycetes>Phycisphaerae>Phycisphaerales"
"CL500-3"	"G"	2318	1	1	0.0007901	0.0007901	"Bacteria>Planctomycetes>Phycisphaerae>Phycisphaerales>Phycisphaeraceae"
"FS140-16B-02 marine group"	"G"	2319	1	1	0.0007901	0.0007901	"Bacteria>Planctomycetes>Phycisphaerae>Phycisphaerales>Phycisphaeraceae"
"uncultured"	"G"	11424	1	1	0.0007901	0.0007901	"Bacteria>Planctomycetes>Phycisphaerae>Phycisphaerales>Phycisphaeraceae"
"AKAU3564 sediment group"	"F"	2314	1	1	0.0007901	0.0007901	"Bacteria>Planctomycetes>Phycisphaerae>Phycisphaerales"
"MSBL9"	"O"	2310	3	3	0.00237	0.00237	"Bacteria>Planctomycetes>Phycisphaerae"
"SG8-4"	"F"	25846	2	2	0.00158	0.00158	"Bacteria>Planctomycetes>Phycisphaerae>MSBL9"
"L21-RPul-D3"	"F"	25845	1	1	0.0007901	0.0007901	"Bacteria>Planctomycetes>Phycisphaerae>MSBL9"
"Tepidisphaerales"	"O"	14496	1	1	0.0007901	0.0007901	"Bacteria>Planctomycetes>Phycisphaerae"
"WD2101 soil group"	"F"	25850	1	1	0.0007901	0.0007901	"Bacteria>Planctomycetes>Phycisphaerae>Tepidisphaerales"
"vadinHA49"	"C"	2374	3	3	0.00237	0.00237	"Bacteria>Planctomycetes"
"OM190"	"C"	2299	1	1	0.0007901	0.0007901	"Bacteria>Planctomycetes"
"Pla3 lineage"	"C"	2335	1	1	0.0007901	0.0007901	"Bacteria>Planctomycetes"
"Pla4 lineage"	"C"	2336	1	1	0.0007901	0.0007901	"Bacteria>Planctomycetes"
"Brocadiae"	"C"	25828	1	1	0.0007901	0.0007901	"Bacteria>Planctomycetes"
"Brocadiales"	"O"	25829	1	1	0.0007901	0.0007901	"Bacteria>Planctomycetes>Brocadiae"
"Scalinduaceae"	"F"	25837	1	1	0.0007901	0.0007901	"Bacteria>Planctomycetes>Brocadiae>Brocadiales"
"Candidatus Scalindua"	"G"	25838	1	1	0.0007901	0.0007901	"Bacteria>Planctomycetes>Brocadiae>Brocadiales>Scalinduaceae"
"ODP123"	"C"	25840	1	1	0.0007901	0.0007901	"Bacteria>Planctomycetes"
"SPG12-343-353-B69"	"C"	25899	1	1	0.0007901	0.0007901	"Bacteria>Planctomycetes"
"Chloroflexi"	"P"	1385	31	31	0.02449	0.02449	"Bacteria"
"Anaerolineae"	"C"	1386	14	14	0.01106	0.01106	"Bacteria>Chloroflexi"
"SBR1031"	"O"	25142	7	7	0.005531	0.005531	"Bacteria>Chloroflexi>Anaerolineae"
"A4b"	"F"	25143	5	5	0.003951	0.003951	"Bacteria>Chloroflexi>Anaerolineae>SBR1031"
"OLB13"	"G"	25144	1	1	0.0007901	0.0007901	"Bacteria>Chloroflexi>Anaerolineae>SBR1031>A4b"
"Anaerolineales"	"O"	1387	5	5	0.003951	0.003951	"Bacteria>Chloroflexi>Anaerolineae"
