"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_april_BC01.cladeReads"	"centrifuge_classification_april_BC02.cladeReads"	"centrifuge_classification_april_BC03.cladeReads"	"centrifuge_classification_april_BC04.cladeReads"	"centrifuge_classification_april_BC05.cladeReads"	"centrifuge_classification_april_BC06.cladeReads"	"centrifuge_classification_april_BC07.cladeReads"	"centrifuge_classification_april_BC08.cladeReads"	"centrifuge_classification_april_BC09.cladeReads"	"centrifuge_classification_april_BC10.cladeReads"	"centrifuge_classification_april_BC11.cladeReads"	"centrifuge_classification_april_BC12.cladeReads"	"Max.1"	"centrifuge_classification_april_BC01.cladeReads.."	"centrifuge_classification_april_BC02.cladeReads.."	"centrifuge_classification_april_BC03.cladeReads.."	"centrifuge_classification_april_BC04.cladeReads.."	"centrifuge_classification_april_BC05.cladeReads.."	"centrifuge_classification_april_BC06.cladeReads.."	"centrifuge_classification_april_BC07.cladeReads.."	"centrifuge_classification_april_BC08.cladeReads.."	"centrifuge_classification_april_BC09.cladeReads.."	"centrifuge_classification_april_BC10.cladeReads.."	"centrifuge_classification_april_BC11.cladeReads.."	"centrifuge_classification_april_BC12.cladeReads.."	"lineage"
"Listeria"	"G"	1637	6717	NA	1	54	97	2	27	25	6717	16	41	27	2	1.858	NA	0.008666	0.0244	0.03202	0.2157	0.0135	0.01081	1.858	0.00692	0.01333	0.01348	0.8734	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae"
"Listeria monocytogenes"	"S"	1639	5858	NA	1	51	95	2	26	23	5858	14	39	26	2	1.62	NA	0.008666	0.02305	0.03136	0.2157	0.013	0.009947	1.62	0.006055	0.01268	0.01298	0.8734	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria"
"Clostridium septicum"	"S"	1504	62	NA	1	62	13	NA	6	6	4	6	28	8	NA	0.02802	NA	0.008666	0.02802	0.004291	NA	0.003	0.002595	0.001106	0.002595	0.009103	0.003994	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium chauvoei"	"S"	46867	38	NA	1	38	12	NA	4	6	NA	3	8	6	NA	0.01717	NA	0.008666	0.01717	0.003961	NA	0.002	0.002595	NA	0.001297	0.002601	0.002995	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"unclassified Hungateiclostridiaceae"	"-"	2305130	20	NA	1	20	16	NA	3	5	8	8	19	8	NA	0.009039	NA	0.008666	0.009039	0.005281	NA	0.0015	0.002162	0.002212	0.00346	0.006177	0.003994	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Hungateiclostridiaceae"
"Hungateiclostridiaceae bacterium KB18"	"S"	1834198	20	NA	1	20	16	NA	3	5	8	8	19	8	NA	0.009039	NA	0.008666	0.009039	0.005281	NA	0.0015	0.002162	0.002212	0.00346	0.006177	0.003994	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Hungateiclostridiaceae>unclassified&nbsp;Hungateiclostridiaceae"
"Halobacteroidaceae"	"F"	53434	46	NA	1	16	39	NA	44	37	30	46	38	28	NA	0.022	NA	0.008666	0.007231	0.01287	NA	0.022	0.016	0.008297	0.01989	0.01235	0.01398	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Halanaerobiales"
"Thermoanaerobacterales Family III. Incertae Sedis"	"F"	543371	31	NA	1	19	31	NA	19	13	13	12	24	14	NA	0.01023	NA	0.008666	0.008587	0.01023	NA	0.0095	0.005622	0.003595	0.00519	0.007803	0.006989	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales"
"Thermoanaerobacterium"	"G"	28895	8	NA	1	1	7	NA	NA	1	8	NA	7	1	NA	0.008666	NA	0.008666	0.0004519	0.002311	NA	NA	0.0004325	0.002212	NA	0.002276	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacterales&nbsp;Family&nbsp;III.&nbsp;Incertae&nbsp;Sedis"
"Veillonella"	"G"	29465	36	NA	1	19	8	NA	2	NA	36	6	10	5	NA	0.009956	NA	0.008666	0.008587	0.002641	NA	0.001	NA	0.009956	0.002595	0.003251	0.002496	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Negativicutes>Veillonellales>Veillonellaceae"
"Murdochiella"	"G"	1161127	13	NA	1	3	13	NA	12	7	NA	5	3	3	NA	0.008666	NA	0.008666	0.001356	0.004291	NA	0.006	0.003027	NA	0.002162	0.0009754	0.001498	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Tissierellia>Tissierellales>Peptoniphilaceae"
"Murdochiella vaginalis"	"S"	1852373	13	NA	1	3	13	NA	12	7	NA	5	3	3	NA	0.008666	NA	0.008666	0.001356	0.004291	NA	0.006	0.003027	NA	0.002162	0.0009754	0.001498	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Tissierellia>Tissierellales>Peptoniphilaceae>Murdochiella"
"Prochlorococcus marinus str. NATL2A"	"-"	59920	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.008666	NA	0.008666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Prochloraceae>Prochlorococcus>Prochlorococcus&nbsp;marinus"
"Microcystis sp. MC19"	"S"	1967666	97	NA	1	16	35	NA	97	35	NA	62	16	25	NA	0.0485	NA	0.008666	0.007231	0.01155	NA	0.0485	0.01514	NA	0.02681	0.005202	0.01248	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Microcystaceae>Microcystis"
"Cyanothece sp. ATCC 51142"	"S"	43989	142	NA	4	17	38	NA	142	56	NA	91	7	70	1	0.4367	NA	0.03466	0.007683	0.01254	NA	0.071	0.02422	NA	0.03936	0.002276	0.03495	0.4367	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Cyanothecaceae>Cyanothece"
"Arthrospira"	"G"	35823	23	NA	1	16	12	NA	21	12	NA	23	3	9	NA	0.0105	NA	0.008666	0.007231	0.003961	NA	0.0105	0.00519	NA	0.009947	0.0009754	0.004493	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Microcoleaceae"
"Arthrospira sp. TJSD092"	"S"	2153484	23	NA	1	16	12	NA	21	12	NA	23	3	9	NA	0.0105	NA	0.008666	0.007231	0.003961	NA	0.0105	0.00519	NA	0.009947	0.0009754	0.004493	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Microcoleaceae>Arthrospira"
"Gomontiellaceae"	"F"	1892255	45	NA	1	14	21	NA	45	28	NA	21	13	19	NA	0.0225	NA	0.008666	0.006327	0.006932	NA	0.0225	0.01211	NA	0.009082	0.004227	0.009485	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales"
"Crinalium"	"G"	241421	45	NA	1	14	21	NA	45	28	NA	21	13	19	NA	0.0225	NA	0.008666	0.006327	0.006932	NA	0.0225	0.01211	NA	0.009082	0.004227	0.009485	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Gomontiellaceae"
"Crinalium epipsammum"	"S"	241425	45	NA	1	14	21	NA	45	28	NA	21	13	19	NA	0.0225	NA	0.008666	0.006327	0.006932	NA	0.0225	0.01211	NA	0.009082	0.004227	0.009485	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Gomontiellaceae>Crinalium"
"Crinalium epipsammum PCC 9333"	"-"	1173022	45	NA	1	14	21	NA	45	28	NA	21	13	19	NA	0.0225	NA	0.008666	0.006327	0.006932	NA	0.0225	0.01211	NA	0.009082	0.004227	0.009485	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Gomontiellaceae>Crinalium>Crinalium&nbsp;epipsammum"
"Microbacterium sp. DFW100M-13"	"S"	2509458	1	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	0.008666	NA	0.008666	0.0004519	NA	NA	NA	NA	0.0002766	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Microbacterium"
"Corynebacterium geronticis"	"S"	2079234	12	NA	1	12	4	NA	5	3	1	4	5	4	NA	0.008666	NA	0.008666	0.005423	0.00132	NA	0.0025	0.001297	0.0002766	0.00173	0.001626	0.001997	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Corynebacteriaceae>Corynebacterium"
"Mycobacteriaceae"	"F"	1762	57	NA	1	48	54	NA	31	29	11	29	57	20	1	0.4367	NA	0.008666	0.02169	0.01782	NA	0.0155	0.01254	0.003042	0.01254	0.01853	0.009985	0.4367	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales"
"Mycobacterium"	"G"	1763	36	NA	1	21	36	NA	24	16	10	23	33	18	NA	0.012	NA	0.008666	0.009491	0.01188	NA	0.012	0.00692	0.002766	0.009947	0.01073	0.008986	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae"
"Mycobacterium marinum"	"S"	1781	32	NA	1	17	32	NA	17	11	5	20	23	15	NA	0.01056	NA	0.008666	0.007683	0.01056	NA	0.0085	0.004757	0.001383	0.00865	0.007478	0.007489	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium"
"Trueperella"	"G"	1069494	23	NA	1	8	23	NA	3	11	NA	5	15	1	NA	0.008666	NA	0.008666	0.003615	0.007592	NA	0.0015	0.004757	NA	0.002162	0.004877	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae"
"Trueperella pyogenes"	"S"	1661	23	NA	1	8	23	NA	3	10	NA	5	15	1	NA	0.008666	NA	0.008666	0.003615	0.007592	NA	0.0015	0.004325	NA	0.002162	0.004877	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Trueperella"
"Actinobacteria bacterium IMCC19121"	"S"	1848754	31	NA	1	16	9	NA	20	21	1	31	21	18	1	0.4367	NA	0.008666	0.007231	0.002971	NA	0.01	0.009082	0.0002766	0.01341	0.006828	0.008986	0.4367	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>unclassified&nbsp;Actinobacteria"
"Acholeplasma hippikon"	"S"	264636	4	NA	1	2	4	NA	NA	4	1	NA	NA	1	NA	0.008666	NA	0.008666	0.0009039	0.00132	NA	NA	0.00173	0.0002766	NA	NA	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Acholeplasmatales>Acholeplasmataceae>Acholeplasma"
"Deinococcus ficus"	"S"	317577	136	NA	1	14	33	NA	21	22	136	27	17	24	NA	0.03761	NA	0.008666	0.006327	0.01089	NA	0.0105	0.009515	0.03761	0.01168	0.005527	0.01198	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Deinococcus&#x2011;Thermus>Deinococci>Deinococcales>Deinococcaceae>Deinococcus"
"Deinococcus irradiatisoli"	"S"	2202254	3	NA	1	3	NA	NA	NA	1	NA	1	3	NA	NA	0.008666	NA	0.008666	0.001356	NA	NA	NA	0.0004325	NA	0.0004325	0.0009754	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Deinococcus&#x2011;Thermus>Deinococci>Deinococcales>Deinococcaceae>Deinococcus"
"Planctomyces sp. SH-PL14"	"S"	1632864	82	NA	1	35	71	NA	17	27	NA	5	82	3	NA	0.02666	NA	0.008666	0.01582	0.02344	NA	0.0085	0.01168	NA	0.002162	0.02666	0.001498	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Planctomycetaceae>Planctomyces"
"Treponema succinifaciens"	"S"	167	7	NA	1	2	7	NA	2	3	NA	2	3	2	NA	0.008666	NA	0.008666	0.0009039	0.002311	NA	0.001	0.001297	NA	0.000865	0.0009754	0.0009985	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae>Treponema"
"Treponema succinifaciens DSM 2489"	"-"	869209	7	NA	1	2	7	NA	2	3	NA	2	3	2	NA	0.008666	NA	0.008666	0.0009039	0.002311	NA	0.001	0.001297	NA	0.000865	0.0009754	0.0009985	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae>Treponema>Treponema&nbsp;succinifaciens"
"Spirochaeta thermophila"	"S"	154	13	NA	1	13	9	NA	2	2	2	NA	6	1	NA	0.008666	NA	0.008666	0.005875	0.002971	NA	0.001	0.000865	0.0005531	NA	0.001951	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae>Spirochaeta"
"Fusobacterium mortiferum"	"S"	850	5	NA	1	NA	1	NA	5	2	4	4	1	4	NA	0.008666	NA	0.008666	NA	0.0003301	NA	0.0025	0.000865	0.001106	0.00173	0.0003251	0.001997	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Fusobacterium"
"Fusobacterium mortiferum ATCC 9817"	"-"	469616	5	NA	1	NA	1	NA	5	2	4	4	1	4	NA	0.008666	NA	0.008666	NA	0.0003301	NA	0.0025	0.000865	0.001106	0.00173	0.0003251	0.001997	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Fusobacterium>Fusobacterium&nbsp;mortiferum"
"Aquificales"	"O"	32069	106	NA	2	19	55	NA	106	57	6	75	23	52	1	0.4367	NA	0.01733	0.008587	0.01815	NA	0.053	0.02465	0.001659	0.03244	0.007478	0.02596	0.4367	"cellular&nbsp;organisms>Bacteria>Aquificae>Aquificae"
"Aquificaceae"	"F"	64898	21	NA	1	2	13	NA	21	16	1	12	6	10	NA	0.0105	NA	0.008666	0.0009039	0.004291	NA	0.0105	0.00692	0.0002766	0.00519	0.001951	0.004992	NA	"cellular&nbsp;organisms>Bacteria>Aquificae>Aquificae>Aquificales"
"Hydrogenothermaceae"	"F"	224027	28	NA	1	9	11	NA	28	11	3	25	7	13	NA	0.014	NA	0.008666	0.004067	0.003631	NA	0.014	0.004757	0.0008297	0.01081	0.002276	0.00649	NA	"cellular&nbsp;organisms>Bacteria>Aquificae>Aquificae>Aquificales"
"Sulfurihydrogenibium"	"G"	212790	12	NA	1	5	6	NA	12	6	2	6	4	1	NA	0.008666	NA	0.008666	0.00226	0.001981	NA	0.006	0.002595	0.0005531	0.002595	0.0013	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Aquificae>Aquificae>Aquificales>Hydrogenothermaceae"
"Sulfurihydrogenibium sp. YO3AOP1"	"S"	436114	1	NA	1	1	NA	NA	NA	1	NA	NA	1	NA	NA	0.008666	NA	0.008666	0.0004519	NA	NA	NA	0.0004325	NA	NA	0.0003251	NA	NA	"cellular&nbsp;organisms>Bacteria>Aquificae>Aquificae>Aquificales>Hydrogenothermaceae>Sulfurihydrogenibium"
"Acetomicrobium"	"G"	49894	26	NA	1	5	26	NA	10	3	NA	5	13	4	NA	0.008666	NA	0.008666	0.00226	0.008582	NA	0.005	0.001297	NA	0.002162	0.004227	0.001997	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae"
"Acetomicrobium mobile"	"S"	97477	26	NA	1	5	26	NA	10	3	NA	5	13	4	NA	0.008666	NA	0.008666	0.00226	0.008582	NA	0.005	0.001297	NA	0.002162	0.004227	0.001997	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae>Acetomicrobium"
"Acetomicrobium mobile DSM 13181"	"-"	891968	26	NA	1	5	26	NA	10	3	NA	5	13	4	NA	0.008666	NA	0.008666	0.00226	0.008582	NA	0.005	0.001297	NA	0.002162	0.004227	0.001997	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae>Acetomicrobium>Acetomicrobium&nbsp;mobile"
"Variovorax paradoxus B4"	"-"	1246301	16	NA	NA	2	2	NA	1	9	NA	2	16	2	NA	0.005202	NA	NA	0.0009039	0.0006602	NA	5e-04	0.003892	NA	0.000865	0.005202	0.0009985	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Variovorax>Variovorax&nbsp;paradoxus"
"Methylibium petroleiphilum"	"S"	105560	9	NA	NA	1	2	NA	2	NA	NA	NA	9	NA	NA	0.002926	NA	NA	0.0004519	0.0006602	NA	0.001	NA	NA	NA	0.002926	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Methylibium"
"Methylibium petroleiphilum PM1"	"-"	420662	9	NA	NA	1	2	NA	2	NA	NA	NA	9	NA	NA	0.002926	NA	NA	0.0004519	0.0006602	NA	0.001	NA	NA	NA	0.002926	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Methylibium>Methylibium&nbsp;petroleiphilum"
"Thiomonas intermedia K12"	"-"	75379	16	NA	NA	16	9	NA	3	1	NA	3	4	2	NA	0.007231	NA	NA	0.007231	0.002971	NA	0.0015	0.0004325	NA	0.001297	0.0013	0.0009985	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Thiomonas>Thiomonas&nbsp;intermedia"
"Janthinobacterium sp. Marseille"	"S"	375286	44	NA	NA	16	21	NA	24	27	NA	12	44	31	NA	0.01548	NA	NA	0.007231	0.006932	NA	0.012	0.01168	NA	0.00519	0.01431	0.01548	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Janthinobacterium"
"Collimonas fungivorans Ter331"	"-"	1005048	7	NA	NA	5	5	NA	6	3	NA	2	7	4	NA	0.003	NA	NA	0.00226	0.00165	NA	0.003	0.001297	NA	0.000865	0.002276	0.001997	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Collimonas>Collimonas&nbsp;fungivorans"
"Collimonas pratensis"	"S"	279113	15	NA	NA	5	6	NA	5	15	NA	9	12	5	NA	0.006487	NA	NA	0.00226	0.001981	NA	0.0025	0.006487	NA	0.003892	0.003901	0.002496	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Collimonas"
"Oxalobacter"	"G"	846	59	NA	NA	28	59	NA	6	9	1	12	28	14	NA	0.01948	NA	NA	0.01265	0.01948	NA	0.003	0.003892	0.0002766	0.00519	0.009103	0.006989	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae"
"Oxalobacter formigenes"	"S"	847	59	NA	NA	28	59	NA	6	9	1	12	28	14	NA	0.01948	NA	NA	0.01265	0.01948	NA	0.003	0.003892	0.0002766	0.00519	0.009103	0.006989	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Oxalobacter"
"Burkholderia pseudomallei MSHR305"	"-"	1335307	12	NA	NA	4	3	NA	4	4	NA	2	12	1	NA	0.003901	NA	NA	0.001808	0.0009903	NA	0.002	0.00173	NA	0.000865	0.003901	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>pseudomallei&nbsp;group>Burkholderia&nbsp;pseudomallei"
"Burkholderia pseudomallei HBPUB10134a"	"-"	1306418	3	NA	NA	3	NA	NA	1	1	NA	NA	2	NA	NA	0.001356	NA	NA	0.001356	NA	NA	5e-04	0.0004325	NA	NA	0.0006502	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>pseudomallei&nbsp;group>Burkholderia&nbsp;pseudomallei"
"Burkholderia pseudomallei MSHR491"	"-"	1249473	2	NA	NA	2	2	NA	1	1	NA	1	2	2	NA	0.0009985	NA	NA	0.0009039	0.0006602	NA	5e-04	0.0004325	NA	0.0004325	0.0006502	0.0009985	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>pseudomallei&nbsp;group>Burkholderia&nbsp;pseudomallei"
"Burkholderia pseudomallei 576"	"-"	557724	5	NA	NA	1	3	NA	NA	1	1	NA	5	1	NA	0.001626	NA	NA	0.0004519	0.0009903	NA	NA	0.0004325	0.0002766	NA	0.001626	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>pseudomallei&nbsp;group>Burkholderia&nbsp;pseudomallei"
"Burkholderia pseudomallei MSHR62"	"-"	1435984	1	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0004519	NA	NA	0.0004519	NA	NA	NA	NA	NA	NA	0.0003251	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>pseudomallei&nbsp;group>Burkholderia&nbsp;pseudomallei"
"Burkholderia mallei ATCC 23344"	"-"	243160	5	NA	NA	4	2	NA	1	4	NA	NA	5	1	NA	0.001808	NA	NA	0.001808	0.0006602	NA	5e-04	0.00173	NA	NA	0.001626	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>pseudomallei&nbsp;group>Burkholderia&nbsp;mallei"
"Burkholderia mallei NCTC 10247"	"-"	320389	6	NA	NA	2	2	NA	1	1	NA	NA	6	NA	NA	0.001951	NA	NA	0.0009039	0.0006602	NA	5e-04	0.0004325	NA	NA	0.001951	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>pseudomallei&nbsp;group>Burkholderia&nbsp;mallei"
"Burkholderia thailandensis E254"	"-"	1249665	1	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0004519	NA	NA	0.0004519	NA	NA	NA	NA	NA	NA	0.0003251	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>pseudomallei&nbsp;group>Burkholderia&nbsp;thailandensis"
"Burkholderia sp. BDU8"	"S"	1385592	3	NA	NA	1	3	NA	NA	1	NA	NA	2	NA	NA	0.0009903	NA	NA	0.0004519	0.0009903	NA	NA	0.0004325	NA	NA	0.0006502	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>pseudomallei&nbsp;group"
"[Pseudomonas] mesoacidophila"	"S"	265293	5	NA	NA	5	1	NA	1	1	NA	NA	NA	1	NA	0.00226	NA	NA	0.00226	0.0003301	NA	5e-04	0.0004325	NA	NA	NA	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia sp. LA-2-3-30-S1-D2"	"S"	1637862	15	NA	NA	5	7	NA	1	1	NA	6	15	4	NA	0.004877	NA	NA	0.00226	0.002311	NA	5e-04	0.0004325	NA	0.002595	0.004877	0.001997	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia ambifaria"	"S"	152480	5	NA	NA	3	NA	NA	1	3	1	NA	5	NA	NA	0.001626	NA	NA	0.001356	NA	NA	5e-04	0.001297	0.0002766	NA	0.001626	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia ambifaria AMMD"	"-"	339670	5	NA	NA	3	NA	NA	1	3	1	NA	5	NA	NA	0.001626	NA	NA	0.001356	NA	NA	5e-04	0.001297	0.0002766	NA	0.001626	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex>Burkholderia&nbsp;ambifaria"
"Burkholderia contaminans"	"S"	488447	7	NA	NA	2	4	NA	NA	1	1	NA	7	1	NA	0.002276	NA	NA	0.0009039	0.00132	NA	NA	0.0004325	0.0002766	NA	0.002276	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia vietnamiensis"	"S"	60552	5	NA	NA	1	1	NA	3	2	NA	5	2	3	NA	0.002162	NA	NA	0.0004519	0.0003301	NA	0.0015	0.000865	NA	0.002162	0.0006502	0.001498	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
