"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_june_BC01.cladeReads"	"kraken2_16s_k21_classification_june_BC02.cladeReads"	"kraken2_16s_k21_classification_june_BC03.cladeReads"	"kraken2_16s_k21_classification_june_BC04.cladeReads"	"kraken2_16s_k21_classification_june_BC05.cladeReads"	"kraken2_16s_k21_classification_june_BC06.cladeReads"	"kraken2_16s_k21_classification_june_BC07.cladeReads"	"kraken2_16s_k21_classification_june_BC08.cladeReads"	"kraken2_16s_k21_classification_june_BC09.cladeReads"	"kraken2_16s_k21_classification_june_BC10.cladeReads"	"kraken2_16s_k21_classification_june_BC11.cladeReads"	"kraken2_16s_k21_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_june_BC01.cladeReads.."	"kraken2_16s_k21_classification_june_BC02.cladeReads.."	"kraken2_16s_k21_classification_june_BC03.cladeReads.."	"kraken2_16s_k21_classification_june_BC04.cladeReads.."	"kraken2_16s_k21_classification_june_BC05.cladeReads.."	"kraken2_16s_k21_classification_june_BC06.cladeReads.."	"kraken2_16s_k21_classification_june_BC07.cladeReads.."	"kraken2_16s_k21_classification_june_BC08.cladeReads.."	"kraken2_16s_k21_classification_june_BC09.cladeReads.."	"kraken2_16s_k21_classification_june_BC10.cladeReads.."	"kraken2_16s_k21_classification_june_BC11.cladeReads.."	"kraken2_16s_k21_classification_june_BC12.cladeReads.."	"lineage"
"Kozakia"	"G"	25922	1	NA	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.01916	NA	0.01916	0.0007192	NA	0.0006479	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Prevotellaceae UCG-001"	"G"	11186	4	NA	1	1	NA	4	NA	1	NA	NA	NA	2	NA	4.762	NA	0.01916	0.0007192	NA	0.002592	NA	4.762	NA	NA	NA	0.002924	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae"
"Desulfosporosinus"	"G"	2032	1	NA	1	NA	NA	1	NA	NA	1	NA	NA	NA	NA	0.01916	NA	0.01916	NA	NA	0.0006479	NA	NA	0.0006265	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"Microcella"	"G"	617	3	NA	1	NA	NA	1	NA	NA	NA	NA	NA	3	NA	0.01916	NA	0.01916	NA	NA	0.0006479	NA	NA	NA	NA	NA	0.004387	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"uncultured"	"G"	25158	1	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01916	NA	0.01916	0.0007192	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Chloroflexia>Chloroflexales>Roseiflexaceae"
"Geitlerinemaceae"	"F"	25312	3	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002158	NA	NA	0.002158	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"Geitlerinema PCC-7105"	"G"	25313	3	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002158	NA	NA	0.002158	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Geitlerinemaceae"
"Rubidibacteraceae"	"F"	25447	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001438	NA	NA	0.001438	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"Dactylococcopsis PCC-8305"	"G"	25448	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001438	NA	NA	0.001438	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Rubidibacteraceae"
"Nostocales Incertae Sedis"	"F"	25405	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007192	NA	NA	0.0007192	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"Roseofilum AO1-A"	"G"	25413	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007192	NA	NA	0.0007192	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Nostocales&nbsp;Incertae&nbsp;Sedis"
"Microcystaceae"	"F"	25317	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007192	NA	NA	0.0007192	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"Chalicogloea CCALA 975"	"G"	25319	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007192	NA	NA	0.0007192	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Microcystaceae"
"Synechococcales Incertae Sedis"	"F"	25523	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007192	NA	NA	0.0007192	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Synechococcales"
"Schizothrix LEGE 07164"	"G"	25524	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007192	NA	NA	0.0007192	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Synechococcales>Synechococcales&nbsp;Incertae&nbsp;Sedis"
"Vampirovibrionales"	"O"	1593	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001462	NA	NA	0.001438	NA	NA	NA	NA	NA	NA	NA	0.001462	NA	"Bacteria>Cyanobacteria>Melainabacteria"
"Caldimonas"	"G"	26371	6	NA	NA	2	NA	1	NA	NA	NA	NA	NA	6	NA	0.008773	NA	NA	0.001438	NA	0.0006479	NA	NA	NA	NA	NA	0.008773	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Rubrivivax"	"G"	26449	12	NA	NA	2	NA	11	NA	NA	NA	NA	NA	12	NA	0.01755	NA	NA	0.001438	NA	0.007127	NA	NA	NA	NA	NA	0.01755	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Candidimonas"	"G"	26381	8	NA	NA	1	NA	5	NA	NA	NA	NA	NA	8	NA	0.0117	NA	NA	0.0007192	NA	0.003239	NA	NA	NA	NA	NA	0.0117	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"RS62 marine group"	"G"	26442	11	NA	NA	1	NA	11	NA	NA	1	NA	NA	9	NA	0.01316	NA	NA	0.0007192	NA	0.007127	NA	NA	0.0006265	NA	NA	0.01316	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Paucimonas"	"G"	26431	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007192	NA	NA	0.0007192	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"C39"	"G"	26560	13	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	13	NA	0.01901	NA	NA	0.001438	NA	NA	NA	NA	NA	NA	NA	0.01901	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Uliginosibacterium"	"G"	26578	14	NA	NA	2	NA	2	NA	NA	NA	NA	NA	14	NA	0.02047	NA	NA	0.001438	NA	0.001296	NA	NA	NA	NA	NA	0.02047	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Azovibrio"	"G"	26559	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	0.001462	NA	NA	0.0007192	NA	0.0006479	NA	NA	NA	NA	NA	0.001462	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Dechlorosoma"	"G"	26564	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001462	NA	NA	0.0007192	NA	NA	NA	NA	NA	NA	NA	0.001462	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Propionivibrio"	"G"	26571	2	NA	NA	1	NA	1	NA	NA	NA	NA	NA	2	NA	0.002924	NA	NA	0.0007192	NA	0.0006479	NA	NA	NA	NA	NA	0.002924	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Niveibacterium"	"G"	26570	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0007192	NA	NA	0.0007192	NA	0.0006479	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Dechlorobacter"	"G"	26562	2	NA	NA	1	NA	1	NA	NA	NA	NA	NA	2	NA	0.002924	NA	NA	0.0007192	NA	0.0006479	NA	NA	NA	NA	NA	0.002924	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"mle1-7"	"G"	26550	3	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	3	NA	0.004387	NA	NA	0.0007192	NA	NA	NA	NA	NA	NA	NA	0.004387	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"Candidatus Methylopumilus"	"G"	26516	8	NA	NA	1	NA	2	NA	NA	1	NA	NA	8	NA	0.0117	NA	NA	0.0007192	NA	0.001296	NA	NA	0.0006265	NA	NA	0.0117	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Kingella"	"G"	26531	4	NA	NA	2	NA	1	NA	NA	1	NA	NA	4	NA	0.005849	NA	NA	0.001438	NA	0.0006479	NA	NA	0.0006265	NA	NA	0.005849	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Neisseriaceae"
"Hydrogenophilus"	"G"	26505	6	NA	NA	1	NA	6	NA	NA	NA	NA	NA	5	NA	0.007311	NA	NA	0.0007192	NA	0.003887	NA	NA	NA	NA	NA	0.007311	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Hydrogenophilaceae"
"Candidatus Nitrotoga"	"G"	26498	3	NA	NA	3	NA	1	NA	NA	NA	NA	NA	NA	NA	0.002158	NA	NA	0.002158	NA	0.0006479	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Gallionellaceae"
"Paludibacterium"	"G"	26491	2	NA	NA	2	NA	1	NA	NA	NA	NA	NA	1	NA	0.001462	NA	NA	0.001438	NA	0.0006479	NA	NA	NA	NA	NA	0.001462	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chromobacteriaceae"
"Procabacteriaceae"	"F"	26553	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007192	NA	NA	0.0007192	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Procabacter"	"G"	26554	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007192	NA	NA	0.0007192	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Procabacteriaceae"
"Thiopseudomonas"	"G"	14683	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007192	NA	NA	0.0007192	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae"
"Enhydrobacter"	"G"	3713	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007192	NA	NA	0.0007192	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"Dickeya"	"G"	3500	114	NA	NA	3	NA	NA	NA	NA	114	NA	NA	5	NA	0.07142	NA	NA	0.002158	NA	NA	NA	NA	0.07142	NA	NA	0.007311	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"uncultured"	"G"	3534	13	NA	NA	3	NA	1	NA	NA	13	NA	NA	NA	NA	0.008145	NA	NA	0.002158	NA	0.0006479	NA	NA	0.008145	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Xenorhabdus"	"G"	3530	47	NA	NA	2	NA	NA	NA	NA	47	NA	NA	2	NA	0.02945	NA	NA	0.001438	NA	NA	NA	NA	0.02945	NA	NA	0.002924	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Candidatus Ecksteinia"	"G"	14631	5	NA	NA	1	NA	NA	NA	NA	5	NA	NA	NA	NA	0.003133	NA	NA	0.0007192	NA	NA	NA	NA	0.003133	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Candidatus Curculioniphilus"	"G"	3480	22	NA	NA	1	NA	NA	NA	NA	22	NA	NA	1	NA	0.01378	NA	NA	0.0007192	NA	NA	NA	NA	0.01378	NA	NA	0.001462	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Raoultella"	"G"	3521	85	NA	NA	1	NA	NA	NA	NA	85	NA	NA	2	NA	0.05325	NA	NA	0.0007192	NA	NA	NA	NA	0.05325	NA	NA	0.002924	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Rahnella"	"G"	3520	97	NA	NA	1	NA	1	NA	NA	97	NA	NA	1	NA	0.06077	NA	NA	0.0007192	NA	0.0006479	NA	NA	0.06077	NA	NA	0.001462	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Photorhabdus"	"G"	3515	13	NA	NA	1	NA	1	NA	NA	13	NA	NA	1	NA	0.008145	NA	NA	0.0007192	NA	0.0006479	NA	NA	0.008145	NA	NA	0.001462	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Gibbsiella"	"G"	14635	11	NA	NA	1	NA	NA	NA	NA	11	NA	NA	NA	NA	0.006892	NA	NA	0.0007192	NA	NA	NA	NA	0.006892	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Hafnia-Obesumbacterium"	"G"	14636	11	NA	NA	1	NA	NA	NA	NA	11	NA	NA	3	NA	0.006892	NA	NA	0.0007192	NA	NA	NA	NA	0.006892	NA	NA	0.004387	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Cronobacter"	"G"	3499	184	NA	NA	1	NA	1	NA	NA	184	NA	NA	NA	NA	0.1153	NA	NA	0.0007192	NA	0.0006479	NA	NA	0.1153	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Rehaibacterium"	"G"	3814	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001462	NA	NA	0.001438	NA	NA	NA	NA	NA	NA	NA	0.001462	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"Pseudoxanthomonas"	"G"	3813	11	NA	NA	2	NA	11	NA	NA	1	NA	NA	11	NA	0.01608	NA	NA	0.001438	NA	0.007127	NA	NA	0.0006265	NA	NA	0.01608	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"Frateuria"	"G"	26870	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001462	NA	NA	0.0007192	NA	NA	NA	NA	NA	NA	NA	0.001462	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae"
"Moritellaceae"	"F"	3388	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001462	NA	NA	0.0007192	NA	NA	NA	NA	NA	NA	NA	0.001462	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Moritella"	"G"	3389	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001462	NA	NA	0.0007192	NA	NA	NA	NA	NA	NA	NA	0.001462	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Moritellaceae"
"Halovibrio"	"G"	3618	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007192	NA	NA	0.0007192	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae"
"Cobetia"	"G"	3615	1	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0007192	NA	NA	0.0007192	NA	NA	NA	NA	0.0006265	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae"
"Nitrincolaceae"	"F"	26768	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0007192	NA	NA	0.0007192	NA	0.0006479	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Nitrincola"	"G"	26776	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007192	NA	NA	0.0007192	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Nitrincolaceae"
"Succinivibrionaceae"	"F"	3326	4	NA	NA	1	NA	1	NA	NA	4	NA	NA	2	NA	0.002924	NA	NA	0.0007192	NA	0.0006479	NA	NA	0.002506	NA	NA	0.002924	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales"
"Succinivibrio"	"G"	3331	3	NA	NA	1	NA	1	NA	NA	3	NA	NA	2	NA	0.002924	NA	NA	0.0007192	NA	0.0006479	NA	NA	0.00188	NA	NA	0.002924	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Succinivibrionaceae"
"Photobacterium"	"G"	3781	6	NA	NA	1	NA	NA	NA	NA	6	NA	NA	1	NA	0.003759	NA	NA	0.0007192	NA	NA	NA	NA	0.003759	NA	NA	0.001462	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Frederiksenia"	"G"	14674	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007192	NA	NA	0.0007192	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae"
"Crenothrix"	"G"	26695	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001462	NA	NA	0.0007192	NA	NA	NA	NA	NA	NA	NA	0.001462	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylomonaceae"
"Acidithiobacillales"	"O"	3307	4	NA	NA	2	NA	4	NA	NA	NA	NA	NA	2	NA	0.002924	NA	NA	0.001438	NA	0.002592	NA	NA	NA	NA	NA	0.002924	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Acidithiobacillaceae"	"F"	3309	4	NA	NA	2	NA	4	NA	NA	NA	NA	NA	2	NA	0.002924	NA	NA	0.001438	NA	0.002592	NA	NA	NA	NA	NA	0.002924	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Acidithiobacillales"
"KCM-B-112"	"G"	26301	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007192	NA	NA	0.0007192	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Acidithiobacillales>Acidithiobacillaceae"
"Acidithiobacillus"	"G"	3310	4	NA	NA	1	NA	4	NA	NA	NA	NA	NA	2	NA	0.002924	NA	NA	0.0007192	NA	0.002592	NA	NA	NA	NA	NA	0.002924	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Acidithiobacillales>Acidithiobacillaceae"
"BD1-7 clade"	"G"	11543	4	NA	NA	1	NA	3	NA	NA	NA	NA	NA	4	NA	0.005849	NA	NA	0.0007192	NA	0.001944	NA	NA	NA	NA	NA	0.005849	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Spongiibacteraceae"
"Pseudohaliea"	"G"	11535	1	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0007192	NA	NA	0.0007192	NA	NA	NA	NA	0.0006265	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Halieaceae"
"Nitrosococcales"	"O"	26732	2	NA	NA	2	NA	NA	NA	NA	1	NA	NA	1	NA	0.001462	NA	NA	0.001438	NA	NA	NA	NA	0.0006265	NA	NA	0.001462	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Nitrosococcaceae"	"F"	26737	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001462	NA	NA	0.0007192	NA	NA	NA	NA	NA	NA	NA	0.001462	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Nitrosococcales"
"AqS1"	"G"	26739	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001462	NA	NA	0.0007192	NA	NA	NA	NA	NA	NA	NA	0.001462	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Nitrosococcales>Nitrosococcaceae"
"Methylophagaceae"	"F"	26733	1	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0007192	NA	NA	0.0007192	NA	NA	NA	NA	0.0006265	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Nitrosococcales"
"uncultured"	"G"	26736	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007192	NA	NA	0.0007192	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Nitrosococcales>Methylophagaceae"
"B2M28"	"O"	26324	2	NA	NA	1	NA	2	NA	NA	1	NA	NA	NA	NA	0.001296	NA	NA	0.0007192	NA	0.001296	NA	NA	0.0006265	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Thiotrichales"	"O"	3735	7	NA	NA	1	NA	2	NA	NA	2	NA	NA	7	NA	0.01024	NA	NA	0.0007192	NA	0.001296	NA	NA	0.001253	NA	NA	0.01024	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Thiotrichaceae"	"F"	3754	7	NA	NA	1	NA	2	NA	NA	2	NA	NA	7	NA	0.01024	NA	NA	0.0007192	NA	0.001296	NA	NA	0.001253	NA	NA	0.01024	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales"
"Leucothrix"	"G"	3765	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007192	NA	NA	0.0007192	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Thiotrichaceae"
"Marinovum"	"G"	2592	8	NA	NA	3	NA	8	NA	NA	NA	NA	NA	6	NA	0.008773	NA	NA	0.002158	NA	0.005183	NA	NA	NA	NA	NA	0.008773	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Phaeobacter"	"G"	2611	3	NA	NA	2	NA	3	NA	NA	NA	NA	NA	1	NA	0.001944	NA	NA	0.001438	NA	0.001944	NA	NA	NA	NA	NA	0.001462	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseisalinus"	"G"	2633	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007192	NA	NA	0.0007192	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Sandaracinobacter"	"G"	2848	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007192	NA	NA	0.0007192	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Aquamicrobium"	"G"	26093	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001462	NA	NA	0.0007192	NA	NA	NA	NA	NA	NA	NA	0.001462	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Neorhizobium"	"G"	11436	3	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	3	NA	0.004387	NA	NA	0.0007192	NA	NA	NA	NA	NA	NA	NA	0.004387	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Rhodopseudomonas"	"G"	26158	3	NA	NA	2	NA	3	NA	NA	NA	NA	NA	3	NA	0.004387	NA	NA	0.001438	NA	0.001944	NA	NA	NA	NA	NA	0.004387	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Anderseniella"	"G"	26128	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001462	NA	NA	0.0007192	NA	NA	NA	NA	NA	NA	NA	0.001462	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiales&nbsp;Incertae&nbsp;Sedis"
"Methylovirgula"	"G"	2443	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001438	NA	NA	0.001438	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"uncultured"	"G"	26075	12	NA	NA	1	NA	12	NA	NA	1	NA	NA	8	NA	0.0117	NA	NA	0.0007192	NA	0.007775	NA	NA	0.0006265	NA	NA	0.0117	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methyloligellaceae"
"Pannonibacter"	"G"	26138	3	NA	NA	1	NA	3	NA	NA	NA	NA	NA	2	NA	0.002924	NA	NA	0.0007192	NA	0.001944	NA	NA	NA	NA	NA	0.002924	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Stappiaceae"
"Candidatus Midichloria"	"G"	26220	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001462	NA	NA	0.0007192	NA	NA	NA	NA	NA	NA	NA	0.001462	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Midichloriaceae"
"Skermanella"	"G"	25953	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001462	NA	NA	0.0007192	NA	NA	NA	NA	NA	NA	NA	0.001462	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Azospirillales>Azospirillaceae"
