"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_april_BC01.cladeReads"	"kraken2_16s_k21_classification_april_BC02.cladeReads"	"kraken2_16s_k21_classification_april_BC03.cladeReads"	"kraken2_16s_k21_classification_april_BC04.cladeReads"	"kraken2_16s_k21_classification_april_BC05.cladeReads"	"kraken2_16s_k21_classification_april_BC06.cladeReads"	"kraken2_16s_k21_classification_april_BC07.cladeReads"	"kraken2_16s_k21_classification_april_BC08.cladeReads"	"kraken2_16s_k21_classification_april_BC09.cladeReads"	"kraken2_16s_k21_classification_april_BC10.cladeReads"	"kraken2_16s_k21_classification_april_BC11.cladeReads"	"kraken2_16s_k21_classification_april_BC12.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_april_BC01.cladeReads.."	"kraken2_16s_k21_classification_april_BC02.cladeReads.."	"kraken2_16s_k21_classification_april_BC03.cladeReads.."	"kraken2_16s_k21_classification_april_BC04.cladeReads.."	"kraken2_16s_k21_classification_april_BC05.cladeReads.."	"kraken2_16s_k21_classification_april_BC06.cladeReads.."	"kraken2_16s_k21_classification_april_BC07.cladeReads.."	"kraken2_16s_k21_classification_april_BC08.cladeReads.."	"kraken2_16s_k21_classification_april_BC09.cladeReads.."	"kraken2_16s_k21_classification_april_BC10.cladeReads.."	"kraken2_16s_k21_classification_april_BC11.cladeReads.."	"kraken2_16s_k21_classification_april_BC12.cladeReads.."	"lineage"
"Maricaulis"	"G"	2402	5	NA	NA	1	5	NA	NA	NA	NA	NA	NA	1	NA	0.001968	NA	NA	0.0005452	0.001968	NA	NA	NA	NA	NA	NA	0.0005777	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"SWB02"	"G"	25968	4	NA	NA	1	4	NA	NA	NA	NA	NA	NA	NA	NA	0.001574	NA	NA	0.0005452	0.001574	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"Parvularculaceae"	"F"	25970	15	NA	NA	3	15	NA	NA	1	NA	NA	7	NA	NA	0.005904	NA	NA	0.001636	0.005904	NA	NA	0.0005117	NA	NA	0.002864	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales"
"Amphiplicatus"	"G"	25971	10	NA	NA	3	10	NA	NA	NA	NA	NA	6	NA	NA	0.003936	NA	NA	0.001636	0.003936	NA	NA	NA	NA	NA	0.002455	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Parvularculaceae"
"Candidatus Captivus"	"G"	26011	25	NA	NA	6	25	NA	1	5	NA	NA	5	NA	NA	0.00984	NA	NA	0.003271	0.00984	NA	0.0005605	0.002559	NA	NA	0.002046	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Paracaedibacterales>Paracaedibacteraceae"
"Candidatus Finniella"	"G"	26012	9	NA	NA	4	9	NA	1	NA	NA	1	1	1	NA	0.003542	NA	NA	0.002181	0.003542	NA	0.0005605	NA	NA	0.0004886	0.0004092	0.0005777	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Paracaedibacterales>Paracaedibacteraceae"
"Haematospirillum"	"G"	14543	25	NA	NA	2	25	1	2	3	NA	NA	NA	NA	NA	0.1271	NA	NA	0.00109	0.00984	0.1271	0.001121	0.001535	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Pararhodospirillum"	"G"	11465	1	NA	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	0.0005452	NA	NA	0.0005452	0.0003936	NA	NA	NA	NA	0.0004886	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"AEGEAN-169 marine group"	"F"	26177	25	NA	NA	10	25	NA	NA	1	NA	NA	5	5	NA	0.00984	NA	NA	0.005452	0.00984	NA	NA	0.0005117	NA	NA	0.002046	0.002889	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"Magnetospiraceae"	"F"	26178	40	NA	NA	7	40	NA	7	7	NA	6	9	1	NA	0.01574	NA	NA	0.003817	0.01574	NA	0.003923	0.003582	NA	0.002932	0.003683	0.0005777	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"uncultured"	"G"	26182	19	NA	NA	5	19	NA	4	5	NA	2	5	1	NA	0.007478	NA	NA	0.002726	0.007478	NA	0.002242	0.002559	NA	0.0009772	0.002046	0.0005777	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Magnetospiraceae"
"Magnetovibrio"	"G"	26180	12	NA	NA	2	12	NA	1	1	NA	3	3	NA	NA	0.004723	NA	NA	0.00109	0.004723	NA	0.0005605	0.0005117	NA	0.001466	0.001228	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Magnetospiraceae"
"Terasakiellaceae"	"F"	26192	34	NA	NA	6	34	NA	6	5	1	4	11	2	NA	0.01338	NA	NA	0.003271	0.01338	NA	0.003363	0.002559	0.0002905	0.001954	0.004501	0.001155	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"uncultured"	"G"	26195	34	NA	NA	6	34	NA	6	5	1	3	9	2	NA	0.01338	NA	NA	0.003271	0.01338	NA	0.003363	0.002559	0.0002905	0.001466	0.003683	0.001155	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Terasakiellaceae"
"Rhodopirillaceae"	"F"	26189	17	NA	NA	6	17	NA	2	1	NA	NA	10	NA	NA	0.006691	NA	NA	0.003271	0.006691	NA	0.001121	0.0005117	NA	NA	0.004092	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"Defluviicoccus"	"G"	26190	17	NA	NA	6	17	NA	2	1	NA	NA	10	NA	NA	0.006691	NA	NA	0.003271	0.006691	NA	0.001121	0.0005117	NA	NA	0.004092	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodopirillaceae"
"Magnetospirillaceae"	"F"	26183	166	NA	NA	4	166	NA	5	14	NA	12	22	10	NA	0.06534	NA	NA	0.002181	0.06534	NA	0.002802	0.007164	NA	0.005863	0.009002	0.005777	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"Magnetospirillum"	"G"	26184	123	NA	NA	2	123	NA	5	12	NA	11	10	7	NA	0.04841	NA	NA	0.00109	0.04841	NA	0.002802	0.006141	NA	0.005374	0.004092	0.004044	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Magnetospirillaceae"
"uncultured"	"G"	26188	19	NA	NA	1	19	NA	NA	1	NA	NA	2	1	NA	0.007478	NA	NA	0.0005452	0.007478	NA	NA	0.0005117	NA	NA	0.0008184	0.0005777	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Magnetospirillaceae"
"Thalassospiraceae"	"F"	26196	12	NA	NA	2	12	NA	1	3	NA	1	2	NA	NA	0.004723	NA	NA	0.00109	0.004723	NA	0.0005605	0.001535	NA	0.0004886	0.0008184	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"Thalassospira"	"G"	26197	12	NA	NA	2	12	NA	1	3	NA	1	2	NA	NA	0.004723	NA	NA	0.00109	0.004723	NA	0.0005605	0.001535	NA	0.0004886	0.0008184	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Thalassospiraceae"
"Skermanella"	"G"	25953	31	NA	NA	9	31	NA	4	2	NA	1	16	1	NA	0.0122	NA	NA	0.004907	0.0122	NA	0.002242	0.001023	NA	0.0004886	0.006547	0.0005777	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Azospirillales>Azospirillaceae"
"uncultured"	"G"	25954	4	NA	NA	1	4	NA	NA	1	NA	NA	2	NA	NA	0.001574	NA	NA	0.0005452	0.001574	NA	NA	0.0005117	NA	NA	0.0008184	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Azospirillales>Azospirillaceae"
"uncultured"	"F"	25959	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0005452	NA	NA	0.0005452	0.0003936	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Azospirillales"
"uncultured"	"G"	26266	17	NA	NA	1	14	NA	NA	4	NA	NA	17	NA	NA	0.006956	NA	NA	0.0005452	0.00551	NA	NA	0.002047	NA	NA	0.006956	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Tistrellales>Geminicoccaceae"
"Geminicoccus"	"G"	26265	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005452	NA	NA	0.0005452	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Tistrellales>Geminicoccaceae"
"Tistrellaceae"	"F"	26267	12	NA	NA	4	12	NA	NA	1	NA	NA	3	NA	NA	0.004723	NA	NA	0.002181	0.004723	NA	NA	0.0005117	NA	NA	0.001228	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Tistrellales"
"Tistrella"	"G"	26268	12	NA	NA	4	12	NA	NA	1	NA	NA	3	NA	NA	0.004723	NA	NA	0.002181	0.004723	NA	NA	0.0005117	NA	NA	0.001228	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Tistrellales>Tistrellaceae"
"uncultured"	"G"	26038	6	NA	NA	1	6	NA	NA	1	NA	NA	5	NA	NA	0.002362	NA	NA	0.0005452	0.002362	NA	NA	0.0005117	NA	NA	0.002046	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Reyranellales>Reyranellaceae"
"Acidiphilium"	"G"	25904	152	NA	NA	29	152	1	7	23	NA	5	53	8	NA	0.1271	NA	NA	0.01581	0.05983	0.1271	0.003923	0.01177	NA	0.002443	0.02169	0.004622	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Roseomonas"	"G"	25932	161	NA	NA	23	161	NA	9	16	NA	3	45	1	NA	0.06337	NA	NA	0.01254	0.06337	NA	0.005044	0.008188	NA	0.001466	0.01841	0.0005777	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Acidisoma"	"G"	25905	2	NA	NA	2	1	NA	NA	NA	NA	NA	NA	NA	NA	0.00109	NA	NA	0.00109	0.0003936	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Acidocella"	"G"	25907	7	NA	NA	1	7	NA	1	1	NA	NA	3	NA	NA	0.002755	NA	NA	0.0005452	0.002755	NA	0.0005605	0.0005117	NA	NA	0.001228	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Asaia"	"G"	25910	5	NA	NA	1	5	NA	NA	NA	NA	NA	3	NA	NA	0.001968	NA	NA	0.0005452	0.001968	NA	NA	NA	NA	NA	0.001228	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Rhodovastum"	"G"	25930	13	NA	NA	1	13	NA	NA	NA	NA	1	2	NA	NA	0.005117	NA	NA	0.0005452	0.005117	NA	NA	NA	NA	0.0004886	0.0008184	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Gluconobacter"	"G"	25918	7	NA	NA	1	7	NA	NA	1	NA	1	NA	NA	NA	0.002755	NA	NA	0.0005452	0.002755	NA	NA	0.0005117	NA	0.0004886	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Kozakia"	"G"	25922	4	NA	NA	1	4	NA	1	1	NA	NA	1	NA	NA	0.001574	NA	NA	0.0005452	0.001574	NA	0.0005605	0.0005117	NA	NA	0.0004092	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Commensalibacter"	"G"	25913	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0005452	NA	NA	0.0005452	0.0003936	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Acetobacterales Incertae Sedis"	"F"	25938	14	NA	NA	1	14	NA	2	NA	NA	1	6	NA	NA	0.00551	NA	NA	0.0005452	0.00551	NA	0.001121	NA	NA	0.0004886	0.002455	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales"
"uncultured"	"G"	25941	13	NA	NA	1	13	NA	NA	NA	NA	1	6	NA	NA	0.005117	NA	NA	0.0005452	0.005117	NA	NA	NA	NA	0.0004886	0.002455	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacterales&nbsp;Incertae&nbsp;Sedis"
"uncultured"	"O"	26269	169	NA	NA	42	169	NA	4	17	NA	6	45	7	NA	0.06652	NA	NA	0.0229	0.06652	NA	0.002242	0.0087	NA	0.002932	0.01841	0.004044	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Clade Ib"	"G"	26230	6	NA	NA	3	6	NA	2	1	NA	1	3	NA	NA	0.002362	NA	NA	0.001636	0.002362	NA	0.001121	0.0005117	NA	0.0004886	0.001228	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>SAR11&nbsp;clade>Clade&nbsp;I"
"Clade II"	"F"	26232	28	NA	NA	4	28	NA	NA	3	NA	NA	8	1	NA	0.01102	NA	NA	0.002181	0.01102	NA	NA	0.001535	NA	NA	0.003274	0.0005777	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>SAR11&nbsp;clade"
"uncultured"	"F"	26235	7	NA	NA	2	7	1	2	1	NA	1	NA	1	NA	0.1271	NA	NA	0.00109	0.002755	0.1271	0.001121	0.0005117	NA	0.0004886	NA	0.0005777	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>SAR11&nbsp;clade"
"Clade III"	"F"	26233	7	NA	NA	2	7	NA	NA	NA	NA	1	NA	NA	NA	0.002755	NA	NA	0.00109	0.002755	NA	NA	NA	NA	0.0004886	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>SAR11&nbsp;clade"
"uncultured"	"F"	25985	30	NA	NA	12	30	NA	3	5	NA	NA	12	NA	NA	0.01181	NA	NA	0.006543	0.01181	NA	0.001681	0.002559	NA	NA	0.00491	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Elsterales"
"uncultured"	"G"	25983	4	NA	NA	2	2	NA	1	NA	NA	1	4	1	NA	0.001637	NA	NA	0.00109	0.0007872	NA	0.0005605	NA	NA	0.0004886	0.001637	0.0005777	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Elsterales>Elsteraceae"
"Dongiales"	"O"	25975	36	NA	NA	14	36	NA	3	1	NA	4	7	NA	NA	0.01417	NA	NA	0.007633	0.01417	NA	0.001681	0.0005117	NA	0.001954	0.002864	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Dongiaceae"	"F"	25976	36	NA	NA	14	36	NA	3	1	NA	4	7	NA	NA	0.01417	NA	NA	0.007633	0.01417	NA	0.001681	0.0005117	NA	0.001954	0.002864	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Dongiales"
"Dongia"	"G"	25977	36	NA	NA	14	36	NA	3	1	NA	4	7	NA	NA	0.01417	NA	NA	0.007633	0.01417	NA	0.001681	0.0005117	NA	0.001954	0.002864	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Dongiales>Dongiaceae"
"EF100-94H03"	"F"	26029	13	NA	NA	6	13	NA	NA	1	NA	2	5	NA	NA	0.005117	NA	NA	0.003271	0.005117	NA	NA	0.0005117	NA	0.0009772	0.002046	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Puniceispirillales"
"uncultured"	"F"	26034	8	NA	NA	1	8	NA	1	2	NA	NA	NA	NA	NA	0.003149	NA	NA	0.0005452	0.003149	NA	0.0005605	0.001023	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Puniceispirillales"
"Puniceispirillales Incertae Sedis"	"F"	26030	1	NA	NA	1	1	NA	NA	NA	NA	1	1	NA	NA	0.0005452	NA	NA	0.0005452	0.0003936	NA	NA	NA	NA	0.0004886	0.0004092	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Puniceispirillales"
"Constrictibacter"	"G"	26031	1	NA	NA	1	1	NA	NA	NA	NA	1	1	NA	NA	0.0005452	NA	NA	0.0005452	0.0003936	NA	NA	NA	NA	0.0004886	0.0004092	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Puniceispirillales>Puniceispirillales&nbsp;Incertae&nbsp;Sedis"
"Micropepsales"	"O"	26003	155	NA	NA	10	155	NA	7	12	NA	6	38	1	NA	0.06101	NA	NA	0.005452	0.06101	NA	0.003923	0.006141	NA	0.002932	0.01555	0.0005777	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Micropepsaceae"	"F"	26004	155	NA	NA	10	155	NA	7	12	NA	6	38	1	NA	0.06101	NA	NA	0.005452	0.06101	NA	0.003923	0.006141	NA	0.002932	0.01555	0.0005777	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Micropepsales"
"uncultured"	"G"	26007	144	NA	NA	10	144	NA	6	12	NA	6	36	1	NA	0.05668	NA	NA	0.005452	0.05668	NA	0.003363	0.006141	NA	0.002932	0.01473	0.0005777	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Micropepsales>Micropepsaceae"
"Parvibaculales"	"O"	26016	45	NA	NA	7	45	NA	1	2	NA	2	12	3	NA	0.01771	NA	NA	0.003817	0.01771	NA	0.0005605	0.001023	NA	0.0009772	0.00491	0.001733	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Parvibaculaceae"	"F"	26019	12	NA	NA	3	12	NA	NA	1	NA	1	4	2	NA	0.004723	NA	NA	0.001636	0.004723	NA	NA	0.0005117	NA	0.0004886	0.001637	0.001155	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Parvibaculales"
"uncultured"	"G"	26026	3	NA	NA	3	1	NA	NA	NA	NA	NA	NA	1	NA	0.001636	NA	NA	0.001636	0.0003936	NA	NA	NA	NA	NA	NA	0.0005777	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Parvibaculales>Parvibaculaceae"
"OCS116 clade"	"F"	26017	17	NA	NA	3	17	NA	NA	1	NA	1	5	NA	NA	0.006691	NA	NA	0.001636	0.006691	NA	NA	0.0005117	NA	0.0004886	0.002046	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Parvibaculales"
"uncultured"	"F"	26027	3	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	0.0005452	0.001181	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Parvibaculales"
"Caedibacterales"	"O"	25960	25	NA	NA	7	25	NA	1	2	NA	1	1	1	NA	0.00984	NA	NA	0.003817	0.00984	NA	0.0005605	0.001023	NA	0.0004886	0.0004092	0.0005777	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Caedibacteraceae"	"F"	25961	25	NA	NA	7	25	NA	1	2	NA	1	1	1	NA	0.00984	NA	NA	0.003817	0.00984	NA	0.0005605	0.001023	NA	0.0004886	0.0004092	0.0005777	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caedibacterales"
"Caedibacter"	"G"	25962	24	NA	NA	5	24	NA	NA	2	NA	1	1	1	NA	0.009446	NA	NA	0.002726	0.009446	NA	NA	0.001023	NA	0.0004886	0.0004092	0.0005777	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caedibacterales>Caedibacteraceae"
"uncultured"	"G"	25964	2	NA	NA	2	NA	NA	1	NA	NA	NA	NA	NA	NA	0.00109	NA	NA	0.00109	NA	NA	0.0005605	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caedibacterales>Caedibacteraceae"
"Sneathiellales"	"O"	2818	27	NA	NA	6	27	NA	2	1	NA	NA	12	NA	NA	0.01063	NA	NA	0.003271	0.01063	NA	0.001121	0.0005117	NA	NA	0.00491	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Sneathiellaceae"	"F"	2819	27	NA	NA	6	27	NA	2	1	NA	NA	12	NA	NA	0.01063	NA	NA	0.003271	0.01063	NA	0.001121	0.0005117	NA	NA	0.00491	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sneathiellales"
"AT-s3-44"	"G"	26236	10	NA	NA	4	9	NA	2	1	NA	NA	10	NA	NA	0.004092	NA	NA	0.002181	0.003542	NA	0.001121	0.0005117	NA	NA	0.004092	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sneathiellales>Sneathiellaceae"
"Taonella"	"G"	26239	3	NA	NA	1	3	NA	NA	NA	NA	NA	1	NA	NA	0.001181	NA	NA	0.0005452	0.001181	NA	NA	NA	NA	NA	0.0004092	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sneathiellales>Sneathiellaceae"
"Ferrovibrio"	"G"	26237	12	NA	NA	1	12	NA	NA	NA	NA	NA	NA	NA	NA	0.004723	NA	NA	0.0005452	0.004723	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sneathiellales>Sneathiellaceae"
"Thalassobaculales"	"O"	26252	31	NA	NA	4	31	NA	2	3	NA	NA	10	NA	NA	0.0122	NA	NA	0.002181	0.0122	NA	0.001121	0.001535	NA	NA	0.004092	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Nisaeaceae"	"F"	26253	7	NA	NA	2	7	NA	NA	1	NA	NA	1	NA	NA	0.002755	NA	NA	0.00109	0.002755	NA	NA	0.0005117	NA	NA	0.0004092	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Thalassobaculales"
"Nisaea"	"G"	26254	6	NA	NA	2	6	NA	NA	NA	NA	NA	1	NA	NA	0.002362	NA	NA	0.00109	0.002362	NA	NA	NA	NA	NA	0.0004092	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Thalassobaculales>Nisaeaceae"
"uncultured"	"F"	26261	24	NA	NA	1	24	NA	1	2	NA	NA	9	NA	NA	0.009446	NA	NA	0.0005452	0.009446	NA	0.0005605	0.001023	NA	NA	0.003683	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Thalassobaculales"
"Thalassobaculaceae"	"F"	26258	1	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005605	NA	NA	0.0005452	NA	NA	0.0005605	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Thalassobaculales"
"Thalassobaculum"	"G"	26260	1	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005605	NA	NA	0.0005452	NA	NA	0.0005605	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Thalassobaculales>Thalassobaculaceae"
"Kordiimonadales"	"O"	2411	18	NA	NA	1	18	NA	NA	5	NA	NA	5	NA	NA	0.007085	NA	NA	0.0005452	0.007085	NA	NA	0.002559	NA	NA	0.002046	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"uncultured"	"F"	25997	2	NA	NA	1	2	NA	NA	1	NA	NA	1	NA	NA	0.0007872	NA	NA	0.0005452	0.0007872	NA	NA	0.0005117	NA	NA	0.0004092	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Kordiimonadales"
"uncultured"	"G"	3233	8	NA	NA	8	3	NA	NA	NA	NA	NA	5	NA	NA	0.004362	NA	NA	0.004362	0.001181	NA	NA	NA	NA	NA	0.002046	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Nannocystaceae"
"Sorangium"	"G"	3239	14	NA	NA	14	8	NA	NA	NA	NA	NA	8	NA	NA	0.007633	NA	NA	0.007633	0.003149	NA	NA	NA	NA	NA	0.003274	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Polyangiaceae"
"Minicystis"	"G"	14608	1	NA	NA	1	1	NA	1	NA	NA	NA	1	NA	NA	0.0005605	NA	NA	0.0005452	0.0003936	NA	0.0005605	NA	NA	NA	0.0004092	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Polyangiaceae"
"Aetherobacter"	"G"	14607	10	NA	NA	1	NA	NA	NA	1	NA	NA	10	NA	NA	0.004092	NA	NA	0.0005452	NA	NA	NA	0.0005117	NA	NA	0.004092	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Polyangiaceae"
"Labilithrix"	"G"	11489	1	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0005452	NA	NA	0.0005452	NA	NA	NA	0.0005117	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Polyangiaceae"
"Jahnella"	"G"	11488	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005452	NA	NA	0.0005452	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Polyangiaceae"
"Sandaracinus"	"G"	3242	14	NA	NA	14	7	NA	2	3	NA	1	4	NA	NA	0.007633	NA	NA	0.007633	0.002755	NA	0.001121	0.001535	NA	0.0004886	0.001637	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Sandaracinaceae"
"BIrii41"	"F"	11478	378	NA	NA	18	378	NA	20	24	NA	21	107	8	NA	0.1488	NA	NA	0.009814	0.1488	NA	0.01121	0.01228	NA	0.01026	0.04378	0.004622	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"uncultured"	"F"	3245	25	NA	NA	12	25	NA	1	NA	NA	1	9	NA	NA	0.00984	NA	NA	0.006543	0.00984	NA	0.0005605	NA	NA	0.0004886	0.003683	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"KD3-10"	"F"	11482	28	NA	NA	11	28	NA	8	NA	NA	NA	2	NA	NA	0.01102	NA	NA	0.005998	0.01102	NA	0.004484	NA	NA	NA	0.0008184	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Vitiosangium"	"G"	26281	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005452	NA	NA	0.0005452	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Archangiaceae"
"Archangium"	"G"	14600	4	NA	NA	1	4	NA	NA	NA	NA	NA	1	NA	NA	0.001574	NA	NA	0.0005452	0.001574	NA	NA	NA	NA	NA	0.0004092	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Archangiaceae"
"Myxococcaceae"	"F"	3225	12	NA	NA	7	12	NA	NA	NA	NA	NA	1	NA	NA	0.004723	NA	NA	0.003817	0.004723	NA	NA	NA	NA	NA	0.0004092	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Myxococcus"	"G"	3227	10	NA	NA	7	10	NA	NA	NA	NA	NA	1	NA	NA	0.003936	NA	NA	0.003817	0.003936	NA	NA	NA	NA	NA	0.0004092	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Myxococcaceae"
