"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_loman_loman_bracken.kreport.cladeReads"	"Max.1"	"kraken2_classification_loman_loman_bracken.kreport.cladeReads.."	"lineage"
"Pseudomonas granadensis"	"S"	1421430	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas psychrophila"	"S"	122355	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. LAB-08"	"S"	143813	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas parafulva"	"S"	157782	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. SWI36"	"S"	2083052	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. Leaf58"	"S"	1736226	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas moraviensis"	"S"	321662	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. NS1(2017)"	"S"	2025658	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. 09C 129"	"S"	2054915	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas alkylphenolica"	"S"	237609	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. UW4"	"S"	1207075	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. HLS-6"	"S"	2049589	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Moraxellaceae"	"F"	468	13	13	0.01028	0.01028	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales"
"Acinetobacter"	"G"	469	9	9	0.007116	0.007116	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"Acinetobacter calcoaceticus/baumannii complex"	"-"	909768	4	4	0.003163	0.003163	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter"
"Acinetobacter lactucae"	"S"	1785128	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter>Acinetobacter&nbsp;calcoaceticus/baumannii&nbsp;complex"
"Acinetobacter pittii"	"S"	48296	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter>Acinetobacter&nbsp;calcoaceticus/baumannii&nbsp;complex"
"Acinetobacter baumannii"	"S"	470	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter>Acinetobacter&nbsp;calcoaceticus/baumannii&nbsp;complex"
"Acinetobacter sp. NCu2D-2"	"S"	1608473	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter"
"Acinetobacter soli"	"S"	487316	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter"
"Acinetobacter sp. WCHAc010034"	"S"	1879049	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter"
"Psychrobacter"	"G"	497	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"Psychrobacter cryohalolentis"	"S"	330922	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Psychrobacter"
"Psychrobacter alimentarius"	"S"	261164	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Psychrobacter"
"unclassified Moraxellaceae"	"-"	54393	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"Moraxellaceae bacterium HYN0046"	"S"	2283318	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>unclassified&nbsp;Moraxellaceae"
"Moraxella"	"G"	475	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"Moraxella osloensis"	"S"	34062	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Moraxella"
"Oceanospirillales"	"O"	135619	30	30	0.02372	0.02372	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Halomonadaceae"	"F"	28256	22	22	0.01739	0.01739	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Halomonas"	"G"	2745	19	19	0.01502	0.01502	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae"
"Halomonas sp. JS92-SW72"	"S"	2306583	15	15	0.01186	0.01186	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Halomonas"
"Halomonas sp. 1513"	"S"	1883416	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Halomonas"
"Halomonas aestuarii"	"S"	1897729	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Halomonas"
"Halomonas sp. GT"	"S"	1971364	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Halomonas"
"Halomonas hydrothermalis"	"S"	115561	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Halomonas"
"Zymobacter group"	"-"	114403	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae"
"whitefly endosymbionts"	"-"	114399	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Zymobacter&nbsp;group"
"Candidatus Portiera"	"G"	235572	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Zymobacter&nbsp;group>whitefly&nbsp;endosymbionts"
"Candidatus Portiera aleyrodidarum"	"S"	91844	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Zymobacter&nbsp;group>whitefly&nbsp;endosymbionts>Candidatus&nbsp;Portiera"
"Candidatus Carsonella"	"G"	114185	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Zymobacter&nbsp;group"
"Candidatus Carsonella ruddii"	"S"	114186	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Zymobacter&nbsp;group>Candidatus&nbsp;Carsonella"
"Cobetia"	"G"	204286	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae"
"Cobetia marina"	"S"	28258	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Cobetia"
"Alcanivoracaceae"	"F"	224372	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Alcanivorax"	"G"	59753	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Alcanivoracaceae"
"Alcanivorax pacificus"	"S"	1306787	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Alcanivoracaceae>Alcanivorax"
"Oceanospirillaceae"	"F"	135620	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Thalassolituus"	"G"	187492	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Oceanospirillaceae"
"Thalassolituus oleivorans"	"S"	187493	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Oceanospirillaceae>Thalassolituus"
"Marinomonas"	"G"	28253	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Oceanospirillaceae"
"Marinomonas mediterranea"	"S"	119864	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Oceanospirillaceae>Marinomonas"
"Endozoicomonadaceae"	"F"	2066474	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Endozoicomonas"	"G"	305899	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Endozoicomonadaceae"
"Endozoicomonas montiporae"	"S"	1027273	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Endozoicomonadaceae>Endozoicomonas"
"Saccharospirillaceae"	"F"	255527	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Reinekea"	"G"	230494	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Saccharospirillaceae"
"Reinekea forsetii"	"S"	1336806	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Saccharospirillaceae>Reinekea"
"Hahellaceae"	"F"	224379	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Hahella"	"G"	158481	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Hahellaceae"
"Hahella chejuensis"	"S"	158327	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Hahellaceae>Hahella"
"Xanthomonadales"	"O"	135614	29	29	0.02293	0.02293	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Xanthomonadaceae"	"F"	32033	26	26	0.02056	0.02056	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales"
"Xanthomonas"	"G"	338	12	12	0.009488	0.009488	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"Xanthomonas campestris"	"S"	339	5	5	0.003953	0.003953	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Xanthomonas"
"Xanthomonas translucens"	"S"	343	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Xanthomonas"
"Xanthomonas albilineans"	"S"	29447	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Xanthomonas"
"Xanthomonas cassavae"	"S"	56450	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Xanthomonas"
"Xanthomonas citri group"	"-"	643453	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Xanthomonas"
"Xanthomonas citri"	"S"	346	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Xanthomonas>Xanthomonas&nbsp;citri&nbsp;group"
"Xanthomonas hortorum"	"S"	56454	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Xanthomonas"
"Stenotrophomonas"	"G"	40323	9	9	0.007116	0.007116	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"Stenotrophomonas maltophilia group"	"-"	995085	6	6	0.004744	0.004744	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Stenotrophomonas"
"Stenotrophomonas maltophilia"	"S"	40324	4	4	0.003163	0.003163	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Stenotrophomonas>Stenotrophomonas&nbsp;maltophilia&nbsp;group"
"Stenotrophomonas sp. ESTM1D_MKCIP4_1"	"S"	2072414	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Stenotrophomonas>Stenotrophomonas&nbsp;maltophilia&nbsp;group"
"Stenotrophomonas sp. SAU14A_NAIMI4_5"	"S"	2072413	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Stenotrophomonas>Stenotrophomonas&nbsp;maltophilia&nbsp;group"
"Stenotrophomonas rhizophila"	"S"	216778	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Stenotrophomonas"
"Lysobacter"	"G"	68	4	4	0.003163	0.003163	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"Lysobacter enzymogenes"	"S"	69	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Lysobacter"
"Lysobacter maris"	"S"	1605891	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Lysobacter"
"Lysobacter antibioticus"	"S"	84531	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Lysobacter"
"Luteimonas"	"G"	83614	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"Luteimonas sp. JM171"	"S"	1896164	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Luteimonas"
"Rhodanobacteraceae"	"F"	1775411	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales"
"Dokdonella"	"G"	323413	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae"
"Dokdonella koreensis"	"S"	323415	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae>Dokdonella"
"Dyella"	"G"	231454	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae"
"Dyella thiooxydans"	"S"	445710	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae>Dyella"
"Alteromonadales"	"O"	135622	21	21	0.0166	0.0166	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Shewanellaceae"	"F"	267890	12	12	0.009488	0.009488	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Shewanella"	"G"	22	12	12	0.009488	0.009488	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae"
"Shewanella sediminis"	"S"	271097	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Shewanella halifaxensis"	"S"	271098	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Shewanella pealeana"	"S"	70864	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Shewanella baltica"	"S"	62322	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Shewanella woodyi"	"S"	60961	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Shewanella sp. FDAARGOS_354"	"S"	1930557	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Shewanella bicestrii"	"S"	2018305	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Shewanella sp. WE21"	"S"	2029986	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Shewanella violacea"	"S"	60217	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Shewanella benthica"	"S"	43661	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Shewanella algae"	"S"	38313	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Alteromonadaceae"	"F"	72275	4	4	0.003163	0.003163	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Alteromonas"	"G"	226	4	4	0.003163	0.003163	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae"
"Alteromonas macleodii"	"S"	28108	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Alteromonas"
"Alteromonas sp. RKMC-009"	"S"	2267264	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Alteromonas"
"Moritellaceae"	"F"	267891	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Moritella"	"G"	58050	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Moritellaceae"
"Moritella viscosa"	"S"	80854	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Moritellaceae>Moritella"
"Moritella yayanosii"	"S"	69539	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Moritellaceae>Moritella"
"Colwelliaceae"	"F"	267889	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Colwellia"	"G"	28228	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Colwelliaceae"
"Colwellia sp. PAMC 20917"	"S"	1816218	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Colwelliaceae>Colwellia"
"Colwellia sp. MT41"	"S"	58049	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Colwelliaceae>Colwellia"
"Pseudoalteromonadaceae"	"F"	267888	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Pseudoalteromonas"	"G"	53246	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Pseudoalteromonadaceae"
"Pseudoalteromonas luteoviolacea"	"S"	43657	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Pseudoalteromonadaceae>Pseudoalteromonas"
"Vibrionales"	"O"	135623	15	15	0.01186	0.01186	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Vibrionaceae"	"F"	641	15	15	0.01186	0.01186	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales"
"Vibrio"	"G"	662	7	7	0.005535	0.005535	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Vibrio vulnificus"	"S"	672	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio rumoiensis"	"S"	76258	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio harveyi group"	"-"	717610	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio owensii"	"S"	696485	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;harveyi&nbsp;group"
"Vibrio oreintalis group"	"-"	1891919	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio tubiashii"	"S"	29498	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;oreintalis&nbsp;group"
"Vibrio mediterranei"	"S"	689	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Enterovibrio"	"G"	188143	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Candidatus Enterovibrio luxaltus"	"S"	1927128	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Enterovibrio"
"Photobacterium"	"G"	657	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Photobacterium gaetbulicola"	"S"	1295392	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Photobacterium"
"Photobacterium profundum"	"S"	74109	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Photobacterium"
"Photobacterium damselae"	"S"	38293	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Photobacterium"
"Aliivibrio"	"G"	511678	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Aliivibrio fischeri"	"S"	668	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Aliivibrio"
"Thiotrichales"	"O"	72273	8	8	0.006325	0.006325	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Francisellaceae"	"F"	34064	6	6	0.004744	0.004744	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales"
"Francisella"	"G"	262	5	5	0.003953	0.003953	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Francisellaceae"
"Francisella sp. CA97-1460"	"S"	1542390	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Francisellaceae>Francisella"
