"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_june_BC01.cladeReads"	"centrifuge_classification_june_BC02.cladeReads"	"centrifuge_classification_june_BC03.cladeReads"	"centrifuge_classification_june_BC04.cladeReads"	"centrifuge_classification_june_BC05.cladeReads"	"centrifuge_classification_june_BC06.cladeReads"	"centrifuge_classification_june_BC07.cladeReads"	"centrifuge_classification_june_BC08.cladeReads"	"centrifuge_classification_june_BC09.cladeReads"	"centrifuge_classification_june_BC10.cladeReads"	"centrifuge_classification_june_BC11.cladeReads"	"centrifuge_classification_june_BC12.cladeReads"	"Max.1"	"centrifuge_classification_june_BC01.cladeReads.."	"centrifuge_classification_june_BC02.cladeReads.."	"centrifuge_classification_june_BC03.cladeReads.."	"centrifuge_classification_june_BC04.cladeReads.."	"centrifuge_classification_june_BC05.cladeReads.."	"centrifuge_classification_june_BC06.cladeReads.."	"centrifuge_classification_june_BC07.cladeReads.."	"centrifuge_classification_june_BC08.cladeReads.."	"centrifuge_classification_june_BC09.cladeReads.."	"centrifuge_classification_june_BC10.cladeReads.."	"centrifuge_classification_june_BC11.cladeReads.."	"centrifuge_classification_june_BC12.cladeReads.."	"lineage"
"Fusobacterium"	"G"	848	143	143	4	116	NA	75	NA	NA	1	NA	NA	16	NA	0.08308	0.08308	0.07117	0.08252	NA	0.04436	NA	NA	0.0005905	NA	NA	0.01993	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae"
"Fusobacterium nucleatum"	"S"	851	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005915	0.000581	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Fusobacterium"
"Fusobacterium nucleatum subsp. nucleatum"	"-"	76856	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Fusobacterium>Fusobacterium&nbsp;nucleatum"
"Ilyobacter"	"G"	167639	15	15	NA	9	NA	11	NA	NA	2	NA	NA	2	NA	0.008715	0.008715	NA	0.006403	NA	0.006506	NA	NA	0.001181	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae"
"Ilyobacter polytropus"	"S"	167642	15	15	NA	9	NA	11	NA	NA	2	NA	NA	2	NA	0.008715	0.008715	NA	0.006403	NA	0.006506	NA	NA	0.001181	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Ilyobacter"
"Ilyobacter polytropus DSM 2926"	"-"	572544	15	15	NA	9	NA	11	NA	NA	2	NA	NA	2	NA	0.008715	0.008715	NA	0.006403	NA	0.006506	NA	NA	0.001181	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Ilyobacter>Ilyobacter&nbsp;polytropus"
"Leptotrichiaceae"	"F"	1129771	13	6	NA	13	NA	9	NA	NA	1	NA	NA	6	NA	0.009248	0.003486	NA	0.009248	NA	0.005323	NA	NA	0.0005905	NA	NA	0.007472	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales"
"Streptobacillus"	"G"	34104	2	2	NA	1	NA	1	NA	NA	NA	NA	NA	2	NA	0.002491	0.001162	NA	0.0007114	NA	0.0005915	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Leptotrichiaceae"
"Streptobacillus moniliformis"	"S"	34105	2	2	NA	1	NA	1	NA	NA	NA	NA	NA	2	NA	0.002491	0.001162	NA	0.0007114	NA	0.0005915	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Leptotrichiaceae>Streptobacillus"
"Leptotrichia"	"G"	32067	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001245	0.000581	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Leptotrichiaceae"
"Leptotrichia sp. oral taxon 847"	"S"	1785996	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001245	0.000581	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Leptotrichiaceae>Leptotrichia"
"Sneathia"	"G"	168808	7	1	NA	7	NA	4	NA	NA	NA	NA	NA	NA	NA	0.00498	0.000581	NA	0.00498	NA	0.002366	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Leptotrichiaceae"
"Sneathia amnii"	"S"	187101	7	1	NA	7	NA	4	NA	NA	NA	NA	NA	NA	NA	0.00498	0.000581	NA	0.00498	NA	0.002366	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Leptotrichiaceae>Sneathia"
"Elusimicrobia"	"P"	74152	106	92	4	106	NA	89	NA	NA	1	NA	NA	19	NA	0.07541	0.05345	0.07117	0.07541	NA	0.05264	NA	NA	0.0005905	NA	NA	0.02366	NA	"cellular&nbsp;organisms>Bacteria"
"Endomicrobia"	"C"	447830	103	89	4	103	NA	86	NA	NA	NA	NA	NA	11	NA	0.07327	0.05171	0.07117	0.07327	NA	0.05087	NA	NA	NA	NA	NA	0.0137	NA	"cellular&nbsp;organisms>Bacteria>Elusimicrobia"
"Endomicrobiales"	"O"	1783344	103	89	4	103	NA	86	NA	NA	NA	NA	NA	11	NA	0.07327	0.05171	0.07117	0.07327	NA	0.05087	NA	NA	NA	NA	NA	0.0137	NA	"cellular&nbsp;organisms>Bacteria>Elusimicrobia>Endomicrobia"
"Endomicrobiaceae"	"F"	1783343	103	89	4	103	NA	86	NA	NA	NA	NA	NA	11	NA	0.07327	0.05171	0.07117	0.07327	NA	0.05087	NA	NA	NA	NA	NA	0.0137	NA	"cellular&nbsp;organisms>Bacteria>Elusimicrobia>Endomicrobia>Endomicrobiales"
"Endomicrobium"	"G"	1408194	103	89	4	103	NA	86	NA	NA	NA	NA	NA	11	NA	0.07327	0.05171	0.07117	0.07327	NA	0.05087	NA	NA	NA	NA	NA	0.0137	NA	"cellular&nbsp;organisms>Bacteria>Elusimicrobia>Endomicrobia>Endomicrobiales>Endomicrobiaceae"
"Endomicrobium proavitum"	"S"	1408281	103	89	4	103	NA	86	NA	NA	NA	NA	NA	11	NA	0.07327	0.05171	0.07117	0.07327	NA	0.05087	NA	NA	NA	NA	NA	0.0137	NA	"cellular&nbsp;organisms>Bacteria>Elusimicrobia>Endomicrobia>Endomicrobiales>Endomicrobiaceae>Endomicrobium"
"Nitrospirae"	"P"	40117	86	86	NA	69	NA	14	NA	NA	3	NA	NA	21	NA	0.04996	0.04996	NA	0.04909	NA	0.00828	NA	NA	0.001771	NA	NA	0.02615	NA	"cellular&nbsp;organisms>Bacteria"
"Nitrospira"	"C"	203693	86	86	NA	69	NA	14	NA	NA	3	NA	NA	21	NA	0.04996	0.04996	NA	0.04909	NA	0.00828	NA	NA	0.001771	NA	NA	0.02615	NA	"cellular&nbsp;organisms>Bacteria>Nitrospirae"
"Nitrospirales"	"O"	189778	86	86	NA	69	NA	14	NA	NA	3	NA	NA	21	NA	0.04996	0.04996	NA	0.04909	NA	0.00828	NA	NA	0.001771	NA	NA	0.02615	NA	"cellular&nbsp;organisms>Bacteria>Nitrospirae>Nitrospira"
"Nitrospiraceae"	"F"	189779	86	86	NA	69	NA	14	NA	NA	3	NA	NA	21	NA	0.04996	0.04996	NA	0.04909	NA	0.00828	NA	NA	0.001771	NA	NA	0.02615	NA	"cellular&nbsp;organisms>Bacteria>Nitrospirae>Nitrospira>Nitrospirales"
"Nitrospira"	"G"	1234	85	85	NA	66	NA	11	NA	NA	NA	NA	NA	14	NA	0.04938	0.04938	NA	0.04695	NA	0.006506	NA	NA	NA	NA	NA	0.01743	NA	"cellular&nbsp;organisms>Bacteria>Nitrospirae>Nitrospira>Nitrospirales>Nitrospiraceae"
"Nitrospira defluvii"	"S"	330214	72	72	NA	61	NA	2	NA	NA	NA	NA	NA	3	NA	0.0434	0.04183	NA	0.0434	NA	0.001183	NA	NA	NA	NA	NA	0.003736	NA	"cellular&nbsp;organisms>Bacteria>Nitrospirae>Nitrospira>Nitrospirales>Nitrospiraceae>Nitrospira"
"Candidatus Nitrospira inopinata"	"S"	1715989	5	5	NA	3	NA	2	NA	NA	NA	NA	NA	1	NA	0.002905	0.002905	NA	0.002134	NA	0.001183	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Nitrospirae>Nitrospira>Nitrospirales>Nitrospiraceae>Nitrospira"
"Nitrospira japonica"	"S"	1325564	8	4	NA	NA	NA	3	NA	NA	NA	NA	NA	8	NA	0.009963	0.002324	NA	NA	NA	0.001774	NA	NA	NA	NA	NA	0.009963	NA	"cellular&nbsp;organisms>Bacteria>Nitrospirae>Nitrospira>Nitrospirales>Nitrospiraceae>Nitrospira"
"Nitrospira moscoviensis"	"S"	42253	2	1	NA	1	NA	2	NA	NA	NA	NA	NA	1	NA	0.001245	0.000581	NA	0.0007114	NA	0.001183	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Nitrospirae>Nitrospira>Nitrospirales>Nitrospiraceae>Nitrospira"
"Thermodesulfovibrio"	"G"	28261	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	2	NA	0.002491	0.000581	NA	NA	NA	0.001183	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Nitrospirae>Nitrospira>Nitrospirales>Nitrospiraceae"
"Thermodesulfovibrio yellowstonii"	"S"	28262	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	2	NA	0.002491	0.000581	NA	NA	NA	0.001183	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Nitrospirae>Nitrospira>Nitrospirales>Nitrospiraceae>Thermodesulfovibrio"
"Thermodesulfovibrio yellowstonii DSM 11347"	"-"	289376	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	2	NA	0.002491	0.000581	NA	NA	NA	0.001183	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Nitrospirae>Nitrospira>Nitrospirales>Nitrospiraceae>Thermodesulfovibrio>Thermodesulfovibrio&nbsp;yellowstonii"
"Deferribacteres"	"P"	200930	40	40	2	36	NA	26	NA	NA	NA	NA	NA	4	NA	0.03559	0.02324	0.03559	0.02561	NA	0.01538	NA	NA	NA	NA	NA	0.004981	NA	"cellular&nbsp;organisms>Bacteria"
"Deferribacteres"	"C"	68337	40	40	2	36	NA	26	NA	NA	NA	NA	NA	4	NA	0.03559	0.02324	0.03559	0.02561	NA	0.01538	NA	NA	NA	NA	NA	0.004981	NA	"cellular&nbsp;organisms>Bacteria>Deferribacteres"
"Deferribacterales"	"O"	191393	40	40	2	36	NA	26	NA	NA	NA	NA	NA	4	NA	0.03559	0.02324	0.03559	0.02561	NA	0.01538	NA	NA	NA	NA	NA	0.004981	NA	"cellular&nbsp;organisms>Bacteria>Deferribacteres>Deferribacteres"
"Deferribacteraceae"	"F"	191394	40	40	2	36	NA	26	NA	NA	NA	NA	NA	4	NA	0.03559	0.02324	0.03559	0.02561	NA	0.01538	NA	NA	NA	NA	NA	0.004981	NA	"cellular&nbsp;organisms>Bacteria>Deferribacteres>Deferribacteres>Deferribacterales"
"Calditerrivibrio"	"G"	545865	40	40	2	36	NA	26	NA	NA	NA	NA	NA	2	NA	0.03559	0.02324	0.03559	0.02561	NA	0.01538	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Deferribacteres>Deferribacteres>Deferribacterales>Deferribacteraceae"
"Calditerrivibrio nitroreducens"	"S"	477976	40	40	2	36	NA	26	NA	NA	NA	NA	NA	2	NA	0.03559	0.02324	0.03559	0.02561	NA	0.01538	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Deferribacteres>Deferribacteres>Deferribacterales>Deferribacteraceae>Calditerrivibrio"
"Calditerrivibrio nitroreducens DSM 19672"	"-"	768670	40	40	2	36	NA	26	NA	NA	NA	NA	NA	2	NA	0.03559	0.02324	0.03559	0.02561	NA	0.01538	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Deferribacteres>Deferribacteres>Deferribacterales>Deferribacteraceae>Calditerrivibrio>Calditerrivibrio&nbsp;nitroreducens"
"Chrysiogenetes"	"P"	200938	39	39	NA	32	NA	22	NA	NA	6	NA	NA	5	NA	0.02276	0.02266	NA	0.02276	NA	0.01301	NA	NA	0.003543	NA	NA	0.006227	NA	"cellular&nbsp;organisms>Bacteria"
"Chrysiogenetes"	"C"	118001	39	39	NA	32	NA	22	NA	NA	6	NA	NA	5	NA	0.02276	0.02266	NA	0.02276	NA	0.01301	NA	NA	0.003543	NA	NA	0.006227	NA	"cellular&nbsp;organisms>Bacteria>Chrysiogenetes"
"Chrysiogenales"	"O"	189769	39	39	NA	32	NA	22	NA	NA	6	NA	NA	5	NA	0.02276	0.02266	NA	0.02276	NA	0.01301	NA	NA	0.003543	NA	NA	0.006227	NA	"cellular&nbsp;organisms>Bacteria>Chrysiogenetes>Chrysiogenetes"
"Chrysiogenaceae"	"F"	189770	39	39	NA	32	NA	22	NA	NA	6	NA	NA	5	NA	0.02276	0.02266	NA	0.02276	NA	0.01301	NA	NA	0.003543	NA	NA	0.006227	NA	"cellular&nbsp;organisms>Bacteria>Chrysiogenetes>Chrysiogenetes>Chrysiogenales"
"Desulfurispirillum"	"G"	393029	39	39	NA	32	NA	22	NA	NA	6	NA	NA	5	NA	0.02276	0.02266	NA	0.02276	NA	0.01301	NA	NA	0.003543	NA	NA	0.006227	NA	"cellular&nbsp;organisms>Bacteria>Chrysiogenetes>Chrysiogenetes>Chrysiogenales>Chrysiogenaceae"
"Desulfurispirillum indicum"	"S"	936456	39	39	NA	32	NA	22	NA	NA	6	NA	NA	5	NA	0.02276	0.02266	NA	0.02276	NA	0.01301	NA	NA	0.003543	NA	NA	0.006227	NA	"cellular&nbsp;organisms>Bacteria>Chrysiogenetes>Chrysiogenetes>Chrysiogenales>Chrysiogenaceae>Desulfurispirillum"
"Desulfurispirillum indicum S5"	"-"	653733	39	39	NA	32	NA	22	NA	NA	6	NA	NA	5	NA	0.02276	0.02266	NA	0.02276	NA	0.01301	NA	NA	0.003543	NA	NA	0.006227	NA	"cellular&nbsp;organisms>Bacteria>Chrysiogenetes>Chrysiogenetes>Chrysiogenales>Chrysiogenaceae>Desulfurispirillum>Desulfurispirillum&nbsp;indicum"
"Thermotogae"	"P"	200918	34	33	1	18	NA	34	NA	NA	3	NA	NA	8	NA	0.02011	0.01917	0.01779	0.01281	NA	0.02011	NA	NA	0.001771	NA	NA	0.009963	NA	"cellular&nbsp;organisms>Bacteria"
"Thermotogae"	"C"	188708	34	33	1	18	NA	34	NA	NA	3	NA	NA	8	NA	0.02011	0.01917	0.01779	0.01281	NA	0.02011	NA	NA	0.001771	NA	NA	0.009963	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae"
"Thermotogales"	"O"	2419	15	15	NA	4	NA	13	NA	NA	2	NA	NA	4	NA	0.008715	0.008715	NA	0.002846	NA	0.007689	NA	NA	0.001181	NA	NA	0.004981	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae"
"Fervidobacteriaceae"	"F"	1643950	15	15	NA	4	NA	13	NA	NA	2	NA	NA	3	NA	0.008715	0.008715	NA	0.002846	NA	0.007689	NA	NA	0.001181	NA	NA	0.003736	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales"
"Fervidobacterium"	"G"	2422	9	9	NA	2	NA	8	NA	NA	2	NA	NA	2	NA	0.005229	0.005229	NA	0.001423	NA	0.004732	NA	NA	0.001181	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Fervidobacteriaceae"
"Fervidobacterium nodosum"	"S"	2424	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Fervidobacteriaceae>Fervidobacterium"
"Fervidobacterium nodosum Rt17-B1"	"-"	381764	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Fervidobacteriaceae>Fervidobacterium>Fervidobacterium&nbsp;nodosum"
"Thermosipho"	"G"	2420	5	5	NA	2	NA	5	NA	NA	NA	NA	NA	NA	NA	0.002957	0.002905	NA	0.001423	NA	0.002957	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Fervidobacteriaceae"
"Thermosipho africanus"	"S"	2421	4	4	NA	1	NA	3	NA	NA	NA	NA	NA	NA	NA	0.002324	0.002324	NA	0.0007114	NA	0.001774	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Fervidobacteriaceae>Thermosipho"
"Thermosipho africanus TCF52B"	"-"	484019	4	4	NA	1	NA	3	NA	NA	NA	NA	NA	NA	NA	0.002324	0.002324	NA	0.0007114	NA	0.001774	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Fervidobacteriaceae>Thermosipho>Thermosipho&nbsp;africanus"
"Kosmotogales"	"O"	1643946	11	8	NA	3	NA	11	NA	NA	NA	NA	NA	NA	NA	0.006506	0.004648	NA	0.002134	NA	0.006506	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae"
"Kosmotogaceae"	"F"	1643948	11	8	NA	3	NA	11	NA	NA	NA	NA	NA	NA	NA	0.006506	0.004648	NA	0.002134	NA	0.006506	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Kosmotogales"
"Mesotoga"	"G"	1184396	6	6	NA	2	NA	5	NA	NA	NA	NA	NA	NA	NA	0.003486	0.003486	NA	0.001423	NA	0.002957	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Kosmotogales>Kosmotogaceae"
"Mesotoga prima"	"S"	1184387	6	6	NA	2	NA	5	NA	NA	NA	NA	NA	NA	NA	0.003486	0.003486	NA	0.001423	NA	0.002957	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Kosmotogales>Kosmotogaceae>Mesotoga"
"Mesotoga prima MesG1.Ag.4.2"	"-"	660470	6	6	NA	2	NA	5	NA	NA	NA	NA	NA	NA	NA	0.003486	0.003486	NA	0.001423	NA	0.002957	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Kosmotogales>Kosmotogaceae>Mesotoga>Mesotoga&nbsp;prima"
"Kosmotoga"	"G"	651456	6	2	NA	1	NA	6	NA	NA	NA	NA	NA	NA	NA	0.003549	0.001162	NA	0.0007114	NA	0.003549	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Kosmotogales>Kosmotogaceae"
"Kosmotoga pacifica"	"S"	1330330	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.001183	0.000581	NA	NA	NA	0.001183	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Kosmotogales>Kosmotogaceae>Kosmotoga"
"Petrotogales"	"O"	1643947	2	1	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.002491	0.000581	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae"
"Petrotogaceae"	"F"	1643949	2	1	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.002491	0.000581	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Petrotogales"
"Petrotoga"	"G"	28236	2	1	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.002491	0.000581	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Petrotogales>Petrotogaceae"
"Petrotoga mobilis"	"S"	69499	2	1	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.002491	0.000581	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Petrotogales>Petrotogaceae>Petrotoga"
"Petrotoga mobilis SJ95"	"-"	403833	2	1	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.002491	0.000581	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Petrotogales>Petrotogaceae>Petrotoga>Petrotoga&nbsp;mobilis"
"unclassified Bacteria"	"-"	2323	21	21	1	19	NA	20	NA	NA	3	NA	NA	12	NA	0.01779	0.0122	0.01779	0.01352	NA	0.01183	NA	NA	0.001771	NA	NA	0.01494	NA	"cellular&nbsp;organisms>Bacteria"
"Bacteria candidate phyla"	"-"	1783234	19	19	1	18	NA	17	NA	NA	3	NA	NA	9	NA	0.01779	0.01104	0.01779	0.01281	NA	0.01005	NA	NA	0.001771	NA	NA	0.01121	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria"
"Candidatus Dependentiae"	"-"	95901	14	14	1	10	NA	10	NA	NA	NA	NA	NA	1	NA	0.01779	0.008134	0.01779	0.007114	NA	0.005915	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>Bacteria&nbsp;candidate&nbsp;phyla"
"Candidatus Babeliae"	"C"	2497643	9	8	1	9	NA	7	NA	NA	NA	NA	NA	1	NA	0.01779	0.004648	0.01779	0.006403	NA	0.00414	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>Bacteria&nbsp;candidate&nbsp;phyla>Candidatus&nbsp;Dependentiae"
"Candidatus Babeliales"	"O"	2497644	9	8	1	9	NA	7	NA	NA	NA	NA	NA	1	NA	0.01779	0.004648	0.01779	0.006403	NA	0.00414	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>Bacteria&nbsp;candidate&nbsp;phyla>Candidatus&nbsp;Dependentiae>Candidatus&nbsp;Babeliae"
"Candidatus Babeliaceae"	"F"	2497645	9	8	1	9	NA	7	NA	NA	NA	NA	NA	1	NA	0.01779	0.004648	0.01779	0.006403	NA	0.00414	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>Bacteria&nbsp;candidate&nbsp;phyla>Candidatus&nbsp;Dependentiae>Candidatus&nbsp;Babeliae>Candidatus&nbsp;Babeliales"
"Candidatus Babela"	"G"	1551504	9	8	1	9	NA	7	NA	NA	NA	NA	NA	1	NA	0.01779	0.004648	0.01779	0.006403	NA	0.00414	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>Bacteria&nbsp;candidate&nbsp;phyla>Candidatus&nbsp;Dependentiae>Candidatus&nbsp;Babeliae>Candidatus&nbsp;Babeliales>Candidatus&nbsp;Babeliaceae"
"Candidatus Babela massiliensis"	"S"	673862	9	8	1	9	NA	7	NA	NA	NA	NA	NA	1	NA	0.01779	0.004648	0.01779	0.006403	NA	0.00414	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>Bacteria&nbsp;candidate&nbsp;phyla>Candidatus&nbsp;Dependentiae>Candidatus&nbsp;Babeliae>Candidatus&nbsp;Babeliales>Candidatus&nbsp;Babeliaceae>Candidatus&nbsp;Babela"
"unclassified Candidatus Dependentiae"	"-"	1104668	6	6	NA	1	NA	3	NA	NA	NA	NA	NA	NA	NA	0.003486	0.003486	NA	0.0007114	NA	0.001774	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>Bacteria&nbsp;candidate&nbsp;phyla>Candidatus&nbsp;Dependentiae"
"Candidatus Dependentiae bacterium (ex Spumella elongata CCAP 955/1)"	"S"	2066483	6	6	NA	1	NA	3	NA	NA	NA	NA	NA	NA	NA	0.003486	0.003486	NA	0.0007114	NA	0.001774	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>Bacteria&nbsp;candidate&nbsp;phyla>Candidatus&nbsp;Dependentiae>unclassified&nbsp;Candidatus&nbsp;Dependentiae"
"Candidatus Saccharibacteria"	"P"	95818	7	4	NA	6	NA	5	NA	NA	2	NA	NA	7	NA	0.008717	0.002324	NA	0.004268	NA	0.002957	NA	NA	0.001181	NA	NA	0.008717	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>Bacteria&nbsp;candidate&nbsp;phyla"
"Candidatus Saccharibacteria oral taxon TM7x"	"S"	1476577	2	2	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	0.001245	0.001162	NA	0.0007114	NA	0.0005915	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>Bacteria&nbsp;candidate&nbsp;phyla>Candidatus&nbsp;Saccharibacteria"
"unclassified Saccharibacteria"	"-"	1895827	4	2	NA	2	NA	NA	NA	NA	NA	NA	NA	4	NA	0.004981	0.001162	NA	0.001423	NA	NA	NA	NA	NA	NA	NA	0.004981	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>Bacteria&nbsp;candidate&nbsp;phyla>Candidatus&nbsp;Saccharibacteria"
"Candidatus Saccharibacteria bacterium YM_S32_TM7_50_20"	"S"	2056494	4	2	NA	2	NA	NA	NA	NA	NA	NA	NA	4	NA	0.004981	0.001162	NA	0.001423	NA	NA	NA	NA	NA	NA	NA	0.004981	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>Bacteria&nbsp;candidate&nbsp;phyla>Candidatus&nbsp;Saccharibacteria>unclassified&nbsp;Saccharibacteria"
