"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_august_BC01.cladeReads"	"kraken2_16s_k21_classification_august_BC02.cladeReads"	"kraken2_16s_k21_classification_august_BC03.cladeReads"	"kraken2_16s_k21_classification_august_BC04.cladeReads"	"kraken2_16s_k21_classification_august_BC05.cladeReads"	"kraken2_16s_k21_classification_august_BC06.cladeReads"	"kraken2_16s_k21_classification_august_BC07.cladeReads"	"kraken2_16s_k21_classification_august_BC08.cladeReads"	"kraken2_16s_k21_classification_august_BC09.cladeReads"	"kraken2_16s_k21_classification_august_BC10.cladeReads"	"kraken2_16s_k21_classification_august_BC11.cladeReads"	"kraken2_16s_k21_classification_august_BC12.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_august_BC01.cladeReads.."	"kraken2_16s_k21_classification_august_BC02.cladeReads.."	"kraken2_16s_k21_classification_august_BC03.cladeReads.."	"kraken2_16s_k21_classification_august_BC04.cladeReads.."	"kraken2_16s_k21_classification_august_BC05.cladeReads.."	"kraken2_16s_k21_classification_august_BC06.cladeReads.."	"kraken2_16s_k21_classification_august_BC07.cladeReads.."	"kraken2_16s_k21_classification_august_BC08.cladeReads.."	"kraken2_16s_k21_classification_august_BC09.cladeReads.."	"kraken2_16s_k21_classification_august_BC10.cladeReads.."	"kraken2_16s_k21_classification_august_BC11.cladeReads.."	"kraken2_16s_k21_classification_august_BC12.cladeReads.."	"lineage"
"uncultured"	"G"	3097	54	3	NA	NA	NA	50	39	54	NA	NA	4	23	NA	0.007515	0.0009897	NA	NA	NA	0.005797	0.004499	0.007515	NA	NA	0.003056	0.002711	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Bdellovibrionales>Bacteriovoracaceae"
"Halobacteriovorax"	"G"	11474	11	3	NA	NA	NA	3	4	11	NA	NA	NA	3	NA	0.001531	0.0009897	NA	NA	NA	0.0003478	0.0004614	0.001531	NA	NA	NA	0.0003536	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Bdellovibrionales>Bacteriovoracaceae"
"Desulfobacterales"	"O"	3109	142	56	9	NA	1	64	85	142	3	NA	11	73	6	0.3096	0.01848	0.02025	NA	0.3096	0.00742	0.009804	0.01976	0.0001794	NA	0.008404	0.008603	0.01373	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Desulfobacteraceae"	"F"	3110	97	34	6	NA	1	46	66	97	3	NA	6	49	2	0.3096	0.01122	0.0135	NA	0.3096	0.005333	0.007613	0.0135	0.0001794	NA	0.004584	0.005775	0.004576	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales"
"uncultured"	"G"	3138	27	12	2	NA	NA	11	27	14	1	NA	3	13	NA	0.0045	0.003959	0.0045	NA	NA	0.001275	0.003114	0.001948	5.981e-05	NA	0.002292	0.001532	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Sva0081 sediment group"	"G"	3137	19	5	NA	NA	NA	12	8	19	NA	NA	2	10	NA	0.002644	0.00165	NA	NA	NA	0.001391	0.0009228	0.002644	NA	NA	0.001528	0.001179	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"SEEP-SRB1"	"G"	3136	14	5	NA	NA	NA	6	3	14	1	NA	NA	7	NA	0.001948	0.00165	NA	NA	NA	0.0006956	0.000346	0.001948	5.981e-05	NA	NA	0.000825	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfobacter"	"G"	3120	12	5	3	NA	NA	3	NA	12	NA	NA	NA	2	NA	0.006751	0.00165	0.006751	NA	NA	0.0003478	NA	0.00167	NA	NA	NA	0.0002357	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfonema"	"G"	3130	8	3	NA	NA	NA	2	5	8	NA	NA	NA	4	1	0.002288	0.0009897	NA	NA	NA	0.0002319	0.0005767	0.001113	NA	NA	NA	0.0004714	0.002288	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Candidatus Magnetananas"	"G"	3113	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.0003299	0.0003299	NA	NA	NA	0.0001159	NA	NA	NA	NA	NA	0.0001179	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfosalsimonas"	"G"	3132	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003299	0.0003299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfobulbaceae"	"F"	3139	43	15	3	NA	NA	16	18	43	NA	NA	5	22	4	0.009151	0.004949	0.006751	NA	NA	0.001855	0.002076	0.005984	NA	NA	0.00382	0.002593	0.009151	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales"
"uncultured"	"G"	3151	21	7	NA	NA	NA	6	6	21	NA	NA	3	11	1	0.002923	0.002309	NA	NA	NA	0.0006956	0.0006921	0.002923	NA	NA	0.002292	0.001296	0.002288	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"Desulfocapsa"	"G"	3141	4	4	NA	NA	NA	2	2	4	NA	NA	NA	3	2	0.004576	0.00132	NA	NA	NA	0.0002319	0.0002307	0.0005567	NA	NA	NA	0.0003536	0.004576	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"Desulfobulbus"	"G"	3140	5	2	1	NA	NA	5	4	4	NA	NA	NA	3	NA	0.00225	0.0006598	0.00225	NA	NA	0.0005797	0.0004614	0.0005567	NA	NA	NA	0.0003536	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"Desulfofustis"	"G"	3142	1	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.00225	0.0003299	0.00225	NA	NA	NA	0.0001153	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"Desulforhopalus"	"G"	3144	3	1	NA	NA	NA	1	NA	3	NA	NA	NA	NA	NA	0.0004175	0.0003299	NA	NA	NA	0.0001159	NA	0.0004175	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"Syntrophobacterales"	"O"	3251	278	31	2	NA	1	167	149	278	3	NA	15	84	NA	0.3096	0.01023	0.0045	NA	0.3096	0.01936	0.01719	0.03869	0.0001794	NA	0.01146	0.0099	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Syntrophaceae"	"F"	3252	259	25	1	NA	1	142	125	259	3	NA	14	73	NA	0.3096	0.008248	0.00225	NA	0.3096	0.01646	0.01442	0.03604	0.0001794	NA	0.0107	0.008603	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales"
"Desulfobacca"	"G"	3253	46	9	NA	NA	1	19	27	46	NA	NA	4	19	NA	0.3096	0.002969	NA	NA	0.3096	0.002203	0.003114	0.006402	NA	NA	0.003056	0.002239	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae"
"uncultured"	"G"	3257	29	8	NA	NA	NA	23	29	27	NA	NA	6	6	NA	0.004584	0.002639	NA	NA	NA	0.002667	0.003345	0.003758	NA	NA	0.004584	0.0007071	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae"
"Syntrophus"	"G"	3256	89	4	NA	NA	NA	65	32	89	2	NA	NA	22	NA	0.01239	0.00132	NA	NA	NA	0.007536	0.003691	0.01239	0.0001196	NA	NA	0.002593	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae"
"Desulfomonile"	"G"	3254	52	2	NA	NA	NA	12	8	52	NA	NA	4	8	NA	0.007237	0.0006598	NA	NA	NA	0.001391	0.0009228	0.007237	NA	NA	0.003056	0.0009428	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae"
"Smithella"	"G"	3255	37	1	1	NA	NA	19	23	37	1	NA	NA	16	NA	0.005149	0.0003299	0.00225	NA	NA	0.002203	0.002653	0.005149	5.981e-05	NA	NA	0.001886	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae"
"Syntrophobacteraceae"	"F"	3258	25	6	1	NA	NA	25	24	19	NA	NA	1	11	NA	0.002898	0.001979	0.00225	NA	NA	0.002898	0.002768	0.002644	NA	NA	0.000764	0.001296	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales"
"uncultured"	"G"	3266	16	5	NA	NA	NA	16	10	9	NA	NA	1	6	NA	0.001855	0.00165	NA	NA	NA	0.001855	0.001153	0.001253	NA	NA	0.000764	0.0007071	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales>Syntrophobacteraceae"
"Syntrophobacter"	"G"	3264	13	1	NA	NA	NA	6	13	9	NA	NA	NA	2	NA	0.0015	0.0003299	NA	NA	NA	0.0006956	0.0015	0.001253	NA	NA	NA	0.0002357	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales>Syntrophobacteraceae"
"SAR324 clade(Marine group B)"	"O"	3247	69	29	9	NA	NA	55	46	62	NA	NA	17	69	10	0.02288	0.009567	0.02025	NA	NA	0.006377	0.005306	0.008628	NA	NA	0.01299	0.008132	0.02288	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Desulfarculales"	"O"	3105	44	26	3	NA	NA	44	29	29	NA	NA	3	17	1	0.008578	0.008578	0.006751	NA	NA	0.005101	0.003345	0.004036	NA	NA	0.002292	0.002004	0.002288	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Desulfarculaceae"	"F"	3106	44	26	3	NA	NA	44	29	29	NA	NA	3	17	1	0.008578	0.008578	0.006751	NA	NA	0.005101	0.003345	0.004036	NA	NA	0.002292	0.002004	0.002288	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfarculales"
"uncultured"	"G"	3108	19	16	1	NA	NA	19	7	9	NA	NA	2	8	1	0.005279	0.005279	0.00225	NA	NA	0.002203	0.0008074	0.001253	NA	NA	0.001528	0.0009428	0.002288	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfarculales>Desulfarculaceae"
"Desulfatiglans"	"G"	11475	24	8	2	NA	NA	24	22	20	NA	NA	1	8	NA	0.0045	0.002639	0.0045	NA	NA	0.002782	0.002538	0.002783	NA	NA	0.000764	0.0009428	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfarculales>Desulfarculaceae"
"Desulfarculus"	"G"	3107	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003299	0.0003299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfarculales>Desulfarculaceae"
"Desulfovibrionales"	"O"	3156	82	19	5	NA	NA	25	21	82	1	NA	1	14	1	0.01141	0.006268	0.01125	NA	NA	0.002898	0.002422	0.01141	5.981e-05	NA	0.000764	0.00165	0.002288	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Desulfovibrionaceae"	"F"	3169	78	13	2	NA	NA	19	17	78	NA	NA	1	10	1	0.01086	0.004289	0.0045	NA	NA	0.002203	0.001961	0.01086	NA	NA	0.000764	0.001179	0.002288	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales"
"Desulfovibrio"	"G"	3173	69	9	2	NA	NA	16	15	69	NA	NA	NA	8	1	0.009603	0.002969	0.0045	NA	NA	0.001855	0.00173	0.009603	NA	NA	NA	0.0009428	0.002288	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae"
"Halodesulfovibrio"	"G"	26278	2	2	NA	NA	NA	NA	1	2	NA	NA	NA	1	NA	0.0006598	0.0006598	NA	NA	NA	NA	0.0001153	0.0002783	NA	NA	NA	0.0001179	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae"
"Desulfohalobiaceae"	"F"	3157	6	6	2	NA	NA	5	3	3	1	NA	NA	4	NA	0.0045	0.001979	0.0045	NA	NA	0.0005797	0.000346	0.0004175	5.981e-05	NA	NA	0.0004714	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales"
"Desulfovermiculus"	"G"	3163	6	6	2	NA	NA	5	3	3	1	NA	NA	3	NA	0.0045	0.001979	0.0045	NA	NA	0.0005797	0.000346	0.0004175	5.981e-05	NA	NA	0.0003536	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales>Desulfohalobiaceae"
"Desulfuromonadales"	"O"	3181	125	19	4	NA	NA	109	83	125	NA	NA	17	72	NA	0.0174	0.006268	0.009001	NA	NA	0.01264	0.009574	0.0174	NA	NA	0.01299	0.008485	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Geobacteraceae"	"F"	3195	90	16	3	NA	NA	90	64	84	NA	NA	12	48	NA	0.01169	0.005279	0.006751	NA	NA	0.01043	0.007382	0.01169	NA	NA	0.009168	0.005657	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfuromonadales"
"Geobacter"	"G"	3197	72	13	3	NA	NA	69	45	72	NA	NA	4	39	NA	0.01002	0.004289	0.006751	NA	NA	0.008	0.005191	0.01002	NA	NA	0.003056	0.004596	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae"
"Geothermobacter"	"G"	3199	20	3	NA	NA	NA	20	19	12	NA	NA	8	8	NA	0.006112	0.0009897	NA	NA	NA	0.002319	0.002192	0.00167	NA	NA	0.006112	0.0009428	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae"
"Desulfuromonadaceae"	"F"	3189	25	3	1	NA	NA	10	15	25	NA	NA	2	16	NA	0.003479	0.0009897	0.00225	NA	NA	0.001159	0.00173	0.003479	NA	NA	0.001528	0.001886	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfuromonadales"
"Desulfuromonas"	"G"	3190	25	2	NA	NA	NA	9	12	25	NA	NA	2	15	NA	0.003479	0.0006598	NA	NA	NA	0.001043	0.001384	0.003479	NA	NA	0.001528	0.001768	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae"
"Pelobacter"	"G"	3193	3	1	1	NA	NA	NA	3	NA	NA	NA	NA	1	NA	0.00225	0.0003299	0.00225	NA	NA	NA	0.000346	NA	NA	NA	NA	0.0001179	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae"
"Bradymonadales"	"O"	14584	152	10	1	NA	NA	60	54	152	NA	NA	11	45	NA	0.02115	0.003299	0.00225	NA	NA	0.006956	0.006229	0.02115	NA	NA	0.008404	0.005303	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Bradymonadaceae"	"F"	14585	17	4	NA	NA	NA	2	4	17	NA	NA	1	4	NA	0.002366	0.00132	NA	NA	NA	0.0002319	0.0004614	0.002366	NA	NA	0.000764	0.0004714	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Bradymonadales"
"PB19"	"O"	26287	48	10	3	NA	NA	48	22	8	2	NA	3	15	NA	0.006751	0.003299	0.006751	NA	NA	0.005565	0.002538	0.001113	0.0001196	NA	0.002292	0.001768	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"NB1-j"	"O"	14609	187	7	4	1	NA	110	67	187	NA	NA	13	60	NA	0.4695	0.002309	0.009001	0.4695	NA	0.01275	0.007728	0.02602	NA	NA	0.009932	0.007071	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Sva0485"	"O"	3250	98	5	3	NA	NA	72	56	98	NA	NA	2	25	NA	0.01364	0.00165	0.006751	NA	NA	0.008347	0.006459	0.01364	NA	NA	0.001528	0.002946	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"RCP2-54"	"O"	26288	9	4	NA	NA	NA	6	3	9	NA	NA	NA	3	NA	0.00132	0.00132	NA	NA	NA	0.0006956	0.000346	0.001253	NA	NA	NA	0.0003536	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"DTB120"	"O"	3101	14	4	NA	NA	1	7	10	14	NA	NA	NA	6	NA	0.3096	0.00132	NA	NA	0.3096	0.0008116	0.001153	0.001948	NA	NA	NA	0.0007071	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Rs-K70 termite group"	"O"	3246	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006598	0.0006598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Deltaproteobacteria Incertae Sedis"	"O"	3102	66	2	NA	NA	NA	16	15	66	NA	NA	1	2	NA	0.009185	0.0006598	NA	NA	NA	0.001855	0.00173	0.009185	NA	NA	0.000764	0.0002357	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Syntrophorhabdaceae"	"F"	3103	66	2	NA	NA	NA	16	14	66	NA	NA	NA	2	NA	0.009185	0.0006598	NA	NA	NA	0.001855	0.001615	0.009185	NA	NA	NA	0.0002357	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Deltaproteobacteria&nbsp;Incertae&nbsp;Sedis"
"Syntrophorhabdus"	"G"	3104	66	2	NA	NA	NA	16	14	66	NA	NA	NA	2	NA	0.009185	0.0006598	NA	NA	NA	0.001855	0.001615	0.009185	NA	NA	NA	0.0002357	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Deltaproteobacteria&nbsp;Incertae&nbsp;Sedis>Syntrophorhabdaceae"
"NKB15"	"O"	26283	3	2	NA	NA	NA	1	NA	3	NA	NA	1	NA	NA	0.000764	0.0006598	NA	NA	NA	0.0001159	NA	0.0004175	NA	NA	0.000764	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"MBNT15"	"O"	26280	26	1	NA	NA	NA	10	12	26	NA	NA	NA	24	NA	0.003618	0.0003299	NA	NA	NA	0.001159	0.001384	0.003618	NA	NA	NA	0.002828	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"TX1A-33"	"O"	14614	7	1	NA	NA	NA	1	NA	7	NA	NA	NA	NA	NA	0.0009742	0.0003299	NA	NA	NA	0.0001159	NA	0.0009742	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Thermodesulfobacteriales"	"O"	26289	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.002288	0.0003299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002288	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Thermodesulfobacteriaceae"	"F"	26290	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.002288	0.0003299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002288	"Bacteria>Proteobacteria>Deltaproteobacteria>Thermodesulfobacteriales"
"Caldimicrobium"	"G"	26291	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.002288	0.0003299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002288	"Bacteria>Proteobacteria>Deltaproteobacteria>Thermodesulfobacteriales>Thermodesulfobacteriaceae"
"Magnetococcia"	"C"	26883	31	2	NA	NA	NA	1	8	31	NA	NA	NA	1	NA	0.004314	0.0006598	NA	NA	NA	0.0001159	0.0009228	0.004314	NA	NA	NA	0.0001179	NA	"Bacteria>Proteobacteria"
"Magnetococcales"	"O"	26884	31	2	NA	NA	NA	1	8	31	NA	NA	NA	1	NA	0.004314	0.0006598	NA	NA	NA	0.0001159	0.0009228	0.004314	NA	NA	NA	0.0001179	NA	"Bacteria>Proteobacteria>Magnetococcia"
"Magnetococcaceae"	"F"	26885	31	2	NA	NA	NA	1	8	31	NA	NA	NA	1	NA	0.004314	0.0006598	NA	NA	NA	0.0001159	0.0009228	0.004314	NA	NA	NA	0.0001179	NA	"Bacteria>Proteobacteria>Magnetococcia>Magnetococcales"
"Magnetococcus"	"G"	26886	31	2	NA	NA	NA	1	8	31	NA	NA	NA	1	NA	0.004314	0.0006598	NA	NA	NA	0.0001159	0.0009228	0.004314	NA	NA	NA	0.0001179	NA	"Bacteria>Proteobacteria>Magnetococcia>Magnetococcales>Magnetococcaceae"
"Verrucomicrobia"	"P"	3982	191630	35660	2755	15	34	130403	191634	150485	391	7	881	4573	280	22.1	11.76	6.199	7.042	10.53	15.12	22.1	20.94	0.02338	2.929	0.6731	0.5389	0.6406	"Bacteria"
"Verrucomicrobiae"	"C"	4029	191630	35660	2755	15	34	130403	191634	150485	391	7	881	4573	280	22.1	11.76	6.199	7.042	10.53	15.12	22.1	20.94	0.02338	2.929	0.6731	0.5389	0.6406	"Bacteria>Verrucomicrobia"
"uncultured"	"O"	27008	162850	31111	2411	8	25	108441	162852	125888	306	4	695	3192	217	18.78	10.26	5.425	3.756	7.74	12.57	18.78	17.52	0.0183	1.674	0.531	0.3762	0.4965	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"Opitutales"	"O"	26972	11813	1732	139	4	4	9009	11813	11333	27	1	146	1097	37	1.878	0.5714	0.3128	1.878	1.238	1.044	1.363	1.577	0.001615	0.4184	0.1115	0.1293	0.08465	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"Puniceicoccaceae"	"F"	26981	8079	1338	104	2	3	6351	8079	6674	15	1	19	137	18	0.939	0.4414	0.234	0.939	0.9288	0.7363	0.9319	0.9288	0.0008971	0.4184	0.01452	0.01615	0.04118	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales"
"Puniceicoccus"	"G"	26988	2731	447	39	1	1	2131	2731	2283	3	NA	9	37	8	0.4695	0.1475	0.08776	0.4695	0.3096	0.2471	0.315	0.3177	0.0001794	NA	0.006876	0.004361	0.0183	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Verruc-01"	"G"	26989	1366	247	18	NA	1	1165	1366	1188	5	NA	3	26	3	0.3096	0.08149	0.0405	NA	0.3096	0.1351	0.1576	0.1653	0.000299	NA	0.002292	0.003064	0.006864	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Lentimonas"	"G"	26985	665	110	3	NA	NA	501	665	567	1	1	3	18	2	0.4184	0.03629	0.006751	NA	NA	0.05808	0.07671	0.07891	5.981e-05	0.4184	0.002292	0.002121	0.004576	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Cerasicoccus"	"G"	26983	641	107	11	NA	NA	487	641	485	1	NA	NA	8	1	0.07394	0.0353	0.02475	NA	NA	0.05646	0.07394	0.0675	5.981e-05	NA	NA	0.0009428	0.002288	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"MB11C04 marine group"	"G"	26986	435	76	4	NA	NA	346	435	362	1	NA	1	8	NA	0.05038	0.02507	0.009001	NA	NA	0.04011	0.05018	0.05038	5.981e-05	NA	0.000764	0.0009428	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Coraliomargarita"	"G"	26984	542	65	9	NA	1	409	542	421	NA	NA	NA	7	1	0.3096	0.02144	0.02025	NA	0.3096	0.04742	0.06252	0.05859	NA	NA	NA	0.000825	0.002288	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Pelagicoccus"	"G"	26987	317	41	2	NA	NA	248	317	217	1	NA	NA	10	1	0.03656	0.01353	0.0045	NA	NA	0.02875	0.03656	0.0302	5.981e-05	NA	NA	0.001179	0.002288	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"uncultured"	"G"	26990	210	41	4	NA	NA	189	210	195	1	NA	NA	2	NA	0.02714	0.01353	0.009001	NA	NA	0.02191	0.02422	0.02714	5.981e-05	NA	NA	0.0002357	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"A714019"	"G"	26982	162	31	1	NA	NA	127	162	116	NA	NA	NA	4	NA	0.01869	0.01023	0.00225	NA	NA	0.01472	0.01869	0.01614	NA	NA	NA	0.0004714	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Opitutaceae"	"F"	26973	4393	345	30	2	1	2410	3429	4393	12	NA	127	958	18	0.939	0.1138	0.06751	0.939	0.3096	0.2794	0.3955	0.6114	0.0007177	NA	0.09703	0.1129	0.04118	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales"
"Lacunisphaera"	"G"	26978	1139	110	12	2	NA	604	933	1139	4	NA	47	309	10	0.939	0.03629	0.027	0.939	NA	0.07003	0.1076	0.1585	0.0002392	NA	0.03591	0.03642	0.02288	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"Opitutus"	"G"	26979	603	107	5	NA	1	489	598	603	1	NA	12	69	3	0.3096	0.0353	0.01125	NA	0.3096	0.05669	0.06898	0.08392	5.981e-05	NA	0.009168	0.008132	0.006864	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"Diplosphaera"	"G"	26976	224	32	2	NA	NA	198	224	215	1	NA	14	51	NA	0.02992	0.01056	0.0045	NA	NA	0.02296	0.02584	0.02992	5.981e-05	NA	0.0107	0.006011	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"Cephaloticoccus"	"G"	26975	216	25	2	NA	NA	152	216	175	NA	NA	3	22	NA	0.02491	0.008248	0.0045	NA	NA	0.01762	0.02491	0.02435	NA	NA	0.002292	0.002593	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"IMCC26134"	"G"	26977	1852	18	5	NA	NA	654	1013	1852	4	NA	41	413	1	0.2577	0.005938	0.01125	NA	NA	0.07582	0.1168	0.2577	0.0002392	NA	0.03132	0.04867	0.002288	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"Alterococcus"	"G"	26974	17	2	1	NA	NA	17	16	12	NA	NA	NA	3	NA	0.00225	0.0006598	0.00225	NA	NA	0.001971	0.001846	0.00167	NA	NA	NA	0.0003536	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"uncultured"	"G"	26980	33	1	2	NA	NA	20	33	26	1	NA	3	19	NA	0.0045	0.0003299	0.0045	NA	NA	0.002319	0.003806	0.003618	5.981e-05	NA	0.002292	0.002239	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"uncultured"	"F"	26991	7	1	NA	NA	NA	2	7	3	NA	NA	NA	NA	NA	0.0008074	0.0003299	NA	NA	NA	0.0002319	0.0008074	0.0004175	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales"
"Pedosphaerales"	"O"	26992	4594	729	44	1	NA	3446	4594	3612	12	1	7	60	2	0.5299	0.2405	0.09901	0.4695	NA	0.3995	0.5299	0.5027	0.0007177	0.4184	0.005348	0.007071	0.004576	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
