"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_june_BC01.cladeReads"	"kraken2_16s_classification_june_BC02.cladeReads"	"kraken2_16s_classification_june_BC03.cladeReads"	"kraken2_16s_classification_june_BC04.cladeReads"	"kraken2_16s_classification_june_BC05.cladeReads"	"kraken2_16s_classification_june_BC06.cladeReads"	"kraken2_16s_classification_june_BC07.cladeReads"	"kraken2_16s_classification_june_BC08.cladeReads"	"kraken2_16s_classification_june_BC09.cladeReads"	"kraken2_16s_classification_june_BC10.cladeReads"	"kraken2_16s_classification_june_BC11.cladeReads"	"kraken2_16s_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_16s_classification_june_BC01.cladeReads.."	"kraken2_16s_classification_june_BC02.cladeReads.."	"kraken2_16s_classification_june_BC03.cladeReads.."	"kraken2_16s_classification_june_BC04.cladeReads.."	"kraken2_16s_classification_june_BC05.cladeReads.."	"kraken2_16s_classification_june_BC06.cladeReads.."	"kraken2_16s_classification_june_BC07.cladeReads.."	"kraken2_16s_classification_june_BC08.cladeReads.."	"kraken2_16s_classification_june_BC09.cladeReads.."	"kraken2_16s_classification_june_BC10.cladeReads.."	"kraken2_16s_classification_june_BC11.cladeReads.."	"kraken2_16s_classification_june_BC12.cladeReads.."	"lineage"
"Verrucomicrobia"	"P"	3982	808	217	1	86	NA	808	1	NA	5	NA	NA	366	NA	4	0.127	0.0182	0.06137	NA	0.4947	4	NA	0.002983	NA	NA	0.4811	NA	"Bacteria"
"Verrucomicrobiae"	"C"	4029	808	217	1	86	NA	808	1	NA	5	NA	NA	366	NA	4	0.127	0.0182	0.06137	NA	0.4947	4	NA	0.002983	NA	NA	0.4811	NA	"Bacteria>Verrucomicrobia"
"uncultured"	"O"	27008	146	146	1	50	NA	139	NA	NA	2	NA	NA	102	NA	0.1341	0.08543	0.0182	0.03568	NA	0.08511	NA	NA	0.001193	NA	NA	0.1341	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"Opitutales"	"O"	26972	640	59	NA	20	NA	640	1	NA	3	NA	NA	258	NA	4	0.03452	NA	0.01427	NA	0.3919	4	NA	0.00179	NA	NA	0.3392	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"Opitutaceae"	"F"	26973	537	42	NA	16	NA	537	1	NA	3	NA	NA	224	NA	4	0.02458	NA	0.01142	NA	0.3288	4	NA	0.00179	NA	NA	0.2945	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales"
"IMCC26134"	"G"	26977	455	31	NA	9	NA	455	NA	NA	1	NA	NA	173	NA	0.2786	0.01814	NA	0.006423	NA	0.2786	NA	NA	0.0005966	NA	NA	0.2274	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"Lacunisphaera"	"G"	26978	21	6	NA	2	NA	20	NA	NA	1	NA	NA	21	NA	0.02761	0.003511	NA	0.001427	NA	0.01225	NA	NA	0.0005966	NA	NA	0.02761	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"Cephaloticoccus"	"G"	26975	7	2	NA	2	NA	7	NA	NA	NA	NA	NA	4	NA	0.005258	0.00117	NA	0.001427	NA	0.004286	NA	NA	NA	NA	NA	0.005258	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"uncultured"	"G"	26980	6	1	NA	NA	NA	2	NA	NA	NA	NA	NA	6	NA	0.007888	0.0005851	NA	NA	NA	0.001225	NA	NA	NA	NA	NA	0.007888	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"Opitutus"	"G"	26979	17	1	NA	NA	NA	17	1	NA	NA	NA	NA	10	NA	4	0.0005851	NA	NA	NA	0.01041	4	NA	NA	NA	NA	0.01315	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"Puniceicoccaceae"	"F"	26981	100	17	NA	4	NA	100	NA	NA	NA	NA	NA	34	NA	0.06123	0.009947	NA	0.002855	NA	0.06123	NA	NA	NA	NA	NA	0.0447	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales"
"Verruc-01"	"G"	26989	38	6	NA	2	NA	38	NA	NA	NA	NA	NA	14	NA	0.02327	0.003511	NA	0.001427	NA	0.02327	NA	NA	NA	NA	NA	0.0184	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Puniceicoccus"	"G"	26988	9	3	NA	1	NA	9	NA	NA	NA	NA	NA	4	NA	0.005511	0.001755	NA	0.0007136	NA	0.005511	NA	NA	NA	NA	NA	0.005258	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Lentimonas"	"G"	26985	4	3	NA	NA	NA	4	NA	NA	NA	NA	NA	1	NA	0.002449	0.001755	NA	NA	NA	0.002449	NA	NA	NA	NA	NA	0.001315	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Pelagicoccus"	"G"	26987	39	2	NA	1	NA	39	NA	NA	NA	NA	NA	12	NA	0.02388	0.00117	NA	0.0007136	NA	0.02388	NA	NA	NA	NA	NA	0.01578	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Coraliomargarita"	"G"	26984	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005851	0.0005851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Verrucomicrobiales"	"O"	4030	22	9	NA	15	NA	22	NA	NA	NA	NA	NA	3	NA	0.01347	0.005266	NA	0.0107	NA	0.01347	NA	NA	NA	NA	NA	0.003944	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"Rubritaleaceae"	"F"	4034	21	7	NA	13	NA	21	NA	NA	NA	NA	NA	3	NA	0.01286	0.004096	NA	0.009277	NA	0.01286	NA	NA	NA	NA	NA	0.003944	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales"
"Luteolibacter"	"G"	27004	13	3	NA	13	NA	7	NA	NA	NA	NA	NA	1	NA	0.009277	0.001755	NA	0.009277	NA	0.004286	NA	NA	NA	NA	NA	0.001315	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>Rubritaleaceae"
"DBS1"	"G"	27002	6	3	NA	NA	NA	6	NA	NA	NA	NA	NA	1	NA	0.003674	0.001755	NA	NA	NA	0.003674	NA	NA	NA	NA	NA	0.001315	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>Rubritaleaceae"
"Roseibacillus"	"G"	27006	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005851	0.0005851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>Rubritaleaceae"
"Verrucomicrobiaceae"	"F"	4036	2	2	NA	2	NA	1	NA	NA	NA	NA	NA	NA	NA	0.001427	0.00117	NA	0.001427	NA	0.0006123	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales"
"uncultured"	"G"	4046	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0007136	0.0005851	NA	0.0007136	NA	0.0006123	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>Verrucomicrobiaceae"
"Brevifollis"	"G"	4038	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005851	0.0005851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>Verrucomicrobiaceae"
"Pedosphaerales"	"O"	26992	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0007136	0.0005851	NA	0.0007136	NA	0.0006123	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"Pedosphaeraceae"	"F"	26993	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0007136	0.0005851	NA	0.0007136	NA	0.0006123	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Pedosphaerales"
"Epsilonbacteraeota"	"P"	25565	521	173	8	186	NA	96	NA	NA	1	NA	NA	521	NA	0.6849	0.1012	0.1456	0.1327	NA	0.05878	NA	NA	0.0005966	NA	NA	0.6849	NA	"Bacteria"
"Campylobacteria"	"C"	25566	521	173	8	186	NA	96	NA	NA	1	NA	NA	521	NA	0.6849	0.1012	0.1456	0.1327	NA	0.05878	NA	NA	0.0005966	NA	NA	0.6849	NA	"Bacteria>Epsilonbacteraeota"
"Campylobacterales"	"O"	25567	521	173	8	186	NA	96	NA	NA	1	NA	NA	521	NA	0.6849	0.1012	0.1456	0.1327	NA	0.05878	NA	NA	0.0005966	NA	NA	0.6849	NA	"Bacteria>Epsilonbacteraeota>Campylobacteria"
"Arcobacteraceae"	"F"	25568	308	126	7	149	NA	42	NA	NA	NA	NA	NA	308	NA	0.4049	0.07373	0.1274	0.1063	NA	0.02572	NA	NA	NA	NA	NA	0.4049	NA	"Bacteria>Epsilonbacteraeota>Campylobacteria>Campylobacterales"
"Arcobacter"	"G"	25569	308	126	7	149	NA	42	NA	NA	NA	NA	NA	308	NA	0.4049	0.07373	0.1274	0.1063	NA	0.02572	NA	NA	NA	NA	NA	0.4049	NA	"Bacteria>Epsilonbacteraeota>Campylobacteria>Campylobacterales>Arcobacteraceae"
"Thiovulaceae"	"F"	25590	136	30	1	26	NA	41	NA	NA	1	NA	NA	136	NA	0.1788	0.01755	0.0182	0.01855	NA	0.0251	NA	NA	0.0005966	NA	NA	0.1788	NA	"Bacteria>Epsilonbacteraeota>Campylobacteria>Campylobacterales"
"Sulfurimonas"	"G"	25592	54	16	NA	8	NA	6	NA	NA	NA	NA	NA	54	NA	0.07099	0.009362	NA	0.005709	NA	0.003674	NA	NA	NA	NA	NA	0.07099	NA	"Bacteria>Epsilonbacteraeota>Campylobacteria>Campylobacterales>Thiovulaceae"
"Sulfuricurvum"	"G"	25591	79	14	1	18	NA	35	NA	NA	1	NA	NA	79	NA	0.1039	0.008192	0.0182	0.01285	NA	0.02143	NA	NA	0.0005966	NA	NA	0.1039	NA	"Bacteria>Epsilonbacteraeota>Campylobacteria>Campylobacterales>Thiovulaceae"
"Sulfurospirillaceae"	"F"	25585	62	13	NA	4	NA	7	NA	NA	NA	NA	NA	62	NA	0.0815	0.007607	NA	0.002855	NA	0.004286	NA	NA	NA	NA	NA	0.0815	NA	"Bacteria>Epsilonbacteraeota>Campylobacteria>Campylobacterales"
"Sulfurospirillum"	"G"	25586	62	13	NA	4	NA	7	NA	NA	NA	NA	NA	62	NA	0.0815	0.007607	NA	0.002855	NA	0.004286	NA	NA	NA	NA	NA	0.0815	NA	"Bacteria>Epsilonbacteraeota>Campylobacteria>Campylobacterales>Sulfurospirillaceae"
"uncultured"	"F"	25594	7	2	NA	5	NA	4	NA	NA	NA	NA	NA	7	NA	0.009202	0.00117	NA	0.003568	NA	0.002449	NA	NA	NA	NA	NA	0.009202	NA	"Bacteria>Epsilonbacteraeota>Campylobacteria>Campylobacterales"
"Sulfurovaceae"	"F"	25587	7	2	NA	1	NA	2	NA	NA	NA	NA	NA	7	NA	0.009202	0.00117	NA	0.0007136	NA	0.001225	NA	NA	NA	NA	NA	0.009202	NA	"Bacteria>Epsilonbacteraeota>Campylobacteria>Campylobacterales"
"Sulfurovum"	"G"	25589	6	2	NA	1	NA	2	NA	NA	NA	NA	NA	6	NA	0.007888	0.00117	NA	0.0007136	NA	0.001225	NA	NA	NA	NA	NA	0.007888	NA	"Bacteria>Epsilonbacteraeota>Campylobacteria>Campylobacterales>Sulfurovaceae"
"Nitrospirae"	"P"	2273	63	63	NA	53	NA	9	NA	NA	NA	NA	NA	14	NA	0.03782	0.03686	NA	0.03782	NA	0.005511	NA	NA	NA	NA	NA	0.0184	NA	"Bacteria"
"Nitrospira"	"C"	2274	63	63	NA	53	NA	4	NA	NA	NA	NA	NA	12	NA	0.03782	0.03686	NA	0.03782	NA	0.002449	NA	NA	NA	NA	NA	0.01578	NA	"Bacteria>Nitrospirae"
"Nitrospirales"	"O"	2275	63	63	NA	53	NA	4	NA	NA	NA	NA	NA	12	NA	0.03782	0.03686	NA	0.03782	NA	0.002449	NA	NA	NA	NA	NA	0.01578	NA	"Bacteria>Nitrospirae>Nitrospira"
"Nitrospiraceae"	"F"	2281	63	63	NA	53	NA	4	NA	NA	NA	NA	NA	12	NA	0.03782	0.03686	NA	0.03782	NA	0.002449	NA	NA	NA	NA	NA	0.01578	NA	"Bacteria>Nitrospirae>Nitrospira>Nitrospirales"
"Nitrospira"	"G"	2285	63	63	NA	53	NA	4	NA	NA	NA	NA	NA	12	NA	0.03782	0.03686	NA	0.03782	NA	0.002449	NA	NA	NA	NA	NA	0.01578	NA	"Bacteria>Nitrospirae>Nitrospira>Nitrospirales>Nitrospiraceae"
"Gemmatimonadetes"	"P"	2224	47	21	NA	10	NA	47	NA	NA	NA	NA	NA	24	NA	0.03155	0.01229	NA	0.007136	NA	0.02878	NA	NA	NA	NA	NA	0.03155	NA	"Bacteria"
"Gemmatimonadetes"	"C"	2225	46	21	NA	10	NA	46	NA	NA	NA	NA	NA	19	NA	0.02817	0.01229	NA	0.007136	NA	0.02817	NA	NA	NA	NA	NA	0.02498	NA	"Bacteria>Gemmatimonadetes"
"Gemmatimonadales"	"O"	2228	46	21	NA	10	NA	46	NA	NA	NA	NA	NA	19	NA	0.02817	0.01229	NA	0.007136	NA	0.02817	NA	NA	NA	NA	NA	0.02498	NA	"Bacteria>Gemmatimonadetes>Gemmatimonadetes"
"Gemmatimonadaceae"	"F"	2229	46	21	NA	10	NA	46	NA	NA	NA	NA	NA	19	NA	0.02817	0.01229	NA	0.007136	NA	0.02817	NA	NA	NA	NA	NA	0.02498	NA	"Bacteria>Gemmatimonadetes>Gemmatimonadetes>Gemmatimonadales"
"uncultured"	"G"	2231	37	21	NA	7	NA	37	NA	NA	NA	NA	NA	15	NA	0.02266	0.01229	NA	0.004995	NA	0.02266	NA	NA	NA	NA	NA	0.01972	NA	"Bacteria>Gemmatimonadetes>Gemmatimonadetes>Gemmatimonadales>Gemmatimonadaceae"
"Patescibacteria"	"P"	25752	40	19	NA	11	NA	26	NA	NA	NA	NA	NA	40	NA	0.05258	0.01112	NA	0.00785	NA	0.01592	NA	NA	NA	NA	NA	0.05258	NA	"Bacteria"
"Microgenomatia"	"C"	25772	26	10	NA	6	NA	21	NA	NA	NA	NA	NA	26	NA	0.03418	0.005851	NA	0.004282	NA	0.01286	NA	NA	NA	NA	NA	0.03418	NA	"Bacteria>Patescibacteria"
"Candidatus Roizmanbacteria"	"O"	25782	18	4	NA	2	NA	18	NA	NA	NA	NA	NA	17	NA	0.02235	0.00234	NA	0.001427	NA	0.01102	NA	NA	NA	NA	NA	0.02235	NA	"Bacteria>Patescibacteria>Microgenomatia"
"Candidatus Collierbacteria"	"O"	25776	4	4	NA	4	NA	1	NA	NA	NA	NA	NA	4	NA	0.005258	0.00234	NA	0.002855	NA	0.0006123	NA	NA	NA	NA	NA	0.005258	NA	"Bacteria>Patescibacteria>Microgenomatia"
"Candidatus Pacebacteria"	"O"	25781	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	0.005258	0.0005851	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005258	NA	"Bacteria>Patescibacteria>Microgenomatia"
"Candidatus Levybacteria"	"O"	25780	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005851	0.0005851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Patescibacteria>Microgenomatia"
"Saccharimonadia"	"C"	25821	11	4	NA	3	NA	2	NA	NA	NA	NA	NA	11	NA	0.01446	0.00234	NA	0.002141	NA	0.001225	NA	NA	NA	NA	NA	0.01446	NA	"Bacteria>Patescibacteria"
"Saccharimonadales"	"O"	25822	11	4	NA	3	NA	2	NA	NA	NA	NA	NA	11	NA	0.01446	0.00234	NA	0.002141	NA	0.001225	NA	NA	NA	NA	NA	0.01446	NA	"Bacteria>Patescibacteria>Saccharimonadia"
"Saccharimonadaceae"	"F"	25823	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	2	NA	0.002629	0.0005851	NA	NA	NA	0.001225	NA	NA	NA	NA	NA	0.002629	NA	"Bacteria>Patescibacteria>Saccharimonadia>Saccharimonadales"
"Parcubacteria"	"C"	25786	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00117	0.00117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Patescibacteria"
"Candidatus Moranbacteria"	"O"	25801	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00117	0.00117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Patescibacteria>Parcubacteria"
"Gracilibacteria"	"C"	25764	3	2	NA	1	NA	2	NA	NA	NA	NA	NA	3	NA	0.003944	0.00117	NA	0.0007136	NA	0.001225	NA	NA	NA	NA	NA	0.003944	NA	"Bacteria>Patescibacteria"
"Candidatus Peregrinibacteria"	"O"	25767	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001315	0.00117	NA	NA	NA	0.0006123	NA	NA	NA	NA	NA	0.001315	NA	"Bacteria>Patescibacteria>Gracilibacteria"
"WWE3"	"C"	25826	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005851	0.0005851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Patescibacteria"
"Chloroflexi"	"P"	1385	18	18	1	9	NA	8	NA	NA	NA	NA	NA	17	NA	0.02235	0.01053	0.0182	0.006423	NA	0.004898	NA	NA	NA	NA	NA	0.02235	NA	"Bacteria"
"Anaerolineae"	"C"	1386	15	15	NA	7	NA	4	NA	NA	NA	NA	NA	3	NA	0.008777	0.008777	NA	0.004995	NA	0.002449	NA	NA	NA	NA	NA	0.003944	NA	"Bacteria>Chloroflexi"
"Caldilineales"	"O"	25133	8	8	NA	3	NA	NA	NA	NA	NA	NA	NA	1	NA	0.004681	0.004681	NA	0.002141	NA	NA	NA	NA	NA	NA	NA	0.001315	NA	"Bacteria>Chloroflexi>Anaerolineae"
"Caldilineaceae"	"F"	25134	8	8	NA	3	NA	NA	NA	NA	NA	NA	NA	1	NA	0.004681	0.004681	NA	0.002141	NA	NA	NA	NA	NA	NA	NA	0.001315	NA	"Bacteria>Chloroflexi>Anaerolineae>Caldilineales"
"uncultured"	"G"	25137	8	8	NA	3	NA	NA	NA	NA	NA	NA	NA	1	NA	0.004681	0.004681	NA	0.002141	NA	NA	NA	NA	NA	NA	NA	0.001315	NA	"Bacteria>Chloroflexi>Anaerolineae>Caldilineales>Caldilineaceae"
"1-20"	"O"	25120	3	3	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001755	0.001755	NA	0.001427	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Anaerolineae"
"SJA-15"	"O"	25146	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0007136	0.0005851	NA	0.0007136	NA	0.0006123	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Anaerolineae"
"SBR1031"	"O"	25142	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005851	0.0005851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Anaerolineae"
"A4b"	"F"	25143	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005851	0.0005851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Anaerolineae>SBR1031"
"RBG-13-54-9"	"O"	25141	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007136	0.0005851	NA	0.0007136	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Anaerolineae"
"Anaerolineales"	"O"	1387	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002629	0.0005851	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002629	NA	"Bacteria>Chloroflexi>Anaerolineae"
"Anaerolineaceae"	"F"	1388	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002629	0.0005851	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002629	NA	"Bacteria>Chloroflexi>Anaerolineae>Anaerolineales"
"uncultured"	"G"	1395	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001315	0.0005851	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001315	NA	"Bacteria>Chloroflexi>Anaerolineae>Anaerolineales>Anaerolineaceae"
"Chloroflexia"	"C"	1411	3	2	1	2	NA	NA	NA	NA	NA	NA	NA	3	NA	0.0182	0.00117	0.0182	0.001427	NA	NA	NA	NA	NA	NA	NA	0.003944	NA	"Bacteria>Chloroflexi"
"Thermomicrobiales"	"O"	25163	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002629	0.0005851	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002629	NA	"Bacteria>Chloroflexi>Chloroflexia"
"JG30-KF-CM45"	"F"	25165	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002629	0.0005851	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002629	NA	"Bacteria>Chloroflexi>Chloroflexia>Thermomicrobiales"
"Chloroflexales"	"O"	1413	2	1	1	2	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0182	0.0005851	0.0182	0.001427	NA	NA	NA	NA	NA	NA	NA	0.001315	NA	"Bacteria>Chloroflexi>Chloroflexia"
"Roseiflexaceae"	"F"	1422	2	1	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0182	0.0005851	0.0182	0.001427	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Chloroflexia>Chloroflexales"
"Kouleothrix"	"G"	25157	2	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001427	0.0005851	NA	0.001427	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Chloroflexia>Chloroflexales>Roseiflexaceae"
"KD4-96"	"C"	1448	9	1	NA	NA	NA	4	NA	NA	NA	NA	NA	9	NA	0.01183	0.0005851	NA	NA	NA	0.002449	NA	NA	NA	NA	NA	0.01183	NA	"Bacteria>Chloroflexi"
"Acidobacteria"	"P"	321	38	15	NA	5	NA	38	NA	NA	NA	NA	NA	18	NA	0.02366	0.008777	NA	0.003568	NA	0.02327	NA	NA	NA	NA	NA	0.02366	NA	"Bacteria"
"Acidobacteriia"	"C"	24413	9	9	NA	3	NA	6	NA	NA	NA	NA	NA	3	NA	0.005266	0.005266	NA	0.002141	NA	0.003674	NA	NA	NA	NA	NA	0.003944	NA	"Bacteria>Acidobacteria"
"Solibacterales"	"O"	24430	9	9	NA	3	NA	5	NA	NA	NA	NA	NA	3	NA	0.005266	0.005266	NA	0.002141	NA	0.003062	NA	NA	NA	NA	NA	0.003944	NA	"Bacteria>Acidobacteria>Acidobacteriia"
"Solibacteraceae (Subgroup 3)"	"F"	24431	9	9	NA	3	NA	5	NA	NA	NA	NA	NA	3	NA	0.005266	0.005266	NA	0.002141	NA	0.003062	NA	NA	NA	NA	NA	0.003944	NA	"Bacteria>Acidobacteria>Acidobacteriia>Solibacterales"
"Paludibaculum"	"G"	24439	5	5	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002926	0.002926	NA	0.001427	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Acidobacteria>Acidobacteriia>Solibacterales>Solibacteraceae&nbsp;(Subgroup&nbsp;3)"
"Bryobacter"	"G"	24434	4	4	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	0.003944	0.00234	NA	NA	NA	0.001837	NA	NA	NA	NA	NA	0.003944	NA	"Bacteria>Acidobacteria>Acidobacteriia>Solibacterales>Solibacteraceae&nbsp;(Subgroup&nbsp;3)"
"Blastocatellia (Subgroup 4)"	"C"	24446	3	3	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	0.001755	0.001755	NA	0.0007136	NA	0.0006123	NA	NA	NA	NA	NA	0.001315	NA	"Bacteria>Acidobacteria"
"Blastocatellales"	"O"	24448	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.00117	0.00117	NA	NA	NA	0.0006123	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Acidobacteria>Blastocatellia&nbsp;(Subgroup&nbsp;4)"
"Blastocatellaceae"	"F"	24449	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.00117	0.00117	NA	NA	NA	0.0006123	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Acidobacteria>Blastocatellia&nbsp;(Subgroup&nbsp;4)>Blastocatellales"
"uncultured"	"G"	24456	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005851	0.0005851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Acidobacteria>Blastocatellia&nbsp;(Subgroup&nbsp;4)>Blastocatellales>Blastocatellaceae"
"Stenotrophobacter"	"G"	24454	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005851	0.0005851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Acidobacteria>Blastocatellia&nbsp;(Subgroup&nbsp;4)>Blastocatellales>Blastocatellaceae"
"11-24"	"O"	24447	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001315	0.0005851	NA	0.0007136	NA	NA	NA	NA	NA	NA	NA	0.001315	NA	"Bacteria>Acidobacteria>Blastocatellia&nbsp;(Subgroup&nbsp;4)"
"Subgroup 17"	"C"	14188	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002629	0.0005851	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002629	NA	"Bacteria>Acidobacteria"
"Holophagae"	"C"	372	8	1	NA	NA	NA	8	NA	NA	NA	NA	NA	3	NA	0.004898	0.0005851	NA	NA	NA	0.004898	NA	NA	NA	NA	NA	0.003944	NA	"Bacteria>Acidobacteria"
"Holophagales"	"O"	383	6	1	NA	NA	NA	6	NA	NA	NA	NA	NA	1	NA	0.003674	0.0005851	NA	NA	NA	0.003674	NA	NA	NA	NA	NA	0.001315	NA	"Bacteria>Acidobacteria>Holophagae"
"Holophagaceae"	"F"	384	6	1	NA	NA	NA	6	NA	NA	NA	NA	NA	1	NA	0.003674	0.0005851	NA	NA	NA	0.003674	NA	NA	NA	NA	NA	0.001315	NA	"Bacteria>Acidobacteria>Holophagae>Holophagales"
"Subgroup 22"	"C"	398	8	1	NA	1	NA	8	NA	NA	NA	NA	NA	2	NA	0.004898	0.0005851	NA	0.0007136	NA	0.004898	NA	NA	NA	NA	NA	0.002629	NA	"Bacteria>Acidobacteria"
"Planctomycetes"	"P"	2293	68	15	NA	8	NA	68	NA	NA	1	NA	NA	65	NA	0.08545	0.008777	NA	0.005709	NA	0.04164	NA	NA	0.0005966	NA	NA	0.08545	NA	"Bacteria"
