"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_june_BC01.cladeReads"	"kraken2_classification_june_BC02.cladeReads"	"kraken2_classification_june_BC03.cladeReads"	"kraken2_classification_june_BC04.cladeReads"	"kraken2_classification_june_BC05.cladeReads"	"kraken2_classification_june_BC06.cladeReads"	"kraken2_classification_june_BC07.cladeReads"	"kraken2_classification_june_BC08.cladeReads"	"kraken2_classification_june_BC09.cladeReads"	"kraken2_classification_june_BC10.cladeReads"	"kraken2_classification_june_BC11.cladeReads"	"kraken2_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_classification_june_BC01.cladeReads.."	"kraken2_classification_june_BC02.cladeReads.."	"kraken2_classification_june_BC03.cladeReads.."	"kraken2_classification_june_BC04.cladeReads.."	"kraken2_classification_june_BC05.cladeReads.."	"kraken2_classification_june_BC06.cladeReads.."	"kraken2_classification_june_BC07.cladeReads.."	"kraken2_classification_june_BC08.cladeReads.."	"kraken2_classification_june_BC09.cladeReads.."	"kraken2_classification_june_BC10.cladeReads.."	"kraken2_classification_june_BC11.cladeReads.."	"kraken2_classification_june_BC12.cladeReads.."	"lineage"
"Pararhodospirillum photometricum DSM 122"	"-"	1150469	4	4	NA	4	NA	2	NA	NA	NA	NA	NA	2	NA	0.002846	0.002324	NA	0.002846	NA	0.001183	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Pararhodospirillum>Pararhodospirillum&nbsp;photometricum"
"Niveispirillum"	"G"	1543704	13	3	NA	1	NA	12	NA	NA	NA	NA	NA	13	NA	0.01619	0.001743	NA	0.0007114	NA	0.007098	NA	NA	NA	NA	NA	0.01619	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Niveispirillum cyanobacteriorum"	"S"	1612173	13	3	NA	1	NA	12	NA	NA	NA	NA	NA	13	NA	0.01619	0.001743	NA	0.0007114	NA	0.007098	NA	NA	NA	NA	NA	0.01619	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Niveispirillum"
"Nitrospirillum"	"G"	1543705	6	3	NA	6	NA	1	NA	NA	NA	NA	NA	4	NA	0.004981	0.001743	NA	0.004268	NA	0.0005915	NA	NA	NA	NA	NA	0.004981	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Nitrospirillum amazonense"	"S"	28077	6	3	NA	6	NA	1	NA	NA	NA	NA	NA	4	NA	0.004981	0.001743	NA	0.004268	NA	0.0005915	NA	NA	NA	NA	NA	0.004981	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Nitrospirillum"
"Nitrospirillum amazonense CBAmc"	"-"	1441467	6	3	NA	6	NA	1	NA	NA	NA	NA	NA	4	NA	0.004981	0.001743	NA	0.004268	NA	0.0005915	NA	NA	NA	NA	NA	0.004981	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Nitrospirillum>Nitrospirillum&nbsp;amazonense"
"Haematospirillum"	"G"	1804663	6	2	1	3	NA	3	NA	NA	NA	NA	NA	6	NA	0.01779	0.001162	0.01779	0.002134	NA	0.001774	NA	NA	NA	NA	NA	0.007472	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Haematospirillum jordaniae"	"S"	1549855	6	2	1	3	NA	3	NA	NA	NA	NA	NA	6	NA	0.01779	0.001162	0.01779	0.002134	NA	0.001774	NA	NA	NA	NA	NA	0.007472	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Haematospirillum"
"Thalassospira"	"G"	168934	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	0.000581	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Thalassospira xiamenensis"	"S"	220697	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	0.000581	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Thalassospira"
"Thalassospira xiamenensis M-5 = DSM 17429"	"-"	1123366	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	0.000581	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Thalassospira>Thalassospira&nbsp;xiamenensis"
"Tistrella"	"G"	171436	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002491	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Tistrella mobilis"	"S"	171437	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002491	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Tistrella"
"Tistrella mobilis KA081020-065"	"-"	1110502	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002491	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Tistrella>Tistrella&nbsp;mobilis"
"Rickettsiales"	"O"	766	42	42	3	35	NA	27	NA	NA	NA	NA	NA	17	NA	0.05338	0.0244	0.05338	0.0249	NA	0.01597	NA	NA	NA	NA	NA	0.02117	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Rickettsiaceae"	"F"	775	28	28	1	20	NA	17	NA	NA	NA	NA	NA	10	NA	0.01779	0.01627	0.01779	0.01423	NA	0.01005	NA	NA	NA	NA	NA	0.01245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales"
"Rickettsieae"	"-"	33988	21	21	NA	12	NA	11	NA	NA	NA	NA	NA	6	NA	0.0122	0.0122	NA	0.008537	NA	0.006506	NA	NA	NA	NA	NA	0.007472	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae"
"Rickettsia"	"G"	780	16	16	NA	5	NA	9	NA	NA	NA	NA	NA	1	NA	0.009296	0.009296	NA	0.003557	NA	0.005323	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae"
"spotted fever group"	"-"	114277	7	7	NA	5	NA	3	NA	NA	NA	NA	NA	1	NA	0.004067	0.004067	NA	0.003557	NA	0.001774	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Rickettsia"
"Rickettsia akari"	"S"	786	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001162	0.001162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Rickettsia>spotted&nbsp;fever&nbsp;group"
"Rickettsia akari str. Hartford"	"-"	293614	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001162	0.001162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Rickettsia>spotted&nbsp;fever&nbsp;group>Rickettsia&nbsp;akari"
"Rickettsia helvetica"	"S"	35789	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Rickettsia>spotted&nbsp;fever&nbsp;group"
"Rickettsia helvetica C9P9"	"-"	1144888	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Rickettsia>spotted&nbsp;fever&nbsp;group>Rickettsia&nbsp;helvetica"
"Rickettsia peacockii"	"S"	47589	3	1	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002134	0.000581	NA	0.002134	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Rickettsia>spotted&nbsp;fever&nbsp;group"
"Rickettsia peacockii str. Rustic"	"-"	562019	3	1	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002134	0.000581	NA	0.002134	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Rickettsia>spotted&nbsp;fever&nbsp;group>Rickettsia&nbsp;peacockii"
"Rickettsia parkeri"	"S"	35792	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001245	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Rickettsia>spotted&nbsp;fever&nbsp;group"
"Rickettsia parkeri str. Portsmouth"	"-"	1105108	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001245	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Rickettsia>spotted&nbsp;fever&nbsp;group>Rickettsia&nbsp;parkeri"
"Rickettsia slovaca"	"S"	35794	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Rickettsia>spotted&nbsp;fever&nbsp;group"
"unclassified Rickettsia"	"-"	114295	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001743	0.001743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Rickettsia"
"Rickettsia endosymbiont of Bemisia tabaci"	"S"	337479	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001743	0.001743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Rickettsia>unclassified&nbsp;Rickettsia"
"Rickettsia sp. MEAM1 (Bemisia tabaci)"	"-"	1182263	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001743	0.001743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Rickettsia>unclassified&nbsp;Rickettsia>Rickettsia&nbsp;endosymbiont&nbsp;of&nbsp;Bemisia&nbsp;tabaci"
"belli group"	"-"	1129742	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.001162	0.001162	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Rickettsia"
"Rickettsia canadensis"	"S"	788	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001162	0.001162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Rickettsia>belli&nbsp;group"
"Orientia"	"G"	69474	6	5	NA	6	NA	2	NA	NA	NA	NA	NA	4	NA	0.004981	0.002905	NA	0.004268	NA	0.001183	NA	NA	NA	NA	NA	0.004981	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae"
"Orientia tsutsugamushi"	"S"	784	6	5	NA	6	NA	2	NA	NA	NA	NA	NA	4	NA	0.004981	0.002905	NA	0.004268	NA	0.001183	NA	NA	NA	NA	NA	0.004981	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Orientia"
"Candidatus Phycorickettsia"	"G"	2115980	8	7	1	8	NA	6	NA	NA	NA	NA	NA	4	NA	0.01779	0.004067	0.01779	0.005691	NA	0.003549	NA	NA	NA	NA	NA	0.004981	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae"
"Candidatus Phycorickettsia trachydisci"	"S"	2115978	8	7	1	8	NA	6	NA	NA	NA	NA	NA	4	NA	0.01779	0.004067	0.01779	0.005691	NA	0.003549	NA	NA	NA	NA	NA	0.004981	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Candidatus&nbsp;Phycorickettsia"
"Anaplasmataceae"	"F"	942	9	8	1	9	NA	7	NA	NA	NA	NA	NA	4	NA	0.01779	0.004648	0.01779	0.006403	NA	0.00414	NA	NA	NA	NA	NA	0.004981	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales"
"Wolbachieae"	"-"	952	6	4	NA	6	NA	3	NA	NA	NA	NA	NA	2	NA	0.004268	0.002324	NA	0.004268	NA	0.001774	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae"
"Wolbachia"	"G"	953	6	4	NA	6	NA	3	NA	NA	NA	NA	NA	2	NA	0.004268	0.002324	NA	0.004268	NA	0.001774	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Wolbachieae"
"Wolbachia endosymbiont of Folsomia candida"	"S"	169402	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.001162	0.001162	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Wolbachieae>Wolbachia"
"Anaplasma"	"G"	768	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005915	0.000581	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae"
"phagocytophilum group"	"-"	106179	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Anaplasma"
"Anaplasma phagocytophilum"	"S"	948	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Anaplasma>phagocytophilum&nbsp;group"
"Ehrlichia"	"G"	943	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0007114	0.000581	NA	0.0007114	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae"
"canis group"	"-"	106178	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0007114	0.000581	NA	0.0007114	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Ehrlichia"
"Ehrlichia ruminantium"	"S"	779	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	0.000581	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Ehrlichia>canis&nbsp;group"
"Candidatus Midichloriaceae"	"F"	1328881	3	1	1	3	NA	1	NA	NA	NA	NA	NA	1	NA	0.01779	0.000581	0.01779	0.002134	NA	0.0005915	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales"
"Holosporales"	"O"	1921002	9	9	NA	7	NA	4	NA	NA	NA	NA	NA	9	NA	0.01121	0.005229	NA	0.00498	NA	0.002366	NA	NA	NA	NA	NA	0.01121	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Candidatus Paracaedibacteraceae"	"F"	1777752	8	8	NA	6	NA	4	NA	NA	NA	NA	NA	8	NA	0.009963	0.004648	NA	0.004268	NA	0.002366	NA	NA	NA	NA	NA	0.009963	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Holosporales"
"Candidatus Paracaedibacter"	"G"	1521255	8	8	NA	6	NA	4	NA	NA	NA	NA	NA	8	NA	0.009963	0.004648	NA	0.004268	NA	0.002366	NA	NA	NA	NA	NA	0.009963	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Holosporales>Candidatus&nbsp;Paracaedibacteraceae"
"Candidatus Paracaedibacter acanthamoebae"	"S"	91604	8	8	NA	6	NA	4	NA	NA	NA	NA	NA	8	NA	0.009963	0.004648	NA	0.004268	NA	0.002366	NA	NA	NA	NA	NA	0.009963	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Holosporales>Candidatus&nbsp;Paracaedibacteraceae>Candidatus&nbsp;Paracaedibacter"
"Caedimonadaceae"	"F"	2100208	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001245	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Holosporales"
"Candidatus Nucleicultrix"	"G"	1509243	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001245	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Holosporales>Caedimonadaceae"
"Candidatus Nucleicultrix amoebiphila"	"S"	1509244	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001245	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Holosporales>Caedimonadaceae>Candidatus&nbsp;Nucleicultrix"
"Candidatus Nucleicultrix amoebiphila FS5"	"-"	1414854	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001245	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Holosporales>Caedimonadaceae>Candidatus&nbsp;Nucleicultrix>Candidatus&nbsp;Nucleicultrix&nbsp;amoebiphila"
"unclassified Alphaproteobacteria"	"-"	82117	12	4	NA	5	NA	NA	NA	NA	NA	NA	NA	12	NA	0.01494	0.002324	NA	0.003557	NA	NA	NA	NA	NA	NA	NA	0.01494	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Micavibrio"	"G"	213485	10	3	NA	2	NA	NA	NA	NA	NA	NA	NA	10	NA	0.01245	0.001743	NA	0.001423	NA	NA	NA	NA	NA	NA	NA	0.01245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>unclassified&nbsp;Alphaproteobacteria"
"Micavibrio aeruginosavorus"	"S"	349221	10	3	NA	2	NA	NA	NA	NA	NA	NA	NA	10	NA	0.01245	0.001743	NA	0.001423	NA	NA	NA	NA	NA	NA	NA	0.01245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>unclassified&nbsp;Alphaproteobacteria>Micavibrio"
"SAR116 cluster"	"-"	62654	3	1	NA	3	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002491	0.000581	NA	0.002134	NA	NA	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>unclassified&nbsp;Alphaproteobacteria"
"Candidatus Puniceispirillum"	"G"	767891	3	1	NA	3	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002491	0.000581	NA	0.002134	NA	NA	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>unclassified&nbsp;Alphaproteobacteria>SAR116&nbsp;cluster"
"Candidatus Puniceispirillum marinum"	"S"	767892	3	1	NA	3	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002491	0.000581	NA	0.002134	NA	NA	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>unclassified&nbsp;Alphaproteobacteria>SAR116&nbsp;cluster>Candidatus&nbsp;Puniceispirillum"
"Candidatus Puniceispirillum marinum IMCC1322"	"-"	488538	3	1	NA	3	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002491	0.000581	NA	0.002134	NA	NA	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>unclassified&nbsp;Alphaproteobacteria>SAR116&nbsp;cluster>Candidatus&nbsp;Puniceispirillum>Candidatus&nbsp;Puniceispirillum&nbsp;marinum"
"Pelagibacterales"	"O"	54526	4	3	NA	4	NA	4	NA	NA	NA	NA	NA	1	NA	0.002846	0.001743	NA	0.002846	NA	0.002366	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Pelagibacteraceae"	"F"	1655514	4	2	NA	3	NA	4	NA	NA	NA	NA	NA	1	NA	0.002366	0.001162	NA	0.002134	NA	0.002366	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Pelagibacterales"
"Candidatus Pelagibacter"	"G"	198251	3	1	NA	1	NA	3	NA	NA	NA	NA	NA	NA	NA	0.001774	0.000581	NA	0.0007114	NA	0.001774	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Pelagibacterales>Pelagibacteraceae"
"Candidatus Pelagibacter sp. IMCC9063"	"S"	1002672	2	1	NA	1	NA	2	NA	NA	NA	NA	NA	NA	NA	0.001183	0.000581	NA	0.0007114	NA	0.001183	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Pelagibacterales>Pelagibacteraceae>Candidatus&nbsp;Pelagibacter"
"unclassified Pelagibacteraceae"	"-"	1655516	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	0.000581	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Pelagibacterales>Pelagibacteraceae"
"alpha proteobacterium HIMB59"	"S"	744985	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	0.000581	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Pelagibacterales>Pelagibacteraceae>unclassified&nbsp;Pelagibacteraceae"
"Candidatus Fonsibacter"	"G"	2045213	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	0.000581	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Pelagibacterales"
"Candidatus Fonsibacter ubiquis"	"S"	1925548	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	0.000581	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Pelagibacterales>Candidatus&nbsp;Fonsibacter"
"Gammaproteobacteria"	"C"	1236	100490	4053	131	3398	3	4091	2	3	100491	10	2	2619	2	59.34	2.355	2.331	2.417	14.29	2.42	8	12.5	59.34	50	22.22	3.262	8.333	"cellular&nbsp;organisms>Bacteria>Proteobacteria"
"Enterobacterales"	"O"	91347	99262	2612	85	2207	3	2055	1	3	99262	10	1	910	2	58.61	1.518	1.512	1.57	14.29	1.215	4	12.5	58.61	50	11.11	1.133	8.333	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Enterobacteriaceae"	"F"	543	98146	2042	73	1685	3	1574	1	3	98146	9	1	687	2	57.95	1.186	1.299	1.199	14.29	0.931	4	12.5	57.95	45	11.11	0.8555	8.333	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales"
"Klebsiella"	"G"	570	8270	1485	47	1253	NA	1063	NA	2	8270	NA	NA	215	NA	8.333	0.8627	0.8363	0.8914	NA	0.6287	NA	8.333	4.883	NA	NA	0.2677	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae"
"Klebsiella pneumoniae"	"S"	573	7950	1482	47	1250	NA	1057	NA	2	7950	NA	NA	203	NA	8.333	0.861	0.8363	0.8893	NA	0.6252	NA	8.333	4.694	NA	NA	0.2528	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Klebsiella"
