"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_august_BC01.cladeReads"	"kraken2_16s_k21_classification_august_BC02.cladeReads"	"kraken2_16s_k21_classification_august_BC03.cladeReads"	"kraken2_16s_k21_classification_august_BC04.cladeReads"	"kraken2_16s_k21_classification_august_BC05.cladeReads"	"kraken2_16s_k21_classification_august_BC06.cladeReads"	"kraken2_16s_k21_classification_august_BC07.cladeReads"	"kraken2_16s_k21_classification_august_BC08.cladeReads"	"kraken2_16s_k21_classification_august_BC09.cladeReads"	"kraken2_16s_k21_classification_august_BC10.cladeReads"	"kraken2_16s_k21_classification_august_BC11.cladeReads"	"kraken2_16s_k21_classification_august_BC12.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_august_BC01.cladeReads.."	"kraken2_16s_k21_classification_august_BC02.cladeReads.."	"kraken2_16s_k21_classification_august_BC03.cladeReads.."	"kraken2_16s_k21_classification_august_BC04.cladeReads.."	"kraken2_16s_k21_classification_august_BC05.cladeReads.."	"kraken2_16s_k21_classification_august_BC06.cladeReads.."	"kraken2_16s_k21_classification_august_BC07.cladeReads.."	"kraken2_16s_k21_classification_august_BC08.cladeReads.."	"kraken2_16s_k21_classification_august_BC09.cladeReads.."	"kraken2_16s_k21_classification_august_BC10.cladeReads.."	"kraken2_16s_k21_classification_august_BC11.cladeReads.."	"kraken2_16s_k21_classification_august_BC12.cladeReads.."	"lineage"
"Nocardiopsaceae"	"F"	772	15	15	3	NA	NA	7	7	8	NA	NA	4	11	NA	0.006967	0.005084	0.006967	NA	NA	0.0008506	0.0008421	0.001173	NA	NA	0.003208	0.001361	NA	"Bacteria>Actinobacteria>Actinobacteria>Streptosporangiales"
"Nocardiopsis"	"G"	777	11	11	3	NA	NA	7	5	8	NA	NA	2	9	NA	0.006967	0.003728	0.006967	NA	NA	0.0008506	0.0006015	0.001173	NA	NA	0.001604	0.001113	NA	"Bacteria>Actinobacteria>Actinobacteria>Streptosporangiales>Nocardiopsaceae"
"Streptomonospora"	"G"	780	2	2	NA	NA	NA	NA	2	NA	NA	NA	2	2	NA	0.001604	0.0006779	NA	NA	NA	NA	0.0002406	NA	NA	NA	0.001604	0.0002474	NA	"Bacteria>Actinobacteria>Actinobacteria>Streptosporangiales>Nocardiopsaceae"
"Thermobifida"	"G"	781	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003389	0.0003389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Streptosporangiales>Nocardiopsaceae"
"Murinocardiopsis"	"G"	776	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003389	0.0003389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Streptosporangiales>Nocardiopsaceae"
"Streptosporangiaceae"	"F"	783	11	7	1	NA	NA	5	3	8	NA	NA	4	11	NA	0.003208	0.002373	0.002322	NA	NA	0.0006076	0.0003609	0.001173	NA	NA	0.003208	0.001361	NA	"Bacteria>Actinobacteria>Actinobacteria>Streptosporangiales"
"Streptosporangium"	"G"	794	9	5	1	NA	NA	4	3	7	NA	NA	3	9	NA	0.002406	0.001695	0.002322	NA	NA	0.0004861	0.0003609	0.001027	NA	NA	0.002406	0.001113	NA	"Bacteria>Actinobacteria>Actinobacteria>Streptosporangiales>Streptosporangiaceae"
"Nonomuraea"	"G"	788	2	1	NA	NA	NA	1	NA	1	NA	NA	NA	2	NA	0.0003389	0.0003389	NA	NA	NA	0.0001215	NA	0.0001467	NA	NA	NA	0.0002474	NA	"Bacteria>Actinobacteria>Actinobacteria>Streptosporangiales>Streptosporangiaceae"
"Thermomonosporaceae"	"F"	800	5	4	1	NA	NA	5	3	2	NA	NA	1	3	NA	0.002322	0.001356	0.002322	NA	NA	0.0006076	0.0003609	0.0002933	NA	NA	0.0008019	0.0003711	NA	"Bacteria>Actinobacteria>Actinobacteria>Streptosporangiales"
"Actinomadura"	"G"	803	3	3	NA	NA	NA	2	NA	1	NA	NA	1	NA	NA	0.001017	0.001017	NA	NA	NA	0.000243	NA	0.0001467	NA	NA	0.0008019	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Streptosporangiales>Thermomonosporaceae"
"Actinocorallia"	"G"	802	2	1	NA	NA	NA	1	2	NA	NA	NA	NA	NA	NA	0.0003389	0.0003389	NA	NA	NA	0.0001215	0.0002406	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Streptosporangiales>Thermomonosporaceae"
"Micromonosporales"	"O"	672	25	10	NA	NA	NA	8	11	25	2	NA	10	20	1	0.008019	0.003389	NA	NA	NA	0.0009722	0.001323	0.003667	0.0001207	NA	0.008019	0.002474	0.002356	"Bacteria>Actinobacteria>Actinobacteria"
"Micromonosporaceae"	"F"	673	25	10	NA	NA	NA	8	11	25	2	NA	10	20	1	0.008019	0.003389	NA	NA	NA	0.0009722	0.001323	0.003667	0.0001207	NA	0.008019	0.002474	0.002356	"Bacteria>Actinobacteria>Actinobacteria>Micromonosporales"
"Micromonospora"	"G"	688	16	4	NA	NA	NA	4	4	16	NA	NA	6	10	1	0.004812	0.001356	NA	NA	NA	0.0004861	0.0004812	0.002347	NA	NA	0.004812	0.001237	0.002356	"Bacteria>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae"
"Salinispora"	"G"	696	3	3	NA	NA	NA	2	1	1	NA	NA	NA	2	NA	0.001017	0.001017	NA	NA	NA	0.000243	0.0001203	0.0001467	NA	NA	NA	0.0002474	NA	"Bacteria>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae"
"Luedemannella"	"G"	687	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003389	0.0003389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae"
"Actinoplanes"	"G"	675	5	1	NA	NA	NA	1	4	5	1	NA	2	4	NA	0.001604	0.0003389	NA	NA	NA	0.0001215	0.0004812	0.0007333	6.037e-05	NA	0.001604	0.0004948	NA	"Bacteria>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae"
"Actinomycetales"	"O"	420	19	10	2	NA	NA	7	13	9	3	NA	2	19	NA	0.004645	0.003389	0.004645	NA	NA	0.0008506	0.001564	0.00132	0.0001811	NA	0.001604	0.00235	NA	"Bacteria>Actinobacteria>Actinobacteria"
"Actinomycetaceae"	"F"	421	11	8	2	NA	NA	5	11	6	3	NA	2	9	NA	0.004645	0.002712	0.004645	NA	NA	0.0006076	0.001323	0.00088	0.0001811	NA	0.001604	0.001113	NA	"Bacteria>Actinobacteria>Actinobacteria>Actinomycetales"
"Actinomyces"	"G"	423	8	6	2	NA	NA	2	7	4	NA	NA	NA	8	NA	0.004645	0.002034	0.004645	NA	NA	0.000243	0.0008421	0.0005866	NA	NA	NA	0.0009896	NA	"Bacteria>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae"
"uncultured"	"G"	428	2	2	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	0.0008019	0.0006779	NA	NA	NA	NA	0.0001203	NA	NA	NA	0.0008019	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae"
"Actinomycetales Incertae Sedis"	"F"	14204	9	2	NA	NA	NA	2	2	3	NA	NA	NA	9	NA	0.001113	0.0006779	NA	NA	NA	0.000243	0.0002406	0.00044	NA	NA	NA	0.001113	NA	"Bacteria>Actinobacteria>Actinobacteria>Actinomycetales"
"Candidatus Ancillula"	"G"	14205	9	2	NA	NA	NA	2	2	3	NA	NA	NA	9	NA	0.001113	0.0006779	NA	NA	NA	0.000243	0.0002406	0.00044	NA	NA	NA	0.001113	NA	"Bacteria>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetales&nbsp;Incertae&nbsp;Sedis"
"Pseudonocardiales"	"O"	735	10	6	NA	NA	NA	2	8	6	NA	NA	10	7	NA	0.008019	0.002034	NA	NA	NA	0.000243	0.0009624	0.00088	NA	NA	0.008019	0.0008659	NA	"Bacteria>Actinobacteria>Actinobacteria"
"Pseudonocardiaceae"	"F"	736	10	6	NA	NA	NA	2	8	6	NA	NA	10	7	NA	0.008019	0.002034	NA	NA	NA	0.000243	0.0009624	0.00088	NA	NA	0.008019	0.0008659	NA	"Bacteria>Actinobacteria>Actinobacteria>Pseudonocardiales"
"Crossiella"	"G"	745	2	2	NA	NA	NA	NA	1	2	NA	NA	NA	NA	NA	0.0006779	0.0006779	NA	NA	NA	NA	0.0001203	0.0002933	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae"
"Kibdelosporangium"	"G"	748	1	1	NA	NA	NA	1	NA	1	NA	NA	1	NA	NA	0.0008019	0.0003389	NA	NA	NA	0.0001215	NA	0.0001467	NA	NA	0.0008019	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae"
"Kutzneria"	"G"	749	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003389	0.0003389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae"
"Bifidobacteriales"	"O"	432	7	3	NA	NA	NA	2	2	5	NA	NA	3	7	NA	0.002406	0.001017	NA	NA	NA	0.000243	0.0002406	0.0007333	NA	NA	0.002406	0.0008659	NA	"Bacteria>Actinobacteria>Actinobacteria"
"Bifidobacteriaceae"	"F"	433	7	3	NA	NA	NA	2	2	5	NA	NA	3	7	NA	0.002406	0.001017	NA	NA	NA	0.000243	0.0002406	0.0007333	NA	NA	0.002406	0.0008659	NA	"Bacteria>Actinobacteria>Actinobacteria>Bifidobacteriales"
"Bifidobacterium"	"G"	436	6	3	NA	NA	NA	2	1	5	NA	NA	3	6	NA	0.002406	0.001017	NA	NA	NA	0.000243	0.0001203	0.0007333	NA	NA	0.002406	0.0007422	NA	"Bacteria>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae"
"Kineosporiales"	"O"	502	5	1	NA	NA	NA	NA	3	2	NA	NA	4	5	NA	0.003208	0.0003389	NA	NA	NA	NA	0.0003609	0.0002933	NA	NA	0.003208	0.0006185	NA	"Bacteria>Actinobacteria>Actinobacteria"
"Kineosporiaceae"	"F"	503	5	1	NA	NA	NA	NA	3	2	NA	NA	4	5	NA	0.003208	0.0003389	NA	NA	NA	NA	0.0003609	0.0002933	NA	NA	0.003208	0.0006185	NA	"Bacteria>Actinobacteria>Actinobacteria>Kineosporiales"
"Acidimicrobiia"	"C"	401	851	851	136	1	1	458	361	848	7	1	194	274	3	0.4808	0.2884	0.3158	0.4808	0.3215	0.05566	0.04343	0.1244	0.0004226	0.4329	0.1556	0.03389	0.007068	"Bacteria>Actinobacteria"
"Microtrichales"	"O"	24483	827	827	127	1	1	423	306	665	3	1	156	202	3	0.4808	0.2803	0.2949	0.4808	0.3215	0.0514	0.03681	0.09753	0.0001811	0.4329	0.1251	0.02499	0.007068	"Bacteria>Actinobacteria>Acidimicrobiia"
"Ilumatobacteraceae"	"F"	24486	750	750	116	NA	1	333	248	429	3	1	92	149	3	0.4329	0.2542	0.2694	NA	0.3215	0.04047	0.02983	0.06292	0.0001811	0.4329	0.07378	0.01843	0.007068	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales"
"CL500-29 marine group"	"G"	24487	705	705	108	NA	1	272	201	309	2	1	46	82	2	0.4329	0.239	0.2508	NA	0.3215	0.03305	0.02418	0.04532	0.0001207	0.4329	0.03689	0.01014	0.004712	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales>Ilumatobacteraceae"
"uncultured"	"G"	24489	68	22	8	NA	NA	10	10	68	1	NA	21	19	1	0.01858	0.007457	0.01858	NA	NA	0.001215	0.001203	0.009973	6.037e-05	NA	0.01684	0.00235	0.002356	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales>Ilumatobacteraceae"
"Ilumatobacter"	"G"	24488	51	18	NA	NA	NA	51	37	51	NA	NA	25	47	NA	0.02005	0.006101	NA	NA	NA	0.006198	0.004451	0.00748	NA	NA	0.02005	0.005814	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales>Ilumatobacteraceae"
"Microtrichaceae"	"F"	24490	112	39	6	1	NA	42	25	112	NA	NA	37	24	NA	0.4808	0.01322	0.01393	0.4808	NA	0.005104	0.003008	0.01643	NA	NA	0.02967	0.002969	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales"
"uncultured"	"G"	24494	76	19	1	NA	NA	21	9	76	NA	NA	21	12	NA	0.01684	0.00644	0.002322	NA	NA	0.002552	0.001083	0.01115	NA	NA	0.01684	0.001484	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales>Microtrichaceae"
"IMCC26207"	"G"	24492	25	14	5	1	NA	12	15	25	NA	NA	7	6	NA	0.4808	0.004745	0.01161	0.4808	NA	0.001458	0.001805	0.003667	NA	NA	0.005613	0.0007422	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales>Microtrichaceae"
"Sva0996 marine group"	"G"	24493	11	5	NA	NA	NA	9	1	11	NA	NA	6	5	NA	0.004812	0.001695	NA	NA	NA	0.001094	0.0001203	0.001613	NA	NA	0.004812	0.0006185	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales>Microtrichaceae"
"uncultured"	"F"	24495	75	26	5	NA	NA	29	19	75	NA	NA	14	19	NA	0.01161	0.008813	0.01161	NA	NA	0.003524	0.002286	0.011	NA	NA	0.01123	0.00235	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales"
"Iamiaceae"	"F"	24484	49	7	NA	NA	NA	18	10	49	NA	NA	10	9	NA	0.008019	0.002373	NA	NA	NA	0.002187	0.001203	0.007186	NA	NA	0.008019	0.001113	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales"
"Iamia"	"G"	24485	49	7	NA	NA	NA	18	10	49	NA	NA	10	9	NA	0.008019	0.002373	NA	NA	NA	0.002187	0.001203	0.007186	NA	NA	0.008019	0.001113	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales>Iamiaceae"
"IMCC26256"	"O"	24482	149	22	8	NA	NA	18	37	149	1	NA	23	45	NA	0.02185	0.007457	0.01858	NA	NA	0.002187	0.004451	0.02185	6.037e-05	NA	0.01844	0.005566	NA	"Bacteria>Actinobacteria>Acidimicrobiia"
"Actinomarinales"	"O"	24478	28	2	1	NA	NA	17	16	28	1	NA	12	22	NA	0.009623	0.0006779	0.002322	NA	NA	0.002066	0.001925	0.004107	6.037e-05	NA	0.009623	0.002721	NA	"Bacteria>Actinobacteria>Acidimicrobiia"
"uncultured"	"F"	24481	25	2	1	NA	NA	12	14	25	NA	NA	11	20	NA	0.008821	0.0006779	0.002322	NA	NA	0.001458	0.001684	0.003667	NA	NA	0.008821	0.002474	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Actinomarinales"
"Thermoleophilia"	"C"	844	417	258	39	NA	NA	138	122	417	3	NA	88	136	NA	0.09057	0.08745	0.09057	NA	NA	0.01677	0.01468	0.06116	0.0001811	NA	0.07057	0.01682	NA	"Bacteria>Actinobacteria"
"Solirubrobacterales"	"O"	849	236	236	34	NA	NA	84	70	175	1	NA	51	79	NA	0.07999	0.07999	0.07896	NA	NA	0.01021	0.008421	0.02567	6.037e-05	NA	0.0409	0.009772	NA	"Bacteria>Actinobacteria>Thermoleophilia"
"67-14"	"F"	24563	228	228	34	NA	NA	52	53	141	1	NA	47	64	NA	0.07896	0.07728	0.07896	NA	NA	0.006319	0.006376	0.02068	6.037e-05	NA	0.03769	0.007916	NA	"Bacteria>Actinobacteria>Thermoleophilia>Solirubrobacterales"
"Solirubrobacteraceae"	"F"	863	32	8	NA	NA	NA	32	17	31	NA	NA	4	15	NA	0.004547	0.002712	NA	NA	NA	0.003889	0.002045	0.004547	NA	NA	0.003208	0.001855	NA	"Bacteria>Actinobacteria>Thermoleophilia>Solirubrobacterales"
"Conexibacter"	"G"	24564	22	8	NA	NA	NA	22	13	10	NA	NA	3	8	NA	0.002712	0.002712	NA	NA	NA	0.002673	0.001564	0.001467	NA	NA	0.002406	0.0009896	NA	"Bacteria>Actinobacteria>Thermoleophilia>Solirubrobacterales>Solirubrobacteraceae"
"Gaiellales"	"O"	845	242	21	5	NA	NA	53	52	242	2	NA	37	57	NA	0.03549	0.007118	0.01161	NA	NA	0.006441	0.006256	0.03549	0.0001207	NA	0.02967	0.007051	NA	"Bacteria>Actinobacteria>Thermoleophilia"
"uncultured"	"F"	848	157	17	4	NA	NA	30	27	157	2	NA	25	25	NA	0.02303	0.005762	0.009289	NA	NA	0.003646	0.003248	0.02303	0.0001207	NA	0.02005	0.003092	NA	"Bacteria>Actinobacteria>Thermoleophilia>Gaiellales"
"Gaiellaceae"	"F"	846	76	4	1	NA	NA	22	23	76	NA	NA	11	30	NA	0.01115	0.001356	0.002322	NA	NA	0.002673	0.002767	0.01115	NA	NA	0.008821	0.003711	NA	"Bacteria>Actinobacteria>Thermoleophilia>Gaiellales"
"Gaiella"	"G"	847	76	4	1	NA	NA	22	23	76	NA	NA	11	30	NA	0.01115	0.001356	0.002322	NA	NA	0.002673	0.002767	0.01115	NA	NA	0.008821	0.003711	NA	"Bacteria>Actinobacteria>Thermoleophilia>Gaiellales>Gaiellaceae"
"Coriobacteriia"	"C"	809	15	15	2	NA	NA	10	9	14	NA	NA	3	6	NA	0.005084	0.005084	0.004645	NA	NA	0.001215	0.001083	0.002053	NA	NA	0.002406	0.0007422	NA	"Bacteria>Actinobacteria"
"OPB41"	"O"	24561	11	11	2	NA	NA	7	4	NA	NA	NA	NA	2	NA	0.004645	0.003728	0.004645	NA	NA	0.0008506	0.0004812	NA	NA	NA	NA	0.0002474	NA	"Bacteria>Actinobacteria>Coriobacteriia"
"Coriobacteriales"	"O"	810	14	4	NA	NA	NA	3	5	14	NA	NA	3	4	NA	0.002406	0.001356	NA	NA	NA	0.0003646	0.0006015	0.002053	NA	NA	0.002406	0.0004948	NA	"Bacteria>Actinobacteria>Coriobacteriia"
"Coriobacteriales Incertae Sedis"	"F"	24540	3	3	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.001017	0.001017	NA	NA	NA	NA	NA	0.0001467	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Coriobacteriia>Coriobacteriales"
"uncultured"	"G"	24543	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001017	0.001017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Coriobacteriia>Coriobacteriales>Coriobacteriales&nbsp;Incertae&nbsp;Sedis"
"Coriobacteriaceae"	"F"	811	1	1	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	0.0003389	0.0003389	NA	NA	NA	0.0001215	0.0001203	NA	NA	NA	NA	0.0001237	NA	"Bacteria>Actinobacteria>Coriobacteriia>Coriobacteriales"
"Collinsella"	"G"	815	1	1	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	0.0003389	0.0003389	NA	NA	NA	0.0001215	0.0001203	NA	NA	NA	NA	0.0001237	NA	"Bacteria>Actinobacteria>Coriobacteriia>Coriobacteriales>Coriobacteriaceae"
"MB-A2-108"	"C"	829	47	4	NA	NA	NA	27	10	47	NA	NA	13	44	NA	0.01042	0.001356	NA	NA	NA	0.003281	0.001203	0.006893	NA	NA	0.01042	0.005443	NA	"Bacteria>Actinobacteria"
"Rubrobacteria"	"C"	839	2	1	NA	NA	NA	2	NA	2	1	NA	NA	NA	NA	0.0003389	0.0003389	NA	NA	NA	0.000243	NA	0.0002933	6.037e-05	NA	NA	NA	NA	"Bacteria>Actinobacteria"
"Rubrobacterales"	"O"	840	2	1	NA	NA	NA	2	NA	2	1	NA	NA	NA	NA	0.0003389	0.0003389	NA	NA	NA	0.000243	NA	0.0002933	6.037e-05	NA	NA	NA	NA	"Bacteria>Actinobacteria>Rubrobacteria"
"Rubrobacteriaceae"	"F"	841	2	1	NA	NA	NA	2	NA	2	1	NA	NA	NA	NA	0.0003389	0.0003389	NA	NA	NA	0.000243	NA	0.0002933	6.037e-05	NA	NA	NA	NA	"Bacteria>Actinobacteria>Rubrobacteria>Rubrobacterales"
"Rubrobacter"	"G"	842	2	1	NA	NA	NA	2	NA	2	1	NA	NA	NA	NA	0.0003389	0.0003389	NA	NA	NA	0.000243	NA	0.0002933	6.037e-05	NA	NA	NA	NA	"Bacteria>Actinobacteria>Rubrobacteria>Rubrobacterales>Rubrobacteriaceae"
"Cyanobacteria"	"P"	1500	101920	13322	3810	4	7	101919	70137	8627	341	4	1626	6398	2307	12.39	4.515	8.848	1.923	2.251	12.39	8.437	1.265	0.02059	1.732	1.304	0.7914	5.435	"Bacteria"
"Oxyphotobacteria"	"C"	25227	101770	13129	3790	4	7	101770	69985	8399	336	4	1587	6237	2258	12.37	4.45	8.801	1.923	2.251	12.37	8.419	1.232	0.02028	1.732	1.273	0.7715	5.32	"Bacteria>Cyanobacteria"
"Chloroplast"	"O"	25228	101310	12418	3657	3	7	101307	69691	7890	333	4	1572	6128	2258	12.31	4.209	8.493	1.442	2.251	12.31	8.384	1.157	0.0201	1.732	1.261	0.758	5.32	"Bacteria>Cyanobacteria>Oxyphotobacteria"
"Synechococcales"	"O"	25510	657	657	113	1	NA	345	154	236	1	NA	1	11	NA	0.4808	0.2227	0.2624	0.4808	NA	0.04192	0.01853	0.03461	6.037e-05	NA	0.0008019	0.001361	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria"
"Cyanobiaceae"	"F"	25511	650	650	113	1	NA	334	151	226	1	NA	NA	8	NA	0.4808	0.2203	0.2624	0.4808	NA	0.04059	0.01817	0.03315	6.037e-05	NA	NA	0.0009896	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Synechococcales"
"Cyanobium PCC-6307"	"G"	25512	591	591	104	1	NA	313	136	207	1	NA	NA	5	NA	0.4808	0.2003	0.2415	0.4808	NA	0.03804	0.01636	0.03036	6.037e-05	NA	NA	0.0006185	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Synechococcales>Cyanobiaceae"
"Synechococcus CC9902"	"G"	25514	38	38	6	NA	NA	14	11	11	NA	NA	NA	3	NA	0.01393	0.01288	0.01393	NA	NA	0.001701	0.001323	0.001613	NA	NA	NA	0.0003711	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Synechococcales>Cyanobiaceae"
"Prochlorococcus MIT9313"	"G"	25513	11	11	1	NA	NA	3	4	6	NA	NA	NA	NA	NA	0.003728	0.003728	0.002322	NA	NA	0.0003646	0.0004812	0.00088	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Synechococcales>Cyanobiaceae"
"[Synechococcus] spongiarum group"	"G"	25516	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006779	0.0006779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Synechococcales>Cyanobiaceae"
"Synechococcales Incertae Sedis"	"F"	25523	11	7	NA	NA	NA	11	3	10	NA	NA	1	3	NA	0.002373	0.002373	NA	NA	NA	0.001337	0.0003609	0.001467	NA	NA	0.0008019	0.0003711	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Synechococcales"
"Schizothrix LEGE 07164"	"G"	25524	11	7	NA	NA	NA	11	3	10	NA	NA	1	3	NA	0.002373	0.002373	NA	NA	NA	0.001337	0.0003609	0.001467	NA	NA	0.0008019	0.0003711	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Synechococcales>Synechococcales&nbsp;Incertae&nbsp;Sedis"
"Nostocales"	"O"	25273	232	42	20	NA	NA	77	108	232	1	NA	3	39	NA	0.04645	0.01424	0.04645	NA	NA	0.009357	0.01299	0.03403	6.037e-05	NA	0.002406	0.004824	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria"
"Phormidiaceae"	"F"	25433	19	15	19	NA	NA	11	2	14	NA	NA	NA	7	NA	0.04412	0.005084	0.04412	NA	NA	0.001337	0.0002406	0.002053	NA	NA	NA	0.0008659	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"Tychonema CCAP 1459-11B"	"G"	25443	15	9	15	NA	NA	9	NA	1	NA	NA	NA	NA	NA	0.03483	0.003051	0.03483	NA	NA	0.001094	NA	0.0001467	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Phormidiaceae"
"Trichodesmium IMS101"	"G"	25442	2	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.004645	0.0006779	0.004645	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Phormidiaceae"
"Phormidium IAM M-71"	"G"	25439	1	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.002322	0.0003389	0.002322	NA	NA	NA	NA	0.0001467	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Phormidiaceae"
"Xenococcaceae"	"F"	25451	63	13	NA	NA	NA	35	21	63	NA	NA	NA	17	NA	0.00924	0.004406	NA	NA	NA	0.004253	0.002526	0.00924	NA	NA	NA	0.002103	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"Pleurocapsa PCC-7319"	"G"	25456	61	13	NA	NA	NA	20	11	61	NA	NA	NA	17	NA	0.008946	0.004406	NA	NA	NA	0.00243	0.001323	0.008946	NA	NA	NA	0.002103	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Xenococcaceae"
"Chroococcidiopsaceae"	"F"	25276	57	6	NA	NA	NA	11	57	47	NA	NA	1	3	NA	0.006893	0.002034	NA	NA	NA	0.001337	0.006857	0.006893	NA	NA	0.0008019	0.0003711	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"uncultured"	"G"	25286	21	3	NA	NA	NA	9	21	6	NA	NA	1	1	NA	0.002526	0.001017	NA	NA	NA	0.001094	0.002526	0.00088	NA	NA	0.0008019	0.0001237	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Chroococcidiopsaceae"
"Aliterella CENA595"	"G"	25277	36	2	NA	NA	NA	2	33	36	NA	NA	NA	NA	NA	0.00528	0.0006779	NA	NA	NA	0.000243	0.00397	0.00528	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Chroococcidiopsaceae"
"Nostocaceae"	"F"	25335	43	5	NA	NA	NA	7	7	43	1	NA	1	6	NA	0.006306	0.001695	NA	NA	NA	0.0008506	0.0008421	0.006306	6.037e-05	NA	0.0008019	0.0007422	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"Rivularia PCC-7116"	"G"	25391	2	2	NA	NA	NA	1	NA	2	NA	NA	NA	NA	NA	0.0006779	0.0006779	NA	NA	NA	0.0001215	NA	0.0002933	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Nostocaceae"
"Scytonema UTEX 2349"	"G"	25395	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0003389	0.0003389	NA	NA	NA	0.0001215	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Nostocaceae"
