"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_june_BC01.cladeReads"	"kraken2_16s_k21_classification_june_BC02.cladeReads"	"kraken2_16s_k21_classification_june_BC03.cladeReads"	"kraken2_16s_k21_classification_june_BC04.cladeReads"	"kraken2_16s_k21_classification_june_BC05.cladeReads"	"kraken2_16s_k21_classification_june_BC06.cladeReads"	"kraken2_16s_k21_classification_june_BC07.cladeReads"	"kraken2_16s_k21_classification_june_BC08.cladeReads"	"kraken2_16s_k21_classification_june_BC09.cladeReads"	"kraken2_16s_k21_classification_june_BC10.cladeReads"	"kraken2_16s_k21_classification_june_BC11.cladeReads"	"kraken2_16s_k21_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_june_BC01.cladeReads.."	"kraken2_16s_k21_classification_june_BC02.cladeReads.."	"kraken2_16s_k21_classification_june_BC03.cladeReads.."	"kraken2_16s_k21_classification_june_BC04.cladeReads.."	"kraken2_16s_k21_classification_june_BC05.cladeReads.."	"kraken2_16s_k21_classification_june_BC06.cladeReads.."	"kraken2_16s_k21_classification_june_BC07.cladeReads.."	"kraken2_16s_k21_classification_june_BC08.cladeReads.."	"kraken2_16s_k21_classification_june_BC09.cladeReads.."	"kraken2_16s_k21_classification_june_BC10.cladeReads.."	"kraken2_16s_k21_classification_june_BC11.cladeReads.."	"kraken2_16s_k21_classification_june_BC12.cladeReads.."	"lineage"
"Ruminococcus 1"	"G"	11373	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001245	0.000581	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Ruminococcus 2"	"G"	11374	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001245	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"[Eubacterium] coprostanoligenes group"	"G"	11375	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005915	0.000581	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Ruminococcaceae UCG-013"	"G"	11370	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Ruminiclostridium 1"	"G"	11354	2	1	NA	1	NA	2	NA	NA	NA	NA	NA	2	NA	0.002491	0.000581	NA	0.0007114	NA	0.001183	NA	NA	NA	NA	NA	0.002491	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Ruminiclostridium 6"	"G"	11356	4	1	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	0.002366	0.000581	NA	NA	NA	0.002366	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Ruminiclostridium 9"	"G"	11357	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Ruminococcaceae NK4A214 group"	"G"	11358	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	0.001245	0.000581	NA	0.0007114	NA	0.0005915	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Christensenellaceae"	"F"	1866	22	3	NA	3	NA	15	NA	NA	1	NA	NA	22	NA	0.0274	0.001743	NA	0.002134	NA	0.008872	NA	NA	0.0005905	NA	NA	0.0274	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"Christensenellaceae R-7 group"	"G"	11283	20	3	NA	3	NA	14	NA	NA	1	NA	NA	20	NA	0.02491	0.001743	NA	0.002134	NA	0.00828	NA	NA	0.0005905	NA	NA	0.02491	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Christensenellaceae"
"Gracilibacteraceae"	"F"	1975	3	3	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002134	0.001743	NA	0.002134	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"Lutispora"	"G"	1977	3	3	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002134	0.001743	NA	0.002134	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Gracilibacteraceae"
"Family XIII"	"F"	1957	5	3	NA	1	NA	2	NA	NA	NA	NA	NA	5	NA	0.006227	0.001743	NA	0.0007114	NA	0.001183	NA	NA	NA	NA	NA	0.006227	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"Anaerovorax"	"G"	1958	2	2	NA	1	NA	1	NA	NA	NA	NA	NA	2	NA	0.002491	0.001162	NA	0.0007114	NA	0.0005915	NA	NA	NA	NA	NA	0.002491	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XIII"
"[Eubacterium] nodatum group"	"G"	11297	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XIII"
"Eubacteriaceae"	"F"	1928	6	1	NA	NA	NA	1	NA	NA	NA	NA	NA	6	NA	0.007472	0.000581	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	0.007472	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"Acetobacterium"	"G"	1929	2	1	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.002491	0.000581	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	0.002491	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Eubacteriaceae"
"Family XI"	"F"	1936	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005915	0.000581	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"Gottschalkia"	"G"	11290	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XI"
"Family XII"	"F"	1952	4	1	NA	2	NA	3	NA	NA	1	NA	NA	4	NA	0.004981	0.000581	NA	0.001423	NA	0.001774	NA	NA	0.0005905	NA	NA	0.004981	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"uncultured"	"G"	1956	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XII"
"Peptococcaceae"	"F"	2024	2	1	NA	NA	NA	2	NA	NA	1	NA	NA	1	NA	0.001245	0.000581	NA	NA	NA	0.001183	NA	NA	0.0005905	NA	NA	0.001245	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"uncultured"	"G"	2041	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"Syntrophomonadaceae"	"F"	2072	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	0.000581	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"uncultured"	"G"	2079	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Syntrophomonadaceae"
"Heliobacteriaceae"	"F"	1979	2	1	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.002491	0.000581	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	0.002491	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"Hydrogenispora"	"G"	14365	2	1	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.002491	0.000581	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	0.002491	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Heliobacteriaceae"
"Clostridiaceae 4"	"F"	1914	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"Caminicella"	"G"	1915	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;4"
"Bacilli"	"C"	1673	68276	128	17	117	1	205	NA	1	68276	NA	NA	126	NA	40.32	0.07436	0.3025	0.08323	4.762	0.1212	NA	4.167	40.32	NA	NA	0.1569	NA	"Bacteria>Firmicutes"
"Bacillales"	"O"	1674	54648	95	13	84	1	165	NA	NA	54648	NA	NA	85	NA	32.27	0.05519	0.2313	0.05976	4.762	0.09759	NA	NA	32.27	NA	NA	0.1059	NA	"Bacteria>Firmicutes>Bacilli"
"Bacillaceae"	"F"	1680	28430	51	9	49	1	92	NA	NA	28430	NA	NA	57	NA	16.79	0.02963	0.1601	0.03486	4.762	0.05441	NA	NA	16.79	NA	NA	0.07098	NA	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Bacillus"	"G"	1688	28402	50	9	48	1	91	NA	NA	28402	NA	NA	57	NA	16.77	0.02905	0.1601	0.03415	4.762	0.05382	NA	NA	16.77	NA	NA	0.07098	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Aeribacillus"	"G"	1681	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	0.000581	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Staphylococcaceae"	"F"	1775	16428	26	4	16	NA	21	NA	NA	16428	NA	NA	11	NA	9.7	0.01511	0.07117	0.01138	NA	0.01242	NA	NA	9.7	NA	NA	0.0137	NA	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Staphylococcus"	"G"	1780	16428	26	4	16	NA	21	NA	NA	16428	NA	NA	11	NA	9.7	0.01511	0.07117	0.01138	NA	0.01242	NA	NA	9.7	NA	NA	0.0137	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Staphylococcaceae"
"Listeriaceae"	"F"	1737	9534	13	NA	16	NA	21	NA	NA	9534	NA	NA	6	NA	5.63	0.007553	NA	0.01138	NA	0.01242	NA	NA	5.63	NA	NA	0.007472	NA	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Listeria"	"G"	1739	9532	13	NA	16	NA	21	NA	NA	9532	NA	NA	6	NA	5.628	0.007553	NA	0.01138	NA	0.01242	NA	NA	5.628	NA	NA	0.007472	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Listeriaceae"
"Paenibacillaceae"	"F"	1740	17	2	NA	2	NA	17	NA	NA	4	NA	NA	7	NA	0.01005	0.001162	NA	0.001423	NA	0.01005	NA	NA	0.002362	NA	NA	0.008717	NA	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Cohnella"	"G"	1744	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001245	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Paenibacillaceae"
"Paenibacillus"	"G"	1747	15	1	NA	2	NA	15	NA	NA	4	NA	NA	6	NA	0.008872	0.000581	NA	0.001423	NA	0.008872	NA	NA	0.002362	NA	NA	0.007472	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Paenibacillaceae"
"Planococcaceae"	"F"	1753	14	2	NA	NA	NA	5	NA	NA	14	NA	NA	3	NA	0.008267	0.001162	NA	NA	NA	0.002957	NA	NA	0.008267	NA	NA	0.003736	NA	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Jeotgalibacillus"	"G"	1760	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	0.000581	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Lysinibacillus"	"G"	1762	6	1	NA	NA	NA	2	NA	NA	6	NA	NA	1	NA	0.003543	0.000581	NA	NA	NA	0.001183	NA	NA	0.003543	NA	NA	0.001245	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Lactobacillales"	"O"	1800	13505	30	4	32	NA	38	NA	1	13505	NA	NA	40	NA	7.974	0.01743	0.07117	0.02276	NA	0.02248	NA	4.167	7.974	NA	NA	0.04981	NA	"Bacteria>Firmicutes>Bacilli"
"Lactobacillaceae"	"F"	1836	8097	17	2	21	NA	20	NA	1	8097	NA	NA	14	NA	4.781	0.009877	0.03559	0.01494	NA	0.01183	NA	4.167	4.781	NA	NA	0.01743	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales"
"Lactobacillus"	"G"	1837	8096	17	2	21	NA	20	NA	1	8096	NA	NA	14	NA	4.78	0.009877	0.03559	0.01494	NA	0.01183	NA	4.167	4.78	NA	NA	0.01743	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae"
"Enterococcaceae"	"F"	1828	5162	8	2	3	NA	7	NA	NA	5162	NA	NA	7	NA	3.048	0.004648	0.03559	0.002134	NA	0.00414	NA	NA	3.048	NA	NA	0.008717	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales"
"Enterococcus"	"G"	1831	5149	8	2	3	NA	7	NA	NA	5149	NA	NA	7	NA	3.04	0.004648	0.03559	0.002134	NA	0.00414	NA	NA	3.04	NA	NA	0.008717	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae"
"Carnobacteriaceae"	"F"	1811	32	3	NA	6	NA	7	NA	NA	32	NA	NA	10	NA	0.0189	0.001743	NA	0.004268	NA	0.00414	NA	NA	0.0189	NA	NA	0.01245	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales"
"Trichococcus"	"G"	1826	9	2	NA	4	NA	4	NA	NA	2	NA	NA	9	NA	0.01121	0.001162	NA	0.002846	NA	0.002366	NA	NA	0.001181	NA	NA	0.01121	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Leuconostocaceae"	"F"	1839	4	1	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.002362	0.000581	NA	NA	NA	NA	NA	NA	0.002362	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales"
"Leuconostoc"	"G"	1841	3	1	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.001771	0.000581	NA	NA	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Leuconostocaceae"
"Streptococcaceae"	"F"	1850	146	1	NA	1	NA	4	NA	NA	146	NA	NA	9	NA	0.08621	0.000581	NA	0.0007114	NA	0.002366	NA	NA	0.08621	NA	NA	0.01121	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales"
"Streptococcus"	"G"	1853	141	1	NA	1	NA	2	NA	NA	141	NA	NA	9	NA	0.08326	0.000581	NA	0.0007114	NA	0.001183	NA	NA	0.08326	NA	NA	0.01121	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae"
"Negativicutes"	"C"	2164	18	2	NA	7	NA	15	NA	NA	NA	NA	NA	18	NA	0.02242	0.001162	NA	0.00498	NA	0.008872	NA	NA	NA	NA	NA	0.02242	NA	"Bacteria>Firmicutes"
"Selenomonadales"	"O"	2165	18	2	NA	7	NA	15	NA	NA	NA	NA	NA	18	NA	0.02242	0.001162	NA	0.00498	NA	0.008872	NA	NA	NA	NA	NA	0.02242	NA	"Bacteria>Firmicutes>Negativicutes"
"Acidaminococcaceae"	"F"	2166	4	1	NA	3	NA	4	NA	NA	NA	NA	NA	NA	NA	0.002366	0.000581	NA	0.002134	NA	0.002366	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales"
"uncultured"	"G"	2171	3	1	NA	2	NA	3	NA	NA	NA	NA	NA	NA	NA	0.001774	0.000581	NA	0.001423	NA	0.001774	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Acidaminococcaceae"
"Veillonellaceae"	"F"	2172	16	1	NA	4	NA	8	NA	NA	NA	NA	NA	16	NA	0.01993	0.000581	NA	0.002846	NA	0.004732	NA	NA	NA	NA	NA	0.01993	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales"
"Sporomusa"	"G"	2196	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002491	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002491	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Erysipelotrichia"	"C"	2147	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005915	0.000581	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes"
"Erysipelotrichales"	"O"	2148	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005915	0.000581	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Erysipelotrichia"
"Erysipelotrichaceae"	"F"	2149	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005915	0.000581	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales"
"Turicibacter"	"G"	2162	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"Armatimonadetes"	"P"	894	448	448	9	177	NA	338	NA	NA	3	NA	NA	11	NA	0.2603	0.2603	0.1601	0.1259	NA	0.1999	NA	NA	0.001771	NA	NA	0.0137	NA	"Bacteria"
"Armatimonadia"	"C"	895	448	448	9	177	NA	333	NA	NA	3	NA	NA	11	NA	0.2603	0.2603	0.1601	0.1259	NA	0.197	NA	NA	0.001771	NA	NA	0.0137	NA	"Bacteria>Armatimonadetes"
"Armatimonadales"	"O"	896	448	448	9	177	NA	333	NA	NA	3	NA	NA	11	NA	0.2603	0.2603	0.1601	0.1259	NA	0.197	NA	NA	0.001771	NA	NA	0.0137	NA	"Bacteria>Armatimonadetes>Armatimonadia"
"Armatimonadaceae"	"F"	897	446	446	9	177	NA	333	NA	NA	3	NA	NA	11	NA	0.2591	0.2591	0.1601	0.1259	NA	0.197	NA	NA	0.001771	NA	NA	0.0137	NA	"Bacteria>Armatimonadetes>Armatimonadia>Armatimonadales"
"Armatimonas"	"G"	898	446	446	9	177	NA	333	NA	NA	3	NA	NA	11	NA	0.2591	0.2591	0.1601	0.1259	NA	0.197	NA	NA	0.001771	NA	NA	0.0137	NA	"Bacteria>Armatimonadetes>Armatimonadia>Armatimonadales>Armatimonadaceae"
"Verrucomicrobia"	"P"	3982	808	217	1	86	NA	808	1	NA	5	NA	NA	366	NA	4	0.1261	0.01779	0.06118	NA	0.4779	4	NA	0.002952	NA	NA	0.4558	NA	"Bacteria"
"Verrucomicrobiae"	"C"	4029	808	217	1	86	NA	808	1	NA	5	NA	NA	366	NA	4	0.1261	0.01779	0.06118	NA	0.4779	4	NA	0.002952	NA	NA	0.4558	NA	"Bacteria>Verrucomicrobia"
"uncultured"	"O"	27008	146	146	1	50	NA	139	NA	NA	2	NA	NA	102	NA	0.127	0.08482	0.01779	0.03557	NA	0.08221	NA	NA	0.001181	NA	NA	0.127	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"Opitutales"	"O"	26972	640	59	NA	20	NA	640	1	NA	3	NA	NA	258	NA	4	0.03428	NA	0.01423	NA	0.3785	4	NA	0.001771	NA	NA	0.3213	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"Opitutaceae"	"F"	26973	537	42	NA	16	NA	537	1	NA	3	NA	NA	224	NA	4	0.0244	NA	0.01138	NA	0.3176	4	NA	0.001771	NA	NA	0.279	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales"
"IMCC26134"	"G"	26977	455	31	NA	9	NA	455	NA	NA	1	NA	NA	173	NA	0.2691	0.01801	NA	0.006403	NA	0.2691	NA	NA	0.0005905	NA	NA	0.2154	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"Lacunisphaera"	"G"	26978	21	6	NA	2	NA	20	NA	NA	1	NA	NA	21	NA	0.02615	0.003486	NA	0.001423	NA	0.01183	NA	NA	0.0005905	NA	NA	0.02615	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"Cephaloticoccus"	"G"	26975	7	2	NA	2	NA	7	NA	NA	NA	NA	NA	4	NA	0.004981	0.001162	NA	0.001423	NA	0.00414	NA	NA	NA	NA	NA	0.004981	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"Opitutus"	"G"	26979	17	1	NA	NA	NA	17	1	NA	NA	NA	NA	10	NA	4	0.000581	NA	NA	NA	0.01005	4	NA	NA	NA	NA	0.01245	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"uncultured"	"G"	26980	6	1	NA	NA	NA	2	NA	NA	NA	NA	NA	6	NA	0.007472	0.000581	NA	NA	NA	0.001183	NA	NA	NA	NA	NA	0.007472	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"Puniceicoccaceae"	"F"	26981	100	17	NA	4	NA	100	NA	NA	NA	NA	NA	34	NA	0.05915	0.009877	NA	0.002846	NA	0.05915	NA	NA	NA	NA	NA	0.04234	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales"
"Verruc-01"	"G"	26989	38	6	NA	2	NA	38	NA	NA	NA	NA	NA	14	NA	0.02248	0.003486	NA	0.001423	NA	0.02248	NA	NA	NA	NA	NA	0.01743	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Lentimonas"	"G"	26985	4	3	NA	NA	NA	4	NA	NA	NA	NA	NA	1	NA	0.002366	0.001743	NA	NA	NA	0.002366	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Puniceicoccus"	"G"	26988	9	3	NA	1	NA	9	NA	NA	NA	NA	NA	4	NA	0.005323	0.001743	NA	0.0007114	NA	0.005323	NA	NA	NA	NA	NA	0.004981	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Pelagicoccus"	"G"	26987	39	2	NA	1	NA	39	NA	NA	NA	NA	NA	12	NA	0.02307	0.001162	NA	0.0007114	NA	0.02307	NA	NA	NA	NA	NA	0.01494	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Coraliomargarita"	"G"	26984	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Verrucomicrobiales"	"O"	4030	22	9	NA	15	NA	22	NA	NA	NA	NA	NA	3	NA	0.01301	0.005229	NA	0.01067	NA	0.01301	NA	NA	NA	NA	NA	0.003736	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"Rubritaleaceae"	"F"	4034	21	7	NA	13	NA	21	NA	NA	NA	NA	NA	3	NA	0.01242	0.004067	NA	0.009248	NA	0.01242	NA	NA	NA	NA	NA	0.003736	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales"
"DBS1"	"G"	27002	6	3	NA	NA	NA	6	NA	NA	NA	NA	NA	1	NA	0.003549	0.001743	NA	NA	NA	0.003549	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>Rubritaleaceae"
"Luteolibacter"	"G"	27004	13	3	NA	13	NA	7	NA	NA	NA	NA	NA	1	NA	0.009248	0.001743	NA	0.009248	NA	0.00414	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>Rubritaleaceae"
"Roseibacillus"	"G"	27006	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>Rubritaleaceae"
"Verrucomicrobiaceae"	"F"	4036	2	2	NA	2	NA	1	NA	NA	NA	NA	NA	NA	NA	0.001423	0.001162	NA	0.001423	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales"
"Brevifollis"	"G"	4038	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>Verrucomicrobiaceae"
"uncultured"	"G"	4046	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0007114	0.000581	NA	0.0007114	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>Verrucomicrobiaceae"
"Pedosphaerales"	"O"	26992	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0007114	0.000581	NA	0.0007114	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"Pedosphaeraceae"	"F"	26993	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0007114	0.000581	NA	0.0007114	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Pedosphaerales"
"Epsilonbacteraeota"	"P"	25565	521	173	8	186	NA	96	NA	NA	1	NA	NA	521	NA	0.6488	0.1005	0.1423	0.1323	NA	0.05678	NA	NA	0.0005905	NA	NA	0.6488	NA	"Bacteria"
"Campylobacteria"	"C"	25566	521	173	8	186	NA	96	NA	NA	1	NA	NA	521	NA	0.6488	0.1005	0.1423	0.1323	NA	0.05678	NA	NA	0.0005905	NA	NA	0.6488	NA	"Bacteria>Epsilonbacteraeota"
