"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_june_BC01.cladeReads"	"kraken2_classification_june_BC02.cladeReads"	"kraken2_classification_june_BC03.cladeReads"	"kraken2_classification_june_BC04.cladeReads"	"kraken2_classification_june_BC05.cladeReads"	"kraken2_classification_june_BC06.cladeReads"	"kraken2_classification_june_BC07.cladeReads"	"kraken2_classification_june_BC08.cladeReads"	"kraken2_classification_june_BC09.cladeReads"	"kraken2_classification_june_BC10.cladeReads"	"kraken2_classification_june_BC11.cladeReads"	"kraken2_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_classification_june_BC01.cladeReads.."	"kraken2_classification_june_BC02.cladeReads.."	"kraken2_classification_june_BC03.cladeReads.."	"kraken2_classification_june_BC04.cladeReads.."	"kraken2_classification_june_BC05.cladeReads.."	"kraken2_classification_june_BC06.cladeReads.."	"kraken2_classification_june_BC07.cladeReads.."	"kraken2_classification_june_BC08.cladeReads.."	"kraken2_classification_june_BC09.cladeReads.."	"kraken2_classification_june_BC10.cladeReads.."	"kraken2_classification_june_BC11.cladeReads.."	"kraken2_classification_june_BC12.cladeReads.."	"lineage"
"Brenneria goodwinii"	"S"	1109412	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Brenneria"
"Providencia heimbachae"	"S"	333962	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002757	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Providencia"
"Providencia stuartii"	"S"	588	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Providencia"
"Proteus vulgaris"	"S"	585	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Proteus"
"Aeromonas schubertii"	"S"	652	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas dhakensis"	"S"	196024	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Pseudomonas trivialis"	"S"	200450	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group"
"Pseudomonas azotoformans"	"S"	47878	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group"
"Pseudomonas viridiflava"	"S"	33069	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	0.005514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005514	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;syringae&nbsp;group"
"Pseudomonas sp. JY-Q"	"S"	1338689	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	0.00965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00965	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas salegens"	"S"	1434072	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002757	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas xinjiangensis"	"S"	487184	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas rhizosphaerae"	"S"	216142	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Oblitimonas"	"G"	1849530	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae"
"Oblitimonas alkaliphila"	"S"	1697053	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Oblitimonas"
"Acinetobacter pittii"	"S"	48296	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	0.005514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005514	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter>Acinetobacter&nbsp;calcoaceticus/baumannii&nbsp;complex"
"Acinetobacter sp. ACNIH2"	"S"	1758189	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002757	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter"
"Acinetobacter junii"	"S"	40215	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter"
"Acinetobacter sp. WCHA45"	"S"	2004644	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter"
"Acinetobacter sp. SWBY1"	"S"	2079596	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter"
"Stenotrophomonas rhizophila"	"S"	216778	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002757	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Stenotrophomonas"
"Xanthomonas oryzae"	"S"	347	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Xanthomonas"
"Vibrio harveyi"	"S"	669	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002757	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;harveyi&nbsp;group"
"Enterovibrio"	"G"	188143	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Candidatus Enterovibrio luxaltus"	"S"	1927128	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Enterovibrio"
"Thioalkalivibrio sp. K90mix"	"S"	396595	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae>Thioalkalivibrio"
"Candidatus Nitrosoglobus"	"G"	1980513	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae"
"Candidatus Nitrosoglobus terrae"	"S"	1630141	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae>Candidatus&nbsp;Nitrosoglobus"
"Granulosicoccaceae"	"F"	449719	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales"
"Granulosicoccus"	"G"	437504	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Granulosicoccaceae"
"Granulosicoccus antarcticus"	"S"	437505	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Granulosicoccaceae>Granulosicoccus"
"Cellvibrio"	"G"	10	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	0.01516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01516	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Cellvibrionaceae"
"Cellvibrio sp. PSBB023"	"S"	1945512	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	0.01103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01103	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Cellvibrionaceae>Cellvibrio"
"Simiduia"	"G"	447467	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Cellvibrionaceae"
"Simiduia agarivorans"	"S"	447471	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Cellvibrionaceae>Simiduia"
"Spongiibacter"	"G"	630749	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Spongiibacteraceae"
"Spongiibacter sp. IMCC21906"	"S"	1620392	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Spongiibacteraceae>Spongiibacter"
"Alcanivorax sp. N3-2A"	"S"	2014542	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Alcanivoracaceae>Alcanivorax"
"Thiomicrospira aerophila"	"S"	92245	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae>Thiomicrospira"
"Sulfuricaulis"	"G"	1744881	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	0.01516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01516	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Acidiferrobacterales>Acidiferrobacteraceae"
"Sulfuricaulis limicola"	"S"	1620215	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	0.01516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01516	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Acidiferrobacterales>Acidiferrobacteraceae>Sulfuricaulis"
"Gammaproteobacteria bacterium ESL0073"	"S"	2070539	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria&nbsp;(miscellaneous)"
"gamma proteobacterium HdN1"	"S"	83406	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria&nbsp;(miscellaneous)"
"Lacimicrobium"	"G"	1751872	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae"
"Lacimicrobium alkaliphilum"	"S"	1526571	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Lacimicrobium"
"Shewanella sediminis"	"S"	271097	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Pseudoalteromonas tunicata"	"S"	314281	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Pseudoalteromonadaceae>Pseudoalteromonas"
"Methylomonas methanica"	"S"	421	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002757	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylococcaceae>Methylomonas"
"Methylococcus"	"G"	413	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002757	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylococcaceae"
"Methylococcus capsulatus"	"S"	414	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002757	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylococcaceae>Methylococcus"
"Arcobacter bivalviorum"	"S"	663364	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	0.004136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004136	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Arcobacter&nbsp;group>Arcobacter"
"Arcobacter sp. LPB0137"	"S"	1850254	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Arcobacter&nbsp;group>unclassified&nbsp;Arcobacter&nbsp;group"
"Sulfurospirillum barnesii"	"S"	44674	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	0.005514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005514	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Sulfurospirillum"
"Chondromyces"	"G"	50	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Sorangiineae>Polyangiaceae"
"Chondromyces crocatus"	"S"	52	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Sorangiineae>Polyangiaceae>Chondromyces"
"Desulfobacula"	"G"	28222	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfobacula toluolica"	"S"	28223	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae>Desulfobacula"
"Desulfurivibrio"	"G"	427922	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"Desulfurivibrio alkaliphilus"	"S"	427923	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae>Desulfurivibrio"
"Geobacter anodireducens"	"S"	1340425	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae>Geobacter"
"Geobacter metallireducens"	"S"	28232	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae>Geobacter"
"Desulfovibrio africanus"	"S"	873	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Spirosoma aerolatum"	"S"	1211326	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	0.004136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004136	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Spirosoma"
"Hymenobacter sedentarius"	"S"	1411621	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Chryseobacterium glaciei"	"S"	1685010	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	0.004136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004136	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Chryseobacterium"
"Chryseobacterium sp. T16E-39"	"S"	2015076	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002757	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Chryseobacterium"
"Myroides odoratus"	"S"	256	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Myroides"
"Euzebyella"	"G"	1287916	131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	131	NA	0.1806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1806	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Euzebyella marina"	"S"	1761453	131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	131	NA	0.1806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1806	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Euzebyella"
"Polaribacter"	"G"	52959	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002757	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Nonlabens sp. Hel1_33_55"	"S"	1336802	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Nonlabens"
"Muricauda ruestringensis"	"S"	111501	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Muricauda"
"Pedobacter sp. eg"	"S"	2201271	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002757	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Pedobacter"
"Bacteroides vulgatus"	"S"	821	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002757	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"Parabacteroides sp. CT06"	"S"	2025876	52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52	NA	0.07169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.07169	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Tannerellaceae>Parabacteroides"
