"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_loman_loman.kreport.cladeReads"	"Max.1"	"centrifuge_16s_classification_loman_loman.kreport.cladeReads.."	"lineage"
"Primates"	"O"	9443	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Mammalia>Theria>Eutheria>Boreoeutheria>Euarchontoglires"
"Haplorrhini"	"-"	376913	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Mammalia>Theria>Eutheria>Boreoeutheria>Euarchontoglires>Primates"
"Simiiformes"	"-"	314293	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Mammalia>Theria>Eutheria>Boreoeutheria>Euarchontoglires>Primates>Haplorrhini"
"Catarrhini"	"-"	9526	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Mammalia>Theria>Eutheria>Boreoeutheria>Euarchontoglires>Primates>Haplorrhini>Simiiformes"
"Hominoidea"	"-"	314295	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Mammalia>Theria>Eutheria>Boreoeutheria>Euarchontoglires>Primates>Haplorrhini>Simiiformes>Catarrhini"
"Hominidae"	"F"	9604	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Mammalia>Theria>Eutheria>Boreoeutheria>Euarchontoglires>Primates>Haplorrhini>Simiiformes>Catarrhini>Hominoidea"
"Homininae"	"-"	207598	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Mammalia>Theria>Eutheria>Boreoeutheria>Euarchontoglires>Primates>Haplorrhini>Simiiformes>Catarrhini>Hominoidea>Hominidae"
"Homo"	"G"	9605	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Mammalia>Theria>Eutheria>Boreoeutheria>Euarchontoglires>Primates>Haplorrhini>Simiiformes>Catarrhini>Hominoidea>Hominidae>Homininae"
"Homo sapiens"	"S"	9606	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Mammalia>Theria>Eutheria>Boreoeutheria>Euarchontoglires>Primates>Haplorrhini>Simiiformes>Catarrhini>Hominoidea>Hominidae>Homininae>Homo"
"Protostomia"	"-"	33317	47	47	0.03713	0.03713	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria"
"Ecdysozoa"	"-"	1206794	47	47	0.03713	0.03713	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia"
"Panarthropoda"	"-"	88770	36	36	0.02844	0.02844	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa"
"Arthropoda"	"P"	6656	36	36	0.02844	0.02844	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda"
"Mandibulata"	"-"	197563	35	35	0.02765	0.02765	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda"
"Pancrustacea"	"-"	197562	34	34	0.02686	0.02686	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata"
"Hexapoda"	"-"	6960	33	33	0.02607	0.02607	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea"
"Insecta"	"C"	50557	33	33	0.02607	0.02607	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda"
"Dicondylia"	"-"	85512	33	33	0.02607	0.02607	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta"
"Pterygota"	"-"	7496	33	33	0.02607	0.02607	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia"
"Neoptera"	"-"	33340	33	33	0.02607	0.02607	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota"
"Holometabola"	"-"	33392	32	32	0.02528	0.02528	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera"
"Coleoptera"	"O"	7041	12	12	0.009481	0.009481	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola"
"Adephaga"	"-"	41071	11	11	0.008691	0.008691	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Coleoptera"
"Caraboidea"	"-"	535382	11	11	0.008691	0.008691	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Coleoptera>Adephaga"
"Carabidae"	"F"	41073	11	11	0.008691	0.008691	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Coleoptera>Adephaga>Caraboidea"
"Paussinae"	"-"	71520	10	10	0.007901	0.007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Coleoptera>Adephaga>Caraboidea>Carabidae"
"Paussini"	"-"	63891	10	10	0.007901	0.007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Coleoptera>Adephaga>Caraboidea>Carabidae>Paussinae"
"Arthropterus"	"G"	63892	10	10	0.007901	0.007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Coleoptera>Adephaga>Caraboidea>Carabidae>Paussinae>Paussini"
"Arthropterus sp. KAO-1997"	"S"	63918	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Coleoptera>Adephaga>Caraboidea>Carabidae>Paussinae>Paussini>Arthropterus"
"Cicindelinae"	"-"	27450	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Coleoptera>Adephaga>Caraboidea>Carabidae"
"Megacephalini"	"-"	1177190	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Coleoptera>Adephaga>Caraboidea>Carabidae>Cicindelinae"
"Australicapitona"	"G"	175597	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Coleoptera>Adephaga>Caraboidea>Carabidae>Cicindelinae>Megacephalini"
"Australicapitona karratha"	"S"	175598	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Coleoptera>Adephaga>Caraboidea>Carabidae>Cicindelinae>Megacephalini>Australicapitona"
"Polyphaga"	"-"	41084	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Coleoptera"
"Cucujiformia"	"-"	41088	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Coleoptera>Polyphaga"
"Curculionoidea"	"-"	71529	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Coleoptera>Polyphaga>Cucujiformia"
"Curculionidae"	"F"	7042	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Coleoptera>Polyphaga>Cucujiformia>Curculionoidea"
"Dryophthorinae"	"-"	39812	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Coleoptera>Polyphaga>Cucujiformia>Curculionoidea>Curculionidae"
"Rhynchophorus"	"G"	93127	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Coleoptera>Polyphaga>Cucujiformia>Curculionoidea>Curculionidae>Dryophthorinae"
"Rhynchophorus ferrugineus"	"S"	354439	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Coleoptera>Polyphaga>Cucujiformia>Curculionoidea>Curculionidae>Dryophthorinae>Rhynchophorus"
"Diptera"	"O"	7147	9	9	0.007111	0.007111	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola"
"Brachycera"	"-"	7203	8	8	0.006321	0.006321	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Diptera"
"Muscomorpha"	"-"	43733	8	8	0.006321	0.006321	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Diptera>Brachycera"
"Eremoneura"	"-"	480118	7	7	0.005531	0.005531	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Diptera>Brachycera>Muscomorpha"
"Cyclorrhapha"	"-"	480117	7	7	0.005531	0.005531	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Diptera>Brachycera>Muscomorpha>Eremoneura"
"Schizophora"	"-"	43738	7	7	0.005531	0.005531	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Diptera>Brachycera>Muscomorpha>Eremoneura>Cyclorrhapha"
"Acalyptratae"	"-"	43741	7	7	0.005531	0.005531	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Diptera>Brachycera>Muscomorpha>Eremoneura>Cyclorrhapha>Schizophora"
"Ephydroidea"	"-"	43746	7	7	0.005531	0.005531	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Diptera>Brachycera>Muscomorpha>Eremoneura>Cyclorrhapha>Schizophora>Acalyptratae"
"Drosophilidae"	"F"	7214	7	7	0.005531	0.005531	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Diptera>Brachycera>Muscomorpha>Eremoneura>Cyclorrhapha>Schizophora>Acalyptratae>Ephydroidea"
"Drosophilinae"	"-"	43845	7	7	0.005531	0.005531	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Diptera>Brachycera>Muscomorpha>Eremoneura>Cyclorrhapha>Schizophora>Acalyptratae>Ephydroidea>Drosophilidae"
"Drosophilini"	"-"	46877	7	7	0.005531	0.005531	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Diptera>Brachycera>Muscomorpha>Eremoneura>Cyclorrhapha>Schizophora>Acalyptratae>Ephydroidea>Drosophilidae>Drosophilinae"
"Drosophila"	"G"	7215	7	7	0.005531	0.005531	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Diptera>Brachycera>Muscomorpha>Eremoneura>Cyclorrhapha>Schizophora>Acalyptratae>Ephydroidea>Drosophilidae>Drosophilinae>Drosophilini"
"Sophophora"	"-"	32341	7	7	0.005531	0.005531	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Diptera>Brachycera>Muscomorpha>Eremoneura>Cyclorrhapha>Schizophora>Acalyptratae>Ephydroidea>Drosophilidae>Drosophilinae>Drosophilini>Drosophila"
"melanogaster group"	"S"	32346	7	7	0.005531	0.005531	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Diptera>Brachycera>Muscomorpha>Eremoneura>Cyclorrhapha>Schizophora>Acalyptratae>Ephydroidea>Drosophilidae>Drosophilinae>Drosophilini>Drosophila>Sophophora"
"melanogaster subgroup"	"S"	32351	7	7	0.005531	0.005531	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Diptera>Brachycera>Muscomorpha>Eremoneura>Cyclorrhapha>Schizophora>Acalyptratae>Ephydroidea>Drosophilidae>Drosophilinae>Drosophilini>Drosophila>Sophophora>melanogaster&nbsp;group"
"Drosophila melanogaster"	"S"	7227	7	7	0.005531	0.005531	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Diptera>Brachycera>Muscomorpha>Eremoneura>Cyclorrhapha>Schizophora>Acalyptratae>Ephydroidea>Drosophilidae>Drosophilinae>Drosophilini>Drosophila>Sophophora>melanogaster&nbsp;group>melanogaster&nbsp;subgroup"
"Asiloidea"	"-"	50671	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Diptera>Brachycera>Muscomorpha"
"Asilidae"	"F"	50673	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Diptera>Brachycera>Muscomorpha>Asiloidea"
"Stichopogoninae"	"-"	247562	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Diptera>Brachycera>Muscomorpha>Asiloidea>Asilidae"
"Stichopogon"	"G"	247563	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Diptera>Brachycera>Muscomorpha>Asiloidea>Asilidae>Stichopogoninae"
"Stichopogon punctum"	"S"	468806	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Diptera>Brachycera>Muscomorpha>Asiloidea>Asilidae>Stichopogoninae>Stichopogon"
"Nematocera"	"-"	7148	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Diptera"
"Ptychopteromorpha"	"-"	43788	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Diptera>Nematocera"
"Tanyderidae"	"F"	79303	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Diptera>Nematocera>Ptychopteromorpha"
"Protoplasa"	"G"	560776	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Diptera>Nematocera>Ptychopteromorpha>Tanyderidae"
"Protoplasa fitchii"	"S"	560777	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Diptera>Nematocera>Ptychopteromorpha>Tanyderidae>Protoplasa"
"Neuropterida"	"-"	85817	9	9	0.007111	0.007111	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola"
"Neuroptera"	"O"	7516	9	9	0.007111	0.007111	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Neuropterida"
"Hemerobiiformia"	"-"	2029065	8	8	0.006321	0.006321	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Neuropterida>Neuroptera"
"Ithonidae"	"F"	63912	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Neuropterida>Neuroptera>Hemerobiiformia"
"Ithone"	"G"	560899	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Neuropterida>Neuroptera>Hemerobiiformia>Ithonidae"
"Ithone fulva"	"S"	560900	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Neuropterida>Neuroptera>Hemerobiiformia>Ithonidae>Ithone"
"Megalithone"	"G"	560907	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Neuropterida>Neuroptera>Hemerobiiformia>Ithonidae"
