"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_august_BC01.cladeReads"	"kraken2_16s_classification_august_BC02.cladeReads"	"kraken2_16s_classification_august_BC03.cladeReads"	"kraken2_16s_classification_august_BC04.cladeReads"	"kraken2_16s_classification_august_BC05.cladeReads"	"kraken2_16s_classification_august_BC06.cladeReads"	"kraken2_16s_classification_august_BC07.cladeReads"	"kraken2_16s_classification_august_BC08.cladeReads"	"kraken2_16s_classification_august_BC09.cladeReads"	"kraken2_16s_classification_august_BC10.cladeReads"	"kraken2_16s_classification_august_BC11.cladeReads"	"kraken2_16s_classification_august_BC12.cladeReads"	"Max.1"	"kraken2_16s_classification_august_BC01.cladeReads.."	"kraken2_16s_classification_august_BC02.cladeReads.."	"kraken2_16s_classification_august_BC03.cladeReads.."	"kraken2_16s_classification_august_BC04.cladeReads.."	"kraken2_16s_classification_august_BC05.cladeReads.."	"kraken2_16s_classification_august_BC06.cladeReads.."	"kraken2_16s_classification_august_BC07.cladeReads.."	"kraken2_16s_classification_august_BC08.cladeReads.."	"kraken2_16s_classification_august_BC09.cladeReads.."	"kraken2_16s_classification_august_BC10.cladeReads.."	"kraken2_16s_classification_august_BC11.cladeReads.."	"kraken2_16s_classification_august_BC12.cladeReads.."	"lineage"
"Cylindrospermopsis CRJ1"	"G"	25358	2	1	NA	NA	NA	NA	2	2	NA	NA	NA	1	NA	0.0003102	0.0003102	NA	NA	NA	NA	0.0002287	0.0002788	NA	NA	NA	0.0001169	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Nostocaceae"
"Fischerella PCC-9339"	"G"	25369	7	1	NA	NA	NA	7	2	2	NA	NA	NA	NA	NA	0.0007972	0.0003102	NA	NA	NA	0.0007972	0.0002287	0.0002788	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Nostocaceae"
"Nostoc PCC-73102"	"G"	25384	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003102	0.0003102	NA	NA	NA	NA	NA	0.0001394	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Nostocaceae"
"Chroococcidiopsaceae"	"F"	25276	57	5	2	NA	NA	11	57	47	NA	NA	NA	3	NA	0.006551	0.001551	0.004091	NA	NA	0.001253	0.006519	0.006551	NA	NA	NA	0.0003506	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"uncultured"	"G"	25286	23	3	1	NA	NA	8	23	5	NA	NA	NA	NA	NA	0.00263	0.0009305	0.002046	NA	NA	0.0009111	0.00263	0.000697	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Chroococcidiopsaceae"
"Aliterella CENA595"	"G"	25277	33	2	NA	NA	NA	3	31	33	NA	NA	NA	1	NA	0.0046	0.0006203	NA	NA	NA	0.0003417	0.003545	0.0046	NA	NA	NA	0.0001169	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Chroococcidiopsaceae"
"Paraspirulinaceae"	"F"	25422	3	2	NA	NA	NA	2	3	2	NA	NA	1	1	NA	0.0007195	0.0006203	NA	NA	NA	0.0002278	0.0003431	0.0002788	NA	NA	0.0007195	0.0001169	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"ESFC-1"	"G"	25423	2	2	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	0.0007195	0.0006203	NA	NA	NA	0.0001139	NA	NA	NA	NA	0.0007195	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Paraspirulinaceae"
"Coleofasciculaceae"	"F"	25287	11	2	NA	NA	NA	5	4	11	NA	NA	NA	NA	NA	0.001533	0.0006203	NA	NA	NA	0.0005694	0.0004574	0.001533	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"Coleofasciculus PCC-7420"	"G"	25289	6	2	NA	NA	NA	5	3	6	NA	NA	NA	NA	NA	0.0008364	0.0006203	NA	NA	NA	0.0005694	0.0003431	0.0008364	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Coleofasciculaceae"
"Rubidibacteraceae"	"F"	25447	6	1	NA	NA	NA	6	3	NA	NA	NA	NA	NA	NA	0.0006833	0.0003102	NA	NA	NA	0.0006833	0.0003431	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"Dactylococcopsis PCC-8305"	"G"	25448	5	1	NA	NA	NA	5	3	NA	NA	NA	NA	NA	NA	0.0005694	0.0003102	NA	NA	NA	0.0005694	0.0003431	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Rubidibacteraceae"
"Oscillatoriaceae"	"F"	25415	7	1	NA	NA	NA	NA	2	7	NA	NA	NA	1	NA	0.0009757	0.0003102	NA	NA	NA	NA	0.0002287	0.0009757	NA	NA	NA	0.0001169	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"Oscillatoria PCC-6304"	"G"	25417	1	1	NA	NA	NA	NA	1	1	NA	NA	NA	1	NA	0.0003102	0.0003102	NA	NA	NA	NA	0.0001144	0.0001394	NA	NA	NA	0.0001169	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Oscillatoriaceae"
"Microcystaceae"	"F"	25317	14	1	NA	NA	NA	8	14	7	NA	NA	1	7	NA	0.001601	0.0003102	NA	NA	NA	0.0009111	0.001601	0.0009757	NA	NA	0.0007195	0.000818	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"Cyanobacteriaceae"	"F"	25300	12	1	1	NA	NA	2	1	12	NA	NA	1	1	NA	0.002046	0.0003102	0.002046	NA	NA	0.0002278	0.0001144	0.001673	NA	NA	0.0007195	0.0001169	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"Cyanobacterium PCC-7202"	"G"	25305	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003102	0.0003102	NA	NA	NA	NA	NA	0.0001394	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Cyanobacteriaceae"
"Leptolyngbyales"	"O"	25243	21	5	NA	NA	NA	2	5	3	NA	NA	1	21	NA	0.002454	0.001551	NA	NA	NA	0.0002278	0.0005718	0.0004182	NA	NA	0.0007195	0.002454	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria"
"Leptolyngbyaceae"	"F"	25244	21	5	NA	NA	NA	2	5	3	NA	NA	1	21	NA	0.002454	0.001551	NA	NA	NA	0.0002278	0.0005718	0.0004182	NA	NA	0.0007195	0.002454	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Leptolyngbyales"
"uncultured"	"G"	25266	16	2	NA	NA	NA	1	3	NA	NA	NA	NA	16	NA	0.00187	0.0006203	NA	NA	NA	0.0001139	0.0003431	NA	NA	NA	NA	0.00187	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Leptolyngbyales>Leptolyngbyaceae"
"Chamaesiphon PCC-7430"	"G"	25248	3	1	NA	NA	NA	1	NA	2	NA	NA	1	3	NA	0.0007195	0.0003102	NA	NA	NA	0.0001139	NA	0.0002788	NA	NA	0.0007195	0.0003506	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Leptolyngbyales>Leptolyngbyaceae"
"MIZ36"	"G"	25259	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003102	0.0003102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Leptolyngbyales>Leptolyngbyaceae"
"Leptolyngbya PCC-6306"	"G"	25256	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0003102	0.0003102	NA	NA	NA	NA	0.0001144	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Leptolyngbyales>Leptolyngbyaceae"
"Pseudanabaenales"	"O"	25499	1	1	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	0.0003102	0.0003102	NA	NA	NA	0.0001139	0.0001144	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria"
"Pseudanabaenaceae"	"F"	25500	1	1	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	0.0003102	0.0003102	NA	NA	NA	0.0001139	0.0001144	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Pseudanabaenales"
"Phormidesmiales"	"O"	25483	4	1	NA	NA	NA	4	1	4	NA	NA	1	1	NA	0.0007195	0.0003102	NA	NA	NA	0.0004556	0.0001144	0.0005576	NA	NA	0.0007195	0.0001169	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria"
"Phormidesmiaceae"	"F"	25492	2	1	NA	NA	NA	1	1	2	NA	NA	NA	NA	NA	0.0003102	0.0003102	NA	NA	NA	0.0001139	0.0001144	0.0002788	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Phormidesmiales"
"uncultured"	"G"	25497	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003102	0.0003102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Phormidesmiales>Phormidesmiaceae"
"SepB-3"	"O"	25509	31	1	NA	NA	NA	10	2	6	NA	NA	2	31	NA	0.003623	0.0003102	NA	NA	NA	0.001139	0.0002287	0.0008364	NA	NA	0.001439	0.003623	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria"
"Melainabacteria"	"C"	1589	146	146	19	NA	2	115	113	128	1	NA	35	102	55	0.1543	0.04529	0.03887	NA	0.1543	0.0131	0.01292	0.01784	5.909e-05	NA	0.02518	0.01192	0.1191	"Bacteria>Cyanobacteria"
"Gastranaerophilales"	"O"	1591	119	88	13	NA	2	90	94	119	NA	NA	33	83	NA	0.1543	0.0273	0.02659	NA	0.1543	0.01025	0.01075	0.01659	NA	NA	0.02374	0.009699	NA	"Bacteria>Cyanobacteria>Melainabacteria"
"Obscuribacterales"	"O"	1592	55	31	5	NA	NA	11	3	NA	NA	NA	1	6	55	0.1191	0.009615	0.01023	NA	NA	0.001253	0.0003431	NA	NA	NA	0.0007195	0.0007011	0.1191	"Bacteria>Cyanobacteria>Melainabacteria"
"Vampirovibrionales"	"O"	1593	23	23	NA	NA	NA	10	9	7	1	NA	1	10	NA	0.007134	0.007134	NA	NA	NA	0.001139	0.001029	0.0009757	5.909e-05	NA	0.0007195	0.001169	NA	"Bacteria>Cyanobacteria>Melainabacteria"
"Caenarcaniphilales"	"O"	1590	7	4	1	NA	NA	4	7	2	NA	NA	NA	3	NA	0.002046	0.001241	0.002046	NA	NA	0.0004556	0.0008005	0.0002788	NA	NA	NA	0.0003506	NA	"Bacteria>Cyanobacteria>Melainabacteria"
"Sericytochromatia"	"C"	25536	84	38	2	NA	NA	31	44	84	1	NA	1	49	NA	0.01179	0.01179	0.004091	NA	NA	0.003531	0.005032	0.01171	5.909e-05	NA	0.0007195	0.005726	NA	"Bacteria>Cyanobacteria"
"Actinobacteria"	"P"	400	29833	15725	2225	21	28	15167	13110	20777	289	14	9288	29833	1515	6.682	4.877	4.552	2.602	2.16	1.727	1.499	2.896	0.01708	1.75	6.682	3.486	3.28	"Bacteria"
"Actinobacteria"	"C"	419	29380	14602	2042	19	26	14497	12537	19453	265	13	9005	29380	1506	6.479	4.529	4.177	2.354	2.006	1.651	1.434	2.712	0.01566	1.625	6.479	3.433	3.26	"Bacteria>Actinobacteria"
"Frankiales"	"O"	475	8242	8242	1217	6	7	3447	2689	4154	47	2	1919	3695	108	2.556	2.556	2.49	0.7435	0.5401	0.3926	0.3075	0.579	0.002777	0.25	1.381	0.4318	0.2338	"Bacteria>Actinobacteria>Actinobacteria"
"Sporichthyaceae"	"F"	491	7941	7941	1164	6	7	3400	2660	4030	38	2	1888	3627	99	2.463	2.463	2.381	0.7435	0.5401	0.3872	0.3042	0.5618	0.002245	0.25	1.358	0.4238	0.2143	"Bacteria>Actinobacteria>Actinobacteria>Frankiales"
"hgcI clade"	"G"	494	7057	7057	1032	5	6	3051	2380	3626	34	2	1775	3397	94	2.189	2.189	2.111	0.6196	0.463	0.3475	0.2722	0.5054	0.002009	0.25	1.277	0.397	0.2035	"Bacteria>Actinobacteria>Actinobacteria>Frankiales>Sporichthyaceae"
"Candidatus Planktophila"	"G"	492	478	478	66	1	NA	206	157	255	1	NA	59	143	3	0.1483	0.1483	0.135	0.1239	NA	0.02346	0.01795	0.03555	5.909e-05	NA	0.04245	0.01671	0.006495	"Bacteria>Actinobacteria>Actinobacteria>Frankiales>Sporichthyaceae"
"uncultured"	"G"	495	12	12	1	NA	NA	1	4	3	NA	NA	NA	NA	NA	0.003722	0.003722	0.002046	NA	NA	0.0001139	0.0004574	0.0004182	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Frankiales>Sporichthyaceae"
"Sporichthya"	"G"	493	3	1	NA	NA	NA	1	2	3	NA	NA	3	2	NA	0.002158	0.0003102	NA	NA	NA	0.0001139	0.0002287	0.0004182	NA	NA	0.002158	0.0002337	NA	"Bacteria>Actinobacteria>Actinobacteria>Frankiales>Sporichthyaceae"
"Cryptosporangiaceae"	"F"	478	242	242	43	NA	NA	14	10	47	9	NA	9	25	6	0.08797	0.07506	0.08797	NA	NA	0.001594	0.001144	0.006551	0.0005318	NA	0.006475	0.002921	0.01299	"Bacteria>Actinobacteria>Actinobacteria>Frankiales"
"Fodinicola"	"G"	480	242	242	43	NA	NA	13	9	47	9	NA	9	25	6	0.08797	0.07506	0.08797	NA	NA	0.001481	0.001029	0.006551	0.0005318	NA	0.006475	0.002921	0.01299	"Bacteria>Actinobacteria>Actinobacteria>Frankiales>Cryptosporangiaceae"
"Geodermatophilaceae"	"F"	484	56	42	6	NA	NA	28	9	56	NA	NA	14	24	2	0.01303	0.01303	0.01227	NA	NA	0.003189	0.001029	0.007806	NA	NA	0.01007	0.002805	0.00433	"Bacteria>Actinobacteria>Actinobacteria>Frankiales"
"Geodermatophilus"	"G"	486	46	31	4	NA	NA	17	5	46	NA	NA	11	12	1	0.009615	0.009615	0.008183	NA	NA	0.001936	0.0005718	0.006412	NA	NA	0.007914	0.001402	0.002165	"Bacteria>Actinobacteria>Actinobacteria>Frankiales>Geodermatophilaceae"
"Modestobacter"	"G"	487	8	8	2	NA	NA	8	1	7	NA	NA	2	8	1	0.004091	0.002481	0.004091	NA	NA	0.0009111	0.0001144	0.0009757	NA	NA	0.001439	0.0009348	0.002165	"Bacteria>Actinobacteria>Actinobacteria>Frankiales>Geodermatophilaceae"
"Blastococcus"	"G"	485	3	3	NA	NA	NA	1	3	1	NA	NA	1	2	NA	0.0009305	0.0009305	NA	NA	NA	0.0001139	0.0003431	0.0001394	NA	NA	0.0007195	0.0002337	NA	"Bacteria>Actinobacteria>Actinobacteria>Frankiales>Geodermatophilaceae"
"Frankiaceae"	"F"	481	6	6	1	NA	NA	1	4	5	NA	NA	2	6	NA	0.002046	0.001861	0.002046	NA	NA	0.0001139	0.0004574	0.000697	NA	NA	0.001439	0.0007011	NA	"Bacteria>Actinobacteria>Actinobacteria>Frankiales"
"Jatrophihabitans"	"G"	483	5	5	1	NA	NA	NA	1	1	NA	NA	1	3	NA	0.002046	0.001551	0.002046	NA	NA	NA	0.0001144	0.0001394	NA	NA	0.0007195	0.0003506	NA	"Bacteria>Actinobacteria>Actinobacteria>Frankiales>Frankiaceae"
"Frankia"	"G"	482	4	1	NA	NA	NA	1	3	4	NA	NA	1	3	NA	0.0007195	0.0003102	NA	NA	NA	0.0001139	0.0003431	0.0005576	NA	NA	0.0007195	0.0003506	NA	"Bacteria>Actinobacteria>Actinobacteria>Frankiales>Frankiaceae"
"Acidothermaceae"	"F"	476	4	2	NA	NA	NA	1	1	4	NA	NA	2	1	1	0.002165	0.0006203	NA	NA	NA	0.0001139	0.0001144	0.0005576	NA	NA	0.001439	0.0001169	0.002165	"Bacteria>Actinobacteria>Actinobacteria>Frankiales"
"Acidothermus"	"G"	477	4	2	NA	NA	NA	1	1	4	NA	NA	2	1	1	0.002165	0.0006203	NA	NA	NA	0.0001139	0.0001144	0.0005576	NA	NA	0.001439	0.0001169	0.002165	"Bacteria>Actinobacteria>Actinobacteria>Frankiales>Acidothermaceae"
"Nakamurellaceae"	"F"	489	3	1	NA	NA	NA	1	3	3	NA	NA	2	3	NA	0.001439	0.0003102	NA	NA	NA	0.0001139	0.0003431	0.0004182	NA	NA	0.001439	0.0003506	NA	"Bacteria>Actinobacteria>Actinobacteria>Frankiales"
"Nakamurella"	"G"	490	3	1	NA	NA	NA	1	3	3	NA	NA	2	3	NA	0.001439	0.0003102	NA	NA	NA	0.0001139	0.0003431	0.0004182	NA	NA	0.001439	0.0003506	NA	"Bacteria>Actinobacteria>Actinobacteria>Frankiales>Nakamurellaceae"
"Micrococcales"	"O"	510	23344	4349	543	7	14	9701	8508	13492	148	10	6215	23344	1270	4.472	1.349	1.111	0.8674	1.08	1.105	0.973	1.881	0.008745	1.25	4.472	2.728	2.75	"Bacteria>Actinobacteria>Actinobacteria"
"Microbacteriaceae"	"F"	580	21739	3491	408	5	12	8913	7757	12502	141	9	5741	21739	1189	4.131	1.083	0.8346	0.6196	0.9259	1.015	0.8871	1.743	0.008331	1.125	4.131	2.54	2.574	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales"
"Rhodoluna"	"G"	24511	4139	899	100	2	NA	2355	1720	2628	23	2	1203	4139	275	0.8655	0.2788	0.2046	0.2478	NA	0.2682	0.1967	0.3663	0.001359	0.25	0.8655	0.4837	0.5954	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Microbacterium"	"G"	616	5660	793	93	2	4	2019	1903	3039	45	3	1456	5660	296	1.048	0.246	0.1903	0.2478	0.3086	0.2299	0.2176	0.4236	0.002659	0.375	1.048	0.6614	0.6408	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Candidatus Aquiluna"	"G"	587	2650	348	45	NA	1	958	702	1227	15	1	683	2650	170	0.4914	0.1079	0.09206	NA	0.07716	0.1091	0.08028	0.171	0.0008863	0.125	0.4914	0.3097	0.368	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Candidatus Planktoluna"	"G"	590	525	239	26	NA	NA	414	293	402	5	NA	173	525	19	0.1245	0.07413	0.05319	NA	NA	0.04715	0.03351	0.05604	0.0002954	NA	0.1245	0.06135	0.04113	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"MWH-Ta3"	"G"	614	1248	78	12	NA	1	470	563	986	9	NA	301	1248	47	0.2166	0.02419	0.02455	NA	0.07716	0.05353	0.06438	0.1374	0.0005318	NA	0.2166	0.1458	0.1018	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Curtobacterium"	"G"	596	367	74	5	NA	NA	154	149	250	1	NA	102	367	13	0.07339	0.02295	0.01023	NA	NA	0.01754	0.01704	0.03485	5.909e-05	NA	0.07339	0.04289	0.02814	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"uncultured"	"G"	635	258	67	9	NA	NA	132	155	230	NA	NA	75	258	21	0.05396	0.02078	0.01841	NA	NA	0.01503	0.01773	0.03206	NA	NA	0.05396	0.03015	0.04546	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Agromyces"	"G"	583	613	66	5	NA	NA	204	195	339	2	1	173	613	28	0.125	0.02047	0.01023	NA	NA	0.02323	0.0223	0.04725	0.0001182	0.125	0.1245	0.07163	0.06062	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Cryobacterium"	"G"	594	264	53	NA	NA	NA	66	76	130	2	NA	70	264	19	0.05036	0.01644	NA	NA	NA	0.007517	0.008691	0.01812	0.0001182	NA	0.05036	0.03085	0.04113	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"ML602J-51"	"G"	613	397	48	6	NA	NA	120	112	183	1	1	94	397	20	0.125	0.01489	0.01227	NA	NA	0.01367	0.01281	0.02551	5.909e-05	0.125	0.06763	0.04639	0.0433	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Clavibacter"	"G"	592	171	47	5	NA	NA	87	107	145	2	NA	48	171	24	0.05196	0.01458	0.01023	NA	NA	0.009908	0.01224	0.02021	0.0001182	NA	0.03453	0.01998	0.05196	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Frigoribacterium"	"G"	599	156	45	1	NA	NA	74	75	128	NA	NA	41	156	17	0.0368	0.01396	0.002046	NA	NA	0.008428	0.008577	0.01784	NA	NA	0.0295	0.01823	0.0368	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Leucobacter"	"G"	610	265	42	2	NA	NA	91	106	116	5	NA	58	265	17	0.04173	0.01303	0.004091	NA	NA	0.01036	0.01212	0.01617	0.0002954	NA	0.04173	0.03097	0.0368	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Candidatus Limnoluna"	"G"	589	218	41	11	NA	NA	83	70	119	3	NA	49	218	6	0.03525	0.01272	0.0225	NA	NA	0.009453	0.008005	0.01659	0.0001773	NA	0.03525	0.02547	0.01299	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Aurantimicrobium"	"G"	24507	127	33	3	NA	NA	61	114	127	NA	NA	37	124	8	0.02662	0.01024	0.006137	NA	NA	0.006947	0.01304	0.0177	NA	NA	0.02662	0.01449	0.01732	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Agrococcus"	"G"	582	246	32	5	NA	NA	78	74	134	1	NA	63	246	14	0.04533	0.009925	0.01023	NA	NA	0.008883	0.008463	0.01868	5.909e-05	NA	0.04533	0.02875	0.03031	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Mycetocola"	"G"	619	186	31	2	NA	NA	79	65	121	3	NA	48	186	6	0.03453	0.009615	0.004091	NA	NA	0.008997	0.007433	0.01687	0.0001773	NA	0.03453	0.02174	0.01299	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Lysinimonas"	"G"	611	226	29	2	NA	NA	77	73	105	1	NA	55	226	15	0.03957	0.008995	0.004091	NA	NA	0.008769	0.008348	0.01464	5.909e-05	NA	0.03957	0.02641	0.03247	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Leifsonia"	"G"	609	163	27	3	NA	2	62	57	111	2	1	32	163	7	0.1543	0.008375	0.006137	NA	0.1543	0.007061	0.006519	0.01547	0.0001182	0.125	0.02302	0.01905	0.01515	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Pseudoclavibacter"	"G"	624	152	23	2	NA	NA	65	67	113	3	NA	48	152	7	0.03453	0.007134	0.004091	NA	NA	0.007403	0.007662	0.01575	0.0001773	NA	0.03453	0.01776	0.01515	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Salinibacterium"	"G"	630	134	18	4	NA	NA	40	29	68	NA	NA	36	134	9	0.0259	0.005583	0.008183	NA	NA	0.004556	0.003316	0.009479	NA	NA	0.0259	0.01566	0.01948	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Microterricola"	"G"	618	79	16	7	NA	NA	28	12	35	NA	NA	27	79	3	0.01943	0.004963	0.01432	NA	NA	0.003189	0.001372	0.004879	NA	NA	0.01943	0.009232	0.006495	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"SV1-3"	"G"	628	55	14	NA	NA	NA	27	22	21	NA	NA	14	55	6	0.01299	0.004342	NA	NA	NA	0.003075	0.002516	0.002927	NA	NA	0.01007	0.006427	0.01299	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Yonghaparkia"	"G"	634	89	12	NA	NA	NA	37	29	43	1	NA	21	89	2	0.01511	0.003722	NA	NA	NA	0.004214	0.003316	0.005994	5.909e-05	NA	0.01511	0.0104	0.00433	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Candidatus Flaviluna"	"G"	588	171	11	3	NA	NA	52	38	73	NA	NA	38	171	5	0.02734	0.003412	0.006137	NA	NA	0.005922	0.004346	0.01018	NA	NA	0.02734	0.01998	0.01082	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Galbitalea"	"G"	11150	69	9	NA	NA	NA	21	21	30	2	NA	18	69	5	0.01295	0.002792	NA	NA	NA	0.002392	0.002402	0.004182	0.0001182	NA	0.01295	0.008063	0.01082	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Diaminobutyricimonas"	"G"	598	49	7	NA	NA	NA	18	9	24	NA	NA	13	49	2	0.009353	0.002171	NA	NA	NA	0.00205	0.001029	0.003345	NA	NA	0.009353	0.005726	0.00433	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Microcella"	"G"	617	104	6	1	NA	NA	32	24	45	NA	NA	23	104	NA	0.01655	0.001861	0.002046	NA	NA	0.003644	0.002745	0.006273	NA	NA	0.01655	0.01215	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Rathayibacter"	"G"	625	22	6	NA	NA	NA	9	8	10	NA	NA	3	22	NA	0.002571	0.001861	NA	NA	NA	0.001025	0.0009149	0.001394	NA	NA	0.002158	0.002571	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Frondihabitans"	"G"	600	25	6	NA	NA	NA	6	8	25	NA	NA	4	14	NA	0.003485	0.001861	NA	NA	NA	0.0006833	0.0009149	0.003485	NA	NA	0.002878	0.001636	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Okibacterium"	"G"	621	5	5	NA	NA	NA	5	2	3	NA	NA	NA	3	NA	0.001551	0.001551	NA	NA	NA	0.0005694	0.0002287	0.0004182	NA	NA	NA	0.0003506	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Agreia"	"G"	581	11	5	NA	NA	NA	7	10	11	NA	NA	6	7	5	0.01082	0.001551	NA	NA	NA	0.0007972	0.001144	0.001533	NA	NA	0.004317	0.000818	0.01082	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Naasia"	"G"	620	15	4	NA	NA	NA	3	7	5	NA	NA	5	15	2	0.00433	0.001241	NA	NA	NA	0.0003417	0.0008005	0.000697	NA	NA	0.003597	0.001753	0.00433	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Parafrigoribacterium"	"G"	24510	50	4	NA	NA	NA	21	18	25	NA	NA	12	50	3	0.008634	0.001241	NA	NA	NA	0.002392	0.002058	0.003485	NA	NA	0.008634	0.005843	0.006495	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Marisediminicola"	"G"	615	10	4	NA	NA	NA	2	4	2	NA	NA	4	10	1	0.002878	0.001241	NA	NA	NA	0.0002278	0.0004574	0.0002788	NA	NA	0.002878	0.001169	0.002165	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
