"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_august_BC01.cladeReads"	"kraken2_16s_k21_classification_august_BC02.cladeReads"	"kraken2_16s_k21_classification_august_BC03.cladeReads"	"kraken2_16s_k21_classification_august_BC04.cladeReads"	"kraken2_16s_k21_classification_august_BC05.cladeReads"	"kraken2_16s_k21_classification_august_BC06.cladeReads"	"kraken2_16s_k21_classification_august_BC07.cladeReads"	"kraken2_16s_k21_classification_august_BC08.cladeReads"	"kraken2_16s_k21_classification_august_BC09.cladeReads"	"kraken2_16s_k21_classification_august_BC10.cladeReads"	"kraken2_16s_k21_classification_august_BC11.cladeReads"	"kraken2_16s_k21_classification_august_BC12.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_august_BC01.cladeReads.."	"kraken2_16s_k21_classification_august_BC02.cladeReads.."	"kraken2_16s_k21_classification_august_BC03.cladeReads.."	"kraken2_16s_k21_classification_august_BC04.cladeReads.."	"kraken2_16s_k21_classification_august_BC05.cladeReads.."	"kraken2_16s_k21_classification_august_BC06.cladeReads.."	"kraken2_16s_k21_classification_august_BC07.cladeReads.."	"kraken2_16s_k21_classification_august_BC08.cladeReads.."	"kraken2_16s_k21_classification_august_BC09.cladeReads.."	"kraken2_16s_k21_classification_august_BC10.cladeReads.."	"kraken2_16s_k21_classification_august_BC11.cladeReads.."	"kraken2_16s_k21_classification_august_BC12.cladeReads.."	"lineage"
"Microgenomatia"	"C"	25772	1009	157	52	2	1	718	880	1009	5	NA	185	671	3	0.2309	0.04614	0.1005	0.2309	0.07364	0.07632	0.0941	0.13	0.0002924	NA	0.1237	0.07295	0.006203	"Bacteria>Patescibacteria"
"Candidatus Collierbacteria"	"O"	25776	120	67	20	NA	NA	21	34	120	NA	NA	34	48	NA	0.03864	0.01969	0.03864	NA	NA	0.002232	0.003636	0.01546	NA	NA	0.02273	0.005219	NA	"Bacteria>Patescibacteria>Microgenomatia"
"Candidatus Roizmanbacteria"	"O"	25782	831	37	9	1	1	661	799	831	5	NA	118	564	3	0.1155	0.01087	0.01739	0.1155	0.07364	0.07026	0.08544	0.107	0.0002924	NA	0.07887	0.06132	0.006203	"Bacteria>Patescibacteria>Microgenomatia"
"Candidatus Pacebacteria"	"O"	25781	43	23	9	NA	NA	22	23	13	NA	NA	18	43	NA	0.01739	0.006759	0.01739	NA	NA	0.002338	0.002459	0.001675	NA	NA	0.01203	0.004675	NA	"Bacteria>Patescibacteria>Microgenomatia"
"Candidatus Daviesbacteria"	"O"	25778	18	18	9	NA	NA	2	3	11	NA	NA	1	5	NA	0.01739	0.00529	0.01739	NA	NA	0.0002126	0.0003208	0.001417	NA	NA	0.0006684	0.0005436	NA	"Bacteria>Patescibacteria>Microgenomatia"
"Candidatus Chisholmbacteria"	"O"	25775	8	8	NA	NA	NA	NA	NA	4	NA	NA	NA	4	NA	0.002351	0.002351	NA	NA	NA	NA	NA	0.0005153	NA	NA	NA	0.0004349	NA	"Bacteria>Patescibacteria>Microgenomatia"
"Candidatus Amesbacteria"	"O"	25773	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Patescibacteria>Microgenomatia"
"Candidatus Woesebacteria"	"O"	25784	2	1	NA	NA	NA	1	NA	1	NA	NA	NA	2	NA	0.0002939	0.0002939	NA	NA	NA	0.0001063	NA	0.0001288	NA	NA	NA	0.0002174	NA	"Bacteria>Patescibacteria>Microgenomatia"
"Candidatus Woykebacteria"	"O"	25785	2	1	NA	NA	NA	NA	2	NA	NA	NA	1	1	NA	0.0006684	0.0002939	NA	NA	NA	NA	0.0002139	NA	NA	NA	0.0006684	0.0001087	NA	"Bacteria>Patescibacteria>Microgenomatia"
"Gracilibacteria"	"C"	25764	168	56	8	1	NA	82	77	168	3	NA	30	122	NA	0.1155	0.01646	0.01545	0.1155	NA	0.008716	0.008234	0.02164	0.0001754	NA	0.02005	0.01326	NA	"Bacteria>Patescibacteria"
"Candidatus Peregrinibacteria"	"O"	25767	56	40	3	NA	NA	11	23	56	NA	NA	2	51	NA	0.01176	0.01176	0.005795	NA	NA	0.001169	0.002459	0.007214	NA	NA	0.001337	0.005545	NA	"Bacteria>Patescibacteria>Gracilibacteria"
"Candidatus Peribacteria"	"O"	25768	48	10	2	NA	NA	26	24	48	NA	NA	5	35	NA	0.006183	0.002939	0.003864	NA	NA	0.002764	0.002566	0.006183	NA	NA	0.003342	0.003805	NA	"Bacteria>Patescibacteria>Gracilibacteria"
"Absconditabacteriales (SR1)"	"O"	25765	13	2	1	1	NA	7	8	6	3	NA	1	13	NA	0.1155	0.0005878	0.001932	0.1155	NA	0.0007441	0.0008555	0.0007729	0.0001754	NA	0.0006684	0.001413	NA	"Bacteria>Patescibacteria>Gracilibacteria"
"JGI 0000069-P22"	"O"	25769	6	1	1	NA	NA	2	5	6	NA	NA	5	4	NA	0.003342	0.0002939	0.001932	NA	NA	0.0002126	0.0005347	0.0007729	NA	NA	0.003342	0.0004349	NA	"Bacteria>Patescibacteria>Gracilibacteria"
"Parcubacteria"	"C"	25786	30	30	3	NA	NA	18	21	19	1	NA	14	15	1	0.009358	0.008816	0.005795	NA	NA	0.001913	0.002246	0.002447	5.848e-05	NA	0.009358	0.001631	0.002068	"Bacteria>Patescibacteria"
"Candidatus Moranbacteria"	"O"	25801	19	19	NA	NA	NA	NA	5	7	NA	NA	7	1	NA	0.005584	0.005584	NA	NA	NA	NA	0.0005347	0.0009017	NA	NA	0.004679	0.0001087	NA	"Bacteria>Patescibacteria>Parcubacteria"
"GWA2-38-13b"	"O"	25815	3	2	NA	NA	NA	1	3	1	NA	NA	2	1	NA	0.001337	0.0005878	NA	NA	NA	0.0001063	0.0003208	0.0001288	NA	NA	0.001337	0.0001087	NA	"Bacteria>Patescibacteria>Parcubacteria"
"Candidatus Kaiserbacteria"	"O"	25798	5	2	2	NA	NA	2	5	4	NA	NA	NA	4	NA	0.003864	0.0005878	0.003864	NA	NA	0.0002126	0.0005347	0.0005153	NA	NA	NA	0.0004349	NA	"Bacteria>Patescibacteria>Parcubacteria"
"GW2011-GWA2-46-7"	"O"	25814	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	"Bacteria>Patescibacteria>Parcubacteria"
"Candidatus Doudnabacteria"	"O"	25795	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	"Bacteria>Patescibacteria>Parcubacteria"
"WS6 (Dojkabacteria)"	"C"	25825	45	15	1	NA	1	15	18	45	NA	NA	1	9	34	0.07364	0.004408	0.001932	NA	0.07364	0.001594	0.001925	0.005797	NA	NA	0.0006684	0.0009785	0.0703	"Bacteria>Patescibacteria"
"ABY1"	"C"	25753	24	14	1	1	NA	24	15	9	NA	1	3	6	NA	0.1205	0.004114	0.001932	0.1155	NA	0.002551	0.001604	0.001159	NA	0.1205	0.002005	0.0006523	NA	"Bacteria>Patescibacteria"
"Candidatus Kuenenbacteria"	"O"	25759	5	5	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.001469	0.001469	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	NA	"Bacteria>Patescibacteria>ABY1"
"Candidatus Magasanikbacteria"	"O"	25760	9	3	1	1	NA	9	6	4	NA	NA	1	2	NA	0.1155	0.0008816	0.001932	0.1155	NA	0.0009567	0.0006416	0.0005153	NA	NA	0.0006684	0.0002174	NA	"Bacteria>Patescibacteria>ABY1"
"Candidatus Falkowbacteria"	"O"	25755	6	2	NA	NA	NA	2	6	3	NA	NA	NA	3	NA	0.0006416	0.0005878	NA	NA	NA	0.0002126	0.0006416	0.0003864	NA	NA	NA	0.0003262	NA	"Bacteria>Patescibacteria>ABY1"
"Candidatus Kerfeldbacteria"	"O"	25757	2	2	NA	NA	NA	2	NA	NA	NA	1	1	NA	NA	0.1205	0.0005878	NA	NA	NA	0.0002126	NA	NA	NA	0.1205	0.0006684	NA	NA	"Bacteria>Patescibacteria>ABY1"
"Candidatus Komeilibacteria"	"O"	25758	1	1	NA	NA	NA	1	1	NA	NA	NA	1	NA	NA	0.0006684	0.0002939	NA	NA	NA	0.0001063	0.0001069	NA	NA	NA	0.0006684	NA	NA	"Bacteria>Patescibacteria>ABY1"
"Candidatus Uhrbacteria"	"O"	25761	7	1	NA	NA	NA	7	NA	1	NA	NA	NA	NA	NA	0.0007441	0.0002939	NA	NA	NA	0.0007441	NA	0.0001288	NA	NA	NA	NA	NA	"Bacteria>Patescibacteria>ABY1"
"Berkelbacteria"	"C"	25762	19	3	14	1	NA	19	13	8	NA	NA	2	12	NA	0.1155	0.0008816	0.02705	0.1155	NA	0.00202	0.00139	0.001031	NA	NA	0.001337	0.001305	NA	"Bacteria>Patescibacteria"
"CPR2"	"C"	25763	2	2	NA	NA	NA	1	NA	1	1	NA	1	NA	NA	0.0006684	0.0005878	NA	NA	NA	0.0001063	NA	0.0001288	5.848e-05	NA	0.0006684	NA	NA	"Bacteria>Patescibacteria"
"WWE3"	"C"	25826	8	2	NA	NA	NA	8	7	8	NA	NA	NA	7	NA	0.001031	0.0005878	NA	NA	NA	0.0008504	0.0007485	0.001031	NA	NA	NA	0.000761	NA	"Bacteria>Patescibacteria"
"Lentisphaerae"	"P"	2238	142	142	14	NA	NA	64	64	72	NA	NA	21	49	NA	0.04173	0.04173	0.02705	NA	NA	0.006803	0.006844	0.009275	NA	NA	0.01404	0.005327	NA	"Bacteria"
"Lentisphaeria"	"C"	2250	124	124	13	NA	NA	28	35	29	NA	NA	13	35	NA	0.03644	0.03644	0.02511	NA	NA	0.002976	0.003743	0.003736	NA	NA	0.00869	0.003805	NA	"Bacteria>Lentisphaerae"
"Victivallales"	"O"	2254	121	121	13	NA	NA	23	23	11	NA	NA	7	24	NA	0.03556	0.03556	0.02511	NA	NA	0.002445	0.002459	0.001417	NA	NA	0.004679	0.002609	NA	"Bacteria>Lentisphaerae>Lentisphaeria"
"Victivallaceae"	"F"	2255	89	89	10	NA	NA	10	3	6	NA	NA	1	6	NA	0.02616	0.02616	0.01932	NA	NA	0.001063	0.0003208	0.0007729	NA	NA	0.0006684	0.0006523	NA	"Bacteria>Lentisphaerae>Lentisphaeria>Victivallales"
"Victivallis"	"G"	2256	26	26	1	NA	NA	4	NA	1	NA	NA	NA	3	NA	0.007641	0.007641	0.001932	NA	NA	0.0004252	NA	0.0001288	NA	NA	NA	0.0003262	NA	"Bacteria>Lentisphaerae>Lentisphaeria>Victivallales>Victivallaceae"
"vadinBE97"	"F"	14446	9	9	1	NA	NA	1	6	1	NA	NA	NA	4	NA	0.002645	0.002645	0.001932	NA	NA	0.0001063	0.0006416	0.0001288	NA	NA	NA	0.0004349	NA	"Bacteria>Lentisphaerae>Lentisphaeria>Victivallales"
"GWF2-44-16"	"F"	25720	4	4	1	NA	NA	3	1	1	NA	NA	NA	2	NA	0.001932	0.001176	0.001932	NA	NA	0.0003189	0.0001069	0.0001288	NA	NA	NA	0.0002174	NA	"Bacteria>Lentisphaerae>Lentisphaeria>Victivallales"
"Arctic95B-14"	"F"	14440	3	1	NA	NA	NA	1	3	2	NA	NA	1	1	NA	0.0006684	0.0002939	NA	NA	NA	0.0001063	0.0003208	0.0002576	NA	NA	0.0006684	0.0001087	NA	"Bacteria>Lentisphaerae>Lentisphaeria>Victivallales"
"BD2-3"	"F"	14441	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001087	NA	"Bacteria>Lentisphaerae>Lentisphaeria>Victivallales"
"PRD18C08"	"F"	14442	8	1	NA	NA	NA	5	6	NA	NA	NA	5	8	NA	0.003342	0.0002939	NA	NA	NA	0.0005315	0.0006416	NA	NA	NA	0.003342	0.0008698	NA	"Bacteria>Lentisphaerae>Lentisphaeria>Victivallales"
"SBZC-4624"	"F"	14444	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0002939	0.0002939	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	0.0001087	NA	"Bacteria>Lentisphaerae>Lentisphaeria>Victivallales"
"Lentisphaerales"	"O"	2251	18	3	NA	NA	NA	5	12	18	NA	NA	6	11	NA	0.004011	0.0008816	NA	NA	NA	0.0005315	0.001283	0.002319	NA	NA	0.004011	0.001196	NA	"Bacteria>Lentisphaerae>Lentisphaeria"
"Lentisphaeraceae"	"F"	2252	18	3	NA	NA	NA	5	12	18	NA	NA	6	11	NA	0.004011	0.0008816	NA	NA	NA	0.0005315	0.001283	0.002319	NA	NA	0.004011	0.001196	NA	"Bacteria>Lentisphaerae>Lentisphaeria>Lentisphaerales"
"Lentisphaera"	"G"	2253	18	3	NA	NA	NA	5	12	18	NA	NA	6	11	NA	0.004011	0.0008816	NA	NA	NA	0.0005315	0.001283	0.002319	NA	NA	0.004011	0.001196	NA	"Bacteria>Lentisphaerae>Lentisphaeria>Lentisphaerales>Lentisphaeraceae"
"Oligosphaeria"	"C"	2260	42	18	1	NA	NA	35	29	42	NA	NA	8	12	NA	0.00541	0.00529	0.001932	NA	NA	0.00372	0.003101	0.00541	NA	NA	0.005347	0.001305	NA	"Bacteria>Lentisphaerae"
"Oligosphaerales"	"O"	2261	25	15	1	NA	NA	23	25	17	NA	NA	2	6	NA	0.004408	0.004408	0.001932	NA	NA	0.002445	0.002673	0.00219	NA	NA	0.001337	0.0006523	NA	"Bacteria>Lentisphaerae>Oligosphaeria"
"Lenti-02"	"F"	25721	25	15	1	NA	NA	22	25	7	NA	NA	1	3	NA	0.004408	0.004408	0.001932	NA	NA	0.002338	0.002673	0.0009017	NA	NA	0.0006684	0.0003262	NA	"Bacteria>Lentisphaerae>Oligosphaeria>Oligosphaerales"
"P.palmC41"	"O"	14452	4	2	NA	NA	NA	1	2	4	NA	NA	NA	NA	NA	0.0005878	0.0005878	NA	NA	NA	0.0001063	0.0002139	0.0005153	NA	NA	NA	NA	NA	"Bacteria>Lentisphaerae>Oligosphaeria"
"SS1-B-02-17"	"O"	14453	18	1	NA	NA	NA	10	2	18	NA	NA	6	6	NA	0.004011	0.0002939	NA	NA	NA	0.001063	0.0002139	0.002319	NA	NA	0.004011	0.0006523	NA	"Bacteria>Lentisphaerae>Oligosphaeria"
"Omnitrophicaeota"	"P"	25747	967	133	12	1	1	763	967	695	9	1	61	701	4	0.1205	0.03909	0.02318	0.1155	0.07364	0.0811	0.1034	0.08953	0.0005263	0.1205	0.04077	0.07621	0.008271	"Bacteria"
"Omnitrophia"	"C"	25748	353	29	3	NA	NA	297	353	291	2	NA	22	100	NA	0.03775	0.008522	0.005795	NA	NA	0.03157	0.03775	0.03748	0.000117	NA	0.01471	0.01087	NA	"Bacteria>Omnitrophicaeota"
"Omnitrophales"	"O"	25749	348	27	2	NA	NA	287	348	282	2	NA	21	92	NA	0.03721	0.007935	0.003864	NA	NA	0.03051	0.03721	0.03633	0.000117	NA	0.01404	0.01	NA	"Bacteria>Omnitrophicaeota>Omnitrophia"
"Omnitrophaceae"	"F"	25750	348	27	2	NA	NA	287	348	282	2	NA	21	92	NA	0.03721	0.007935	0.003864	NA	NA	0.03051	0.03721	0.03633	0.000117	NA	0.01404	0.01	NA	"Bacteria>Omnitrophicaeota>Omnitrophia>Omnitrophales"
"Candidatus Omnitrophus"	"G"	25751	348	27	2	NA	NA	287	348	282	2	NA	21	92	NA	0.03721	0.007935	0.003864	NA	NA	0.03051	0.03721	0.03633	0.000117	NA	0.01404	0.01	NA	"Bacteria>Omnitrophicaeota>Omnitrophia>Omnitrophales>Omnitrophaceae"
"Chloroflexi"	"P"	1385	296	127	12	NA	NA	232	228	296	7	1	81	211	4	0.1205	0.03732	0.02318	NA	NA	0.02466	0.02438	0.03813	0.0004094	0.1205	0.05414	0.02294	0.008271	"Bacteria"
"Anaerolineae"	"C"	1386	135	60	6	NA	NA	93	93	135	2	NA	15	42	4	0.01763	0.01763	0.01159	NA	NA	0.009885	0.009945	0.01739	0.000117	NA	0.01003	0.004566	0.008271	"Bacteria>Chloroflexi"
"Caldilineales"	"O"	25133	27	20	NA	NA	NA	17	13	27	NA	NA	5	16	1	0.005878	0.005878	NA	NA	NA	0.001807	0.00139	0.003478	NA	NA	0.003342	0.00174	0.002068	"Bacteria>Chloroflexi>Anaerolineae"
"Caldilineaceae"	"F"	25134	27	20	NA	NA	NA	17	13	27	NA	NA	5	16	1	0.005878	0.005878	NA	NA	NA	0.001807	0.00139	0.003478	NA	NA	0.003342	0.00174	0.002068	"Bacteria>Chloroflexi>Anaerolineae>Caldilineales"
"uncultured"	"G"	25137	27	20	NA	NA	NA	16	13	27	NA	NA	5	16	NA	0.005878	0.005878	NA	NA	NA	0.001701	0.00139	0.003478	NA	NA	0.003342	0.00174	NA	"Bacteria>Chloroflexi>Anaerolineae>Caldilineales>Caldilineaceae"
"SBR1031"	"O"	25142	25	11	1	NA	NA	23	25	14	1	NA	1	6	2	0.004135	0.003233	0.001932	NA	NA	0.002445	0.002673	0.001803	5.848e-05	NA	0.0006684	0.0006523	0.004135	"Bacteria>Chloroflexi>Anaerolineae"
"A4b"	"F"	25143	15	7	NA	NA	NA	15	12	12	NA	NA	NA	1	NA	0.002057	0.002057	NA	NA	NA	0.001594	0.001283	0.001546	NA	NA	NA	0.0001087	NA	"Bacteria>Chloroflexi>Anaerolineae>SBR1031"
"OLB15"	"G"	25145	5	5	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.001469	0.001469	NA	NA	NA	0.0001063	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Anaerolineae>SBR1031>A4b"
"Anaerolineales"	"O"	1387	46	10	2	NA	NA	13	17	46	1	NA	NA	8	NA	0.005925	0.002939	0.003864	NA	NA	0.001382	0.001818	0.005925	5.848e-05	NA	NA	0.0008698	NA	"Bacteria>Chloroflexi>Anaerolineae"
"Anaerolineaceae"	"F"	1388	46	10	2	NA	NA	13	17	46	1	NA	NA	8	NA	0.005925	0.002939	0.003864	NA	NA	0.001382	0.001818	0.005925	5.848e-05	NA	NA	0.0008698	NA	"Bacteria>Chloroflexi>Anaerolineae>Anaerolineales"
"Thermanaerothrix"	"G"	13919	5	4	NA	NA	NA	2	5	3	NA	NA	NA	NA	NA	0.001176	0.001176	NA	NA	NA	0.0002126	0.0005347	0.0003864	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Anaerolineae>Anaerolineales>Anaerolineaceae"
"uncultured"	"G"	1395	38	3	1	NA	NA	5	10	38	NA	NA	NA	7	NA	0.004895	0.0008816	0.001932	NA	NA	0.0005315	0.001069	0.004895	NA	NA	NA	0.000761	NA	"Bacteria>Chloroflexi>Anaerolineae>Anaerolineales>Anaerolineaceae"
"Anaerolinea"	"G"	1389	2	1	1	NA	NA	2	1	2	1	NA	NA	NA	NA	0.001932	0.0002939	0.001932	NA	NA	0.0002126	0.0001069	0.0002576	5.848e-05	NA	NA	NA	NA	"Bacteria>Chloroflexi>Anaerolineae>Anaerolineales>Anaerolineaceae"
"Longilinea"	"G"	1393	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Anaerolineae>Anaerolineales>Anaerolineaceae"
"RBG-16-58-14"	"G"	25125	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Anaerolineae>Anaerolineales>Anaerolineaceae"
"1-20"	"O"	25120	6	6	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.001932	0.001763	0.001932	NA	NA	0.0001063	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Anaerolineae"
"Ardenticatenales"	"O"	25127	20	5	NA	NA	NA	20	9	8	NA	NA	1	2	NA	0.002126	0.001469	NA	NA	NA	0.002126	0.0009624	0.001031	NA	NA	0.0006684	0.0002174	NA	"Bacteria>Chloroflexi>Anaerolineae"
"Ardenticatenaceae"	"F"	25128	17	3	NA	NA	NA	17	7	6	NA	NA	NA	1	NA	0.001807	0.0008816	NA	NA	NA	0.001807	0.0007485	0.0007729	NA	NA	NA	0.0001087	NA	"Bacteria>Chloroflexi>Anaerolineae>Ardenticatenales"
"uncultured"	"G"	25130	17	3	NA	NA	NA	17	7	6	NA	NA	NA	NA	NA	0.001807	0.0008816	NA	NA	NA	0.001807	0.0007485	0.0007729	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Anaerolineae>Ardenticatenales>Ardenticatenaceae"
"uncultured"	"F"	25131	3	2	NA	NA	NA	3	2	2	NA	NA	1	1	NA	0.0006684	0.0005878	NA	NA	NA	0.0003189	0.0002139	0.0002576	NA	NA	0.0006684	0.0001087	NA	"Bacteria>Chloroflexi>Anaerolineae>Ardenticatenales"
"RBG-13-54-9"	"O"	25141	20	3	1	NA	NA	3	4	20	NA	NA	2	3	1	0.002576	0.0008816	0.001932	NA	NA	0.0003189	0.0004277	0.002576	NA	NA	0.001337	0.0003262	0.002068	"Bacteria>Chloroflexi>Anaerolineae"
"Chloroflexia"	"C"	1411	72	23	4	NA	NA	56	60	69	3	NA	43	72	NA	0.02874	0.006759	0.007727	NA	NA	0.005953	0.006416	0.008888	0.0001754	NA	0.02874	0.007828	NA	"Bacteria>Chloroflexi"
"Thermomicrobiales"	"O"	25163	16	15	1	NA	NA	5	10	16	NA	NA	10	6	NA	0.006684	0.004408	0.001932	NA	NA	0.0005315	0.001069	0.002061	NA	NA	0.006684	0.0006523	NA	"Bacteria>Chloroflexi>Chloroflexia"
"JG30-KF-CM45"	"F"	25165	16	13	1	NA	NA	4	10	16	NA	NA	10	6	NA	0.006684	0.00382	0.001932	NA	NA	0.0004252	0.001069	0.002061	NA	NA	0.006684	0.0006523	NA	"Bacteria>Chloroflexi>Chloroflexia>Thermomicrobiales"
"AKYG1722"	"F"	25164	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0002939	0.0002939	NA	NA	NA	0.0001063	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Chloroflexia>Thermomicrobiales"
"Thermomicrobiaceae"	"F"	25166	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Chloroflexia>Thermomicrobiales"
"Nitrolancea"	"G"	25167	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Chloroflexia>Thermomicrobiales>Thermomicrobiaceae"
"Chloroflexales"	"O"	1413	66	8	2	NA	NA	50	42	39	3	NA	33	66	NA	0.02206	0.002351	0.003864	NA	NA	0.005315	0.004491	0.005024	0.0001754	NA	0.02206	0.007176	NA	"Bacteria>Chloroflexi>Chloroflexia"
"Roseiflexaceae"	"F"	1422	42	6	2	NA	NA	42	32	2	2	NA	30	7	NA	0.02005	0.001763	0.003864	NA	NA	0.004464	0.003422	0.0002576	0.000117	NA	0.02005	0.000761	NA	"Bacteria>Chloroflexi>Chloroflexia>Chloroflexales"
"uncultured"	"G"	25158	42	6	2	NA	NA	42	32	2	1	NA	30	6	NA	0.02005	0.001763	0.003864	NA	NA	0.004464	0.003422	0.0002576	5.848e-05	NA	0.02005	0.0006523	NA	"Bacteria>Chloroflexi>Chloroflexia>Chloroflexales>Roseiflexaceae"
"Herpetosiphonaceae"	"F"	25155	58	2	NA	NA	NA	8	10	36	1	NA	3	58	NA	0.006306	0.0005878	NA	NA	NA	0.0008504	0.001069	0.004637	5.848e-05	NA	0.002005	0.006306	NA	"Bacteria>Chloroflexi>Chloroflexia>Chloroflexales"
"Herpetosiphon"	"G"	25156	58	2	NA	NA	NA	8	10	36	1	NA	3	58	NA	0.006306	0.0005878	NA	NA	NA	0.0008504	0.001069	0.004637	5.848e-05	NA	0.002005	0.006306	NA	"Bacteria>Chloroflexi>Chloroflexia>Chloroflexales>Herpetosiphonaceae"
"SL56 marine group"	"C"	1480	18	18	1	NA	NA	15	10	NA	1	NA	NA	NA	NA	0.00529	0.00529	0.001932	NA	NA	0.001594	0.001069	NA	5.848e-05	NA	NA	NA	NA	"Bacteria>Chloroflexi"
"SHA-26"	"C"	1479	13	13	NA	NA	NA	10	13	8	NA	NA	NA	7	NA	0.00382	0.00382	NA	NA	NA	0.001063	0.00139	0.001031	NA	NA	NA	0.000761	NA	"Bacteria>Chloroflexi"
"KD4-96"	"C"	1448	48	7	1	NA	NA	28	12	34	NA	NA	21	48	NA	0.01404	0.002057	0.001932	NA	NA	0.002976	0.001283	0.00438	NA	NA	0.01404	0.005219	NA	"Bacteria>Chloroflexi"
"JG30-KF-CM66"	"C"	1446	4	2	NA	NA	NA	1	1	NA	1	NA	1	4	NA	0.0006684	0.0005878	NA	NA	NA	0.0001063	0.0001069	NA	5.848e-05	NA	0.0006684	0.0004349	NA	"Bacteria>Chloroflexi"
"Ktedonobacteria"	"C"	1450	3	1	NA	NA	NA	3	NA	NA	NA	NA	NA	2	NA	0.0003189	0.0002939	NA	NA	NA	0.0003189	NA	NA	NA	NA	NA	0.0002174	NA	"Bacteria>Chloroflexi"
"B10-SB3A"	"O"	1451	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Ktedonobacteria"
"Dehalococcoidia"	"C"	1428	30	1	NA	NA	NA	12	19	30	NA	NA	1	27	NA	0.003864	0.0002939	NA	NA	NA	0.001276	0.002032	0.003864	NA	NA	0.0006684	0.002935	NA	"Bacteria>Chloroflexi"
"GIF9"	"O"	1439	7	1	NA	NA	NA	5	7	2	NA	NA	1	5	NA	0.0007485	0.0002939	NA	NA	NA	0.0005315	0.0007485	0.0002576	NA	NA	0.0006684	0.0005436	NA	"Bacteria>Chloroflexi>Dehalococcoidia"
"AB-539-J10"	"F"	25177	4	1	NA	NA	NA	2	4	NA	NA	NA	NA	2	NA	0.0004277	0.0002939	NA	NA	NA	0.0002126	0.0004277	NA	NA	NA	NA	0.0002174	NA	"Bacteria>Chloroflexi>Dehalococcoidia>GIF9"
"SCGC-AB-539-J10"	"G"	25179	4	1	NA	NA	NA	1	4	NA	NA	NA	NA	NA	NA	0.0004277	0.0002939	NA	NA	NA	0.0001063	0.0004277	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Dehalococcoidia>GIF9>AB&#x2011;539&#x2011;J10"
"AD3"	"C"	25119	1	1	NA	NA	NA	NA	1	1	NA	NA	NA	1	NA	0.0002939	0.0002939	NA	NA	NA	NA	0.0001069	0.0001288	NA	NA	NA	0.0001087	NA	"Bacteria>Chloroflexi"
"Planctomycetes"	"P"	2293	1775	116	24	2	5	652	660	1775	8	NA	122	818	5	0.3682	0.03409	0.04636	0.2309	0.3682	0.0693	0.07058	0.2286	0.0004679	NA	0.08155	0.08893	0.01034	"Bacteria"
"Planctomycetacia"	"C"	2337	1319	59	13	1	1	426	377	1319	4	NA	86	448	2	0.1699	0.01734	0.02511	0.1155	0.07364	0.04528	0.04031	0.1699	0.0002339	NA	0.05749	0.04871	0.004135	"Bacteria>Planctomycetes"
