"name"	"taxRank"	"taxID"	"Max"	"BC01.cladeReads"	"BC02.cladeReads"	"BC03.cladeReads"	"BC04.cladeReads"	"BC05.cladeReads"	"BC06.cladeReads"	"BC07.cladeReads"	"BC08.cladeReads"	"BC09.cladeReads"	"BC10.cladeReads"	"BC11.cladeReads"	"BC12.cladeReads"	"Max.1"	"BC01.cladeReads.."	"BC02.cladeReads.."	"BC03.cladeReads.."	"BC04.cladeReads.."	"BC05.cladeReads.."	"BC06.cladeReads.."	"BC07.cladeReads.."	"BC08.cladeReads.."	"BC09.cladeReads.."	"BC10.cladeReads.."	"BC11.cladeReads.."	"BC12.cladeReads.."	"lineage"
"Aerococcus urinaeequi"	"S"	51665	48	8	NA	NA	NA	46	48	39	27	NA	8	44	4	0.01046	0.002988	NA	NA	NA	0.006418	0.006811	0.00636	0.001597	NA	0.006461	0.005901	0.01046	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Aerococcaceae>Aerococcus"
"Aerococcus christensenii"	"S"	87541	187	6	1	NA	NA	32	44	34	187	NA	1	3	NA	0.01106	0.002241	0.002437	NA	NA	0.004464	0.006244	0.005545	0.01106	NA	0.0008076	0.0004023	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Aerococcaceae>Aerococcus"
"Aerococcus urinaehominis"	"S"	128944	173	2	NA	NA	NA	7	7	2	173	NA	2	4	NA	0.01023	0.0007471	NA	NA	NA	0.0009766	0.0009933	0.0003262	0.01023	NA	0.001615	0.0005364	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Aerococcaceae>Aerococcus"
"Aerococcus urinae"	"S"	1376	564	1	NA	NA	NA	2	3	6	564	NA	NA	3	NA	0.03336	0.0003736	NA	NA	NA	0.000279	0.0004257	0.0009785	0.03336	NA	NA	0.0004023	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Aerococcaceae>Aerococcus"
"Aerococcus viridans"	"S"	1377	70	1	2	NA	NA	40	36	36	70	NA	8	41	NA	0.006461	0.0003736	0.004874	NA	NA	0.00558	0.005109	0.005871	0.00414	NA	0.006461	0.005498	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Aerococcaceae>Aerococcus"
"Aerococcus sanguinicola"	"S"	119206	86	1	NA	NA	NA	NA	2	2	86	NA	NA	1	NA	0.005087	0.0003736	NA	NA	NA	NA	0.0002838	0.0003262	0.005087	NA	NA	0.0001341	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Aerococcaceae>Aerococcus"
"Bacillus cereus group"	"S"	86661	54221	593	106	8	4	2021	2234	1599	54221	2	171	838	72	3.207	0.2215	0.2583	1.603	0.6098	0.282	0.317	0.2608	3.207	0.409	0.1381	0.1124	0.1882	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus cereus"	"S"	1396	47290	437	76	8	NA	1450	1580	1136	47290	2	111	572	44	2.797	0.1632	0.1852	1.603	NA	0.2023	0.2242	0.1853	2.797	0.409	0.08964	0.07671	0.115	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;cereus&nbsp;group"
"Bacillus thuringiensis"	"S"	1428	3042	51	8	NA	2	164	212	164	3042	NA	17	94	5	0.3049	0.01905	0.01949	NA	0.3049	0.02288	0.03008	0.02674	0.1799	NA	0.01373	0.01261	0.01307	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;cereus&nbsp;group"
"Bacillus mycoides"	"S"	1405	658	48	6	NA	NA	116	154	147	658	NA	24	94	9	0.03892	0.01793	0.01462	NA	NA	0.01618	0.02185	0.02397	0.03892	NA	0.01938	0.01261	0.02352	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;cereus&nbsp;group"
"Bacillus anthracis"	"S"	1392	2177	37	11	NA	1	181	178	112	2177	NA	11	47	10	0.1524	0.01382	0.0268	NA	0.1524	0.02525	0.02526	0.01826	0.1288	NA	0.008884	0.006303	0.02614	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;cereus&nbsp;group"
"Bacillus toyonensis"	"S"	155322	44	6	NA	NA	1	24	26	9	44	NA	1	9	1	0.1524	0.002241	NA	NA	0.1524	0.003348	0.00369	0.001468	0.002603	NA	0.0008076	0.001207	0.002614	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;cereus&nbsp;group"
"Bacillus cytotoxicus"	"S"	580165	439	1	NA	NA	NA	2	5	2	439	NA	NA	1	NA	0.02597	0.0003736	NA	NA	NA	0.000279	0.0007095	0.0003262	0.02597	NA	NA	0.0001341	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;cereus&nbsp;group"
"Bacillus subtilis group"	"S"	653685	38621	205	43	9	2	747	829	541	38621	NA	72	416	39	2.284	0.07658	0.1048	1.804	0.3049	0.1042	0.1176	0.08822	2.284	NA	0.05815	0.05579	0.1019	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus amyloliquefaciens group"	"S"	1938374	16544	102	18	2	NA	307	424	273	16544	NA	30	147	11	0.9786	0.0381	0.04386	0.4008	NA	0.04283	0.06017	0.04452	0.9786	NA	0.02423	0.01971	0.02875	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group"
"Bacillus velezensis"	"S"	492670	12496	69	12	2	NA	220	316	165	12496	NA	24	112	8	0.7391	0.02578	0.02924	0.4008	NA	0.03069	0.04484	0.02691	0.7391	NA	0.01938	0.01502	0.02091	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group>Bacillus&nbsp;amyloliquefaciens&nbsp;group"
"Bacillus amyloliquefaciens"	"S"	1390	3776	6	4	NA	NA	29	35	43	3776	NA	6	25	2	0.2233	0.002241	0.009747	NA	NA	0.004046	0.004967	0.007012	0.2233	NA	0.004846	0.003353	0.005228	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group>Bacillus&nbsp;amyloliquefaciens&nbsp;group"
"Bacillus subtilis"	"S"	1423	15705	94	24	7	1	410	393	251	15705	NA	40	260	26	1.403	0.03511	0.05848	1.403	0.1524	0.0572	0.05577	0.04093	0.9289	NA	0.0323	0.03487	0.06796	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group"
"Bacillus sonorensis"	"S"	119858	961	7	NA	NA	1	24	7	6	961	NA	1	2	NA	0.1524	0.002615	NA	NA	0.1524	0.003348	0.0009933	0.0009785	0.05684	NA	0.0008076	0.0002682	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group"
"Bacillus paralicheniformis"	"S"	1648923	75	1	NA	NA	NA	NA	NA	1	75	NA	NA	NA	NA	0.004436	0.0003736	NA	NA	NA	NA	NA	0.0001631	0.004436	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group"
"Bacillus sp. Lzh-5"	"S"	2049935	33107	76	21	2	NA	314	355	302	33107	1	68	311	26	1.958	0.02839	0.05117	0.4008	NA	0.04381	0.05038	0.04925	1.958	0.2045	0.05492	0.04171	0.06796	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus flexus"	"S"	86664	1825	53	4	NA	NA	148	55	60	1825	NA	5	43	1	0.1079	0.0198	0.009747	NA	NA	0.02065	0.007805	0.009785	0.1079	NA	0.004038	0.005767	0.002614	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. (in: Bacteria)"	"S"	1409	3277	12	1	1	1	32	48	30	3277	NA	2	9	NA	0.2004	0.004483	0.002437	0.2004	0.1524	0.004464	0.006811	0.004892	0.1938	NA	0.001615	0.001207	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus krulwichiae"	"S"	199441	5128	12	7	NA	NA	47	47	42	5128	NA	4	16	1	0.3033	0.004483	0.01706	NA	NA	0.006557	0.006669	0.006849	0.3033	NA	0.00323	0.002146	0.002614	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus cohnii"	"S"	33932	1764	7	1	NA	NA	23	25	30	1764	NA	4	17	3	0.1043	0.002615	0.002437	NA	NA	0.003209	0.003548	0.004892	0.1043	NA	0.00323	0.00228	0.007841	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus coagulans"	"S"	1398	661	6	2	NA	NA	7	13	7	661	NA	1	13	1	0.0391	0.002241	0.004874	NA	NA	0.0009766	0.001845	0.001142	0.0391	NA	0.0008076	0.001743	0.002614	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus beveridgei"	"S"	632773	62	5	2	NA	NA	28	22	20	62	NA	3	12	1	0.004874	0.001868	0.004874	NA	NA	0.003906	0.003122	0.003262	0.003667	NA	0.002423	0.001609	0.002614	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. FJAT-14266"	"S"	1837130	1536	5	1	NA	NA	16	8	26	1536	NA	3	13	NA	0.09085	0.001868	0.002437	NA	NA	0.002232	0.001135	0.00424	0.09085	NA	0.002423	0.001743	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus megaterium"	"S"	1404	963	4	1	NA	NA	27	12	7	963	NA	1	7	NA	0.05696	0.001494	0.002437	NA	NA	0.003767	0.001703	0.001142	0.05696	NA	0.0008076	0.0009388	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus muralis"	"S"	264697	16	3	1	NA	NA	7	11	16	7	NA	2	2	NA	0.002609	0.001121	0.002437	NA	NA	0.0009766	0.001561	0.002609	0.000414	NA	0.001615	0.0002682	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus lehensis"	"S"	300825	625	2	NA	NA	NA	13	18	11	625	NA	2	7	NA	0.03697	0.0007471	NA	NA	NA	0.001814	0.002554	0.001794	0.03697	NA	0.001615	0.0009388	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus pumilus"	"S"	1408	335	1	NA	NA	NA	11	11	15	335	NA	1	2	NA	0.01981	0.0003736	NA	NA	NA	0.001535	0.001561	0.002446	0.01981	NA	0.0008076	0.0002682	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus cellulosilyticus"	"S"	1413	148	1	NA	NA	NA	2	1	3	148	NA	NA	NA	NA	0.008754	0.0003736	NA	NA	NA	0.000279	0.0001419	0.0004892	0.008754	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus simplex"	"S"	1478	22	1	1	NA	NA	18	15	22	11	NA	3	16	3	0.007841	0.0003736	0.002437	NA	NA	0.002511	0.002129	0.003588	0.0006506	NA	0.002423	0.002146	0.007841	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus safensis"	"S"	561879	63	1	NA	NA	NA	NA	1	NA	63	NA	NA	NA	NA	0.003726	0.0003736	NA	NA	NA	NA	0.0001419	NA	0.003726	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. SJ-10"	"S"	563169	2138	1	1	NA	NA	2	5	2	2138	NA	NA	6	1	0.1265	0.0003736	0.002437	NA	NA	0.000279	0.0007095	0.0003262	0.1265	NA	NA	0.0008046	0.002614	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus oceanisediminis"	"S"	665099	47	1	NA	NA	NA	1	5	2	47	NA	1	1	NA	0.00278	0.0003736	NA	NA	NA	0.0001395	0.0007095	0.0003262	0.00278	NA	0.0008076	0.0001341	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. X1(2014)"	"S"	1565991	308	1	1	NA	NA	11	9	24	308	NA	6	7	1	0.01822	0.0003736	0.002437	NA	NA	0.001535	0.001277	0.003914	0.01822	NA	0.004846	0.0009388	0.002614	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. BH072"	"S"	1570330	1381	1	NA	NA	NA	2	1	3	1381	NA	NA	2	NA	0.08168	0.0003736	NA	NA	NA	0.000279	0.0001419	0.0004892	0.08168	NA	NA	0.0002682	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus glycinifermentans"	"S"	1664069	1590	1	1	NA	NA	5	5	1	1590	NA	NA	4	NA	0.09405	0.0003736	0.002437	NA	NA	0.0006976	0.0007095	0.0001631	0.09405	NA	NA	0.0005364	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Geobacillus thermoleovorans group"	"S"	1505648	2294	47	4	1	NA	182	177	123	2294	NA	13	74	10	0.2004	0.01756	0.009747	0.2004	NA	0.02539	0.02512	0.02006	0.1357	NA	0.0105	0.009924	0.02614	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Geobacillus"
"Geobacillus thermocatenulatus"	"S"	33938	2216	43	4	1	NA	174	175	114	2216	NA	11	66	10	0.2004	0.01606	0.009747	0.2004	NA	0.02428	0.02483	0.01859	0.1311	NA	0.008884	0.008851	0.02614	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Geobacillus>Geobacillus&nbsp;thermoleovorans&nbsp;group"
"Geobacillus thermoleovorans"	"S"	33941	78	2	NA	NA	NA	8	1	8	78	NA	2	6	NA	0.004614	0.0007471	NA	NA	NA	0.001116	0.0001419	0.001305	0.004614	NA	0.001615	0.0008046	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Geobacillus>Geobacillus&nbsp;thermoleovorans&nbsp;group"
"Geobacillus lituanicus"	"S"	169283	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007471	0.0007471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Geobacillus>Geobacillus&nbsp;thermoleovorans&nbsp;group"
"Geobacillus thermodenitrificans"	"S"	33940	155	6	2	NA	NA	30	28	26	155	NA	1	6	3	0.009168	0.002241	0.004874	NA	NA	0.004185	0.003973	0.00424	0.009168	NA	0.0008076	0.0008046	0.007841	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Geobacillus"
"Geobacillus sp. GHH01"	"S"	1233873	177	3	3	NA	NA	30	24	12	177	NA	2	11	NA	0.01047	0.001121	0.00731	NA	NA	0.004185	0.003406	0.001957	0.01047	NA	0.001615	0.001475	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Geobacillus"
"Geobacillus stearothermophilus"	"S"	1422	123	1	NA	NA	NA	NA	1	2	123	NA	NA	1	NA	0.007275	0.0003736	NA	NA	NA	NA	0.0001419	0.0003262	0.007275	NA	NA	0.0001341	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Geobacillus"
"Geobacillus sp. WCH70"	"S"	471223	125	1	NA	NA	NA	NA	1	4	125	NA	1	1	NA	0.007394	0.0003736	NA	NA	NA	NA	0.0001419	0.0006523	0.007394	NA	0.0008076	0.0001341	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Geobacillus"
"Geobacillus sp. Y4.1MC1"	"S"	581103	372	1	NA	NA	NA	1	1	2	372	NA	NA	NA	NA	0.022	0.0003736	NA	NA	NA	0.0001395	0.0001419	0.0003262	0.022	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Geobacillus"
"Anoxybacillus gonensis"	"S"	198467	259	8	1	NA	NA	15	23	15	259	NA	2	3	2	0.01532	0.002988	0.002437	NA	NA	0.002093	0.003264	0.002446	0.01532	NA	0.001615	0.0004023	0.005228	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Anoxybacillus"
"Anoxybacillus sp. B7M1"	"S"	1490057	171	4	2	NA	NA	36	23	37	171	NA	2	31	NA	0.01011	0.001494	0.004874	NA	NA	0.005022	0.003264	0.006034	0.01011	NA	0.001615	0.004157	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Anoxybacillus"
"Anoxybacillus sp. B2M1"	"S"	1490052	48	1	1	NA	NA	7	12	18	48	NA	1	8	NA	0.002935	0.0003736	0.002437	NA	NA	0.0009766	0.001703	0.002935	0.002839	NA	0.0008076	0.001073	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Anoxybacillus"
"Halobacillus halophilus"	"S"	1570	81	3	NA	NA	NA	5	2	3	81	NA	NA	2	1	0.004791	0.001121	NA	NA	NA	0.0006976	0.0002838	0.0004892	0.004791	NA	NA	0.0002682	0.002614	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Halobacillus"
"Halobacillus mangrovi"	"S"	402384	3	2	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.0007471	0.0007471	NA	NA	NA	NA	NA	NA	0.0001774	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Halobacillus"
"Amphibacillus xylanus"	"S"	1449	133	4	NA	NA	NA	21	12	4	133	NA	1	4	NA	0.007867	0.001494	NA	NA	NA	0.00293	0.001703	0.0006523	0.007867	NA	0.0008076	0.0005364	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Amphibacillus"
"Lysinibacillus sphaericus"	"S"	1421	503	1	NA	NA	NA	13	23	32	503	NA	2	21	NA	0.02975	0.0003736	NA	NA	NA	0.001814	0.003264	0.005218	0.02975	NA	0.001615	0.002816	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Lysinibacillus"
"Lysinibacillus fusiformis"	"S"	28031	91	1	NA	NA	NA	4	2	NA	91	NA	1	3	NA	0.005383	0.0003736	NA	NA	NA	0.000558	0.0002838	NA	0.005383	NA	0.0008076	0.0004023	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Lysinibacillus"
"Virgibacillus necropolis"	"S"	163877	2167	1	NA	1	NA	6	11	6	2167	NA	2	7	NA	0.2004	0.0003736	NA	0.2004	NA	0.0008371	0.001561	0.0009785	0.1282	NA	0.001615	0.0009388	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Virgibacillus"
"Salimicrobium jeotgali"	"S"	1230341	150	1	NA	NA	NA	5	2	15	150	NA	3	3	1	0.008872	0.0003736	NA	NA	NA	0.0006976	0.0002838	0.002446	0.008872	NA	0.002423	0.0004023	0.002614	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Salimicrobium"
"Fictibacillus arsenicus"	"S"	255247	19	1	1	NA	NA	11	19	7	2	NA	NA	4	NA	0.002696	0.0003736	0.002437	NA	NA	0.001535	0.002696	0.001142	0.0001183	NA	NA	0.0005364	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Fictibacillus"
"Parageobacillus thermoglucosidasius"	"S"	1426	148	1	1	NA	NA	1	1	3	148	NA	NA	1	NA	0.008754	0.0003736	0.002437	NA	NA	0.0001395	0.0001419	0.0004892	0.008754	NA	NA	0.0001341	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Parageobacillus"
"Staphylococcus sp. AntiMn-1"	"S"	1715860	6509	104	10	NA	NA	405	315	243	6509	NA	25	239	8	0.385	0.03885	0.02437	NA	NA	0.0565	0.0447	0.03963	0.385	NA	0.02019	0.03205	0.02091	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus aureus"	"S"	1280	28769	47	5	2	1	218	189	118	28769	2	24	136	9	1.702	0.01756	0.01218	0.4008	0.1524	0.03041	0.02682	0.01924	1.702	0.409	0.01938	0.01824	0.02352	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus argenteus"	"S"	985002	6370	29	6	1	NA	92	74	38	6370	NA	12	49	2	0.3768	0.01083	0.01462	0.2004	NA	0.01284	0.0105	0.006197	0.3768	NA	0.009691	0.006571	0.005228	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus pseudintermedius"	"S"	283734	341	18	1	NA	NA	21	24	17	341	NA	6	36	6	0.02017	0.006724	0.002437	NA	NA	0.00293	0.003406	0.002772	0.02017	NA	0.004846	0.004828	0.01568	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus lugdunensis"	"S"	28035	8146	7	2	NA	1	58	37	32	8146	NA	7	68	3	0.4818	0.002615	0.004874	NA	0.1524	0.008092	0.00525	0.005218	0.4818	NA	0.005653	0.009119	0.007841	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus schleiferi"	"S"	1295	258	2	2	NA	NA	30	2	1	258	NA	NA	NA	NA	0.01526	0.0007471	0.004874	NA	NA	0.004185	0.0002838	0.0001631	0.01526	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus condimenti"	"S"	70255	741	2	NA	NA	NA	1	NA	2	741	NA	1	1	NA	0.04383	0.0007471	NA	NA	NA	0.0001395	NA	0.0003262	0.04383	NA	0.0008076	0.0001341	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus piscifermentans"	"S"	70258	315	2	NA	1	NA	2	3	3	315	NA	NA	1	NA	0.2004	0.0007471	NA	0.2004	NA	0.000279	0.0004257	0.0004892	0.01863	NA	NA	0.0001341	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus stepanovicii"	"S"	643214	3768	2	NA	NA	NA	8	6	4	3768	NA	2	5	NA	0.2229	0.0007471	NA	NA	NA	0.001116	0.0008514	0.0006523	0.2229	NA	0.001615	0.0006705	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus simulans"	"S"	1286	969	1	NA	NA	NA	4	2	NA	969	NA	NA	NA	NA	0.05732	0.0003736	NA	NA	NA	0.000558	0.0002838	NA	0.05732	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus xylosus"	"S"	1288	14	1	NA	NA	NA	4	3	2	14	NA	NA	6	NA	0.0008281	0.0003736	NA	NA	NA	0.000558	0.0004257	0.0003262	0.0008281	NA	NA	0.0008046	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus capitis"	"S"	29388	1055	1	NA	NA	NA	4	4	1	1055	NA	NA	2	NA	0.0624	0.0003736	NA	NA	NA	0.000558	0.0005676	0.0001631	0.0624	NA	NA	0.0002682	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
