"name"	"taxRank"	"taxID"	"Max"	"BC01.cladeReads"	"BC02.cladeReads"	"BC03.cladeReads"	"BC04.cladeReads"	"BC05.cladeReads"	"BC06.cladeReads"	"BC07.cladeReads"	"BC08.cladeReads"	"BC09.cladeReads"	"BC10.cladeReads"	"BC11.cladeReads"	"BC12.cladeReads"	"Max.1"	"BC01.cladeReads.."	"BC02.cladeReads.."	"BC03.cladeReads.."	"BC04.cladeReads.."	"BC05.cladeReads.."	"BC06.cladeReads.."	"BC07.cladeReads.."	"BC08.cladeReads.."	"BC09.cladeReads.."	"BC10.cladeReads.."	"BC11.cladeReads.."	"BC12.cladeReads.."	"lineage"
"Enterococcus"	"G"	1350	60924	719	76	2	5	1542	2052	817	60924	2	112	719	50	3.563	0.2113	0.1468	0.2309	0.3682	0.1639	0.2194	0.1052	3.563	0.241	0.07486	0.07817	0.1034	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae"
"Enterococcus sp. FDAARGOS_163"	"S"	2060306	6579	637	65	2	NA	1349	1784	644	6579	NA	93	565	42	0.3848	0.1872	0.1256	0.2309	NA	0.1434	0.1908	0.08296	0.3848	NA	0.06216	0.06143	0.08685	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae>Enterococcus"
"Enterococcus faecalis"	"S"	1351	52496	64	9	NA	4	161	225	137	52496	2	16	115	1	3.07	0.01881	0.01739	NA	0.2946	0.01711	0.02406	0.01765	3.07	0.241	0.01069	0.0125	0.002068	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae>Enterococcus"
"Enterococcus durans"	"S"	53345	250	11	1	NA	NA	17	29	8	250	NA	1	15	4	0.01462	0.003233	0.001932	NA	NA	0.001807	0.003101	0.001031	0.01462	NA	0.0006684	0.001631	0.008271	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae>Enterococcus"
"Enterococcus faecium"	"S"	1352	125	3	1	NA	NA	4	4	NA	125	NA	1	1	2	0.00731	0.0008816	0.001932	NA	NA	0.0004252	0.0004277	NA	0.00731	NA	0.0006684	0.0001087	0.004135	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae>Enterococcus"
"Enterococcus casseliflavus"	"S"	37734	12	1	NA	NA	NA	1	NA	1	12	NA	1	NA	NA	0.0007018	0.0002939	NA	NA	NA	0.0001063	NA	0.0001288	0.0007018	NA	0.0006684	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae>Enterococcus"
"Tetragenococcus"	"G"	51668	400	8	1	NA	NA	21	28	28	400	NA	4	24	7	0.02339	0.002351	0.001932	NA	NA	0.002232	0.002994	0.003607	0.02339	NA	0.002674	0.002609	0.01447	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae"
"Tetragenococcus halophilus"	"S"	51669	400	8	1	NA	NA	21	28	28	400	NA	4	24	7	0.02339	0.002351	0.001932	NA	NA	0.002232	0.002994	0.003607	0.02339	NA	0.002674	0.002609	0.01447	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae>Tetragenococcus"
"Vagococcus"	"G"	2737	1173	2	NA	1	NA	12	10	6	1173	NA	2	6	NA	0.1155	0.0005878	NA	0.1155	NA	0.001276	0.001069	0.0007729	0.0686	NA	0.001337	0.0006523	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae"
"Vagococcus teuberi"	"S"	519472	178	1	NA	NA	NA	6	2	1	178	NA	NA	3	NA	0.01041	0.0002939	NA	NA	NA	0.0006378	0.0002139	0.0001288	0.01041	NA	NA	0.0003262	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae>Vagococcus"
"Vagococcus penaei"	"S"	633807	820	1	NA	1	NA	3	6	3	820	NA	1	1	NA	0.1155	0.0002939	NA	0.1155	NA	0.0003189	0.0006416	0.0003864	0.04796	NA	0.0006684	0.0001087	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae>Vagococcus"
"Melissococcus"	"G"	33969	187	2	NA	NA	NA	11	10	9	187	NA	2	4	NA	0.01094	0.0005878	NA	NA	NA	0.001169	0.001069	0.001159	0.01094	NA	0.001337	0.0004349	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae"
"Melissococcus plutonius"	"S"	33970	187	2	NA	NA	NA	11	10	9	187	NA	2	4	NA	0.01094	0.0005878	NA	NA	NA	0.001169	0.001069	0.001159	0.01094	NA	0.001337	0.0004349	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae>Melissococcus"
"Streptococcaceae"	"F"	1300	6838	403	71	2	2	1491	1602	647	6838	NA	83	491	50	0.3999	0.1184	0.1372	0.2309	0.1473	0.1585	0.1713	0.08334	0.3999	NA	0.05548	0.05338	0.1034	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales"
"Streptococcus"	"G"	1301	6381	392	69	2	2	1457	1516	603	6381	NA	80	468	48	0.3732	0.1152	0.1333	0.2309	0.1473	0.1549	0.1621	0.07767	0.3732	NA	0.05347	0.05088	0.09925	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae"
"Streptococcus dysgalactiae group"	"S"	119603	742	140	20	NA	NA	349	449	201	742	NA	25	164	15	0.04801	0.04114	0.03864	NA	NA	0.0371	0.04801	0.02589	0.04339	NA	0.01671	0.01783	0.03102	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus dysgalactiae"	"S"	1334	670	138	20	NA	NA	345	446	196	670	NA	21	156	12	0.04769	0.04056	0.03864	NA	NA	0.03667	0.04769	0.02525	0.03918	NA	0.01404	0.01696	0.02481	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;dysgalactiae&nbsp;group"
"Streptococcus equi"	"S"	1336	72	2	NA	NA	NA	4	3	5	72	NA	4	8	3	0.006203	0.0005878	NA	NA	NA	0.0004252	0.0003208	0.0006441	0.004211	NA	0.002674	0.0008698	0.006203	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;dysgalactiae&nbsp;group"
"Streptococcus pyogenes"	"S"	1314	785	130	25	NA	NA	406	478	204	785	NA	23	153	14	0.05111	0.0382	0.0483	NA	NA	0.04316	0.05111	0.02628	0.04591	NA	0.01537	0.01663	0.02895	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus mutans"	"S"	1309	521	49	16	NA	NA	521	375	44	80	NA	5	23	10	0.05538	0.0144	0.03091	NA	NA	0.05538	0.0401	0.005668	0.004679	NA	0.003342	0.002501	0.02068	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus pneumoniae"	"S"	1313	256	16	2	NA	NA	35	70	40	256	NA	1	25	2	0.01497	0.004702	0.003864	NA	NA	0.00372	0.007485	0.005153	0.01497	NA	0.0006684	0.002718	0.004135	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus sanguinis"	"S"	1305	111	11	1	NA	NA	33	31	20	111	NA	NA	22	NA	0.006492	0.003233	0.001932	NA	NA	0.003508	0.003315	0.002576	0.006492	NA	NA	0.002392	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus suis"	"S"	1307	210	8	2	NA	NA	18	24	18	210	NA	4	15	1	0.01228	0.002351	0.003864	NA	NA	0.001913	0.002566	0.002319	0.01228	NA	0.002674	0.001631	0.002068	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus agalactiae"	"S"	1311	1135	8	NA	NA	NA	22	26	16	1135	NA	6	14	NA	0.06638	0.002351	NA	NA	NA	0.002338	0.00278	0.002061	0.06638	NA	0.004011	0.001522	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus cristatus"	"S"	45634	27	4	1	NA	NA	27	18	4	1	NA	NA	2	NA	0.00287	0.001176	0.001932	NA	NA	0.00287	0.001925	0.0005153	5.848e-05	NA	NA	0.0002174	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus parasanguinis"	"S"	1318	8	3	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	0.0008816	0.0008816	NA	NA	NA	NA	NA	NA	0.0004679	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus anginosus group"	"S"	671232	162	3	NA	NA	NA	7	4	5	162	NA	1	4	NA	0.009474	0.0008816	NA	NA	NA	0.0007441	0.0004277	0.0006441	0.009474	NA	0.0006684	0.0004349	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus intermedius"	"S"	1338	110	3	NA	NA	NA	1	NA	NA	110	NA	NA	NA	NA	0.006433	0.0008816	NA	NA	NA	0.0001063	NA	NA	0.006433	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;anginosus&nbsp;group"
"Streptococcus salivarius"	"S"	1304	80	2	NA	NA	NA	2	2	3	80	NA	4	6	NA	0.004679	0.0005878	NA	NA	NA	0.0002126	0.0002139	0.0003864	0.004679	NA	0.002674	0.0006523	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus acidominimus"	"S"	1326	11	2	NA	NA	NA	2	1	3	11	NA	NA	3	NA	0.0006433	0.0005878	NA	NA	NA	0.0002126	0.0001069	0.0003864	0.0006433	NA	NA	0.0003262	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus pluranimalium"	"S"	82348	48	2	NA	NA	NA	NA	NA	NA	48	NA	NA	NA	NA	0.002807	0.0005878	NA	NA	NA	NA	NA	NA	0.002807	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus lutetiensis"	"S"	150055	681	2	1	1	NA	2	2	2	681	NA	NA	1	NA	0.1155	0.0005878	0.001932	0.1155	NA	0.0002126	0.0002139	0.0002576	0.03983	NA	NA	0.0001087	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus uberis"	"S"	1349	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.002068	0.0002939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002068	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus mitis"	"S"	28037	5	1	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	NA	0.0002924	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus pasteurianus"	"S"	197614	427	1	NA	NA	1	6	7	5	427	NA	1	7	NA	0.07364	0.0002939	NA	NA	0.07364	0.0006378	0.0007485	0.0006441	0.02497	NA	0.0006684	0.000761	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus pantholopis"	"S"	1811193	490	1	NA	NA	NA	3	2	5	490	NA	1	1	2	0.02866	0.0002939	NA	NA	NA	0.0003189	0.0002139	0.0006441	0.02866	NA	0.0006684	0.0001087	0.004135	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus halotolerans"	"S"	1814128	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	NA	5.848e-05	NA	NA	0.0001087	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus sp. FDAARGOS_192"	"S"	1839799	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus himalayensis"	"S"	1888195	18	1	NA	NA	NA	NA	NA	1	18	NA	NA	NA	NA	0.001053	0.0002939	NA	NA	NA	NA	NA	0.0001288	0.001053	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Lactococcus"	"G"	1357	447	9	2	NA	NA	33	84	42	447	NA	3	21	2	0.02614	0.002645	0.003864	NA	NA	0.003508	0.008982	0.00541	0.02614	NA	0.002005	0.002283	0.004135	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae"
"Lactococcus lactis"	"S"	1358	180	7	2	NA	NA	19	44	17	180	NA	1	18	1	0.01053	0.002057	0.003864	NA	NA	0.00202	0.004705	0.00219	0.01053	NA	0.0006684	0.001957	0.002068	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Lactococcus"
"Lactococcus garvieae"	"S"	1363	108	2	NA	NA	NA	3	2	23	108	NA	NA	2	1	0.006316	0.0005878	NA	NA	NA	0.0003189	0.0002139	0.002963	0.006316	NA	NA	0.0002174	0.002068	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Lactococcus"
"Carnobacteriaceae"	"F"	186828	3685	265	34	NA	NA	585	659	435	3685	3	181	1317	65	0.3614	0.07788	0.06568	NA	NA	0.06218	0.07047	0.05603	0.2155	0.3614	0.121	0.1432	0.1344	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales"
"Carnobacterium"	"G"	2747	2942	202	26	NA	NA	368	409	319	2942	3	159	1184	44	0.3614	0.05936	0.05023	NA	NA	0.03912	0.04374	0.04109	0.1721	0.3614	0.1063	0.1287	0.09098	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Carnobacterium maltaromaticum"	"S"	2751	1971	14	4	NA	NA	64	68	68	1971	2	13	64	4	0.241	0.004114	0.007727	NA	NA	0.006803	0.007271	0.008759	0.1153	0.241	0.00869	0.006958	0.008271	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae>Carnobacterium"
"Carnobacterium inhibens"	"S"	147709	230	10	1	NA	NA	67	69	45	230	NA	7	55	3	0.01345	0.002939	0.001932	NA	NA	0.007122	0.007378	0.005797	0.01345	NA	0.004679	0.00598	0.006203	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae>Carnobacterium"
"Carnobacterium sp. CP1"	"S"	1564681	476	2	NA	NA	NA	6	2	2	476	NA	NA	1	NA	0.02784	0.0005878	NA	NA	NA	0.0006378	0.0002139	0.0002576	0.02784	NA	NA	0.0001087	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae>Carnobacterium"
"Marinilactibacillus"	"G"	191769	259	38	7	NA	NA	133	125	52	259	NA	5	50	6	0.01515	0.01117	0.01352	NA	NA	0.01414	0.01337	0.006698	0.01515	NA	0.003342	0.005436	0.01241	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Marinilactibacillus sp. 15R"	"S"	1911586	259	38	7	NA	NA	133	125	52	259	NA	5	50	6	0.01515	0.01117	0.01352	NA	NA	0.01414	0.01337	0.006698	0.01515	NA	0.003342	0.005436	0.01241	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae>Marinilactibacillus"
"Jeotgalibaca"	"G"	1470540	482	23	1	NA	NA	78	118	61	482	NA	17	74	13	0.02819	0.006759	0.001932	NA	NA	0.008291	0.01262	0.007858	0.02819	NA	0.01136	0.008045	0.02688	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Jeotgalibaca sp. PTS2502"	"S"	1903686	250	16	1	NA	NA	53	91	25	250	NA	12	50	12	0.02481	0.004702	0.001932	NA	NA	0.005634	0.009731	0.00322	0.01462	NA	0.008021	0.005436	0.02481	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae>Jeotgalibaca"
"Jeotgalibaca dankookensis"	"S"	708126	159	7	NA	NA	NA	24	26	34	159	NA	5	23	1	0.009299	0.002057	NA	NA	NA	0.002551	0.00278	0.00438	0.009299	NA	0.003342	0.002501	0.002068	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae>Jeotgalibaca"
"Leuconostocaceae"	"F"	81850	4867	165	23	NA	NA	460	402	329	4867	NA	81	468	35	0.2846	0.04849	0.04443	NA	NA	0.0489	0.04299	0.04238	0.2846	NA	0.05414	0.05088	0.07237	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales"
"Weissella"	"G"	46255	4775	139	17	NA	NA	362	314	228	4775	NA	76	404	33	0.2793	0.04085	0.03284	NA	NA	0.03848	0.03358	0.02937	0.2793	NA	0.0508	0.04392	0.06824	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Leuconostocaceae"
"Weissella koreensis"	"S"	165096	393	65	7	NA	NA	43	46	49	393	NA	31	224	13	0.02688	0.0191	0.01352	NA	NA	0.004571	0.004919	0.006312	0.02298	NA	0.02072	0.02435	0.02688	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Leuconostocaceae>Weissella"
"Weissella ceti"	"S"	759620	4091	64	7	NA	NA	253	195	136	4091	NA	34	111	17	0.2393	0.01881	0.01352	NA	NA	0.02689	0.02085	0.01752	0.2393	NA	0.02273	0.01207	0.03515	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Leuconostocaceae>Weissella"
"Weissella cibaria"	"S"	137591	278	7	3	NA	NA	64	72	40	278	NA	11	68	3	0.01626	0.002057	0.005795	NA	NA	0.006803	0.007699	0.005153	0.01626	NA	0.007353	0.007393	0.006203	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Leuconostocaceae>Weissella"
"Leuconostoc"	"G"	1243	78	23	6	NA	NA	78	62	71	51	NA	3	40	1	0.01159	0.006759	0.01159	NA	NA	0.008291	0.00663	0.009146	0.002983	NA	0.002005	0.004349	0.002068	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Leuconostocaceae"
"Leuconostoc mesenteroides"	"S"	1245	39	17	4	NA	NA	39	19	28	1	NA	NA	14	NA	0.007727	0.004996	0.007727	NA	NA	0.004145	0.002032	0.003607	5.848e-05	NA	NA	0.001522	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Leuconostocaceae>Leuconostoc"
"Leuconostoc carnosum"	"S"	1252	16	1	1	NA	NA	16	11	1	NA	NA	NA	1	NA	0.001932	0.0002939	0.001932	NA	NA	0.001701	0.001176	0.0001288	NA	NA	NA	0.0001087	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Leuconostocaceae>Leuconostoc"
"Oenococcus"	"G"	46254	41	3	NA	NA	NA	20	26	30	41	NA	2	24	1	0.003864	0.0008816	NA	NA	NA	0.002126	0.00278	0.003864	0.002398	NA	0.001337	0.002609	0.002068	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Leuconostocaceae"
"Oenococcus oeni"	"S"	1247	41	3	NA	NA	NA	20	26	30	41	NA	2	24	1	0.003864	0.0008816	NA	NA	NA	0.002126	0.00278	0.003864	0.002398	NA	0.001337	0.002609	0.002068	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Leuconostocaceae>Oenococcus"
"Aerococcaceae"	"F"	186827	1882	41	7	NA	NA	298	301	278	1882	1	45	311	12	0.1205	0.01205	0.01352	NA	NA	0.03168	0.03219	0.03581	0.1101	0.1205	0.03008	0.03381	0.02481	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales"
"Aerococcus"	"G"	1375	1882	41	7	NA	NA	298	301	278	1882	1	45	311	12	0.1205	0.01205	0.01352	NA	NA	0.03168	0.03219	0.03581	0.1101	0.1205	0.03008	0.03381	0.02481	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Aerococcaceae"
"Aerococcus urinaeequi"	"S"	51665	48	8	NA	NA	NA	46	48	39	27	NA	8	44	4	0.008271	0.002351	NA	NA	NA	0.00489	0.005133	0.005024	0.001579	NA	0.005347	0.004784	0.008271	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Aerococcaceae>Aerococcus"
"Aerococcus christensenii"	"S"	87541	187	6	1	NA	NA	32	44	34	187	NA	1	3	NA	0.01094	0.001763	0.001932	NA	NA	0.003401	0.004705	0.00438	0.01094	NA	0.0006684	0.0003262	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Aerococcaceae>Aerococcus"
"Aerococcus urinaehominis"	"S"	128944	173	2	NA	NA	NA	7	7	2	173	NA	2	4	NA	0.01012	0.0005878	NA	NA	NA	0.0007441	0.0007485	0.0002576	0.01012	NA	0.001337	0.0004349	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Aerococcaceae>Aerococcus"
"Aerococcus urinae"	"S"	1376	564	1	NA	NA	NA	2	3	6	564	NA	NA	3	NA	0.03298	0.0002939	NA	NA	NA	0.0002126	0.0003208	0.0007729	0.03298	NA	NA	0.0003262	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Aerococcaceae>Aerococcus"
"Aerococcus viridans"	"S"	1377	70	1	2	NA	NA	40	36	36	70	NA	8	41	NA	0.005347	0.0002939	0.003864	NA	NA	0.004252	0.00385	0.004637	0.004094	NA	0.005347	0.004458	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Aerococcaceae>Aerococcus"
"Aerococcus sanguinicola"	"S"	119206	86	1	NA	NA	NA	NA	2	2	86	NA	NA	1	NA	0.005029	0.0002939	NA	NA	NA	NA	0.0002139	0.0002576	0.005029	NA	NA	0.0001087	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Aerococcaceae>Aerococcus"
"Bacillales"	"O"	1385	399240	2100	414	42	28	7950	8163	6685	399241	9	875	4934	347	23.35	0.6171	0.7998	4.85	2.062	0.845	0.8729	0.8611	23.35	1.084	0.5849	0.5364	0.7175	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli"
"Bacillaceae"	"F"	186817	179590	1109	224	25	11	4105	4413	3441	179593	3	418	2116	182	10.5	0.3259	0.4327	2.887	0.81	0.4363	0.4719	0.4432	10.5	0.3614	0.2794	0.2301	0.3763	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales"
"Bacillus"	"G"	1386	169780	1019	204	21	8	3661	3977	3055	169783	3	379	1898	158	9.929	0.2995	0.3941	2.425	0.5891	0.3891	0.4253	0.3935	9.929	0.3614	0.2533	0.2064	0.3267	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Bacillus cereus group"	"S"	86661	54221	593	106	8	4	2021	2234	1599	54221	2	171	838	72	3.171	0.1743	0.2048	0.9238	0.2946	0.2148	0.2389	0.206	3.171	0.241	0.1143	0.09111	0.1489	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus cereus"	"S"	1396	47290	437	76	8	NA	1450	1580	1136	47290	2	111	572	44	2.766	0.1284	0.1468	0.9238	NA	0.1541	0.169	0.1463	2.766	0.241	0.0742	0.06219	0.09098	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;cereus&nbsp;group"
