"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_august_BC01.cladeReads"	"centrifuge_16s_classification_august_BC02.cladeReads"	"centrifuge_16s_classification_august_BC03.cladeReads"	"centrifuge_16s_classification_august_BC04.cladeReads"	"centrifuge_16s_classification_august_BC05.cladeReads"	"centrifuge_16s_classification_august_BC06.cladeReads"	"centrifuge_16s_classification_august_BC07.cladeReads"	"centrifuge_16s_classification_august_BC08.cladeReads"	"centrifuge_16s_classification_august_BC09.cladeReads"	"centrifuge_16s_classification_august_BC10.cladeReads"	"centrifuge_16s_classification_august_BC11.cladeReads"	"centrifuge_16s_classification_august_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_august_BC01.cladeReads.."	"centrifuge_16s_classification_august_BC02.cladeReads.."	"centrifuge_16s_classification_august_BC03.cladeReads.."	"centrifuge_16s_classification_august_BC04.cladeReads.."	"centrifuge_16s_classification_august_BC05.cladeReads.."	"centrifuge_16s_classification_august_BC06.cladeReads.."	"centrifuge_16s_classification_august_BC07.cladeReads.."	"centrifuge_16s_classification_august_BC08.cladeReads.."	"centrifuge_16s_classification_august_BC09.cladeReads.."	"centrifuge_16s_classification_august_BC10.cladeReads.."	"centrifuge_16s_classification_august_BC11.cladeReads.."	"centrifuge_16s_classification_august_BC12.cladeReads.."	"lineage"
"MT5B39"	"C"	14469	16	16	4	NA	NA	NA	4	3	NA	NA	NA	4	1	0.007727	0.004702	0.007727	NA	NA	NA	0.0004277	0.0003864	NA	NA	NA	0.0004349	0.002068	"Bacteria>Nitrospinae"
"Poribacteria"	"P"	14501	43	16	2	NA	NA	19	43	8	1	NA	NA	8	2	0.004702	0.004702	0.003864	NA	NA	0.00202	0.004598	0.001031	5.848e-05	NA	NA	0.0008698	0.004135	"Bacteria"
"Synergistetes"	"P"	3898	28	14	4	NA	NA	11	28	25	8	NA	5	20	2	0.007727	0.004114	0.007727	NA	NA	0.001169	0.002994	0.00322	0.0004679	NA	0.003342	0.002174	0.004135	"Bacteria"
"Synergistia"	"C"	3899	28	14	4	NA	NA	11	28	25	8	NA	5	20	2	0.007727	0.004114	0.007727	NA	NA	0.001169	0.002994	0.00322	0.0004679	NA	0.003342	0.002174	0.004135	"Bacteria>Synergistetes"
"Synergistales"	"O"	3900	28	14	4	NA	NA	11	28	25	8	NA	5	20	2	0.007727	0.004114	0.007727	NA	NA	0.001169	0.002994	0.00322	0.0004679	NA	0.003342	0.002174	0.004135	"Bacteria>Synergistetes>Synergistia"
"Synergistaceae"	"F"	3901	28	14	4	NA	NA	11	28	25	8	NA	5	20	2	0.007727	0.004114	0.007727	NA	NA	0.001169	0.002994	0.00322	0.0004679	NA	0.003342	0.002174	0.004135	"Bacteria>Synergistetes>Synergistia>Synergistales"
"uncultured"	"G"	3916	18	8	4	NA	NA	6	18	10	3	NA	NA	10	1	0.007727	0.002351	0.007727	NA	NA	0.0006378	0.001925	0.001288	0.0001754	NA	NA	0.001087	0.002068	"Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae"
"Fretibacterium"	"G"	3910	8	6	NA	NA	NA	3	5	8	1	NA	3	4	NA	0.002005	0.001763	NA	NA	NA	0.0003189	0.0005347	0.001031	5.848e-05	NA	0.002005	0.0004349	NA	"Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae"
"Dependentiae"	"P"	25541	22	12	1	NA	NA	20	22	14	4	NA	1	5	2	0.004135	0.003527	0.001932	NA	NA	0.002126	0.002353	0.001803	0.0002339	NA	0.0006684	0.0005436	0.004135	"Bacteria"
"Babeliae"	"C"	25542	22	12	1	NA	NA	20	22	14	4	NA	1	5	2	0.004135	0.003527	0.001932	NA	NA	0.002126	0.002353	0.001803	0.0002339	NA	0.0006684	0.0005436	0.004135	"Bacteria>Dependentiae"
"Babeliales"	"O"	25543	22	12	1	NA	NA	20	22	14	4	NA	1	5	2	0.004135	0.003527	0.001932	NA	NA	0.002126	0.002353	0.001803	0.0002339	NA	0.0006684	0.0005436	0.004135	"Bacteria>Dependentiae>Babeliae"
"Vermiphilaceae"	"F"	25548	9	3	NA	NA	NA	4	9	3	NA	NA	NA	3	2	0.004135	0.0008816	NA	NA	NA	0.0004252	0.0009624	0.0003864	NA	NA	NA	0.0003262	0.004135	"Bacteria>Dependentiae>Babeliae>Babeliales"
"Elusimicrobia"	"P"	1632	25	9	1	NA	NA	17	25	20	1	NA	3	10	1	0.002673	0.002645	0.001932	NA	NA	0.001807	0.002673	0.002576	5.848e-05	NA	0.002005	0.001087	0.002068	"Bacteria"
"Elusimicrobia"	"C"	1633	9	4	NA	NA	NA	5	5	6	NA	NA	2	9	1	0.002068	0.001176	NA	NA	NA	0.0005315	0.0005347	0.0007729	NA	NA	0.001337	0.0009785	0.002068	"Bacteria>Elusimicrobia"
"Lineage IV"	"O"	1642	9	3	NA	NA	NA	5	5	6	NA	NA	2	9	1	0.002068	0.0008816	NA	NA	NA	0.0005315	0.0005347	0.0007729	NA	NA	0.001337	0.0009785	0.002068	"Bacteria>Elusimicrobia>Elusimicrobia"
"MVP-88"	"O"	1644	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Elusimicrobia>Elusimicrobia"
"Lineage IIc"	"C"	25558	19	4	1	NA	NA	8	19	7	NA	NA	NA	NA	NA	0.002032	0.001176	0.001932	NA	NA	0.0008504	0.002032	0.0009017	NA	NA	NA	NA	NA	"Bacteria>Elusimicrobia"
"Endomicrobia"	"C"	25552	3	1	NA	NA	NA	3	NA	1	NA	NA	NA	NA	NA	0.0003189	0.0002939	NA	NA	NA	0.0003189	NA	0.0001288	NA	NA	NA	NA	NA	"Bacteria>Elusimicrobia"
"Endomicrobiales"	"O"	25553	3	1	NA	NA	NA	3	NA	1	NA	NA	NA	NA	NA	0.0003189	0.0002939	NA	NA	NA	0.0003189	NA	0.0001288	NA	NA	NA	NA	NA	"Bacteria>Elusimicrobia>Endomicrobia"
"Endomicrobiaceae"	"F"	25554	3	1	NA	NA	NA	3	NA	1	NA	NA	NA	NA	NA	0.0003189	0.0002939	NA	NA	NA	0.0003189	NA	0.0001288	NA	NA	NA	NA	NA	"Bacteria>Elusimicrobia>Endomicrobia>Endomicrobiales"
"Candidatus Endomicrobium"	"G"	25555	3	1	NA	NA	NA	3	NA	1	NA	NA	NA	NA	NA	0.0003189	0.0002939	NA	NA	NA	0.0003189	NA	0.0001288	NA	NA	NA	NA	NA	"Bacteria>Elusimicrobia>Endomicrobia>Endomicrobiales>Endomicrobiaceae"
"Acetothermia"	"P"	11130	20	9	1	NA	NA	17	20	12	3	NA	NA	14	2	0.004135	0.002645	0.001932	NA	NA	0.001807	0.002139	0.001546	0.0001754	NA	NA	0.001522	0.004135	"Bacteria"
"Acetothermiia"	"C"	24412	20	9	1	NA	NA	17	20	12	3	NA	NA	14	2	0.004135	0.002645	0.001932	NA	NA	0.001807	0.002139	0.001546	0.0001754	NA	NA	0.001522	0.004135	"Bacteria>Acetothermia"
"Fibrobacteres"	"P"	1646	144	8	NA	NA	NA	45	71	144	7	NA	9	79	2	0.01855	0.002351	NA	NA	NA	0.004783	0.007592	0.01855	0.0004094	NA	0.006016	0.008589	0.004135	"Bacteria"
"Fibrobacteria"	"C"	1647	142	8	NA	NA	NA	44	71	142	7	NA	9	78	2	0.01829	0.002351	NA	NA	NA	0.004677	0.007592	0.01829	0.0004094	NA	0.006016	0.00848	0.004135	"Bacteria>Fibrobacteres"
"Fibrobacterales"	"O"	1648	142	8	NA	NA	NA	44	71	142	7	NA	9	78	2	0.01829	0.002351	NA	NA	NA	0.004677	0.007592	0.01829	0.0004094	NA	0.006016	0.00848	0.004135	"Bacteria>Fibrobacteres>Fibrobacteria"
"Fibrobacteraceae"	"F"	1654	142	7	NA	NA	NA	37	60	142	6	NA	8	71	NA	0.01829	0.002057	NA	NA	NA	0.003933	0.006416	0.01829	0.0003509	NA	0.005347	0.007719	NA	"Bacteria>Fibrobacteres>Fibrobacteria>Fibrobacterales"
"uncultured"	"G"	1659	115	5	NA	NA	NA	24	26	115	1	NA	5	46	NA	0.01481	0.001469	NA	NA	NA	0.002551	0.00278	0.01481	5.848e-05	NA	0.003342	0.005001	NA	"Bacteria>Fibrobacteres>Fibrobacteria>Fibrobacterales>Fibrobacteraceae"
"Fibrobacter"	"G"	1655	11	1	NA	NA	NA	3	11	2	5	NA	NA	3	NA	0.001176	0.0002939	NA	NA	NA	0.0003189	0.001176	0.0002576	0.0002924	NA	NA	0.0003262	NA	"Bacteria>Fibrobacteres>Fibrobacteria>Fibrobacterales>Fibrobacteraceae"
"possible genus 05"	"G"	1657	12	1	NA	NA	NA	4	12	6	NA	NA	NA	3	NA	0.001283	0.0002939	NA	NA	NA	0.0004252	0.001283	0.0007729	NA	NA	NA	0.0003262	NA	"Bacteria>Fibrobacteres>Fibrobacteria>Fibrobacterales>Fibrobacteraceae"
"possible family 02"	"F"	1666	5	1	NA	NA	NA	2	5	NA	NA	NA	NA	NA	NA	0.0005347	0.0002939	NA	NA	NA	0.0002126	0.0005347	NA	NA	NA	NA	NA	NA	"Bacteria>Fibrobacteres>Fibrobacteria>Fibrobacterales"
"FBP"	"P"	14342	20	6	NA	NA	NA	8	20	7	NA	NA	NA	8	NA	0.002139	0.001763	NA	NA	NA	0.0008504	0.002139	0.0009017	NA	NA	NA	0.0008698	NA	"Bacteria"
"Caldiserica"	"P"	1292	5	5	1	NA	NA	5	5	5	1	NA	NA	2	NA	0.001932	0.001469	0.001932	NA	NA	0.0005315	0.0005347	0.0006441	5.848e-05	NA	NA	0.0002174	NA	"Bacteria"
"Caldisericia"	"C"	1293	5	5	1	NA	NA	5	5	5	1	NA	NA	2	NA	0.001932	0.001469	0.001932	NA	NA	0.0005315	0.0005347	0.0006441	5.848e-05	NA	NA	0.0002174	NA	"Bacteria>Caldiserica"
"Caldisericales"	"O"	1294	5	5	1	NA	NA	5	5	5	1	NA	NA	2	NA	0.001932	0.001469	0.001932	NA	NA	0.0005315	0.0005347	0.0006441	5.848e-05	NA	NA	0.0002174	NA	"Bacteria>Caldiserica>Caldisericia"
"Caldisericaceae"	"F"	1296	5	2	1	NA	NA	5	4	5	NA	NA	NA	1	NA	0.001932	0.0005878	0.001932	NA	NA	0.0005315	0.0004277	0.0006441	NA	NA	NA	0.0001087	NA	"Bacteria>Caldiserica>Caldisericia>Caldisericales"
"Caldisericum"	"G"	1297	5	2	1	NA	NA	5	4	5	NA	NA	NA	1	NA	0.001932	0.0005878	0.001932	NA	NA	0.0005315	0.0004277	0.0006441	NA	NA	NA	0.0001087	NA	"Bacteria>Caldiserica>Caldisericia>Caldisericales>Caldisericaceae"
"LF045"	"F"	1298	2	2	NA	NA	NA	NA	1	NA	1	NA	NA	1	NA	0.0005878	0.0005878	NA	NA	NA	NA	0.0001069	NA	5.848e-05	NA	NA	0.0001087	NA	"Bacteria>Caldiserica>Caldisericia>Caldisericales"
"WCHB1-02"	"F"	1301	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Caldiserica>Caldisericia>Caldisericales"
"Calditrichaeota"	"P"	25102	31	5	1	NA	NA	1	6	2	31	NA	1	4	NA	0.001932	0.001469	0.001932	NA	NA	0.0001063	0.0006416	0.0002576	0.001813	NA	0.0006684	0.0004349	NA	"Bacteria"
"Calditrichia"	"C"	25103	31	5	1	NA	NA	1	6	2	31	NA	1	4	NA	0.001932	0.001469	0.001932	NA	NA	0.0001063	0.0006416	0.0002576	0.001813	NA	0.0006684	0.0004349	NA	"Bacteria>Calditrichaeota"
"Calditrichales"	"O"	25104	31	5	1	NA	NA	1	6	2	31	NA	1	4	NA	0.001932	0.001469	0.001932	NA	NA	0.0001063	0.0006416	0.0002576	0.001813	NA	0.0006684	0.0004349	NA	"Bacteria>Calditrichaeota>Calditrichia"
"Calditrichaceae"	"F"	25105	31	5	1	NA	NA	1	6	2	31	NA	1	4	NA	0.001932	0.001469	0.001932	NA	NA	0.0001063	0.0006416	0.0002576	0.001813	NA	0.0006684	0.0004349	NA	"Bacteria>Calditrichaeota>Calditrichia>Calditrichales"
"SM23-31"	"G"	25109	2	2	1	NA	NA	NA	NA	1	NA	NA	1	1	NA	0.001932	0.0005878	0.001932	NA	NA	NA	NA	0.0001288	NA	NA	0.0006684	0.0001087	NA	"Bacteria>Calditrichaeota>Calditrichia>Calditrichales>Calditrichaceae"
"Hydrogenedentes"	"P"	11400	45	4	NA	NA	NA	6	9	3	45	NA	2	3	NA	0.002632	0.001176	NA	NA	NA	0.0006378	0.0009624	0.0003864	0.002632	NA	0.001337	0.0003262	NA	"Bacteria"
"Hydrogenedentia"	"C"	25702	45	4	NA	NA	NA	6	9	3	45	NA	2	3	NA	0.002632	0.001176	NA	NA	NA	0.0006378	0.0009624	0.0003864	0.002632	NA	0.001337	0.0003262	NA	"Bacteria>Hydrogenedentes"
"Hydrogenedentiales"	"O"	25703	45	4	NA	NA	NA	6	9	3	45	NA	2	3	NA	0.002632	0.001176	NA	NA	NA	0.0006378	0.0009624	0.0003864	0.002632	NA	0.001337	0.0003262	NA	"Bacteria>Hydrogenedentes>Hydrogenedentia"
"Hydrogenedensaceae"	"F"	25704	45	4	NA	NA	NA	6	9	3	45	NA	2	3	NA	0.002632	0.001176	NA	NA	NA	0.0006378	0.0009624	0.0003864	0.002632	NA	0.001337	0.0003262	NA	"Bacteria>Hydrogenedentes>Hydrogenedentia>Hydrogenedentiales"
"Chlamydiae"	"P"	1334	49	3	1	NA	NA	21	22	22	49	NA	1	3	NA	0.002866	0.0008816	0.001932	NA	NA	0.002232	0.002353	0.002834	0.002866	NA	0.0006684	0.0003262	NA	"Bacteria"
"LD1-PA32"	"C"	14326	34	2	1	NA	NA	21	21	21	34	NA	1	1	NA	0.002705	0.0005878	0.001932	NA	NA	0.002232	0.002246	0.002705	0.001988	NA	0.0006684	0.0001087	NA	"Bacteria>Chlamydiae"
"Chlamydiae"	"C"	1335	15	1	NA	NA	NA	NA	1	1	15	NA	NA	2	NA	0.0008772	0.0002939	NA	NA	NA	NA	0.0001069	0.0001288	0.0008772	NA	NA	0.0002174	NA	"Bacteria>Chlamydiae"
"Chlamydiales"	"O"	1336	15	1	NA	NA	NA	NA	1	1	15	NA	NA	2	NA	0.0008772	0.0002939	NA	NA	NA	NA	0.0001069	0.0001288	0.0008772	NA	NA	0.0002174	NA	"Bacteria>Chlamydiae>Chlamydiae"
"Chlamydiaceae"	"F"	1337	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chlamydiae>Chlamydiae>Chlamydiales"
"uncultured"	"G"	1341	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chlamydiae>Chlamydiae>Chlamydiales>Chlamydiaceae"
"Thermotogae"	"P"	3963	7	3	NA	NA	NA	3	4	7	5	NA	2	2	NA	0.001337	0.0008816	NA	NA	NA	0.0003189	0.0004277	0.0009017	0.0002924	NA	0.001337	0.0002174	NA	"Bacteria"
"Thermotogae"	"C"	3964	7	3	NA	NA	NA	3	4	7	5	NA	2	2	NA	0.001337	0.0008816	NA	NA	NA	0.0003189	0.0004277	0.0009017	0.0002924	NA	0.001337	0.0002174	NA	"Bacteria>Thermotogae"
"Petrotogales"	"O"	14719	4	2	NA	NA	NA	3	4	3	3	NA	1	NA	NA	0.0006684	0.0005878	NA	NA	NA	0.0003189	0.0004277	0.0003864	0.0001754	NA	0.0006684	NA	NA	"Bacteria>Thermotogae>Thermotogae"
"Petrotogaceae"	"F"	14720	4	2	NA	NA	NA	3	4	3	3	NA	1	NA	NA	0.0006684	0.0005878	NA	NA	NA	0.0003189	0.0004277	0.0003864	0.0001754	NA	0.0006684	NA	NA	"Bacteria>Thermotogae>Thermotogae>Petrotogales"
"Marinitoga"	"G"	14724	1	1	NA	NA	NA	1	NA	1	1	NA	1	NA	NA	0.0006684	0.0002939	NA	NA	NA	0.0001063	NA	0.0001288	5.848e-05	NA	0.0006684	NA	NA	"Bacteria>Thermotogae>Thermotogae>Petrotogales>Petrotogaceae"
"SC103"	"G"	14727	3	1	NA	NA	NA	2	3	1	NA	NA	NA	NA	NA	0.0003208	0.0002939	NA	NA	NA	0.0002126	0.0003208	0.0001288	NA	NA	NA	NA	NA	"Bacteria>Thermotogae>Thermotogae>Petrotogales>Petrotogaceae"
"Thermotogales"	"O"	3965	2	1	NA	NA	NA	NA	NA	2	1	NA	1	NA	NA	0.0006684	0.0002939	NA	NA	NA	NA	NA	0.0002576	5.848e-05	NA	0.0006684	NA	NA	"Bacteria>Thermotogae>Thermotogae"
"Fervidobacteriaceae"	"F"	14728	2	1	NA	NA	NA	NA	NA	2	1	NA	1	NA	NA	0.0006684	0.0002939	NA	NA	NA	NA	NA	0.0002576	5.848e-05	NA	0.0006684	NA	NA	"Bacteria>Thermotogae>Thermotogae>Thermotogales"
"Thermosipho"	"G"	14730	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Thermotogae>Thermotogae>Thermotogales>Fervidobacteriaceae"
"BRC1"	"P"	14244	18	3	NA	NA	NA	7	13	4	18	NA	NA	3	NA	0.00139	0.0008816	NA	NA	NA	0.0007441	0.00139	0.0005153	0.001053	NA	NA	0.0003262	NA	"Bacteria"
"Rokubacteria"	"P"	26887	16	3	NA	NA	NA	5	5	16	7	NA	2	5	NA	0.002061	0.0008816	NA	NA	NA	0.0005315	0.0005347	0.002061	0.0004094	NA	0.001337	0.0005436	NA	"Bacteria"
"NC10"	"C"	26888	16	3	NA	NA	NA	5	5	16	7	NA	2	5	NA	0.002061	0.0008816	NA	NA	NA	0.0005315	0.0005347	0.002061	0.0004094	NA	0.001337	0.0005436	NA	"Bacteria>Rokubacteria"
"Rokubacteriales"	"O"	26897	10	2	NA	NA	NA	4	5	10	7	NA	2	5	NA	0.001337	0.0005878	NA	NA	NA	0.0004252	0.0005347	0.001288	0.0004094	NA	0.001337	0.0005436	NA	"Bacteria>Rokubacteria>NC10"
"Methylomirabilales"	"O"	26889	6	1	NA	NA	NA	1	NA	6	NA	NA	NA	NA	NA	0.0007729	0.0002939	NA	NA	NA	0.0001063	NA	0.0007729	NA	NA	NA	NA	NA	"Bacteria>Rokubacteria>NC10"
"Methylomirabilaceae"	"F"	26890	6	1	NA	NA	NA	1	NA	6	NA	NA	NA	NA	NA	0.0007729	0.0002939	NA	NA	NA	0.0001063	NA	0.0007729	NA	NA	NA	NA	NA	"Bacteria>Rokubacteria>NC10>Methylomirabilales"
"wb1-A12"	"G"	26896	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Rokubacteria>NC10>Methylomirabilales>Methylomirabilaceae"
"Zixibacteria"	"P"	27012	9	3	NA	NA	NA	3	1	4	8	NA	1	9	NA	0.0009785	0.0008816	NA	NA	NA	0.0003189	0.0001069	0.0005153	0.0004679	NA	0.0006684	0.0009785	NA	"Bacteria"
"Deferribacteres"	"P"	1594	6	2	NA	NA	NA	2	6	3	2	NA	NA	5	NA	0.0006416	0.0005878	NA	NA	NA	0.0002126	0.0006416	0.0003864	0.000117	NA	NA	0.0005436	NA	"Bacteria"
"Deferribacteres"	"C"	1595	6	2	NA	NA	NA	2	6	3	2	NA	NA	5	NA	0.0006416	0.0005878	NA	NA	NA	0.0002126	0.0006416	0.0003864	0.000117	NA	NA	0.0005436	NA	"Bacteria>Deferribacteres"
"Deferribacterales"	"O"	1596	6	2	NA	NA	NA	2	6	3	2	NA	NA	5	NA	0.0006416	0.0005878	NA	NA	NA	0.0002126	0.0006416	0.0003864	0.000117	NA	NA	0.0005436	NA	"Bacteria>Deferribacteres>Deferribacteres"
"Deferribacteraceae"	"F"	1597	6	2	NA	NA	NA	2	6	3	2	NA	NA	5	NA	0.0006416	0.0005878	NA	NA	NA	0.0002126	0.0006416	0.0003864	0.000117	NA	NA	0.0005436	NA	"Bacteria>Deferribacteres>Deferribacteres>Deferribacterales"
"Mucispirillum"	"G"	1603	4	1	NA	NA	NA	NA	4	1	NA	NA	NA	NA	NA	0.0004277	0.0002939	NA	NA	NA	NA	0.0004277	0.0001288	NA	NA	NA	NA	NA	"Bacteria>Deferribacteres>Deferribacteres>Deferribacterales>Deferribacteraceae"
"Seleniivibrio"	"G"	25540	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Deferribacteres>Deferribacteres>Deferribacterales>Deferribacteraceae"
"Halanaerobiaeota"	"P"	25682	23	2	NA	NA	NA	13	7	9	23	NA	2	11	1	0.002068	0.0005878	NA	NA	NA	0.001382	0.0007485	0.001159	0.001345	NA	0.001337	0.001196	0.002068	"Bacteria"
"Halanaerobiia"	"C"	25683	23	2	NA	NA	NA	13	7	9	23	NA	2	11	1	0.002068	0.0005878	NA	NA	NA	0.001382	0.0007485	0.001159	0.001345	NA	0.001337	0.001196	0.002068	"Bacteria>Halanaerobiaeota"
"Halanaerobiales"	"O"	25684	23	2	NA	NA	NA	13	7	9	23	NA	2	11	1	0.002068	0.0005878	NA	NA	NA	0.001382	0.0007485	0.001159	0.001345	NA	0.001337	0.001196	0.002068	"Bacteria>Halanaerobiaeota>Halanaerobiia"
"Halanaerobiaceae"	"F"	25685	18	2	NA	NA	NA	6	4	5	18	NA	NA	3	1	0.002068	0.0005878	NA	NA	NA	0.0006378	0.0004277	0.0006441	0.001053	NA	NA	0.0003262	0.002068	"Bacteria>Halanaerobiaeota>Halanaerobiia>Halanaerobiales"
"Halarsenatibacter"	"G"	25687	13	2	NA	NA	NA	6	4	5	13	NA	NA	1	1	0.002068	0.0005878	NA	NA	NA	0.0006378	0.0004277	0.0006441	0.0007603	NA	NA	0.0001087	0.002068	"Bacteria>Halanaerobiaeota>Halanaerobiia>Halanaerobiales>Halanaerobiaceae"
"Margulisbacteria"	"P"	25726	34	2	1	NA	NA	22	30	34	2	NA	NA	4	NA	0.00438	0.0005878	0.001932	NA	NA	0.002338	0.003208	0.00438	0.000117	NA	NA	0.0004349	NA	"Bacteria"
"Modulibacteria"	"P"	25727	12	2	NA	NA	NA	4	12	4	9	NA	NA	4	1	0.002068	0.0005878	NA	NA	NA	0.0004252	0.001283	0.0005153	0.0005263	NA	NA	0.0004349	0.002068	"Bacteria"
"Moduliflexia"	"C"	25728	12	2	NA	NA	NA	4	12	4	9	NA	NA	4	1	0.002068	0.0005878	NA	NA	NA	0.0004252	0.001283	0.0005153	0.0005263	NA	NA	0.0004349	0.002068	"Bacteria>Modulibacteria"
"Moduliflexales"	"O"	25729	12	2	NA	NA	NA	4	12	4	9	NA	NA	4	1	0.002068	0.0005878	NA	NA	NA	0.0004252	0.001283	0.0005153	0.0005263	NA	NA	0.0004349	0.002068	"Bacteria>Modulibacteria>Moduliflexia"
"Moduliflexaceae"	"F"	25730	12	2	NA	NA	NA	4	12	4	9	NA	NA	4	1	0.002068	0.0005878	NA	NA	NA	0.0004252	0.001283	0.0005153	0.0005263	NA	NA	0.0004349	0.002068	"Bacteria>Modulibacteria>Moduliflexia>Moduliflexales"
"WOR-1"	"P"	27009	15	2	NA	NA	NA	11	15	11	NA	NA	1	12	NA	0.001604	0.0005878	NA	NA	NA	0.001169	0.001604	0.001417	NA	NA	0.0006684	0.001305	NA	"Bacteria"
"Atribacteria"	"P"	11163	12	1	NA	NA	NA	8	10	5	12	NA	1	3	1	0.002068	0.0002939	NA	NA	NA	0.0008504	0.001069	0.0006441	0.0007018	NA	0.0006684	0.0003262	0.002068	"Bacteria"
"Caldatribacteriia"	"C"	24590	12	1	NA	NA	NA	8	9	5	12	NA	1	3	1	0.002068	0.0002939	NA	NA	NA	0.0008504	0.0009624	0.0006441	0.0007018	NA	0.0006684	0.0003262	0.002068	"Bacteria>Atribacteria"
"Caldatribacteriales"	"O"	24591	12	1	NA	NA	NA	8	9	5	12	NA	1	3	1	0.002068	0.0002939	NA	NA	NA	0.0008504	0.0009624	0.0006441	0.0007018	NA	0.0006684	0.0003262	0.002068	"Bacteria>Atribacteria>Caldatribacteriia"
"Caldatribacteriaceae"	"F"	24592	12	1	NA	NA	NA	8	9	5	12	NA	1	3	1	0.002068	0.0002939	NA	NA	NA	0.0008504	0.0009624	0.0006441	0.0007018	NA	0.0006684	0.0003262	0.002068	"Bacteria>Atribacteria>Caldatribacteriia>Caldatribacteriales"
"Candidatus Caldatribacterium"	"G"	24593	12	1	NA	NA	NA	8	9	5	12	NA	1	3	1	0.002068	0.0002939	NA	NA	NA	0.0008504	0.0009624	0.0006441	0.0007018	NA	0.0006684	0.0003262	0.002068	"Bacteria>Atribacteria>Caldatribacteriia>Caldatribacteriales>Caldatribacteriaceae"
"Cloacimonetes"	"P"	11239	3	1	NA	NA	NA	1	1	3	2	NA	1	2	NA	0.0006684	0.0002939	NA	NA	NA	0.0001063	0.0001069	0.0003864	0.000117	NA	0.0006684	0.0002174	NA	"Bacteria"
"Cloacimonadia"	"C"	25205	3	1	NA	NA	NA	1	1	3	2	NA	1	2	NA	0.0006684	0.0002939	NA	NA	NA	0.0001063	0.0001069	0.0003864	0.000117	NA	0.0006684	0.0002174	NA	"Bacteria>Cloacimonetes"
"Cloacimonadales"	"O"	25206	3	1	NA	NA	NA	1	1	3	2	NA	1	2	NA	0.0006684	0.0002939	NA	NA	NA	0.0001063	0.0001069	0.0003864	0.000117	NA	0.0006684	0.0002174	NA	"Bacteria>Cloacimonetes>Cloacimonadia"
"Cloacimonadaceae"	"F"	25208	3	1	NA	NA	NA	1	NA	3	2	NA	1	2	NA	0.0006684	0.0002939	NA	NA	NA	0.0001063	NA	0.0003864	0.000117	NA	0.0006684	0.0002174	NA	"Bacteria>Cloacimonetes>Cloacimonadia>Cloacimonadales"
"Candidatus Cloacimonas"	"G"	25210	2	1	NA	NA	NA	1	NA	2	2	NA	NA	2	NA	0.0002939	0.0002939	NA	NA	NA	0.0001063	NA	0.0002576	0.000117	NA	NA	0.0002174	NA	"Bacteria>Cloacimonetes>Cloacimonadia>Cloacimonadales>Cloacimonadaceae"
"LCP-89"	"P"	11402	13	1	NA	NA	NA	5	13	12	NA	NA	NA	NA	NA	0.001546	0.0002939	NA	NA	NA	0.0005315	0.00139	0.001546	NA	NA	NA	NA	NA	"Bacteria"
"Latescibacteria"	"P"	11403	19	1	1	NA	NA	16	11	19	NA	NA	2	11	2	0.004135	0.0002939	0.001932	NA	NA	0.001701	0.001176	0.002447	NA	NA	0.001337	0.001196	0.004135	"Bacteria"
"FCPU426"	"P"	14343	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria"
"GAL15"	"P"	14407	2	1	NA	NA	NA	NA	2	NA	NA	NA	NA	1	NA	0.0002939	0.0002939	NA	NA	NA	NA	0.0002139	NA	NA	NA	NA	0.0001087	NA	"Bacteria"
"Entotheonellaeota"	"P"	25560	11	1	NA	NA	1	2	2	4	11	NA	NA	NA	1	0.07364	0.0002939	NA	NA	0.07364	0.0002126	0.0002139	0.0005153	0.0006433	NA	NA	NA	0.002068	"Bacteria"
