	1-April_family.tsv	1-August_family.tsv	1-June_family.tsv	2-April_family.tsv	2-August_family.tsv	3-April_family.tsv	4-April_family.tsv	4-August_family.tsv	5-April_family.tsv	5-August_family.tsv	6-August_family.tsv	6-June_family.tsv	7-April_family.tsv	8-April_family.tsv	9.1-August_family.tsv	9.2-August_family.tsv	Mock-April_family.tsv	Mock-August_family.tsv	Mock-June_family.tsv	N-August_family.tsv
Sphingobacteriaceae	37.0	17.0	2.0	19.0	39.0	39.0	22.0	17.0	36.0	13.0	7.0	0.0	13.0	28.0	11.0	25.0	0.0	0.0	0.0	18.0
Sphingomonadaceae	286.0	374.0	807.0	912.0	1431.0	329.0	632.0	735.0	506.0	390.0	732.0	889.0	4789.0	594.0	1989.0	1578.0	2.0	2.0	4.0	444.0
Spirochaetaceae	1.0	5.0	7.0	4.0	0.0	0.0	0.0	1.0	2.0	0.0	2.0	0.0	3.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0
Spirosomaceae	8202.0	15417.0	8389.0	1468.0	13625.0	9750.0	5640.0	5065.0	4614.0	4644.0	4460.0	1059.0	2229.0	2532.0	10012.0	7773.0	3.0	21.0	10.0	13121.0
Spongiibacteraceae	13.0	11.0	9.0	6.0	4.0	2.0	33.0	29.0	5.0	4.0	6.0	9.0	329.0	20.0	3.0	6.0	0.0	0.0	0.0	291.0
Sporichthyaceae	67.0	237.0	355.0	65.0	719.0	106.0	103.0	320.0	94.0	199.0	261.0	76.0	32.0	53.0	1459.0	1525.0	0.0	0.0	0.0	109.0
Staphylococcaceae	1.0	5.0	6.0	4.0	2.0	2.0	2.0	0.0	1.0	5.0	5.0	9.0	2.0	1.0	2.0	10.0	3494.0	3461.0	3718.0	0.0
Steroidobacteraceae	3.0	23.0	29.0	35.0	20.0	5.0	13.0	33.0	19.0	16.0	20.0	29.0	27.0	22.0	15.0	17.0	0.0	1.0	0.0	387.0
Streptococcaceae	1.0	2.0	7.0	3.0	6.0	3.0	2.0	5.0	0.0	4.0	3.0	0.0	0.0	15.0	1.0	0.0	0.0	0.0	0.0	0.0
Streptomycetaceae	0.0	0.0	2.0	2.0	3.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Succinivibrionaceae	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
Sulfuricellaceae	26.0	5.0	0.0	39.0	9.0	3.0	16.0	9.0	21.0	7.0	2.0	0.0	32.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
Sulfurospirillaceae	97.0	40.0	36.0	42.0	58.0	131.0	137.0	77.0	100.0	23.0	20.0	4.0	53.0	158.0	77.0	54.0	0.0	0.0	0.0	52.0
Sulfurovaceae	0.0	1.0	0.0	3.0	1.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Synechococcales Incertae Sedis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Syntrophaceae	3.0	3.0	0.0	35.0	5.0	2.0	23.0	16.0	36.0	11.0	12.0	15.0	134.0	28.0	1.0	0.0	0.0	0.0	0.0	0.0
Syntrophobacteraceae	0.0	2.0	0.0	5.0	0.0	0.0	2.0	4.0	3.0	1.0	1.0	4.0	35.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
Syntrophorhabdaceae	0.0	0.0	0.0	9.0	0.0	0.0	8.0	4.0	1.0	1.0	3.0	0.0	31.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
T34	9.0	4.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	4.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
TC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TRA3-20	13.0	21.0	4.0	39.0	6.0	10.0	14.0	24.0	44.0	9.0	19.0	15.0	18.0	12.0	6.0	0.0	0.0	0.0	0.0	0.0
TSAC18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tannerellaceae	1.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	1.0	0.0	0.0	4.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
Tepidisphaeraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Terasakiellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thermoactinomycetaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thermoanaerobaculaceae	0.0	0.0	0.0	6.0	0.0	0.0	2.0	3.0	1.0	1.0	1.0	0.0	5.0	6.0	0.0	0.0	0.0	0.0	0.0	16.0
Thioalkalispiraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thiotrichaceae	3.0	2.0	7.0	15.0	1.0	1.0	2.0	0.0	0.0	1.0	1.0	0.0	38.0	32.0	1.0	0.0	0.0	0.0	0.0	0.0
Thiovulaceae	622.0	96.0	60.0	239.0	210.0	578.0	704.0	393.0	788.0	117.0	118.0	33.0	337.0	393.0	90.0	59.0	0.0	0.0	0.0	0.0
Trueperaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UASB-TL25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UBA12409	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UBA12411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VHS-B3-70	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0
VHS-B4-70	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Veillonellaceae	7.0	6.0	8.0	13.0	2.0	6.0	6.0	14.0	9.0	17.0	18.0	3.0	7.0	19.0	7.0	2.0	0.0	0.0	0.0	0.0
Vermiphilaceae	0.0	7.0	0.0	1.0	4.0	2.0	5.0	4.0	2.0	8.0	9.0	3.0	7.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0
Verrucomicrobiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0
Vibrionaceae	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	3.0	1.0	0.0
Victivallaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	15.0	0.0	5.0	14.0	0.0	0.0	0.0	0.0
Vulgatibacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WD2101 soil group	0.0	4.0	0.0	4.0	2.0	0.0	2.0	0.0	0.0	1.0	4.0	0.0	17.0	1.0	0.0	7.0	0.0	0.0	0.0	0.0
Weeksellaceae	3.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
Woeseiaceae	0.0	1.0	0.0	5.0	0.0	0.0	4.0	2.0	11.0	0.0	2.0	0.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Wohlfahrtiimonadaceae	0.0	2.0	0.0	0.0	1.0	0.0	4.0	1.0	3.0	0.0	1.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Xanthobacteraceae	18.0	19.0	17.0	115.0	82.0	16.0	30.0	76.0	18.0	28.0	47.0	37.0	275.0	83.0	57.0	32.0	0.0	0.0	0.0	1814.0
Xanthomonadaceae	107.0	136.0	101.0	563.0	101.0	85.0	175.0	278.0	290.0	112.0	162.0	254.0	123.0	306.0	51.0	89.0	0.0	1.0	1.0	98.0
Xenococcaceae	0.0	2.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bac2nit3	0.0	0.0	0.0	0.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bacteriap25	0.0	1.0	0.0	7.0	3.0	0.0	5.0	5.0	6.0	1.0	1.0	2.0	23.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
env.OPS 17	14.0	0.0	4.0	3.0	0.0	6.0	12.0	0.0	19.0	5.0	3.0	3.0	5.0	14.0	7.0	5.0	0.0	0.0	0.0	0.0
mle1-27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	15.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0
vadinBE97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
