"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_loman_loman.kreport.cladeReads"	"Max.1"	"centrifuge_16s_classification_loman_loman.kreport.cladeReads.."	"lineage"
"Adrianichthyoidei"	"-"	28781	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Euteleosteomorpha>Neoteleostei>Eurypterygia>Ctenosquamata>Acanthomorphata>Euacanthomorphacea>Percomorphaceae>Ovalentaria>Atherinomorphae>Beloniformes"
"Adrianichthyidae"	"F"	47757	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Euteleosteomorpha>Neoteleostei>Eurypterygia>Ctenosquamata>Acanthomorphata>Euacanthomorphacea>Percomorphaceae>Ovalentaria>Atherinomorphae>Beloniformes>Adrianichthyoidei"
"Oryziinae"	"-"	8088	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Euteleosteomorpha>Neoteleostei>Eurypterygia>Ctenosquamata>Acanthomorphata>Euacanthomorphacea>Percomorphaceae>Ovalentaria>Atherinomorphae>Beloniformes>Adrianichthyoidei>Adrianichthyidae"
"Oryzias"	"G"	8089	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Euteleosteomorpha>Neoteleostei>Eurypterygia>Ctenosquamata>Acanthomorphata>Euacanthomorphacea>Percomorphaceae>Ovalentaria>Atherinomorphae>Beloniformes>Adrianichthyoidei>Adrianichthyidae>Oryziinae"
"Oryzias latipes"	"S"	8090	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Euteleosteomorpha>Neoteleostei>Eurypterygia>Ctenosquamata>Acanthomorphata>Euacanthomorphacea>Percomorphaceae>Ovalentaria>Atherinomorphae>Beloniformes>Adrianichthyoidei>Adrianichthyidae>Oryziinae>Oryzias"
"Anabantaria"	"-"	1489892	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Euteleosteomorpha>Neoteleostei>Eurypterygia>Ctenosquamata>Acanthomorphata>Euacanthomorphacea>Percomorphaceae"
"Synbranchiformes"	"O"	43697	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Euteleosteomorpha>Neoteleostei>Eurypterygia>Ctenosquamata>Acanthomorphata>Euacanthomorphacea>Percomorphaceae>Anabantaria"
"Synbranchoidei"	"-"	129918	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Euteleosteomorpha>Neoteleostei>Eurypterygia>Ctenosquamata>Acanthomorphata>Euacanthomorphacea>Percomorphaceae>Anabantaria>Synbranchiformes"
"Synbranchidae"	"F"	43698	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Euteleosteomorpha>Neoteleostei>Eurypterygia>Ctenosquamata>Acanthomorphata>Euacanthomorphacea>Percomorphaceae>Anabantaria>Synbranchiformes>Synbranchoidei"
"Monopterus"	"G"	43699	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Euteleosteomorpha>Neoteleostei>Eurypterygia>Ctenosquamata>Acanthomorphata>Euacanthomorphacea>Percomorphaceae>Anabantaria>Synbranchiformes>Synbranchoidei>Synbranchidae"
"Monopterus albus"	"S"	43700	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Euteleosteomorpha>Neoteleostei>Eurypterygia>Ctenosquamata>Acanthomorphata>Euacanthomorphacea>Percomorphaceae>Anabantaria>Synbranchiformes>Synbranchoidei>Synbranchidae>Monopterus"
"Carangaria"	"-"	1489904	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Euteleosteomorpha>Neoteleostei>Eurypterygia>Ctenosquamata>Acanthomorphata>Euacanthomorphacea>Percomorphaceae"
"Pleuronectiformes"	"O"	8252	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Euteleosteomorpha>Neoteleostei>Eurypterygia>Ctenosquamata>Acanthomorphata>Euacanthomorphacea>Percomorphaceae>Carangaria"
"Pleuronectoidei"	"-"	30942	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Euteleosteomorpha>Neoteleostei>Eurypterygia>Ctenosquamata>Acanthomorphata>Euacanthomorphacea>Percomorphaceae>Carangaria>Pleuronectiformes"
"Scophthalmidae"	"F"	52902	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Euteleosteomorpha>Neoteleostei>Eurypterygia>Ctenosquamata>Acanthomorphata>Euacanthomorphacea>Percomorphaceae>Carangaria>Pleuronectiformes>Pleuronectoidei"
"Scophthalmus"	"G"	52903	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Euteleosteomorpha>Neoteleostei>Eurypterygia>Ctenosquamata>Acanthomorphata>Euacanthomorphacea>Percomorphaceae>Carangaria>Pleuronectiformes>Pleuronectoidei>Scophthalmidae"
"Scophthalmus maximus"	"S"	52904	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Euteleosteomorpha>Neoteleostei>Eurypterygia>Ctenosquamata>Acanthomorphata>Euacanthomorphacea>Percomorphaceae>Carangaria>Pleuronectiformes>Pleuronectoidei>Scophthalmidae>Scophthalmus"
"Paracanthomorphacea"	"-"	1489838	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Euteleosteomorpha>Neoteleostei>Eurypterygia>Ctenosquamata>Acanthomorphata"
"Zeiogadaria"	"-"	1489841	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Euteleosteomorpha>Neoteleostei>Eurypterygia>Ctenosquamata>Acanthomorphata>Paracanthomorphacea"
"Gadariae"	"-"	1489843	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Euteleosteomorpha>Neoteleostei>Eurypterygia>Ctenosquamata>Acanthomorphata>Paracanthomorphacea>Zeiogadaria"
"Gadiformes"	"O"	8043	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Euteleosteomorpha>Neoteleostei>Eurypterygia>Ctenosquamata>Acanthomorphata>Paracanthomorphacea>Zeiogadaria>Gadariae"
"Gadoidei"	"-"	1489845	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Euteleosteomorpha>Neoteleostei>Eurypterygia>Ctenosquamata>Acanthomorphata>Paracanthomorphacea>Zeiogadaria>Gadariae>Gadiformes"
"Gadidae"	"F"	8045	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Euteleosteomorpha>Neoteleostei>Eurypterygia>Ctenosquamata>Acanthomorphata>Paracanthomorphacea>Zeiogadaria>Gadariae>Gadiformes>Gadoidei"
"Gadus"	"G"	8048	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Euteleosteomorpha>Neoteleostei>Eurypterygia>Ctenosquamata>Acanthomorphata>Paracanthomorphacea>Zeiogadaria>Gadariae>Gadiformes>Gadoidei>Gadidae"
"Gadus morhua"	"S"	8049	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Euteleosteomorpha>Neoteleostei>Eurypterygia>Ctenosquamata>Acanthomorphata>Paracanthomorphacea>Zeiogadaria>Gadariae>Gadiformes>Gadoidei>Gadidae>Gadus"
"Otomorpha"	"-"	186634	9	9	0.0002879	0.0002879	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala"
"Ostariophysi"	"-"	32519	8	8	0.0002559	0.0002559	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Otomorpha"
"Otophysi"	"-"	186626	8	8	0.0002559	0.0002559	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Otomorpha>Ostariophysi"
"Cypriniphysae"	"-"	186627	7	7	0.0002239	0.0002239	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Otomorpha>Ostariophysi>Otophysi"
"Cypriniformes"	"O"	7952	7	7	0.0002239	0.0002239	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Otomorpha>Ostariophysi>Otophysi>Cypriniphysae"
"Cyprinoidei"	"-"	30727	7	7	0.0002239	0.0002239	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Otomorpha>Ostariophysi>Otophysi>Cypriniphysae>Cypriniformes"
"Cyprinidae"	"F"	7953	7	7	0.0002239	0.0002239	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Otomorpha>Ostariophysi>Otophysi>Cypriniphysae>Cypriniformes>Cyprinoidei"
"Danio"	"G"	7954	6	6	0.0001919	0.0001919	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Otomorpha>Ostariophysi>Otophysi>Cypriniphysae>Cypriniformes>Cyprinoidei>Cyprinidae"
"Danio rerio"	"S"	7955	6	6	0.0001919	0.0001919	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Otomorpha>Ostariophysi>Otophysi>Cypriniphysae>Cypriniformes>Cyprinoidei>Cyprinidae>Danio"
"Tor"	"G"	172918	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Otomorpha>Ostariophysi>Otophysi>Cypriniphysae>Cypriniformes>Cyprinoidei>Cyprinidae"
"Tor tor"	"S"	464755	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Otomorpha>Ostariophysi>Otophysi>Cypriniphysae>Cypriniformes>Cyprinoidei>Cyprinidae>Tor"
"Characiphysae"	"-"	186628	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Otomorpha>Ostariophysi>Otophysi"
"Characiformes"	"O"	7991	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Otomorpha>Ostariophysi>Otophysi>Characiphysae"
"Characoidei"	"-"	1489739	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Otomorpha>Ostariophysi>Otophysi>Characiphysae>Characiformes"
"Characidae"	"F"	7992	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Otomorpha>Ostariophysi>Otophysi>Characiphysae>Characiformes>Characoidei"
"Characidae incertae sedis"	"-"	533331	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Otomorpha>Ostariophysi>Otophysi>Characiphysae>Characiformes>Characoidei>Characidae"
"Astyanax clade"	"-"	883878	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Otomorpha>Ostariophysi>Otophysi>Characiphysae>Characiformes>Characoidei>Characidae>Characidae&nbsp;incertae&nbsp;sedis"
"Astyanax"	"G"	7993	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Otomorpha>Ostariophysi>Otophysi>Characiphysae>Characiformes>Characoidei>Characidae>Characidae&nbsp;incertae&nbsp;sedis>Astyanax&nbsp;clade"
"Astyanax mexicanus"	"S"	7994	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Otomorpha>Ostariophysi>Otophysi>Characiphysae>Characiformes>Characoidei>Characidae>Characidae&nbsp;incertae&nbsp;sedis>Astyanax&nbsp;clade>Astyanax"
"Clupei"	"-"	282425	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Otomorpha"
"Clupeiformes"	"O"	32446	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Otomorpha>Clupei"
"Clupeoidei"	"-"	1489460	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Otomorpha>Clupei>Clupeiformes"
"Clupeidae"	"F"	55118	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Otomorpha>Clupei>Clupeiformes>Clupeoidei"
"Alosinae"	"-"	55119	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Otomorpha>Clupei>Clupeiformes>Clupeoidei>Clupeidae"
"Alosa"	"G"	34772	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Otomorpha>Clupei>Clupeiformes>Clupeoidei>Clupeidae>Alosinae"
"Alosa alosa"	"S"	278164	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Otomorpha>Clupei>Clupeiformes>Clupeoidei>Clupeidae>Alosinae>Alosa"
"Osteoglossocephala"	"-"	1489343	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai"
"Osteoglossomorpha"	"-"	31089	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Osteoglossocephala"
"Osteoglossiformes"	"O"	41712	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Osteoglossocephala>Osteoglossomorpha"
"Osteoglossidae"	"F"	27723	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Osteoglossocephala>Osteoglossomorpha>Osteoglossiformes"
"Scleropages"	"G"	27726	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Osteoglossocephala>Osteoglossomorpha>Osteoglossiformes>Osteoglossidae"
"Scleropages formosus"	"S"	113540	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Osteoglossocephala>Osteoglossomorpha>Osteoglossiformes>Osteoglossidae>Scleropages"
"Elopocephalai"	"-"	1489340	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei"
"Elopocephala"	"-"	186624	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Elopocephalai"
