"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_august_BC01.cladeReads"	"kraken2_classification_august_BC02.cladeReads"	"kraken2_classification_august_BC03.cladeReads"	"kraken2_classification_august_BC04.cladeReads"	"kraken2_classification_august_BC05.cladeReads"	"kraken2_classification_august_BC06.cladeReads"	"kraken2_classification_august_BC07.cladeReads"	"kraken2_classification_august_BC08.cladeReads"	"kraken2_classification_august_BC09.cladeReads"	"kraken2_classification_august_BC10.cladeReads"	"kraken2_classification_august_BC11.cladeReads"	"kraken2_classification_august_BC12.cladeReads"	"Max.1"	"kraken2_classification_august_BC01.cladeReads.."	"kraken2_classification_august_BC02.cladeReads.."	"kraken2_classification_august_BC03.cladeReads.."	"kraken2_classification_august_BC04.cladeReads.."	"kraken2_classification_august_BC05.cladeReads.."	"kraken2_classification_august_BC06.cladeReads.."	"kraken2_classification_august_BC07.cladeReads.."	"kraken2_classification_august_BC08.cladeReads.."	"kraken2_classification_august_BC09.cladeReads.."	"kraken2_classification_august_BC10.cladeReads.."	"kraken2_classification_august_BC11.cladeReads.."	"kraken2_classification_august_BC12.cladeReads.."	"lineage"
"Cyanobacteriaceae"	"F"	1890452	159	26	5	NA	NA	159	102	12	1	NA	3	7	3	0.01626	0.007405	0.009372	NA	NA	0.01626	0.01051	0.001485	5.663e-05	NA	0.00194	0.000734	0.006033	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales"
"Cyanobacterium"	"G"	102234	159	26	5	NA	NA	159	102	12	1	NA	3	7	3	0.01626	0.007405	0.009372	NA	NA	0.01626	0.01051	0.001485	5.663e-05	NA	0.00194	0.000734	0.006033	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Cyanobacteriaceae"
"Cyanobacterium aponinum"	"S"	379064	159	26	5	NA	NA	159	102	12	1	NA	3	7	3	0.01626	0.007405	0.009372	NA	NA	0.01626	0.01051	0.001485	5.663e-05	NA	0.00194	0.000734	0.006033	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Cyanobacteriaceae>Cyanobacterium"
"Cyanobacterium aponinum PCC 10605"	"-"	755178	159	26	5	NA	NA	159	102	12	1	NA	3	7	3	0.01626	0.007405	0.009372	NA	NA	0.01626	0.01051	0.001485	5.663e-05	NA	0.00194	0.000734	0.006033	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Cyanobacteriaceae>Cyanobacterium>Cyanobacterium&nbsp;aponinum"
"Microcystaceae"	"F"	1890449	23	11	1	NA	NA	23	19	10	NA	NA	2	6	2	0.004022	0.003133	0.001874	NA	NA	0.002353	0.001958	0.001238	NA	NA	0.001293	0.0006292	0.004022	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales"
"Microcystis"	"G"	1125	23	11	1	NA	NA	23	19	10	NA	NA	2	6	2	0.004022	0.003133	0.001874	NA	NA	0.002353	0.001958	0.001238	NA	NA	0.001293	0.0006292	0.004022	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Microcystaceae"
"Microcystis aeruginosa"	"S"	1126	8	8	1	NA	NA	4	4	1	NA	NA	NA	2	2	0.004022	0.002279	0.001874	NA	NA	0.0004091	0.0004123	0.0001238	NA	NA	NA	0.0002097	0.004022	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Microcystaceae>Microcystis"
"Microcystis aeruginosa NIES-843"	"-"	449447	8	8	1	NA	NA	4	4	1	NA	NA	NA	2	2	0.004022	0.002279	0.001874	NA	NA	0.0004091	0.0004123	0.0001238	NA	NA	NA	0.0002097	0.004022	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Microcystaceae>Microcystis>Microcystis&nbsp;aeruginosa"
"Microcystis sp. MC19"	"S"	1967666	6	2	NA	NA	NA	5	6	3	NA	NA	NA	1	NA	0.0006184	0.0005696	NA	NA	NA	0.0005114	0.0006184	0.0003714	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Microcystaceae>Microcystis"
"Nostocales"	"O"	1161	8425	1497	238	NA	3	8425	5219	707	9	2	96	373	185	0.8617	0.4264	0.4461	NA	0.2187	0.8617	0.5379	0.08752	0.0005097	0.2398	0.06209	0.03911	0.372	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria"
"Aphanizomenonaceae"	"F"	1892259	4403	281	73	NA	1	4403	3184	278	3	1	41	145	115	0.4504	0.08003	0.1368	NA	0.07289	0.4504	0.3282	0.03441	0.0001699	0.1199	0.02652	0.01521	0.2313	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales"
"Dolichospermum"	"G"	748770	4247	151	70	NA	1	4247	3146	257	3	1	37	132	114	0.4344	0.04301	0.1312	NA	0.07289	0.4344	0.3242	0.03181	0.0001699	0.1199	0.02393	0.01384	0.2293	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Aphanizomenonaceae"
"Dolichospermum compactum"	"S"	136073	4247	151	70	NA	1	4247	3146	257	3	1	37	132	114	0.4344	0.04301	0.1312	NA	0.07289	0.4344	0.3242	0.03181	0.0001699	0.1199	0.02393	0.01384	0.2293	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Aphanizomenonaceae>Dolichospermum"
"Dolichospermum compactum NIES-806"	"-"	1973481	4247	151	70	NA	1	4247	3146	257	3	1	37	132	114	0.4344	0.04301	0.1312	NA	0.07289	0.4344	0.3242	0.03181	0.0001699	0.1199	0.02393	0.01384	0.2293	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Aphanizomenonaceae>Dolichospermum>Dolichospermum&nbsp;compactum"
"Nodularia"	"G"	159191	143	127	2	NA	NA	143	33	16	NA	NA	4	13	NA	0.03617	0.03617	0.003749	NA	NA	0.01463	0.003401	0.001981	NA	NA	0.002587	0.001363	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Aphanizomenonaceae"
"Nodularia spumigena"	"S"	70799	143	127	2	NA	NA	143	33	16	NA	NA	4	13	NA	0.03617	0.03617	0.003749	NA	NA	0.01463	0.003401	0.001981	NA	NA	0.002587	0.001363	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Aphanizomenonaceae>Nodularia"
"Sphaerospermopsis"	"G"	752201	6	2	1	NA	NA	6	1	NA	NA	NA	NA	NA	NA	0.001874	0.0005696	0.001874	NA	NA	0.0006137	0.0001031	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Aphanizomenonaceae"
"Sphaerospermopsis kisseleviana"	"S"	289435	6	2	1	NA	NA	6	1	NA	NA	NA	NA	NA	NA	0.001874	0.0005696	0.001874	NA	NA	0.0006137	0.0001031	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Aphanizomenonaceae>Sphaerospermopsis"
"Sphaerospermopsis kisseleviana NIES-73"	"-"	1973480	6	2	1	NA	NA	6	1	NA	NA	NA	NA	NA	NA	0.001874	0.0005696	0.001874	NA	NA	0.0006137	0.0001031	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Aphanizomenonaceae>Sphaerospermopsis>Sphaerospermopsis&nbsp;kisseleviana"
"Raphidiopsis"	"G"	244599	6	1	NA	NA	NA	6	3	5	NA	NA	NA	NA	1	0.002011	0.0002848	NA	NA	NA	0.0006137	0.0003092	0.0006189	NA	NA	NA	NA	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Aphanizomenonaceae"
"Raphidiopsis curvata"	"S"	312883	6	1	NA	NA	NA	6	3	5	NA	NA	NA	NA	1	0.002011	0.0002848	NA	NA	NA	0.0006137	0.0003092	0.0006189	NA	NA	NA	NA	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Aphanizomenonaceae>Raphidiopsis"
"Raphidiopsis curvata NIES-932"	"-"	1973482	6	1	NA	NA	NA	6	3	5	NA	NA	NA	NA	1	0.002011	0.0002848	NA	NA	NA	0.0006137	0.0003092	0.0006189	NA	NA	NA	NA	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Aphanizomenonaceae>Raphidiopsis>Raphidiopsis&nbsp;curvata"
"Nostocaceae"	"F"	1162	755	261	32	NA	1	755	395	114	3	1	17	75	13	0.1199	0.07434	0.05998	NA	0.07289	0.07722	0.04071	0.01411	0.0001699	0.1199	0.01099	0.007865	0.02614	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales"
"Nostoc"	"G"	1177	443	196	20	NA	NA	443	148	67	2	NA	13	47	2	0.05582	0.05582	0.03749	NA	NA	0.04531	0.01525	0.008294	0.0001133	NA	0.008408	0.004929	0.004022	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae"
"Nostoc punctiforme"	"S"	272131	226	140	12	NA	NA	226	30	21	NA	NA	3	18	NA	0.03987	0.03987	0.02249	NA	NA	0.02312	0.003092	0.0026	NA	NA	0.00194	0.001888	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Nostoc punctiforme PCC 73102"	"-"	63737	226	140	12	NA	NA	226	30	21	NA	NA	3	18	NA	0.03987	0.03987	0.02249	NA	NA	0.02312	0.003092	0.0026	NA	NA	0.00194	0.001888	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc>Nostoc&nbsp;punctiforme"
"Nostoc sp. CENA543"	"S"	1869241	26	8	2	NA	NA	26	16	14	NA	NA	6	10	NA	0.00388	0.002279	0.003749	NA	NA	0.002659	0.001649	0.001733	NA	NA	0.00388	0.001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Nostoc flagelliforme"	"S"	1306274	34	6	1	NA	NA	34	24	3	1	NA	1	NA	1	0.003478	0.001709	0.001874	NA	NA	0.003478	0.002474	0.0003714	5.663e-05	NA	0.0006467	NA	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Nostoc flagelliforme CCNUN1"	"-"	2038116	34	6	1	NA	NA	34	24	3	1	NA	1	NA	1	0.003478	0.001709	0.001874	NA	NA	0.003478	0.002474	0.0003714	5.663e-05	NA	0.0006467	NA	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc>Nostoc&nbsp;flagelliforme"
"Nostoc sphaeroides"	"S"	446679	2	2	NA	NA	NA	2	1	2	NA	NA	NA	1	NA	0.0005696	0.0005696	NA	NA	NA	0.0002046	0.0001031	0.0002476	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Nostoc sp. PCC 7524"	"S"	28072	7	1	NA	NA	NA	3	1	4	NA	NA	1	7	NA	0.000734	0.0002848	NA	NA	NA	0.0003069	0.0001031	0.0004952	NA	NA	0.0006467	0.000734	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Nostoc sp. 'Peltigera membranacea cyanobiont' N6"	"S"	1261031	10	1	NA	NA	NA	10	8	3	NA	NA	NA	NA	NA	0.001023	0.0002848	NA	NA	NA	0.001023	0.0008245	0.0003714	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Anabaena"	"G"	1163	108	32	3	NA	1	108	79	28	NA	1	4	13	2	0.1199	0.009114	0.005623	NA	0.07289	0.01105	0.008142	0.003466	NA	0.1199	0.002587	0.001363	0.004022	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae"
"Anabaena cylindrica"	"S"	1165	76	23	1	NA	NA	76	45	12	NA	NA	3	8	2	0.007774	0.006551	0.001874	NA	NA	0.007774	0.004638	0.001485	NA	NA	0.00194	0.0008389	0.004022	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Anabaena"
"Anabaena cylindrica PCC 7122"	"-"	272123	76	23	1	NA	NA	76	45	12	NA	NA	3	8	2	0.007774	0.006551	0.001874	NA	NA	0.007774	0.004638	0.001485	NA	NA	0.00194	0.0008389	0.004022	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Anabaena>Anabaena&nbsp;cylindrica"
"Anabaena sp. 90"	"S"	46234	14	6	1	NA	NA	14	12	11	NA	1	NA	NA	NA	0.1199	0.001709	0.001874	NA	NA	0.001432	0.001237	0.001362	NA	0.1199	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Anabaena"
"Anabaena sp. WA102"	"S"	1647413	22	3	1	NA	1	18	22	4	NA	NA	1	5	NA	0.07289	0.0008544	0.001874	NA	0.07289	0.001841	0.002267	0.0004952	NA	NA	0.0006467	0.0005243	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Anabaena"
"Cylindrospermum"	"G"	56106	162	22	6	NA	NA	162	107	11	NA	NA	NA	9	6	0.01657	0.006266	0.01125	NA	NA	0.01657	0.01103	0.001362	NA	NA	NA	0.0009438	0.01207	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae"
"Cylindrospermum stagnale"	"S"	142864	162	22	6	NA	NA	162	107	11	NA	NA	NA	9	6	0.01657	0.006266	0.01125	NA	NA	0.01657	0.01103	0.001362	NA	NA	NA	0.0009438	0.01207	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Cylindrospermum"
"Cylindrospermum stagnale PCC 7417"	"-"	56107	162	22	6	NA	NA	162	107	11	NA	NA	NA	9	6	0.01657	0.006266	0.01125	NA	NA	0.01657	0.01103	0.001362	NA	NA	NA	0.0009438	0.01207	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Cylindrospermum>Cylindrospermum&nbsp;stagnale"
"Trichormus"	"G"	264688	13	7	2	NA	NA	10	13	2	1	NA	NA	1	2	0.004022	0.001994	0.003749	NA	NA	0.001023	0.00134	0.0002476	5.663e-05	NA	NA	0.0001049	0.004022	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae"
"Trichormus azollae"	"S"	1164	13	6	2	NA	NA	10	13	2	1	NA	NA	1	2	0.004022	0.001709	0.003749	NA	NA	0.001023	0.00134	0.0002476	5.663e-05	NA	NA	0.0001049	0.004022	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Trichormus"
"'Nostoc azollae' 0708"	"-"	551115	13	6	2	NA	NA	10	13	2	1	NA	NA	1	2	0.004022	0.001709	0.003749	NA	NA	0.001023	0.00134	0.0002476	5.663e-05	NA	NA	0.0001049	0.004022	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Trichormus>Trichormus&nbsp;azollae"
"Trichormus variabilis"	"S"	264691	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Trichormus"
"Trichormus variabilis ATCC 29413"	"-"	240292	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Trichormus>Trichormus&nbsp;variabilis"
"Rivulariaceae"	"F"	1185	997	157	61	NA	1	997	656	65	2	NA	5	36	15	0.1143	0.04472	0.1143	NA	0.07289	0.102	0.06761	0.008046	0.0001133	NA	0.003234	0.003775	0.03017	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales"
"Calothrix"	"G"	1186	935	148	59	NA	1	935	629	60	1	NA	5	32	14	0.1106	0.04215	0.1106	NA	0.07289	0.09564	0.06483	0.007427	5.663e-05	NA	0.003234	0.003356	0.02815	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae"
"Calothrix sp. NIES-3974"	"S"	2005462	818	126	55	NA	NA	818	552	34	1	NA	4	21	11	0.1031	0.03589	0.1031	NA	NA	0.08367	0.05689	0.004209	5.663e-05	NA	0.002587	0.002202	0.02212	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix"
"Calothrix parietina"	"S"	32054	40	4	1	NA	NA	40	26	8	NA	NA	NA	1	1	0.004091	0.001139	0.001874	NA	NA	0.004091	0.00268	0.0009903	NA	NA	NA	0.0001049	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix"
"Calothrix sp. PCC 6303"	"-"	1170562	40	4	1	NA	NA	40	26	8	NA	NA	NA	1	1	0.004091	0.001139	0.001874	NA	NA	0.004091	0.00268	0.0009903	NA	NA	NA	0.0001049	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix>Calothrix&nbsp;parietina"
"Calothrix sp. NIES-4101"	"S"	2005461	7	3	NA	NA	NA	2	7	4	NA	NA	1	NA	NA	0.0008544	0.0008544	NA	NA	NA	0.0002046	0.0007214	0.0004952	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix"
"Calothrix sp. 336/3"	"S"	1337936	6	1	NA	NA	NA	6	2	1	NA	NA	NA	5	NA	0.0006137	0.0002848	NA	NA	NA	0.0006137	0.0002061	0.0001238	NA	NA	NA	0.0005243	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix"
"Calothrix sp. NIES-2098"	"S"	1954171	3	1	NA	NA	NA	3	2	NA	NA	NA	NA	NA	NA	0.0003069	0.0002848	NA	NA	NA	0.0003069	0.0002061	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix"
"Rivularia"	"G"	373984	61	6	2	NA	NA	61	20	4	NA	NA	NA	2	1	0.006239	0.001709	0.003749	NA	NA	0.006239	0.002061	0.0004952	NA	NA	NA	0.0002097	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae"
"Rivularia sp. PCC 7116"	"S"	373994	61	6	2	NA	NA	61	20	4	NA	NA	NA	2	1	0.006239	0.001709	0.003749	NA	NA	0.006239	0.002061	0.0004952	NA	NA	NA	0.0002097	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Rivularia"
"Microchaete"	"G"	188910	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	5.663e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae"
"Microchaete diplosiphon"	"S"	1197	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	5.663e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Microchaete"
"Fremyella diplosiphon NIES-3275"	"-"	1973485	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	5.663e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Microchaete>Microchaete&nbsp;diplosiphon"
"Scytonemataceae"	"F"	1182	384	57	16	NA	NA	384	267	86	1	NA	7	30	8	0.03928	0.01623	0.02999	NA	NA	0.03928	0.02752	0.01065	5.663e-05	NA	0.004527	0.003146	0.01609	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales"
"Scytonema"	"G"	1203	384	57	16	NA	NA	384	267	86	1	NA	7	30	8	0.03928	0.01623	0.02999	NA	NA	0.03928	0.02752	0.01065	5.663e-05	NA	0.004527	0.003146	0.01609	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Scytonemataceae"
"Scytonema sp. HK-05"	"S"	1137095	360	56	15	NA	NA	360	256	83	1	NA	7	28	7	0.03682	0.01595	0.02811	NA	NA	0.03682	0.02638	0.01027	5.663e-05	NA	0.004527	0.002936	0.01408	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Scytonemataceae>Scytonema"
"unclassified Nostocales"	"-"	201821	6	6	NA	NA	NA	3	1	2	NA	NA	NA	NA	NA	0.001709	0.001709	NA	NA	NA	0.0003069	0.0001031	0.0002476	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales"
"unclassified Nostocales (miscellaneous)"	"-"	1219117	6	6	NA	NA	NA	3	1	2	NA	NA	NA	NA	NA	0.001709	0.001709	NA	NA	NA	0.0003069	0.0001031	0.0002476	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>unclassified&nbsp;Nostocales"
"Nostocales cyanobacterium HT-58-2"	"S"	1940762	6	6	NA	NA	NA	3	1	2	NA	NA	NA	NA	NA	0.001709	0.001709	NA	NA	NA	0.0003069	0.0001031	0.0002476	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>unclassified&nbsp;Nostocales>unclassified&nbsp;Nostocales&nbsp;(miscellaneous)"
"unclassified Cyanobacteria"	"-"	34079	831	108	48	NA	NA	831	592	66	1	NA	4	46	25	0.08997	0.03076	0.08997	NA	NA	0.085	0.06101	0.00817	5.663e-05	NA	0.002587	0.004824	0.05028	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria"
"unclassified Cyanobacteria (miscellaneous)"	"-"	1983111	831	108	48	NA	NA	831	592	66	1	NA	4	46	25	0.08997	0.03076	0.08997	NA	NA	0.085	0.06101	0.00817	5.663e-05	NA	0.002587	0.004824	0.05028	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>unclassified&nbsp;Cyanobacteria"
