"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_august_BC01.cladeReads"	"centrifuge_classification_august_BC02.cladeReads"	"centrifuge_classification_august_BC03.cladeReads"	"centrifuge_classification_august_BC04.cladeReads"	"centrifuge_classification_august_BC05.cladeReads"	"centrifuge_classification_august_BC06.cladeReads"	"centrifuge_classification_august_BC07.cladeReads"	"centrifuge_classification_august_BC08.cladeReads"	"centrifuge_classification_august_BC09.cladeReads"	"centrifuge_classification_august_BC10.cladeReads"	"centrifuge_classification_august_BC11.cladeReads"	"centrifuge_classification_august_BC12.cladeReads"	"Max.1"	"centrifuge_classification_august_BC01.cladeReads.."	"centrifuge_classification_august_BC02.cladeReads.."	"centrifuge_classification_august_BC03.cladeReads.."	"centrifuge_classification_august_BC04.cladeReads.."	"centrifuge_classification_august_BC05.cladeReads.."	"centrifuge_classification_august_BC06.cladeReads.."	"centrifuge_classification_august_BC07.cladeReads.."	"centrifuge_classification_august_BC08.cladeReads.."	"centrifuge_classification_august_BC09.cladeReads.."	"centrifuge_classification_august_BC10.cladeReads.."	"centrifuge_classification_august_BC11.cladeReads.."	"centrifuge_classification_august_BC12.cladeReads.."	"lineage"
"Synechococcus sp. WH 8101"	"S"	59932	61	61	7	NA	NA	17	7	7	NA	NA	NA	2	NA	0.01737	0.01737	0.01312	NA	NA	0.001739	0.0007214	0.0008665	NA	NA	NA	0.0002097	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus"
"Synechococcus sp. WH 7803"	"S"	32051	53	53	5	NA	NA	28	13	17	NA	NA	NA	1	NA	0.0151	0.0151	0.009372	NA	NA	0.002864	0.00134	0.002104	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus"
"Synechococcus sp. KORDI-49"	"S"	585423	42	42	8	NA	NA	24	14	13	NA	NA	NA	NA	NA	0.01499	0.01196	0.01499	NA	NA	0.002455	0.001443	0.001609	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus"
"Synechococcus sp. RCC307"	"S"	316278	19	19	3	NA	NA	5	6	11	1	NA	NA	NA	NA	0.005623	0.005412	0.005623	NA	NA	0.0005114	0.0006184	0.001362	5.663e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus"
"Synechococcus sp. SynAce01"	"S"	1916956	16	16	3	NA	NA	8	8	2	NA	NA	1	NA	NA	0.005623	0.004557	0.005623	NA	NA	0.0008183	0.0008245	0.0002476	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus"
"Synechococcus sp. CC9311"	"S"	64471	19	15	3	NA	NA	19	4	9	NA	NA	NA	NA	NA	0.005623	0.004272	0.005623	NA	NA	0.001943	0.0004123	0.001114	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus"
"Synechococcus sp. KORDI-52"	"S"	585425	14	14	NA	NA	NA	7	1	1	NA	NA	NA	NA	NA	0.003987	0.003987	NA	NA	NA	0.000716	0.0001031	0.0001238	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus"
"Synechococcus sp. KORDI-100"	"S"	1280380	11	10	3	NA	NA	11	9	8	1	NA	NA	3	1	0.005623	0.002848	0.005623	NA	NA	0.001125	0.0009276	0.0009903	5.663e-05	NA	NA	0.0003146	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus"
"Synechococcus sp. WH 8102"	"S"	84588	45	4	2	NA	NA	45	24	5	13	NA	NA	7	1	0.004603	0.001139	0.003749	NA	NA	0.004603	0.002474	0.0006189	0.0007362	NA	NA	0.000734	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus"
"Synechococcus sp. NIES-970"	"S"	1827144	27	3	3	NA	NA	24	27	15	NA	NA	NA	7	1	0.005623	0.0008544	0.005623	NA	NA	0.002455	0.002783	0.001857	NA	NA	NA	0.000734	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus"
"Synechococcus lividus"	"S"	33070	8	1	NA	NA	NA	8	3	5	1	NA	NA	5	1	0.002011	0.0002848	NA	NA	NA	0.0008183	0.0003092	0.0006189	5.663e-05	NA	NA	0.0005243	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus"
"Synechococcus lividus PCC 6715"	"-"	1917166	8	1	NA	NA	NA	8	3	5	1	NA	NA	5	1	0.002011	0.0002848	NA	NA	NA	0.0008183	0.0003092	0.0006189	5.663e-05	NA	NA	0.0005243	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus>Synechococcus&nbsp;lividus"
"Cyanobium"	"G"	167375	333	333	59	2	NA	219	127	160	1	NA	1	9	NA	0.2286	0.09484	0.1106	0.2286	NA	0.0224	0.01309	0.01981	5.663e-05	NA	0.0006467	0.0009438	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae"
"Cyanobium gracile"	"S"	59930	216	216	33	2	NA	164	94	102	1	NA	1	7	NA	0.2286	0.06152	0.06185	0.2286	NA	0.01677	0.009688	0.01263	5.663e-05	NA	0.0006467	0.000734	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Cyanobium"
"Cyanobium gracile PCC 6307"	"-"	292564	216	216	33	2	NA	164	94	102	1	NA	1	7	NA	0.2286	0.06152	0.06185	0.2286	NA	0.01677	0.009688	0.01263	5.663e-05	NA	0.0006467	0.000734	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Cyanobium>Cyanobium&nbsp;gracile"
"Cyanobium sp. NIES-981"	"S"	1851505	112	112	26	NA	NA	48	26	56	NA	NA	NA	2	NA	0.04873	0.0319	0.04873	NA	NA	0.00491	0.00268	0.006932	NA	NA	NA	0.0002097	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Cyanobium"
"Dactylococcopsis"	"G"	13034	39	7	2	NA	NA	39	18	18	2	NA	NA	2	1	0.003989	0.001994	0.003749	NA	NA	0.003989	0.001855	0.002228	0.0001133	NA	NA	0.0002097	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae"
"Dactylococcopsis salina"	"S"	292566	39	7	2	NA	NA	39	18	18	2	NA	NA	2	1	0.003989	0.001994	0.003749	NA	NA	0.003989	0.001855	0.002228	0.0001133	NA	NA	0.0002097	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Dactylococcopsis"
"Dactylococcopsis salina PCC 8305"	"-"	13035	39	7	2	NA	NA	39	18	18	2	NA	NA	2	1	0.003989	0.001994	0.003749	NA	NA	0.003989	0.001855	0.002228	0.0001133	NA	NA	0.0002097	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Dactylococcopsis>Dactylococcopsis&nbsp;salina"
"Thermosynechococcus"	"G"	146785	4	1	NA	NA	NA	3	4	2	NA	NA	NA	NA	NA	0.0004123	0.0002848	NA	NA	NA	0.0003069	0.0004123	0.0002476	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae"
"Pseudanabaenaceae"	"F"	1890436	3259	343	151	NA	NA	3259	2165	299	20	NA	48	187	69	0.3333	0.09769	0.283	NA	NA	0.3333	0.2231	0.03701	0.001133	NA	0.03104	0.01961	0.1388	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales"
"Pseudanabaena"	"G"	1152	3259	343	151	NA	NA	3259	2165	299	20	NA	48	187	69	0.3333	0.09769	0.283	NA	NA	0.3333	0.2231	0.03701	0.001133	NA	0.03104	0.01961	0.1388	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Pseudanabaenaceae"
"Pseudanabaena sp. ABRG5-3"	"S"	685565	3070	327	144	NA	NA	3070	2041	287	20	NA	44	179	66	0.314	0.09313	0.2699	NA	NA	0.314	0.2104	0.03553	0.001133	NA	0.02846	0.01877	0.1327	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Pseudanabaenaceae>Pseudanabaena"
"Pseudanabaena sp. PCC 7367"	"S"	82654	189	16	7	NA	NA	189	124	12	NA	NA	4	8	3	0.01933	0.004557	0.01312	NA	NA	0.01933	0.01278	0.001485	NA	NA	0.002587	0.0008389	0.006033	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Pseudanabaenaceae>Pseudanabaena"
"Prochloraceae"	"F"	1213	136	84	16	NA	NA	136	77	38	8	NA	4	21	1	0.02999	0.02392	0.02999	NA	NA	0.01391	0.007936	0.004704	0.0004531	NA	0.002587	0.002202	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales"
"Prochlorococcus"	"G"	1218	136	84	16	NA	NA	136	77	38	8	NA	4	21	1	0.02999	0.02392	0.02999	NA	NA	0.01391	0.007936	0.004704	0.0004531	NA	0.002587	0.002202	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Prochloraceae"
"Prochlorococcus marinus"	"S"	1219	126	81	16	NA	NA	126	72	33	7	NA	2	16	1	0.02999	0.02307	0.02999	NA	NA	0.01289	0.007421	0.004085	0.0003964	NA	0.001293	0.001678	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Prochloraceae>Prochlorococcus"
"Prochlorococcus marinus str. MIT 9313"	"-"	74547	55	55	11	NA	NA	28	10	17	NA	NA	NA	2	NA	0.02062	0.01566	0.02062	NA	NA	0.002864	0.001031	0.002104	NA	NA	NA	0.0002097	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Prochloraceae>Prochlorococcus>Prochlorococcus&nbsp;marinus"
"Prochlorococcus marinus subsp. marinus"	"-"	142554	13	9	1	NA	NA	13	2	3	NA	NA	NA	2	NA	0.002563	0.002563	0.001874	NA	NA	0.00133	0.0002061	0.0003714	NA	NA	NA	0.0002097	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Prochloraceae>Prochlorococcus>Prochlorococcus&nbsp;marinus"
"Prochlorococcus marinus subsp. marinus str. CCMP1375"	"-"	167539	13	9	1	NA	NA	13	2	3	NA	NA	NA	2	NA	0.002563	0.002563	0.001874	NA	NA	0.00133	0.0002061	0.0003714	NA	NA	NA	0.0002097	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Prochloraceae>Prochlorococcus>Prochlorococcus&nbsp;marinus>Prochlorococcus&nbsp;marinus&nbsp;subsp.&nbsp;marinus"
"Prochlorococcus marinus str. NATL1A"	"-"	167555	21	4	2	NA	NA	21	17	5	6	NA	1	5	NA	0.003749	0.001139	0.003749	NA	NA	0.002148	0.001752	0.0006189	0.0003398	NA	0.0006467	0.0005243	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Prochloraceae>Prochlorococcus>Prochlorococcus&nbsp;marinus"
"Leptolyngbyaceae"	"F"	1890438	147	52	6	NA	1	147	100	87	8	NA	17	43	5	0.07289	0.01481	0.01125	NA	0.07289	0.01504	0.01031	0.01077	0.0004531	NA	0.01099	0.004509	0.01006	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales"
"Leptolyngbya"	"G"	47251	147	52	6	NA	1	147	100	87	8	NA	17	43	5	0.07289	0.01481	0.01125	NA	0.07289	0.01504	0.01031	0.01077	0.0004531	NA	0.01099	0.004509	0.01006	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Leptolyngbyaceae"
"Leptolyngbya sp. O-77"	"S"	1080068	38	14	NA	NA	1	38	31	35	7	NA	6	22	2	0.07289	0.003987	NA	NA	0.07289	0.003887	0.003195	0.004333	0.0003964	NA	0.00388	0.002307	0.004022	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Leptolyngbyaceae>Leptolyngbya"
"Leptolyngbya sp. PCC 7376"	"S"	111781	20	7	1	NA	NA	10	4	20	NA	NA	1	7	NA	0.002476	0.001994	0.001874	NA	NA	0.001023	0.0004123	0.002476	NA	NA	0.0006467	0.000734	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Leptolyngbyaceae>Leptolyngbya"
"Leptolyngbya sp. NIES-3755"	"S"	1752064	37	6	2	NA	NA	37	24	6	1	NA	1	3	2	0.004022	0.001709	0.003749	NA	NA	0.003784	0.002474	0.0007427	5.663e-05	NA	0.0006467	0.0003146	0.004022	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Leptolyngbyaceae>Leptolyngbya"
"Leptolyngbya boryana"	"S"	1184	40	5	NA	NA	NA	40	20	3	NA	NA	2	3	1	0.004091	0.001424	NA	NA	NA	0.004091	0.002061	0.0003714	NA	NA	0.001293	0.0003146	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Leptolyngbyaceae>Leptolyngbya"
"Merismopediaceae"	"F"	1890428	179	30	5	NA	NA	179	156	17	NA	NA	4	16	7	0.01831	0.008544	0.009372	NA	NA	0.01831	0.01608	0.002104	NA	NA	0.002587	0.001678	0.01408	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales"
"Synechocystis"	"G"	1142	179	30	5	NA	NA	179	156	17	NA	NA	4	16	7	0.01831	0.008544	0.009372	NA	NA	0.01831	0.01608	0.002104	NA	NA	0.002587	0.001678	0.01408	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Merismopediaceae"
"Acaryochloridaceae"	"F"	1890429	27	15	1	NA	NA	27	12	6	1	NA	1	4	NA	0.004272	0.004272	0.001874	NA	NA	0.002762	0.001237	0.0007427	5.663e-05	NA	0.0006467	0.0004195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales"
"Acaryochloris"	"G"	155977	27	15	1	NA	NA	27	12	6	1	NA	1	4	NA	0.004272	0.004272	0.001874	NA	NA	0.002762	0.001237	0.0007427	5.663e-05	NA	0.0006467	0.0004195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Acaryochloridaceae"
"Acaryochloris marina"	"S"	155978	27	15	1	NA	NA	27	12	6	1	NA	1	4	NA	0.004272	0.004272	0.001874	NA	NA	0.002762	0.001237	0.0007427	5.663e-05	NA	0.0006467	0.0004195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Acaryochloridaceae>Acaryochloris"
"Acaryochloris marina MBIC11017"	"-"	329726	27	15	1	NA	NA	27	12	6	1	NA	1	4	NA	0.004272	0.004272	0.001874	NA	NA	0.002762	0.001237	0.0007427	5.663e-05	NA	0.0006467	0.0004195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Acaryochloridaceae>Acaryochloris>Acaryochloris&nbsp;marina"
"Nostocales"	"O"	1161	5048	1430	208	NA	4	5048	2776	512	24	NA	78	324	88	0.5163	0.4073	0.3899	NA	0.2915	0.5163	0.2861	0.06338	0.001359	NA	0.05045	0.03398	0.177	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria"
"Nostocaceae"	"F"	1162	1211	592	44	NA	2	1211	433	157	15	NA	22	99	8	0.1686	0.1686	0.08247	NA	0.1458	0.1239	0.04463	0.01943	0.0008495	NA	0.01423	0.01038	0.01609	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales"
"Anabaena"	"G"	1163	994	529	34	NA	1	994	255	98	5	NA	15	67	3	0.1507	0.1507	0.06373	NA	0.07289	0.1017	0.02628	0.01213	0.0002832	NA	0.009701	0.007026	0.006033	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae"
"Anabaena sp. 90"	"S"	46234	60	40	NA	NA	NA	60	13	12	1	NA	2	2	NA	0.01139	0.01139	NA	NA	NA	0.006137	0.00134	0.001485	5.663e-05	NA	0.001293	0.0002097	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Anabaena"
"Anabaena sp. WA102"	"S"	1647413	34	6	1	NA	NA	26	34	12	NA	NA	1	7	NA	0.003504	0.001709	0.001874	NA	NA	0.002659	0.003504	0.001485	NA	NA	0.0006467	0.000734	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Anabaena"
"Anabaena cylindrica"	"S"	1165	29	4	2	NA	1	29	22	11	1	NA	1	5	1	0.07289	0.001139	0.003749	NA	0.07289	0.002966	0.002267	0.001362	5.663e-05	NA	0.0006467	0.0005243	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Anabaena"
"Anabaena cylindrica PCC 7122"	"-"	272123	29	4	2	NA	1	29	22	11	1	NA	1	5	1	0.07289	0.001139	0.003749	NA	0.07289	0.002966	0.002267	0.001362	5.663e-05	NA	0.0006467	0.0005243	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Anabaena>Anabaena&nbsp;cylindrica"
"Trichormus"	"G"	264688	53	32	6	NA	NA	53	36	18	2	NA	NA	7	1	0.01125	0.009114	0.01125	NA	NA	0.005421	0.00371	0.002228	0.0001133	NA	NA	0.000734	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae"
"Trichormus azollae"	"S"	1164	53	32	6	NA	NA	53	36	18	1	NA	NA	5	1	0.01125	0.009114	0.01125	NA	NA	0.005421	0.00371	0.002228	5.663e-05	NA	NA	0.0005243	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Trichormus"
"'Nostoc azollae' 0708"	"-"	551115	53	32	6	NA	NA	53	36	18	1	NA	NA	5	1	0.01125	0.009114	0.01125	NA	NA	0.005421	0.00371	0.002228	5.663e-05	NA	NA	0.0005243	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Trichormus>Trichormus&nbsp;azollae"
"Nostoc"	"G"	1177	150	25	3	NA	1	150	133	32	8	NA	5	20	4	0.07289	0.00712	0.005623	NA	0.07289	0.01534	0.01371	0.003961	0.0004531	NA	0.003234	0.002097	0.008044	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae"
"Nostoc sp. PCC 7524"	"S"	28072	106	9	1	NA	NA	106	98	14	NA	NA	2	6	2	0.01084	0.002563	0.001874	NA	NA	0.01084	0.0101	0.001733	NA	NA	0.001293	0.0006292	0.004022	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Nostoc sp. CENA543"	"S"	1869241	6	2	1	NA	NA	4	6	5	5	NA	NA	3	NA	0.001874	0.0005696	0.001874	NA	NA	0.0004091	0.0006184	0.0006189	0.0002832	NA	NA	0.0003146	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Nostoc sp. PCC 7120"	"S"	103690	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Nostoc sp. PCC 7107"	"S"	317936	2	1	NA	NA	NA	NA	1	1	2	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	0.0001031	0.0001238	0.0001133	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Nostoc sp. 'Peltigera membranacea cyanobiont' N6"	"S"	1261031	3	1	NA	NA	NA	3	2	NA	NA	NA	2	1	1	0.002011	0.0002848	NA	NA	NA	0.0003069	0.0002061	NA	NA	NA	0.001293	0.0001049	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Nostoc flagelliforme"	"S"	1306274	18	1	1	NA	NA	18	3	3	1	NA	1	3	1	0.002011	0.0002848	0.001874	NA	NA	0.001841	0.0003092	0.0003714	5.663e-05	NA	0.0006467	0.0003146	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Nostoc flagelliforme CCNUN1"	"-"	2038116	18	1	1	NA	NA	18	3	3	1	NA	1	3	1	0.002011	0.0002848	0.001874	NA	NA	0.001841	0.0003092	0.0003714	5.663e-05	NA	0.0006467	0.0003146	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc>Nostoc&nbsp;flagelliforme"
"Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont'"	"S"	1618022	2	1	NA	NA	NA	NA	2	1	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	0.0002061	0.0001238	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Rivulariaceae"	"F"	1185	2636	462	116	NA	2	2636	1697	236	7	NA	41	159	59	0.2696	0.1316	0.2174	NA	0.1458	0.2696	0.1749	0.02921	0.0003964	NA	0.02652	0.01667	0.1187	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales"
"Calothrix"	"G"	1186	2602	455	116	NA	2	2602	1681	233	7	NA	40	157	59	0.2661	0.1296	0.2174	NA	0.1458	0.2661	0.1733	0.02884	0.0003964	NA	0.02587	0.01646	0.1187	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae"
"Calothrix sp. NIES-3974"	"S"	2005462	2306	384	98	NA	2	2306	1509	175	4	NA	36	117	53	0.2359	0.1094	0.1837	NA	0.1458	0.2359	0.1555	0.02166	0.0002265	NA	0.02328	0.01227	0.1066	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix"
