	1-April_family.tsv	1-August_family.tsv	1-June_family.tsv	2-April_family.tsv	2-August_family.tsv	3-April_family.tsv	4-April_family.tsv	4-August_family.tsv	5-April_family.tsv	5-August_family.tsv	6-August_family.tsv	6-June_family.tsv	7-April_family.tsv	8-April_family.tsv	9.1-August_family.tsv	9.2-August_family.tsv	N-August_family.tsv	P-April_family.tsv	P-August_family.tsv	P-June_family.tsv
Paraspirulinaceae	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Parvibaculaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Parvularculaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pasteurellaceae	5.0	2.0	7.0	8.0	4.0	7.0	1.0	4.0	3.0	5.0	2.0	1.0	11.0	12.0	6.0	0.0	2.0	3.0	2.0	5.0
PeH15	11.0	2.0	0.0	1.0	0.0	10.0	2.0	1.0	9.0	5.0	1.0	0.0	4.0	4.0	3.0	5.0	0.0	0.0	0.0	0.0
Pedosphaeraceae	9.0	2.0	0.0	33.0	0.0	34.0	24.0	67.0	32.0	98.0	52.0	0.0	55.0	14.0	30.0	15.0	0.0	0.0	0.0	0.0
Peptococcaceae	7.0	3.0	0.0	1.0	0.0	1.0	2.0	13.0	0.0	6.0	2.0	0.0	2.0	7.0	3.0	0.0	0.0	1.0	0.0	0.0
Peptostreptococcaceae	15.0	40.0	63.0	32.0	169.0	15.0	21.0	159.0	15.0	87.0	90.0	71.0	10.0	138.0	93.0	88.0	757.0	0.0	0.0	0.0
Phaselicystidaceae	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	7.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0
Phormidesmiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Phormidiaceae	5.0	0.0	8.0	2.0	0.0	3.0	209.0	3.0	10.0	0.0	2.0	3.0	4.0	5.0	5.0	13.0	0.0	0.0	0.0	0.0
Phycisphaeraceae	2.0	2.0	0.0	7.0	6.0	1.0	5.0	8.0	8.0	1.0	3.0	4.0	34.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0
Pirellulaceae	4.0	4.0	5.0	12.0	2.0	1.0	7.0	14.0	6.0	8.0	3.0	0.0	36.0	8.0	1.0	6.0	0.0	0.0	0.0	0.0
Piscirickettsiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Planococcaceae	0.0	1.0	0.0	1.0	4.0	4.0	3.0	4.0	3.0	1.0	3.0	4.0	3.0	7.0	2.0	0.0	0.0	25.0	13.0	16.0
Pleomorphomonadaceae	0.0	0.0	0.0	2.0	10.0	0.0	0.0	6.0	0.0	1.0	1.0	0.0	10.0	4.0	4.0	6.0	0.0	0.0	0.0	0.0
Polyangiaceae	0.0	0.0	0.0	9.0	0.0	2.0	2.0	3.0	2.0	3.0	2.0	0.0	8.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0
Porphyromonadaceae	12.0	10.0	8.0	6.0	11.0	11.0	9.0	4.0	8.0	3.0	0.0	0.0	3.0	7.0	12.0	7.0	5.0	0.0	0.0	0.0
Porticoccaceae	1.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	14.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Prevotellaceae	30.0	18.0	14.0	6.0	13.0	27.0	17.0	4.0	24.0	14.0	11.0	12.0	14.0	19.0	17.0	10.0	19.0	1.0	0.0	0.0
Procabacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Prolixibacteraceae	18.0	18.0	22.0	5.0	15.0	22.0	15.0	30.0	24.0	29.0	7.0	4.0	11.0	10.0	7.0	6.0	13.0	0.0	0.0	0.0
Promicromonosporaceae	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
Propionibacteriaceae	9.0	17.0	7.0	7.0	20.0	4.0	6.0	8.0	4.0	18.0	5.0	6.0	8.0	47.0	26.0	19.0	6.0	0.0	1.0	0.0
Pseudanabaenaceae	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pseudoalteromonadaceae	4.0	2.0	6.0	4.0	2.0	0.0	2.0	3.0	4.0	1.0	3.0	0.0	12.0	10.0	2.0	0.0	0.0	0.0	1.0	0.0
Pseudohongiellaceae	5.0	1.0	1.0	4.0	0.0	0.0	2.0	0.0	1.0	2.0	1.0	0.0	105.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Pseudomonadaceae	270.0	116.0	203.0	365.0	104.0	204.0	272.0	198.0	266.0	162.0	129.0	98.0	2813.0	445.0	153.0	187.0	305.0	288.0	269.0	352.0
Pseudonocardiaceae	0.0	1.0	0.0	1.0	3.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0
Puniceicoccaceae	108.0	11.0	23.0	262.0	16.0	234.0	200.0	520.0	260.0	690.0	477.0	67.0	442.0	71.0	276.0	152.0	50.0	2.0	1.0	0.0
Pyrinomonadaceae	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Reyranellaceae	2.0	4.0	5.0	11.0	18.0	2.0	7.0	20.0	9.0	4.0	7.0	0.0	35.0	53.0	23.0	7.0	10.0	0.0	0.0	0.0
Rhizobiaceae	53.0	74.0	123.0	286.0	220.0	54.0	163.0	351.0	75.0	79.0	89.0	144.0	881.0	260.0	112.0	121.0	51.0	2.0	0.0	1.0
Rhizobiales Incertae Sedis	12.0	32.0	33.0	62.0	196.0	7.0	48.0	203.0	21.0	58.0	111.0	76.0	250.0	78.0	258.0	240.0	108.0	0.0	0.0	0.0
Rhodanobacteraceae	5.0	22.0	15.0	100.0	14.0	16.0	34.0	25.0	31.0	18.0	30.0	22.0	38.0	210.0	11.0	32.0	2.0	0.0	1.0	0.0
Rhodobacteraceae	520.0	803.0	2638.0	2224.0	4046.0	501.0	1387.0	3504.0	522.0	1226.0	2248.0	4623.0	5270.0	2060.0	3714.0	3572.0	425.0	8.0	5.0	7.0
Rhodobiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rhodocyclaceae	143.0	164.0	189.0	348.0	106.0	99.0	197.0	197.0	237.0	143.0	126.0	119.0	740.0	2052.0	92.0	160.0	108.0	6.0	0.0	0.0
Rhodomicrobiaceae	0.0	1.0	0.0	1.0	3.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rhodopirillaceae	0.0	0.0	0.0	3.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Rhodospirillaceae	1.0	5.0	3.0	3.0	15.0	1.0	4.0	42.0	5.0	14.0	16.0	3.0	22.0	5.0	16.0	17.0	0.0	0.0	0.0	0.0
Rhodothermaceae	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Rickettsiaceae	7.0	2.0	0.0	3.0	5.0	6.0	13.0	11.0	8.0	9.0	18.0	5.0	50.0	6.0	18.0	23.0	0.0	0.0	0.0	0.0
Rikenellaceae	53.0	27.0	19.0	17.0	33.0	48.0	35.0	14.0	50.0	29.0	20.0	5.0	20.0	21.0	48.0	15.0	18.0	1.0	0.0	0.0
Roseiflexaceae	0.0	0.0	0.0	1.0	8.0	1.0	0.0	0.0	2.0	2.0	3.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0
Rs-E47 termite group	0.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Rs-M59 termite group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rubidibacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rubinisphaeraceae	0.0	2.0	2.0	9.0	4.0	0.0	7.0	6.0	5.0	2.0	1.0	2.0	14.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
Rubritaleaceae	3.0	1.0	0.0	12.0	2.0	9.0	13.0	18.0	21.0	17.0	15.0	12.0	21.0	10.0	4.0	8.0	4.0	0.0	0.0	0.0
Rubrobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminococcaceae	125.0	24.0	49.0	289.0	54.0	124.0	84.0	95.0	90.0	50.0	62.0	28.0	168.0	228.0	67.0	64.0	146.0	4.0	3.0	6.0
S15-21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S15A-MN91	4.0	1.0	4.0	0.0	0.0	2.0	2.0	0.0	1.0	0.0	3.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
S25-593	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SAR116 clade	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SB-5	21.0	10.0	6.0	2.0	4.0	14.0	13.0	2.0	15.0	7.0	3.0	4.0	4.0	6.0	8.0	0.0	11.0	0.0	0.0	0.0
SC-I-84	14.0	46.0	65.0	215.0	52.0	6.0	25.0	101.0	52.0	57.0	59.0	67.0	30.0	61.0	9.0	28.0	14.0	0.0	0.0	0.0
SG8-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SM23-30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SM2D12	15.0	13.0	3.0	11.0	20.0	13.0	13.0	12.0	25.0	4.0	5.0	0.0	92.0	17.0	20.0	7.0	0.0	0.0	0.0	0.0
ST-12K33	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Saccharimonadaceae	0.0	4.0	0.0	4.0	4.0	0.0	2.0	7.0	1.0	5.0	5.0	0.0	2.0	18.0	13.0	7.0	0.0	0.0	0.0	0.0
Saccharospirillaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Salinivirgaceae	2.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Sandaracinaceae	5.0	11.0	6.0	21.0	3.0	4.0	9.0	33.0	14.0	3.0	4.0	3.0	110.0	27.0	3.0	0.0	0.0	0.0	0.0	0.0
Sanguibacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Saprospiraceae	77.0	46.0	26.0	35.0	41.0	63.0	66.0	32.0	123.0	50.0	49.0	44.0	46.0	876.0	53.0	25.0	44.0	0.0	1.0	0.0
Scalinduaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schleiferiaceae	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schlesneriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sedimenticolaceae	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Shewanellaceae	1.0	5.0	0.0	2.0	2.0	0.0	1.0	4.0	1.0	0.0	0.0	0.0	6.0	6.0	1.0	3.0	0.0	0.0	1.0	0.0
Sneathiellaceae	0.0	1.0	1.0	5.0	6.0	0.0	0.0	2.0	0.0	2.0	3.0	0.0	5.0	2.0	9.0	0.0	0.0	0.0	0.0	0.0
Solibacteraceae (Subgroup 3)	0.0	3.0	4.0	3.0	0.0	1.0	4.0	12.0	4.0	1.0	1.0	2.0	6.0	23.0	1.0	0.0	0.0	0.0	0.0	0.0
Solimonadaceae	5.0	4.0	9.0	7.0	3.0	1.0	0.0	5.0	0.0	1.0	1.0	0.0	28.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0
Solirubrobacteraceae	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
Sphingobacteriaceae	156.0	118.0	58.0	33.0	125.0	169.0	109.0	45.0	111.0	69.0	65.0	23.0	47.0	81.0	76.0	66.0	121.0	0.0	0.0	0.0
Sphingomonadaceae	409.0	490.0	865.0	1122.0	1711.0	435.0	790.0	869.0	623.0	506.0	834.0	949.0	5190.0	724.0	2301.0	1941.0	556.0	3.0	4.0	2.0
Spirochaetaceae	3.0	6.0	4.0	10.0	6.0	5.0	8.0	3.0	8.0	6.0	3.0	9.0	10.0	5.0	3.0	5.0	7.0	0.0	0.0	0.0
Spirosomaceae	8022.0	15672.0	8406.0	1409.0	13043.0	9390.0	5495.0	4820.0	4423.0	4788.0	4378.0	1068.0	1882.0	2366.0	9613.0	7566.0	13404.0	22.0	14.0	10.0
Spongiibacteraceae	0.0	8.0	5.0	3.0	7.0	1.0	10.0	12.0	4.0	3.0	2.0	4.0	89.0	11.0	4.0	0.0	130.0	0.0	0.0	0.0
Sporichthyaceae	50.0	158.0	253.0	63.0	514.0	61.0	61.0	270.0	77.0	192.0	171.0	38.0	24.0	36.0	1121.0	1160.0	76.0	0.0	0.0	0.0
Sporolactobacillaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Staphylococcaceae	25.0	19.0	21.0	12.0	6.0	20.0	33.0	13.0	46.0	16.0	10.0	19.0	19.0	37.0	11.0	35.0	12.0	3597.0	3469.0	3854.0
Stappiaceae	0.0	3.0	0.0	5.0	4.0	1.0	1.0	1.0	0.0	0.0	1.0	6.0	4.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0
Steroidobacteraceae	4.0	10.0	25.0	14.0	10.0	0.0	5.0	13.0	8.0	7.0	11.0	21.0	9.0	10.0	13.0	7.0	238.0	0.0	0.0	0.0
Streptococcaceae	10.0	3.0	2.0	6.0	5.0	7.0	5.0	6.0	5.0	4.0	7.0	2.0	8.0	31.0	7.0	3.0	0.0	65.0	51.0	55.0
Streptomycetaceae	12.0	53.0	81.0	35.0	115.0	6.0	12.0	46.0	19.0	40.0	33.0	6.0	16.0	40.0	138.0	140.0	54.0	0.0	1.0	0.0
Streptosporangiaceae	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	2.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0
Succinivibrionaceae	0.0	1.0	0.0	3.0	0.0	0.0	2.0	1.0	0.0	2.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	3.0	3.0
Sulfuricellaceae	10.0	6.0	13.0	12.0	7.0	9.0	4.0	14.0	8.0	13.0	7.0	7.0	22.0	23.0	3.0	0.0	5.0	0.0	0.0	0.0
Sulfurospirillaceae	90.0	44.0	32.0	42.0	71.0	103.0	102.0	63.0	87.0	29.0	25.0	0.0	59.0	134.0	80.0	56.0	50.0	0.0	0.0	0.0
Sulfurovaceae	96.0	9.0	8.0	21.0	9.0	84.0	54.0	9.0	90.0	25.0	12.0	5.0	31.0	129.0	156.0	182.0	22.0	0.0	0.0	0.0
Sva1033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Synechococcales Incertae Sedis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Synergistaceae	1.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0
Syntrophaceae	2.0	3.0	0.0	30.0	2.0	8.0	23.0	21.0	25.0	9.0	20.0	9.0	112.0	27.0	3.0	0.0	0.0	1.0	0.0	0.0
Syntrophobacteraceae	0.0	0.0	0.0	7.0	0.0	0.0	0.0	1.0	6.0	3.0	0.0	2.0	26.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0
Syntrophomonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Syntrophorhabdaceae	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0	15.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
T34	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
TRA3-20	21.0	17.0	15.0	27.0	9.0	11.0	9.0	21.0	31.0	15.0	9.0	8.0	20.0	25.0	6.0	0.0	10.0	0.0	1.0	0.0
TSAC18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tannerellaceae	4.0	2.0	0.0	1.0	3.0	6.0	4.0	1.0	4.0	1.0	1.0	0.0	3.0	7.0	3.0	0.0	0.0	0.0	0.0	0.0
Tenderiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tepidisphaeraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
Terasakiellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Terrimicrobiaceae	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thalassospiraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thermaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thermoactinomycetaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Thermoanaerobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Thermoanaerobaculaceae	0.0	0.0	0.0	2.0	4.0	0.0	1.0	2.0	5.0	3.0	1.0	0.0	4.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
Thermomonosporaceae	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thioalkalispiraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thioglobaceae	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Thiohalorhabdaceae	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thiomicrospiraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thiotrichaceae	1.0	3.0	5.0	7.0	0.0	3.0	2.0	2.0	5.0	1.0	0.0	0.0	16.0	14.0	1.0	0.0	0.0	0.0	1.0	0.0
Thiovulaceae	606.0	93.0	57.0	238.0	184.0	578.0	674.0	344.0	676.0	124.0	122.0	20.0	275.0	397.0	119.0	119.0	4.0	0.0	1.0	0.0
Tistrellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Trueperaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UASB-TL25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
UBA12409	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
URHD0088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Unknown Family	17.0	28.0	10.0	25.0	15.0	17.0	20.0	28.0	28.0	19.0	0.0	14.0	230.0	37.0	10.0	13.0	229.0	0.0	0.0	0.0
VHS-B3-70	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
VHS-B4-70	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Veillonellaceae	7.0	8.0	8.0	15.0	6.0	13.0	3.0	16.0	16.0	16.0	10.0	6.0	7.0	22.0	10.0	5.0	0.0	2.0	1.0	0.0
Vermiphilaceae	2.0	11.0	0.0	1.0	2.0	4.0	9.0	7.0	7.0	8.0	4.0	1.0	2.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0
Verrucomicrobiaceae	16.0	2.0	0.0	22.0	0.0	18.0	12.0	52.0	20.0	64.0	50.0	0.0	37.0	10.0	20.0	17.0	0.0	0.0	1.0	0.0
Vibrionaceae	6.0	2.0	3.0	13.0	1.0	3.0	8.0	6.0	10.0	5.0	4.0	3.0	29.0	9.0	3.0	0.0	8.0	8.0	4.0	7.0
Victivallaceae	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	17.0	2.0	12.0	17.0	0.0	0.0	0.0	0.0
WD2101 soil group	0.0	2.0	0.0	9.0	2.0	0.0	4.0	1.0	1.0	1.0	2.0	0.0	17.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0
Weeksellaceae	26.0	26.0	7.0	2.0	25.0	35.0	14.0	6.0	20.0	17.0	6.0	0.0	3.0	11.0	14.0	15.0	19.0	0.0	0.0	0.0
Woeseiaceae	3.0	0.0	0.0	2.0	5.0	0.0	3.0	1.0	4.0	0.0	2.0	0.0	8.0	2.0	0.0	0.0	6.0	0.0	0.0	0.0
Wohlfahrtiimonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Xanthobacteraceae	22.0	40.0	28.0	160.0	143.0	31.0	64.0	127.0	46.0	40.0	57.0	53.0	429.0	152.0	69.0	46.0	2214.0	0.0	1.0	0.0
Xanthomonadaceae	101.0	138.0	96.0	552.0	82.0	68.0	168.0	221.0	276.0	127.0	166.0	197.0	154.0	371.0	86.0	90.0	105.0	4.0	2.0	0.0
Xenococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	8.0	5.0	0.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Xiphinematobacteraceae	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bac2nit3	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bacteriap25	1.0	1.0	0.0	4.0	2.0	0.0	1.0	5.0	3.0	2.0	3.0	0.0	21.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0
env.OPS 17	8.0	4.0	4.0	5.0	2.0	23.0	18.0	2.0	28.0	10.0	8.0	7.0	4.0	18.0	11.0	11.0	0.0	0.0	0.0	0.0
mle1-27	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	5.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0
p-251-o5	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p-2534-18B5 gut group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
possible family 01	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s74e-6049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
uncultured	0.0	14.0	12.0	3.0	2.0	12.0	0.0	12.0	5.0	17.0	11.0	6.0	0.0	11.0	17.0	14.0	43.0	0.0	0.0	0.0
vadinBE97	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
