"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_april_BC01.cladeReads"	"kraken2_16s_k21_classification_april_BC02.cladeReads"	"kraken2_16s_k21_classification_april_BC03.cladeReads"	"kraken2_16s_k21_classification_april_BC04.cladeReads"	"kraken2_16s_k21_classification_april_BC05.cladeReads"	"kraken2_16s_k21_classification_april_BC06.cladeReads"	"kraken2_16s_k21_classification_april_BC07.cladeReads"	"kraken2_16s_k21_classification_april_BC08.cladeReads"	"kraken2_16s_k21_classification_april_BC09.cladeReads"	"kraken2_16s_k21_classification_april_BC10.cladeReads"	"kraken2_16s_k21_classification_april_BC11.cladeReads"	"kraken2_16s_k21_classification_april_BC12.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_april_BC01.cladeReads.."	"kraken2_16s_k21_classification_april_BC02.cladeReads.."	"kraken2_16s_k21_classification_april_BC03.cladeReads.."	"kraken2_16s_k21_classification_april_BC04.cladeReads.."	"kraken2_16s_k21_classification_april_BC05.cladeReads.."	"kraken2_16s_k21_classification_april_BC06.cladeReads.."	"kraken2_16s_k21_classification_april_BC07.cladeReads.."	"kraken2_16s_k21_classification_april_BC08.cladeReads.."	"kraken2_16s_k21_classification_april_BC09.cladeReads.."	"kraken2_16s_k21_classification_april_BC10.cladeReads.."	"kraken2_16s_k21_classification_april_BC11.cladeReads.."	"kraken2_16s_k21_classification_april_BC12.cladeReads.."	"lineage"
"Eoetvoesia"	"G"	26392	5	NA	NA	1	5	NA	2	3	NA	NA	5	2	NA	0.001612	NA	NA	0.0004318	0.001479	NA	0.0008921	0.001228	NA	NA	0.001612	0.0009033	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Azovibrio"	"G"	26559	40	NA	NA	40	30	NA	6	3	NA	1	8	6	NA	0.01727	NA	NA	0.01727	0.008873	NA	0.002676	0.001228	NA	0.0004142	0.00258	0.00271	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Quatrionicoccus"	"G"	26572	15	NA	NA	15	9	NA	1	2	NA	NA	7	1	NA	0.006476	NA	NA	0.006476	0.002662	NA	0.0004461	0.0008186	NA	NA	0.002257	0.0004517	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Dechlorosoma"	"G"	26564	12	NA	NA	12	3	NA	1	NA	NA	NA	1	NA	NA	0.005181	NA	NA	0.005181	0.0008873	NA	0.0004461	NA	NA	NA	0.0003225	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Niveibacterium"	"G"	26570	5	NA	NA	5	NA	NA	1	NA	NA	1	NA	NA	NA	0.002159	NA	NA	0.002159	NA	NA	0.0004461	NA	NA	0.0004142	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Georgfuchsia"	"G"	26568	7	NA	NA	5	7	NA	3	3	NA	NA	5	4	NA	0.002159	NA	NA	0.002159	0.00207	NA	0.001338	0.001228	NA	NA	0.001612	0.001807	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Sulfurisoma"	"G"	26575	10	NA	NA	1	6	NA	3	1	NA	1	10	NA	NA	0.003225	NA	NA	0.0004318	0.001775	NA	0.001338	0.0004093	NA	0.0004142	0.003225	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"DSSD61"	"G"	26541	26	NA	NA	16	8	NA	6	10	NA	1	26	7	NA	0.008385	NA	NA	0.006908	0.002366	NA	0.002676	0.004093	NA	0.0004142	0.008385	0.003162	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"Nitrosospira"	"G"	26547	27	NA	NA	14	27	NA	6	8	NA	8	12	2	NA	0.007986	NA	NA	0.006045	0.007986	NA	0.002676	0.003274	NA	0.003313	0.00387	0.0009033	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"966-1"	"G"	26540	50	NA	NA	9	8	NA	5	6	NA	3	50	2	NA	0.01612	NA	NA	0.003886	0.002366	NA	0.00223	0.002456	NA	0.001243	0.01612	0.0009033	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"mle1-7"	"G"	26550	5	NA	NA	3	5	NA	3	4	NA	NA	5	1	1	0.1898	NA	NA	0.001295	0.001479	NA	0.001338	0.001637	NA	NA	0.001612	0.0004517	0.1898	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"cr616"	"G"	26549	1	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0004318	NA	NA	0.0004318	NA	NA	NA	0.0004093	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"P3OB-51"	"G"	26548	2	NA	NA	1	2	NA	1	NA	NA	NA	2	NA	NA	0.000645	NA	NA	0.0004318	0.0005915	NA	0.0004461	NA	NA	NA	0.000645	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"UBA6140"	"G"	26524	6	NA	NA	2	6	NA	NA	3	NA	1	3	5	NA	0.002258	NA	NA	0.0008635	0.001775	NA	NA	0.001228	NA	0.0004142	0.0009675	0.002258	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Methylovorus"	"G"	26522	3	NA	NA	1	NA	NA	2	NA	NA	2	1	3	NA	0.001355	NA	NA	0.0004318	NA	NA	0.0008921	NA	NA	0.0008283	0.0003225	0.001355	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Snodgrassella"	"G"	26534	8	NA	NA	6	8	NA	3	4	NA	2	4	8	NA	0.003613	NA	NA	0.002591	0.002366	NA	0.001338	0.001637	NA	0.0008283	0.00129	0.003613	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Neisseriaceae"
"Kingella"	"G"	26531	13	NA	NA	6	13	NA	6	7	NA	4	3	4	NA	0.003845	NA	NA	0.002591	0.003845	NA	0.002676	0.002865	NA	0.001657	0.0009675	0.001807	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Neisseriaceae"
"Uruburuella"	"G"	26536	2	NA	NA	1	2	NA	NA	NA	NA	1	1	NA	NA	0.0005915	NA	NA	0.0004318	0.0005915	NA	NA	NA	NA	0.0004142	0.0003225	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Neisseriaceae"
"Stenoxybacter"	"G"	26535	2	NA	NA	1	1	NA	1	1	NA	NA	2	NA	NA	0.000645	NA	NA	0.0004318	0.0002958	NA	0.0004461	0.0004093	NA	NA	0.000645	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Neisseriaceae"
"Aquitalea"	"G"	26487	6	NA	NA	6	4	NA	NA	1	NA	NA	1	3	NA	0.002591	NA	NA	0.002591	0.001183	NA	NA	0.0004093	NA	NA	0.0003225	0.001355	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chromobacteriaceae"
"Gulbenkiania"	"G"	26490	1	NA	NA	1	1	NA	NA	NA	NA	NA	1	NA	NA	0.0004318	NA	NA	0.0004318	0.0002958	NA	NA	NA	NA	NA	0.0003225	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chromobacteriaceae"
"Formivibrio"	"G"	26479	27	NA	NA	5	27	1	NA	2	NA	NA	5	2	NA	0.0463	NA	NA	0.002159	0.007986	0.0463	NA	0.0008186	NA	NA	0.001612	0.0009033	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chitinibacteraceae"
"Amantichitinum"	"G"	26473	4	NA	NA	3	4	NA	NA	2	1	1	2	2	NA	0.001295	NA	NA	0.001295	0.001183	NA	NA	0.0008186	0.0002606	0.0004142	0.000645	0.0009033	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chitinibacteraceae"
"Chitiniphilus"	"G"	26477	1	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0004318	NA	NA	0.0004318	NA	NA	NA	0.0004093	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chitinibacteraceae"
"A21b"	"F"	26342	85	NA	NA	21	28	NA	14	11	NA	6	85	7	NA	0.02741	NA	NA	0.009067	0.008282	NA	0.006245	0.004502	NA	0.002485	0.02741	0.003162	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Chitinivorax"	"G"	26485	15	NA	NA	2	15	NA	5	6	NA	3	3	7	NA	0.004437	NA	NA	0.0008635	0.004437	NA	0.00223	0.002456	NA	0.001243	0.0009675	0.003162	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chitinimonadaceae"
"T34"	"F"	26588	6	NA	NA	6	4	NA	NA	2	NA	NA	5	3	NA	0.002591	NA	NA	0.002591	0.001183	NA	NA	0.0008186	NA	NA	0.001612	0.001355	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"uncultured"	"F"	26590	4	NA	NA	3	NA	NA	1	1	NA	NA	4	2	NA	0.001295	NA	NA	0.001295	NA	NA	0.0004461	0.0004093	NA	NA	0.00129	0.0009033	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Leeiaceae"	"F"	26512	12	NA	NA	2	12	NA	1	2	NA	NA	1	1	NA	0.003549	NA	NA	0.0008635	0.003549	NA	0.0004461	0.0008186	NA	NA	0.0003225	0.0004517	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"uncultured"	"G"	26514	11	NA	NA	2	11	NA	1	1	NA	NA	1	1	NA	0.003254	NA	NA	0.0008635	0.003254	NA	0.0004461	0.0004093	NA	NA	0.0003225	0.0004517	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Leeiaceae"
"Kluyvera"	"G"	3508	166	NA	NA	14	13	NA	1	3	166	4	6	2	NA	0.04326	NA	NA	0.006045	0.003845	NA	0.0004461	0.001228	0.04326	0.001657	0.001935	0.0009033	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Izhakiella"	"G"	26647	20	NA	NA	6	11	NA	1	2	20	NA	3	2	NA	0.005212	NA	NA	0.002591	0.003254	NA	0.0004461	0.0008186	0.005212	NA	0.0009675	0.0009033	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Lelliottia"	"G"	14638	26	NA	NA	4	7	NA	3	4	26	NA	2	2	NA	0.006775	NA	NA	0.001727	0.00207	NA	0.001338	0.001637	0.006775	NA	0.000645	0.0009033	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Siccibacter"	"G"	26649	31	NA	NA	3	NA	NA	NA	1	31	NA	NA	1	NA	0.008078	NA	NA	0.001295	NA	NA	NA	0.0004093	0.008078	NA	NA	0.0004517	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Tatumella"	"G"	3526	29	NA	NA	2	7	NA	NA	2	29	1	3	3	NA	0.007557	NA	NA	0.0008635	0.00207	NA	NA	0.0008186	0.007557	0.0004142	0.0009675	0.001355	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Brenneria"	"G"	3472	5	NA	NA	2	NA	NA	1	NA	5	NA	1	NA	NA	0.001303	NA	NA	0.0008635	NA	NA	0.0004461	NA	0.001303	NA	0.0003225	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Rosenbergiella"	"G"	14643	41	NA	NA	2	7	NA	1	3	41	1	3	3	NA	0.01068	NA	NA	0.0008635	0.00207	NA	0.0004461	0.001228	0.01068	0.0004142	0.0009675	0.001355	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"endosymbionts4"	"G"	14649	3	NA	NA	2	1	NA	NA	NA	3	NA	2	NA	NA	0.0008635	NA	NA	0.0008635	0.0002958	NA	NA	NA	0.0007817	NA	0.000645	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"uncultured"	"G"	3534	3	NA	NA	2	3	NA	1	1	1	1	1	1	NA	0.0008873	NA	NA	0.0008635	0.0008873	NA	0.0004461	0.0004093	0.0002606	0.0004142	0.0003225	0.0004517	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Candidatus Blochmannia"	"G"	3478	2	NA	NA	2	2	NA	NA	1	2	1	2	1	NA	0.0008635	NA	NA	0.0008635	0.0005915	NA	NA	0.0004093	0.0005212	0.0004142	0.000645	0.0004517	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Candidatus Curculioniphilus"	"G"	3480	3	NA	NA	1	NA	NA	NA	1	3	NA	NA	NA	NA	0.0007817	NA	NA	0.0004318	NA	NA	NA	0.0004093	0.0007817	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Candidatus Baumannia"	"G"	3476	2	NA	NA	1	1	NA	NA	NA	2	NA	1	NA	NA	0.0005212	NA	NA	0.0004318	0.0002958	NA	NA	NA	0.0005212	NA	0.0003225	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Candidatus Rosenkranzia"	"G"	3490	1	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0004318	NA	NA	0.0004318	NA	NA	NA	NA	0.0002606	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Candidatus Schneideria"	"G"	3491	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0004318	NA	NA	0.0004318	0.0002958	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Leminorella"	"G"	3509	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004318	NA	NA	0.0004318	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Gibbsiella"	"G"	14635	2	NA	NA	1	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0005212	NA	NA	0.0004318	NA	NA	NA	NA	0.0005212	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Pragia"	"G"	3517	2	NA	NA	1	1	NA	NA	2	1	1	NA	NA	NA	0.0008186	NA	NA	0.0004318	0.0002958	NA	NA	0.0008186	0.0002606	0.0004142	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Pluralibacter"	"G"	14641	21	NA	NA	1	1	1	NA	NA	21	2	2	2	NA	0.0463	NA	NA	0.0004318	0.0002958	0.0463	NA	NA	0.005472	0.0008283	0.000645	0.0009033	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"uncultured"	"G"	3824	66	NA	NA	51	18	NA	20	16	NA	5	66	13	NA	0.02202	NA	NA	0.02202	0.005324	NA	0.008921	0.006549	NA	0.002071	0.02128	0.005872	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"Silanimonas"	"G"	3817	19	NA	NA	7	1	NA	NA	4	NA	1	19	NA	NA	0.006127	NA	NA	0.003022	0.0002958	NA	NA	0.001637	NA	0.0004142	0.006127	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"SN8"	"G"	26881	6	NA	NA	6	2	NA	NA	NA	NA	NA	4	NA	NA	0.002591	NA	NA	0.002591	0.0005915	NA	NA	NA	NA	NA	0.00129	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"Xylella"	"G"	3823	7	NA	NA	4	7	NA	NA	1	NA	1	7	NA	NA	0.002257	NA	NA	0.001727	0.00207	NA	NA	0.0004093	NA	0.0004142	0.002257	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"Rehaibacterium"	"G"	3814	5	NA	NA	3	NA	NA	NA	1	NA	1	5	NA	NA	0.001612	NA	NA	0.001295	NA	NA	NA	0.0004093	NA	0.0004142	0.001612	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"Rudaea"	"G"	26878	15	NA	NA	15	7	NA	1	2	NA	1	5	NA	NA	0.006476	NA	NA	0.006476	0.00207	NA	0.0004461	0.0008186	NA	0.0004142	0.001612	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae"
"Tahibacter"	"G"	26879	12	NA	NA	12	3	NA	1	1	NA	NA	7	NA	NA	0.005181	NA	NA	0.005181	0.0008873	NA	0.0004461	0.0004093	NA	NA	0.002257	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae"
"Metallibacterium"	"G"	26873	8	NA	NA	8	2	NA	2	NA	NA	1	6	1	NA	0.003454	NA	NA	0.003454	0.0005915	NA	0.0008921	NA	NA	0.0004142	0.001935	0.0004517	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae"
"Frateuria"	"G"	26870	6	NA	NA	3	3	NA	1	2	NA	NA	6	1	NA	0.001935	NA	NA	0.001295	0.0008873	NA	0.0004461	0.0008186	NA	NA	0.001935	0.0004517	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae"
"Oleiagrimonas"	"G"	26875	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	1	0.1898	NA	NA	0.0008635	NA	NA	NA	NA	NA	NA	NA	NA	0.1898	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae"
"Chujaibacter"	"G"	26867	3	NA	NA	2	2	NA	NA	3	NA	NA	2	NA	NA	0.001228	NA	NA	0.0008635	0.0005915	NA	NA	0.001228	NA	NA	0.000645	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae"
"Chiayiivirga"	"G"	26866	2	NA	NA	2	NA	NA	NA	1	NA	1	1	NA	NA	0.0008635	NA	NA	0.0008635	NA	NA	NA	0.0004093	NA	0.0004142	0.0003225	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae"
"Mizugakiibacter"	"G"	26874	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0004318	NA	NA	0.0004318	0.0002958	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae"
"Azotobacter"	"G"	3721	7	NA	NA	3	7	NA	3	2	1	1	5	2	NA	0.00207	NA	NA	0.001295	0.00207	NA	0.001338	0.0008186	0.0002606	0.0004142	0.001612	0.0009033	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae"
"Thiopseudomonas"	"G"	14683	1	NA	NA	1	1	NA	NA	1	NA	NA	1	NA	NA	0.0004318	NA	NA	0.0004318	0.0002958	NA	NA	0.0004093	NA	NA	0.0003225	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae"
"Moraxella"	"G"	3714	51	NA	NA	8	51	NA	NA	4	3	1	10	5	NA	0.01508	NA	NA	0.003454	0.01508	NA	NA	0.001637	0.0007817	0.0004142	0.003225	0.002258	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"Paraperlucidibaca"	"G"	26804	22	NA	NA	2	22	NA	NA	1	NA	NA	4	8	NA	0.006507	NA	NA	0.0008635	0.006507	NA	NA	0.0004093	NA	NA	0.00129	0.003613	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"Cavicella"	"G"	26803	18	NA	NA	1	18	1	NA	2	NA	1	NA	NA	NA	0.0463	NA	NA	0.0004318	0.005324	0.0463	NA	0.0008186	NA	0.0004142	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"Oceanimonas"	"G"	3319	3	NA	NA	3	3	NA	1	1	NA	NA	3	NA	NA	0.001295	NA	NA	0.001295	0.0008873	NA	0.0004461	0.0004093	NA	NA	0.0009675	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae"
"Oceanisphaera"	"G"	3320	3	NA	NA	1	1	NA	NA	3	NA	NA	NA	1	NA	0.001228	NA	NA	0.0004318	0.0002958	NA	NA	0.001228	NA	NA	NA	0.0004517	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae"
"Succinivibrio"	"G"	3331	20	NA	NA	20	13	NA	2	5	6	3	5	5	NA	0.008635	NA	NA	0.008635	0.003845	NA	0.0008921	0.002046	0.001563	0.001243	0.001612	0.002258	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Succinivibrionaceae"
"Anaerobiospirillum"	"G"	3327	4	NA	NA	1	4	NA	NA	NA	NA	1	NA	1	NA	0.001183	NA	NA	0.0004318	0.001183	NA	NA	NA	NA	0.0004142	NA	0.0004517	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Succinivibrionaceae"
"JI49D030"	"F"	3324	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004318	NA	NA	0.0004318	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales"
"Diplorickettsia"	"G"	26619	56	NA	NA	4	56	NA	5	5	NA	1	3	7	NA	0.01656	NA	NA	0.001727	0.01656	NA	0.00223	0.002046	NA	0.0004142	0.0009675	0.003162	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Diplorickettsiales>Diplorickettsiaceae"
"uncultured"	"G"	3561	22	NA	NA	6	22	NA	4	1	NA	1	2	1	NA	0.006507	NA	NA	0.002591	0.006507	NA	0.001784	0.0004093	NA	0.0004142	0.000645	0.0004517	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae"
"Candidatus Carsonella"	"G"	14656	2	NA	NA	1	2	NA	NA	1	NA	1	1	1	NA	0.0005915	NA	NA	0.0004318	0.0005915	NA	NA	0.0004093	NA	0.0004142	0.0003225	0.0004517	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Gammaproteobacteria&nbsp;Incertae&nbsp;Sedis>Unknown&nbsp;Family"
"Paraglaciecola"	"G"	11504	5	NA	NA	1	5	NA	NA	NA	1	NA	2	NA	NA	0.001479	NA	NA	0.0004318	0.001479	NA	NA	NA	0.0002606	NA	0.000645	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae"
"Aliidiomarina"	"G"	3386	47	NA	NA	15	47	NA	7	2	NA	5	15	5	NA	0.0139	NA	NA	0.006476	0.0139	NA	0.003122	0.0008186	NA	0.002071	0.004837	0.002258	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Idiomarinaceae"
"Colwelliaceae"	"F"	3378	21	NA	NA	6	21	NA	3	4	2	3	5	2	NA	0.006211	NA	NA	0.002591	0.006211	NA	0.001338	0.001637	0.0005212	0.001243	0.001612	0.0009033	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Colwellia"	"G"	3379	19	NA	NA	6	19	NA	3	4	2	2	5	2	NA	0.00562	NA	NA	0.002591	0.00562	NA	0.001338	0.001637	0.0005212	0.0008283	0.001612	0.0009033	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Colwelliaceae"
"Psychromonadaceae"	"F"	3397	3	NA	NA	1	3	NA	1	NA	NA	NA	3	1	NA	0.0009675	NA	NA	0.0004318	0.0008873	NA	0.0004461	NA	NA	NA	0.0009675	0.0004517	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Psychromonas"	"G"	3398	3	NA	NA	1	3	NA	1	NA	NA	NA	3	1	NA	0.0009675	NA	NA	0.0004318	0.0008873	NA	0.0004461	NA	NA	NA	0.0009675	0.0004517	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Psychromonadaceae"
"Salinicola"	"G"	3622	7	NA	NA	2	7	NA	1	1	2	NA	1	1	NA	0.00207	NA	NA	0.0008635	0.00207	NA	0.0004461	0.0004093	0.0005212	NA	0.0003225	0.0004517	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae"
"Zooshikella"	"G"	26754	2	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA	NA	0.0005915	NA	NA	0.0004318	0.0005915	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Endozoicomonadaceae"
"Marinobacterium"	"G"	26772	5	NA	NA	3	5	NA	1	1	1	3	2	1	NA	0.001479	NA	NA	0.001295	0.001479	NA	0.0004461	0.0004093	0.0002606	0.001243	0.000645	0.0004517	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Nitrincolaceae"
"uncultured"	"G"	26778	13	NA	NA	2	13	NA	1	NA	1	NA	1	1	NA	0.003845	NA	NA	0.0008635	0.003845	NA	0.0004461	NA	0.0002606	NA	0.0003225	0.0004517	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Nitrincolaceae"
"Alcanivoracaceae"	"F"	3595	52	NA	NA	7	52	NA	3	1	3	3	16	3	NA	0.01538	NA	NA	0.003022	0.01538	NA	0.001338	0.0004093	0.0007817	0.001243	0.00516	0.001355	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Alcanivorax"	"G"	3596	52	NA	NA	7	52	NA	3	1	3	3	16	3	NA	0.01538	NA	NA	0.003022	0.01538	NA	0.001338	0.0004093	0.0007817	0.001243	0.00516	0.001355	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Alcanivoracaceae"
"Saccharospirillaceae"	"F"	3667	12	NA	NA	3	12	NA	1	1	NA	3	1	1	NA	0.003549	NA	NA	0.001295	0.003549	NA	0.0004461	0.0004093	NA	0.001243	0.0003225	0.0004517	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Reinekea"	"G"	26792	3	NA	NA	2	3	NA	1	NA	NA	3	NA	1	NA	0.001243	NA	NA	0.0008635	0.0008873	NA	0.0004461	NA	NA	0.001243	NA	0.0004517	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Saccharospirillaceae"
