"name"	"taxRank"	"taxID"	"Max"	"BC01.cladeReads"	"BC02.cladeReads"	"BC03.cladeReads"	"BC04.cladeReads"	"BC05.cladeReads"	"BC06.cladeReads"	"BC07.cladeReads"	"BC08.cladeReads"	"BC09.cladeReads"	"BC10.cladeReads"	"BC11.cladeReads"	"BC12.cladeReads"	"Max.1"	"BC01.cladeReads.."	"BC02.cladeReads.."	"BC03.cladeReads.."	"BC04.cladeReads.."	"BC05.cladeReads.."	"BC06.cladeReads.."	"BC07.cladeReads.."	"BC08.cladeReads.."	"BC09.cladeReads.."	"BC10.cladeReads.."	"BC11.cladeReads.."	"BC12.cladeReads.."	"lineage"
"Ilyobacter"	"G"	167639	69	1	1	20	49	NA	8	13	69	7	21	6	1	0.1783	0.00631	0.005277	0.007782	0.01306	NA	0.003347	0.004845	0.01768	0.002707	0.00598	0.0025	0.1783	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae"
"Ilyobacter polytropus"	"S"	167642	69	1	1	20	49	NA	8	13	69	7	21	6	1	0.1783	0.00631	0.005277	0.007782	0.01306	NA	0.003347	0.004845	0.01768	0.002707	0.00598	0.0025	0.1783	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Ilyobacter"
"Thermotogae"	"P"	200918	208	8	5	98	208	2	176	153	90	174	129	121	NA	0.08453	0.05048	0.02639	0.03813	0.05542	0.08453	0.07363	0.05703	0.02306	0.06729	0.03673	0.05042	NA	"cellular&nbsp;organisms>Bacteria"
"Thermotogae"	"C"	188708	208	8	5	98	208	2	176	153	90	174	129	121	NA	0.08453	0.05048	0.02639	0.03813	0.05542	0.08453	0.07363	0.05703	0.02306	0.06729	0.03673	0.05042	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae"
"Petrotogales"	"O"	1643947	101	5	2	53	61	1	83	91	53	101	42	71	NA	0.04227	0.03155	0.01055	0.02062	0.01625	0.04227	0.03472	0.03392	0.01358	0.03906	0.01196	0.02958	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae"
"Petrotogaceae"	"-"	1643949	101	5	2	53	61	1	83	91	53	101	42	71	NA	0.04227	0.03155	0.01055	0.02062	0.01625	0.04227	0.03472	0.03392	0.01358	0.03906	0.01196	0.02958	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Petrotogales"
"Petrotoga"	"G"	28236	82	3	2	33	42	NA	59	64	8	82	29	56	NA	0.03171	0.01893	0.01055	0.01284	0.01119	NA	0.02468	0.02385	0.00205	0.03171	0.008258	0.02333	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Petrotogales>Petrotogaceae"
"Petrotoga mobilis"	"S"	69499	82	3	2	33	42	NA	59	64	8	82	29	56	NA	0.03171	0.01893	0.01055	0.01284	0.01119	NA	0.02468	0.02385	0.00205	0.03171	0.008258	0.02333	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Petrotogales>Petrotogaceae>Petrotoga"
"Marinitoga"	"G"	160798	45	1	NA	16	15	1	19	24	45	11	12	12	NA	0.04227	0.00631	NA	0.006226	0.003996	0.04227	0.007948	0.008945	0.01153	0.004254	0.003417	0.005	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Petrotogales>Petrotogaceae"
"Defluviitoga"	"G"	1511648	8	1	NA	4	4	NA	5	3	NA	8	1	3	NA	0.00631	0.00631	NA	0.001556	0.001066	NA	0.002092	0.001118	NA	0.003094	0.0002847	0.00125	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Petrotogales>Petrotogaceae"
"Defluviitoga tunisiensis"	"S"	1006576	8	1	NA	4	4	NA	5	3	NA	8	1	3	NA	0.00631	0.00631	NA	0.001556	0.001066	NA	0.002092	0.001118	NA	0.003094	0.0002847	0.00125	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Petrotogales>Petrotogaceae>Defluviitoga"
"Thermotogales"	"O"	2419	87	1	3	18	87	NA	34	25	13	26	44	19	NA	0.02318	0.00631	0.01583	0.007004	0.02318	NA	0.01422	0.009318	0.003331	0.01005	0.01253	0.007917	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae"
"Thermotogaceae"	"F"	188709	44	1	1	12	44	NA	14	15	1	18	27	13	NA	0.01172	0.00631	0.005277	0.004669	0.01172	NA	0.005857	0.005591	0.0002562	0.006961	0.007688	0.005417	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales"
"Thermotoga"	"G"	2335	16	1	NA	4	16	NA	1	5	NA	3	7	4	NA	0.00631	0.00631	NA	0.001556	0.004263	NA	0.0004183	0.001864	NA	0.00116	0.001993	0.001667	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Thermotogaceae"
"Kosmotogales"	"O"	1643946	22	1	NA	11	13	NA	12	8	11	12	22	3	NA	0.00631	0.00631	NA	0.00428	0.003464	NA	0.00502	0.002982	0.002818	0.004641	0.006264	0.00125	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae"
"Kosmotogaceae"	"F"	1643948	22	1	NA	11	13	NA	12	8	11	12	22	3	NA	0.00631	0.00631	NA	0.00428	0.003464	NA	0.00502	0.002982	0.002818	0.004641	0.006264	0.00125	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Kosmotogales"
"Mesotoga"	"G"	1184396	6	1	NA	6	2	NA	4	4	4	4	1	1	NA	0.00631	0.00631	NA	0.002335	0.0005329	NA	0.001673	0.001491	0.001025	0.001547	0.0002847	0.0004167	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Kosmotogales>Kosmotogaceae"
"Mesotoga prima"	"S"	1184387	6	1	NA	6	2	NA	4	4	4	4	1	1	NA	0.00631	0.00631	NA	0.002335	0.0005329	NA	0.001673	0.001491	0.001025	0.001547	0.0002847	0.0004167	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Kosmotogales>Kosmotogaceae>Mesotoga"
"Deferribacteres"	"P"	200930	129	5	5	67	129	NA	43	56	27	42	91	27	NA	0.03437	0.03155	0.02639	0.02607	0.03437	NA	0.01799	0.02087	0.006918	0.01624	0.02591	0.01125	NA	"cellular&nbsp;organisms>Bacteria"
"Deferribacteres"	"C"	68337	129	5	5	67	129	NA	43	56	27	42	91	27	NA	0.03437	0.03155	0.02639	0.02607	0.03437	NA	0.01799	0.02087	0.006918	0.01624	0.02591	0.01125	NA	"cellular&nbsp;organisms>Bacteria>Deferribacteres"
"Deferribacterales"	"O"	191393	129	5	5	67	129	NA	43	56	27	42	91	27	NA	0.03437	0.03155	0.02639	0.02607	0.03437	NA	0.01799	0.02087	0.006918	0.01624	0.02591	0.01125	NA	"cellular&nbsp;organisms>Bacteria>Deferribacteres>Deferribacteres"
"Deferribacteraceae"	"F"	191394	129	5	5	67	129	NA	43	56	27	42	91	27	NA	0.03437	0.03155	0.02639	0.02607	0.03437	NA	0.01799	0.02087	0.006918	0.01624	0.02591	0.01125	NA	"cellular&nbsp;organisms>Bacteria>Deferribacteres>Deferribacteres>Deferribacterales"
"Deferribacter"	"G"	53572	73	3	3	48	73	NA	20	36	20	26	69	18	NA	0.01965	0.01893	0.01583	0.01868	0.01945	NA	0.008367	0.01342	0.005124	0.01005	0.01965	0.0075	NA	"cellular&nbsp;organisms>Bacteria>Deferribacteres>Deferribacteres>Deferribacterales>Deferribacteraceae"
"Deferribacter desulfuricans"	"S"	197162	73	3	3	48	73	NA	20	36	20	26	69	18	NA	0.01965	0.01893	0.01583	0.01868	0.01945	NA	0.008367	0.01342	0.005124	0.01005	0.01965	0.0075	NA	"cellular&nbsp;organisms>Bacteria>Deferribacteres>Deferribacteres>Deferribacterales>Deferribacteraceae>Deferribacter"
"Flexistipes"	"G"	2351	23	1	NA	5	23	NA	4	6	3	4	11	1	NA	0.00631	0.00631	NA	0.001946	0.006128	NA	0.001673	0.002236	0.0007687	0.001547	0.003132	0.0004167	NA	"cellular&nbsp;organisms>Bacteria>Deferribacteres>Deferribacteres>Deferribacterales>Deferribacteraceae"
"Flexistipes sinusarabici"	"S"	2352	23	1	NA	5	23	NA	4	6	3	4	11	1	NA	0.00631	0.00631	NA	0.001946	0.006128	NA	0.001673	0.002236	0.0007687	0.001547	0.003132	0.0004167	NA	"cellular&nbsp;organisms>Bacteria>Deferribacteres>Deferribacteres>Deferribacterales>Deferribacteraceae>Flexistipes"
"Calditerrivibrio"	"G"	545865	25	1	1	11	25	NA	10	6	3	7	10	7	NA	0.006661	0.00631	0.005277	0.00428	0.006661	NA	0.004183	0.002236	0.0007687	0.002707	0.002847	0.002917	NA	"cellular&nbsp;organisms>Bacteria>Deferribacteres>Deferribacteres>Deferribacterales>Deferribacteraceae"
"Calditerrivibrio nitroreducens"	"S"	477976	25	1	1	11	25	NA	10	6	3	7	10	7	NA	0.006661	0.00631	0.005277	0.00428	0.006661	NA	0.004183	0.002236	0.0007687	0.002707	0.002847	0.002917	NA	"cellular&nbsp;organisms>Bacteria>Deferribacteres>Deferribacteres>Deferribacterales>Deferribacteraceae>Calditerrivibrio"
"Chrysiogenetes"	"P"	200938	130	5	4	61	130	1	81	68	24	56	111	47	2	0.3565	0.03155	0.02111	0.02374	0.03464	0.04227	0.03388	0.02535	0.006149	0.02166	0.03161	0.01958	0.3565	"cellular&nbsp;organisms>Bacteria"
"Chrysiogenetes"	"C"	118001	130	5	4	61	130	1	81	68	24	56	111	47	2	0.3565	0.03155	0.02111	0.02374	0.03464	0.04227	0.03388	0.02535	0.006149	0.02166	0.03161	0.01958	0.3565	"cellular&nbsp;organisms>Bacteria>Chrysiogenetes"
"Chrysiogenales"	"O"	189769	130	5	4	61	130	1	81	68	24	56	111	47	2	0.3565	0.03155	0.02111	0.02374	0.03464	0.04227	0.03388	0.02535	0.006149	0.02166	0.03161	0.01958	0.3565	"cellular&nbsp;organisms>Bacteria>Chrysiogenetes>Chrysiogenetes"
"Chrysiogenaceae"	"F"	189770	130	5	4	61	130	1	81	68	24	56	111	47	2	0.3565	0.03155	0.02111	0.02374	0.03464	0.04227	0.03388	0.02535	0.006149	0.02166	0.03161	0.01958	0.3565	"cellular&nbsp;organisms>Bacteria>Chrysiogenetes>Chrysiogenetes>Chrysiogenales"
"Desulfurispirillum"	"G"	393029	130	5	4	61	130	1	81	68	24	56	111	47	2	0.3565	0.03155	0.02111	0.02374	0.03464	0.04227	0.03388	0.02535	0.006149	0.02166	0.03161	0.01958	0.3565	"cellular&nbsp;organisms>Bacteria>Chrysiogenetes>Chrysiogenetes>Chrysiogenales>Chrysiogenaceae"
"Desulfurispirillum indicum"	"S"	936456	130	5	4	61	130	1	81	68	24	56	111	47	2	0.3565	0.03155	0.02111	0.02374	0.03464	0.04227	0.03388	0.02535	0.006149	0.02166	0.03161	0.01958	0.3565	"cellular&nbsp;organisms>Bacteria>Chrysiogenetes>Chrysiogenetes>Chrysiogenales>Chrysiogenaceae>Desulfurispirillum"
"Thermodesulfobacteria"	"P"	200940	106	5	1	58	106	NA	86	64	39	62	73	47	NA	0.03598	0.03155	0.005277	0.02257	0.02824	NA	0.03598	0.02385	0.009993	0.02398	0.02079	0.01958	NA	"cellular&nbsp;organisms>Bacteria"
"Thermodesulfobacteria"	"C"	67799	106	5	1	58	106	NA	86	64	39	62	73	47	NA	0.03598	0.03155	0.005277	0.02257	0.02824	NA	0.03598	0.02385	0.009993	0.02398	0.02079	0.01958	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteria"
"Thermodesulfobacteriales"	"O"	188710	106	5	1	58	106	NA	86	64	39	62	73	47	NA	0.03598	0.03155	0.005277	0.02257	0.02824	NA	0.03598	0.02385	0.009993	0.02398	0.02079	0.01958	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteria>Thermodesulfobacteria"
"Thermodesulfobacteriaceae"	"F"	188711	106	5	1	58	106	NA	86	64	39	62	73	47	NA	0.03598	0.03155	0.005277	0.02257	0.02824	NA	0.03598	0.02385	0.009993	0.02398	0.02079	0.01958	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteria>Thermodesulfobacteria>Thermodesulfobacteriales"
"Thermodesulfobacterium"	"G"	1740	65	2	NA	30	40	NA	65	24	16	34	38	27	NA	0.02719	0.01262	NA	0.01167	0.01066	NA	0.02719	0.008945	0.0041	0.01315	0.01082	0.01125	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteria>Thermodesulfobacteria>Thermodesulfobacteriales>Thermodesulfobacteriaceae"
"Thermodesulfobacterium geofontis"	"S"	1295609	56	2	NA	5	26	NA	56	14	NA	27	20	25	NA	0.02343	0.01262	NA	0.001946	0.006927	NA	0.02343	0.005218	NA	0.01044	0.005695	0.01042	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteria>Thermodesulfobacteria>Thermodesulfobacteriales>Thermodesulfobacteriaceae>Thermodesulfobacterium"
"Caldimicrobium"	"G"	444090	39	2	1	17	39	NA	7	9	22	9	21	10	NA	0.01262	0.01262	0.005277	0.006615	0.01039	NA	0.002928	0.003355	0.005637	0.00348	0.00598	0.004167	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteria>Thermodesulfobacteria>Thermodesulfobacteriales>Thermodesulfobacteriaceae"
"Caldimicrobium thiodismutans"	"S"	1653476	39	2	1	17	39	NA	7	9	22	9	21	10	NA	0.01262	0.01262	0.005277	0.006615	0.01039	NA	0.002928	0.003355	0.005637	0.00348	0.00598	0.004167	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteria>Thermodesulfobacteria>Thermodesulfobacteriales>Thermodesulfobacteriaceae>Caldimicrobium"
"Thermodesulfatator"	"G"	241192	29	1	NA	9	23	NA	14	29	1	19	12	10	NA	0.01081	0.00631	NA	0.003502	0.006128	NA	0.005857	0.01081	0.0002562	0.007348	0.003417	0.004167	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteria>Thermodesulfobacteria>Thermodesulfobacteriales>Thermodesulfobacteriaceae"
"Thermodesulfatator indicus"	"S"	171695	29	1	NA	9	23	NA	14	29	1	19	12	10	NA	0.01081	0.00631	NA	0.003502	0.006128	NA	0.005857	0.01081	0.0002562	0.007348	0.003417	0.004167	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteria>Thermodesulfobacteria>Thermodesulfobacteriales>Thermodesulfobacteriaceae>Thermodesulfatator"
"Calditrichaeota"	"P"	1930617	314	3	1	83	131	NA	314	158	3	216	31	172	NA	0.1314	0.01893	0.005277	0.0323	0.0349	NA	0.1314	0.05889	0.0007687	0.08353	0.008827	0.07167	NA	"cellular&nbsp;organisms>Bacteria"
"Calditrichae"	"C"	1962850	314	3	1	83	131	NA	314	158	3	216	31	172	NA	0.1314	0.01893	0.005277	0.0323	0.0349	NA	0.1314	0.05889	0.0007687	0.08353	0.008827	0.07167	NA	"cellular&nbsp;organisms>Bacteria>Calditrichaeota"
"Calditrichales"	"O"	1962852	314	3	1	83	131	NA	314	158	3	216	31	172	NA	0.1314	0.01893	0.005277	0.0323	0.0349	NA	0.1314	0.05889	0.0007687	0.08353	0.008827	0.07167	NA	"cellular&nbsp;organisms>Bacteria>Calditrichaeota>Calditrichae"
"Calditrichaceae"	"F"	1962854	314	3	1	83	131	NA	314	158	3	216	31	172	NA	0.1314	0.01893	0.005277	0.0323	0.0349	NA	0.1314	0.05889	0.0007687	0.08353	0.008827	0.07167	NA	"cellular&nbsp;organisms>Bacteria>Calditrichaeota>Calditrichae>Calditrichales"
"Caldithrix"	"G"	187144	314	3	1	83	131	NA	314	158	3	216	31	172	NA	0.1314	0.01893	0.005277	0.0323	0.0349	NA	0.1314	0.05889	0.0007687	0.08353	0.008827	0.07167	NA	"cellular&nbsp;organisms>Bacteria>Calditrichaeota>Calditrichae>Calditrichales>Calditrichaceae"
"Caldithrix abyssi"	"S"	187145	314	3	1	83	131	NA	314	158	3	216	31	172	NA	0.1314	0.01893	0.005277	0.0323	0.0349	NA	0.1314	0.05889	0.0007687	0.08353	0.008827	0.07167	NA	"cellular&nbsp;organisms>Bacteria>Calditrichaeota>Calditrichae>Calditrichales>Calditrichaceae>Caldithrix"
"Dictyoglomi"	"P"	68297	158	1	1	26	158	NA	77	53	4	76	85	53	NA	0.0421	0.00631	0.005277	0.01012	0.0421	NA	0.03221	0.01975	0.001025	0.02939	0.0242	0.02208	NA	"cellular&nbsp;organisms>Bacteria"
"Dictyoglomia"	"C"	203486	158	1	1	26	158	NA	77	53	4	76	85	53	NA	0.0421	0.00631	0.005277	0.01012	0.0421	NA	0.03221	0.01975	0.001025	0.02939	0.0242	0.02208	NA	"cellular&nbsp;organisms>Bacteria>Dictyoglomi"
"Dictyoglomales"	"O"	203487	158	1	1	26	158	NA	77	53	4	76	85	53	NA	0.0421	0.00631	0.005277	0.01012	0.0421	NA	0.03221	0.01975	0.001025	0.02939	0.0242	0.02208	NA	"cellular&nbsp;organisms>Bacteria>Dictyoglomi>Dictyoglomia"
"Dictyoglomaceae"	"F"	203488	158	1	1	26	158	NA	77	53	4	76	85	53	NA	0.0421	0.00631	0.005277	0.01012	0.0421	NA	0.03221	0.01975	0.001025	0.02939	0.0242	0.02208	NA	"cellular&nbsp;organisms>Bacteria>Dictyoglomi>Dictyoglomia>Dictyoglomales"
"Dictyoglomus"	"G"	13	158	1	1	26	158	NA	77	53	4	76	85	53	NA	0.0421	0.00631	0.005277	0.01012	0.0421	NA	0.03221	0.01975	0.001025	0.02939	0.0242	0.02208	NA	"cellular&nbsp;organisms>Bacteria>Dictyoglomi>Dictyoglomia>Dictyoglomales>Dictyoglomaceae"
"Archaea"	"D"	2157	265	9	6	59	127	1	265	111	8	170	81	123	1	0.1783	0.05679	0.03166	0.02296	0.03384	0.04227	0.1109	0.04137	0.00205	0.06574	0.02306	0.05125	0.1783	"cellular&nbsp;organisms"
"TACK group"	"-"	1783275	234	5	5	43	96	1	234	92	2	149	50	109	NA	0.09789	0.03155	0.02639	0.01673	0.02558	0.04227	0.09789	0.03429	0.0005124	0.05762	0.01424	0.04542	NA	"cellular&nbsp;organisms>Archaea"
"Crenarchaeota"	"P"	28889	221	5	5	40	95	1	221	84	NA	140	45	105	NA	0.09245	0.03155	0.02639	0.01556	0.02531	0.04227	0.09245	0.03131	NA	0.05414	0.01281	0.04375	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group"
"Thermoprotei"	"C"	183924	221	5	5	40	95	1	221	84	NA	140	45	105	NA	0.09245	0.03155	0.02639	0.01556	0.02531	0.04227	0.09245	0.03131	NA	0.05414	0.01281	0.04375	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Crenarchaeota"
"Sulfolobales"	"O"	2281	211	5	4	28	72	1	211	72	NA	126	21	95	NA	0.08827	0.03155	0.02111	0.0109	0.01918	0.04227	0.08827	0.02684	NA	0.04873	0.00598	0.03958	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Crenarchaeota>Thermoprotei"
"Sulfolobaceae"	"F"	118883	211	5	4	28	72	1	211	72	NA	126	21	95	NA	0.08827	0.03155	0.02111	0.0109	0.01918	0.04227	0.08827	0.02684	NA	0.04873	0.00598	0.03958	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Crenarchaeota>Thermoprotei>Sulfolobales"
"Sulfolobus"	"G"	2284	210	5	3	26	66	1	210	69	NA	124	17	95	NA	0.08785	0.03155	0.01583	0.01012	0.01758	0.04227	0.08785	0.02572	NA	0.04795	0.004841	0.03958	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Crenarchaeota>Thermoprotei>Sulfolobales>Sulfolobaceae"
"Sulfolobus tokodaii"	"S"	111955	207	5	3	26	59	NA	207	67	NA	121	10	95	NA	0.08659	0.03155	0.01583	0.01012	0.01572	NA	0.08659	0.02497	NA	0.04679	0.002847	0.03958	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Crenarchaeota>Thermoprotei>Sulfolobales>Sulfolobaceae>Sulfolobus"
"Euryarchaeota"	"P"	28890	31	4	1	16	30	NA	30	19	6	21	31	14	1	0.1783	0.02524	0.005277	0.006226	0.007993	NA	0.01255	0.007082	0.001537	0.008121	0.008827	0.005834	0.1783	"cellular&nbsp;organisms>Archaea"
"Methanomicrobia"	"C"	224756	13	3	NA	6	5	NA	13	8	3	4	8	5	NA	0.01893	0.01893	NA	0.002335	0.001332	NA	0.005438	0.002982	0.0007687	0.001547	0.002278	0.002083	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota"
"Methanomicrobiales"	"O"	2191	8	2	NA	4	2	NA	6	4	2	NA	8	1	NA	0.01262	0.01262	NA	0.001556	0.0005329	NA	0.00251	0.001491	0.0005124	NA	0.002278	0.0004167	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomicrobia"
"Methanocorpusculaceae"	"F"	88404	7	2	NA	4	1	NA	4	4	NA	NA	7	NA	NA	0.01262	0.01262	NA	0.001556	0.0002664	NA	0.001673	0.001491	NA	NA	0.001993	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomicrobia>Methanomicrobiales"
"Methanocorpusculum"	"G"	2192	7	2	NA	4	1	NA	4	4	NA	NA	7	NA	NA	0.01262	0.01262	NA	0.001556	0.0002664	NA	0.001673	0.001491	NA	NA	0.001993	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomicrobia>Methanomicrobiales>Methanocorpusculaceae"
"Methanocorpusculum labreanum"	"S"	83984	7	2	NA	4	1	NA	4	4	NA	NA	7	NA	NA	0.01262	0.01262	NA	0.001556	0.0002664	NA	0.001673	0.001491	NA	NA	0.001993	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomicrobia>Methanomicrobiales>Methanocorpusculaceae>Methanocorpusculum"
"Methanocellales"	"O"	570264	6	1	NA	1	2	NA	6	2	NA	4	NA	2	NA	0.00631	0.00631	NA	0.0003891	0.0005329	NA	0.00251	0.0007454	NA	0.001547	NA	0.0008334	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomicrobia"
"Methanocellaceae"	"F"	570265	6	1	NA	1	2	NA	6	2	NA	4	NA	2	NA	0.00631	0.00631	NA	0.0003891	0.0005329	NA	0.00251	0.0007454	NA	0.001547	NA	0.0008334	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomicrobia>Methanocellales"
"Methanocella"	"G"	570266	6	1	NA	1	2	NA	6	2	NA	4	NA	2	NA	0.00631	0.00631	NA	0.0003891	0.0005329	NA	0.00251	0.0007454	NA	0.001547	NA	0.0008334	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomicrobia>Methanocellales>Methanocellaceae"
"Methanococci"	"C"	183939	9	1	NA	3	9	NA	5	1	NA	3	3	2	1	0.1783	0.00631	NA	0.001167	0.002398	NA	0.002092	0.0003727	NA	0.00116	0.0008542	0.0008334	0.1783	"cellular&nbsp;organisms>Archaea>Euryarchaeota"
"Methanococcales"	"O"	2182	9	1	NA	3	9	NA	5	1	NA	3	3	2	1	0.1783	0.00631	NA	0.001167	0.002398	NA	0.002092	0.0003727	NA	0.00116	0.0008542	0.0008334	0.1783	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanococci"
"Methanococcaceae"	"F"	2183	4	1	NA	2	4	NA	2	NA	NA	3	3	2	1	0.1783	0.00631	NA	0.0007782	0.001066	NA	0.0008367	NA	NA	0.00116	0.0008542	0.0008334	0.1783	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanococci>Methanococcales"
"Delftia acidovorans"	"S"	80866	6	NA	2	NA	2	NA	1	6	NA	1	1	1	NA	0.01055	NA	0.01055	NA	0.0005329	NA	0.0004183	0.002236	NA	0.0003867	0.0002847	0.0004167	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Delftia"
"Herminiimonas arsenicoxydans"	"S"	204773	20	NA	2	8	11	NA	10	18	NA	11	20	11	NA	0.01055	NA	0.01055	0.003113	0.002931	NA	0.004183	0.006709	NA	0.004254	0.005695	0.004583	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herminiimonas"
"Bordetella pertussis"	"S"	520	27	NA	6	27	15	NA	5	4	NA	5	18	5	NA	0.03166	NA	0.03166	0.01051	0.003996	NA	0.002092	0.001491	NA	0.001934	0.005125	0.002083	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Bordetella"
"Taylorella equigenitalis"	"S"	29575	59	NA	3	26	48	1	20	24	2	20	59	20	NA	0.04227	NA	0.01583	0.01012	0.01279	0.04227	0.008367	0.008945	0.0005124	0.007734	0.0168	0.008334	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Taylorella"
"Burkholderia lata"	"S"	482957	3	NA	1	NA	1	NA	1	1	NA	2	3	NA	NA	0.005277	NA	0.005277	NA	0.0002664	NA	0.0004183	0.0003727	NA	0.0007734	0.0008542	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia seminalis"	"S"	488731	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005277	NA	0.005277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia glumae"	"S"	337	17	NA	1	5	2	NA	4	5	NA	10	17	8	NA	0.005277	NA	0.005277	0.001946	0.0005329	NA	0.001673	0.001864	NA	0.003867	0.004841	0.003333	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Ralstonia insidiosa"	"S"	190721	6	NA	1	NA	1	NA	1	5	NA	2	6	4	NA	0.005277	NA	0.005277	NA	0.0002664	NA	0.0004183	0.001864	NA	0.0007734	0.001708	0.001667	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Ralstonia"
"Pandoraea vervacti"	"S"	656178	3	NA	1	3	1	NA	3	3	NA	2	NA	2	NA	0.005277	NA	0.005277	0.001167	0.0002664	NA	0.001255	0.001118	NA	0.0007734	NA	0.0008334	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Pandoraea"
"Paraburkholderia xenovorans"	"S"	36873	15	NA	1	1	6	NA	3	6	1	2	15	7	NA	0.005277	NA	0.005277	0.0003891	0.001599	NA	0.001255	0.002236	0.0002562	0.0007734	0.004271	0.002917	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Paraburkholderia"
"Paraburkholderia phenoliruptrix"	"S"	252970	5	NA	1	2	3	NA	2	3	NA	NA	5	2	NA	0.005277	NA	0.005277	0.0007782	0.0007993	NA	0.0008367	0.001118	NA	NA	0.001424	0.0008334	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Paraburkholderia"
