"name"	"taxRank"	"taxID"	"Max"	"BC01.cladeReads"	"BC02.cladeReads"	"BC03.cladeReads"	"BC04.cladeReads"	"BC05.cladeReads"	"BC06.cladeReads"	"BC07.cladeReads"	"BC08.cladeReads"	"BC09.cladeReads"	"BC10.cladeReads"	"BC11.cladeReads"	"BC12.cladeReads"	"Max.1"	"BC01.cladeReads.."	"BC02.cladeReads.."	"BC03.cladeReads.."	"BC04.cladeReads.."	"BC05.cladeReads.."	"BC06.cladeReads.."	"BC07.cladeReads.."	"BC08.cladeReads.."	"BC09.cladeReads.."	"BC10.cladeReads.."	"BC11.cladeReads.."	"BC12.cladeReads.."	"lineage"
"Methylocystis sp. SC2"	"S"	187303	225	NA	1	38	225	1	16	19	NA	7	110	5	NA	0.08258	NA	0.007052	0.01939	0.08258	0.05886	0.009604	0.009519	NA	0.003712	0.04175	0.002853	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae>Methylocystis"
"Methylocystis bryophila"	"S"	655015	114	NA	1	39	114	NA	11	13	NA	6	61	4	NA	0.04184	NA	0.007052	0.0199	0.04184	NA	0.006603	0.006513	NA	0.003181	0.02315	0.002283	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae>Methylocystis"
"Brucella abortus"	"S"	235	30	NA	1	2	30	NA	NA	7	1	1	10	NA	NA	0.01101	NA	0.007052	0.001021	0.01101	NA	NA	0.003507	0.0002692	0.0005302	0.003795	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Brucellaceae>Brucella"
"Chelatococcus daeguensis"	"S"	444444	31	NA	2	NA	31	NA	2	1	NA	NA	6	1	1	0.2625	NA	0.0141	NA	0.01138	NA	0.001201	0.000501	NA	NA	0.002277	0.0005706	0.2625	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Chelatococcaceae>Chelatococcus"
"Sphingomonas sp. LM7"	"S"	1938607	183	NA	2	23	183	2	11	11	114	10	41	10	NA	0.1177	NA	0.0141	0.01174	0.06717	0.1177	0.006603	0.005511	0.03069	0.005302	0.01556	0.005706	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas koreensis"	"S"	93064	193	NA	1	32	193	NA	15	25	1	8	85	3	NA	0.07084	NA	0.007052	0.01633	0.07084	NA	0.009004	0.01253	0.0002692	0.004242	0.03226	0.001712	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas wittichii"	"S"	160791	4	NA	1	1	4	NA	NA	1	NA	NA	1	NA	NA	0.007052	NA	0.007052	0.0005103	0.001468	NA	NA	0.000501	NA	NA	0.0003795	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingobium sp. MI1205"	"S"	407020	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.007052	NA	0.007052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Novosphingobium resinovorum"	"S"	158500	449	NA	1	49	449	NA	19	60	1	25	107	9	NA	0.1648	NA	0.007052	0.02501	0.1648	NA	0.01141	0.03006	0.0002692	0.01326	0.04061	0.005136	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Novosphingobium"
"Wolbachia endosymbiont of Drosophila simulans"	"S"	77038	22	NA	1	9	22	NA	11	4	3	9	14	4	NA	0.008075	NA	0.007052	0.004593	0.008075	NA	0.006603	0.002004	0.0008077	0.004772	0.005314	0.002283	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Wolbachieae>Wolbachia"
"Anaplasma marginale"	"S"	770	47	NA	1	9	47	NA	10	7	26	4	14	6	NA	0.01725	NA	0.007052	0.004593	0.01725	NA	0.006003	0.003507	0.007	0.002121	0.005314	0.003424	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Anaplasma"
"Rickettsia amblyommatis"	"S"	33989	29	NA	1	11	18	NA	29	28	1	17	6	14	NA	0.01741	NA	0.007052	0.005614	0.006607	NA	0.01741	0.01403	0.0002692	0.009014	0.002277	0.007989	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Rickettsia>spotted&nbsp;fever&nbsp;group"
"Rickettsiales bacterium Ac37b"	"S"	1528098	100	NA	1	55	100	1	21	22	5	14	32	9	NA	0.05886	NA	0.007052	0.02807	0.0367	0.05886	0.01261	0.01102	0.001346	0.007423	0.01215	0.005136	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>unclassified&nbsp;Rickettsiales>unclassified&nbsp;Rickettsiales&nbsp;(miscellaneous)"
"Azospirillum brasilense"	"S"	192	47	NA	1	10	47	NA	12	7	1	9	18	3	NA	0.01725	NA	0.007052	0.005103	0.01725	NA	0.007203	0.003507	0.0002692	0.004772	0.006832	0.001712	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Azospirillum"
"Rhodospirillum rubrum"	"S"	1085	153	NA	1	30	153	NA	11	34	NA	6	74	14	NA	0.05616	NA	0.007052	0.01531	0.05616	NA	0.006603	0.01703	NA	0.003181	0.02809	0.007989	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Rhodospirillum"
"Magnetospirillum gryphiswaldense"	"S"	55518	173	NA	1	35	173	NA	11	41	6	7	51	11	NA	0.0635	NA	0.007052	0.01786	0.0635	NA	0.006603	0.02054	0.001615	0.003712	0.01936	0.006277	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Magnetospirillum"
"Granulibacter bethesdensis"	"S"	364410	37	NA	1	8	37	NA	3	2	1	3	10	4	NA	0.01358	NA	0.007052	0.004083	0.01358	NA	0.001801	0.001002	0.0002692	0.001591	0.003795	0.002283	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Granulibacter"
"Caulobacter segnis"	"S"	88688	151	NA	1	26	151	NA	3	16	NA	5	58	7	NA	0.05542	NA	0.007052	0.01327	0.05542	NA	0.001801	0.008016	NA	0.002651	0.02201	0.003994	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae>Caulobacter"
"Magnetococcus marinus"	"S"	1124597	70	NA	1	15	70	NA	10	10	2	5	19	5	NA	0.02569	NA	0.007052	0.007655	0.02569	NA	0.006003	0.00501	0.0005384	0.002651	0.007211	0.002853	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Magnetococcales>Magnetococcaceae>Magnetococcus"
"Bdellovibrio exovorus"	"S"	453816	1028	NA	6	127	1028	4	287	306	6	373	691	158	1	0.3773	NA	0.04231	0.06481	0.3773	0.2354	0.1723	0.1533	0.001615	0.1978	0.2623	0.09016	0.2625	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia>Bdellovibrionales>Bdellovibrionaceae>Bdellovibrio"
"Mariprofundus aestuarium"	"S"	1921086	55	NA	2	20	55	NA	14	14	5	8	34	9	NA	0.02019	NA	0.0141	0.01021	0.02019	NA	0.008404	0.007014	0.001346	0.004242	0.0129	0.005136	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Zetaproteobacteria>Mariprofundales>Mariprofundaceae>Mariprofundus"
"Spirosoma sp. HA7"	"S"	2057025	14	NA	3	7	8	NA	8	4	NA	6	NA	14	NA	0.02116	NA	0.02116	0.003572	0.002936	NA	0.004802	0.002004	NA	0.003181	NA	0.007989	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Spirosoma"
"Spirosoma radiotolerans"	"S"	1379870	12	NA	1	4	4	NA	6	12	1	8	3	7	NA	0.007052	NA	0.007052	0.002041	0.001468	NA	0.003602	0.006012	0.0002692	0.004242	0.001139	0.003994	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Spirosoma"
"Chryseobacterium glaciei"	"S"	1685010	11	NA	1	1	1	NA	6	3	NA	11	NA	5	NA	0.007052	NA	0.007052	0.0005103	0.000367	NA	0.003602	0.001503	NA	0.005832	NA	0.002853	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Chryseobacterium"
"Formosa sp. Hel1_33_131"	"S"	1336794	13	NA	1	4	4	NA	13	6	NA	7	5	12	NA	0.007803	NA	0.007052	0.002041	0.001468	NA	0.007803	0.003006	NA	0.003712	0.001898	0.006848	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Formosa"
"Cellulophaga lytica"	"S"	979	21	NA	1	6	11	NA	7	20	NA	21	5	20	NA	0.01141	NA	0.007052	0.003062	0.004037	NA	0.004202	0.01002	NA	0.01113	0.001898	0.01141	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Cellulophaga"
"Cellulophaga algicola"	"S"	59600	2	NA	1	1	NA	NA	NA	NA	NA	1	1	2	NA	0.007052	NA	0.007052	0.0005103	NA	NA	NA	NA	NA	0.0005302	0.0003795	0.001141	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Cellulophaga"
"Capnocytophaga gingivalis"	"S"	1017	26	NA	1	19	16	NA	26	24	NA	15	20	22	NA	0.01561	NA	0.007052	0.009696	0.005873	NA	0.01561	0.01202	NA	0.007953	0.007591	0.01255	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Capnocytophaga"
"Lacinutrix sp. 5H-3-7-4"	"S"	983544	2	NA	1	NA	1	NA	1	2	NA	1	NA	1	NA	0.007052	NA	0.007052	NA	0.000367	NA	0.0006003	0.001002	NA	0.0005302	NA	0.0005706	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Lacinutrix"
"Gramella forsetii"	"S"	411153	10	NA	1	3	3	NA	7	6	2	10	6	7	NA	0.007052	NA	0.007052	0.001531	0.001101	NA	0.004202	0.003006	0.0005384	0.005302	0.002277	0.003994	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Gramella"
"Lutibacter sp. LPB0138"	"S"	1850246	3	NA	1	1	3	NA	2	3	NA	NA	NA	1	NA	0.007052	NA	0.007052	0.0005103	0.001101	NA	0.001201	0.001503	NA	NA	NA	0.0005706	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Lutibacter"
"Blattabacterium sp. (Periplaneta americana)"	"S"	367488	15	NA	1	15	7	NA	2	3	NA	NA	1	3	NA	0.007655	NA	0.007052	0.007655	0.002569	NA	0.001201	0.001503	NA	NA	0.0003795	0.001712	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Blattabacteriaceae>Blattabacterium"
"Owenweeksia hongkongensis"	"S"	253245	73	NA	1	61	46	NA	73	53	5	64	19	45	NA	0.04382	NA	0.007052	0.03113	0.01688	NA	0.04382	0.02655	0.001346	0.03393	0.007211	0.02568	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Cryomorphaceae>Owenweeksia"
"Bacteroides helcogenes"	"S"	290053	9	NA	3	6	5	NA	7	6	NA	5	4	9	NA	0.02116	NA	0.02116	0.003062	0.001835	NA	0.004202	0.003006	NA	0.002651	0.001518	0.005136	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"Bacteroides ovatus"	"S"	28116	10	NA	1	6	5	NA	4	4	3	4	1	10	NA	0.007052	NA	0.007052	0.003062	0.001835	NA	0.002401	0.002004	0.0008077	0.002121	0.0003795	0.005706	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"Bacteroides caccae"	"S"	47678	7	NA	1	3	1	NA	2	5	NA	7	6	6	NA	0.007052	NA	0.007052	0.001531	0.000367	NA	0.001201	0.002505	NA	0.003712	0.002277	0.003424	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"Bacteroides salanitronis"	"S"	376805	30	NA	1	18	21	NA	16	23	NA	30	17	29	NA	0.01655	NA	0.007052	0.009186	0.007708	NA	0.009604	0.01152	NA	0.01591	0.006452	0.01655	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"Prevotella denticola"	"S"	28129	5	NA	1	2	1	NA	5	4	NA	3	1	4	NA	0.007052	NA	0.007052	0.001021	0.000367	NA	0.003001	0.002004	NA	0.001591	0.0003795	0.002283	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Niabella ginsenosidivorans"	"S"	1176587	62	NA	1	62	16	1	16	9	7	7	13	6	NA	0.05886	NA	0.007052	0.03164	0.005873	0.05886	0.009604	0.004509	0.001885	0.003712	0.004934	0.003424	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Chitinophagia>Chitinophagales>Chitinophagaceae>Niabella"
"Pedobacter heparinus"	"S"	984	8	NA	1	6	2	NA	4	2	NA	4	2	8	NA	0.007052	NA	0.007052	0.003062	0.0007341	NA	0.002401	0.001002	NA	0.002121	0.0007591	0.004565	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Pedobacter"
"Pedobacter ginsengisoli"	"S"	363852	32	NA	1	12	9	NA	32	19	NA	25	15	25	NA	0.01921	NA	0.007052	0.006124	0.003303	NA	0.01921	0.009519	NA	0.01326	0.005693	0.01427	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Pedobacter"
"Prosthecochloris aestuarii"	"S"	1102	14	NA	2	14	11	NA	2	5	NA	4	10	NA	NA	0.0141	NA	0.0141	0.007145	0.004037	NA	0.001201	0.002505	NA	0.002121	0.003795	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales>Chlorobiaceae>Prosthecochloris"
"Prosthecochloris sp. CIB 2401"	"S"	1868325	74	NA	1	22	48	NA	74	32	6	54	25	47	NA	0.04442	NA	0.007052	0.01123	0.01762	NA	0.04442	0.01603	0.001615	0.02863	0.009488	0.02682	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales>Chlorobiaceae>Prosthecochloris"
"Ignavibacterium album"	"S"	591197	100	NA	1	32	51	NA	28	31	100	11	34	15	NA	0.02692	NA	0.007052	0.01633	0.01872	NA	0.01681	0.01553	0.02692	0.005832	0.0129	0.008559	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Ignavibacteriae>Ignavibacteria>Ignavibacteriales>Ignavibacteriaceae>Ignavibacterium"
"Staphylococcus saprophyticus"	"S"	29385	487	NA	1	4	4	NA	3	2	487	7	4	2	NA	0.1311	NA	0.007052	0.002041	0.001468	NA	0.001801	0.001002	0.1311	0.003712	0.001518	0.001141	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus piscifermentans"	"S"	70258	61	NA	1	3	1	NA	4	4	61	NA	NA	3	NA	0.01642	NA	0.007052	0.001531	0.000367	NA	0.002401	0.002004	0.01642	NA	NA	0.001712	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus pseudintermedius"	"S"	283734	112	NA	1	25	30	NA	21	28	112	24	21	18	NA	0.03015	NA	0.007052	0.01276	0.01101	NA	0.01261	0.01403	0.03015	0.01273	0.00797	0.01027	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus agnetis"	"S"	985762	17	NA	1	NA	NA	NA	NA	NA	17	NA	NA	NA	NA	0.007052	NA	0.007052	NA	NA	NA	NA	NA	0.004577	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Bacillus sp. SJ-10"	"S"	563169	587	NA	1	1	1	1	1	2	587	2	2	3	1	0.2625	NA	0.007052	0.0005103	0.000367	0.05886	0.0006003	0.001002	0.158	0.00106	0.0007591	0.001712	0.2625	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. 1NLA3E"	"S"	666686	44	NA	1	2	1	NA	NA	1	44	1	1	NA	NA	0.01185	NA	0.007052	0.001021	0.000367	NA	NA	0.000501	0.01185	0.0005302	0.0003795	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Anoxybacillus gonensis"	"S"	198467	109	NA	1	6	41	1	16	14	109	4	12	6	NA	0.05886	NA	0.007052	0.003062	0.01505	0.05886	0.009604	0.007014	0.02935	0.002121	0.004554	0.003424	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Anoxybacillus"
"Rummeliibacillus stabekisii"	"S"	241244	26	NA	1	1	NA	NA	NA	1	26	NA	2	NA	NA	0.007052	NA	0.007052	0.0005103	NA	NA	NA	0.000501	0.007	NA	0.0007591	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Planococcaceae>Rummeliibacillus"
"Listeria welshimeri"	"S"	1643	287	NA	1	NA	5	NA	6	1	287	1	NA	2	NA	0.07727	NA	0.007052	NA	0.001835	NA	0.003602	0.000501	0.07727	0.0005302	NA	0.001141	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria"
"Paenibacillus larvae"	"S"	1464	32	NA	1	7	12	NA	6	3	32	3	13	4	NA	0.008615	NA	0.007052	0.003572	0.004404	NA	0.003602	0.001503	0.008615	0.001591	0.004934	0.002283	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus xylanexedens"	"S"	528191	85	NA	1	3	3	NA	1	2	85	NA	3	1	NA	0.02288	NA	0.007052	0.001531	0.001101	NA	0.0006003	0.001002	0.02288	NA	0.001139	0.0005706	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Lactobacillus brevis"	"S"	1580	27	NA	1	6	14	1	NA	1	27	2	4	2	NA	0.05886	NA	0.007052	0.003062	0.005139	0.05886	NA	0.000501	0.007269	0.00106	0.001518	0.001141	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus helveticus"	"S"	1587	54	NA	1	12	25	NA	15	11	54	12	8	11	NA	0.01454	NA	0.007052	0.006124	0.009176	NA	0.009004	0.005511	0.01454	0.006363	0.003036	0.006277	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus casei group"	"S"	655183	14	NA	1	6	6	NA	3	3	14	3	3	4	NA	0.007052	NA	0.007052	0.003062	0.002202	NA	0.001801	0.001503	0.003769	0.001591	0.001139	0.002283	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus casei"	"S"	1582	4	NA	1	4	1	NA	3	3	1	3	2	2	NA	0.007052	NA	0.007052	0.002041	0.000367	NA	0.001801	0.001503	0.0002692	0.001591	0.0007591	0.001141	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus>Lactobacillus&nbsp;casei&nbsp;group"
"Pediococcus damnosus"	"S"	51663	171	NA	2	21	33	NA	9	7	171	11	27	13	NA	0.04604	NA	0.0141	0.01072	0.01211	NA	0.005402	0.003507	0.04604	0.005832	0.01025	0.007418	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Pediococcus"
"Streptococcus anginosus group"	"S"	671232	63	NA	1	4	5	NA	2	2	63	2	5	1	NA	0.01696	NA	0.007052	0.002041	0.001835	NA	0.001201	0.001002	0.01696	0.00106	0.001898	0.0005706	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus intermedius"	"S"	1338	46	NA	1	3	1	NA	NA	NA	46	1	1	NA	NA	0.01238	NA	0.007052	0.001531	0.000367	NA	NA	NA	0.01238	0.0005302	0.0003795	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;anginosus&nbsp;group"
"Streptococcus pantholopis"	"S"	1811193	202	NA	1	2	4	NA	NA	1	202	3	6	1	NA	0.05438	NA	0.007052	0.001021	0.001468	NA	NA	0.000501	0.05438	0.001591	0.002277	0.0005706	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Lactococcus lactis"	"S"	1358	50	NA	1	19	19	NA	24	11	50	17	9	10	NA	0.01441	NA	0.007052	0.009696	0.006974	NA	0.01441	0.005511	0.01346	0.009014	0.003416	0.005706	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Lactococcus"
"Melissococcus plutonius"	"S"	33970	57	NA	1	5	4	NA	6	4	57	4	1	7	NA	0.01535	NA	0.007052	0.002552	0.001468	NA	0.003602	0.002004	0.01535	0.002121	0.0003795	0.003994	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae>Melissococcus"
"Anaerotignum propionicum"	"S"	28446	26	NA	1	16	18	NA	9	4	26	8	11	3	NA	0.008165	NA	0.007052	0.008165	0.006607	NA	0.005402	0.002004	0.007	0.004242	0.004175	0.001712	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>Anaerotignum"
"Desulfitobacterium dichloroeliminans"	"S"	233055	4	NA	1	4	NA	NA	NA	NA	NA	1	2	1	NA	0.007052	NA	0.007052	0.002041	NA	NA	NA	NA	NA	0.0005302	0.0007591	0.0005706	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfitobacterium"
"Clostridium cellulovorans"	"S"	1493	33	NA	1	11	11	NA	3	4	33	1	5	4	NA	0.008884	NA	0.007052	0.005614	0.004037	NA	0.001801	0.002004	0.008884	0.0005302	0.001898	0.002283	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium formicaceticum"	"S"	1497	44	NA	1	44	2	NA	4	4	8	2	8	3	NA	0.02245	NA	0.007052	0.02245	0.0007341	NA	0.002401	0.002004	0.002154	0.00106	0.003036	0.001712	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium perfringens"	"S"	1502	37	NA	1	18	37	NA	9	9	7	8	11	10	NA	0.01358	NA	0.007052	0.009186	0.01358	NA	0.005402	0.004509	0.001885	0.004242	0.004175	0.005706	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium kluyveri"	"S"	1534	8	NA	1	8	3	NA	3	5	7	5	3	7	NA	0.007052	NA	0.007052	0.004083	0.001101	NA	0.001801	0.002505	0.001885	0.002651	0.001139	0.003994	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
