"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_april_BC01.cladeReads"	"kraken2_16s_k21_classification_april_BC02.cladeReads"	"kraken2_16s_k21_classification_april_BC03.cladeReads"	"kraken2_16s_k21_classification_april_BC04.cladeReads"	"kraken2_16s_k21_classification_april_BC05.cladeReads"	"kraken2_16s_k21_classification_april_BC06.cladeReads"	"kraken2_16s_k21_classification_april_BC07.cladeReads"	"kraken2_16s_k21_classification_april_BC08.cladeReads"	"kraken2_16s_k21_classification_april_BC09.cladeReads"	"kraken2_16s_k21_classification_april_BC10.cladeReads"	"kraken2_16s_k21_classification_april_BC11.cladeReads"	"kraken2_16s_k21_classification_april_BC12.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_april_BC01.cladeReads.."	"kraken2_16s_k21_classification_april_BC02.cladeReads.."	"kraken2_16s_k21_classification_april_BC03.cladeReads.."	"kraken2_16s_k21_classification_april_BC04.cladeReads.."	"kraken2_16s_k21_classification_april_BC05.cladeReads.."	"kraken2_16s_k21_classification_april_BC06.cladeReads.."	"kraken2_16s_k21_classification_april_BC07.cladeReads.."	"kraken2_16s_k21_classification_april_BC08.cladeReads.."	"kraken2_16s_k21_classification_april_BC09.cladeReads.."	"kraken2_16s_k21_classification_april_BC10.cladeReads.."	"kraken2_16s_k21_classification_april_BC11.cladeReads.."	"kraken2_16s_k21_classification_april_BC12.cladeReads.."	"lineage"
"Izhakiella"	"G"	26647	20	NA	NA	6	11	NA	1	2	20	NA	3	2	NA	0.005124	NA	NA	0.002335	0.002931	NA	0.0004183	0.0007454	0.005124	NA	0.0008542	0.0008334	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Lelliottia"	"G"	14638	26	NA	NA	4	7	NA	3	4	26	NA	2	2	NA	0.006662	NA	NA	0.001556	0.001865	NA	0.001255	0.001491	0.006662	NA	0.0005695	0.0008334	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Siccibacter"	"G"	26649	31	NA	NA	3	NA	NA	NA	1	31	NA	NA	1	NA	0.007943	NA	NA	0.001167	NA	NA	NA	0.0003727	0.007943	NA	NA	0.0004167	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Candidatus Blochmannia"	"G"	3478	2	NA	NA	2	2	NA	NA	1	2	1	2	1	NA	0.0007782	NA	NA	0.0007782	0.0005329	NA	NA	0.0003727	0.0005124	0.0003867	0.0005695	0.0004167	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"uncultured"	"G"	3534	3	NA	NA	2	3	NA	1	1	1	1	1	1	NA	0.0007993	NA	NA	0.0007782	0.0007993	NA	0.0004183	0.0003727	0.0002562	0.0003867	0.0002847	0.0004167	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"endosymbionts4"	"G"	14649	3	NA	NA	2	1	NA	NA	NA	3	NA	2	NA	NA	0.0007782	NA	NA	0.0007782	0.0002664	NA	NA	NA	0.0007687	NA	0.0005695	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Rosenbergiella"	"G"	14643	41	NA	NA	2	7	NA	1	3	41	1	3	3	NA	0.01051	NA	NA	0.0007782	0.001865	NA	0.0004183	0.001118	0.01051	0.0003867	0.0008542	0.00125	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Brenneria"	"G"	3472	5	NA	NA	2	NA	NA	1	NA	5	NA	1	NA	NA	0.001281	NA	NA	0.0007782	NA	NA	0.0004183	NA	0.001281	NA	0.0002847	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Tatumella"	"G"	3526	29	NA	NA	2	7	NA	NA	2	29	1	3	3	NA	0.00743	NA	NA	0.0007782	0.001865	NA	NA	0.0007454	0.00743	0.0003867	0.0008542	0.00125	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Pluralibacter"	"G"	14641	21	NA	NA	1	1	1	NA	NA	21	2	2	2	NA	0.04227	NA	NA	0.0003891	0.0002664	0.04227	NA	NA	0.005381	0.0007734	0.0005695	0.0008334	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Pragia"	"G"	3517	2	NA	NA	1	1	NA	NA	2	1	1	NA	NA	NA	0.0007454	NA	NA	0.0003891	0.0002664	NA	NA	0.0007454	0.0002562	0.0003867	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Gibbsiella"	"G"	14635	2	NA	NA	1	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0005124	NA	NA	0.0003891	NA	NA	NA	NA	0.0005124	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Leminorella"	"G"	3509	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003891	NA	NA	0.0003891	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Candidatus Schneideria"	"G"	3491	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0003891	NA	NA	0.0003891	0.0002664	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Candidatus Rosenkranzia"	"G"	3490	1	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0003891	NA	NA	0.0003891	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Candidatus Baumannia"	"G"	3476	2	NA	NA	1	1	NA	NA	NA	2	NA	1	NA	NA	0.0005124	NA	NA	0.0003891	0.0002664	NA	NA	NA	0.0005124	NA	0.0002847	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Candidatus Curculioniphilus"	"G"	3480	3	NA	NA	1	NA	NA	NA	1	3	NA	NA	NA	NA	0.0007687	NA	NA	0.0003891	NA	NA	NA	0.0003727	0.0007687	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"uncultured"	"G"	3824	66	NA	NA	51	18	NA	20	16	NA	5	66	13	NA	0.01984	NA	NA	0.01984	0.004796	NA	0.008367	0.005964	NA	0.001934	0.01879	0.005417	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"Silanimonas"	"G"	3817	19	NA	NA	7	1	NA	NA	4	NA	1	19	NA	NA	0.00541	NA	NA	0.002724	0.0002664	NA	NA	0.001491	NA	0.0003867	0.00541	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"SN8"	"G"	26881	6	NA	NA	6	2	NA	NA	NA	NA	NA	4	NA	NA	0.002335	NA	NA	0.002335	0.0005329	NA	NA	NA	NA	NA	0.001139	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"Xylella"	"G"	3823	7	NA	NA	4	7	NA	NA	1	NA	1	7	NA	NA	0.001993	NA	NA	0.001556	0.001865	NA	NA	0.0003727	NA	0.0003867	0.001993	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"Rehaibacterium"	"G"	3814	5	NA	NA	3	NA	NA	NA	1	NA	1	5	NA	NA	0.001424	NA	NA	0.001167	NA	NA	NA	0.0003727	NA	0.0003867	0.001424	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"Rudaea"	"G"	26878	15	NA	NA	15	7	NA	1	2	NA	1	5	NA	NA	0.005837	NA	NA	0.005837	0.001865	NA	0.0004183	0.0007454	NA	0.0003867	0.001424	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae"
"Tahibacter"	"G"	26879	12	NA	NA	12	3	NA	1	1	NA	NA	7	NA	NA	0.004669	NA	NA	0.004669	0.0007993	NA	0.0004183	0.0003727	NA	NA	0.001993	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae"
"Metallibacterium"	"G"	26873	8	NA	NA	8	2	NA	2	NA	NA	1	6	1	NA	0.003113	NA	NA	0.003113	0.0005329	NA	0.0008367	NA	NA	0.0003867	0.001708	0.0004167	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae"
"Frateuria"	"G"	26870	6	NA	NA	3	3	NA	1	2	NA	NA	6	1	NA	0.001708	NA	NA	0.001167	0.0007993	NA	0.0004183	0.0007454	NA	NA	0.001708	0.0004167	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae"
"Chiayiivirga"	"G"	26866	2	NA	NA	2	NA	NA	NA	1	NA	1	1	NA	NA	0.0007782	NA	NA	0.0007782	NA	NA	NA	0.0003727	NA	0.0003867	0.0002847	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae"
"Chujaibacter"	"G"	26867	3	NA	NA	2	2	NA	NA	3	NA	NA	2	NA	NA	0.001118	NA	NA	0.0007782	0.0005329	NA	NA	0.001118	NA	NA	0.0005695	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae"
"Oleiagrimonas"	"G"	26875	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	1	0.1783	NA	NA	0.0007782	NA	NA	NA	NA	NA	NA	NA	NA	0.1783	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae"
"Mizugakiibacter"	"G"	26874	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0003891	NA	NA	0.0003891	0.0002664	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae"
"Azotobacter"	"G"	3721	7	NA	NA	3	7	NA	3	2	1	1	5	2	NA	0.001865	NA	NA	0.001167	0.001865	NA	0.001255	0.0007454	0.0002562	0.0003867	0.001424	0.0008334	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae"
"Thiopseudomonas"	"G"	14683	1	NA	NA	1	1	NA	NA	1	NA	NA	1	NA	NA	0.0003891	NA	NA	0.0003891	0.0002664	NA	NA	0.0003727	NA	NA	0.0002847	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae"
"Moraxella"	"G"	3714	51	NA	NA	8	51	NA	NA	4	3	1	10	5	NA	0.01359	NA	NA	0.003113	0.01359	NA	NA	0.001491	0.0007687	0.0003867	0.002847	0.002083	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"Paraperlucidibaca"	"G"	26804	22	NA	NA	2	22	NA	NA	1	NA	NA	4	8	NA	0.005862	NA	NA	0.0007782	0.005862	NA	NA	0.0003727	NA	NA	0.001139	0.003333	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"Cavicella"	"G"	26803	18	NA	NA	1	18	1	NA	2	NA	1	NA	NA	NA	0.04227	NA	NA	0.0003891	0.004796	0.04227	NA	0.0007454	NA	0.0003867	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"Oceanimonas"	"G"	3319	3	NA	NA	3	3	NA	1	1	NA	NA	3	NA	NA	0.001167	NA	NA	0.001167	0.0007993	NA	0.0004183	0.0003727	NA	NA	0.0008542	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae"
"Oceanisphaera"	"G"	3320	3	NA	NA	1	1	NA	NA	3	NA	NA	NA	1	NA	0.001118	NA	NA	0.0003891	0.0002664	NA	NA	0.001118	NA	NA	NA	0.0004167	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae"
"Succinivibrio"	"G"	3331	20	NA	NA	20	13	NA	2	5	6	3	5	5	NA	0.007782	NA	NA	0.007782	0.003464	NA	0.0008367	0.001864	0.001537	0.00116	0.001424	0.002083	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Succinivibrionaceae"
"Anaerobiospirillum"	"G"	3327	4	NA	NA	1	4	NA	NA	NA	NA	1	NA	1	NA	0.001066	NA	NA	0.0003891	0.001066	NA	NA	NA	NA	0.0003867	NA	0.0004167	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Succinivibrionaceae"
"JI49D030"	"F"	3324	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003891	NA	NA	0.0003891	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales"
"Diplorickettsia"	"G"	26619	56	NA	NA	4	56	NA	5	5	NA	1	3	7	NA	0.01492	NA	NA	0.001556	0.01492	NA	0.002092	0.001864	NA	0.0003867	0.0008542	0.002917	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Diplorickettsiales>Diplorickettsiaceae"
"uncultured"	"G"	3561	22	NA	NA	6	22	NA	4	1	NA	1	2	1	NA	0.005862	NA	NA	0.002335	0.005862	NA	0.001673	0.0003727	NA	0.0003867	0.0005695	0.0004167	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae"
"Candidatus Carsonella"	"G"	14656	2	NA	NA	1	2	NA	NA	1	NA	1	1	1	NA	0.0005329	NA	NA	0.0003891	0.0005329	NA	NA	0.0003727	NA	0.0003867	0.0002847	0.0004167	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Gammaproteobacteria&nbsp;Incertae&nbsp;Sedis>Unknown&nbsp;Family"
"Paraglaciecola"	"G"	11504	5	NA	NA	1	5	NA	NA	NA	1	NA	2	NA	NA	0.001332	NA	NA	0.0003891	0.001332	NA	NA	NA	0.0002562	NA	0.0005695	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae"
"Aliidiomarina"	"G"	3386	47	NA	NA	15	47	NA	7	2	NA	5	15	5	NA	0.01252	NA	NA	0.005837	0.01252	NA	0.002928	0.0007454	NA	0.001934	0.004271	0.002083	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Idiomarinaceae"
"Colwelliaceae"	"F"	3378	21	NA	NA	6	21	NA	3	4	2	3	5	2	NA	0.005595	NA	NA	0.002335	0.005595	NA	0.001255	0.001491	0.0005124	0.00116	0.001424	0.0008334	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Colwellia"	"G"	3379	19	NA	NA	6	19	NA	3	4	2	2	5	2	NA	0.005062	NA	NA	0.002335	0.005062	NA	0.001255	0.001491	0.0005124	0.0007734	0.001424	0.0008334	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Colwelliaceae"
"Psychromonadaceae"	"F"	3397	3	NA	NA	1	3	NA	1	NA	NA	NA	3	1	NA	0.0008542	NA	NA	0.0003891	0.0007993	NA	0.0004183	NA	NA	NA	0.0008542	0.0004167	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Psychromonas"	"G"	3398	3	NA	NA	1	3	NA	1	NA	NA	NA	3	1	NA	0.0008542	NA	NA	0.0003891	0.0007993	NA	0.0004183	NA	NA	NA	0.0008542	0.0004167	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Psychromonadaceae"
"Salinicola"	"G"	3622	7	NA	NA	2	7	NA	1	1	2	NA	1	1	NA	0.001865	NA	NA	0.0007782	0.001865	NA	0.0004183	0.0003727	0.0005124	NA	0.0002847	0.0004167	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae"
"Zooshikella"	"G"	26754	2	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA	NA	0.0005329	NA	NA	0.0003891	0.0005329	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Endozoicomonadaceae"
"Alcanivoracaceae"	"F"	3595	52	NA	NA	7	52	NA	3	1	3	3	16	3	NA	0.01385	NA	NA	0.002724	0.01385	NA	0.001255	0.0003727	0.0007687	0.00116	0.004556	0.00125	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Alcanivorax"	"G"	3596	52	NA	NA	7	52	NA	3	1	3	3	16	3	NA	0.01385	NA	NA	0.002724	0.01385	NA	0.001255	0.0003727	0.0007687	0.00116	0.004556	0.00125	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Alcanivoracaceae"
"Marinobacterium"	"G"	26772	5	NA	NA	3	5	NA	1	1	1	3	2	1	NA	0.001332	NA	NA	0.001167	0.001332	NA	0.0004183	0.0003727	0.0002562	0.00116	0.0005695	0.0004167	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Nitrincolaceae"
"uncultured"	"G"	26778	13	NA	NA	2	13	NA	1	NA	1	NA	1	1	NA	0.003464	NA	NA	0.0007782	0.003464	NA	0.0004183	NA	0.0002562	NA	0.0002847	0.0004167	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Nitrincolaceae"
"Saccharospirillaceae"	"F"	3667	12	NA	NA	3	12	NA	1	1	NA	3	1	1	NA	0.003197	NA	NA	0.001167	0.003197	NA	0.0004183	0.0003727	NA	0.00116	0.0002847	0.0004167	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Reinekea"	"G"	26792	3	NA	NA	2	3	NA	1	NA	NA	3	NA	1	NA	0.00116	NA	NA	0.0007782	0.0007993	NA	0.0004183	NA	NA	0.00116	NA	0.0004167	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Saccharospirillaceae"
"Oceanobacter"	"G"	26789	5	NA	NA	1	5	NA	NA	NA	NA	NA	NA	NA	NA	0.001332	NA	NA	0.0003891	0.001332	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Saccharospirillaceae"
"Kangiellaceae"	"F"	26761	7	NA	NA	2	7	NA	NA	1	NA	1	4	1	NA	0.001865	NA	NA	0.0007782	0.001865	NA	NA	0.0003727	NA	0.0003867	0.001139	0.0004167	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"uncultured"	"G"	26765	5	NA	NA	2	5	NA	NA	1	NA	1	4	1	NA	0.001332	NA	NA	0.0007782	0.001332	NA	NA	0.0003727	NA	0.0003867	0.001139	0.0004167	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Kangiellaceae"
"Marinomonadaceae"	"F"	26766	16	NA	NA	1	16	NA	1	1	1	NA	4	NA	NA	0.004263	NA	NA	0.0003891	0.004263	NA	0.0004183	0.0003727	0.0002562	NA	0.001139	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Marinomonas"	"G"	26767	16	NA	NA	1	16	NA	1	1	1	NA	4	NA	NA	0.004263	NA	NA	0.0003891	0.004263	NA	0.0004183	0.0003727	0.0002562	NA	0.001139	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Marinomonadaceae"
"uncultured"	"G"	11548	6	NA	NA	3	3	NA	NA	6	NA	NA	NA	1	NA	0.002236	NA	NA	0.001167	0.0007993	NA	NA	0.002236	NA	NA	NA	0.0004167	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Spongiibacteraceae"
"OM60(NOR5) clade"	"G"	11534	38	NA	NA	17	38	NA	6	9	NA	1	14	5	NA	0.01012	NA	NA	0.006615	0.01012	NA	0.00251	0.003355	NA	0.0003867	0.003986	0.002083	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Halieaceae"
"Congregibacter"	"G"	11530	1	NA	NA	1	1	NA	NA	NA	NA	NA	1	NA	NA	0.0003891	NA	NA	0.0003891	0.0002664	NA	NA	NA	NA	NA	0.0002847	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Halieaceae"
"Pseudohaliea"	"G"	11535	11	NA	NA	1	11	1	NA	3	NA	1	2	NA	NA	0.04227	NA	NA	0.0003891	0.002931	0.04227	NA	0.001118	NA	0.0003867	0.0005695	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Halieaceae"
"uncultured"	"G"	11527	7	NA	NA	2	7	NA	NA	2	NA	1	2	1	NA	0.001865	NA	NA	0.0007782	0.001865	NA	NA	0.0007454	NA	0.0003867	0.0005695	0.0004167	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Cellvibrionaceae"
"Marinimicrobium"	"G"	11520	4	NA	NA	1	4	NA	NA	NA	NA	1	NA	NA	NA	0.001066	NA	NA	0.0003891	0.001066	NA	NA	NA	NA	0.0003867	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Cellvibrionaceae"
"SAR92 clade"	"G"	11541	12	NA	NA	3	12	NA	NA	2	NA	NA	NA	2	NA	0.003197	NA	NA	0.001167	0.003197	NA	NA	0.0007454	NA	NA	NA	0.0008334	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Porticoccaceae"
"Porticoccus"	"G"	11540	110	NA	NA	1	110	NA	3	1	NA	NA	3	1	NA	0.02931	NA	NA	0.0003891	0.02931	NA	0.001255	0.0003727	NA	NA	0.0008542	0.0004167	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Porticoccaceae"
"Steroidobacter"	"G"	26828	31	NA	NA	13	31	NA	12	4	NA	NA	19	8	NA	0.008259	NA	NA	0.005058	0.008259	NA	0.00502	0.001491	NA	NA	0.00541	0.003333	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Steroidobacterales>Steroidobacteraceae"
"Aggregatibacter"	"G"	3691	8	NA	NA	4	8	NA	1	NA	NA	1	1	1	NA	0.002131	NA	NA	0.001556	0.002131	NA	0.0004183	NA	NA	0.0003867	0.0002847	0.0004167	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae"
"Phocoenobacter"	"G"	3706	6	NA	NA	3	6	NA	NA	2	NA	1	2	NA	NA	0.001599	NA	NA	0.001167	0.001599	NA	NA	0.0007454	NA	0.0003867	0.0005695	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae"
"Gallibacterium"	"G"	3697	2	NA	NA	2	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0007782	NA	NA	0.0007782	0.0002664	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae"
"Mannheimia"	"G"	3701	3	NA	NA	2	1	NA	NA	3	NA	1	NA	NA	NA	0.001118	NA	NA	0.0007782	0.0002664	NA	NA	0.001118	NA	0.0003867	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae"
"uncultured"	"G"	3708	2	NA	NA	1	2	NA	NA	NA	2	NA	1	NA	NA	0.0005329	NA	NA	0.0003891	0.0005329	NA	NA	NA	0.0005124	NA	0.0002847	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae"
"Aliivibrio"	"G"	3777	3	NA	NA	1	3	NA	NA	1	NA	1	1	1	NA	0.0007993	NA	NA	0.0003891	0.0007993	NA	NA	0.0003727	NA	0.0003867	0.0002847	0.0004167	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Enterovibrio"	"G"	3779	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003891	NA	NA	0.0003891	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Competibacterales"	"O"	26607	234	NA	NA	34	234	NA	4	16	NA	1	42	1	NA	0.06235	NA	NA	0.01323	0.06235	NA	0.001673	0.005964	NA	0.0003867	0.01196	0.0004167	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Competibacteraceae"	"F"	26608	234	NA	NA	34	234	NA	4	16	NA	1	42	1	NA	0.06235	NA	NA	0.01323	0.06235	NA	0.001673	0.005964	NA	0.0003867	0.01196	0.0004167	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Competibacterales"
"Candidatus Competibacter"	"G"	26609	225	NA	NA	30	225	NA	4	15	NA	NA	39	NA	NA	0.05995	NA	NA	0.01167	0.05995	NA	0.001673	0.005591	NA	NA	0.0111	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Competibacterales>Competibacteraceae"
"Plasticicumulans"	"G"	26611	3	NA	NA	3	1	NA	NA	NA	NA	1	NA	NA	NA	0.001167	NA	NA	0.001167	0.0002664	NA	NA	NA	NA	0.0003867	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Competibacterales>Competibacteraceae"
"Candidatus Contendobacter"	"G"	26610	6	NA	NA	1	6	NA	NA	NA	NA	NA	3	1	NA	0.001599	NA	NA	0.0003891	0.001599	NA	NA	NA	NA	NA	0.0008542	0.0004167	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Competibacterales>Competibacteraceae"
"Crenothrix"	"G"	26695	7	NA	NA	4	7	NA	1	2	NA	NA	2	1	NA	0.001865	NA	NA	0.001556	0.001865	NA	0.0004183	0.0007454	NA	NA	0.0005695	0.0004167	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylomonaceae"
"Marine Methylotrophic Group 2"	"G"	26698	9	NA	NA	3	9	NA	3	3	NA	3	3	NA	NA	0.002398	NA	NA	0.001167	0.002398	NA	0.001255	0.001118	NA	0.00116	0.0008542	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylomonaceae"
"Milano-WF1B-03"	"G"	26709	11	NA	NA	3	11	NA	NA	NA	NA	1	1	1	NA	0.002931	NA	NA	0.001167	0.002931	NA	NA	NA	NA	0.0003867	0.0002847	0.0004167	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylomonaceae"
"Methylomonas"	"G"	26703	8	NA	NA	1	8	NA	NA	2	1	NA	3	NA	NA	0.002131	NA	NA	0.0003891	0.002131	NA	NA	0.0007454	0.0002562	NA	0.0008542	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylomonaceae"
"Methylococcaceae"	"F"	3571	25	NA	NA	7	25	NA	2	3	NA	NA	7	1	NA	0.006661	NA	NA	0.002724	0.006661	NA	0.0008367	0.001118	NA	NA	0.001993	0.0004167	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales"
