"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_april_BC01.cladeReads"	"centrifuge_16s_classification_april_BC02.cladeReads"	"centrifuge_16s_classification_april_BC03.cladeReads"	"centrifuge_16s_classification_april_BC04.cladeReads"	"centrifuge_16s_classification_april_BC05.cladeReads"	"centrifuge_16s_classification_april_BC06.cladeReads"	"centrifuge_16s_classification_april_BC07.cladeReads"	"centrifuge_16s_classification_april_BC08.cladeReads"	"centrifuge_16s_classification_april_BC09.cladeReads"	"centrifuge_16s_classification_april_BC10.cladeReads"	"centrifuge_16s_classification_april_BC11.cladeReads"	"centrifuge_16s_classification_april_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_april_BC01.cladeReads.."	"centrifuge_16s_classification_april_BC02.cladeReads.."	"centrifuge_16s_classification_april_BC03.cladeReads.."	"centrifuge_16s_classification_april_BC04.cladeReads.."	"centrifuge_16s_classification_april_BC05.cladeReads.."	"centrifuge_16s_classification_april_BC06.cladeReads.."	"centrifuge_16s_classification_april_BC07.cladeReads.."	"centrifuge_16s_classification_april_BC08.cladeReads.."	"centrifuge_16s_classification_april_BC09.cladeReads.."	"centrifuge_16s_classification_april_BC10.cladeReads.."	"centrifuge_16s_classification_april_BC11.cladeReads.."	"centrifuge_16s_classification_april_BC12.cladeReads.."	"lineage"
"Virgibacillus"	"G"	1727	7	NA	NA	1	6	NA	NA	2	7	NA	1	1	NA	0.001794	NA	NA	0.0003891	0.001599	NA	NA	0.0007454	0.001794	NA	0.0002847	0.0004167	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Salinicoccus"	"G"	1779	3	NA	NA	2	1	NA	NA	3	3	NA	NA	NA	NA	0.001118	NA	NA	0.0007782	0.0002664	NA	NA	0.001118	0.0007687	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Staphylococcaceae"
"Macrococcus"	"G"	1777	52	NA	NA	1	NA	NA	NA	NA	52	NA	NA	NA	NA	0.01332	NA	NA	0.0003891	NA	NA	NA	NA	0.01332	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Staphylococcaceae"
"Nosocomiicoccus"	"G"	1778	56	NA	NA	1	1	NA	1	NA	56	1	NA	NA	NA	0.01435	NA	NA	0.0003891	0.0002664	NA	0.0004183	NA	0.01435	0.0003867	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Staphylococcaceae"
"Planococcus"	"G"	1764	17	NA	NA	1	5	NA	2	2	17	2	1	1	NA	0.004356	NA	NA	0.0003891	0.001332	NA	0.0008367	0.0007454	0.004356	0.0007734	0.0002847	0.0004167	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Aneurinibacillus"	"G"	1742	5	NA	NA	5	1	NA	1	1	NA	1	2	2	NA	0.001946	NA	NA	0.001946	0.0002664	NA	0.0004183	0.0003727	NA	0.0003867	0.0005695	0.0008334	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Paenibacillaceae"
"Ammoniphilus"	"G"	1741	1	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0003891	NA	NA	0.0003891	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Paenibacillaceae"
"Brevibacillus"	"G"	1743	4	NA	NA	1	4	NA	1	1	3	1	2	3	NA	0.00125	NA	NA	0.0003891	0.001066	NA	0.0004183	0.0003727	0.0007687	0.0003867	0.0005695	0.00125	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Paenibacillaceae"
"Cohnella"	"G"	1744	4	NA	NA	1	NA	NA	NA	NA	4	NA	1	NA	NA	0.001025	NA	NA	0.0003891	NA	NA	NA	NA	0.001025	NA	0.0002847	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Paenibacillaceae"
"Sporolactobacillaceae"	"F"	1771	5	NA	NA	3	NA	NA	1	1	5	1	2	1	NA	0.001281	NA	NA	0.001167	NA	NA	0.0004183	0.0003727	0.001281	0.0003867	0.0005695	0.0004167	NA	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Sporolactobacillus"	"G"	1773	2	NA	NA	2	NA	NA	NA	NA	2	NA	1	1	NA	0.0007782	NA	NA	0.0007782	NA	NA	NA	NA	0.0005124	NA	0.0002847	0.0004167	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Sporolactobacillaceae"
"Scopulibacillus"	"G"	11274	1	NA	NA	1	NA	NA	1	1	1	NA	NA	NA	NA	0.0004183	NA	NA	0.0003891	NA	NA	0.0004183	0.0003727	0.0002562	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Sporolactobacillaceae"
"Alicyclobacillaceae"	"F"	1675	11	NA	NA	2	2	NA	NA	1	11	1	1	1	NA	0.002818	NA	NA	0.0007782	0.0005329	NA	NA	0.0003727	0.002818	0.0003867	0.0002847	0.0004167	NA	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Alicyclobacillus"	"G"	1676	6	NA	NA	1	NA	NA	NA	NA	6	NA	NA	NA	NA	0.001537	NA	NA	0.0003891	NA	NA	NA	NA	0.001537	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Alicyclobacillaceae"
"Effusibacillus"	"G"	11263	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003891	NA	NA	0.0003891	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Alicyclobacillaceae"
"Family XI"	"F"	1732	2	NA	NA	1	2	NA	NA	1	1	1	NA	NA	NA	0.0005329	NA	NA	0.0003891	0.0005329	NA	NA	0.0003727	0.0002562	0.0003867	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Gemella"	"G"	1733	2	NA	NA	1	2	NA	NA	1	1	1	NA	NA	NA	0.0005329	NA	NA	0.0003891	0.0005329	NA	NA	0.0003727	0.0002562	0.0003867	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Family&nbsp;XI"
"Thermoactinomycetaceae"	"F"	1782	2	NA	NA	1	1	NA	NA	NA	2	NA	2	NA	NA	0.0005695	NA	NA	0.0003891	0.0002664	NA	NA	NA	0.0005124	NA	0.0005695	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Thermoactinomyces"	"G"	1794	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003891	NA	NA	0.0003891	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Thermoactinomycetaceae"
"Pediococcus"	"G"	1838	2	NA	NA	1	1	NA	1	NA	2	NA	1	1	NA	0.0005124	NA	NA	0.0003891	0.0002664	NA	0.0004183	NA	0.0005124	NA	0.0002847	0.0004167	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae"
"Leuconostoc"	"G"	1841	44	NA	NA	9	44	NA	12	7	7	5	25	8	NA	0.01172	NA	NA	0.003502	0.01172	NA	0.00502	0.002609	0.001794	0.001934	0.007119	0.003333	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Leuconostocaceae"
"Carnobacterium"	"G"	1818	3	NA	NA	1	1	NA	NA	NA	3	1	NA	NA	NA	0.0007687	NA	NA	0.0003891	0.0002664	NA	NA	NA	0.0007687	0.0003867	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Granulicatella"	"G"	1821	3	NA	NA	1	NA	NA	3	NA	2	NA	1	3	NA	0.001255	NA	NA	0.0003891	NA	NA	0.001255	NA	0.0005124	NA	0.0002847	0.00125	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Enterococcaceae"	"F"	1828	46	NA	NA	3	8	NA	1	3	46	2	2	NA	NA	0.01179	NA	NA	0.001167	0.002131	NA	0.0004183	0.001118	0.01179	0.0007734	0.0005695	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales"
"Enterococcus"	"G"	1831	44	NA	NA	2	5	NA	1	3	44	2	2	NA	NA	0.01127	NA	NA	0.0007782	0.001332	NA	0.0004183	0.001118	0.01127	0.0007734	0.0005695	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae"
"Aerococcaceae"	"F"	1802	2	NA	NA	2	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0007782	NA	NA	0.0007782	NA	NA	NA	NA	0.0005124	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales"
"Aerococcus"	"G"	1804	1	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0003891	NA	NA	0.0003891	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Aerococcaceae"
"Facklamia"	"G"	1807	1	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0003891	NA	NA	0.0003891	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Aerococcaceae"
"uncultured"	"F"	1855	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003891	NA	NA	0.0003891	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales"
"Kandleria"	"G"	2159	4	NA	NA	4	1	NA	NA	NA	NA	NA	NA	NA	NA	0.001556	NA	NA	0.001556	0.0002664	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"Asteroleplasma"	"G"	2151	15	NA	NA	2	3	NA	4	3	NA	4	15	5	NA	0.004271	NA	NA	0.0007782	0.0007993	NA	0.001673	0.001118	NA	0.001547	0.004271	0.002083	NA	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"Catenibacterium"	"G"	2153	4	NA	NA	1	4	NA	3	NA	3	NA	NA	NA	NA	0.001255	NA	NA	0.0003891	0.001066	NA	0.001255	NA	0.0007687	NA	NA	NA	NA	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"Erysipelotrichaceae UCG-004"	"G"	11385	3	NA	NA	1	3	NA	1	NA	2	NA	3	2	NA	0.0008542	NA	NA	0.0003891	0.0007993	NA	0.0004183	NA	0.0005124	NA	0.0008542	0.0008334	NA	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"Selenomonas"	"G"	2194	3	NA	NA	2	1	NA	1	2	NA	NA	3	NA	NA	0.0008542	NA	NA	0.0007782	0.0002664	NA	0.0004183	0.0007454	NA	NA	0.0008542	NA	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Selenomonas 1"	"G"	11395	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007782	NA	NA	0.0007782	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Selenomonas 3"	"G"	11396	2	NA	NA	2	1	NA	1	NA	NA	NA	1	NA	NA	0.0007782	NA	NA	0.0007782	0.0002664	NA	0.0004183	NA	NA	NA	0.0002847	NA	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Mitsuokella"	"G"	2186	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003891	NA	NA	0.0003891	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Quinella"	"G"	2192	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003891	NA	NA	0.0003891	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Succiniclasticum"	"G"	2169	4	NA	NA	2	4	NA	2	NA	1	1	1	2	NA	0.001066	NA	NA	0.0007782	0.001066	NA	0.0008367	NA	0.0002562	0.0003867	0.0002847	0.0008334	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Acidaminococcaceae"
"Acidaminococcus"	"G"	2167	1	NA	NA	1	NA	NA	1	NA	NA	NA	1	NA	1	0.1783	NA	NA	0.0003891	NA	NA	0.0004183	NA	NA	NA	0.0002847	NA	0.1783	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Acidaminococcaceae"
"Phascolarctobacterium"	"G"	2168	4	NA	NA	1	1	NA	NA	1	NA	1	4	1	NA	0.001139	NA	NA	0.0003891	0.0002664	NA	NA	0.0003727	NA	0.0003867	0.001139	0.0004167	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Acidaminococcaceae"
"Roseimicrobium"	"G"	4044	39	NA	NA	6	39	NA	9	10	NA	11	18	1	NA	0.01039	NA	NA	0.002335	0.01039	NA	0.003765	0.003727	NA	0.004254	0.005125	0.0004167	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>Verrucomicrobiaceae"
"Prosthecobacter"	"G"	4042	36	NA	NA	2	36	NA	12	7	1	5	24	5	NA	0.009592	NA	NA	0.0007782	0.009592	NA	0.00502	0.002609	0.0002562	0.001934	0.006834	0.002083	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>Verrucomicrobiaceae"
"uncultured"	"G"	4046	1	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0003891	NA	NA	0.0003891	NA	NA	NA	NA	NA	NA	0.0002847	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>Verrucomicrobiaceae"
"Luteolibacter"	"G"	27004	12	NA	NA	2	12	NA	NA	2	NA	NA	1	1	NA	0.003197	NA	NA	0.0007782	0.003197	NA	NA	0.0007454	NA	NA	0.0002847	0.0004167	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>Rubritaleaceae"
"DEV007"	"F"	4032	3	NA	NA	1	1	NA	NA	2	1	2	3	NA	NA	0.0008542	NA	NA	0.0003891	0.0002664	NA	NA	0.0007454	0.0002562	0.0007734	0.0008542	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales"
"Candidatus Udaeobacter"	"G"	26958	3	NA	NA	2	2	NA	NA	NA	NA	NA	3	NA	NA	0.0008542	NA	NA	0.0007782	0.0005329	NA	NA	NA	NA	NA	0.0008542	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Chthoniobacterales>Chthoniobacteraceae"
"LD29"	"G"	26960	1	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0003891	NA	NA	0.0003891	NA	NA	NA	NA	NA	NA	0.0002847	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Chthoniobacterales>Chthoniobacteraceae"
"Terrimicrobiaceae"	"F"	26961	16	NA	NA	2	16	NA	3	3	NA	5	7	4	NA	0.004263	NA	NA	0.0007782	0.004263	NA	0.001255	0.001118	NA	0.001934	0.001993	0.001667	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Chthoniobacterales"
"FukuN18 freshwater group"	"G"	26962	16	NA	NA	2	16	NA	2	3	NA	5	6	4	NA	0.004263	NA	NA	0.0007782	0.004263	NA	0.0008367	0.001118	NA	0.001934	0.001708	0.001667	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Chthoniobacterales>Terrimicrobiaceae"
"Pedosphaerales"	"O"	26992	54	NA	NA	15	54	NA	9	11	15	6	25	8	NA	0.01439	NA	NA	0.005837	0.01439	NA	0.003765	0.0041	0.003843	0.00232	0.007119	0.003333	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"Pedosphaeraceae"	"F"	26993	54	NA	NA	15	54	NA	9	11	15	6	25	8	NA	0.01439	NA	NA	0.005837	0.01439	NA	0.003765	0.0041	0.003843	0.00232	0.007119	0.003333	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Pedosphaerales"
"Opitutaceae"	"F"	26973	25	NA	NA	5	25	NA	7	9	4	6	11	3	NA	0.006661	NA	NA	0.001946	0.006661	NA	0.002928	0.003355	0.001025	0.00232	0.003132	0.00125	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales"
"Diplosphaera"	"G"	26976	3	NA	NA	1	3	NA	NA	1	NA	NA	1	NA	NA	0.0007993	NA	NA	0.0003891	0.0007993	NA	NA	0.0003727	NA	NA	0.0002847	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"IMCC26134"	"G"	26977	5	NA	NA	1	5	NA	1	5	NA	3	3	1	NA	0.001864	NA	NA	0.0003891	0.001332	NA	0.0004183	0.001864	NA	0.00116	0.0008542	0.0004167	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"Lacunisphaera"	"G"	26978	11	NA	NA	1	11	NA	2	2	NA	1	2	NA	NA	0.002931	NA	NA	0.0003891	0.002931	NA	0.0008367	0.0007454	NA	0.0003867	0.0005695	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"Opitutus"	"G"	26979	4	NA	NA	1	4	NA	2	NA	1	1	NA	NA	NA	0.001066	NA	NA	0.0003891	0.001066	NA	0.0008367	NA	0.0002562	0.0003867	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"Cerasicoccus"	"G"	26983	6	NA	NA	2	6	NA	2	4	NA	1	4	1	NA	0.001599	NA	NA	0.0007782	0.001599	NA	0.0008367	0.001491	NA	0.0003867	0.001139	0.0004167	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Lentimonas"	"G"	26985	2	NA	NA	1	2	NA	NA	NA	1	1	NA	1	NA	0.0005329	NA	NA	0.0003891	0.0005329	NA	NA	NA	0.0002562	0.0003867	NA	0.0004167	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Arctic97B-4 marine group"	"O"	26953	1	NA	NA	1	NA	NA	1	NA	NA	NA	NA	1	NA	0.0004183	NA	NA	0.0003891	NA	NA	0.0004183	NA	NA	NA	NA	0.0004167	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"S-BQ2-57 soil group"	"O"	26998	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0003891	NA	NA	0.0003891	0.0002664	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"Thermodesulfovibrionia"	"C"	25738	19	NA	NA	11	19	NA	3	4	3	3	7	6	NA	0.005062	NA	NA	0.00428	0.005062	NA	0.001255	0.001491	0.0007687	0.00116	0.001993	0.0025	NA	"Bacteria>Nitrospirae"
"uncultured"	"O"	25746	17	NA	NA	11	17	NA	3	4	3	3	6	5	NA	0.004529	NA	NA	0.00428	0.004529	NA	0.001255	0.001491	0.0007687	0.00116	0.001708	0.002083	NA	"Bacteria>Nitrospirae>Thermodesulfovibrionia"
"Leucobacter"	"G"	610	6	NA	NA	3	4	NA	6	3	5	3	5	1	NA	0.00251	NA	NA	0.001167	0.001066	NA	0.00251	0.001118	0.001281	0.00116	0.001424	0.0004167	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Amnibacterium"	"G"	585	3	NA	NA	1	NA	NA	NA	1	NA	NA	3	NA	NA	0.0008542	NA	NA	0.0003891	NA	NA	NA	0.0003727	NA	NA	0.0008542	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Cryobacterium"	"G"	594	1	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0003891	NA	NA	0.0003891	NA	NA	NA	NA	NA	NA	0.0002847	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Rothia"	"G"	646	6	NA	NA	3	5	NA	1	6	3	5	4	6	NA	0.0025	NA	NA	0.001167	0.001332	NA	0.0004183	0.002236	0.0007687	0.001934	0.001139	0.0025	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"Glutamicibacter"	"G"	14216	3	NA	NA	3	1	NA	2	2	NA	NA	2	3	NA	0.00125	NA	NA	0.001167	0.0002664	NA	0.0008367	0.0007454	NA	NA	0.0005695	0.00125	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"Micrococcus"	"G"	643	2	NA	NA	1	2	NA	2	2	1	NA	NA	1	NA	0.0008367	NA	NA	0.0003891	0.0005329	NA	0.0008367	0.0007454	0.0002562	NA	NA	0.0004167	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"uncultured"	"G"	651	1	NA	NA	1	NA	NA	NA	NA	1	NA	1	NA	NA	0.0003891	NA	NA	0.0003891	NA	NA	NA	NA	0.0002562	NA	0.0002847	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"Terrabacter"	"G"	574	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007782	NA	NA	0.0007782	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Intrasporangiaceae"
"Tessaracoccus"	"G"	733	6	NA	NA	3	2	NA	NA	2	6	1	NA	NA	NA	0.001537	NA	NA	0.001167	0.0005329	NA	NA	0.0007454	0.001537	0.0003867	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Pseudopropionibacterium"	"G"	24520	2	NA	NA	2	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0007782	NA	NA	0.0007782	NA	NA	NA	NA	NA	NA	0.0002847	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Propionicimonas"	"G"	730	2	NA	NA	1	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0005124	NA	NA	0.0003891	NA	NA	NA	NA	0.0005124	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Nocardioidaceae"	"F"	705	9	NA	NA	6	3	NA	4	7	9	5	9	3	NA	0.002609	NA	NA	0.002335	0.0007993	NA	0.001673	0.002609	0.002306	0.001934	0.002563	0.00125	NA	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales"
"Marmoricola"	"G"	710	6	NA	NA	3	3	NA	3	6	1	4	6	2	NA	0.002236	NA	NA	0.001167	0.0007993	NA	0.001255	0.002236	0.0002562	0.001547	0.001708	0.0008334	NA	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae"
"Nocardioides"	"G"	711	7	NA	NA	3	NA	NA	NA	1	7	1	3	NA	NA	0.001794	NA	NA	0.001167	NA	NA	NA	0.0003727	0.001794	0.0003867	0.0008542	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae"
"Corynebacteriales"	"O"	447	101	NA	NA	33	32	NA	19	30	101	15	42	32	NA	0.02588	NA	NA	0.01284	0.008526	NA	0.007948	0.01118	0.02588	0.005801	0.01196	0.01333	NA	"Bacteria>Actinobacteria>Actinobacteria"
"Corynebacteriaceae"	"F"	448	29	NA	NA	25	25	NA	13	17	26	7	29	20	NA	0.009728	NA	NA	0.009728	0.006661	NA	0.005438	0.006336	0.006662	0.002707	0.008258	0.008334	NA	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales"
"Corynebacterium 1"	"G"	11143	27	NA	NA	25	23	NA	13	15	24	7	27	17	NA	0.009728	NA	NA	0.009728	0.006128	NA	0.005438	0.005591	0.006149	0.002707	0.007688	0.007084	NA	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales>Corynebacteriaceae"
"Nocardiaceae"	"F"	460	40	NA	NA	7	5	NA	5	10	40	4	5	6	NA	0.01025	NA	NA	0.002724	0.001332	NA	0.002092	0.003727	0.01025	0.001547	0.001424	0.0025	NA	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales"
"Rhodococcus"	"G"	464	39	NA	NA	6	4	NA	5	6	39	3	4	6	NA	0.009993	NA	NA	0.002335	0.001066	NA	0.002092	0.002236	0.009993	0.00116	0.001139	0.0025	NA	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae"
"Nocardia"	"G"	463	1	NA	NA	1	NA	NA	NA	NA	1	NA	1	NA	NA	0.0003891	NA	NA	0.0003891	NA	NA	NA	NA	0.0002562	NA	0.0002847	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae"
"Dietziaceae"	"F"	455	4	NA	NA	1	NA	NA	1	2	3	4	3	NA	NA	0.001547	NA	NA	0.0003891	NA	NA	0.0004183	0.0007454	0.0007687	0.001547	0.0008542	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales"
"Dietzia"	"G"	456	4	NA	NA	1	NA	NA	1	2	3	4	3	NA	NA	0.001547	NA	NA	0.0003891	NA	NA	0.0004183	0.0007454	0.0007687	0.001547	0.0008542	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales>Dietziaceae"
"Streptomycetales"	"O"	765	27	NA	NA	25	13	NA	13	8	27	9	16	14	NA	0.009728	NA	NA	0.009728	0.003464	NA	0.005438	0.002982	0.006918	0.00348	0.004556	0.005834	NA	"Bacteria>Actinobacteria>Actinobacteria"
"Streptomycetaceae"	"F"	766	27	NA	NA	25	13	NA	13	8	27	9	16	14	NA	0.009728	NA	NA	0.009728	0.003464	NA	0.005438	0.002982	0.006918	0.00348	0.004556	0.005834	NA	"Bacteria>Actinobacteria>Actinobacteria>Streptomycetales"
"Streptomyces"	"G"	769	27	NA	NA	25	13	NA	13	8	27	9	15	14	NA	0.009728	NA	NA	0.009728	0.003464	NA	0.005438	0.002982	0.006918	0.00348	0.004271	0.005834	NA	"Bacteria>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae"
"Frankiales"	"O"	475	37	NA	NA	14	12	1	11	21	37	16	16	12	NA	0.04227	NA	NA	0.005448	0.003197	0.04227	0.004602	0.007827	0.00948	0.006188	0.004556	0.005	NA	"Bacteria>Actinobacteria>Actinobacteria"
"Sporichthyaceae"	"F"	491	31	NA	NA	10	7	NA	9	18	31	9	8	9	NA	0.007943	NA	NA	0.003891	0.001865	NA	0.003765	0.006709	0.007943	0.00348	0.002278	0.00375	NA	"Bacteria>Actinobacteria>Actinobacteria>Frankiales"
"hgcI clade"	"G"	494	29	NA	NA	6	6	NA	3	11	29	6	7	6	NA	0.00743	NA	NA	0.002335	0.001599	NA	0.001255	0.0041	0.00743	0.00232	0.001993	0.0025	NA	"Bacteria>Actinobacteria>Actinobacteria>Frankiales>Sporichthyaceae"
"Geodermatophilaceae"	"F"	484	7	NA	NA	2	4	1	2	3	3	7	6	3	NA	0.04227	NA	NA	0.0007782	0.001066	0.04227	0.0008367	0.001118	0.0007687	0.002707	0.001708	0.00125	NA	"Bacteria>Actinobacteria>Actinobacteria>Frankiales"
"Modestobacter"	"G"	487	7	NA	NA	2	3	1	2	3	2	7	5	3	NA	0.04227	NA	NA	0.0007782	0.0007993	0.04227	0.0008367	0.001118	0.0005124	0.002707	0.001424	0.00125	NA	"Bacteria>Actinobacteria>Actinobacteria>Frankiales>Geodermatophilaceae"
