"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_august_BC01.cladeReads"	"centrifuge_16s_classification_august_BC02.cladeReads"	"centrifuge_16s_classification_august_BC03.cladeReads"	"centrifuge_16s_classification_august_BC04.cladeReads"	"centrifuge_16s_classification_august_BC05.cladeReads"	"centrifuge_16s_classification_august_BC06.cladeReads"	"centrifuge_16s_classification_august_BC07.cladeReads"	"centrifuge_16s_classification_august_BC08.cladeReads"	"centrifuge_16s_classification_august_BC09.cladeReads"	"centrifuge_16s_classification_august_BC10.cladeReads"	"centrifuge_16s_classification_august_BC11.cladeReads"	"centrifuge_16s_classification_august_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_august_BC01.cladeReads.."	"centrifuge_16s_classification_august_BC02.cladeReads.."	"centrifuge_16s_classification_august_BC03.cladeReads.."	"centrifuge_16s_classification_august_BC04.cladeReads.."	"centrifuge_16s_classification_august_BC05.cladeReads.."	"centrifuge_16s_classification_august_BC06.cladeReads.."	"centrifuge_16s_classification_august_BC07.cladeReads.."	"centrifuge_16s_classification_august_BC08.cladeReads.."	"centrifuge_16s_classification_august_BC09.cladeReads.."	"centrifuge_16s_classification_august_BC10.cladeReads.."	"centrifuge_16s_classification_august_BC11.cladeReads.."	"centrifuge_16s_classification_august_BC12.cladeReads.."	"lineage"
"Modestobacter"	"G"	88138	22	4	NA	NA	NA	12	13	11	2	NA	NA	22	NA	0.002307	0.001139	NA	NA	NA	0.001227	0.00134	0.001362	0.0001133	NA	NA	0.002307	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Geodermatophilales>Geodermatophilaceae"
"Modestobacter sp. BMG5755"	"S"	646194	3	3	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	0.0008544	0.0008544	NA	NA	NA	NA	0.0001031	NA	5.663e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Geodermatophilales>Geodermatophilaceae>Modestobacter"
"Modestobacter sp. BMG5726"	"S"	646191	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Geodermatophilales>Geodermatophilaceae>Modestobacter"
"Blastococcus"	"G"	38501	4	3	NA	NA	NA	NA	NA	NA	1	NA	4	NA	NA	0.002587	0.0008544	NA	NA	NA	NA	NA	NA	5.663e-05	NA	0.002587	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Geodermatophilales>Geodermatophilaceae"
"Blastococcus aggregatus"	"S"	38502	3	3	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	0.001293	0.0008544	NA	NA	NA	NA	NA	NA	NA	NA	0.001293	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Geodermatophilales>Geodermatophilaceae>Blastococcus"
"Geodermatophilus"	"G"	1860	3	2	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.0005696	0.0005696	NA	NA	NA	NA	NA	NA	0.0001699	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Geodermatophilales>Geodermatophilaceae"
"Geodermatophilus sp. SBT 350"	"S"	1602255	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Geodermatophilales>Geodermatophilaceae>Geodermatophilus"
"Kineosporiales"	"O"	622452	7	7	NA	NA	NA	2	1	NA	NA	NA	4	NA	1	0.002587	0.001994	NA	NA	NA	0.0002046	0.0001031	NA	NA	NA	0.002587	NA	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Kineosporiaceae"	"F"	83778	7	7	NA	NA	NA	2	1	NA	NA	NA	4	NA	1	0.002587	0.001994	NA	NA	NA	0.0002046	0.0001031	NA	NA	NA	0.002587	NA	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Kineosporiales"
"Kineosporia"	"G"	49184	4	4	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	0.002587	0.001139	NA	NA	NA	NA	NA	NA	NA	NA	0.002587	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Kineosporiales>Kineosporiaceae"
"Kineosporia aurantiaca"	"S"	49185	3	2	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	0.00194	0.0005696	NA	NA	NA	NA	NA	NA	NA	NA	0.00194	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Kineosporiales>Kineosporiaceae>Kineosporia"
"Kineosporia rhamnosa"	"S"	84634	2	2	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0006467	0.0005696	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Kineosporiales>Kineosporiaceae>Kineosporia"
"Kineococcus"	"G"	33981	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005696	0.0005696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Kineosporiales>Kineosporiaceae"
"Kineococcus glutinatus"	"S"	1070872	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Kineosporiales>Kineosporiaceae>Kineococcus"
"Bifidobacteriales"	"O"	85004	7	3	NA	NA	NA	2	2	1	2	NA	7	NA	1	0.004527	0.0008544	NA	NA	NA	0.0002046	0.0002061	0.0001238	0.0001133	NA	0.004527	NA	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Bifidobacteriaceae"	"F"	31953	7	3	NA	NA	NA	2	2	1	2	NA	7	NA	1	0.004527	0.0008544	NA	NA	NA	0.0002046	0.0002061	0.0001238	0.0001133	NA	0.004527	NA	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales"
"Bifidobacterium"	"G"	1678	7	3	NA	NA	NA	2	2	1	2	NA	7	NA	1	0.004527	0.0008544	NA	NA	NA	0.0002046	0.0002061	0.0001238	0.0001133	NA	0.004527	NA	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae"
"environmental samples"	"-"	135024	2	2	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	0.001293	0.0005696	NA	NA	NA	NA	NA	NA	NA	NA	0.001293	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium"
"uncultured Bifidobacterium sp. 7B"	"S"	146690	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0006467	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium>environmental&nbsp;samples"
"uncultured Bifidobacterium sp. 9C"	"S"	146694	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium>environmental&nbsp;samples"
"Bifidobacterium sp. MC_8"	"S"	1755599	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium"
"Glycomycetales"	"O"	85014	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Glycomycetaceae"	"F"	85034	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Glycomycetales"
"Glycomyces"	"G"	58113	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Glycomycetales>Glycomycetaceae"
"Glycomyces phytohabitans"	"S"	1181882	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Glycomycetales>Glycomycetaceae>Glycomyces"
"Nakamurellales"	"O"	1643684	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001874	0.0002848	0.001874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Nakamurellaceae"	"F"	85031	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001874	0.0002848	0.001874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Nakamurellales"
"Nakamurella"	"G"	53460	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001874	0.0002848	0.001874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Nakamurellales>Nakamurellaceae"
"Nakamurella sp. s14-144"	"S"	1902245	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001874	0.0002848	0.001874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Nakamurellales>Nakamurellaceae>Nakamurella"
"Acidimicrobiia"	"C"	84992	544	23	3	NA	NA	341	544	415	3	NA	4	9	1	0.05607	0.006551	0.005623	NA	NA	0.03488	0.05607	0.05137	0.0001699	NA	0.002587	0.0009438	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria"
"Acidimicrobiales"	"O"	84993	544	21	3	NA	NA	341	544	413	3	NA	2	9	1	0.05607	0.005981	0.005623	NA	NA	0.03488	0.05607	0.05112	0.0001699	NA	0.001293	0.0009438	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia"
"environmental samples"	"-"	310070	544	15	2	NA	NA	340	544	413	3	NA	1	9	NA	0.05607	0.004272	0.003749	NA	NA	0.03478	0.05607	0.05112	0.0001699	NA	0.0006467	0.0009438	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia>Acidimicrobiales"
"uncultured Acidimicrobiales bacterium"	"S"	310071	544	15	2	NA	NA	340	544	413	3	NA	1	9	NA	0.05607	0.004272	0.003749	NA	NA	0.03478	0.05607	0.05112	0.0001699	NA	0.0006467	0.0009438	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia>Acidimicrobiales>environmental&nbsp;samples"
"Ilumatobacteraceae"	"F"	2448023	3	3	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0008544	0.0008544	NA	NA	NA	0.0001023	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia>Acidimicrobiales"
"Ilumatobacter"	"G"	682522	3	3	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0008544	0.0008544	NA	NA	NA	0.0001023	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia>Acidimicrobiales>Ilumatobacteraceae"
"environmental samples"	"-"	879967	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005696	0.0005696	NA	NA	NA	0.0001023	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia>Acidimicrobiales>Ilumatobacteraceae>Ilumatobacter"
"uncultured Ilumatobacter sp."	"S"	879968	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005696	0.0005696	NA	NA	NA	0.0001023	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia>Acidimicrobiales>Ilumatobacteraceae>Ilumatobacter>environmental&nbsp;samples"
"Ilumatobacter fluminis"	"S"	467091	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia>Acidimicrobiales>Ilumatobacteraceae>Ilumatobacter"
"Acidimicrobiaceae"	"F"	84994	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.002011	0.0005696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia>Acidimicrobiales"
"environmental samples"	"-"	410721	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia>Acidimicrobiales>Acidimicrobiaceae"
"uncultured Acidimicrobiaceae bacterium"	"S"	410722	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia>Acidimicrobiales>Acidimicrobiaceae>environmental&nbsp;samples"
"environmental samples"	"-"	117771	2	2	NA	NA	NA	NA	NA	1	NA	NA	2	NA	NA	0.001293	0.0005696	NA	NA	NA	NA	NA	0.0001238	NA	NA	0.001293	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia"
"uncultured Acidimicrobiia bacterium"	"S"	179112	2	2	NA	NA	NA	NA	NA	1	NA	NA	2	NA	NA	0.001293	0.0005696	NA	NA	NA	NA	NA	0.0001238	NA	NA	0.001293	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia>environmental&nbsp;samples"
"Nitriliruptoria"	"C"	908620	5	5	1	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001874	0.001424	0.001874	NA	NA	0.0001023	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria"
"Euzebyales"	"O"	908621	4	4	1	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001874	0.001139	0.001874	NA	NA	0.0001023	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Nitriliruptoria"
"Euzebyaceae"	"F"	908622	4	4	1	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001874	0.001139	0.001874	NA	NA	0.0001023	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Nitriliruptoria>Euzebyales"
"Euzebya"	"G"	908623	4	4	1	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001874	0.001139	0.001874	NA	NA	0.0001023	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Nitriliruptoria>Euzebyales>Euzebyaceae"
"environmental samples"	"-"	1236606	4	4	1	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001874	0.001139	0.001874	NA	NA	0.0001023	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Nitriliruptoria>Euzebyales>Euzebyaceae>Euzebya"
"uncultured Euzebya sp."	"S"	1236607	4	4	1	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001874	0.001139	0.001874	NA	NA	0.0001023	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Nitriliruptoria>Euzebyales>Euzebyaceae>Euzebya>environmental&nbsp;samples"
"Nitriliruptorales"	"O"	596497	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Nitriliruptoria"
"Nitriliruptoraceae"	"F"	596498	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Nitriliruptoria>Nitriliruptorales"
"Nitriliruptor"	"G"	596499	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Nitriliruptoria>Nitriliruptorales>Nitriliruptoraceae"
"environmental samples"	"-"	1031262	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Nitriliruptoria>Nitriliruptorales>Nitriliruptoraceae>Nitriliruptor"
"uncultured Nitriliruptor sp."	"S"	1031263	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Nitriliruptoria>Nitriliruptorales>Nitriliruptoraceae>Nitriliruptor>environmental&nbsp;samples"
"Thermoleophilia"	"C"	1497346	4	4	1	NA	NA	1	NA	NA	NA	NA	4	NA	NA	0.002587	0.001139	0.001874	NA	NA	0.0001023	NA	NA	NA	NA	0.002587	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria"
"Solirubrobacterales"	"O"	588673	4	4	1	NA	NA	1	NA	NA	NA	NA	4	NA	NA	0.002587	0.001139	0.001874	NA	NA	0.0001023	NA	NA	NA	NA	0.002587	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Thermoleophilia"
"Conexibacteraceae"	"F"	320583	3	2	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	0.00194	0.0005696	NA	NA	NA	NA	NA	NA	NA	NA	0.00194	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Thermoleophilia>Solirubrobacterales"
"Conexibacter"	"G"	191494	3	2	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	0.00194	0.0005696	NA	NA	NA	NA	NA	NA	NA	NA	0.00194	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Thermoleophilia>Solirubrobacterales>Conexibacteraceae"
"environmental samples"	"-"	259312	3	2	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	0.00194	0.0005696	NA	NA	NA	NA	NA	NA	NA	NA	0.00194	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Thermoleophilia>Solirubrobacterales>Conexibacteraceae>Conexibacter"
"uncultured Conexibacter sp."	"S"	259313	3	2	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	0.00194	0.0005696	NA	NA	NA	NA	NA	NA	NA	NA	0.00194	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Thermoleophilia>Solirubrobacterales>Conexibacteraceae>Conexibacter>environmental&nbsp;samples"
"unclassified Solirubrobacterales"	"-"	1363568	2	2	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.001874	0.0005696	0.001874	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Thermoleophilia>Solirubrobacterales"
"Solirubrobacterales bacterium 67-14"	"S"	1895832	2	2	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.001874	0.0005696	0.001874	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Thermoleophilia>Solirubrobacterales>unclassified&nbsp;Solirubrobacterales"
"Coriobacteriia"	"C"	84998	8	2	NA	NA	NA	6	8	4	1	NA	NA	3	1	0.002011	0.0005696	NA	NA	NA	0.0006137	0.0008245	0.0004952	5.663e-05	NA	NA	0.0003146	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria"
"Coriobacteriales"	"O"	84999	4	1	NA	NA	NA	2	4	NA	1	NA	NA	NA	1	0.002011	0.0002848	NA	NA	NA	0.0002046	0.0004123	NA	5.663e-05	NA	NA	NA	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia"
"Atopobiaceae"	"F"	1643824	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	5.663e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales"
"Atopobium"	"G"	1380	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	5.663e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae"
"environmental samples"	"-"	135021	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	5.663e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae>Atopobium"
"uncultured Atopobium sp."	"S"	274587	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	5.663e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae>Atopobium>environmental&nbsp;samples"
"Eggerthellales"	"O"	1643822	3	1	NA	NA	NA	3	1	1	NA	NA	NA	1	NA	0.0003069	0.0002848	NA	NA	NA	0.0003069	0.0001031	0.0001238	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia"
"Eggerthellaceae"	"F"	1643826	3	1	NA	NA	NA	3	1	1	NA	NA	NA	1	NA	0.0003069	0.0002848	NA	NA	NA	0.0003069	0.0001031	0.0001238	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales"
"Denitrobacterium"	"G"	79603	2	1	NA	NA	NA	2	1	1	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	0.0002046	0.0001031	0.0001238	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae"
"Denitrobacterium detoxificans"	"S"	79604	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	0.0001023	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Denitrobacterium"
"Firmicutes"	"P"	1239	14153	765	159	19	15	663	712	729	14153	2	533	530	262	2.171	0.2179	0.298	2.171	1.093	0.06781	0.07338	0.09024	0.8015	0.2398	0.3447	0.05558	0.5269	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group"
"Bacilli"	"C"	91061	13441	394	73	18	15	480	527	489	13441	2	254	377	92	2.057	0.1122	0.1368	2.057	1.093	0.0491	0.05431	0.06053	0.7612	0.2398	0.1643	0.03953	0.185	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes"
"Bacillales"	"O"	1385	12260	286	48	12	7	405	438	383	12260	1	177	306	65	1.371	0.08146	0.08997	1.371	0.5102	0.04142	0.04514	0.04741	0.6943	0.1199	0.1145	0.03209	0.1307	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli"
"Bacillaceae"	"F"	186817	10931	197	39	11	3	341	369	308	10931	1	111	243	39	1.257	0.05611	0.0731	1.257	0.2187	0.03488	0.03803	0.03813	0.619	0.1199	0.07179	0.02548	0.07843	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales"
