"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_loman_loman.kreport.cladeReads"	"Max.1"	"centrifuge_16s_classification_loman_loman.kreport.cladeReads.."	"lineage"
"Nitrospirales"	"O"	2275	31	31	0.0009916	0.0009916	"Bacteria>Nitrospirae>Nitrospira"
"Nitrospiraceae"	"F"	2281	31	31	0.0009916	0.0009916	"Bacteria>Nitrospirae>Nitrospira>Nitrospirales"
"Nitrospira"	"G"	2285	27	27	0.0008636	0.0008636	"Bacteria>Nitrospirae>Nitrospira>Nitrospirales>Nitrospiraceae"
"Leptospirillum"	"G"	2284	4	4	0.0001279	0.0001279	"Bacteria>Nitrospirae>Nitrospira>Nitrospirales>Nitrospiraceae"
"Thermodesulfovibrionia"	"C"	25738	5	5	0.0001599	0.0001599	"Bacteria>Nitrospirae"
"Thermodesulfovibrionales"	"O"	25743	4	4	0.0001279	0.0001279	"Bacteria>Nitrospirae>Thermodesulfovibrionia"
"Thermodesulfovibrionaceae"	"F"	25744	4	4	0.0001279	0.0001279	"Bacteria>Nitrospirae>Thermodesulfovibrionia>Thermodesulfovibrionales"
"Thermodesulfovibrio"	"G"	25745	4	4	0.0001279	0.0001279	"Bacteria>Nitrospirae>Thermodesulfovibrionia>Thermodesulfovibrionales>Thermodesulfovibrionaceae"
"uncultured"	"O"	25746	1	1	3.199e-05	3.199e-05	"Bacteria>Nitrospirae>Thermodesulfovibrionia"
"4-29-1"	"C"	25734	1	1	3.199e-05	3.199e-05	"Bacteria>Nitrospirae"
"Marinimicrobia (SAR406 clade)"	"P"	11409	19	19	0.0006077	0.0006077	"Bacteria"
"Deinococcus-Thermus"	"P"	1610	18	18	0.0005758	0.0005758	"Bacteria"
"Deinococci"	"C"	1611	18	18	0.0005758	0.0005758	"Bacteria>Deinococcus&#x2011;Thermus"
"Deinococcales"	"O"	1612	16	16	0.0005118	0.0005118	"Bacteria>Deinococcus&#x2011;Thermus>Deinococci"
"Trueperaceae"	"F"	1617	14	14	0.0004478	0.0004478	"Bacteria>Deinococcus&#x2011;Thermus>Deinococci>Deinococcales"
"Truepera"	"G"	1618	14	14	0.0004478	0.0004478	"Bacteria>Deinococcus&#x2011;Thermus>Deinococci>Deinococcales>Trueperaceae"
"Deinococcaceae"	"F"	1613	2	2	6.397e-05	6.397e-05	"Bacteria>Deinococcus&#x2011;Thermus>Deinococci>Deinococcales"
"Deinococcus"	"G"	1615	2	2	6.397e-05	6.397e-05	"Bacteria>Deinococcus&#x2011;Thermus>Deinococci>Deinococcales>Deinococcaceae"
"Thermales"	"O"	1620	2	2	6.397e-05	6.397e-05	"Bacteria>Deinococcus&#x2011;Thermus>Deinococci"
"Thermaceae"	"F"	1621	2	2	6.397e-05	6.397e-05	"Bacteria>Deinococcus&#x2011;Thermus>Deinococci>Thermales"
"Meiothermus"	"G"	1623	2	2	6.397e-05	6.397e-05	"Bacteria>Deinococcus&#x2011;Thermus>Deinococci>Thermales>Thermaceae"
"Fibrobacteres"	"P"	1646	18	18	0.0005758	0.0005758	"Bacteria"
"Fibrobacteria"	"C"	1647	18	18	0.0005758	0.0005758	"Bacteria>Fibrobacteres"
"Fibrobacterales"	"O"	1648	18	18	0.0005758	0.0005758	"Bacteria>Fibrobacteres>Fibrobacteria"
"Fibrobacteraceae"	"F"	1654	13	13	0.0004158	0.0004158	"Bacteria>Fibrobacteres>Fibrobacteria>Fibrobacterales"
"Fibrobacter"	"G"	1655	10	10	0.0003199	0.0003199	"Bacteria>Fibrobacteres>Fibrobacteria>Fibrobacterales>Fibrobacteraceae"
"possible genus 05"	"G"	1657	2	2	6.397e-05	6.397e-05	"Bacteria>Fibrobacteres>Fibrobacteria>Fibrobacterales>Fibrobacteraceae"
"uncultured"	"G"	1659	1	1	3.199e-05	3.199e-05	"Bacteria>Fibrobacteres>Fibrobacteria>Fibrobacterales>Fibrobacteraceae"
"09D2Z48"	"F"	1650	1	1	3.199e-05	3.199e-05	"Bacteria>Fibrobacteres>Fibrobacteria>Fibrobacterales"
"MAT-CR-H6-H10"	"F"	1660	1	1	3.199e-05	3.199e-05	"Bacteria>Fibrobacteres>Fibrobacteria>Fibrobacterales"
"possible family 01"	"F"	1665	1	1	3.199e-05	3.199e-05	"Bacteria>Fibrobacteres>Fibrobacteria>Fibrobacterales"
"possible family 02"	"F"	1666	1	1	3.199e-05	3.199e-05	"Bacteria>Fibrobacteres>Fibrobacteria>Fibrobacterales"
"Armatimonadetes"	"P"	894	15	15	0.0004798	0.0004798	"Bacteria"
"Fimbriimonadia"	"C"	14237	8	8	0.0002559	0.0002559	"Bacteria>Armatimonadetes"
"Fimbriimonadales"	"O"	14238	8	8	0.0002559	0.0002559	"Bacteria>Armatimonadetes>Fimbriimonadia"
"Fimbriimonadaceae"	"F"	14239	8	8	0.0002559	0.0002559	"Bacteria>Armatimonadetes>Fimbriimonadia>Fimbriimonadales"
"uncultured"	"C"	14241	6	6	0.0001919	0.0001919	"Bacteria>Armatimonadetes"
"Chthonomonadetes"	"C"	899	1	1	3.199e-05	3.199e-05	"Bacteria>Armatimonadetes"
"Chthonomonadales"	"O"	900	1	1	3.199e-05	3.199e-05	"Bacteria>Armatimonadetes>Chthonomonadetes"
"Kiritimatiellaeota"	"P"	25707	13	13	0.0004158	0.0004158	"Bacteria"
"Kiritimatiellae"	"C"	25708	13	13	0.0004158	0.0004158	"Bacteria>Kiritimatiellaeota"
"WCHB1-41"	"O"	25715	13	13	0.0004158	0.0004158	"Bacteria>Kiritimatiellaeota>Kiritimatiellae"
"Lentisphaerae"	"P"	2238	12	12	0.0003838	0.0003838	"Bacteria"
"Oligosphaeria"	"C"	2260	8	8	0.0002559	0.0002559	"Bacteria>Lentisphaerae"
"Oligosphaerales"	"O"	2261	5	5	0.0001599	0.0001599	"Bacteria>Lentisphaerae>Oligosphaeria"
"Lenti-02"	"F"	25721	3	3	9.596e-05	9.596e-05	"Bacteria>Lentisphaerae>Oligosphaeria>Oligosphaerales"
"Oligosphaeraceae"	"F"	2262	2	2	6.397e-05	6.397e-05	"Bacteria>Lentisphaerae>Oligosphaeria>Oligosphaerales"
"Z20"	"G"	14450	2	2	6.397e-05	6.397e-05	"Bacteria>Lentisphaerae>Oligosphaeria>Oligosphaerales>Oligosphaeraceae"
"P.palmC41"	"O"	14452	2	2	6.397e-05	6.397e-05	"Bacteria>Lentisphaerae>Oligosphaeria"
"SS1-B-02-17"	"O"	14453	1	1	3.199e-05	3.199e-05	"Bacteria>Lentisphaerae>Oligosphaeria"
"Lentisphaeria"	"C"	2250	4	4	0.0001279	0.0001279	"Bacteria>Lentisphaerae"
"Lentisphaerales"	"O"	2251	2	2	6.397e-05	6.397e-05	"Bacteria>Lentisphaerae>Lentisphaeria"
"Lentisphaeraceae"	"F"	2252	2	2	6.397e-05	6.397e-05	"Bacteria>Lentisphaerae>Lentisphaeria>Lentisphaerales"
"Lentisphaera"	"G"	2253	2	2	6.397e-05	6.397e-05	"Bacteria>Lentisphaerae>Lentisphaeria>Lentisphaerales>Lentisphaeraceae"
"Victivallales"	"O"	2254	2	2	6.397e-05	6.397e-05	"Bacteria>Lentisphaerae>Lentisphaeria"
"Victivallaceae"	"F"	2255	1	1	3.199e-05	3.199e-05	"Bacteria>Lentisphaerae>Lentisphaeria>Victivallales"
"Arctic95B-14"	"F"	14440	1	1	3.199e-05	3.199e-05	"Bacteria>Lentisphaerae>Lentisphaeria>Victivallales"
"Chlamydiae"	"P"	1334	9	9	0.0002879	0.0002879	"Bacteria"
"Chlamydiae"	"C"	1335	7	7	0.0002239	0.0002239	"Bacteria>Chlamydiae"
"Chlamydiales"	"O"	1336	7	7	0.0002239	0.0002239	"Bacteria>Chlamydiae>Chlamydiae"
"Simkaniaceae"	"F"	1351	6	6	0.0001919	0.0001919	"Bacteria>Chlamydiae>Chlamydiae>Chlamydiales"
"Candidatus Fritschea"	"G"	1352	1	1	3.199e-05	3.199e-05	"Bacteria>Chlamydiae>Chlamydiae>Chlamydiales>Simkaniaceae"
"Chlamydiaceae"	"F"	1337	1	1	3.199e-05	3.199e-05	"Bacteria>Chlamydiae>Chlamydiae>Chlamydiales"
"LD1-PA32"	"C"	14326	2	2	6.397e-05	6.397e-05	"Bacteria>Chlamydiae"
"Dependentiae"	"P"	25541	9	9	0.0002879	0.0002879	"Bacteria"
"Babeliae"	"C"	25542	9	9	0.0002879	0.0002879	"Bacteria>Dependentiae"
"Babeliales"	"O"	25543	9	9	0.0002879	0.0002879	"Bacteria>Dependentiae>Babeliae"
"Vermiphilaceae"	"F"	25548	5	5	0.0001599	0.0001599	"Bacteria>Dependentiae>Babeliae>Babeliales"
"Babeliaceae"	"F"	25544	1	1	3.199e-05	3.199e-05	"Bacteria>Dependentiae>Babeliae>Babeliales"
"UBA12409"	"F"	25546	1	1	3.199e-05	3.199e-05	"Bacteria>Dependentiae>Babeliae>Babeliales"
"Omnitrophicaeota"	"P"	25747	9	9	0.0002879	0.0002879	"Bacteria"
"Omnitrophia"	"C"	25748	3	3	9.596e-05	9.596e-05	"Bacteria>Omnitrophicaeota"
"Omnitrophales"	"O"	25749	3	3	9.596e-05	9.596e-05	"Bacteria>Omnitrophicaeota>Omnitrophia"
"Omnitrophaceae"	"F"	25750	3	3	9.596e-05	9.596e-05	"Bacteria>Omnitrophicaeota>Omnitrophia>Omnitrophales"
"Candidatus Omnitrophus"	"G"	25751	3	3	9.596e-05	9.596e-05	"Bacteria>Omnitrophicaeota>Omnitrophia>Omnitrophales>Omnitrophaceae"
"Synergistetes"	"P"	3898	8	8	0.0002559	0.0002559	"Bacteria"
"Synergistia"	"C"	3899	8	8	0.0002559	0.0002559	"Bacteria>Synergistetes"
"Synergistales"	"O"	3900	8	8	0.0002559	0.0002559	"Bacteria>Synergistetes>Synergistia"
"Synergistaceae"	"F"	3901	8	8	0.0002559	0.0002559	"Bacteria>Synergistetes>Synergistia>Synergistales"
"uncultured"	"G"	3916	4	4	0.0001279	0.0001279	"Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae"
"Cloacibacillus"	"G"	3908	1	1	3.199e-05	3.199e-05	"Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae"
"Pyramidobacter"	"G"	3912	1	1	3.199e-05	3.199e-05	"Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae"
"Thermovirga"	"G"	3915	1	1	3.199e-05	3.199e-05	"Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae"
"BRC1"	"P"	14244	8	8	0.0002559	0.0002559	"Bacteria"
"WPS-2"	"P"	27010	8	8	0.0002559	0.0002559	"Bacteria"
"Thermotogae"	"P"	3963	6	6	0.0001919	0.0001919	"Bacteria"
"Thermotogae"	"C"	3964	6	6	0.0001919	0.0001919	"Bacteria>Thermotogae"
"Thermotogales"	"O"	3965	4	4	0.0001279	0.0001279	"Bacteria>Thermotogae>Thermotogae"
"Thermotogaceae"	"F"	3966	3	3	9.596e-05	9.596e-05	"Bacteria>Thermotogae>Thermotogae>Thermotogales"
"Pseudothermotoga"	"G"	11583	3	3	9.596e-05	9.596e-05	"Bacteria>Thermotogae>Thermotogae>Thermotogales>Thermotogaceae"
"Fervidobacteriaceae"	"F"	14728	1	1	3.199e-05	3.199e-05	"Bacteria>Thermotogae>Thermotogae>Thermotogales"
"Fervidobacterium"	"G"	14729	1	1	3.199e-05	3.199e-05	"Bacteria>Thermotogae>Thermotogae>Thermotogales>Fervidobacteriaceae"
"Kosmotogales"	"O"	14710	2	2	6.397e-05	6.397e-05	"Bacteria>Thermotogae>Thermotogae"
"Kosmotogaceae"	"F"	14711	2	2	6.397e-05	6.397e-05	"Bacteria>Thermotogae>Thermotogae>Kosmotogales"
"Mesotoga"	"G"	14713	1	1	3.199e-05	3.199e-05	"Bacteria>Thermotogae>Thermotogae>Kosmotogales>Kosmotogaceae"
"uncultured"	"G"	14714	1	1	3.199e-05	3.199e-05	"Bacteria>Thermotogae>Thermotogae>Kosmotogales>Kosmotogaceae"
"Cloacimonetes"	"P"	11239	6	6	0.0001919	0.0001919	"Bacteria"
"Cloacimonadia"	"C"	25205	6	6	0.0001919	0.0001919	"Bacteria>Cloacimonetes"
"Cloacimonadales"	"O"	25206	6	6	0.0001919	0.0001919	"Bacteria>Cloacimonetes>Cloacimonadia"
"MSBL8"	"F"	25215	4	4	0.0001279	0.0001279	"Bacteria>Cloacimonetes>Cloacimonadia>Cloacimonadales"
"Cloacimonadaceae"	"F"	25208	2	2	6.397e-05	6.397e-05	"Bacteria>Cloacimonetes>Cloacimonadia>Cloacimonadales"
"Candidatus Cloacimonas"	"G"	25210	1	1	3.199e-05	3.199e-05	"Bacteria>Cloacimonetes>Cloacimonadia>Cloacimonadales>Cloacimonadaceae"
"LNR A2-18"	"G"	25211	1	1	3.199e-05	3.199e-05	"Bacteria>Cloacimonetes>Cloacimonadia>Cloacimonadales>Cloacimonadaceae"
"FBP"	"P"	14342	6	6	0.0001919	0.0001919	"Bacteria"
"Entotheonellaeota"	"P"	25560	6	6	0.0001919	0.0001919	"Bacteria"
"Entotheonellia"	"C"	25561	6	6	0.0001919	0.0001919	"Bacteria>Entotheonellaeota"
"Entotheonellales"	"O"	25562	6	6	0.0001919	0.0001919	"Bacteria>Entotheonellaeota>Entotheonellia"
"Entotheonellaceae"	"F"	25563	6	6	0.0001919	0.0001919	"Bacteria>Entotheonellaeota>Entotheonellia>Entotheonellales"
"Candidatus Entotheonella"	"G"	25564	2	2	6.397e-05	6.397e-05	"Bacteria>Entotheonellaeota>Entotheonellia>Entotheonellales>Entotheonellaceae"
"Caldiserica"	"P"	1292	5	5	0.0001599	0.0001599	"Bacteria"
"Caldisericia"	"C"	1293	5	5	0.0001599	0.0001599	"Bacteria>Caldiserica"
"Caldisericales"	"O"	1294	5	5	0.0001599	0.0001599	"Bacteria>Caldiserica>Caldisericia"
"TTA-B1"	"F"	1299	5	5	0.0001599	0.0001599	"Bacteria>Caldiserica>Caldisericia>Caldisericales"
"Acetothermia"	"P"	11130	5	5	0.0001599	0.0001599	"Bacteria"
"Acetothermiia"	"C"	24412	5	5	0.0001599	0.0001599	"Bacteria>Acetothermia"
"Modulibacteria"	"P"	25727	5	5	0.0001599	0.0001599	"Bacteria"
"Moduliflexia"	"C"	25728	5	5	0.0001599	0.0001599	"Bacteria>Modulibacteria"
"Moduliflexales"	"O"	25729	5	5	0.0001599	0.0001599	"Bacteria>Modulibacteria>Moduliflexia"
"Moduliflexaceae"	"F"	25730	5	5	0.0001599	0.0001599	"Bacteria>Modulibacteria>Moduliflexia>Moduliflexales"
"BHI80-139"	"P"	904	4	4	0.0001279	0.0001279	"Bacteria"
"Hydrogenedentes"	"P"	11400	4	4	0.0001279	0.0001279	"Bacteria"
"Hydrogenedentia"	"C"	25702	4	4	0.0001279	0.0001279	"Bacteria>Hydrogenedentes"
"Hydrogenedentiales"	"O"	25703	4	4	0.0001279	0.0001279	"Bacteria>Hydrogenedentes>Hydrogenedentia"
"Hydrogenedensaceae"	"F"	25704	4	4	0.0001279	0.0001279	"Bacteria>Hydrogenedentes>Hydrogenedentia>Hydrogenedentiales"
"Margulisbacteria"	"P"	25726	4	4	0.0001279	0.0001279	"Bacteria"
"Rokubacteria"	"P"	26887	4	4	0.0001279	0.0001279	"Bacteria"
"NC10"	"C"	26888	4	4	0.0001279	0.0001279	"Bacteria>Rokubacteria"
"Rokubacteriales"	"O"	26897	3	3	9.596e-05	9.596e-05	"Bacteria>Rokubacteria>NC10"
"Methylomirabilales"	"O"	26889	1	1	3.199e-05	3.199e-05	"Bacteria>Rokubacteria>NC10"
"Methylomirabilaceae"	"F"	26890	1	1	3.199e-05	3.199e-05	"Bacteria>Rokubacteria>NC10>Methylomirabilales"
"Sh765B-TzT-35"	"G"	26894	1	1	3.199e-05	3.199e-05	"Bacteria>Rokubacteria>NC10>Methylomirabilales>Methylomirabilaceae"
"Zixibacteria"	"P"	27012	4	4	0.0001279	0.0001279	"Bacteria"
"TA06"	"P"	3917	3	3	9.596e-05	9.596e-05	"Bacteria"
"Atribacteria"	"P"	11163	3	3	9.596e-05	9.596e-05	"Bacteria"
"JS1"	"C"	24594	3	3	9.596e-05	9.596e-05	"Bacteria>Atribacteria"
"Latescibacteria"	"P"	11403	3	3	9.596e-05	9.596e-05	"Bacteria"
"GN01"	"P"	14408	3	3	9.596e-05	9.596e-05	"Bacteria"
"Nitrospinae"	"P"	14465	3	3	9.596e-05	9.596e-05	"Bacteria"
"Nitrospinia"	"C"	14470	2	2	6.397e-05	6.397e-05	"Bacteria>Nitrospinae"
"Nitrospinales"	"O"	14471	2	2	6.397e-05	6.397e-05	"Bacteria>Nitrospinae>Nitrospinia"
"Nitrospinaceae"	"F"	14472	2	2	6.397e-05	6.397e-05	"Bacteria>Nitrospinae>Nitrospinia>Nitrospinales"
"Nitrospina"	"G"	14473	2	2	6.397e-05	6.397e-05	"Bacteria>Nitrospinae>Nitrospinia>Nitrospinales>Nitrospinaceae"
"P9X2b3D02"	"C"	25733	1	1	3.199e-05	3.199e-05	"Bacteria>Nitrospinae"
"Calditrichaeota"	"P"	25102	3	3	9.596e-05	9.596e-05	"Bacteria"
"Calditrichia"	"C"	25103	3	3	9.596e-05	9.596e-05	"Bacteria>Calditrichaeota"
"Calditrichales"	"O"	25104	3	3	9.596e-05	9.596e-05	"Bacteria>Calditrichaeota>Calditrichia"
"Calditrichaceae"	"F"	25105	3	3	9.596e-05	9.596e-05	"Bacteria>Calditrichaeota>Calditrichia>Calditrichales"
"RsaHF231"	"P"	3850	2	2	6.397e-05	6.397e-05	"Bacteria"
"LCP-89"	"P"	11402	2	2	6.397e-05	6.397e-05	"Bacteria"
"WS2"	"P"	14742	2	2	6.397e-05	6.397e-05	"Bacteria"
"Halanaerobiaeota"	"P"	25682	2	2	6.397e-05	6.397e-05	"Bacteria"
"Halanaerobiia"	"C"	25683	2	2	6.397e-05	6.397e-05	"Bacteria>Halanaerobiaeota"
"Halanaerobiales"	"O"	25684	2	2	6.397e-05	6.397e-05	"Bacteria>Halanaerobiaeota>Halanaerobiia"
"Halanaerobiaceae"	"F"	25685	1	1	3.199e-05	3.199e-05	"Bacteria>Halanaerobiaeota>Halanaerobiia>Halanaerobiales"
"Halanaerobium"	"G"	25686	1	1	3.199e-05	3.199e-05	"Bacteria>Halanaerobiaeota>Halanaerobiia>Halanaerobiales>Halanaerobiaceae"
"Halobacteroidaceae"	"F"	25690	1	1	3.199e-05	3.199e-05	"Bacteria>Halanaerobiaeota>Halanaerobiia>Halanaerobiales"
"uncultured"	"G"	25701	1	1	3.199e-05	3.199e-05	"Bacteria>Halanaerobiaeota>Halanaerobiia>Halanaerobiales>Halobacteroidaceae"
"Aerophobetes"	"P"	11161	1	1	3.199e-05	3.199e-05	"Bacteria"
"Poribacteria"	"P"	14501	1	1	3.199e-05	3.199e-05	"Bacteria"
"WOR-1"	"P"	27009	1	1	3.199e-05	3.199e-05	"Bacteria"
"Eukaryota"	"D"	4	8416	8416	0.2692	0.2692	"root"
"Opisthokonta"	"-"	6428	4454	4454	0.1425	0.1425	"Eukaryota"
"Holozoa"	"D"	6430	3873	3873	0.1239	0.1239	"Eukaryota>Opisthokonta"
"Metazoa (Animalia)"	"K"	12882	3861	3861	0.1235	0.1235	"Eukaryota>Opisthokonta>Holozoa"
"Eumetazoa"	"-"	12883	3849	3849	0.1231	0.1231	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)"
"Bilateria"	"-"	12884	3793	3793	0.1213	0.1213	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa"
"Chordata"	"-"	13104	1964	1964	0.06282	0.06282	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria"
"Vertebrata"	"P"	13120	1955	1955	0.06253	0.06253	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata"
"Gnathostomata"	"-"	13126	1952	1952	0.06244	0.06244	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata"
"Euteleostomi"	"-"	13134	1952	1952	0.06244	0.06244	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata"
"Actinopterygii"	"C"	13135	1917	1917	0.06132	0.06132	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi"
"Neopterygii"	"-"	13138	1916	1916	0.06129	0.06129	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi>Actinopterygii"
"Teleostei"	"-"	13141	1916	1916	0.06129	0.06129	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi>Actinopterygii>Neopterygii"
"Tetrapoda"	"-"	13150	34	34	0.001088	0.001088	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi"
"Mammalia"	"C"	13155	22	22	0.0007037	0.0007037	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi>Tetrapoda"
"Aves"	"C"	13152	6	6	0.0001919	0.0001919	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi>Tetrapoda"
"Crocodylia"	"C"	13153	3	3	9.596e-05	9.596e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi>Tetrapoda"
"Amphibia"	"C"	13151	2	2	6.397e-05	6.397e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi>Tetrapoda"
"Lepidosauria"	"C"	13154	1	1	3.199e-05	3.199e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi>Tetrapoda"
"Agnatha"	"-"	13121	3	3	9.596e-05	9.596e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata"
"Cephalaspidomorphi"	"C"	13122	3	3	9.596e-05	9.596e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Agnatha"
"Petromyzontiformes"	"O"	13123	3	3	9.596e-05	9.596e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Agnatha>Cephalaspidomorphi"
"Tunicata"	"P"	13109	8	8	0.0002559	0.0002559	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata"
"Ascidiacea"	"C"	13113	7	7	0.0002239	0.0002239	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Tunicata"
"Enterogona"	"O"	13114	4	4	0.0001279	0.0001279	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Tunicata>Ascidiacea"
"Stolidobranchia"	"O"	13115	3	3	9.596e-05	9.596e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Tunicata>Ascidiacea"
"Appendicularia"	"C"	13110	1	1	3.199e-05	3.199e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Tunicata"
"Copelata"	"O"	13111	1	1	3.199e-05	3.199e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Tunicata>Appendicularia"
"Oikopleuridae"	"F"	13112	1	1	3.199e-05	3.199e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Tunicata>Appendicularia>Copelata"
"Cephalochordata"	"P"	13105	1	1	3.199e-05	3.199e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata"
"Leptocardii"	"C"	13106	1	1	3.199e-05	3.199e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Cephalochordata"
"Amphioxiformes"	"O"	13107	1	1	3.199e-05	3.199e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Cephalochordata>Leptocardii"
"Branchiostomidae"	"F"	13108	1	1	3.199e-05	3.199e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Cephalochordata>Leptocardii>Amphioxiformes"
"Arthropoda"	"P"	12943	974	974	0.03115	0.03115	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria"
"Hexapoda"	"-"	13016	784	784	0.02508	0.02508	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Arthropoda"
"Insecta"	"C"	13024	775	775	0.02479	0.02479	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Arthropoda>Hexapoda"
"Pterygota"	"-"	13028	771	771	0.02466	0.02466	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Arthropoda>Hexapoda>Insecta"
"Neoptera"	"-"	13029	762	762	0.02437	0.02437	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Arthropoda>Hexapoda>Insecta>Pterygota"
"Coleoptera"	"O"	13033	438	438	0.01401	0.01401	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Arthropoda>Hexapoda>Insecta>Pterygota>Neoptera"
"Diptera"	"O"	13039	84	84	0.002687	0.002687	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Arthropoda>Hexapoda>Insecta>Pterygota>Neoptera"
"Neuroptera"	"O"	13047	54	54	0.001727	0.001727	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Arthropoda>Hexapoda>Insecta>Pterygota>Neoptera"
"Hymenoptera"	"O"	13043	35	35	0.00112	0.00112	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Arthropoda>Hexapoda>Insecta>Pterygota>Neoptera"
"Hemiptera"	"O"	13042	31	31	0.0009916	0.0009916	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Arthropoda>Hexapoda>Insecta>Pterygota>Neoptera"
