"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_loman_loman.kreport.cladeReads"	"Max.1"	"centrifuge_classification_loman_loman.kreport.cladeReads.."	"lineage"
"Francisella noatunensis"	"S"	657445	11	11	0.0003519	0.0003519	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Francisellaceae>Francisella"
"Allofrancisella"	"G"	1869285	21	21	0.0006717	0.0006717	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Francisellaceae"
"Allofrancisella guangzhouensis"	"S"	594679	21	21	0.0006717	0.0006717	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Francisellaceae>Allofrancisella"
"Piscirickettsiaceae"	"F"	135616	168	168	0.005374	0.005374	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales"
"Piscirickettsia"	"G"	1237	89	89	0.002847	0.002847	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae"
"Piscirickettsia salmonis"	"S"	1238	89	89	0.002847	0.002847	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae>Piscirickettsia"
"Methylophaga"	"G"	40222	31	31	0.0009916	0.0009916	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae"
"Methylophaga frappieri"	"S"	754477	18	18	0.0005758	0.0005758	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae>Methylophaga"
"Methylophaga nitratireducenticrescens"	"S"	754476	13	13	0.0004158	0.0004158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae>Methylophaga"
"Cycloclasticus"	"G"	34067	23	23	0.0007357	0.0007357	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae"
"Cycloclasticus sp. P1"	"S"	385025	8	8	0.0002559	0.0002559	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae>Cycloclasticus"
"Cycloclasticus zancles"	"S"	1329899	6	6	0.0001919	0.0001919	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae>Cycloclasticus"
"Cycloclasticus sp. PY97N"	"S"	728003	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae>Cycloclasticus"
"Hydrogenovibrio"	"G"	28884	14	14	0.0004478	0.0004478	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae"
"Hydrogenovibrio crunogenus"	"S"	39765	14	14	0.0004478	0.0004478	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae>Hydrogenovibrio"
"Thiomicrospira"	"G"	933	11	11	0.0003519	0.0003519	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae"
"Thiomicrospira aerophila"	"S"	92245	6	6	0.0001919	0.0001919	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae>Thiomicrospira"
"Thiomicrospira cyclica"	"S"	147268	5	5	0.0001599	0.0001599	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae>Thiomicrospira"
"Thiotrichaceae"	"F"	135617	36	36	0.001152	0.001152	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales"
"Thioploca"	"G"	40751	19	19	0.0006077	0.0006077	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Thiotrichaceae"
"Thioploca ingrica"	"S"	40754	19	19	0.0006077	0.0006077	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Thiotrichaceae>Thioploca"
"Beggiatoa"	"G"	1021	17	17	0.0005438	0.0005438	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Thiotrichaceae"
"Beggiatoa leptomitoformis"	"S"	288004	17	17	0.0005438	0.0005438	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Thiotrichaceae>Beggiatoa"
"Pasteurellales"	"O"	135625	462	462	0.01478	0.01478	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Pasteurellaceae"	"F"	712	462	462	0.01478	0.01478	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales"
"Haemophilus"	"G"	724	112	112	0.003582	0.003582	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae"
"Haemophilus influenzae"	"S"	727	70	70	0.002239	0.002239	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Haemophilus"
"[Haemophilus] ducreyi"	"S"	730	12	12	0.0003838	0.0003838	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Haemophilus"
"Haemophilus sp. oral taxon 036"	"S"	712310	12	12	0.0003838	0.0003838	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Haemophilus"
"Haemophilus pittmaniae"	"S"	249188	8	8	0.0002559	0.0002559	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Haemophilus"
"Haemophilus parainfluenzae"	"S"	729	5	5	0.0001599	0.0001599	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Haemophilus"
"Pasteurella"	"G"	745	71	71	0.002271	0.002271	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae"
"Pasteurella multocida"	"S"	747	56	56	0.001791	0.001791	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Pasteurella"
"Pasteurella dagmatis"	"S"	754	15	15	0.0004798	0.0004798	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Pasteurella"
"Actinobacillus"	"G"	713	64	64	0.002047	0.002047	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae"
"Actinobacillus pleuropneumoniae"	"S"	715	20	20	0.0006397	0.0006397	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Actinobacillus"
"Actinobacillus succinogenes"	"S"	67854	17	17	0.0005438	0.0005438	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Actinobacillus"
"Actinobacillus suis"	"S"	716	12	12	0.0003838	0.0003838	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Actinobacillus"
"Actinobacillus equuli"	"S"	718	8	8	0.0002559	0.0002559	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Actinobacillus"
"Aggregatibacter"	"G"	416916	55	55	0.001759	0.001759	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae"
"Aggregatibacter aphrophilus"	"S"	732	27	27	0.0008636	0.0008636	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Aggregatibacter"
"Aggregatibacter actinomycetemcomitans"	"S"	714	26	26	0.0008317	0.0008317	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Aggregatibacter"
"Mannheimia"	"G"	75984	51	51	0.001631	0.001631	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae"
"Mannheimia haemolytica"	"S"	75985	21	21	0.0006717	0.0006717	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Mannheimia"
"Mannheimia varigena"	"S"	85404	20	20	0.0006397	0.0006397	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Mannheimia"
"Mannheimia sp. USDA-ARS-USMARC-1261"	"S"	1432056	5	5	0.0001599	0.0001599	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Mannheimia"
"Glaesserella"	"G"	2094023	40	40	0.001279	0.001279	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae"
"Glaesserella parasuis"	"S"	738	40	40	0.001279	0.001279	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Glaesserella"
"Histophilus"	"G"	214906	23	23	0.0007357	0.0007357	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae"
"Histophilus somni"	"S"	731	23	23	0.0007357	0.0007357	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Histophilus"
"Bibersteinia"	"G"	476528	18	18	0.0005758	0.0005758	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae"
"Bibersteinia trehalosi"	"S"	47735	18	18	0.0005758	0.0005758	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Bibersteinia"
"Gallibacterium"	"G"	155493	17	17	0.0005438	0.0005438	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae"
"Gallibacterium anatis"	"S"	750	17	17	0.0005438	0.0005438	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Gallibacterium"
"Basfia"	"G"	697331	9	9	0.0002879	0.0002879	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae"
"[Mannheimia] succiniciproducens"	"S"	157673	9	9	0.0002879	0.0002879	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Basfia"
"Aeromonadales"	"O"	135624	449	449	0.01436	0.01436	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Aeromonadaceae"	"F"	84642	449	449	0.01436	0.01436	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales"
"Aeromonas"	"G"	642	367	367	0.01174	0.01174	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae"
"Aeromonas hydrophila"	"S"	644	72	72	0.002303	0.002303	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas veronii"	"S"	654	50	50	0.001599	0.001599	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas salmonicida"	"S"	645	27	27	0.0008636	0.0008636	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas schubertii"	"S"	652	16	16	0.0005118	0.0005118	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas sp. O23A"	"S"	697046	14	14	0.0004478	0.0004478	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas sp. CU5"	"S"	2033033	13	13	0.0004158	0.0004158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas media"	"S"	651	12	12	0.0003838	0.0003838	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas sp. CA23"	"S"	2033032	11	11	0.0003519	0.0003519	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas rivipollensis"	"S"	948519	9	9	0.0002879	0.0002879	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas sp. ASNIH4"	"S"	1636609	8	8	0.0002559	0.0002559	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas sp. ASNIH5"	"S"	1758179	8	8	0.0002559	0.0002559	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas sp. ASNIH1"	"S"	1636606	6	6	0.0001919	0.0001919	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas sp. ASNIH7"	"S"	1920107	5	5	0.0001599	0.0001599	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas caviae"	"S"	648	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas sp. ASNIH3"	"S"	1636608	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas dhakensis"	"S"	196024	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas aquatica"	"S"	558964	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas sp. ASNIH2"	"S"	1636607	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Oceanisphaera"	"G"	225143	38	38	0.001215	0.001215	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae"
"Oceanisphaera profunda"	"S"	1416627	23	23	0.0007357	0.0007357	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Oceanisphaera"
"Oceanisphaera sp. AMac2203"	"S"	1903694	12	12	0.0003838	0.0003838	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Oceanisphaera"
"Oceanimonas"	"G"	129577	17	17	0.0005438	0.0005438	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae"
"Oceanimonas sp. GK1"	"S"	511062	17	17	0.0005438	0.0005438	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Oceanimonas"
"Zobellella"	"G"	347533	17	17	0.0005438	0.0005438	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae"
"Zobellella denitrificans"	"S"	347534	17	17	0.0005438	0.0005438	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Zobellella"
"Tolumonas"	"G"	43947	10	10	0.0003199	0.0003199	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae"
"Tolumonas auensis"	"S"	43948	10	10	0.0003199	0.0003199	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Tolumonas"
"Chromatiales"	"O"	135613	405	405	0.01295	0.01295	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Ectothiorhodospiraceae"	"F"	72276	188	188	0.006013	0.006013	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales"
"Thioalkalivibrio"	"G"	106633	127	127	0.004062	0.004062	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae"
"Thioalkalivibrio sulfidiphilus"	"S"	1033854	84	84	0.002687	0.002687	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae>Thioalkalivibrio"
"Thioalkalivibrio nitratireducens"	"S"	186931	18	18	0.0005758	0.0005758	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae>Thioalkalivibrio"
"Thioalkalivibrio paradoxus"	"S"	108010	15	15	0.0004798	0.0004798	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae>Thioalkalivibrio"
"Thioalkalivibrio sp. K90mix"	"S"	396595	5	5	0.0001599	0.0001599	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae>Thioalkalivibrio"
"Thioalkalivibrio versutus"	"S"	106634	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae>Thioalkalivibrio"
"Ectothiorhodospira"	"G"	1051	17	17	0.0005438	0.0005438	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae"
"Ectothiorhodospira sp. BSL-9"	"S"	1442136	17	17	0.0005438	0.0005438	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae>Ectothiorhodospira"
"Acidihalobacter"	"G"	1765964	13	13	0.0004158	0.0004158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae"
"Acidihalobacter prosperus"	"S"	160660	13	13	0.0004158	0.0004158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae>Acidihalobacter"
"Halorhodospira"	"G"	85108	12	12	0.0003838	0.0003838	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae"
"Halorhodospira halophila"	"S"	1053	12	12	0.0003838	0.0003838	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae>Halorhodospira"
"Spiribacter"	"G"	1335745	11	11	0.0003519	0.0003519	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae"
"Spiribacter salinus"	"S"	1335746	7	7	0.0002239	0.0002239	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae>Spiribacter"
"Spiribacter curvatus"	"S"	1335757	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae>Spiribacter"
"Alkalilimnicola"	"G"	133193	8	8	0.0002559	0.0002559	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae"
"Alkalilimnicola ehrlichii"	"S"	351052	8	8	0.0002559	0.0002559	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae>Alkalilimnicola"
"Chromatiaceae"	"F"	1046	148	148	0.004734	0.004734	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales"
"Thiodictyon"	"G"	53392	32	32	0.001024	0.001024	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae"
"Candidatus Thiodictyon syntrophicum"	"S"	1166950	32	32	0.001024	0.001024	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae>Thiodictyon"
"Nitrosococcus"	"G"	1227	29	29	0.0009276	0.0009276	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae"
"Nitrosococcus oceani"	"S"	1229	12	12	0.0003838	0.0003838	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae>Nitrosococcus"
"Nitrosococcus watsonii"	"S"	473531	9	9	0.0002879	0.0002879	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae>Nitrosococcus"
"Nitrosococcus halophilus"	"S"	133539	8	8	0.0002559	0.0002559	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae>Nitrosococcus"
"Allochromatium"	"G"	85072	22	22	0.0007037	0.0007037	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae"
"Allochromatium vinosum"	"S"	1049	22	22	0.0007037	0.0007037	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae>Allochromatium"
"unclassified Chromatiaceae"	"-"	82569	17	17	0.0005438	0.0005438	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae"
"Chromatiaceae bacterium 2141T.STBD.0c.01a"	"S"	1978339	17	17	0.0005438	0.0005438	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae>unclassified&nbsp;Chromatiaceae"
"Thiocystis"	"G"	13724	15	15	0.0004798	0.0004798	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae"
"Thiocystis violascens"	"S"	73141	15	15	0.0004798	0.0004798	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae>Thiocystis"
"Marichromatium"	"G"	85076	14	14	0.0004478	0.0004478	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae"
"Marichromatium purpuratum"	"S"	37487	14	14	0.0004478	0.0004478	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae>Marichromatium"
"Thioflavicoccus"	"G"	156885	11	11	0.0003519	0.0003519	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae"
"Thioflavicoccus mobilis"	"S"	80679	11	11	0.0003519	0.0003519	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae>Thioflavicoccus"
"Candidatus Nitrosoglobus"	"G"	1980513	7	7	0.0002239	0.0002239	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae"
"Candidatus Nitrosoglobus terrae"	"S"	1630141	7	7	0.0002239	0.0002239	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae>Candidatus&nbsp;Nitrosoglobus"
"Granulosicoccaceae"	"F"	449719	30	30	0.0009596	0.0009596	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales"
"Granulosicoccus"	"G"	437504	30	30	0.0009596	0.0009596	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Granulosicoccaceae"
"Granulosicoccus antarcticus"	"S"	437505	30	30	0.0009596	0.0009596	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Granulosicoccaceae>Granulosicoccus"
"Halothiobacillaceae"	"F"	255526	19	19	0.0006077	0.0006077	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales"
"Halothiobacillus"	"G"	109262	19	19	0.0006077	0.0006077	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Halothiobacillaceae"
"Halothiobacillus neapolitanus"	"S"	927	10	10	0.0003199	0.0003199	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Halothiobacillaceae>Halothiobacillus"
"Halothiobacillus sp. LS2"	"S"	1860122	9	9	0.0002879	0.0002879	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Halothiobacillaceae>Halothiobacillus"
"Wenzhouxiangellaceae"	"F"	1676141	10	10	0.0003199	0.0003199	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales"
"Wenzhouxiangella"	"G"	1676142	10	10	0.0003199	0.0003199	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Wenzhouxiangellaceae"
"Wenzhouxiangella marina"	"S"	1579979	10	10	0.0003199	0.0003199	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Wenzhouxiangellaceae>Wenzhouxiangella"
"Woeseiaceae"	"F"	1738654	9	9	0.0002879	0.0002879	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales"
"Woeseia"	"G"	1738655	9	9	0.0002879	0.0002879	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Woeseiaceae"
"Woeseia oceani"	"S"	1548547	9	9	0.0002879	0.0002879	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Woeseiaceae>Woeseia"
"Legionellales"	"O"	118969	384	384	0.01228	0.01228	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Legionellaceae"	"F"	444	351	351	0.01123	0.01123	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales"
"Legionella"	"G"	445	333	333	0.01065	0.01065	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae"
"Legionella pneumophila"	"S"	446	152	152	0.004862	0.004862	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae>Legionella"
