"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_april_BC01.cladeReads"	"kraken2_classification_april_BC02.cladeReads"	"kraken2_classification_april_BC03.cladeReads"	"kraken2_classification_april_BC04.cladeReads"	"kraken2_classification_april_BC05.cladeReads"	"kraken2_classification_april_BC06.cladeReads"	"kraken2_classification_april_BC07.cladeReads"	"kraken2_classification_april_BC08.cladeReads"	"kraken2_classification_april_BC09.cladeReads"	"kraken2_classification_april_BC10.cladeReads"	"kraken2_classification_april_BC11.cladeReads"	"kraken2_classification_april_BC12.cladeReads"	"Max.1"	"kraken2_classification_april_BC01.cladeReads.."	"kraken2_classification_april_BC02.cladeReads.."	"kraken2_classification_april_BC03.cladeReads.."	"kraken2_classification_april_BC04.cladeReads.."	"kraken2_classification_april_BC05.cladeReads.."	"kraken2_classification_april_BC06.cladeReads.."	"kraken2_classification_april_BC07.cladeReads.."	"kraken2_classification_april_BC08.cladeReads.."	"kraken2_classification_april_BC09.cladeReads.."	"kraken2_classification_april_BC10.cladeReads.."	"kraken2_classification_april_BC11.cladeReads.."	"kraken2_classification_april_BC12.cladeReads.."	"lineage"
"Comamonas serinivorans"	"S"	1082851	12	NA	NA	4	10	NA	5	8	NA	3	12	4	NA	0.003615	NA	NA	0.001654	0.00284	NA	0.002203	0.003138	NA	0.001224	0.003615	0.001749	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Burkholderia sp. BDU6"	"S"	1385591	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004135	NA	NA	0.0004135	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>pseudomallei&nbsp;group"
"Burkholderia territorii"	"S"	1503055	2	NA	NA	1	NA	NA	1	1	NA	1	2	NA	NA	0.0006025	NA	NA	0.0004135	NA	NA	0.0004405	0.0003922	NA	0.000408	0.0006025	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia sp. LA-2-3-30-S1-D2"	"S"	1637862	1	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0004135	NA	NA	0.0004135	NA	NA	NA	NA	NA	0.000408	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia glumae"	"S"	337	9	NA	NA	7	9	NA	1	4	1	4	8	7	NA	0.00306	NA	NA	0.002894	0.002556	NA	0.0004405	0.001569	0.0002485	0.001632	0.00241	0.00306	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia gladioli"	"S"	28095	7	NA	NA	7	1	NA	2	2	NA	5	6	NA	NA	0.002894	NA	NA	0.002894	0.000284	NA	0.0008811	0.0007844	NA	0.00204	0.001808	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. IDO3"	"S"	1705310	6	NA	NA	6	NA	NA	1	3	NA	NA	4	1	NA	0.002481	NA	NA	0.002481	NA	NA	0.0004405	0.001177	NA	NA	0.001205	0.0004372	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. Bp7605"	"S"	1740163	23	NA	NA	6	5	NA	8	10	NA	6	23	6	NA	0.006929	NA	NA	0.002481	0.00142	NA	0.003524	0.003922	NA	0.002448	0.006929	0.002623	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. CCGE1003"	"S"	640512	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004135	NA	NA	0.0004135	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. KK1"	"S"	1855726	2	NA	NA	1	NA	NA	1	2	NA	NA	1	NA	NA	0.0007844	NA	NA	0.0004135	NA	NA	0.0004405	0.0007844	NA	NA	0.0003013	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Paraburkholderia caledonica"	"S"	134536	13	NA	NA	13	3	NA	NA	2	NA	1	7	1	NA	0.005375	NA	NA	0.005375	0.000852	NA	NA	0.0007844	NA	0.000408	0.002109	0.0004372	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Paraburkholderia"
"Paraburkholderia phenoliruptrix"	"S"	252970	46	NA	NA	46	1	1	1	17	NA	19	23	1	NA	0.04933	NA	NA	0.01902	0.000284	0.04933	0.0004405	0.006668	NA	0.007753	0.006929	0.0004372	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Paraburkholderia"
"Paraburkholderia sp. SOS3"	"S"	1926494	18	NA	NA	3	1	NA	4	2	NA	1	18	1	NA	0.005423	NA	NA	0.00124	0.000284	NA	0.001762	0.0007844	NA	0.000408	0.005423	0.0004372	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Paraburkholderia"
"Paraburkholderia terrae"	"S"	311230	33	NA	NA	7	17	NA	13	6	NA	1	33	NA	NA	0.009942	NA	NA	0.002894	0.004828	NA	0.005727	0.002353	NA	0.000408	0.009942	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Paraburkholderia"
"Paraburkholderia aromaticivorans"	"S"	2026199	8	NA	NA	1	NA	NA	NA	1	NA	NA	8	NA	NA	0.00241	NA	NA	0.0004135	NA	NA	NA	0.0003922	NA	NA	0.00241	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Paraburkholderia"
"Cupriavidus pinatubonensis"	"S"	248026	29	NA	NA	29	1	NA	NA	NA	NA	1	6	NA	NA	0.01199	NA	NA	0.01199	0.000284	NA	NA	NA	NA	0.000408	0.001808	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Cupriavidus"
"Cupriavidus metallidurans"	"S"	119219	91	NA	NA	17	68	NA	71	91	NA	37	67	88	NA	0.03847	NA	NA	0.007029	0.01931	NA	0.03128	0.03569	NA	0.0151	0.02018	0.03847	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Cupriavidus"
"Cupriavidus gilardii"	"S"	82541	25	NA	NA	10	10	NA	1	12	NA	NA	25	5	NA	0.007531	NA	NA	0.004135	0.00284	NA	0.0004405	0.004707	NA	NA	0.007531	0.002186	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Cupriavidus"
"Ralstonia insidiosa"	"S"	190721	9	NA	NA	5	9	NA	5	NA	NA	1	9	1	NA	0.002711	NA	NA	0.002067	0.002556	NA	0.002203	NA	NA	0.000408	0.002711	0.0004372	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Ralstonia"
"Pandoraea norimbergensis"	"S"	93219	24	NA	NA	9	3	NA	9	7	NA	4	24	2	NA	0.00723	NA	NA	0.003721	0.000852	NA	0.003965	0.002746	NA	0.001632	0.00723	0.0008744	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Pandoraea"
"Pandoraea apista"	"S"	93218	87	NA	NA	87	32	NA	NA	NA	NA	NA	1	NA	NA	0.03597	NA	NA	0.03597	0.009088	NA	NA	NA	NA	NA	0.0003013	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Pandoraea"
"Pandoraea sputorum"	"S"	93222	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004135	NA	NA	0.0004135	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Pandoraea"
"Pandoraea pnomenusa"	"S"	93220	79	NA	NA	1	67	NA	53	1	1	NA	1	79	NA	0.03454	NA	NA	0.0004135	0.01903	NA	0.02335	0.0003922	0.0002485	NA	0.0003013	0.03454	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Pandoraea"
"Paucimonas"	"G"	157932	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004135	NA	NA	0.0004135	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae"
"Paucimonas lemoignei"	"S"	29443	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004135	NA	NA	0.0004135	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Paucimonas"
"Janthinobacterium sp. 1_2014MBL_MicDiv"	"S"	1644131	596	NA	NA	1	80	NA	1	89	1	146	596	176	NA	0.1795	NA	NA	0.0004135	0.02272	NA	0.0004405	0.03491	0.0002485	0.05957	0.1795	0.07695	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Janthinobacterium"
"Herbaspirillum robiniae"	"S"	2014887	18	NA	NA	4	11	NA	15	11	NA	13	18	18	NA	0.00787	NA	NA	0.001654	0.003124	NA	0.006608	0.004314	NA	0.005304	0.005423	0.00787	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herbaspirillum"
"Collimonas arenae"	"S"	279058	22	NA	NA	7	12	NA	8	6	2	5	22	11	NA	0.006628	NA	NA	0.002894	0.003408	NA	0.003524	0.002353	0.000497	0.00204	0.006628	0.004809	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Collimonas"
"Herminiimonas arsenicoxydans"	"S"	204773	667	NA	NA	257	490	NA	161	244	NA	392	667	317	NA	0.2009	NA	NA	0.1063	0.1392	NA	0.07093	0.0957	NA	0.1599	0.2009	0.1386	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herminiimonas"
"Bordetella bronchialis"	"S"	463025	3	NA	NA	1	NA	NA	NA	NA	NA	NA	3	NA	NA	0.0009038	NA	NA	0.0004135	NA	NA	NA	NA	NA	NA	0.0009038	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Bordetella"
"Bordetella genomosp. 8"	"S"	1416806	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004135	NA	NA	0.0004135	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Bordetella"
"Bordetella sp. H567"	"S"	1697043	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004135	NA	NA	0.0004135	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Bordetella"
"Bordetella avium"	"S"	521	2	NA	NA	1	1	NA	NA	1	NA	NA	2	NA	NA	0.0006025	NA	NA	0.0004135	0.000284	NA	NA	0.0003922	NA	NA	0.0006025	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Bordetella"
"Advenella kashmirensis"	"S"	310575	43	NA	NA	23	23	NA	19	11	NA	9	43	17	NA	0.01295	NA	NA	0.00951	0.006532	NA	0.00837	0.004314	NA	0.003672	0.01295	0.007432	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Advenella"
"Pusillimonas"	"G"	305976	88	NA	NA	1	45	NA	1	28	NA	1	88	1	NA	0.02651	NA	NA	0.0004135	0.01278	NA	0.0004405	0.01098	NA	0.000408	0.02651	0.0004372	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae"
"Pusillimonas sp. T7-7"	"S"	1007105	88	NA	NA	1	45	NA	1	28	NA	1	88	1	NA	0.02651	NA	NA	0.0004135	0.01278	NA	0.0004405	0.01098	NA	0.000408	0.02651	0.0004372	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Pusillimonas"
"Azoarcus communis"	"S"	41977	391	NA	NA	325	99	NA	151	NA	NA	1	391	NA	NA	0.1344	NA	NA	0.1344	0.02812	NA	0.06652	NA	NA	0.000408	0.1178	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Rhodocyclales>Zoogloeaceae>Azoarcus"
"Azoarcus sp. KH32C"	"S"	748247	7	NA	NA	5	1	NA	1	NA	NA	3	7	3	NA	0.002109	NA	NA	0.002067	0.000284	NA	0.0004405	NA	NA	0.001224	0.002109	0.001312	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Rhodocyclales>Zoogloeaceae>Azoarcus"
"Thauera sp. MZ1T"	"S"	85643	167	NA	NA	167	1	NA	22	47	NA	18	47	18	NA	0.06905	NA	NA	0.06905	0.000284	NA	0.009692	0.01843	NA	0.007344	0.01416	0.00787	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Rhodocyclales>Zoogloeaceae>Thauera"
"Nitrosospira lacus"	"S"	1288494	22	NA	NA	9	22	NA	NA	1	NA	1	2	2	NA	0.006248	NA	NA	0.003721	0.006248	NA	NA	0.0003922	NA	0.000408	0.0006025	0.0008744	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Nitrosomonadaceae>Nitrosospira"
"Nitrosospira briensis"	"S"	35799	8	NA	NA	1	8	NA	NA	3	NA	NA	7	NA	NA	0.002272	NA	NA	0.0004135	0.002272	NA	NA	0.001177	NA	NA	0.002109	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Nitrosomonadaceae>Nitrosospira"
"Neisseria sp. KEM232"	"S"	655307	12	NA	NA	12	6	NA	3	NA	NA	3	6	3	NA	0.004962	NA	NA	0.004962	0.001704	NA	0.001322	NA	NA	0.001224	0.001808	0.001312	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Neisseriaceae>Neisseria"
"Neisseria polysaccharea"	"S"	489	28	NA	NA	8	28	NA	NA	1	NA	2	4	2	NA	0.007952	NA	NA	0.003308	0.007952	NA	NA	0.0003922	NA	0.0008161	0.001205	0.0008744	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Neisseriaceae>Neisseria"
"Neisseria zoodegmatis"	"S"	326523	4	NA	NA	1	2	NA	1	2	NA	1	4	3	NA	0.001312	NA	NA	0.0004135	0.000568	NA	0.0004405	0.0007844	NA	0.000408	0.001205	0.001312	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Neisseriaceae>Neisseria"
"Simonsiella"	"G"	71	21	NA	NA	21	4	NA	1	2	NA	1	NA	1	NA	0.008683	NA	NA	0.008683	0.001136	NA	0.0004405	0.0007844	NA	0.000408	NA	0.0004372	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Neisseriaceae"
"Simonsiella muelleri"	"S"	72	21	NA	NA	21	4	NA	1	2	NA	1	NA	1	NA	0.008683	NA	NA	0.008683	0.001136	NA	0.0004405	0.0007844	NA	0.000408	NA	0.0004372	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Neisseriaceae>Simonsiella"
"Kingella"	"G"	32257	6	NA	NA	1	6	NA	NA	1	NA	1	1	1	NA	0.001704	NA	NA	0.0004135	0.001704	NA	NA	0.0003922	NA	0.000408	0.0003013	0.0004372	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Neisseriaceae"
"Kingella kingae"	"S"	504	6	NA	NA	1	6	NA	NA	1	NA	1	1	1	NA	0.001704	NA	NA	0.0004135	0.001704	NA	NA	0.0003922	NA	0.000408	0.0003013	0.0004372	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Neisseriaceae>Kingella"
"Chromobacterium rhizoryzae"	"S"	1778675	2	NA	NA	1	2	NA	NA	NA	NA	NA	2	2	NA	0.0008744	NA	NA	0.0004135	0.000568	NA	NA	NA	NA	NA	0.0006025	0.0008744	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Chromobacteriaceae>Chromobacterium&nbsp;group>Chromobacterium"
"Pseudogulbenkiania"	"G"	568394	38	NA	NA	26	38	NA	4	9	NA	7	16	11	NA	0.01079	NA	NA	0.01075	0.01079	NA	0.001762	0.00353	NA	0.002856	0.00482	0.004809	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Chromobacteriaceae"
"Pseudogulbenkiania sp. NH8B"	"S"	748280	38	NA	NA	26	38	NA	4	9	NA	7	16	11	NA	0.01079	NA	NA	0.01075	0.01079	NA	0.001762	0.00353	NA	0.002856	0.00482	0.004809	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Chromobacteriaceae>Pseudogulbenkiania"
"beta proteobacterium CB"	"S"	543913	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004135	NA	NA	0.0004135	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>unclassified&nbsp;Betaproteobacteria>unclassified&nbsp;Betaproteobacteria&nbsp;(miscellaneous)"
"Candidatus Kinetoplastibacterium oncopeltii"	"S"	994696	7	NA	NA	6	7	NA	1	NA	NA	3	3	NA	NA	0.002481	NA	NA	0.002481	0.001988	NA	0.0004405	NA	NA	0.001224	0.0009038	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>unclassified&nbsp;Betaproteobacteria>Candidatus&nbsp;Kinetoplastibacterium"
"Candidatus Kinetoplastibacterium galatii"	"S"	994695	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0004372	NA	NA	0.0004135	NA	NA	NA	NA	NA	NA	NA	0.0004372	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>unclassified&nbsp;Betaproteobacteria>Candidatus&nbsp;Kinetoplastibacterium"
"Candidatus Profftella"	"G"	1381133	45	NA	NA	9	29	NA	13	6	1	7	25	45	NA	0.01967	NA	NA	0.003721	0.008236	NA	0.005727	0.002353	0.0002485	0.002856	0.007531	0.01967	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>unclassified&nbsp;Betaproteobacteria"
"Candidatus Profftella armatura"	"S"	669502	45	NA	NA	9	29	NA	13	6	1	7	25	45	NA	0.01967	NA	NA	0.003721	0.008236	NA	0.005727	0.002353	0.0002485	0.002856	0.007531	0.01967	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>unclassified&nbsp;Betaproteobacteria>Candidatus&nbsp;Profftella"
"Campylobacter ureolyticus"	"S"	827	21	NA	NA	20	8	NA	12	10	1	21	11	18	NA	0.008569	NA	NA	0.00827	0.002272	NA	0.005286	0.003922	0.0002485	0.008569	0.003314	0.00787	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Campylobacter"
"Campylobacter curvus"	"S"	200	19	NA	NA	19	5	NA	3	2	NA	7	10	6	NA	0.007856	NA	NA	0.007856	0.00142	NA	0.001322	0.0007844	NA	0.002856	0.003013	0.002623	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Campylobacter"
"Campylobacter concisus"	"S"	199	11	NA	NA	6	2	NA	4	8	NA	11	2	1	NA	0.004488	NA	NA	0.002481	0.000568	NA	0.001762	0.003138	NA	0.004488	0.0006025	0.0004372	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Campylobacter"
"Campylobacter sputorum"	"S"	206	3	NA	NA	3	1	NA	NA	1	NA	1	NA	NA	NA	0.00124	NA	NA	0.00124	0.000284	NA	NA	0.0003922	NA	0.000408	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Campylobacter"
"Campylobacter hominis"	"S"	76517	2	NA	NA	1	1	NA	1	2	NA	1	1	1	NA	0.0007844	NA	NA	0.0004135	0.000284	NA	0.0004405	0.0007844	NA	0.000408	0.0003013	0.0004372	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Campylobacter"
"Campylobacter insulaenigrae"	"S"	260714	2	NA	NA	1	NA	NA	NA	1	NA	NA	NA	2	NA	0.0008744	NA	NA	0.0004135	NA	NA	NA	0.0003922	NA	NA	NA	0.0008744	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Campylobacter"
"Campylobacter cuniculorum"	"S"	374106	6	NA	NA	1	6	NA	NA	1	NA	1	2	NA	NA	0.001704	NA	NA	0.0004135	0.001704	NA	NA	0.0003922	NA	0.000408	0.0006025	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Campylobacter"
"Campylobacter fetus"	"S"	196	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0004135	NA	NA	0.0004135	0.000284	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Campylobacter"
"Helicobacter apodemus"	"S"	135569	6	NA	NA	3	4	NA	6	3	NA	2	4	1	NA	0.002643	NA	NA	0.00124	0.001136	NA	0.002643	0.001177	NA	0.0008161	0.001205	0.0004372	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Helicobacter"
"Helicobacter himalayensis"	"S"	1591088	2	NA	NA	2	1	NA	1	1	NA	NA	NA	NA	NA	0.000827	NA	NA	0.000827	0.000284	NA	0.0004405	0.0003922	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Helicobacter"
"Helicobacter cetorum"	"S"	138563	2	NA	NA	2	2	NA	NA	NA	NA	NA	2	NA	NA	0.000827	NA	NA	0.000827	0.000568	NA	NA	NA	NA	NA	0.0006025	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Helicobacter"
"Helicobacter canadensis"	"S"	123841	4	NA	NA	1	1	NA	2	4	NA	4	NA	2	NA	0.001632	NA	NA	0.0004135	0.000284	NA	0.0008811	0.001569	NA	0.001632	NA	0.0008744	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Helicobacter"
"Helicobacter bizzozeronii"	"S"	56877	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004135	NA	NA	0.0004135	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Helicobacter"
"Helicobacter acinonychis"	"S"	212	1	NA	NA	1	1	NA	NA	NA	NA	NA	1	NA	NA	0.0004135	NA	NA	0.0004135	0.000284	NA	NA	NA	NA	NA	0.0003013	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Helicobacter"
"Wolinella"	"G"	843	12	NA	NA	8	12	NA	1	1	NA	NA	8	5	NA	0.003408	NA	NA	0.003308	0.003408	NA	0.0004405	0.0003922	NA	NA	0.00241	0.002186	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae"
"Wolinella succinogenes"	"S"	844	12	NA	NA	8	12	NA	1	1	NA	NA	8	5	NA	0.003408	NA	NA	0.003308	0.003408	NA	0.0004405	0.0003922	NA	NA	0.00241	0.002186	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Wolinella"
"unclassified Campylobacterales"	"-"	438853	27	NA	NA	11	27	1	4	2	1	3	11	1	NA	0.04933	NA	NA	0.004548	0.007668	0.04933	0.001762	0.0007844	0.0002485	0.001224	0.003314	0.0004372	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales"
"Nitratifractor"	"G"	269260	27	NA	NA	11	27	1	4	2	1	3	11	1	NA	0.04933	NA	NA	0.004548	0.007668	0.04933	0.001762	0.0007844	0.0002485	0.001224	0.003314	0.0004372	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>unclassified&nbsp;Campylobacterales"
"Nitratifractor salsuginis"	"S"	269261	27	NA	NA	11	27	1	4	2	1	3	11	1	NA	0.04933	NA	NA	0.004548	0.007668	0.04933	0.001762	0.0007844	0.0002485	0.001224	0.003314	0.0004372	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>unclassified&nbsp;Campylobacterales>Nitratifractor"
