"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_august_BC01.cladeReads"	"kraken2_classification_august_BC02.cladeReads"	"kraken2_classification_august_BC03.cladeReads"	"kraken2_classification_august_BC04.cladeReads"	"kraken2_classification_august_BC05.cladeReads"	"kraken2_classification_august_BC06.cladeReads"	"kraken2_classification_august_BC07.cladeReads"	"kraken2_classification_august_BC08.cladeReads"	"kraken2_classification_august_BC09.cladeReads"	"kraken2_classification_august_BC10.cladeReads"	"kraken2_classification_august_BC11.cladeReads"	"kraken2_classification_august_BC12.cladeReads"	"Max.1"	"kraken2_classification_august_BC01.cladeReads.."	"kraken2_classification_august_BC02.cladeReads.."	"kraken2_classification_august_BC03.cladeReads.."	"kraken2_classification_august_BC04.cladeReads.."	"kraken2_classification_august_BC05.cladeReads.."	"kraken2_classification_august_BC06.cladeReads.."	"kraken2_classification_august_BC07.cladeReads.."	"kraken2_classification_august_BC08.cladeReads.."	"kraken2_classification_august_BC09.cladeReads.."	"kraken2_classification_august_BC10.cladeReads.."	"kraken2_classification_august_BC11.cladeReads.."	"kraken2_classification_august_BC12.cladeReads.."	"lineage"
"Solirubrobacterales"	"O"	588673	114	114	25	1	NA	44	41	89	NA	NA	28	27	5	0.13	0.03747	0.05293	0.13	NA	0.005179	0.005041	0.01268	NA	NA	0.01923	0.002963	0.01092	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Thermoleophilia"
"Conexibacteraceae"	"F"	320583	114	114	25	1	NA	44	41	89	NA	NA	28	27	5	0.13	0.03747	0.05293	0.13	NA	0.005179	0.005041	0.01268	NA	NA	0.01923	0.002963	0.01092	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Thermoleophilia>Solirubrobacterales"
"Conexibacter"	"G"	191494	114	114	25	1	NA	44	41	89	NA	NA	28	27	5	0.13	0.03747	0.05293	0.13	NA	0.005179	0.005041	0.01268	NA	NA	0.01923	0.002963	0.01092	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Thermoleophilia>Solirubrobacterales>Conexibacteraceae"
"Conexibacter woesei"	"S"	191495	114	114	25	1	NA	44	41	89	NA	NA	28	27	5	0.13	0.03747	0.05293	0.13	NA	0.005179	0.005041	0.01268	NA	NA	0.01923	0.002963	0.01092	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Thermoleophilia>Solirubrobacterales>Conexibacteraceae>Conexibacter"
"Coriobacteriia"	"C"	84998	188	103	15	NA	NA	181	188	159	7	NA	20	78	7	0.03386	0.03386	0.03176	NA	NA	0.02131	0.02311	0.02265	0.0003967	NA	0.01374	0.008559	0.01529	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria"
"Eggerthellales"	"O"	1643822	126	56	9	NA	NA	124	126	99	3	NA	9	50	7	0.01905	0.01841	0.01905	NA	NA	0.0146	0.01549	0.0141	0.00017	NA	0.006182	0.005486	0.01529	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia"
"Eggerthellaceae"	"F"	1643826	126	56	9	NA	NA	124	126	99	3	NA	9	50	7	0.01905	0.01841	0.01905	NA	NA	0.0146	0.01549	0.0141	0.00017	NA	0.006182	0.005486	0.01529	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales"
"Denitrobacterium"	"G"	79603	43	17	NA	NA	NA	35	43	32	2	NA	1	10	2	0.005588	0.005588	NA	NA	NA	0.00412	0.005286	0.004559	0.0001133	NA	0.0006869	0.001097	0.004368	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae"
"Denitrobacterium detoxificans"	"S"	79604	43	17	NA	NA	NA	35	43	32	2	NA	1	10	2	0.005588	0.005588	NA	NA	NA	0.00412	0.005286	0.004559	0.0001133	NA	0.0006869	0.001097	0.004368	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Denitrobacterium"
"Phoenicibacter"	"G"	1981050	20	7	1	NA	NA	2	9	20	1	NA	3	5	1	0.002849	0.002301	0.002117	NA	NA	0.0002354	0.001106	0.002849	5.667e-05	NA	0.002061	0.0005486	0.002184	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae"
"Phoenicibacter massiliensis"	"S"	1944646	20	7	1	NA	NA	2	9	20	1	NA	3	5	1	0.002849	0.002301	0.002117	NA	NA	0.0002354	0.001106	0.002849	5.667e-05	NA	0.002061	0.0005486	0.002184	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Phoenicibacter"
"Cryptobacterium"	"G"	84162	7	6	1	NA	NA	7	4	2	NA	NA	1	5	1	0.002184	0.001972	0.002117	NA	NA	0.000824	0.0004918	0.0002849	NA	NA	0.0006869	0.0005486	0.002184	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae"
"Cryptobacterium curtum"	"S"	84163	7	6	1	NA	NA	7	4	2	NA	NA	1	5	1	0.002184	0.001972	0.002117	NA	NA	0.000824	0.0004918	0.0002849	NA	NA	0.0006869	0.0005486	0.002184	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Cryptobacterium"
"Eggerthella"	"G"	84111	58	19	NA	NA	NA	58	NA	21	NA	NA	NA	13	NA	0.006827	0.006245	NA	NA	NA	0.006827	NA	0.002992	NA	NA	NA	0.001426	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae"
"Eggerthella sp. YY7918"	"S"	502558	53	19	NA	NA	NA	53	NA	17	NA	NA	NA	NA	NA	0.006245	0.006245	NA	NA	NA	0.006239	NA	0.002422	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Eggerthella"
"Slackia"	"G"	84108	25	4	NA	NA	NA	16	25	9	NA	NA	2	12	NA	0.003074	0.001315	NA	NA	NA	0.001883	0.003074	0.001282	NA	NA	0.001374	0.001317	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae"
"Slackia heliotrinireducens"	"S"	84110	25	4	NA	NA	NA	16	25	9	NA	NA	2	12	NA	0.003074	0.001315	NA	NA	NA	0.001883	0.003074	0.001282	NA	NA	0.001374	0.001317	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Slackia"
"Gordonibacter"	"G"	644652	44	2	NA	NA	NA	3	44	1	NA	NA	NA	3	NA	0.005409	0.0006574	NA	NA	NA	0.0003531	0.005409	0.0001425	NA	NA	NA	0.0003292	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae"
"Gordonibacter urolithinfaciens"	"S"	1335613	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003287	0.0003287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Gordonibacter"
"Gordonibacter pamelaeae"	"S"	471189	44	1	NA	NA	NA	3	44	NA	NA	NA	NA	1	NA	0.005409	0.0003287	NA	NA	NA	0.0003531	0.005409	NA	NA	NA	NA	0.0001097	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Gordonibacter"
"Coriobacteriales"	"O"	84999	62	47	6	NA	NA	57	62	60	3	NA	11	28	NA	0.01545	0.01545	0.0127	NA	NA	0.006709	0.007622	0.008548	0.00017	NA	0.007556	0.003072	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia"
"Atopobiaceae"	"F"	1643824	39	23	2	NA	NA	25	20	39	2	NA	7	13	NA	0.00756	0.00756	0.004234	NA	NA	0.002943	0.002459	0.005556	0.0001133	NA	0.004808	0.001426	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales"
"Atopobium"	"G"	1380	17	17	2	NA	NA	6	8	8	1	NA	3	3	NA	0.005588	0.005588	0.004234	NA	NA	0.0007063	0.0009835	0.00114	5.667e-05	NA	0.002061	0.0003292	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae"
"Atopobium parvulum"	"S"	1382	17	17	2	NA	NA	6	8	8	1	NA	3	3	NA	0.005588	0.005588	0.004234	NA	NA	0.0007063	0.0009835	0.00114	5.667e-05	NA	0.002061	0.0003292	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae>Atopobium"
"Olsenella"	"G"	133925	9	3	NA	NA	NA	3	7	9	1	NA	2	3	NA	0.001374	0.0009861	NA	NA	NA	0.0003531	0.0008606	0.001282	5.667e-05	NA	0.001374	0.0003292	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae"
"Olsenella sp. oral taxon 807"	"S"	712411	2	2	NA	NA	NA	NA	NA	2	NA	NA	NA	1	NA	0.0006574	0.0006574	NA	NA	NA	NA	NA	0.0002849	NA	NA	NA	0.0001097	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae>Olsenella"
"Olsenella umbonata"	"S"	604330	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0003287	0.0003287	NA	NA	NA	NA	0.0001229	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae>Olsenella"
"Libanicoccus"	"G"	1935188	22	1	NA	NA	NA	16	NA	22	NA	NA	1	7	NA	0.003134	0.0003287	NA	NA	NA	0.001883	NA	0.003134	NA	NA	0.0006869	0.0007681	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae"
"Libanicoccus massiliensis"	"S"	1871022	22	1	NA	NA	NA	16	NA	22	NA	NA	1	7	NA	0.003134	0.0003287	NA	NA	NA	0.001883	NA	0.003134	NA	NA	0.0006869	0.0007681	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae>Libanicoccus"
"Coriobacteriaceae"	"F"	84107	40	21	3	NA	NA	31	40	20	1	NA	4	14	NA	0.006903	0.006903	0.006351	NA	NA	0.003649	0.004918	0.002849	5.667e-05	NA	0.002747	0.001536	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales"
"Collinsella"	"G"	102106	38	21	3	NA	NA	26	38	17	NA	NA	4	11	NA	0.006903	0.006903	0.006351	NA	NA	0.00306	0.004672	0.002422	NA	NA	0.002747	0.001207	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Coriobacteriaceae"
"Collinsella aerofaciens"	"S"	74426	38	21	3	NA	NA	26	38	17	NA	NA	4	11	NA	0.006903	0.006903	0.006351	NA	NA	0.00306	0.004672	0.002422	NA	NA	0.002747	0.001207	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Coriobacteriaceae>Collinsella"
"unclassified Actinobacteria"	"-"	1752188	113	113	14	6	3	40	23	29	2	1	8	23	8	0.7802	0.03714	0.02964	0.7802	0.2364	0.004708	0.002828	0.004131	0.0001133	0.128	0.005495	0.002524	0.01747	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria"
"Actinobacteria bacterium IMCC26077"	"S"	1848755	59	59	7	NA	NA	27	19	22	1	NA	6	19	NA	0.01939	0.01939	0.01482	NA	NA	0.003178	0.002336	0.003134	5.667e-05	NA	0.004121	0.002085	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>unclassified&nbsp;Actinobacteria"
"Actinobacteria bacterium IMCC19121"	"S"	1848754	48	48	4	1	1	13	2	6	NA	NA	1	4	1	0.13	0.01578	0.008469	0.13	0.0788	0.00153	0.0002459	0.0008548	NA	NA	0.0006869	0.0004389	0.002184	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>unclassified&nbsp;Actinobacteria"
"Actinobacteria bacterium IMCC25003"	"S"	1848255	5	4	2	4	1	NA	1	1	NA	1	1	NA	5	0.5202	0.001315	0.004234	0.5202	0.0788	NA	0.0001229	0.0001425	NA	0.128	0.0006869	NA	0.01092	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>unclassified&nbsp;Actinobacteria"
"Actinobacteria bacterium IMCC26103"	"S"	1848756	2	1	1	1	1	NA	NA	NA	1	NA	NA	NA	2	0.13	0.0003287	0.002117	0.13	0.0788	NA	NA	NA	5.667e-05	NA	NA	NA	0.004368	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>unclassified&nbsp;Actinobacteria"
"Nitriliruptoria"	"C"	908620	39	39	8	NA	NA	21	16	28	NA	NA	4	20	NA	0.01694	0.01282	0.01694	NA	NA	0.002472	0.001967	0.003989	NA	NA	0.002747	0.002195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria"
"Euzebyales"	"O"	908621	39	39	8	NA	NA	21	16	28	NA	NA	4	20	NA	0.01694	0.01282	0.01694	NA	NA	0.002472	0.001967	0.003989	NA	NA	0.002747	0.002195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Nitriliruptoria"
"Euzebyaceae"	"F"	908622	39	39	8	NA	NA	21	16	28	NA	NA	4	20	NA	0.01694	0.01282	0.01694	NA	NA	0.002472	0.001967	0.003989	NA	NA	0.002747	0.002195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Nitriliruptoria>Euzebyales"
"Euzebya"	"G"	908623	39	39	8	NA	NA	21	16	28	NA	NA	4	20	NA	0.01694	0.01282	0.01694	NA	NA	0.002472	0.001967	0.003989	NA	NA	0.002747	0.002195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Nitriliruptoria>Euzebyales>Euzebyaceae"
"Euzebya sp. DY32-46"	"S"	1608957	39	39	8	NA	NA	21	16	28	NA	NA	4	20	NA	0.01694	0.01282	0.01694	NA	NA	0.002472	0.001967	0.003989	NA	NA	0.002747	0.002195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Nitriliruptoria>Euzebyales>Euzebyaceae>Euzebya"
"Rubrobacteria"	"C"	84995	40	19	2	NA	NA	37	40	37	2	NA	4	18	1	0.006245	0.006245	0.004234	NA	NA	0.004355	0.004918	0.005271	0.0001133	NA	0.002747	0.001975	0.002184	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria"
"Rubrobacterales"	"O"	84996	40	19	2	NA	NA	37	40	37	2	NA	4	18	1	0.006245	0.006245	0.004234	NA	NA	0.004355	0.004918	0.005271	0.0001133	NA	0.002747	0.001975	0.002184	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Rubrobacteria"
"Rubrobacteraceae"	"F"	84997	40	19	2	NA	NA	37	40	37	2	NA	4	18	1	0.006245	0.006245	0.004234	NA	NA	0.004355	0.004918	0.005271	0.0001133	NA	0.002747	0.001975	0.002184	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Rubrobacteria>Rubrobacterales"
"Rubrobacter"	"G"	42255	40	19	2	NA	NA	37	40	37	2	NA	4	18	1	0.006245	0.006245	0.004234	NA	NA	0.004355	0.004918	0.005271	0.0001133	NA	0.002747	0.001975	0.002184	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Rubrobacteria>Rubrobacterales>Rubrobacteraceae"
"Rubrobacter indicoceani"	"S"	2051957	9	6	1	NA	NA	7	8	9	1	NA	3	3	1	0.002184	0.001972	0.002117	NA	NA	0.000824	0.0009835	0.001282	5.667e-05	NA	0.002061	0.0003292	0.002184	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Rubrobacteria>Rubrobacterales>Rubrobacteraceae>Rubrobacter"
"Rubrobacter radiotolerans"	"S"	42256	5	5	1	NA	NA	1	NA	1	1	NA	NA	NA	NA	0.002117	0.001643	0.002117	NA	NA	0.0001177	NA	0.0001425	5.667e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Rubrobacteria>Rubrobacterales>Rubrobacteraceae>Rubrobacter"
"Rubrobacter xylanophilus"	"S"	49319	8	1	NA	NA	NA	3	1	4	NA	NA	1	8	NA	0.0008778	0.0003287	NA	NA	NA	0.0003531	0.0001229	0.0005699	NA	NA	0.0006869	0.0008778	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Rubrobacteria>Rubrobacterales>Rubrobacteraceae>Rubrobacter"
"Acidimicrobiia"	"C"	84992	17	9	1	NA	NA	13	17	11	NA	NA	2	8	NA	0.002958	0.002958	0.002117	NA	NA	0.00153	0.00209	0.001567	NA	NA	0.001374	0.0008778	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria"
"Acidimicrobiales"	"O"	84993	17	9	1	NA	NA	13	17	11	NA	NA	2	8	NA	0.002958	0.002958	0.002117	NA	NA	0.00153	0.00209	0.001567	NA	NA	0.001374	0.0008778	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia"
"Acidimicrobiaceae"	"F"	84994	17	9	1	NA	NA	13	17	11	NA	NA	2	8	NA	0.002958	0.002958	0.002117	NA	NA	0.00153	0.00209	0.001567	NA	NA	0.001374	0.0008778	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia>Acidimicrobiales"
"Acidimicrobium"	"G"	53634	17	9	1	NA	NA	13	17	11	NA	NA	2	8	NA	0.002958	0.002958	0.002117	NA	NA	0.00153	0.00209	0.001567	NA	NA	0.001374	0.0008778	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia>Acidimicrobiales>Acidimicrobiaceae"
"Acidimicrobium ferrooxidans"	"S"	53635	17	9	1	NA	NA	13	17	11	NA	NA	2	8	NA	0.002958	0.002958	0.002117	NA	NA	0.00153	0.00209	0.001567	NA	NA	0.001374	0.0008778	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia>Acidimicrobiales>Acidimicrobiaceae>Acidimicrobium"
"Cyanobacteria/Melainabacteria group"	"-"	1798711	78117	11522	3188	7	11	78117	52058	7369	82	10	1249	4503	2036	9.195	3.787	6.75	0.9103	0.8668	9.195	6.4	1.05	0.004647	1.28	0.8579	0.4941	4.446	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group"
"Cyanobacteria"	"P"	1117	78117	11522	3188	7	11	78117	52058	7369	82	10	1249	4503	2036	9.195	3.787	6.75	0.9103	0.8668	9.195	6.4	1.05	0.004647	1.28	0.8579	0.4941	4.446	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group"
"Synechococcales"	"O"	1890424	27993	4249	1225	1	3	27993	18713	2887	25	4	502	1730	765	3.295	1.397	2.594	0.13	0.2364	3.295	2.301	0.4113	0.001417	0.5122	0.3448	0.1898	1.671	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria"
"Synechococcaceae"	"F"	1890426	16405	2584	767	1	2	16405	11077	1838	13	4	306	1055	426	1.931	0.8493	1.624	0.13	0.1576	1.931	1.362	0.2618	0.0007367	0.5122	0.2102	0.1158	0.9303	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales"
"Synechococcus"	"G"	1129	15792	2152	684	1	2	15792	10696	1599	13	4	292	977	423	1.859	0.7074	1.448	0.13	0.1576	1.859	1.315	0.2278	0.0007367	0.5122	0.2006	0.1072	0.9238	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae"
"Synechococcus sp. PCC 7502"	"S"	1173263	14307	1544	567	NA	2	14307	9795	1245	8	3	245	827	390	1.684	0.5075	1.2	NA	0.1576	1.684	1.204	0.1774	0.0004534	0.3841	0.1683	0.09074	0.8517	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus"
"Synechococcus sp. SynAce01"	"S"	1916956	105	78	7	NA	NA	105	81	43	1	NA	8	26	2	0.02564	0.02564	0.01482	NA	NA	0.01236	0.009958	0.006126	5.667e-05	NA	0.005495	0.002853	0.004368	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus"
"Synechococcus sp. PCC 6312"	"S"	195253	499	56	20	NA	NA	499	354	77	NA	NA	15	42	17	0.05874	0.01841	0.04234	NA	NA	0.05874	0.04352	0.01097	NA	NA	0.0103	0.004609	0.03713	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus"
"Synechococcus sp. WH 8102"	"S"	84588	587	345	60	NA	NA	587	311	141	1	NA	12	46	11	0.127	0.1134	0.127	NA	NA	0.0691	0.03823	0.02009	5.667e-05	NA	0.008242	0.005047	0.02402	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus"
"Synechococcus sp. JA-3-3Ab"	"S"	321327	103	39	11	NA	NA	103	45	28	NA	NA	3	3	1	0.02329	0.01282	0.02329	NA	NA	0.01212	0.005532	0.003989	NA	NA	0.002061	0.0003292	0.002184	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus"
"Synechococcus lividus"	"S"	33070	64	30	2	NA	NA	64	34	16	1	NA	3	8	NA	0.009861	0.009861	0.004234	NA	NA	0.007533	0.00418	0.002279	5.667e-05	NA	0.002061	0.0008778	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus"
"Synechococcus sp. PCC 7336"	"S"	195250	69	27	3	NA	NA	69	49	13	1	1	3	18	1	0.128	0.008875	0.006351	NA	NA	0.008122	0.006024	0.001852	5.667e-05	0.128	0.002061	0.001975	0.002184	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus"
"Synechococcus sp. JA-2-3B'a(2-13)"	"S"	321332	39	18	10	NA	NA	39	17	9	NA	NA	2	4	1	0.02117	0.005917	0.02117	NA	NA	0.004591	0.00209	0.001282	NA	NA	0.001374	0.0004389	0.002184	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus"
"Synechococcus sp. RCC307"	"S"	316278	6	4	1	NA	NA	6	2	1	NA	NA	NA	2	NA	0.002117	0.001315	0.002117	NA	NA	0.0007063	0.0002459	0.0001425	NA	NA	NA	0.0002195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus"
"Synechococcus sp. CC9311"	"S"	64471	3	3	1	NA	NA	2	1	1	NA	NA	NA	NA	NA	0.002117	0.0009861	0.002117	NA	NA	0.0002354	0.0001229	0.0001425	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus"
"Synechococcus sp. CC9902"	"S"	316279	2	2	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	0.0006574	0.0006574	NA	NA	NA	NA	0.0001229	0.0001425	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus"
"Synechococcus sp. KORDI-100"	"S"	1280380	3	2	NA	NA	NA	2	NA	3	NA	NA	NA	NA	NA	0.0006574	0.0006574	NA	NA	NA	0.0002354	NA	0.0004274	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus"
"Synechococcus sp. WH 7803"	"S"	32051	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003287	0.0003287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus"
"Synechococcus sp. WH 8020"	"S"	32052	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0003287	0.0003287	NA	NA	NA	NA	NA	NA	5.667e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus"
"Cyanobium"	"G"	167375	385	385	69	NA	NA	275	145	161	NA	NA	NA	9	NA	0.1461	0.1265	0.1461	NA	NA	0.03237	0.01783	0.02294	NA	NA	NA	0.0009876	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae"
