"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_august_BC01.cladeReads"	"centrifuge_classification_august_BC02.cladeReads"	"centrifuge_classification_august_BC03.cladeReads"	"centrifuge_classification_august_BC04.cladeReads"	"centrifuge_classification_august_BC05.cladeReads"	"centrifuge_classification_august_BC06.cladeReads"	"centrifuge_classification_august_BC07.cladeReads"	"centrifuge_classification_august_BC08.cladeReads"	"centrifuge_classification_august_BC09.cladeReads"	"centrifuge_classification_august_BC10.cladeReads"	"centrifuge_classification_august_BC11.cladeReads"	"centrifuge_classification_august_BC12.cladeReads"	"Max.1"	"centrifuge_classification_august_BC01.cladeReads.."	"centrifuge_classification_august_BC02.cladeReads.."	"centrifuge_classification_august_BC03.cladeReads.."	"centrifuge_classification_august_BC04.cladeReads.."	"centrifuge_classification_august_BC05.cladeReads.."	"centrifuge_classification_august_BC06.cladeReads.."	"centrifuge_classification_august_BC07.cladeReads.."	"centrifuge_classification_august_BC08.cladeReads.."	"centrifuge_classification_august_BC09.cladeReads.."	"centrifuge_classification_august_BC10.cladeReads.."	"centrifuge_classification_august_BC11.cladeReads.."	"centrifuge_classification_august_BC12.cladeReads.."	"lineage"
"unclassified Actinobacteria"	"-"	1752188	3703	3703	521	8	7	1565	1303	1627	47	3	639	1553	35	1.055	1.055	0.9765	0.9143	0.5102	0.1601	0.1343	0.2014	0.002662	0.3597	0.4133	0.1629	0.07039	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria"
"Actinobacteria bacterium IMCC25003"	"S"	1848255	2725	2725	394	5	3	1103	901	1282	35	1	491	1149	27	0.7761	0.7761	0.7385	0.5714	0.2187	0.1128	0.09286	0.1587	0.001982	0.1199	0.3176	0.1205	0.0543	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>unclassified&nbsp;Actinobacteria"
"Actinobacteria bacterium IMCC19121"	"S"	1848754	392	392	64	1	2	174	132	108	5	2	92	221	4	0.2398	0.1116	0.12	0.1143	0.1458	0.0178	0.0136	0.01337	0.0002832	0.2398	0.0595	0.02317	0.008044	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>unclassified&nbsp;Actinobacteria"
"Actinobacteria bacterium IMCC26103"	"S"	1848756	375	375	29	1	NA	177	151	146	4	NA	22	53	NA	0.1143	0.1068	0.05435	0.1143	NA	0.0181	0.01556	0.01807	0.0002265	NA	0.01423	0.005558	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>unclassified&nbsp;Actinobacteria"
"Actinobacteria bacterium IMCC26077"	"S"	1848755	42	42	8	NA	1	19	33	17	1	NA	7	39	3	0.07289	0.01196	0.01499	NA	0.07289	0.001943	0.003401	0.002104	5.663e-05	NA	0.004527	0.00409	0.006033	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>unclassified&nbsp;Actinobacteria"
"Acidimicrobiia"	"C"	84992	2912	1229	169	9	2	2445	2912	1187	21	NA	157	856	76	1.029	0.35	0.3168	1.029	0.1458	0.2501	0.3001	0.1469	0.001189	NA	0.1015	0.08976	0.1528	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria"
"Acidimicrobiales"	"O"	84993	2912	1229	169	9	2	2445	2912	1187	21	NA	157	856	76	1.029	0.35	0.3168	1.029	0.1458	0.2501	0.3001	0.1469	0.001189	NA	0.1015	0.08976	0.1528	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia"
"Acidimicrobiaceae"	"F"	84994	2912	1229	169	9	2	2445	2912	1187	21	NA	157	856	76	1.029	0.35	0.3168	1.029	0.1458	0.2501	0.3001	0.1469	0.001189	NA	0.1015	0.08976	0.1528	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia>Acidimicrobiales"
"Acidimicrobium"	"G"	53634	2369	798	94	7	NA	1773	2369	842	10	NA	98	722	58	0.8	0.2273	0.1762	0.8	NA	0.1813	0.2442	0.1042	0.0005663	NA	0.06338	0.07571	0.1166	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia>Acidimicrobiales>Acidimicrobiaceae"
"Acidimicrobium ferrooxidans"	"S"	53635	2369	798	94	7	NA	1773	2369	842	10	NA	98	722	58	0.8	0.2273	0.1762	0.8	NA	0.1813	0.2442	0.1042	0.0005663	NA	0.06338	0.07571	0.1166	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia>Acidimicrobiales>Acidimicrobiaceae>Acidimicrobium"
"Ilumatobacter"	"G"	682522	672	431	72	2	2	672	541	343	11	NA	59	132	18	0.2286	0.1228	0.135	0.2286	0.1458	0.06873	0.05576	0.04246	0.0006229	NA	0.03816	0.01384	0.0362	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia>Acidimicrobiales>Acidimicrobiaceae"
"Ilumatobacter coccineus"	"S"	467094	672	431	72	2	2	672	541	343	11	NA	59	132	18	0.2286	0.1228	0.135	0.2286	0.1458	0.06873	0.05576	0.04246	0.0006229	NA	0.03816	0.01384	0.0362	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia>Acidimicrobiales>Acidimicrobiaceae>Ilumatobacter"
"Coriobacteriia"	"C"	84998	1125	211	54	NA	1	1125	785	284	330	1	47	203	30	0.1199	0.0601	0.1012	NA	0.07289	0.1151	0.0809	0.03516	0.01869	0.1199	0.0304	0.02129	0.06033	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria"
"Coriobacteriales"	"O"	84999	618	99	36	NA	NA	618	416	103	133	NA	16	81	9	0.06748	0.0282	0.06748	NA	NA	0.06321	0.04287	0.01275	0.007532	NA	0.01035	0.008494	0.0181	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia"
"Atopobiaceae"	"F"	1643824	533	80	33	NA	NA	533	365	91	128	NA	12	65	9	0.06185	0.02279	0.06185	NA	NA	0.05452	0.03762	0.01126	0.007249	NA	0.007761	0.006816	0.0181	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales"
"Atopobium"	"G"	1380	521	70	32	NA	NA	521	348	65	9	NA	8	48	8	0.05998	0.01994	0.05998	NA	NA	0.05329	0.03587	0.008046	0.0005097	NA	0.005174	0.005033	0.01609	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae"
"Atopobium parvulum"	"S"	1382	521	70	32	NA	NA	521	348	65	9	NA	8	48	8	0.05998	0.01994	0.05998	NA	NA	0.05329	0.03587	0.008046	0.0005097	NA	0.005174	0.005033	0.01609	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae>Atopobium"
"Olsenella"	"G"	133925	117	9	1	NA	NA	11	16	17	117	NA	3	12	1	0.006626	0.002563	0.001874	NA	NA	0.001125	0.001649	0.002104	0.006626	NA	0.00194	0.001258	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae"
"Olsenella sp. Marseille-P2300"	"S"	1805478	10	4	NA	NA	NA	6	7	10	8	NA	1	7	NA	0.001238	0.001139	NA	NA	NA	0.0006137	0.0007214	0.001238	0.0004531	NA	0.0006467	0.000734	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae>Olsenella"
"Olsenella uli"	"S"	133926	109	3	NA	NA	NA	4	6	5	109	NA	2	3	1	0.006173	0.0008544	NA	NA	NA	0.0004091	0.0006184	0.0006189	0.006173	NA	0.001293	0.0003146	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae>Olsenella"
"Olsenella sp. oral taxon 807"	"S"	712411	3	2	1	NA	NA	1	3	1	NA	NA	NA	1	NA	0.001874	0.0005696	0.001874	NA	NA	0.0001023	0.0003092	0.0001238	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae>Olsenella"
"Coriobacteriaceae"	"F"	84107	82	19	3	NA	NA	82	49	12	4	NA	4	16	NA	0.008387	0.005412	0.005623	NA	NA	0.008387	0.00505	0.001485	0.0002265	NA	0.002587	0.001678	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales"
"Collinsella"	"G"	102106	80	19	2	NA	NA	80	44	11	3	NA	4	11	NA	0.008183	0.005412	0.003749	NA	NA	0.008183	0.004535	0.001362	0.0001699	NA	0.002587	0.001153	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Coriobacteriaceae"
"Collinsella aerofaciens"	"S"	74426	80	19	2	NA	NA	80	44	11	3	NA	4	11	NA	0.008183	0.005412	0.003749	NA	NA	0.008183	0.004535	0.001362	0.0001699	NA	0.002587	0.001153	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Coriobacteriaceae>Collinsella"
"Eggerthellales"	"O"	1643822	420	93	15	NA	1	420	295	150	128	1	23	105	19	0.1199	0.02649	0.02811	NA	0.07289	0.04296	0.0304	0.01857	0.007249	0.1199	0.01488	0.01101	0.03821	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia"
"Eggerthellaceae"	"F"	1643826	420	93	15	NA	1	420	295	150	128	1	23	105	19	0.1199	0.02649	0.02811	NA	0.07289	0.04296	0.0304	0.01857	0.007249	0.1199	0.01488	0.01101	0.03821	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales"
"Cryptobacterium"	"G"	84162	307	59	7	NA	NA	307	210	63	29	NA	6	45	13	0.0314	0.0168	0.01312	NA	NA	0.0314	0.02164	0.007799	0.001642	NA	0.00388	0.004719	0.02614	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae"
"Cryptobacterium curtum"	"S"	84163	307	59	7	NA	NA	307	210	63	29	NA	6	45	13	0.0314	0.0168	0.01312	NA	NA	0.0314	0.02164	0.007799	0.001642	NA	0.00388	0.004719	0.02614	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Cryptobacterium"
"Adlercreutzia"	"G"	447020	8	8	2	NA	NA	4	6	7	NA	NA	1	4	1	0.003749	0.002279	0.003749	NA	NA	0.0004091	0.0006184	0.0008665	NA	NA	0.0006467	0.0004195	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae"
"Adlercreutzia equolifaciens"	"S"	446660	8	8	2	NA	NA	4	6	7	NA	NA	1	4	1	0.003749	0.002279	0.003749	NA	NA	0.0004091	0.0006184	0.0008665	NA	NA	0.0006467	0.0004195	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Adlercreutzia"
"Phoenicibacter"	"G"	1981050	42	8	1	NA	NA	16	14	17	42	NA	5	16	1	0.003234	0.002279	0.001874	NA	NA	0.001637	0.001443	0.002104	0.002379	NA	0.003234	0.001678	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae"
"Phoenicibacter massiliensis"	"S"	1944646	42	8	1	NA	NA	16	14	17	42	NA	5	16	1	0.003234	0.002279	0.001874	NA	NA	0.001637	0.001443	0.002104	0.002379	NA	0.003234	0.001678	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Phoenicibacter"
"Denitrobacterium"	"G"	79603	28	6	2	NA	NA	20	28	20	19	NA	1	13	2	0.004022	0.001709	0.003749	NA	NA	0.002046	0.002886	0.002476	0.001076	NA	0.0006467	0.001363	0.004022	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae"
"Denitrobacterium detoxificans"	"S"	79604	28	6	2	NA	NA	20	28	20	19	NA	1	13	2	0.004022	0.001709	0.003749	NA	NA	0.002046	0.002886	0.002476	0.001076	NA	0.0006467	0.001363	0.004022	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Denitrobacterium"
"Eggerthella"	"G"	84111	30	6	1	NA	1	30	10	15	2	NA	1	7	2	0.07289	0.001709	0.001874	NA	0.07289	0.003069	0.001031	0.001857	0.0001133	NA	0.0006467	0.000734	0.004022	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae"
"Eggerthella lenta"	"S"	84112	26	5	NA	NA	1	26	8	12	2	NA	1	7	NA	0.07289	0.001424	NA	NA	0.07289	0.002659	0.0008245	0.001485	0.0001133	NA	0.0006467	0.000734	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Eggerthella"
"Eggerthella sp. YY7918"	"S"	502558	4	1	1	NA	NA	4	2	3	NA	NA	NA	NA	2	0.004022	0.0002848	0.001874	NA	NA	0.0004091	0.0002061	0.0003714	NA	NA	NA	NA	0.004022	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Eggerthella"
"Gordonibacter"	"G"	644652	5	2	1	NA	NA	2	3	5	1	NA	NA	2	NA	0.001874	0.0005696	0.001874	NA	NA	0.0002046	0.0003092	0.0006189	5.663e-05	NA	NA	0.0002097	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae"
"Gordonibacter urolithinfaciens"	"S"	1335613	5	2	1	NA	NA	2	3	5	1	NA	NA	1	NA	0.001874	0.0005696	0.001874	NA	NA	0.0002046	0.0003092	0.0006189	5.663e-05	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Gordonibacter"
"Thermoleophilia"	"C"	1497346	72	58	6	NA	NA	48	40	72	16	NA	22	23	5	0.01652	0.01652	0.01125	NA	NA	0.00491	0.004123	0.008913	0.0009061	NA	0.01423	0.002412	0.01006	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria"
"Solirubrobacterales"	"O"	588673	72	58	6	NA	NA	48	40	72	16	NA	22	23	5	0.01652	0.01652	0.01125	NA	NA	0.00491	0.004123	0.008913	0.0009061	NA	0.01423	0.002412	0.01006	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Thermoleophilia"
"Conexibacteraceae"	"F"	320583	72	58	6	NA	NA	48	40	72	16	NA	22	23	5	0.01652	0.01652	0.01125	NA	NA	0.00491	0.004123	0.008913	0.0009061	NA	0.01423	0.002412	0.01006	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Thermoleophilia>Solirubrobacterales"
"Conexibacter"	"G"	191494	72	58	6	NA	NA	48	40	72	16	NA	22	23	5	0.01652	0.01652	0.01125	NA	NA	0.00491	0.004123	0.008913	0.0009061	NA	0.01423	0.002412	0.01006	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Thermoleophilia>Solirubrobacterales>Conexibacteraceae"
"Conexibacter woesei"	"S"	191495	72	58	6	NA	NA	48	40	72	16	NA	22	23	5	0.01652	0.01652	0.01125	NA	NA	0.00491	0.004123	0.008913	0.0009061	NA	0.01423	0.002412	0.01006	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Thermoleophilia>Solirubrobacterales>Conexibacteraceae>Conexibacter"
"Rubrobacteria"	"C"	84995	158	45	NA	NA	NA	111	126	158	17	NA	16	67	3	0.01956	0.01282	NA	NA	NA	0.01135	0.01299	0.01956	0.0009627	NA	0.01035	0.007026	0.006033	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria"
"Rubrobacterales"	"O"	84996	158	45	NA	NA	NA	111	126	158	17	NA	16	67	3	0.01956	0.01282	NA	NA	NA	0.01135	0.01299	0.01956	0.0009627	NA	0.01035	0.007026	0.006033	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Rubrobacteria"
"Rubrobacteraceae"	"F"	84997	158	45	NA	NA	NA	111	126	158	17	NA	16	67	3	0.01956	0.01282	NA	NA	NA	0.01135	0.01299	0.01956	0.0009627	NA	0.01035	0.007026	0.006033	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Rubrobacteria>Rubrobacterales"
"Rubrobacter"	"G"	42255	158	45	NA	NA	NA	111	126	158	17	NA	16	67	3	0.01956	0.01282	NA	NA	NA	0.01135	0.01299	0.01956	0.0009627	NA	0.01035	0.007026	0.006033	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Rubrobacteria>Rubrobacterales>Rubrobacteraceae"
"Rubrobacter radiotolerans"	"S"	42256	82	15	NA	NA	NA	58	56	82	7	NA	12	45	3	0.01015	0.004272	NA	NA	NA	0.005932	0.005772	0.01015	0.0003964	NA	0.007761	0.004719	0.006033	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Rubrobacteria>Rubrobacterales>Rubrobacteraceae>Rubrobacter"
"Rubrobacter xylanophilus"	"S"	49319	14	8	NA	NA	NA	9	6	8	4	NA	2	14	NA	0.002279	0.002279	NA	NA	NA	0.0009206	0.0006184	0.0009903	0.0002265	NA	0.001293	0.001468	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Rubrobacteria>Rubrobacterales>Rubrobacteraceae>Rubrobacter"
"Firmicutes"	"P"	1239	619580	12024	2127	74	75	47352	43010	24945	619578	26	4188	19637	2567	35.09	3.425	3.987	8.457	5.466	4.843	4.433	3.088	35.09	3.118	2.709	2.059	5.162	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group"
"Bacilli"	"C"	91061	590800	6032	1044	53	49	23471	22705	12672	590803	19	1880	11429	904	33.46	1.718	1.957	6.057	3.571	2.401	2.34	1.569	33.46	2.278	1.216	1.198	1.818	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes"
"Lactobacillales"	"O"	186826	178510	3025	534	14	20	13066	11806	4600	178509	10	820	5176	461	10.11	0.8616	1.001	1.6	1.458	1.336	1.217	0.5694	10.11	1.199	0.5303	0.5428	0.9271	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli"
"Lactobacillaceae"	"F"	33958	94411	1326	304	8	10	8317	6389	1833	94411	4	266	1597	232	5.347	0.3777	0.5698	0.9143	0.7289	0.8507	0.6585	0.2269	5.347	0.4796	0.172	0.1675	0.4666	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales"
"Lactobacillus"	"G"	1578	93710	1307	302	7	10	8241	6316	1778	93710	4	260	1551	228	5.307	0.3723	0.566	0.8	0.7289	0.8429	0.651	0.2201	5.307	0.4796	0.1682	0.1626	0.4585	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae"
"Lactobacillus delbrueckii"	"S"	1584	5187	579	188	NA	1	5187	3688	311	826	NA	46	271	120	0.5305	0.1649	0.3524	NA	0.07289	0.5305	0.3801	0.0385	0.04678	NA	0.02975	0.02842	0.2413	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus paraplantarum"	"S"	60520	451	96	10	NA	NA	369	451	266	184	NA	5	58	7	0.04648	0.02734	0.01874	NA	NA	0.03774	0.04648	0.03293	0.01042	NA	0.003234	0.006082	0.01408	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus mucosae"	"S"	97478	2199	66	9	NA	NA	277	246	184	2199	1	27	162	14	0.1245	0.0188	0.01687	NA	NA	0.02833	0.02535	0.02278	0.1245	0.1199	0.01746	0.01699	0.02815	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus fermentum"	"S"	1613	80292	60	11	6	8	154	172	76	80292	3	19	151	2	4.547	0.01709	0.02062	0.6857	0.5831	0.01575	0.01773	0.009408	4.547	0.3597	0.01229	0.01583	0.004022	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus gallinarum"	"S"	52242	203	34	10	NA	NA	203	188	64	87	NA	9	53	7	0.02076	0.009684	0.01874	NA	NA	0.02076	0.01938	0.007922	0.004927	NA	0.005821	0.005558	0.01408	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus sakei"	"S"	1599	585	18	4	NA	NA	107	84	53	585	NA	9	18	2	0.03313	0.005127	0.007497	NA	NA	0.01094	0.008657	0.006561	0.03313	NA	0.005821	0.001888	0.004022	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus jensenii"	"S"	109790	236	17	5	NA	NA	227	198	177	167	NA	29	236	7	0.02475	0.004842	0.009372	NA	NA	0.02322	0.02041	0.02191	0.009458	NA	0.01876	0.02475	0.01408	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus kunkeei"	"S"	148814	162	16	1	NA	NA	136	162	63	63	NA	2	53	11	0.02212	0.004557	0.001874	NA	NA	0.01391	0.0167	0.007799	0.003568	NA	0.001293	0.005558	0.02212	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus sp. wkB8"	"S"	1545702	212	16	4	NA	NA	32	27	28	212	NA	6	21	NA	0.01201	0.004557	0.007497	NA	NA	0.003273	0.002783	0.003466	0.01201	NA	0.00388	0.002202	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus salivarius"	"S"	1624	1885	10	2	NA	NA	11	17	18	1885	NA	NA	13	1	0.1068	0.002848	0.003749	NA	NA	0.001125	0.001752	0.002228	0.1068	NA	NA	0.001363	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus paracollinoides"	"S"	240427	265	10	1	NA	NA	27	11	7	265	NA	2	13	NA	0.01501	0.002848	0.001874	NA	NA	0.002762	0.001134	0.0008665	0.01501	NA	0.001293	0.001363	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus helveticus"	"S"	1587	110	8	NA	NA	NA	41	31	38	110	NA	4	50	1	0.006229	0.002279	NA	NA	NA	0.004194	0.003195	0.004704	0.006229	NA	0.002587	0.005243	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus kefiranofaciens"	"S"	267818	28	7	NA	NA	NA	8	11	8	28	NA	1	3	NA	0.001994	0.001994	NA	NA	NA	0.0008183	0.001134	0.0009903	0.001586	NA	0.0006467	0.0003146	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus acetotolerans"	"S"	1600	52	4	NA	NA	NA	5	7	16	52	NA	2	4	1	0.002945	0.001139	NA	NA	NA	0.0005114	0.0007214	0.001981	0.002945	NA	0.001293	0.0004195	0.002011	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus ruminis"	"S"	1623	866	4	1	NA	NA	17	15	7	866	NA	1	13	2	0.04904	0.001139	0.001874	NA	NA	0.001739	0.001546	0.0008665	0.04904	NA	0.0006467	0.001363	0.004022	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus acidipiscis"	"S"	89059	87	4	NA	NA	NA	13	10	20	87	NA	2	18	NA	0.004927	0.001139	NA	NA	NA	0.00133	0.001031	0.002476	0.004927	NA	0.001293	0.001888	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus plantarum"	"S"	1590	240	3	1	NA	NA	8	4	7	240	NA	1	5	NA	0.01359	0.0008544	0.001874	NA	NA	0.0008183	0.0004123	0.0008665	0.01359	NA	0.0006467	0.0005243	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus sanfranciscensis"	"S"	1625	21	3	1	NA	NA	9	6	6	21	NA	4	10	NA	0.002587	0.0008544	0.001874	NA	NA	0.0009206	0.0006184	0.0007427	0.001189	NA	0.002587	0.001049	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus brevis"	"S"	1580	91	2	NA	NA	NA	2	2	2	91	NA	1	3	NA	0.005153	0.0005696	NA	NA	NA	0.0002046	0.0002061	0.0002476	0.005153	NA	0.0006467	0.0003146	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
