"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_april_BC01.cladeReads"	"kraken2_classification_april_BC02.cladeReads"	"kraken2_classification_april_BC03.cladeReads"	"kraken2_classification_april_BC04.cladeReads"	"kraken2_classification_april_BC05.cladeReads"	"kraken2_classification_april_BC06.cladeReads"	"kraken2_classification_april_BC07.cladeReads"	"kraken2_classification_april_BC08.cladeReads"	"kraken2_classification_april_BC09.cladeReads"	"kraken2_classification_april_BC10.cladeReads"	"kraken2_classification_april_BC11.cladeReads"	"kraken2_classification_april_BC12.cladeReads"	"Max.1"	"kraken2_classification_april_BC01.cladeReads.."	"kraken2_classification_april_BC02.cladeReads.."	"kraken2_classification_april_BC03.cladeReads.."	"kraken2_classification_april_BC04.cladeReads.."	"kraken2_classification_april_BC05.cladeReads.."	"kraken2_classification_april_BC06.cladeReads.."	"kraken2_classification_april_BC07.cladeReads.."	"kraken2_classification_april_BC08.cladeReads.."	"kraken2_classification_april_BC09.cladeReads.."	"kraken2_classification_april_BC10.cladeReads.."	"kraken2_classification_april_BC11.cladeReads.."	"kraken2_classification_april_BC12.cladeReads.."	"lineage"
"Phenylobacterium"	"G"	20	504	NA	2	50	504	1	38	43	NA	30	136	25	NA	0.1295	NA	0.01045	0.01883	0.1295	0.04212	0.01536	0.01546	NA	0.0112	0.03729	0.01007	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"Phenylobacterium zucineum"	"S"	284016	270	NA	2	25	270	1	21	26	NA	16	68	14	NA	0.06938	NA	0.01045	0.009415	0.06938	0.04212	0.008486	0.009348	NA	0.005975	0.01864	0.005641	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae>Phenylobacterium"
"Phenylobacterium zucineum HLK1"	"-"	450851	270	NA	2	25	270	1	21	26	NA	16	68	14	NA	0.06938	NA	0.01045	0.009415	0.06938	0.04212	0.008486	0.009348	NA	0.005975	0.01864	0.005641	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae>Phenylobacterium>Phenylobacterium&nbsp;zucineum"
"Caulobacter henricii"	"S"	69395	130	NA	1	9	130	NA	4	4	NA	7	29	4	NA	0.0334	NA	0.005223	0.003389	0.0334	NA	0.001616	0.001438	NA	0.002614	0.007951	0.001612	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae>Caulobacter"
"Pelagibacterales"	"O"	54526	171	NA	2	54	171	NA	33	31	7	16	49	28	NA	0.04394	NA	0.01045	0.02034	0.04394	NA	0.01334	0.01115	0.001736	0.005975	0.01343	0.01128	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Candidatus Fonsibacter"	"G"	2045213	51	NA	1	4	51	NA	6	5	4	NA	NA	5	NA	0.0131	NA	0.005223	0.001506	0.0131	NA	0.002425	0.001798	0.0009921	NA	NA	0.002015	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Pelagibacterales"
"Candidatus Fonsibacter ubiquis"	"S"	1925548	51	NA	1	4	51	NA	6	5	4	NA	NA	5	NA	0.0131	NA	0.005223	0.001506	0.0131	NA	0.002425	0.001798	0.0009921	NA	NA	0.002015	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Pelagibacterales>Candidatus&nbsp;Fonsibacter"
"Bdellovibrionales"	"O"	213481	126	NA	9	64	124	NA	126	100	NA	126	79	70	NA	0.05092	NA	0.04701	0.0241	0.03186	NA	0.05092	0.03595	NA	0.04705	0.02166	0.02821	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia"
"Bdellovibrionaceae"	"F"	213483	126	NA	9	64	124	NA	126	100	NA	126	79	70	NA	0.05092	NA	0.04701	0.0241	0.03186	NA	0.05092	0.03595	NA	0.04705	0.02166	0.02821	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia>Bdellovibrionales"
"Bdellovibrio"	"G"	958	126	NA	9	64	124	NA	126	100	NA	126	79	70	NA	0.05092	NA	0.04701	0.0241	0.03186	NA	0.05092	0.03595	NA	0.04705	0.02166	0.02821	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia>Bdellovibrionales>Bdellovibrionaceae"
"Bdellovibrio bacteriovorus"	"S"	959	32	NA	4	10	32	NA	18	20	NA	17	19	11	NA	0.02089	NA	0.02089	0.003766	0.008222	NA	0.007274	0.00719	NA	0.006349	0.005209	0.004432	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia>Bdellovibrionales>Bdellovibrionaceae>Bdellovibrio"
"Spirosoma pollinicola"	"S"	2057025	21	NA	1	9	11	NA	21	15	NA	20	10	10	NA	0.008486	NA	0.005223	0.003389	0.002826	NA	0.008486	0.005393	NA	0.007469	0.002742	0.004029	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Spirosoma"
"Fibrella aestuarina"	"S"	651143	4	NA	1	1	2	NA	2	4	NA	4	3	1	NA	0.005223	NA	0.005223	0.0003766	0.0005139	NA	0.0008082	0.001438	NA	0.001494	0.0008225	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Fibrella"
"Fibrella aestuarina BUZ 2"	"-"	1166018	4	NA	1	1	2	NA	2	4	NA	4	3	1	NA	0.005223	NA	0.005223	0.0003766	0.0005139	NA	0.0008082	0.001438	NA	0.001494	0.0008225	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Fibrella>Fibrella&nbsp;aestuarina"
"Pontibacter"	"G"	323449	79	NA	2	79	40	NA	73	45	NA	37	12	30	1	0.1776	NA	0.01045	0.02975	0.01028	NA	0.0295	0.01618	NA	0.01382	0.00329	0.01209	0.1776	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae"
"Pontibacter akesuensis"	"S"	388950	50	NA	1	50	8	NA	9	9	NA	7	3	2	NA	0.01883	NA	0.005223	0.01883	0.002056	NA	0.003637	0.003236	NA	0.002614	0.0008225	0.0008059	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae>Pontibacter"
"Flavobacterium commune"	"S"	1306519	75	NA	4	19	26	NA	43	75	NA	73	22	67	NA	0.02726	NA	0.02089	0.007155	0.006681	NA	0.01738	0.02696	NA	0.02726	0.006032	0.027	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium johnsoniae"	"S"	986	14	NA	1	5	4	NA	8	14	NA	12	6	6	NA	0.005223	NA	0.005223	0.001883	0.001028	NA	0.003233	0.005033	NA	0.004481	0.001645	0.002418	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Capnocytophaga gingivalis"	"S"	1017	17	NA	1	17	6	NA	15	15	NA	9	12	6	NA	0.006402	NA	0.005223	0.006402	0.001542	NA	0.006062	0.005393	NA	0.003361	0.00329	0.002418	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Capnocytophaga"
"Capnocytophaga haemolytica"	"S"	45243	6	NA	1	3	5	NA	4	3	NA	6	1	4	NA	0.005223	NA	0.005223	0.00113	0.001285	NA	0.001616	0.001079	NA	0.002241	0.0002742	0.001612	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Capnocytophaga"
"Robiginitalea"	"G"	252306	16	NA	3	16	12	NA	12	5	NA	9	2	11	NA	0.01567	NA	0.01567	0.006026	0.003083	NA	0.004849	0.001798	NA	0.003361	0.0005483	0.004432	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Robiginitalea biformata"	"S"	252307	16	NA	3	16	12	NA	12	5	NA	9	2	11	NA	0.01567	NA	0.01567	0.006026	0.003083	NA	0.004849	0.001798	NA	0.003361	0.0005483	0.004432	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Robiginitalea"
"Robiginitalea biformata HTCC2501"	"-"	313596	16	NA	3	16	12	NA	12	5	NA	9	2	11	NA	0.01567	NA	0.01567	0.006026	0.003083	NA	0.004849	0.001798	NA	0.003361	0.0005483	0.004432	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Robiginitalea>Robiginitalea&nbsp;biformata"
"Formosa"	"G"	225842	66	NA	2	12	34	NA	66	32	NA	56	19	57	NA	0.02667	NA	0.01045	0.004519	0.008736	NA	0.02667	0.0115	NA	0.02091	0.005209	0.02297	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Formosa sp. Hel3_A1_48"	"S"	1336795	57	NA	1	8	26	NA	57	27	NA	50	14	42	NA	0.02303	NA	0.005223	0.003013	0.006681	NA	0.02303	0.009707	NA	0.01867	0.003838	0.01692	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Formosa"
"Formosa sp. Hel1_31_208"	"S"	1798225	14	NA	1	1	7	NA	7	4	NA	6	4	14	NA	0.005641	NA	0.005223	0.0003766	0.001799	NA	0.002829	0.001438	NA	0.002241	0.001097	0.005641	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Formosa"
"unclassified Flavobacteriaceae"	"-"	61432	21	NA	1	17	18	NA	15	11	NA	19	2	21	NA	0.008462	NA	0.005223	0.006402	0.004625	NA	0.006062	0.003955	NA	0.007096	0.0005483	0.008462	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Flavobacteriaceae bacterium MAR_2010_188"	"S"	1250295	11	NA	1	1	11	NA	6	2	NA	8	NA	3	NA	0.005223	NA	0.005223	0.0003766	0.002826	NA	0.002425	0.000719	NA	0.002988	NA	0.001209	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>unclassified&nbsp;Flavobacteriaceae"
"Tenacibaculum maritimum"	"S"	107401	5	NA	1	3	5	NA	5	2	NA	2	NA	3	NA	0.005223	NA	0.005223	0.00113	0.001285	NA	0.002021	0.000719	NA	0.0007469	NA	0.001209	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Tenacibaculum"
"Tenacibaculum maritimum NCIMB 2154"	"-"	1349785	5	NA	1	3	5	NA	5	2	NA	2	NA	3	NA	0.005223	NA	0.005223	0.00113	0.001285	NA	0.002021	0.000719	NA	0.0007469	NA	0.001209	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Tenacibaculum>Tenacibaculum&nbsp;maritimum"
"Lutibacter"	"G"	358023	28	NA	1	11	8	NA	25	15	NA	28	8	25	NA	0.01046	NA	0.005223	0.004143	0.002056	NA	0.0101	0.005393	NA	0.01046	0.002193	0.01007	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Lutibacter profundi"	"S"	1622118	3	NA	1	3	1	NA	2	1	NA	2	2	2	NA	0.005223	NA	0.005223	0.00113	0.0002569	NA	0.0008082	0.0003595	NA	0.0007469	0.0005483	0.0008059	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Lutibacter"
"Wenyingzhuangia"	"G"	1518147	20	NA	1	16	16	NA	13	12	NA	18	12	20	NA	0.008059	NA	0.005223	0.006026	0.004111	NA	0.005253	0.004314	NA	0.006722	0.00329	0.008059	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Wenyingzhuangia fucanilytica"	"S"	1790137	20	NA	1	16	16	NA	13	12	NA	18	12	20	NA	0.008059	NA	0.005223	0.006026	0.004111	NA	0.005253	0.004314	NA	0.006722	0.00329	0.008059	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Wenyingzhuangia"
"Gramella"	"G"	292691	21	NA	1	21	6	NA	21	9	NA	18	8	12	NA	0.008486	NA	0.005223	0.007909	0.001542	NA	0.008486	0.003236	NA	0.006722	0.002193	0.004835	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2"	"-"	511995	67	NA	3	23	30	NA	67	34	NA	51	22	28	NA	0.02708	NA	0.01567	0.008662	0.007708	NA	0.02708	0.01222	NA	0.01905	0.006032	0.01128	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>unclassified&nbsp;Bacteroidales>Candidatus&nbsp;Azobacteroides>Candidatus&nbsp;Azobacteroides&nbsp;pseudotrichonymphae"
"Bacteroides coprosuis"	"S"	151276	91	NA	4	41	61	1	91	60	NA	63	36	82	NA	0.04212	NA	0.02089	0.01544	0.01567	0.04212	0.03677	0.02157	NA	0.02353	0.00987	0.03304	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"Bacteroides coprosuis DSM 18011"	"-"	679937	91	NA	4	41	61	1	91	60	NA	63	36	82	NA	0.04212	NA	0.02089	0.01544	0.01567	0.04212	0.03677	0.02157	NA	0.02353	0.00987	0.03304	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides>Bacteroides&nbsp;coprosuis"
"Prevotella sp. oral taxon 299"	"S"	652716	3	NA	1	1	1	NA	1	1	NA	2	2	3	NA	0.005223	NA	0.005223	0.0003766	0.0002569	NA	0.0004041	0.0003595	NA	0.0007469	0.0005483	0.001209	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Prevotella sp. oral taxon 299 str. F0039"	"-"	575614	3	NA	1	1	1	NA	1	1	NA	2	2	3	NA	0.005223	NA	0.005223	0.0003766	0.0002569	NA	0.0004041	0.0003595	NA	0.0007469	0.0005483	0.001209	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella>Prevotella&nbsp;sp.&nbsp;oral&nbsp;taxon&nbsp;299"
"Marinifilaceae"	"F"	1573805	24	NA	1	24	16	NA	21	16	NA	10	11	12	NA	0.009038	NA	0.005223	0.009038	0.004111	NA	0.008486	0.005752	NA	0.003734	0.003016	0.004835	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Marinilabiliales"
"unclassified Marinifilaceae"	"-"	1717716	24	NA	1	24	16	NA	21	16	NA	10	11	12	NA	0.009038	NA	0.005223	0.009038	0.004111	NA	0.008486	0.005752	NA	0.003734	0.003016	0.004835	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Marinilabiliales>Marinifilaceae"
"Marinifilaceae bacterium SPP2"	"S"	1717717	24	NA	1	24	16	NA	21	16	NA	10	11	12	NA	0.009038	NA	0.005223	0.009038	0.004111	NA	0.008486	0.005752	NA	0.003734	0.003016	0.004835	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Marinilabiliales>Marinifilaceae>unclassified&nbsp;Marinifilaceae"
"Pedobacter sp. eg"	"S"	2201271	9	NA	2	2	4	NA	9	4	NA	3	4	3	NA	0.01045	NA	0.01045	0.0007532	0.001028	NA	0.003637	0.001438	NA	0.00112	0.001097	0.001209	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Pedobacter"
"Pedobacter steynii"	"S"	430522	4	NA	1	1	4	NA	NA	2	NA	1	1	2	NA	0.005223	NA	0.005223	0.0003766	0.001028	NA	NA	0.000719	NA	0.0003734	0.0002742	0.0008059	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Pedobacter"
"unclassified Rhodothermaceae"	"-"	1196022	32	NA	1	15	32	NA	21	10	NA	12	27	15	NA	0.008486	NA	0.005223	0.005649	0.008222	NA	0.008486	0.003595	NA	0.004481	0.007402	0.006044	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidetes&nbsp;Order&nbsp;II.&nbsp;Incertae&nbsp;sedis>Rhodothermaceae"
"Chlorobaculum"	"G"	256319	28	NA	1	13	15	1	28	18	1	26	8	17	NA	0.04212	NA	0.005223	0.004896	0.003854	0.04212	0.01132	0.006471	0.000248	0.00971	0.002193	0.00685	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales>Chlorobiaceae"
"Chlorobaculum limnaeum"	"S"	274537	28	NA	1	13	13	1	28	18	1	25	8	17	NA	0.04212	NA	0.005223	0.004896	0.00334	0.04212	0.01132	0.006471	0.000248	0.009336	0.002193	0.00685	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales>Chlorobiaceae>Chlorobaculum"
"Bacillus thuringiensis YBT-1518"	"-"	529122	53	NA	1	10	NA	NA	NA	NA	53	2	1	NA	NA	0.01315	NA	0.005223	0.003766	NA	NA	NA	NA	0.01315	0.0007469	0.0002742	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;cereus&nbsp;group>Bacillus&nbsp;thuringiensis"
"Bacillus amyloliquefaciens DSM 7"	"-"	692420	40	NA	1	1	NA	NA	4	NA	40	NA	NA	NA	NA	0.009921	NA	0.005223	0.0003766	NA	NA	0.001616	NA	0.009921	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group>Bacillus&nbsp;amyloliquefaciens&nbsp;group>Bacillus&nbsp;amyloliquefaciens"
"Bacillus subtilis subsp. inaquosorum"	"-"	483913	982	NA	1	9	8	1	33	10	982	5	6	7	NA	0.2436	NA	0.005223	0.003389	0.002056	0.04212	0.01334	0.003595	0.2436	0.001867	0.001645	0.002821	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group>Bacillus&nbsp;subtilis"
"Bacillus pumilus"	"S"	1408	442	NA	3	34	67	1	123	66	442	83	39	74	2	0.3552	NA	0.01567	0.0128	0.01722	0.04212	0.04971	0.02373	0.1096	0.031	0.01069	0.02982	0.3552	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Lysinibacillus fusiformis"	"S"	28031	3	NA	1	1	NA	NA	NA	NA	2	NA	1	3	NA	0.005223	NA	0.005223	0.0003766	NA	NA	NA	NA	0.000496	NA	0.0002742	0.001209	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Lysinibacillus"
"Staphylococcus aureus subsp. aureus JKD6159"	"-"	869816	1016	NA	3	NA	NA	3	3	1	1016	1	2	2	NA	0.252	NA	0.01567	NA	NA	0.1264	0.001212	0.0003595	0.252	0.0003734	0.0005483	0.0008059	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus sp. SDB 2975"	"S"	2044912	158	NA	1	5	14	NA	18	6	158	12	8	12	NA	0.03919	NA	0.005223	0.001883	0.003597	NA	0.007274	0.002157	0.03919	0.004481	0.002193	0.004835	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus saprophyticus"	"S"	29385	141	NA	1	8	9	1	16	8	141	11	12	10	NA	0.04212	NA	0.005223	0.003013	0.002313	0.04212	0.006466	0.002876	0.03497	0.004108	0.00329	0.004029	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Listeria monocytogenes SLCC7179"	"-"	879090	157	NA	1	1	1	NA	4	1	157	NA	NA	1	NA	0.03894	NA	0.005223	0.0003766	0.0002569	NA	0.001616	0.0003595	0.03894	NA	NA	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes"
"Paenibacillus xylanexedens"	"S"	528191	2	NA	1	1	1	NA	NA	2	NA	1	1	2	NA	0.005223	NA	0.005223	0.0003766	0.0002569	NA	NA	0.000719	NA	0.0003734	0.0002742	0.0008059	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus sp. FSL H7-0357"	"S"	1536774	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.005223	NA	0.005223	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Aneurinibacillus group"	"-"	85151	4	NA	1	1	4	NA	NA	NA	2	NA	4	1	NA	0.005223	NA	0.005223	0.0003766	0.001028	NA	NA	NA	0.000496	NA	0.001097	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae"
"Aneurinibacillus"	"G"	55079	4	NA	1	1	4	NA	NA	NA	2	NA	4	1	NA	0.005223	NA	0.005223	0.0003766	0.001028	NA	NA	NA	0.000496	NA	0.001097	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Aneurinibacillus&nbsp;group"
"Aneurinibacillus soli"	"S"	1500254	4	NA	1	1	3	NA	NA	NA	1	NA	4	1	NA	0.005223	NA	0.005223	0.0003766	0.0007708	NA	NA	NA	0.000248	NA	0.001097	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Aneurinibacillus&nbsp;group>Aneurinibacillus"
"Planococcus donghaensis"	"S"	414778	11	NA	1	1	1	NA	1	NA	11	1	1	NA	NA	0.005223	NA	0.005223	0.0003766	0.0002569	NA	0.0004041	NA	0.002728	0.0003734	0.0002742	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Planococcaceae>Planococcus"
"Paenisporosarcina"	"G"	651660	27	NA	1	5	6	NA	1	1	27	1	4	3	NA	0.006697	NA	0.005223	0.001883	0.001542	NA	0.0004041	0.0003595	0.006697	0.0003734	0.001097	0.001209	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Paenisporosarcina sp. K2R23-3"	"S"	2320858	27	NA	1	5	6	NA	1	1	27	1	4	3	NA	0.006697	NA	0.005223	0.001883	0.001542	NA	0.0004041	0.0003595	0.006697	0.0003734	0.001097	0.001209	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Planococcaceae>Paenisporosarcina"
"Lactobacillus acidophilus"	"S"	1579	61	NA	4	16	26	1	61	31	19	58	10	42	NA	0.04212	NA	0.02089	0.006026	0.006681	0.04212	0.02465	0.01115	0.004712	0.02166	0.002742	0.01692	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
