"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_loman_loman.kreport.cladeReads"	"Max.1"	"kraken2_classification_loman_loman.kreport.cladeReads.."	"lineage"
"Pseudomonas citronellolis"	"S"	53408	22	22	0.0007037	0.0007037	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;aeruginosa&nbsp;group"
"Pseudomonas alcaligenes"	"S"	43263	12	12	0.0003838	0.0003838	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;aeruginosa&nbsp;group"
"Pseudomonas resinovorans"	"S"	53412	11	11	0.0003519	0.0003519	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;aeruginosa&nbsp;group"
"Pseudomonas resinovorans NBRC 106553"	"-"	1245471	11	11	0.0003519	0.0003519	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;aeruginosa&nbsp;group>Pseudomonas&nbsp;resinovorans"
"Pseudomonas oleovorans/pseudoalcaligenes group"	"-"	1232139	9	9	0.0002879	0.0002879	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;aeruginosa&nbsp;group"
"Pseudomonas furukawaii"	"S"	1149133	8	8	0.0002559	0.0002559	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;aeruginosa&nbsp;group>Pseudomonas&nbsp;oleovorans/pseudoalcaligenes&nbsp;group"
"Pseudomonas pseudoalcaligenes"	"S"	330	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;aeruginosa&nbsp;group>Pseudomonas&nbsp;oleovorans/pseudoalcaligenes&nbsp;group"
"Pseudomonas fluorescens group"	"-"	136843	380	380	0.01215	0.01215	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas fluorescens"	"S"	294	180	180	0.005758	0.005758	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group"
"Pseudomonas fluorescens Q2-87"	"-"	1038922	16	16	0.0005118	0.0005118	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group>Pseudomonas&nbsp;fluorescens"
"Pseudomonas fluorescens WH6"	"-"	746360	14	14	0.0004478	0.0004478	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group>Pseudomonas&nbsp;fluorescens"
"Pseudomonas fluorescens R124"	"-"	743713	8	8	0.0002559	0.0002559	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group>Pseudomonas&nbsp;fluorescens"
"Pseudomonas fluorescens NCIMB 11764"	"-"	1221522	8	8	0.0002559	0.0002559	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group>Pseudomonas&nbsp;fluorescens"
"Pseudomonas fluorescens SBW25"	"-"	216595	7	7	0.0002239	0.0002239	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group>Pseudomonas&nbsp;fluorescens"
"Pseudomonas fluorescens SS101"	"-"	1038924	6	6	0.0001919	0.0001919	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group>Pseudomonas&nbsp;fluorescens"
"Pseudomonas fluorescens Pf0-1"	"-"	205922	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group>Pseudomonas&nbsp;fluorescens"
"Pseudomonas protegens"	"S"	380021	60	60	0.001919	0.001919	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group"
"Pseudomonas protegens CHA0"	"-"	1124983	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group>Pseudomonas&nbsp;protegens"
"Pseudomonas orientalis"	"S"	76758	17	17	0.0005438	0.0005438	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group"
"Pseudomonas azotoformans"	"S"	47878	16	16	0.0005118	0.0005118	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group"
"Pseudomonas synxantha"	"S"	47883	10	10	0.0003199	0.0003199	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group"
"Pseudomonas synxantha BG33R"	"-"	96901	5	5	0.0001599	0.0001599	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group>Pseudomonas&nbsp;synxantha"
"Pseudomonas mandelii"	"S"	75612	10	10	0.0003199	0.0003199	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group"
"Pseudomonas mandelii JR-1"	"-"	1147786	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group>Pseudomonas&nbsp;mandelii"
"Pseudomonas mucidolens"	"S"	46679	9	9	0.0002879	0.0002879	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group"
"Pseudomonas rhodesiae"	"S"	76760	8	8	0.0002559	0.0002559	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group"
"Pseudomonas mediterranea"	"S"	183795	8	8	0.0002559	0.0002559	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group"
"Pseudomonas trivialis"	"S"	200450	7	7	0.0002239	0.0002239	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group"
"Pseudomonas tolaasii"	"S"	29442	6	6	0.0001919	0.0001919	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group"
"Pseudomonas brenneri"	"S"	129817	6	6	0.0001919	0.0001919	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group"
"Pseudomonas poae"	"S"	200451	5	5	0.0001599	0.0001599	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group"
"Pseudomonas poae RE*1-1-14"	"-"	1282356	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group>Pseudomonas&nbsp;poae"
"Pseudomonas cedrina"	"S"	651740	5	5	0.0001599	0.0001599	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group"
"Pseudomonas extremorientalis"	"S"	169669	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group"
"Pseudomonas corrugata"	"S"	47879	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group"
"Pseudomonas libanensis"	"S"	75588	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group"
"Pseudomonas chlororaphis group"	"-"	136842	284	284	0.009084	0.009084	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas chlororaphis"	"S"	587753	270	270	0.008636	0.008636	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;chlororaphis&nbsp;group"
"Pseudomonas chlororaphis subsp. aurantiaca"	"-"	86192	9	9	0.0002879	0.0002879	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;chlororaphis&nbsp;group>Pseudomonas&nbsp;chlororaphis"
"Pseudomonas chlororaphis subsp. piscium"	"-"	1513890	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;chlororaphis&nbsp;group>Pseudomonas&nbsp;chlororaphis"
"Pseudomonas chlororaphis subsp. aureofaciens"	"-"	587851	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;chlororaphis&nbsp;group>Pseudomonas&nbsp;chlororaphis"
"Pseudomonas chlororaphis subsp. aureofaciens 30-84"	"-"	1038921	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;chlororaphis&nbsp;group>Pseudomonas&nbsp;chlororaphis>Pseudomonas&nbsp;chlororaphis&nbsp;subsp.&nbsp;aureofaciens"
"Pseudomonas chlororaphis O6"	"-"	1037915	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;chlororaphis&nbsp;group>Pseudomonas&nbsp;chlororaphis"
"Pseudomonas fragi"	"S"	296	8	8	0.0002559	0.0002559	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;chlororaphis&nbsp;group"
"Pseudomonas taetrolens"	"S"	47884	6	6	0.0001919	0.0001919	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;chlororaphis&nbsp;group"
"Pseudomonas putida group"	"-"	136845	197	197	0.006301	0.006301	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas putida"	"S"	303	116	116	0.00371	0.00371	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;putida&nbsp;group"
"Pseudomonas putida NBRC 14164"	"-"	1211579	7	7	0.0002239	0.0002239	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;putida&nbsp;group>Pseudomonas&nbsp;putida"
"Pseudomonas putida S12"	"-"	1215087	6	6	0.0001919	0.0001919	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;putida&nbsp;group>Pseudomonas&nbsp;putida"
"Pseudomonas putida W619"	"-"	390235	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;putida&nbsp;group>Pseudomonas&nbsp;putida"
"Pseudomonas putida HB3267"	"-"	1215088	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;putida&nbsp;group>Pseudomonas&nbsp;putida"
"Pseudomonas putida H8234"	"-"	1331671	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;putida&nbsp;group>Pseudomonas&nbsp;putida"
"Pseudomonas putida S13.1.2"	"-"	1384061	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;putida&nbsp;group>Pseudomonas&nbsp;putida"
"Pseudomonas putida B6-2"	"-"	1081940	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;putida&nbsp;group>Pseudomonas&nbsp;putida"
"Pseudomonas putida ND6"	"-"	231023	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;putida&nbsp;group>Pseudomonas&nbsp;putida"
"Pseudomonas putida F1"	"-"	351746	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;putida&nbsp;group>Pseudomonas&nbsp;putida"
"Pseudomonas fulva"	"S"	47880	22	22	0.0007037	0.0007037	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;putida&nbsp;group"
"Pseudomonas fulva 12-X"	"-"	743720	10	10	0.0003199	0.0003199	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;putida&nbsp;group>Pseudomonas&nbsp;fulva"
"Pseudomonas monteilii"	"S"	76759	17	17	0.0005438	0.0005438	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;putida&nbsp;group"
"Pseudomonas plecoglossicida"	"S"	70775	15	15	0.0004798	0.0004798	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;putida&nbsp;group"
"Pseudomonas oryzihabitans"	"S"	47885	10	10	0.0003199	0.0003199	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;putida&nbsp;group"
"Pseudomonas mosselii"	"S"	78327	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;putida&nbsp;group"
"Pseudomonas mosselii SJ10"	"-"	1388763	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;putida&nbsp;group>Pseudomonas&nbsp;mosselii"
"Pseudomonas syringae group"	"-"	136849	169	169	0.005406	0.005406	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas syringae group genomosp. 3"	"S"	251701	67	67	0.002143	0.002143	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;syringae&nbsp;group"
"Pseudomonas syringae pv. tomato"	"-"	323	12	12	0.0003838	0.0003838	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;syringae&nbsp;group>Pseudomonas&nbsp;syringae&nbsp;group&nbsp;genomosp.&nbsp;3"
"Pseudomonas syringae pv. tomato str. DC3000"	"-"	223283	11	11	0.0003519	0.0003519	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;syringae&nbsp;group>Pseudomonas&nbsp;syringae&nbsp;group&nbsp;genomosp.&nbsp;3>Pseudomonas&nbsp;syringae&nbsp;pv.&nbsp;tomato"
"Pseudomonas syringae group genomosp. 1"	"-"	251695	53	53	0.001695	0.001695	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;syringae&nbsp;group"
"Pseudomonas syringae"	"S"	317	53	53	0.001695	0.001695	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;syringae&nbsp;group>Pseudomonas&nbsp;syringae&nbsp;group&nbsp;genomosp.&nbsp;1"
"Pseudomonas syringae CC1557"	"-"	1357279	12	12	0.0003838	0.0003838	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;syringae&nbsp;group>Pseudomonas&nbsp;syringae&nbsp;group&nbsp;genomosp.&nbsp;1>Pseudomonas&nbsp;syringae"
"Pseudomonas syringae group pathovars incertae sedis"	"-"	264449	8	8	0.0002559	0.0002559	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;syringae&nbsp;group>Pseudomonas&nbsp;syringae&nbsp;group&nbsp;genomosp.&nbsp;1>Pseudomonas&nbsp;syringae"
"Pseudomonas syringae pv. actinidiae"	"-"	103796	7	7	0.0002239	0.0002239	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;syringae&nbsp;group>Pseudomonas&nbsp;syringae&nbsp;group&nbsp;genomosp.&nbsp;1>Pseudomonas&nbsp;syringae>Pseudomonas&nbsp;syringae&nbsp;group&nbsp;pathovars&nbsp;incertae&nbsp;sedis"
"Pseudomonas syringae pv. actinidiae str. Shaanxi_M228"	"-"	1108972	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;syringae&nbsp;group>Pseudomonas&nbsp;syringae&nbsp;group&nbsp;genomosp.&nbsp;1>Pseudomonas&nbsp;syringae>Pseudomonas&nbsp;syringae&nbsp;group&nbsp;pathovars&nbsp;incertae&nbsp;sedis>Pseudomonas&nbsp;syringae&nbsp;pv.&nbsp;actinidiae"
"Pseudomonas syringae pv. cerasicola"	"-"	264451	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;syringae&nbsp;group>Pseudomonas&nbsp;syringae&nbsp;group&nbsp;genomosp.&nbsp;1>Pseudomonas&nbsp;syringae>Pseudomonas&nbsp;syringae&nbsp;group&nbsp;pathovars&nbsp;incertae&nbsp;sedis"
"Pseudomonas syringae pv. syringae"	"-"	321	6	6	0.0001919	0.0001919	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;syringae&nbsp;group>Pseudomonas&nbsp;syringae&nbsp;group&nbsp;genomosp.&nbsp;1>Pseudomonas&nbsp;syringae"
"Pseudomonas syringae pv. syringae B728a"	"-"	205918	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;syringae&nbsp;group>Pseudomonas&nbsp;syringae&nbsp;group&nbsp;genomosp.&nbsp;1>Pseudomonas&nbsp;syringae>Pseudomonas&nbsp;syringae&nbsp;pv.&nbsp;syringae"
"Pseudomonas syringae pv. syringae SM"	"-"	1262350	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;syringae&nbsp;group>Pseudomonas&nbsp;syringae&nbsp;group&nbsp;genomosp.&nbsp;1>Pseudomonas&nbsp;syringae>Pseudomonas&nbsp;syringae&nbsp;pv.&nbsp;syringae"
"Pseudomonas syringae pv. syringae HS191"	"-"	1324932	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;syringae&nbsp;group>Pseudomonas&nbsp;syringae&nbsp;group&nbsp;genomosp.&nbsp;1>Pseudomonas&nbsp;syringae>Pseudomonas&nbsp;syringae&nbsp;pv.&nbsp;syringae"
"Pseudomonas syringae UMAF0158"	"-"	1332075	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;syringae&nbsp;group>Pseudomonas&nbsp;syringae&nbsp;group&nbsp;genomosp.&nbsp;1>Pseudomonas&nbsp;syringae"
"Pseudomonas syringae pv. avii"	"-"	663959	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;syringae&nbsp;group>Pseudomonas&nbsp;syringae&nbsp;group&nbsp;genomosp.&nbsp;1>Pseudomonas&nbsp;syringae"
"Pseudomonas syringae pv. atrofaciens"	"-"	192087	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;syringae&nbsp;group>Pseudomonas&nbsp;syringae&nbsp;group&nbsp;genomosp.&nbsp;1>Pseudomonas&nbsp;syringae"
"Pseudomonas syringae pv. lapsa"	"-"	199201	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;syringae&nbsp;group>Pseudomonas&nbsp;syringae&nbsp;group&nbsp;genomosp.&nbsp;1>Pseudomonas&nbsp;syringae"
"Pseudomonas viridiflava"	"S"	33069	10	10	0.0003199	0.0003199	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;syringae&nbsp;group"
"Pseudomonas cichorii"	"S"	36746	6	6	0.0001919	0.0001919	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;syringae&nbsp;group"
"Pseudomonas cichorii JBC1"	"-"	1441629	6	6	0.0001919	0.0001919	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;syringae&nbsp;group>Pseudomonas&nbsp;cichorii"
"Pseudomonas syringae group genomosp. 2"	"-"	251698	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;syringae&nbsp;group"
"Pseudomonas savastanoi"	"S"	29438	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;syringae&nbsp;group>Pseudomonas&nbsp;syringae&nbsp;group&nbsp;genomosp.&nbsp;2"
"Pseudomonas savastanoi pv. phaseolicola"	"-"	319	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;syringae&nbsp;group>Pseudomonas&nbsp;syringae&nbsp;group&nbsp;genomosp.&nbsp;2>Pseudomonas&nbsp;savastanoi"
