"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_april_BC01.cladeReads"	"kraken2_16s_classification_april_BC02.cladeReads"	"kraken2_16s_classification_april_BC03.cladeReads"	"kraken2_16s_classification_april_BC04.cladeReads"	"kraken2_16s_classification_april_BC05.cladeReads"	"kraken2_16s_classification_april_BC06.cladeReads"	"kraken2_16s_classification_april_BC07.cladeReads"	"kraken2_16s_classification_april_BC08.cladeReads"	"kraken2_16s_classification_april_BC09.cladeReads"	"kraken2_16s_classification_april_BC10.cladeReads"	"kraken2_16s_classification_april_BC11.cladeReads"	"kraken2_16s_classification_april_BC12.cladeReads"	"Max.1"	"kraken2_16s_classification_april_BC01.cladeReads.."	"kraken2_16s_classification_april_BC02.cladeReads.."	"kraken2_16s_classification_april_BC03.cladeReads.."	"kraken2_16s_classification_april_BC04.cladeReads.."	"kraken2_16s_classification_april_BC05.cladeReads.."	"kraken2_16s_classification_april_BC06.cladeReads.."	"kraken2_16s_classification_april_BC07.cladeReads.."	"kraken2_16s_classification_april_BC08.cladeReads.."	"kraken2_16s_classification_april_BC09.cladeReads.."	"kraken2_16s_classification_april_BC10.cladeReads.."	"kraken2_16s_classification_april_BC11.cladeReads.."	"kraken2_16s_classification_april_BC12.cladeReads.."	"lineage"
"AT-s2-59"	"O"	26299	3	NA	NA	1	3	NA	1	1	NA	NA	2	1	NA	0.0007708	NA	NA	0.0003766	0.0007708	NA	0.0004041	0.0003595	NA	NA	0.0005483	0.0004029	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"EC3"	"O"	3467	5	NA	NA	1	5	NA	1	NA	NA	NA	3	NA	NA	0.001285	NA	NA	0.0003766	0.001285	NA	0.0004041	NA	NA	NA	0.0008225	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"BD7-8"	"O"	26325	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003766	NA	NA	0.0003766	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Roseobacter clade CHAB-I-5 lineage"	"G"	2636	218	NA	NA	67	218	NA	16	64	NA	15	89	16	NA	0.05601	NA	NA	0.02523	0.05601	NA	0.006466	0.02301	NA	0.005602	0.0244	0.006447	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Thioclava"	"G"	2659	113	NA	NA	43	113	NA	7	21	NA	5	61	5	NA	0.02903	NA	NA	0.01619	0.02903	NA	0.002829	0.00755	NA	0.001867	0.01672	0.002015	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Ascidiaceihabitans"	"G"	11446	96	NA	NA	40	96	NA	2	17	NA	NA	50	5	1	0.1776	NA	NA	0.01506	0.02467	NA	0.0008082	0.006112	NA	NA	0.01371	0.002015	0.1776	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Tropicibacter"	"G"	2661	309	NA	NA	38	309	1	21	57	1	22	119	24	NA	0.0794	NA	NA	0.01431	0.0794	0.04212	0.008486	0.02049	0.000248	0.008216	0.03263	0.009671	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Celeribacter"	"G"	2566	105	NA	NA	37	105	NA	4	20	NA	4	31	4	NA	0.02698	NA	NA	0.01393	0.02698	NA	0.001616	0.00719	NA	0.001494	0.008499	0.001612	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseibacterium"	"G"	2628	118	NA	NA	35	118	NA	2	22	NA	7	43	9	NA	0.03032	NA	NA	0.01318	0.03032	NA	0.0008082	0.007909	NA	0.002614	0.01179	0.003627	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Tropicimonas"	"G"	2662	81	NA	NA	32	81	1	4	20	NA	6	37	6	NA	0.04212	NA	NA	0.01205	0.02081	0.04212	0.001616	0.00719	NA	0.002241	0.01014	0.002418	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rubellimicrobium"	"G"	2642	136	NA	NA	29	136	NA	1	27	NA	2	72	3	NA	0.03494	NA	NA	0.01092	0.03494	NA	0.0004041	0.009707	NA	0.0007469	0.01974	0.001209	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"HIMB11"	"G"	26162	60	NA	NA	29	60	NA	3	18	1	4	31	7	NA	0.01542	NA	NA	0.01092	0.01542	NA	0.001212	0.006471	0.000248	0.001494	0.008499	0.002821	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Leisingera"	"G"	2582	103	NA	NA	25	103	NA	7	17	NA	7	44	7	NA	0.02647	NA	NA	0.009415	0.02647	NA	0.002829	0.006112	NA	0.002614	0.01206	0.002821	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Marivita"	"G"	2594	32	NA	NA	19	32	1	3	9	NA	2	14	NA	NA	0.04212	NA	NA	0.007155	0.008222	0.04212	0.001212	0.003236	NA	0.0007469	0.003838	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Oceanibulbus"	"G"	2599	100	NA	NA	16	100	NA	8	21	NA	8	41	5	NA	0.02569	NA	NA	0.006026	0.02569	NA	0.003233	0.00755	NA	0.002988	0.01124	0.002015	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pseudooceanicola"	"G"	26171	34	NA	NA	15	34	NA	1	3	NA	NA	7	1	NA	0.008736	NA	NA	0.005649	0.008736	NA	0.0004041	0.001079	NA	NA	0.001919	0.0004029	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Silicimonas"	"G"	26173	24	NA	NA	15	24	NA	NA	2	NA	1	9	1	NA	0.006167	NA	NA	0.005649	0.006167	NA	NA	0.000719	NA	0.0003734	0.002467	0.0004029	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseobacter"	"G"	2635	19	NA	NA	15	19	NA	1	5	NA	2	6	1	NA	0.005649	NA	NA	0.005649	0.004882	NA	0.0004041	0.001798	NA	0.0007469	0.001645	0.0004029	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Ketogulonicigenium"	"G"	2580	38	NA	NA	15	38	NA	3	9	NA	NA	14	1	NA	0.009764	NA	NA	0.005649	0.009764	NA	0.001212	0.003236	NA	NA	0.003838	0.0004029	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Nautella"	"G"	2596	25	NA	NA	14	25	NA	2	5	NA	1	7	1	NA	0.006424	NA	NA	0.005272	0.006424	NA	0.0008082	0.001798	NA	0.0003734	0.001919	0.0004029	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Donghicola"	"G"	2571	47	NA	NA	14	47	NA	2	7	1	4	14	1	NA	0.01208	NA	NA	0.005272	0.01208	NA	0.0008082	0.002517	0.000248	0.001494	0.003838	0.0004029	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Albirhodobacter"	"G"	14528	31	NA	NA	11	31	NA	4	8	NA	1	8	2	NA	0.007965	NA	NA	0.004143	0.007965	NA	0.001616	0.002876	NA	0.0003734	0.002193	0.0008059	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Thalassobius"	"G"	2657	15	NA	NA	11	15	NA	2	4	NA	1	4	NA	NA	0.004143	NA	NA	0.004143	0.003854	NA	0.0008082	0.001438	NA	0.0003734	0.001097	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Tateyamaria"	"G"	2655	20	NA	NA	9	20	NA	1	4	NA	1	16	1	NA	0.005139	NA	NA	0.003389	0.005139	NA	0.0004041	0.001438	NA	0.0003734	0.004387	0.0004029	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Aliiroseovarius"	"G"	14529	36	NA	NA	7	36	NA	1	4	NA	1	13	4	NA	0.00925	NA	NA	0.002636	0.00925	NA	0.0004041	0.001438	NA	0.0003734	0.003564	0.001612	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Ponticoccus"	"G"	2616	35	NA	NA	7	35	NA	1	7	NA	NA	11	1	NA	0.008993	NA	NA	0.002636	0.008993	NA	0.0004041	0.002517	NA	NA	0.003016	0.0004029	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rubrimonas"	"G"	2644	17	NA	NA	6	17	NA	2	4	NA	NA	11	2	NA	0.004368	NA	NA	0.00226	0.004368	NA	0.0008082	0.001438	NA	NA	0.003016	0.0008059	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Maritimibacter"	"G"	2593	25	NA	NA	6	25	1	2	9	NA	3	21	4	NA	0.04212	NA	NA	0.00226	0.006424	0.04212	0.0008082	0.003236	NA	0.00112	0.005757	0.001612	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Octadecabacter"	"G"	2603	12	NA	NA	6	12	NA	NA	2	NA	1	3	NA	NA	0.003083	NA	NA	0.00226	0.003083	NA	NA	0.000719	NA	0.0003734	0.0008225	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Thalassococcus"	"G"	2658	21	NA	NA	6	21	NA	1	6	NA	NA	5	NA	NA	0.005396	NA	NA	0.00226	0.005396	NA	0.0004041	0.002157	NA	NA	0.001371	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Boseongicola"	"G"	11447	16	NA	NA	6	16	NA	NA	2	NA	NA	3	NA	NA	0.004111	NA	NA	0.00226	0.004111	NA	NA	0.000719	NA	NA	0.0008225	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pseudophaeobacter"	"G"	11458	20	NA	NA	6	20	NA	2	2	NA	1	14	NA	NA	0.005139	NA	NA	0.00226	0.005139	NA	0.0008082	0.000719	NA	0.0003734	0.003838	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rhodobaca"	"G"	2623	21	NA	NA	6	21	NA	1	1	NA	NA	9	1	NA	0.005396	NA	NA	0.00226	0.005396	NA	0.0004041	0.0003595	NA	NA	0.002467	0.0004029	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Lutimaribacter"	"G"	2588	9	NA	NA	5	9	NA	NA	NA	NA	NA	5	1	NA	0.002313	NA	NA	0.001883	0.002313	NA	NA	NA	NA	NA	0.001371	0.0004029	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pelagibaca"	"G"	2608	38	NA	NA	5	38	NA	3	3	NA	2	19	2	NA	0.009764	NA	NA	0.001883	0.009764	NA	0.001212	0.001079	NA	0.0007469	0.005209	0.0008059	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Mameliella"	"G"	2589	13	NA	NA	5	13	NA	NA	1	NA	NA	2	1	NA	0.00334	NA	NA	0.001883	0.00334	NA	NA	0.0003595	NA	NA	0.0005483	0.0004029	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseicitreum"	"G"	2630	6	NA	NA	5	6	NA	NA	1	NA	1	4	NA	NA	0.001883	NA	NA	0.001883	0.001542	NA	NA	0.0003595	NA	0.0003734	0.001097	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Sediminimonas"	"G"	2649	24	NA	NA	5	10	NA	NA	4	NA	2	24	2	NA	0.00658	NA	NA	0.001883	0.002569	NA	NA	0.001438	NA	0.0007469	0.00658	0.0008059	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Nioella"	"G"	26170	11	NA	NA	4	11	NA	1	1	NA	1	3	NA	NA	0.002826	NA	NA	0.001506	0.002826	NA	0.0004041	0.0003595	NA	0.0003734	0.0008225	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Aestuariivita"	"G"	11444	20	NA	NA	4	20	NA	3	4	NA	NA	3	3	NA	0.005139	NA	NA	0.001506	0.005139	NA	0.001212	0.001438	NA	NA	0.0008225	0.001209	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pelagicola"	"G"	2609	4	NA	NA	4	4	NA	NA	3	NA	NA	4	NA	NA	0.001506	NA	NA	0.001506	0.001028	NA	NA	0.001079	NA	NA	0.001097	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rubribacterium"	"G"	2643	28	NA	NA	4	28	NA	1	2	NA	1	22	4	NA	0.007194	NA	NA	0.001506	0.007194	NA	0.0004041	0.000719	NA	0.0003734	0.006032	0.001612	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Oceanicella"	"G"	2600	15	NA	NA	4	15	NA	1	NA	NA	NA	1	2	NA	0.003854	NA	NA	0.001506	0.003854	NA	0.0004041	NA	NA	NA	0.0002742	0.0008059	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseibaca"	"G"	2627	15	NA	NA	3	15	NA	1	4	NA	1	6	NA	NA	0.003854	NA	NA	0.00113	0.003854	NA	0.0004041	0.001438	NA	0.0003734	0.001645	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Jannaschia"	"G"	2579	9	NA	NA	3	9	NA	NA	NA	NA	NA	5	NA	NA	0.002313	NA	NA	0.00113	0.002313	NA	NA	NA	NA	NA	0.001371	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Phaeobacter"	"G"	2611	9	NA	NA	3	9	NA	NA	1	NA	NA	NA	NA	NA	0.002313	NA	NA	0.00113	0.002313	NA	NA	0.0003595	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Dinoroseobacter"	"G"	2570	14	NA	NA	3	14	NA	NA	5	NA	NA	10	4	NA	0.003597	NA	NA	0.00113	0.003597	NA	NA	0.001798	NA	NA	0.002742	0.001612	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pacificibacter"	"G"	2604	7	NA	NA	2	7	NA	NA	1	NA	NA	2	NA	NA	0.001799	NA	NA	0.0007532	0.001799	NA	NA	0.0003595	NA	NA	0.0005483	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseicyclus"	"G"	2631	35	NA	NA	2	35	NA	1	4	NA	2	12	1	NA	0.008993	NA	NA	0.0007532	0.008993	NA	0.0004041	0.001438	NA	0.0007469	0.00329	0.0004029	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Citreicella"	"G"	2567	6	NA	NA	2	6	NA	NA	NA	NA	2	1	NA	NA	0.001542	NA	NA	0.0007532	0.001542	NA	NA	NA	NA	0.0007469	0.0002742	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Primorskyibacter"	"G"	2618	2	NA	NA	2	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0007532	NA	NA	0.0007532	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Sagittula"	"G"	2646	3	NA	NA	2	3	NA	NA	NA	NA	NA	NA	NA	NA	0.0007708	NA	NA	0.0007532	0.0007708	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Plastorhodobacter"	"G"	14535	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003766	NA	NA	0.0003766	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Hwanghaeicola"	"G"	2578	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003766	NA	NA	0.0003766	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Planktotalea"	"G"	2613	5	NA	NA	1	5	NA	1	1	NA	NA	4	NA	NA	0.001285	NA	NA	0.0003766	0.001285	NA	0.0004041	0.0003595	NA	NA	0.001097	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Hasllibacter"	"G"	2576	7	NA	NA	1	6	NA	NA	3	NA	NA	7	NA	NA	0.001919	NA	NA	0.0003766	0.001542	NA	NA	0.001079	NA	NA	0.001919	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Lentibacter"	"G"	2583	6	NA	NA	1	6	NA	NA	NA	NA	NA	5	NA	NA	0.001542	NA	NA	0.0003766	0.001542	NA	NA	NA	NA	NA	0.001371	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Jhaorihella"	"G"	11451	2	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA	NA	0.0005139	NA	NA	0.0003766	0.0005139	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Litoreibacter"	"G"	2584	1	NA	NA	1	1	NA	NA	NA	NA	NA	1	NA	NA	0.0003766	NA	NA	0.0003766	0.0002569	NA	NA	NA	NA	NA	0.0002742	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pontibaca"	"G"	2615	23	NA	NA	1	23	1	1	1	NA	NA	5	NA	NA	0.04212	NA	NA	0.0003766	0.00591	0.04212	0.0004041	0.0003595	NA	NA	0.001371	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pontivivens"	"G"	14536	2	NA	NA	1	1	NA	1	NA	NA	NA	2	NA	NA	0.0005483	NA	NA	0.0003766	0.0002569	NA	0.0004041	NA	NA	NA	0.0005483	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Marivivens"	"G"	26168	2	NA	NA	1	2	NA	NA	NA	NA	2	2	NA	NA	0.0007469	NA	NA	0.0003766	0.0005139	NA	NA	NA	NA	0.0007469	0.0005483	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Wenxinia"	"G"	2664	3	NA	NA	1	3	NA	NA	1	NA	NA	NA	2	NA	0.0008059	NA	NA	0.0003766	0.0007708	NA	NA	0.0003595	NA	NA	NA	0.0008059	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Seohaeicola"	"G"	2650	8	NA	NA	1	8	NA	1	NA	NA	NA	2	NA	NA	0.002056	NA	NA	0.0003766	0.002056	NA	0.0004041	NA	NA	NA	0.0005483	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Methylarcula"	"G"	2595	10	NA	NA	1	10	NA	5	1	NA	1	9	NA	NA	0.002569	NA	NA	0.0003766	0.002569	NA	0.002021	0.0003595	NA	0.0003734	0.002467	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Antarctobacter"	"G"	2563	4	NA	NA	1	4	NA	NA	NA	NA	NA	4	1	NA	0.001097	NA	NA	0.0003766	0.001028	NA	NA	NA	NA	NA	0.001097	0.0004029	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Oceanicola"	"G"	2601	3	NA	NA	1	3	NA	NA	NA	NA	NA	1	NA	NA	0.0007708	NA	NA	0.0003766	0.0007708	NA	NA	NA	NA	NA	0.0002742	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Oceaniovalibus"	"G"	2602	3	NA	NA	1	3	NA	NA	NA	NA	NA	2	NA	NA	0.0007708	NA	NA	0.0003766	0.0007708	NA	NA	NA	NA	NA	0.0005483	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Phyllobacterium"	"G"	26118	140	NA	NA	32	140	NA	5	16	NA	11	49	7	NA	0.03597	NA	NA	0.01205	0.03597	NA	0.002021	0.005752	NA	0.004108	0.01343	0.002821	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Shinella"	"G"	2529	64	NA	NA	15	64	NA	2	9	NA	5	40	1	1	0.1776	NA	NA	0.005649	0.01644	NA	0.0008082	0.003236	NA	0.001867	0.01097	0.0004029	0.1776	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Bartonella"	"G"	26096	39	NA	NA	10	39	NA	3	5	1	5	20	3	NA	0.01002	NA	NA	0.003766	0.01002	NA	0.001212	0.001798	0.000248	0.001867	0.005483	0.001209	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Aurantimonas"	"G"	26094	25	NA	NA	9	25	NA	1	1	NA	NA	8	NA	NA	0.006424	NA	NA	0.003389	0.006424	NA	0.0004041	0.0003595	NA	NA	0.002193	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Pseudochrobactrum"	"G"	26121	56	NA	NA	9	56	NA	2	12	NA	5	15	1	NA	0.01439	NA	NA	0.003389	0.01439	NA	0.0008082	0.004314	NA	0.001867	0.004112	0.0004029	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Falsochrobactrum"	"G"	26106	22	NA	NA	6	22	NA	1	NA	1	NA	5	2	NA	0.005653	NA	NA	0.00226	0.005653	NA	0.0004041	NA	0.000248	NA	0.001371	0.0008059	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Neorhizobium"	"G"	11436	17	NA	NA	5	17	NA	1	1	NA	2	8	1	NA	0.004368	NA	NA	0.001883	0.004368	NA	0.0004041	0.0003595	NA	0.0007469	0.002193	0.0004029	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Pseudaminobacter"	"G"	26120	26	NA	NA	5	26	NA	NA	3	NA	NA	6	2	NA	0.006681	NA	NA	0.001883	0.006681	NA	NA	0.001079	NA	NA	0.001645	0.0008059	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Cohaesibacter"	"G"	26103	32	NA	NA	5	32	NA	NA	3	NA	1	13	1	NA	0.008222	NA	NA	0.001883	0.008222	NA	NA	0.001079	NA	0.0003734	0.003564	0.0004029	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Hoeflea"	"G"	26108	26	NA	NA	4	26	NA	2	2	NA	3	12	2	NA	0.006681	NA	NA	0.001506	0.006681	NA	0.0008082	0.000719	NA	0.00112	0.00329	0.0008059	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Brucella"	"G"	26097	9	NA	NA	3	9	NA	NA	NA	NA	NA	9	NA	NA	0.002467	NA	NA	0.00113	0.002313	NA	NA	NA	NA	NA	0.002467	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Chelativorans"	"G"	26101	14	NA	NA	3	14	NA	1	1	NA	NA	2	NA	NA	0.003597	NA	NA	0.00113	0.003597	NA	0.0004041	0.0003595	NA	NA	0.0005483	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Martelella"	"G"	26111	6	NA	NA	2	6	NA	NA	NA	NA	NA	2	NA	NA	0.001542	NA	NA	0.0007532	0.001542	NA	NA	NA	NA	NA	0.0005483	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Candidatus Hodgkinia"	"G"	26098	14	NA	NA	2	14	NA	1	1	NA	1	7	2	NA	0.003597	NA	NA	0.0007532	0.003597	NA	0.0004041	0.0003595	NA	0.0003734	0.001919	0.0008059	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Paramesorhizobium"	"G"	14522	6	NA	NA	2	6	NA	1	NA	NA	NA	1	NA	NA	0.001542	NA	NA	0.0007532	0.001542	NA	0.0004041	NA	NA	NA	0.0002742	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Ahrensia"	"G"	26089	6	NA	NA	1	6	NA	NA	2	NA	1	NA	1	NA	0.001542	NA	NA	0.0003766	0.001542	NA	NA	0.000719	NA	0.0003734	NA	0.0004029	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Corticibacterium"	"G"	26104	1	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003766	NA	NA	0.0003766	NA	NA	NA	0.0003595	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Tianweitania"	"G"	26125	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003766	NA	NA	0.0003766	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Roseitalea"	"G"	26124	8	NA	NA	1	8	NA	1	1	NA	NA	NA	NA	NA	0.002056	NA	NA	0.0003766	0.002056	NA	0.0004041	0.0003595	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Pseudorhizobium"	"G"	26123	7	NA	NA	1	7	NA	NA	1	NA	NA	NA	1	NA	0.001799	NA	NA	0.0003766	0.001799	NA	NA	0.0003595	NA	NA	NA	0.0004029	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Pseudohoeflea"	"G"	26122	6	NA	NA	1	6	NA	NA	NA	NA	NA	3	NA	NA	0.001542	NA	NA	0.0003766	0.001542	NA	NA	NA	NA	NA	0.0008225	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
