"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_april_BC01.cladeReads"	"kraken2_16s_k21_classification_april_BC02.cladeReads"	"kraken2_16s_k21_classification_april_BC03.cladeReads"	"kraken2_16s_k21_classification_april_BC04.cladeReads"	"kraken2_16s_k21_classification_april_BC05.cladeReads"	"kraken2_16s_k21_classification_april_BC06.cladeReads"	"kraken2_16s_k21_classification_april_BC07.cladeReads"	"kraken2_16s_k21_classification_april_BC08.cladeReads"	"kraken2_16s_k21_classification_april_BC09.cladeReads"	"kraken2_16s_k21_classification_april_BC10.cladeReads"	"kraken2_16s_k21_classification_april_BC11.cladeReads"	"kraken2_16s_k21_classification_april_BC12.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_april_BC01.cladeReads.."	"kraken2_16s_k21_classification_april_BC02.cladeReads.."	"kraken2_16s_k21_classification_april_BC03.cladeReads.."	"kraken2_16s_k21_classification_april_BC04.cladeReads.."	"kraken2_16s_k21_classification_april_BC05.cladeReads.."	"kraken2_16s_k21_classification_april_BC06.cladeReads.."	"kraken2_16s_k21_classification_april_BC07.cladeReads.."	"kraken2_16s_k21_classification_april_BC08.cladeReads.."	"kraken2_16s_k21_classification_april_BC09.cladeReads.."	"kraken2_16s_k21_classification_april_BC10.cladeReads.."	"kraken2_16s_k21_classification_april_BC11.cladeReads.."	"kraken2_16s_k21_classification_april_BC12.cladeReads.."	"lineage"
"Desulfuromusa"	"G"	3191	5	NA	NA	2	5	NA	NA	NA	NA	NA	4	NA	NA	0.001435	NA	NA	0.0008409	0.001435	NA	NA	NA	NA	NA	0.00125	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae"
"uncultured"	"G"	3175	5	NA	NA	5	5	NA	1	1	NA	2	1	1	NA	0.002102	NA	NA	0.002102	0.001435	NA	0.0004333	0.0003972	NA	0.0008048	0.0003125	0.0004392	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae"
"Halodesulfovibrio"	"G"	26278	2	NA	NA	1	1	NA	NA	2	NA	NA	1	NA	NA	0.0007944	NA	NA	0.0004204	0.000287	NA	NA	0.0007944	NA	NA	0.0003125	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae"
"Desulfohalobiaceae"	"F"	3157	8	NA	NA	3	8	NA	1	4	NA	NA	1	2	NA	0.002296	NA	NA	0.001261	0.002296	NA	0.0004333	0.001589	NA	NA	0.0003125	0.0008785	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales"
"Desulfovermiculus"	"G"	3163	6	NA	NA	3	6	NA	1	4	NA	NA	1	2	NA	0.001722	NA	NA	0.001261	0.001722	NA	0.0004333	0.001589	NA	NA	0.0003125	0.0008785	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales>Desulfohalobiaceae"
"Desulfomicrobiaceae"	"F"	3165	5	NA	NA	1	5	NA	2	NA	NA	2	1	2	NA	0.001435	NA	NA	0.0004204	0.001435	NA	0.0008666	NA	NA	0.0008048	0.0003125	0.0008785	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales"
"Desulfomicrobium"	"G"	3166	5	NA	NA	1	5	NA	1	NA	NA	2	1	2	NA	0.001435	NA	NA	0.0004204	0.001435	NA	0.0004333	NA	NA	0.0008048	0.0003125	0.0008785	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales>Desulfomicrobiaceae"
"RCP2-54"	"O"	26288	38	NA	NA	17	38	NA	5	2	NA	1	18	1	NA	0.01091	NA	NA	0.007147	0.01091	NA	0.002167	0.0007944	NA	0.0004024	0.005624	0.0004392	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"MBNT15"	"O"	26280	121	NA	NA	14	121	NA	10	8	NA	NA	57	1	NA	0.03473	NA	NA	0.005886	0.03473	NA	0.004333	0.003178	NA	NA	0.01781	0.0004392	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Unknown Family"	"F"	26270	3	NA	NA	1	2	NA	NA	NA	NA	NA	3	NA	NA	0.0009374	NA	NA	0.0004204	0.0005741	NA	NA	NA	NA	NA	0.0009374	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Deltaproteobacteria&nbsp;Incertae&nbsp;Sedis"
"Deferrisoma"	"G"	26271	3	NA	NA	1	2	NA	NA	NA	NA	NA	3	NA	NA	0.0009374	NA	NA	0.0004204	0.0005741	NA	NA	NA	NA	NA	0.0009374	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Deltaproteobacteria&nbsp;Incertae&nbsp;Sedis>Unknown&nbsp;Family"
"NKB15"	"O"	26283	7	NA	NA	1	7	NA	NA	NA	NA	NA	1	2	NA	0.002009	NA	NA	0.0004204	0.002009	NA	NA	NA	NA	NA	0.0003125	0.0008785	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Rs-K70 termite group"	"O"	3246	1	NA	NA	1	1	NA	NA	1	NA	NA	NA	NA	NA	0.0004204	NA	NA	0.0004204	0.000287	NA	NA	0.0003972	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Zetaproteobacteria"	"C"	3845	4	NA	NA	1	4	NA	NA	NA	1	1	1	2	NA	0.001148	NA	NA	0.0004204	0.001148	NA	NA	NA	0.0002529	0.0004024	0.0003125	0.0008785	NA	"Bacteria>Proteobacteria"
"Mariprofundales"	"O"	3846	4	NA	NA	1	4	NA	NA	NA	1	1	1	2	NA	0.001148	NA	NA	0.0004204	0.001148	NA	NA	NA	0.0002529	0.0004024	0.0003125	0.0008785	NA	"Bacteria>Proteobacteria>Zetaproteobacteria"
"Mariprofundaceae"	"F"	3847	4	NA	NA	1	4	NA	NA	NA	1	1	1	2	NA	0.001148	NA	NA	0.0004204	0.001148	NA	NA	NA	0.0002529	0.0004024	0.0003125	0.0008785	NA	"Bacteria>Proteobacteria>Zetaproteobacteria>Mariprofundales"
"Mariprofundus"	"G"	3848	4	NA	NA	1	4	NA	NA	NA	1	1	1	2	NA	0.001148	NA	NA	0.0004204	0.001148	NA	NA	NA	0.0002529	0.0004024	0.0003125	0.0008785	NA	"Bacteria>Proteobacteria>Zetaproteobacteria>Mariprofundales>Mariprofundaceae"
"Fibrella"	"G"	24799	22	NA	NA	5	7	NA	9	6	NA	22	2	13	NA	0.008852	NA	NA	0.002102	0.002009	NA	0.0039	0.002383	NA	0.008852	0.0006249	0.00571	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Persicitalea"	"G"	24808	6	NA	NA	4	2	NA	1	NA	NA	6	NA	5	NA	0.002414	NA	NA	0.001682	0.0005741	NA	0.0004333	NA	NA	0.002414	NA	0.002196	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Rudanella"	"G"	24811	2	NA	NA	2	1	NA	NA	2	NA	1	NA	1	NA	0.0008409	NA	NA	0.0008409	0.000287	NA	NA	0.0007944	NA	0.0004024	NA	0.0004392	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Fluviimonas"	"G"	24802	5	NA	NA	1	NA	NA	5	1	NA	1	2	4	NA	0.002167	NA	NA	0.0004204	NA	NA	0.002167	0.0003972	NA	0.0004024	0.0006249	0.001757	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Mariniradius"	"G"	24745	7	NA	NA	4	1	NA	2	1	NA	7	NA	4	NA	0.002817	NA	NA	0.001682	0.000287	NA	0.0008666	0.0003972	NA	0.002817	NA	0.001757	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Tunicatimonas"	"G"	24759	10	NA	NA	3	5	NA	7	8	NA	7	2	10	NA	0.004392	NA	NA	0.001261	0.001435	NA	0.003033	0.003178	NA	0.002817	0.0006249	0.004392	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Imperialibacter"	"G"	24741	2	NA	NA	2	1	NA	2	2	NA	2	NA	2	NA	0.0008785	NA	NA	0.0008409	0.000287	NA	0.0008666	0.0007944	NA	0.0008048	NA	0.0008785	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Cesiribacter"	"G"	24733	1	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0004204	NA	NA	0.0004204	NA	NA	NA	0.0003972	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Roseivirga"	"G"	24757	3	NA	NA	1	NA	NA	NA	2	NA	3	2	NA	NA	0.001207	NA	NA	0.0004204	NA	NA	NA	0.0007944	NA	0.001207	0.0006249	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Mongoliitalea"	"G"	24750	4	NA	NA	1	2	NA	2	3	NA	4	NA	1	NA	0.00161	NA	NA	0.0004204	0.0005741	NA	0.0008666	0.001192	NA	0.00161	NA	0.0004392	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Siphonobacter"	"G"	24791	8	NA	NA	8	3	NA	1	3	NA	8	4	8	NA	0.003514	NA	NA	0.003363	0.0008611	NA	0.0004333	0.001192	NA	0.003219	0.00125	0.003514	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"Microscilla"	"G"	24787	13	NA	NA	7	4	NA	3	6	NA	11	4	13	NA	0.00571	NA	NA	0.002943	0.001148	NA	0.0013	0.002383	NA	0.004426	0.00125	0.00571	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"Ohtaekwangia"	"G"	24790	8	NA	NA	5	4	NA	8	4	NA	6	3	4	NA	0.003467	NA	NA	0.002102	0.001148	NA	0.003467	0.001589	NA	0.002414	0.0009374	0.001757	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"Mooreia"	"G"	24788	4	NA	NA	1	1	NA	1	2	NA	4	1	4	NA	0.001757	NA	NA	0.0004204	0.000287	NA	0.0004333	0.0007944	NA	0.00161	0.0003125	0.001757	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"Flexibacter"	"G"	24786	2	NA	NA	1	2	NA	1	NA	NA	NA	1	1	NA	0.0005741	NA	NA	0.0004204	0.0005741	NA	0.0004333	NA	NA	NA	0.0003125	0.0004392	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"uncultured"	"G"	24719	22	NA	NA	10	10	NA	17	18	NA	22	8	21	NA	0.009224	NA	NA	0.004204	0.00287	NA	0.007366	0.00715	NA	0.008852	0.0025	0.009224	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Amoebophilaceae"
"Sporocytophaga"	"G"	24764	32	NA	NA	6	12	NA	8	12	NA	32	18	19	NA	0.01288	NA	NA	0.002523	0.003444	NA	0.003467	0.004767	NA	0.01288	0.005624	0.008346	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cytophagaceae"
"Rhodocytophaga"	"G"	24763	8	NA	NA	3	2	NA	7	4	NA	8	4	5	NA	0.003219	NA	NA	0.001261	0.0005741	NA	0.003033	0.001589	NA	0.003219	0.00125	0.002196	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cytophagaceae"
"Perexilibacter"	"G"	24772	11	NA	NA	2	2	NA	2	3	1	8	1	11	NA	0.004832	NA	NA	0.0008409	0.0005741	NA	0.0008666	0.001192	0.0002529	0.003219	0.0003125	0.004832	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Flammeovirgaceae"
"Flexithrix"	"G"	24769	2	NA	NA	2	NA	NA	1	NA	NA	2	NA	NA	NA	0.0008409	NA	NA	0.0008409	NA	NA	0.0004333	NA	NA	0.0008048	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Flammeovirgaceae"
"uncultured"	"G"	24775	3	NA	NA	1	NA	NA	1	1	NA	2	1	3	NA	0.001318	NA	NA	0.0004204	NA	NA	0.0004333	0.0003972	NA	0.0008048	0.0003125	0.001318	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Flammeovirgaceae"
"Limibacter"	"G"	24770	1	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0004204	NA	NA	0.0004204	NA	NA	NA	NA	NA	0.0004024	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Flammeovirgaceae"
"uncultured"	"F"	24818	3	NA	NA	1	NA	NA	2	NA	NA	NA	NA	3	NA	0.001318	NA	NA	0.0004204	NA	NA	0.0008666	NA	NA	NA	NA	0.001318	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"uncultured"	"G"	25033	16	NA	NA	9	9	NA	16	7	NA	6	5	11	NA	0.006933	NA	NA	0.003784	0.002583	NA	0.006933	0.002781	NA	0.002414	0.001562	0.004832	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Pelobium"	"G"	25028	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004204	NA	NA	0.0004204	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Anseongella"	"G"	25021	4	NA	NA	1	3	NA	4	2	NA	3	NA	2	NA	0.001733	NA	NA	0.0004204	0.0008611	NA	0.001733	0.0007944	NA	0.001207	NA	0.0008785	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"S15A-MN91"	"F"	25017	14	NA	NA	9	8	NA	7	9	NA	9	3	14	NA	0.006149	NA	NA	0.003784	0.002296	NA	0.003033	0.003575	NA	0.003621	0.0009374	0.006149	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"ST-12K33"	"F"	25019	3	NA	NA	3	2	NA	1	2	NA	2	NA	2	NA	0.001261	NA	NA	0.001261	0.0005741	NA	0.0004333	0.0007944	NA	0.0008048	NA	0.0008785	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"KD3-93"	"F"	25011	12	NA	NA	3	5	NA	8	5	1	12	5	6	NA	0.004829	NA	NA	0.001261	0.001435	NA	0.003467	0.001986	0.0002529	0.004829	0.001562	0.002635	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"GWF2-29-10"	"F"	25009	6	NA	NA	2	2	1	4	1	NA	6	2	1	NA	0.04606	NA	NA	0.0008409	0.0005741	0.04606	0.001733	0.0003972	NA	0.002414	0.0006249	0.0004392	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Z4MB62"	"F"	25034	1	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004333	NA	NA	0.0004204	NA	NA	0.0004333	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"CWT CU03-E12"	"F"	25006	2	NA	NA	1	NA	NA	NA	NA	NA	2	1	1	NA	0.0008048	NA	NA	0.0004204	NA	NA	NA	NA	NA	0.0008048	0.0003125	0.0004392	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"SBYC-2600"	"F"	25018	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004204	NA	NA	0.0004204	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Saprospira"	"G"	24711	6	NA	NA	3	3	NA	2	1	NA	5	NA	6	NA	0.002635	NA	NA	0.001261	0.0008611	NA	0.0008666	0.0003972	NA	0.002012	NA	0.002635	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Saprospiraceae"
"Rubidimonas"	"G"	24710	3	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001261	NA	NA	0.001261	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Saprospiraceae"
"Portibacter"	"G"	24709	3	NA	NA	3	1	NA	2	1	NA	NA	1	1	NA	0.001261	NA	NA	0.001261	0.000287	NA	0.0008666	0.0003972	NA	NA	0.0003125	0.0004392	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Saprospiraceae"
"Membranicola"	"G"	24706	2	NA	NA	2	1	NA	NA	NA	NA	2	NA	NA	NA	0.0008409	NA	NA	0.0008409	0.000287	NA	NA	NA	NA	0.0008048	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Saprospiraceae"
"Aureispira"	"G"	24702	5	NA	NA	1	NA	NA	5	1	NA	2	NA	2	NA	0.002167	NA	NA	0.0004204	NA	NA	0.002167	0.0003972	NA	0.0008048	NA	0.0008785	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Saprospiraceae"
"Niastella"	"G"	24687	22	NA	NA	22	2	NA	10	8	NA	7	7	7	NA	0.00925	NA	NA	0.00925	0.0005741	NA	0.004333	0.003178	NA	0.002817	0.002187	0.003075	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Flavihumibacter"	"G"	24678	19	NA	NA	19	9	NA	17	4	NA	1	14	4	NA	0.007988	NA	NA	0.007988	0.002583	NA	0.007366	0.001589	NA	0.0004024	0.004375	0.001757	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Lacibacter"	"G"	24685	13	NA	NA	13	5	NA	4	8	NA	3	3	3	NA	0.005466	NA	NA	0.005466	0.001435	NA	0.001733	0.003178	NA	0.001207	0.0009374	0.001318	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Filimonas"	"G"	24675	11	NA	NA	11	1	NA	4	1	NA	2	5	1	1	0.1887	NA	NA	0.004625	0.000287	NA	0.001733	0.0003972	NA	0.0008048	0.001562	0.0004392	0.1887	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Parasegetibacter"	"G"	24691	8	NA	NA	8	NA	NA	2	NA	NA	3	1	2	NA	0.003363	NA	NA	0.003363	NA	NA	0.0008666	NA	NA	0.001207	0.0003125	0.0008785	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Filobacterium"	"G"	24676	6	NA	NA	6	NA	NA	2	2	NA	1	1	NA	NA	0.002523	NA	NA	0.002523	NA	NA	0.0008666	0.0007944	NA	0.0004024	0.0003125	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Parasediminibacterium"	"G"	24690	5	NA	NA	5	NA	NA	1	NA	NA	NA	1	1	NA	0.002102	NA	NA	0.002102	NA	NA	0.0004333	NA	NA	NA	0.0003125	0.0004392	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Heliimonas"	"G"	24682	5	NA	NA	5	4	NA	NA	2	NA	NA	NA	2	NA	0.002102	NA	NA	0.002102	0.001148	NA	NA	0.0007944	NA	NA	NA	0.0008785	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"UTBCD1"	"G"	24698	6	NA	NA	5	1	NA	6	1	NA	2	NA	NA	NA	0.0026	NA	NA	0.002102	0.000287	NA	0.0026	0.0003972	NA	0.0008048	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Pseudoflavitalea"	"G"	24692	4	NA	NA	4	1	NA	2	NA	NA	NA	1	4	NA	0.001757	NA	NA	0.001682	0.000287	NA	0.0008666	NA	NA	NA	0.0003125	0.001757	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Flaviaesturariibacter"	"G"	24677	3	NA	NA	3	2	NA	NA	NA	NA	NA	1	NA	NA	0.001261	NA	NA	0.001261	0.0005741	NA	NA	NA	NA	NA	0.0003125	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Asinibacterium"	"G"	24669	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004204	NA	NA	0.0004204	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Arachidicoccus"	"G"	24668	2	NA	NA	1	NA	NA	1	2	NA	1	NA	1	NA	0.0007944	NA	NA	0.0004204	NA	NA	0.0004333	0.0007944	NA	0.0004024	NA	0.0004392	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Parafilimonas"	"G"	24689	2	NA	NA	1	NA	NA	NA	NA	NA	NA	2	1	NA	0.0006249	NA	NA	0.0004204	NA	NA	NA	NA	NA	NA	0.0006249	0.0004392	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Hydrotalea"	"G"	24684	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	1	NA	0.0004392	NA	NA	0.0004204	0.000287	NA	NA	NA	NA	NA	NA	0.0004392	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Psychroserpens"	"G"	24941	16	NA	NA	11	7	NA	14	8	NA	16	4	10	NA	0.006438	NA	NA	0.004625	0.002009	NA	0.006066	0.003178	NA	0.006438	0.00125	0.004392	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Aquibacter"	"G"	24849	19	NA	NA	11	2	NA	13	12	NA	15	12	19	1	0.1887	NA	NA	0.004625	0.0005741	NA	0.005633	0.004767	NA	0.006036	0.00375	0.008346	0.1887	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Actibacter"	"G"	24842	7	NA	NA	7	3	NA	2	5	NA	1	2	NA	NA	0.002943	NA	NA	0.002943	0.0008611	NA	0.0008666	0.001986	NA	0.0004024	0.0006249	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Winogradskyella"	"G"	24968	17	NA	NA	6	5	NA	11	13	NA	17	7	12	NA	0.006841	NA	NA	0.002523	0.001435	NA	0.004767	0.005164	NA	0.006841	0.002187	0.005271	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Nonlabens"	"G"	24927	4	NA	NA	4	2	NA	3	NA	NA	1	2	3	NA	0.001682	NA	NA	0.001682	0.0005741	NA	0.0013	NA	NA	0.0004024	0.0006249	0.001318	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Arenibacter"	"G"	24852	4	NA	NA	4	3	NA	2	3	NA	2	1	1	NA	0.001682	NA	NA	0.001682	0.0008611	NA	0.0008666	0.001192	NA	0.0008048	0.0003125	0.0004392	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Ulvibacter"	"G"	24965	9	NA	NA	3	3	NA	3	5	NA	9	NA	5	NA	0.003621	NA	NA	0.001261	0.0008611	NA	0.0013	0.001986	NA	0.003621	NA	0.002196	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Aquimarina"	"G"	24850	3	NA	NA	3	1	NA	2	NA	NA	1	NA	3	NA	0.001318	NA	NA	0.001261	0.000287	NA	0.0008666	NA	NA	0.0004024	NA	0.001318	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"NS3a marine group"	"G"	24923	7	NA	NA	3	2	NA	1	2	NA	2	2	7	NA	0.003075	NA	NA	0.001261	0.0005741	NA	0.0004333	0.0007944	NA	0.0008048	0.0006249	0.003075	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Maritimimonas"	"G"	24914	9	NA	NA	3	5	NA	6	4	NA	9	1	7	NA	0.003621	NA	NA	0.001261	0.001435	NA	0.0026	0.001589	NA	0.003621	0.0003125	0.003075	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Maribacter"	"G"	24912	7	NA	NA	3	3	NA	6	6	1	6	2	7	NA	0.003075	NA	NA	0.001261	0.0008611	NA	0.0026	0.002383	0.0002529	0.002414	0.0006249	0.003075	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Gillisia"	"G"	24890	9	NA	NA	3	2	NA	6	5	NA	9	1	7	NA	0.003621	NA	NA	0.001261	0.0005741	NA	0.0026	0.001986	NA	0.003621	0.0003125	0.003075	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Olleya"	"G"	24928	6	NA	NA	3	3	NA	4	NA	NA	6	3	2	NA	0.002414	NA	NA	0.001261	0.0008611	NA	0.001733	NA	NA	0.002414	0.0009374	0.0008785	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Polaribacter 4"	"G"	24935	5	NA	NA	2	NA	NA	4	NA	NA	5	2	3	NA	0.002012	NA	NA	0.0008409	NA	NA	0.001733	NA	NA	0.002012	0.0006249	0.001318	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Polaribacter"	"G"	24931	7	NA	NA	2	5	NA	5	6	NA	7	3	6	NA	0.002817	NA	NA	0.0008409	0.001435	NA	0.002167	0.002383	NA	0.002817	0.0009374	0.002635	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Xanthomarina"	"G"	24969	7	NA	NA	2	2	NA	7	3	NA	7	4	5	NA	0.003033	NA	NA	0.0008409	0.0005741	NA	0.003033	0.001192	NA	0.002817	0.00125	0.002196	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Flavicella"	"G"	24876	3	NA	NA	2	2	NA	2	3	NA	3	1	1	NA	0.001207	NA	NA	0.0008409	0.0005741	NA	0.0008666	0.001192	NA	0.001207	0.0003125	0.0004392	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Salegentibacter"	"G"	24946	6	NA	NA	2	1	NA	3	NA	NA	2	1	6	NA	0.002635	NA	NA	0.0008409	0.000287	NA	0.0013	NA	NA	0.0008048	0.0003125	0.002635	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Arcticiflavibacter"	"G"	24851	7	NA	NA	1	1	NA	2	5	NA	5	3	7	NA	0.003075	NA	NA	0.0004204	0.000287	NA	0.0008666	0.001986	NA	0.002012	0.0009374	0.003075	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Algibacter"	"G"	24846	8	NA	NA	1	3	NA	4	8	NA	7	2	7	NA	0.003178	NA	NA	0.0004204	0.0008611	NA	0.001733	0.003178	NA	0.002817	0.0006249	0.003075	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
