"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_august_BC01.cladeReads"	"kraken2_16s_classification_august_BC02.cladeReads"	"kraken2_16s_classification_august_BC03.cladeReads"	"kraken2_16s_classification_august_BC04.cladeReads"	"kraken2_16s_classification_august_BC05.cladeReads"	"kraken2_16s_classification_august_BC06.cladeReads"	"kraken2_16s_classification_august_BC07.cladeReads"	"kraken2_16s_classification_august_BC08.cladeReads"	"kraken2_16s_classification_august_BC09.cladeReads"	"kraken2_16s_classification_august_BC10.cladeReads"	"kraken2_16s_classification_august_BC11.cladeReads"	"kraken2_16s_classification_august_BC12.cladeReads"	"Max.1"	"kraken2_16s_classification_august_BC01.cladeReads.."	"kraken2_16s_classification_august_BC02.cladeReads.."	"kraken2_16s_classification_august_BC03.cladeReads.."	"kraken2_16s_classification_august_BC04.cladeReads.."	"kraken2_16s_classification_august_BC05.cladeReads.."	"kraken2_16s_classification_august_BC06.cladeReads.."	"kraken2_16s_classification_august_BC07.cladeReads.."	"kraken2_16s_classification_august_BC08.cladeReads.."	"kraken2_16s_classification_august_BC09.cladeReads.."	"kraken2_16s_classification_august_BC10.cladeReads.."	"kraken2_16s_classification_august_BC11.cladeReads.."	"kraken2_16s_classification_august_BC12.cladeReads.."	"lineage"
"Schizothrix LEGE 07164"	"G"	25524	9	5	NA	NA	NA	8	4	9	NA	NA	NA	3	NA	0.001424	0.001424	NA	NA	NA	0.0008183	0.0004123	0.001114	NA	NA	NA	0.0003146	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Synechococcales>Synechococcales&nbsp;Incertae&nbsp;Sedis"
"Synechococcaceae"	"F"	25519	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Synechococcales"
"Microcystis NIES42"	"G"	25520	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Synechococcales>Synechococcaceae"
"Nostocales"	"O"	25273	269	68	30	1	NA	161	188	269	5	NA	6	68	2	0.1143	0.01937	0.05623	0.1143	NA	0.01647	0.01938	0.0333	0.0002832	NA	0.00388	0.007131	0.004022	"Bacteria>Cyanobacteria>Oxyphotobacteria"
"Phormidiaceae"	"F"	25433	25	19	21	NA	NA	18	10	25	NA	NA	NA	10	NA	0.03936	0.005412	0.03936	NA	NA	0.001841	0.001031	0.003095	NA	NA	NA	0.001049	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"Tychonema CCAP 1459-11B"	"G"	25443	14	11	14	NA	NA	10	2	2	NA	NA	NA	NA	NA	0.02624	0.003133	0.02624	NA	NA	0.001023	0.0002061	0.0002476	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Phormidiaceae"
"Trichodesmium IMS101"	"G"	25442	3	3	2	NA	NA	NA	1	2	NA	NA	NA	2	NA	0.003749	0.0008544	0.003749	NA	NA	NA	0.0001031	0.0002476	NA	NA	NA	0.0002097	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Phormidiaceae"
"uncultured"	"G"	25444	1	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.001874	0.0002848	0.001874	NA	NA	NA	NA	0.0001238	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Phormidiaceae"
"Xenococcaceae"	"F"	25451	68	17	NA	NA	NA	41	22	68	NA	NA	NA	18	NA	0.008418	0.004842	NA	NA	NA	0.004194	0.002267	0.008418	NA	NA	NA	0.001888	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"Pleurocapsa PCC-7319"	"G"	25456	62	14	NA	NA	NA	24	11	62	NA	NA	NA	16	NA	0.007675	0.003987	NA	NA	NA	0.002455	0.001134	0.007675	NA	NA	NA	0.001678	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Xenococcaceae"
"Xenococcus CRM"	"G"	25458	2	2	NA	NA	NA	1	NA	2	NA	NA	NA	NA	NA	0.0005696	0.0005696	NA	NA	NA	0.0001023	NA	0.0002476	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Xenococcaceae"
"Xenococcus PCC-7305"	"G"	25459	3	1	NA	NA	NA	NA	3	2	NA	NA	NA	NA	NA	0.0003092	0.0002848	NA	NA	NA	NA	0.0003092	0.0002476	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Xenococcaceae"
"Nostocaceae"	"F"	25335	58	11	1	1	NA	32	31	58	1	NA	4	18	NA	0.1143	0.003133	0.001874	0.1143	NA	0.003273	0.003195	0.00718	5.663e-05	NA	0.002587	0.001888	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"Dolichospermum NIES41"	"G"	25366	2	2	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	0.0005696	0.0005696	NA	NA	NA	0.0001023	0.0001031	NA	NA	NA	NA	0.0001049	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Nostocaceae"
"Cylindrospermopsis CRJ1"	"G"	25358	2	1	NA	NA	NA	NA	2	2	NA	NA	NA	2	NA	0.0002848	0.0002848	NA	NA	NA	NA	0.0002061	0.0002476	NA	NA	NA	0.0002097	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Nostocaceae"
"Nostoc PCC-73102"	"G"	25384	3	1	NA	NA	NA	3	NA	1	NA	NA	NA	NA	NA	0.0003069	0.0002848	NA	NA	NA	0.0003069	NA	0.0001238	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Nostocaceae"
"Rivularia PCC-7116"	"G"	25391	2	1	NA	NA	NA	NA	1	2	NA	NA	NA	1	NA	0.0002848	0.0002848	NA	NA	NA	NA	0.0001031	0.0002476	NA	NA	NA	0.0001049	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Nostocaceae"
"Scytonema PCC-7110"	"G"	25392	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Nostocaceae"
"Aphanizomenon MDT14a"	"G"	25345	1	1	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.001874	0.0002848	0.001874	NA	NA	0.0001023	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Nostocaceae"
"Sphaerospermopsis BCCUSP55"	"G"	25397	1	1	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	0.0001031	0.0001238	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Nostocaceae"
"Fischerella PCC-9339"	"G"	25369	8	1	NA	NA	NA	8	2	1	NA	NA	NA	1	NA	0.0008183	0.0002848	NA	NA	NA	0.0008183	0.0002061	0.0001238	NA	NA	NA	0.0001049	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Nostocaceae"
"Tolypothrix PCC-7601"	"G"	25402	1	1	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	0.0001023	NA	0.0001238	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Nostocaceae"
"Chroococcidiopsaceae"	"F"	25276	60	5	3	NA	NA	12	60	48	NA	NA	NA	3	NA	0.006184	0.001424	0.005623	NA	NA	0.001227	0.006184	0.005942	NA	NA	NA	0.0003146	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"uncultured"	"G"	25286	23	3	2	NA	NA	8	23	5	NA	NA	NA	NA	NA	0.003749	0.0008544	0.003749	NA	NA	0.0008183	0.00237	0.0006189	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Chroococcidiopsaceae"
"Aliterella CENA595"	"G"	25277	33	2	NA	NA	NA	3	33	33	NA	NA	NA	NA	NA	0.004085	0.0005696	NA	NA	NA	0.0003069	0.003401	0.004085	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Chroococcidiopsaceae"
"Coleofasciculaceae"	"F"	25287	15	4	2	NA	NA	12	15	12	2	NA	NA	1	NA	0.003749	0.001139	0.003749	NA	NA	0.001227	0.001546	0.001485	0.0001133	NA	NA	0.0001049	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"Coleofasciculus PCC-7420"	"G"	25289	13	4	2	NA	NA	11	13	7	2	NA	NA	1	NA	0.003749	0.001139	0.003749	NA	NA	0.001125	0.00134	0.0008665	0.0001133	NA	NA	0.0001049	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Coleofasciculaceae"
"Paraspirulinaceae"	"F"	25422	6	3	NA	NA	NA	6	4	4	1	NA	NA	1	NA	0.0008544	0.0008544	NA	NA	NA	0.0006137	0.0004123	0.0004952	5.663e-05	NA	NA	0.0001049	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"ESFC-1"	"G"	25423	5	3	NA	NA	NA	5	1	2	1	NA	NA	NA	NA	0.0008544	0.0008544	NA	NA	NA	0.0005114	0.0001031	0.0002476	5.663e-05	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Paraspirulinaceae"
"Cyanobacteriaceae"	"F"	25300	13	2	1	NA	NA	6	1	13	NA	NA	1	1	NA	0.001874	0.0005696	0.001874	NA	NA	0.0006137	0.0001031	0.001609	NA	NA	0.0006467	0.0001049	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"Cyanobacterium PCC-7202"	"G"	25305	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	0.0001238	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Cyanobacteriaceae"
"Geminocystis PCC-6308"	"G"	25307	1	1	1	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001874	0.0002848	0.001874	NA	NA	0.0001023	NA	NA	NA	NA	NA	0.0001049	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Cyanobacteriaceae"
"Rubidibacteraceae"	"F"	25447	9	2	NA	NA	NA	8	9	NA	1	NA	NA	NA	NA	0.0009276	0.0005696	NA	NA	NA	0.0008183	0.0009276	NA	5.663e-05	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"Dactylococcopsis PCC-8305"	"G"	25448	8	2	NA	NA	NA	7	8	NA	1	NA	NA	NA	NA	0.0008245	0.0005696	NA	NA	NA	0.000716	0.0008245	NA	5.663e-05	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Rubidibacteraceae"
"Microcystaceae"	"F"	25317	15	1	NA	NA	NA	11	15	7	NA	NA	1	7	NA	0.001546	0.0002848	NA	NA	NA	0.001125	0.001546	0.0008665	NA	NA	0.0006467	0.000734	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"Oscillatoriaceae"	"F"	25415	9	1	NA	NA	NA	NA	4	9	NA	NA	NA	1	NA	0.001114	0.0002848	NA	NA	NA	NA	0.0004123	0.001114	NA	NA	NA	0.0001049	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"Oscillatoria PCC-6304"	"G"	25417	1	1	NA	NA	NA	NA	1	1	NA	NA	NA	1	NA	0.0002848	0.0002848	NA	NA	NA	NA	0.0001031	0.0001238	NA	NA	NA	0.0001049	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Oscillatoriaceae"
"Leptolyngbyales"	"O"	25243	21	6	NA	NA	NA	3	6	3	NA	NA	1	21	NA	0.002202	0.001709	NA	NA	NA	0.0003069	0.0006184	0.0003714	NA	NA	0.0006467	0.002202	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria"
"Leptolyngbyaceae"	"F"	25244	21	6	NA	NA	NA	3	6	3	NA	NA	1	21	NA	0.002202	0.001709	NA	NA	NA	0.0003069	0.0006184	0.0003714	NA	NA	0.0006467	0.002202	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Leptolyngbyales"
"uncultured"	"G"	25266	16	3	NA	NA	NA	1	3	NA	NA	NA	NA	16	NA	0.001678	0.0008544	NA	NA	NA	0.0001023	0.0003092	NA	NA	NA	NA	0.001678	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Leptolyngbyales>Leptolyngbyaceae"
"Leptolyngbya PCC-6306"	"G"	25256	2	1	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	0.0002061	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Leptolyngbyales>Leptolyngbyaceae"
"MIZ36"	"G"	25259	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Leptolyngbyales>Leptolyngbyaceae"
"Chamaesiphon PCC-7430"	"G"	25248	3	1	NA	NA	NA	2	NA	2	NA	NA	1	3	NA	0.0006467	0.0002848	NA	NA	NA	0.0002046	NA	0.0002476	NA	NA	0.0006467	0.0003146	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Leptolyngbyales>Leptolyngbyaceae"
"Phormidesmiales"	"O"	25483	5	3	NA	NA	NA	5	1	4	1	NA	1	1	NA	0.0008544	0.0008544	NA	NA	NA	0.0005114	0.0001031	0.0004952	5.663e-05	NA	0.0006467	0.0001049	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria"
"Phormidesmiaceae"	"F"	25492	2	2	NA	NA	NA	2	1	2	NA	NA	NA	NA	NA	0.0005696	0.0005696	NA	NA	NA	0.0002046	0.0001031	0.0002476	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Phormidesmiales"
"Phormidium MBIC10003"	"G"	25496	1	1	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	0.0001023	0.0001031	0.0001238	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Phormidesmiales>Phormidesmiaceae"
"uncultured"	"G"	25497	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Phormidesmiales>Phormidesmiaceae"
"Nodosilineaceae"	"F"	25484	3	1	NA	NA	NA	3	NA	2	1	NA	1	1	NA	0.0006467	0.0002848	NA	NA	NA	0.0003069	NA	0.0002476	5.663e-05	NA	0.0006467	0.0001049	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Phormidesmiales"
"Nodosilinea PCC-7104"	"G"	25490	2	1	NA	NA	NA	2	NA	NA	NA	NA	1	1	NA	0.0006467	0.0002848	NA	NA	NA	0.0002046	NA	NA	NA	NA	0.0006467	0.0001049	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Phormidesmiales>Nodosilineaceae"
"SepB-3"	"O"	25509	30	1	NA	NA	NA	10	3	6	NA	NA	2	30	NA	0.003146	0.0002848	NA	NA	NA	0.001023	0.0003092	0.0007427	NA	NA	0.001293	0.003146	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria"
"Oxyphotobacteria Incertae Sedis"	"O"	25462	30	1	NA	NA	NA	30	19	13	1	NA	5	18	1	0.003234	0.0002848	NA	NA	NA	0.003069	0.001958	0.001609	5.663e-05	NA	0.003234	0.001888	0.002011	"Bacteria>Cyanobacteria>Oxyphotobacteria"
"Unknown Family"	"F"	25463	30	1	NA	NA	NA	30	19	13	1	NA	5	18	1	0.003234	0.0002848	NA	NA	NA	0.003069	0.001958	0.001609	5.663e-05	NA	0.003234	0.001888	0.002011	"Bacteria>Cyanobacteria>Oxyphotobacteria>Oxyphotobacteria&nbsp;Incertae&nbsp;Sedis"
"uncultured"	"G"	25482	5	1	NA	NA	NA	5	3	5	1	NA	NA	1	1	0.002011	0.0002848	NA	NA	NA	0.0005114	0.0003092	0.0006189	5.663e-05	NA	NA	0.0001049	0.002011	"Bacteria>Cyanobacteria>Oxyphotobacteria>Oxyphotobacteria&nbsp;Incertae&nbsp;Sedis>Unknown&nbsp;Family"
"Pseudanabaenales"	"O"	25499	2	1	NA	NA	NA	2	1	NA	NA	NA	NA	NA	1	0.002011	0.0002848	NA	NA	NA	0.0002046	0.0001031	NA	NA	NA	NA	NA	0.002011	"Bacteria>Cyanobacteria>Oxyphotobacteria"
"Pseudanabaenaceae"	"F"	25500	2	1	NA	NA	NA	2	1	NA	NA	NA	NA	NA	1	0.002011	0.0002848	NA	NA	NA	0.0002046	0.0001031	NA	NA	NA	NA	NA	0.002011	"Bacteria>Cyanobacteria>Oxyphotobacteria>Pseudanabaenales"
"Melainabacteria"	"C"	1589	149	149	19	NA	2	117	115	133	2	NA	35	105	56	0.1458	0.04244	0.03561	NA	0.1458	0.01197	0.01185	0.01646	0.0001133	NA	0.02264	0.01101	0.1126	"Bacteria>Cyanobacteria"
"Gastranaerophilales"	"O"	1591	122	91	13	NA	2	92	94	122	1	NA	33	84	NA	0.1458	0.02592	0.02437	NA	0.1458	0.00941	0.009688	0.0151	5.663e-05	NA	0.02134	0.008808	NA	"Bacteria>Cyanobacteria>Melainabacteria"
"Obscuribacterales"	"O"	1592	56	31	5	NA	NA	11	3	NA	NA	NA	1	7	56	0.1126	0.008829	0.009372	NA	NA	0.001125	0.0003092	NA	NA	NA	0.0006467	0.000734	0.1126	"Bacteria>Cyanobacteria>Melainabacteria"
"Vampirovibrionales"	"O"	1593	23	23	NA	NA	NA	10	12	9	1	NA	1	10	NA	0.006551	0.006551	NA	NA	NA	0.001023	0.001237	0.001114	5.663e-05	NA	0.0006467	0.001049	NA	"Bacteria>Cyanobacteria>Melainabacteria"
"Caenarcaniphilales"	"O"	1590	6	4	1	NA	NA	4	6	2	NA	NA	NA	4	NA	0.001874	0.001139	0.001874	NA	NA	0.0004091	0.0006184	0.0002476	NA	NA	NA	0.0004195	NA	"Bacteria>Cyanobacteria>Melainabacteria"
"Sericytochromatia"	"C"	25536	88	38	2	NA	NA	32	46	88	2	NA	1	49	NA	0.01089	0.01082	0.003749	NA	NA	0.003273	0.004741	0.01089	0.0001133	NA	0.0006467	0.005138	NA	"Bacteria>Cyanobacteria"
"Actinobacteria"	"P"	400	30842	16213	2283	20	28	15905	13798	21699	401	15	9536	30842	1554	6.167	4.618	4.279	2.286	2.041	1.627	1.422	2.686	0.02271	1.799	6.167	3.234	3.125	"Bacteria"
"Actinobacteria"	"C"	419	30327	15034	2094	18	26	15129	13106	20263	353	14	9246	30327	1541	5.98	4.282	3.925	2.057	1.895	1.547	1.351	2.508	0.01999	1.679	5.98	3.18	3.099	"Bacteria>Actinobacteria"
"Frankiales"	"O"	475	8367	8367	1232	6	7	3527	2749	4252	51	2	1960	3778	110	2.383	2.383	2.309	0.6857	0.5102	0.3608	0.2833	0.5264	0.002888	0.2398	1.268	0.3962	0.2212	"Bacteria>Actinobacteria>Actinobacteria"
"Sporichthyaceae"	"F"	491	8054	8054	1178	6	7	3473	2710	4113	38	2	1928	3704	101	2.294	2.294	2.208	0.6857	0.5102	0.3552	0.2793	0.5091	0.002152	0.2398	1.247	0.3884	0.2031	"Bacteria>Actinobacteria>Actinobacteria>Frankiales"
"hgcI clade"	"G"	494	7153	7153	1049	5	6	3107	2421	3701	34	2	1812	3468	96	2.037	2.037	1.966	0.5714	0.4373	0.3178	0.2495	0.4581	0.001925	0.2398	1.172	0.3637	0.1931	"Bacteria>Actinobacteria>Actinobacteria>Frankiales>Sporichthyaceae"
"Candidatus Planktophila"	"G"	492	476	476	64	1	NA	214	162	259	1	NA	58	147	3	0.1356	0.1356	0.12	0.1143	NA	0.02189	0.0167	0.03206	5.663e-05	NA	0.03751	0.01541	0.006033	"Bacteria>Actinobacteria>Actinobacteria>Frankiales>Sporichthyaceae"
"uncultured"	"G"	495	12	12	1	NA	NA	2	4	3	NA	NA	NA	NA	NA	0.003418	0.003418	0.001874	NA	NA	0.0002046	0.0004123	0.0003714	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Frankiales>Sporichthyaceae"
"Sporichthya"	"G"	493	3	1	NA	NA	NA	1	2	3	NA	NA	3	2	NA	0.00194	0.0002848	NA	NA	NA	0.0001023	0.0002061	0.0003714	NA	NA	0.00194	0.0002097	NA	"Bacteria>Actinobacteria>Actinobacteria>Frankiales>Sporichthyaceae"
"Cryptosporangiaceae"	"F"	478	241	241	44	NA	NA	14	13	50	11	NA	8	26	6	0.08247	0.06864	0.08247	NA	NA	0.001432	0.00134	0.006189	0.0006229	NA	0.005174	0.002726	0.01207	"Bacteria>Actinobacteria>Actinobacteria>Frankiales"
"Fodinicola"	"G"	480	241	241	44	NA	NA	13	12	50	11	NA	8	26	6	0.08247	0.06864	0.08247	NA	NA	0.00133	0.001237	0.006189	0.0006229	NA	0.005174	0.002726	0.01207	"Bacteria>Actinobacteria>Actinobacteria>Frankiales>Cryptosporangiaceae"
"Geodermatophilaceae"	"F"	484	66	52	6	NA	NA	32	13	66	1	NA	16	28	2	0.01481	0.01481	0.01125	NA	NA	0.003273	0.00134	0.00817	5.663e-05	NA	0.01035	0.002936	0.004022	"Bacteria>Actinobacteria>Actinobacteria>Frankiales"
"Geodermatophilus"	"G"	486	54	40	4	NA	NA	19	7	54	NA	NA	13	14	1	0.01139	0.01139	0.007497	NA	NA	0.001943	0.0007214	0.006685	NA	NA	0.008408	0.001468	0.002011	"Bacteria>Actinobacteria>Actinobacteria>Frankiales>Geodermatophilaceae"
"Modestobacter"	"G"	487	8	8	2	NA	NA	8	1	7	NA	NA	2	8	1	0.003749	0.002279	0.003749	NA	NA	0.0008183	0.0001031	0.0008665	NA	NA	0.001293	0.0008389	0.002011	"Bacteria>Actinobacteria>Actinobacteria>Frankiales>Geodermatophilaceae"
"Blastococcus"	"G"	485	5	4	NA	NA	NA	3	5	3	1	NA	1	2	NA	0.001139	0.001139	NA	NA	NA	0.0003069	0.0005153	0.0003714	5.663e-05	NA	0.0006467	0.0002097	NA	"Bacteria>Actinobacteria>Actinobacteria>Frankiales>Geodermatophilaceae"
"Frankiaceae"	"F"	481	7	6	1	NA	NA	3	7	6	NA	NA	2	6	NA	0.001874	0.001709	0.001874	NA	NA	0.0003069	0.0007214	0.0007427	NA	NA	0.001293	0.0006292	NA	"Bacteria>Actinobacteria>Actinobacteria>Frankiales"
"Jatrophihabitans"	"G"	483	5	5	1	NA	NA	NA	1	2	NA	NA	1	3	NA	0.001874	0.001424	0.001874	NA	NA	NA	0.0001031	0.0002476	NA	NA	0.0006467	0.0003146	NA	"Bacteria>Actinobacteria>Actinobacteria>Frankiales>Frankiaceae"
"Frankia"	"G"	482	6	1	NA	NA	NA	3	6	4	NA	NA	1	3	NA	0.0006467	0.0002848	NA	NA	NA	0.0003069	0.0006184	0.0004952	NA	NA	0.0006467	0.0003146	NA	"Bacteria>Actinobacteria>Actinobacteria>Frankiales>Frankiaceae"
"Acidothermaceae"	"F"	476	5	2	NA	NA	NA	2	1	5	1	NA	2	1	1	0.002011	0.0005696	NA	NA	NA	0.0002046	0.0001031	0.0006189	5.663e-05	NA	0.001293	0.0001049	0.002011	"Bacteria>Actinobacteria>Actinobacteria>Frankiales"
"Acidothermus"	"G"	477	5	2	NA	NA	NA	2	1	5	1	NA	2	1	1	0.002011	0.0005696	NA	NA	NA	0.0002046	0.0001031	0.0006189	5.663e-05	NA	0.001293	0.0001049	0.002011	"Bacteria>Actinobacteria>Actinobacteria>Frankiales>Acidothermaceae"
"Nakamurellaceae"	"F"	489	4	2	NA	NA	NA	1	4	3	NA	NA	1	4	NA	0.0006467	0.0005696	NA	NA	NA	0.0001023	0.0004123	0.0003714	NA	NA	0.0006467	0.0004195	NA	"Bacteria>Actinobacteria>Actinobacteria>Frankiales"
"Nakamurella"	"G"	490	4	2	NA	NA	NA	1	4	3	NA	NA	1	4	NA	0.0006467	0.0005696	NA	NA	NA	0.0001023	0.0004123	0.0003714	NA	NA	0.0006467	0.0004195	NA	"Bacteria>Actinobacteria>Actinobacteria>Frankiales>Nakamurellaceae"
"uncultured"	"F"	496	4	1	NA	NA	NA	1	NA	2	NA	NA	2	4	NA	0.001293	0.0002848	NA	NA	NA	0.0001023	NA	0.0002476	NA	NA	0.001293	0.0004195	NA	"Bacteria>Actinobacteria>Actinobacteria>Frankiales"
"Micrococcales"	"O"	510	23834	4466	555	6	14	9969	8727	13864	177	11	6328	23834	1290	4.093	1.272	1.04	0.6857	1.02	1.02	0.8994	1.716	0.01002	1.319	4.093	2.499	2.594	"Bacteria>Actinobacteria>Actinobacteria"
"Microbacteriaceae"	"F"	580	22101	3559	412	5	12	9080	7894	12749	151	10	5824	22101	1203	3.767	1.014	0.7722	0.5714	0.8746	0.9287	0.8136	1.578	0.008551	1.199	3.767	2.318	2.419	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales"
"Rhodoluna"	"G"	24511	4166	908	100	2	NA	2376	1721	2649	23	2	1209	4166	275	0.7819	0.2586	0.1874	0.2286	NA	0.243	0.1774	0.3279	0.001303	0.2398	0.7819	0.4369	0.553	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Microbacterium"	"G"	616	5764	811	94	2	4	2055	1941	3092	49	4	1481	5764	298	0.9578	0.231	0.1762	0.2286	0.2915	0.2102	0.2	0.3828	0.002775	0.4796	0.9578	0.6044	0.5993	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Candidatus Aquiluna"	"G"	587	2688	355	45	NA	1	980	716	1241	15	1	687	2688	171	0.4443	0.1011	0.08434	NA	0.07289	0.1002	0.07379	0.1536	0.0008495	0.1199	0.4443	0.2819	0.3439	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Candidatus Planktoluna"	"G"	590	533	241	27	NA	NA	419	299	410	5	NA	173	533	20	0.1119	0.06864	0.05061	NA	NA	0.04286	0.03082	0.05075	0.0002832	NA	0.1119	0.05589	0.04022	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"MWH-Ta3"	"G"	614	1255	78	12	NA	1	468	570	996	9	NA	302	1255	47	0.1953	0.02222	0.02249	NA	0.07289	0.04787	0.05875	0.1233	0.0005097	NA	0.1953	0.1316	0.09452	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Curtobacterium"	"G"	596	377	74	6	NA	NA	167	156	261	1	NA	106	377	14	0.06855	0.02108	0.01125	NA	NA	0.01708	0.01608	0.03231	5.663e-05	NA	0.06855	0.03953	0.02815	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
