"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_august_BC01.cladeReads"	"kraken2_16s_classification_august_BC02.cladeReads"	"kraken2_16s_classification_august_BC03.cladeReads"	"kraken2_16s_classification_august_BC04.cladeReads"	"kraken2_16s_classification_august_BC05.cladeReads"	"kraken2_16s_classification_august_BC06.cladeReads"	"kraken2_16s_classification_august_BC07.cladeReads"	"kraken2_16s_classification_august_BC08.cladeReads"	"kraken2_16s_classification_august_BC09.cladeReads"	"kraken2_16s_classification_august_BC10.cladeReads"	"kraken2_16s_classification_august_BC11.cladeReads"	"kraken2_16s_classification_august_BC12.cladeReads"	"Max.1"	"kraken2_16s_classification_august_BC01.cladeReads.."	"kraken2_16s_classification_august_BC02.cladeReads.."	"kraken2_16s_classification_august_BC03.cladeReads.."	"kraken2_16s_classification_august_BC04.cladeReads.."	"kraken2_16s_classification_august_BC05.cladeReads.."	"kraken2_16s_classification_august_BC06.cladeReads.."	"kraken2_16s_classification_august_BC07.cladeReads.."	"kraken2_16s_classification_august_BC08.cladeReads.."	"kraken2_16s_classification_august_BC09.cladeReads.."	"kraken2_16s_classification_august_BC10.cladeReads.."	"kraken2_16s_classification_august_BC11.cladeReads.."	"kraken2_16s_classification_august_BC12.cladeReads.."	"lineage"
"uncultured"	"G"	1973	8	1	NA	NA	NA	2	8	2	3	NA	NA	2	NA	0.0008881	0.0003027	NA	NA	NA	0.0002208	0.0008881	0.00027	0.0001722	NA	NA	0.0002273	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XVIII"
"Symbiobacterium"	"G"	1972	6	1	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	0.0006661	0.0003027	NA	NA	NA	NA	0.0006661	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XVIII"
"Family XVII"	"F"	1966	9	1	NA	NA	NA	3	1	2	9	NA	NA	1	NA	0.0005166	0.0003027	NA	NA	NA	0.0003311	0.000111	0.00027	0.0005166	NA	NA	0.0001136	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"Sulfobacillus"	"G"	1967	9	1	NA	NA	NA	3	1	1	9	NA	NA	NA	NA	0.0005166	0.0003027	NA	NA	NA	0.0003311	0.000111	0.000135	0.0005166	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XVII"
"TSAC18"	"F"	2080	5	1	NA	NA	NA	5	5	5	2	NA	NA	2	NA	0.0006749	0.0003027	NA	NA	NA	0.0005519	0.0005551	0.0006749	0.0001148	NA	NA	0.0002273	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"Family XIV"	"F"	1962	4	1	NA	NA	NA	1	4	NA	1	NA	NA	1	NA	0.0004441	0.0003027	NA	NA	NA	0.0001104	0.0004441	NA	5.739e-05	NA	NA	0.0001136	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"uncultured"	"G"	11299	3	1	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	0.000333	0.0003027	NA	NA	NA	NA	0.000333	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XIV"
"Caldicoprobacteraceae"	"F"	1864	3	1	NA	NA	NA	3	3	NA	1	NA	NA	NA	NA	0.000333	0.0003027	NA	NA	NA	0.0003311	0.000333	NA	5.739e-05	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"Caldicoprobacter"	"G"	1865	3	1	NA	NA	NA	3	3	NA	1	NA	NA	NA	NA	0.000333	0.0003027	NA	NA	NA	0.0003311	0.000333	NA	5.739e-05	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Caldicoprobacteraceae"
"MBA03"	"O"	14388	11	2	NA	NA	NA	1	8	4	4	NA	NA	11	NA	0.00125	0.0006055	NA	NA	NA	0.0001104	0.0008881	0.0005399	0.0002296	NA	NA	0.00125	NA	"Bacteria>Firmicutes>Clostridia"
"Thermoanaerobacterales"	"O"	2112	13	2	NA	NA	NA	13	11	5	9	NA	1	9	1	0.002118	0.0006055	NA	NA	NA	0.001435	0.001221	0.0006749	0.0005166	NA	0.0007013	0.001023	0.002118	"Bacteria>Firmicutes>Clostridia"
"Thermoanaerobacteraceae"	"F"	2126	5	1	NA	NA	NA	5	4	1	3	NA	NA	4	NA	0.0005519	0.0003027	NA	NA	NA	0.0005519	0.0004441	0.000135	0.0001722	NA	NA	0.0004545	NA	"Bacteria>Firmicutes>Clostridia>Thermoanaerobacterales"
"Caldanaerobacter"	"G"	2128	1	1	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	0.0003027	0.0003027	NA	NA	NA	0.0001104	0.000111	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae"
"Family III"	"F"	2113	7	1	NA	NA	NA	7	6	4	3	NA	1	4	1	0.002118	0.0003027	NA	NA	NA	0.0007727	0.0006661	0.0005399	0.0001722	NA	0.0007013	0.0004545	0.002118	"Bacteria>Firmicutes>Clostridia>Thermoanaerobacterales"
"uncultured"	"G"	14390	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0003027	0.0003027	NA	NA	NA	NA	NA	NA	5.739e-05	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Thermoanaerobacterales>Family&nbsp;III"
"D8A-2"	"O"	2085	12	1	NA	NA	NA	7	2	5	NA	NA	12	1	NA	0.008416	0.0003027	NA	NA	NA	0.0007727	0.000222	0.0006749	NA	NA	0.008416	0.0001136	NA	"Bacteria>Firmicutes>Clostridia"
"Bacilli"	"C"	1673	648050	695	136	55	37	2468	3030	3262	648054	15	404	2142	161	37.2	0.2104	0.2715	6.724	2.822	0.2724	0.3364	0.4403	37.2	1.866	0.2833	0.2434	0.3411	"Bacteria>Firmicutes"
"Bacillales"	"O"	1674	531240	537	111	45	25	2000	2444	2880	531237	11	329	1735	142	30.49	0.1626	0.2216	5.501	1.907	0.2208	0.2713	0.3888	30.49	1.368	0.2307	0.1971	0.3008	"Bacteria>Firmicutes>Bacilli"
"Bacillaceae"	"F"	1680	327380	370	74	36	18	1441	1760	1817	327378	7	222	1153	94	18.79	0.112	0.1477	4.401	1.373	0.1591	0.1954	0.2453	18.79	0.8706	0.1557	0.131	0.1991	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Bacillus"	"G"	1688	326310	353	69	35	17	1410	1723	1779	326311	7	209	1133	93	18.73	0.1069	0.1378	4.279	1.297	0.1556	0.1913	0.2401	18.73	0.8706	0.1466	0.1287	0.197	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Anoxybacillus"	"G"	1686	196	5	2	NA	NA	10	10	9	196	NA	2	5	1	0.01125	0.001514	0.003993	NA	NA	0.001104	0.00111	0.001215	0.01125	NA	0.001403	0.0005682	0.002118	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Geobacillus"	"G"	1696	90	3	1	NA	1	6	7	10	90	NA	4	4	NA	0.07628	0.0009082	0.001997	NA	0.07628	0.0006623	0.0007771	0.00135	0.005166	NA	0.002805	0.0004545	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Fictibacillus"	"G"	1694	31	1	NA	NA	NA	1	1	NA	31	NA	NA	1	NA	0.001779	0.0003027	NA	NA	NA	0.0001104	0.000111	NA	0.001779	NA	NA	0.0001136	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Allobacillus"	"G"	11264	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0003027	0.0003027	NA	NA	NA	NA	NA	NA	5.739e-05	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Halobacillus"	"G"	1700	49	1	1	NA	NA	2	NA	NA	49	NA	NA	2	NA	0.002812	0.0003027	0.001997	NA	NA	0.0002208	NA	NA	0.002812	NA	NA	0.0002273	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Virgibacillus"	"G"	1727	190	1	NA	NA	NA	1	1	3	190	NA	NA	NA	NA	0.01091	0.0003027	NA	NA	NA	0.0001104	0.000111	0.000405	0.01091	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Marinococcus"	"G"	1703	4	1	NA	NA	NA	1	NA	NA	4	NA	NA	1	NA	0.0003027	0.0003027	NA	NA	NA	0.0001104	NA	NA	0.0002296	NA	NA	0.0001136	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Ornithinibacillus"	"G"	1708	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0003027	0.0003027	NA	NA	NA	NA	NA	NA	5.739e-05	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Alkalibacillus"	"G"	1682	3	1	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.0003027	0.0003027	NA	NA	NA	NA	NA	NA	0.0001722	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Staphylococcaceae"	"F"	1775	152570	103	26	5	5	209	228	160	152572	3	25	239	12	8.757	0.03118	0.05191	0.6112	0.3814	0.02307	0.02531	0.0216	8.757	0.3731	0.01753	0.02716	0.02542	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Staphylococcus"	"G"	1780	152500	101	26	5	5	208	223	155	152499	3	25	236	12	8.753	0.03058	0.05191	0.6112	0.3814	0.02296	0.02476	0.02092	8.753	0.3731	0.01753	0.02682	0.02542	"Bacteria>Firmicutes>Bacilli>Bacillales>Staphylococcaceae"
"Aliicoccus"	"G"	11276	4	1	NA	NA	NA	1	1	NA	4	NA	NA	NA	NA	0.0003027	0.0003027	NA	NA	NA	0.0001104	0.000111	NA	0.0002296	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Staphylococcaceae"
"Salinicoccus"	"G"	1779	18	1	NA	NA	NA	NA	2	2	18	NA	NA	1	NA	0.001033	0.0003027	NA	NA	NA	NA	0.000222	0.00027	0.001033	NA	NA	0.0001136	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Staphylococcaceae"
"Listeriaceae"	"F"	1737	46459	25	8	1	2	68	78	27	46459	NA	10	61	2	2.667	0.007568	0.01597	0.1222	0.1526	0.007506	0.008659	0.003645	2.667	NA	0.007013	0.006931	0.004237	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Listeria"	"G"	1739	46430	25	7	1	2	65	75	24	46430	NA	9	60	2	2.665	0.007568	0.01398	0.1222	0.1526	0.007175	0.008326	0.00324	2.665	NA	0.006312	0.006818	0.004237	"Bacteria>Firmicutes>Bacilli>Bacillales>Listeriaceae"
"Planococcaceae"	"F"	1753	594	15	1	NA	NA	50	56	70	594	NA	7	33	2	0.03409	0.004541	0.001997	NA	NA	0.005519	0.006217	0.009449	0.03409	NA	0.004909	0.00375	0.004237	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Lysinibacillus"	"G"	1762	348	5	1	NA	NA	20	24	24	348	NA	1	14	2	0.01997	0.001514	0.001997	NA	NA	0.002208	0.002664	0.00324	0.01997	NA	0.0007013	0.001591	0.004237	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Planococcus"	"G"	1764	44	3	NA	NA	NA	7	7	4	44	NA	2	2	NA	0.002525	0.0009082	NA	NA	NA	0.0007727	0.0007771	0.0005399	0.002525	NA	0.001403	0.0002273	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Solibacillus"	"G"	1767	50	2	NA	NA	NA	2	6	4	50	NA	NA	NA	NA	0.00287	0.0006055	NA	NA	NA	0.0002208	0.0006661	0.0005399	0.00287	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Planomicrobium"	"G"	1765	26	2	NA	NA	NA	NA	1	2	26	NA	NA	3	NA	0.001492	0.0006055	NA	NA	NA	NA	0.000111	0.00027	0.001492	NA	NA	0.0003409	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Psychrobacillus"	"G"	11273	6	2	NA	NA	NA	NA	NA	NA	6	NA	NA	2	NA	0.0006055	0.0006055	NA	NA	NA	NA	NA	NA	0.0003444	NA	NA	0.0002273	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"uncultured"	"G"	1770	3	1	NA	NA	NA	NA	2	2	3	NA	1	NA	NA	0.0007013	0.0003027	NA	NA	NA	NA	0.000222	0.00027	0.0001722	NA	0.0007013	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Paenibacillaceae"	"F"	1740	724	12	2	1	NA	167	244	724	338	NA	50	187	32	0.1222	0.003633	0.003993	0.1222	NA	0.01843	0.02709	0.09773	0.0194	NA	0.03507	0.02125	0.06779	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Paenibacillus"	"G"	1747	622	10	2	1	NA	144	208	622	249	NA	48	147	31	0.1222	0.003027	0.003993	0.1222	NA	0.0159	0.02309	0.08396	0.01429	NA	0.03366	0.0167	0.06567	"Bacteria>Firmicutes>Bacilli>Bacillales>Paenibacillaceae"
"Cohnella"	"G"	1744	32	2	NA	NA	NA	4	14	32	8	NA	1	9	NA	0.004319	0.0006055	NA	NA	NA	0.0004415	0.001554	0.004319	0.0004592	NA	0.0007013	0.001023	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Paenibacillaceae"
"Family XI"	"F"	1732	23	1	NA	NA	NA	2	2	1	23	NA	NA	2	NA	0.00132	0.0003027	NA	NA	NA	0.0002208	0.000222	0.000135	0.00132	NA	NA	0.0002273	NA	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Gemella"	"G"	1733	23	1	NA	NA	NA	2	2	1	23	NA	NA	2	NA	0.00132	0.0003027	NA	NA	NA	0.0002208	0.000222	0.000135	0.00132	NA	NA	0.0002273	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Family&nbsp;XI"
"Lactobacillales"	"O"	1800	114970	149	24	10	10	428	558	363	114973	4	73	380	17	6.599	0.04511	0.04792	1.222	0.7628	0.04724	0.06195	0.049	6.599	0.4975	0.0512	0.04318	0.03601	"Bacteria>Firmicutes>Bacilli"
"Lactobacillaceae"	"F"	1836	72103	51	9	6	7	144	209	108	72103	3	20	128	3	4.138	0.01544	0.01797	0.7335	0.5339	0.0159	0.0232	0.01458	4.138	0.3731	0.01403	0.01454	0.006355	"Bacteria>Firmicutes>Bacilli>Lactobacillales"
"Lactobacillus"	"G"	1837	72006	50	9	6	6	143	202	108	72006	3	18	124	3	4.133	0.01514	0.01797	0.7335	0.4577	0.01578	0.02242	0.01458	4.133	0.3731	0.01262	0.01409	0.006355	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae"
"Pediococcus"	"G"	1838	67	1	NA	NA	1	1	5	NA	67	NA	2	4	NA	0.07628	0.0003027	NA	NA	0.07628	0.0001104	0.0005551	NA	0.003845	NA	0.001403	0.0004545	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae"
"Streptococcaceae"	"F"	1850	1930	40	6	NA	1	88	142	67	1930	NA	24	93	4	0.1108	0.01211	0.01198	NA	0.07628	0.009714	0.01576	0.009044	0.1108	NA	0.01683	0.01057	0.008474	"Bacteria>Firmicutes>Bacilli>Lactobacillales"
"Streptococcus"	"G"	1853	1762	37	6	NA	1	78	86	49	1762	NA	23	79	4	0.1011	0.0112	0.01198	NA	0.07628	0.00861	0.009547	0.006614	0.1011	NA	0.01613	0.008977	0.008474	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae"
"Lactococcus"	"G"	1851	102	3	NA	NA	NA	9	55	18	102	NA	1	12	NA	0.006106	0.0009082	NA	NA	NA	0.0009934	0.006106	0.00243	0.005854	NA	0.0007013	0.001364	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae"
"Enterococcaceae"	"F"	1828	39615	35	5	3	2	107	88	132	39615	1	14	79	3	2.274	0.0106	0.009983	0.3667	0.1526	0.01181	0.009769	0.01782	2.274	0.1244	0.009818	0.008977	0.006355	"Bacteria>Firmicutes>Bacilli>Lactobacillales"
"Enterococcus"	"G"	1831	39477	31	5	3	2	101	76	128	39477	1	13	77	2	2.266	0.009385	0.009983	0.3667	0.1526	0.01115	0.008437	0.01728	2.266	0.1244	0.009117	0.00875	0.004237	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae"
"Vagococcus"	"G"	1835	42	4	NA	NA	NA	3	4	2	42	NA	NA	2	NA	0.002411	0.001211	NA	NA	NA	0.0003311	0.0004441	0.00027	0.002411	NA	NA	0.0002273	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae"
"Carnobacteriaceae"	"F"	1811	301	16	3	NA	NA	72	99	15	301	NA	13	55	6	0.01728	0.004844	0.00599	NA	NA	0.007948	0.01099	0.002025	0.01728	NA	0.009117	0.00625	0.01271	"Bacteria>Firmicutes>Bacilli>Lactobacillales"
"Trichococcus"	"G"	1826	75	13	3	NA	NA	36	75	9	44	NA	12	39	5	0.01059	0.003936	0.00599	NA	NA	0.003974	0.008326	0.001215	0.002525	NA	0.008416	0.004432	0.01059	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Jeotgalibaca"	"G"	11279	62	2	NA	NA	NA	3	8	2	62	NA	NA	2	1	0.003558	0.0006055	NA	NA	NA	0.0003311	0.0008881	0.00027	0.003558	NA	NA	0.0002273	0.002118	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Granulicatella"	"G"	1821	102	1	NA	NA	NA	7	4	2	102	NA	NA	4	NA	0.005854	0.0003027	NA	NA	NA	0.0007727	0.0004441	0.00027	0.005854	NA	NA	0.0004545	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Aerococcaceae"	"F"	1802	111	3	NA	1	NA	5	3	5	111	NA	NA	5	NA	0.1222	0.0009082	NA	0.1222	NA	0.0005519	0.000333	0.0006749	0.006371	NA	NA	0.0005682	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales"
"Ignavigranum"	"G"	1809	2	1	NA	NA	NA	1	NA	NA	2	NA	NA	NA	NA	0.0003027	0.0003027	NA	NA	NA	0.0001104	NA	NA	0.0001148	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Aerococcaceae"
"Facklamia"	"G"	1807	3	1	NA	NA	NA	NA	NA	1	3	NA	NA	NA	NA	0.0003027	0.0003027	NA	NA	NA	NA	NA	0.000135	0.0001722	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Aerococcaceae"
"Aerococcus"	"G"	1804	84	1	NA	NA	NA	4	1	2	84	NA	NA	2	NA	0.004821	0.0003027	NA	NA	NA	0.0004415	0.000111	0.00027	0.004821	NA	NA	0.0002273	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Aerococcaceae"
"uncultured"	"F"	1855	2	1	NA	NA	NA	NA	NA	NA	2	NA	NA	1	NA	0.0003027	0.0003027	NA	NA	NA	NA	NA	NA	0.0001148	NA	NA	0.0001136	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales"
"Leuconostocaceae"	"F"	1839	108	1	1	NA	NA	4	6	30	108	NA	NA	8	NA	0.006199	0.0003027	0.001997	NA	NA	0.0004415	0.0006661	0.00405	0.006199	NA	NA	0.000909	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales"
"Leuconostoc"	"G"	1841	33	1	1	NA	NA	4	3	27	33	NA	NA	5	NA	0.003645	0.0003027	0.001997	NA	NA	0.0004415	0.000333	0.003645	0.001894	NA	NA	0.0005682	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Leuconostocaceae"
"uncultured"	"O"	11280	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.0003027	0.0003027	NA	NA	NA	0.0001104	NA	NA	NA	NA	NA	0.0001136	NA	"Bacteria>Firmicutes>Bacilli"
"Negativicutes"	"C"	2164	449	65	7	NA	NA	275	411	449	26	NA	36	226	14	0.06061	0.01968	0.01398	NA	NA	0.03036	0.04563	0.06061	0.001492	NA	0.02525	0.02568	0.02966	"Bacteria>Firmicutes"
"Selenomonadales"	"O"	2165	449	65	7	NA	NA	275	411	449	26	NA	36	226	14	0.06061	0.01968	0.01398	NA	NA	0.03036	0.04563	0.06061	0.001492	NA	0.02525	0.02568	0.02966	"Bacteria>Firmicutes>Negativicutes"
"Veillonellaceae"	"F"	2172	369	54	6	NA	NA	221	369	324	21	NA	31	194	2	0.04373	0.01635	0.01198	NA	NA	0.02439	0.04096	0.04373	0.001205	NA	0.02174	0.02204	0.004237	"Bacteria>Firmicutes>Negativicutes>Selenomonadales"
"uncultured"	"G"	2200	41	21	5	NA	NA	33	41	35	NA	NA	9	37	NA	0.009983	0.006357	0.009983	NA	NA	0.003643	0.004552	0.004724	NA	NA	0.006312	0.004204	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Anaerovibrio"	"G"	2180	6	5	1	NA	NA	1	6	NA	NA	NA	NA	3	NA	0.001997	0.001514	0.001997	NA	NA	0.0001104	0.0006661	NA	NA	NA	NA	0.0003409	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Dialister"	"G"	2183	18	5	NA	NA	NA	15	18	4	3	NA	1	7	1	0.002118	0.001514	NA	NA	NA	0.001656	0.001998	0.0005399	0.0001722	NA	0.0007013	0.0007954	0.002118	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Sporomusa"	"G"	2196	56	5	NA	NA	NA	16	44	56	NA	NA	4	22	NA	0.007559	0.001514	NA	NA	NA	0.001766	0.004885	0.007559	NA	NA	0.002805	0.0025	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Megamonas"	"G"	2184	70	4	NA	NA	NA	36	70	18	NA	NA	2	27	NA	0.007771	0.001211	NA	NA	NA	0.003974	0.007771	0.00243	NA	NA	0.001403	0.003068	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Veillonella"	"G"	2198	16	3	NA	NA	NA	11	12	16	13	NA	2	11	1	0.00216	0.0009082	NA	NA	NA	0.001214	0.001332	0.00216	0.0007461	NA	0.001403	0.00125	0.002118	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Megasphaera"	"G"	2185	33	3	NA	NA	NA	5	33	6	1	NA	1	7	NA	0.003663	0.0009082	NA	NA	NA	0.0005519	0.003663	0.0008099	5.739e-05	NA	0.0007013	0.0007954	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Pelosinus"	"G"	2189	102	3	NA	NA	NA	55	47	102	1	NA	7	25	NA	0.01377	0.0009082	NA	NA	NA	0.006071	0.005218	0.01377	5.739e-05	NA	0.004909	0.002841	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Acetonema"	"G"	2173	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006055	0.0006055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Selenomonas"	"G"	2194	30	1	NA	NA	NA	7	30	5	NA	NA	1	8	NA	0.00333	0.0003027	NA	NA	NA	0.0007727	0.00333	0.0006749	NA	NA	0.0007013	0.000909	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Mitsuokella"	"G"	2186	8	1	NA	NA	NA	4	8	1	NA	NA	1	NA	NA	0.0008881	0.0003027	NA	NA	NA	0.0004415	0.0008881	0.000135	NA	NA	0.0007013	NA	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Acidaminococcaceae"	"F"	2166	36	10	1	NA	NA	26	13	36	4	NA	4	12	NA	0.004859	0.003027	0.001997	NA	NA	0.00287	0.001443	0.004859	0.0002296	NA	0.002805	0.001364	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales"
"Acidaminococcus"	"G"	2167	5	5	NA	NA	NA	NA	3	1	NA	NA	1	NA	NA	0.001514	0.001514	NA	NA	NA	NA	0.000333	0.000135	NA	NA	0.0007013	NA	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Acidaminococcaceae"
"uncultured"	"G"	2171	8	3	NA	NA	NA	8	1	3	NA	NA	1	4	NA	0.0009082	0.0009082	NA	NA	NA	0.0008831	0.000111	0.000405	NA	NA	0.0007013	0.0004545	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Acidaminococcaceae"
"Succiniclasticum"	"G"	2169	4	2	NA	NA	NA	3	4	3	3	NA	NA	3	NA	0.0006055	0.0006055	NA	NA	NA	0.0003311	0.0004441	0.000405	0.0001722	NA	NA	0.0003409	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Acidaminococcaceae"
"uncultured"	"F"	2201	89	1	NA	NA	NA	25	27	89	NA	NA	1	20	12	0.02542	0.0003027	NA	NA	NA	0.00276	0.002997	0.01201	NA	NA	0.0007013	0.002273	0.02542	"Bacteria>Firmicutes>Negativicutes>Selenomonadales"
"Erysipelotrichia"	"C"	2147	54	16	2	NA	NA	34	40	26	54	NA	2	22	NA	0.004844	0.004844	0.003993	NA	NA	0.003753	0.004441	0.00351	0.003099	NA	0.001403	0.0025	NA	"Bacteria>Firmicutes"
"Erysipelotrichales"	"O"	2148	54	16	2	NA	NA	34	40	26	54	NA	2	22	NA	0.004844	0.004844	0.003993	NA	NA	0.003753	0.004441	0.00351	0.003099	NA	0.001403	0.0025	NA	"Bacteria>Firmicutes>Erysipelotrichia"
"Erysipelotrichaceae"	"F"	2149	54	16	2	NA	NA	34	40	26	54	NA	2	22	NA	0.004844	0.004844	0.003993	NA	NA	0.003753	0.004441	0.00351	0.003099	NA	0.001403	0.0025	NA	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales"
"Faecalibaculum"	"G"	14396	10	5	1	NA	NA	4	10	3	9	NA	1	5	NA	0.001997	0.001514	0.001997	NA	NA	0.0004415	0.00111	0.000405	0.0005166	NA	0.0007013	0.0005682	NA	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"Erysipelotrichaceae UCG-003"	"G"	11384	7	4	NA	NA	NA	4	NA	2	7	NA	NA	NA	NA	0.001211	0.001211	NA	NA	NA	0.0004415	NA	0.00027	0.0004018	NA	NA	NA	NA	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"Erysipelothrix"	"G"	2156	7	2	NA	NA	NA	2	7	1	1	NA	NA	1	NA	0.0007771	0.0006055	NA	NA	NA	0.0002208	0.0007771	0.000135	5.739e-05	NA	NA	0.0001136	NA	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"uncultured"	"G"	2163	6	1	NA	NA	NA	1	2	2	6	NA	NA	1	NA	0.0003444	0.0003027	NA	NA	NA	0.0001104	0.000222	0.00027	0.0003444	NA	NA	0.0001136	NA	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
