"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_april_BC01.cladeReads"	"centrifuge_classification_april_BC02.cladeReads"	"centrifuge_classification_april_BC03.cladeReads"	"centrifuge_classification_april_BC04.cladeReads"	"centrifuge_classification_april_BC05.cladeReads"	"centrifuge_classification_april_BC06.cladeReads"	"centrifuge_classification_april_BC07.cladeReads"	"centrifuge_classification_april_BC08.cladeReads"	"centrifuge_classification_april_BC09.cladeReads"	"centrifuge_classification_april_BC10.cladeReads"	"centrifuge_classification_april_BC11.cladeReads"	"centrifuge_classification_april_BC12.cladeReads"	"Max.1"	"centrifuge_classification_april_BC01.cladeReads.."	"centrifuge_classification_april_BC02.cladeReads.."	"centrifuge_classification_april_BC03.cladeReads.."	"centrifuge_classification_april_BC04.cladeReads.."	"centrifuge_classification_april_BC05.cladeReads.."	"centrifuge_classification_april_BC06.cladeReads.."	"centrifuge_classification_april_BC07.cladeReads.."	"centrifuge_classification_april_BC08.cladeReads.."	"centrifuge_classification_april_BC09.cladeReads.."	"centrifuge_classification_april_BC10.cladeReads.."	"centrifuge_classification_april_BC11.cladeReads.."	"centrifuge_classification_april_BC12.cladeReads.."	"lineage"
"Fimbriimonas"	"G"	1005038	348	1	1	55	65	1	19	24	348	13	41	28	NA	0.08631	0.006262	0.005223	0.02071	0.0167	0.04212	0.007678	0.008629	0.08631	0.004855	0.01124	0.01128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Armatimonadetes>Fimbriimonadia>Fimbriimonadales>Fimbriimonadaceae"
"Fimbriimonas ginsengisoli"	"S"	1005039	348	1	1	55	65	1	19	24	348	13	41	28	NA	0.08631	0.006262	0.005223	0.02071	0.0167	0.04212	0.007678	0.008629	0.08631	0.004855	0.01124	0.01128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Armatimonadetes>Fimbriimonadia>Fimbriimonadales>Fimbriimonadaceae>Fimbriimonas"
"Fimbriimonas ginsengisoli Gsoil 348"	"-"	661478	348	1	1	55	65	1	19	24	348	13	41	28	NA	0.08631	0.006262	0.005223	0.02071	0.0167	0.04212	0.007678	0.008629	0.08631	0.004855	0.01124	0.01128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Armatimonadetes>Fimbriimonadia>Fimbriimonadales>Fimbriimonadaceae>Fimbriimonas>Fimbriimonas&nbsp;ginsengisoli"
"PVC group"	"-"	1783257	23786	136	95	3273	23786	57	7195	7452	258	7772	15533	3983	9	6.112	0.8516	0.4962	1.233	6.112	2.401	2.908	2.679	0.06399	2.902	4.259	1.605	1.599	"cellular&nbsp;organisms>Bacteria"
"Verrucomicrobia"	"P"	74201	21192	94	74	2450	21192	51	6266	6531	84	6909	13678	3354	7	5.445	0.5886	0.3865	0.9227	5.445	2.148	2.532	2.348	0.02083	2.58	3.75	1.351	1.243	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group"
"Opitutae"	"C"	414999	10427	37	39	1136	10427	28	3171	3218	44	3531	6939	1702	2	2.679	0.2317	0.2037	0.4278	2.679	1.179	1.281	1.157	0.01091	1.319	1.902	0.6858	0.3552	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia"
"Opitutales"	"O"	415000	5663	21	26	583	5663	11	1531	1639	24	1668	3412	872	2	1.455	0.1315	0.1358	0.2196	1.455	0.4634	0.6187	0.5893	0.005953	0.6229	0.9354	0.3514	0.3552	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Opitutae"
"Opitutaceae"	"F"	134623	5663	21	26	583	5663	11	1531	1639	24	1668	3412	872	2	1.455	0.1315	0.1358	0.2196	1.455	0.4634	0.6187	0.5893	0.005953	0.6229	0.9354	0.3514	0.3552	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Opitutae>Opitutales"
"Lacunisphaera"	"G"	1961799	3848	15	18	380	3848	9	1007	1075	15	1101	2239	607	1	0.9887	0.09393	0.09401	0.1431	0.9887	0.3791	0.4069	0.3865	0.00372	0.4112	0.6139	0.2446	0.1776	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Opitutae>Opitutales>Opitutaceae"
"Lacunisphaera limnophila"	"S"	1838286	3848	15	18	380	3848	9	1007	1075	15	1101	2239	607	1	0.9887	0.09393	0.09401	0.1431	0.9887	0.3791	0.4069	0.3865	0.00372	0.4112	0.6139	0.2446	0.1776	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Opitutae>Opitutales>Opitutaceae>Lacunisphaera"
"unclassified Opitutaceae"	"-"	278955	695	4	4	81	695	1	235	236	4	238	495	102	NA	0.1786	0.02505	0.02089	0.0305	0.1786	0.04212	0.09497	0.08485	0.0009921	0.08888	0.1357	0.0411	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Opitutae>Opitutales>Opitutaceae"
"Opitutaceae bacterium TAV5"	"S"	794903	695	4	4	81	695	1	235	236	4	238	495	102	NA	0.1786	0.02505	0.02089	0.0305	0.1786	0.04212	0.09497	0.08485	0.0009921	0.08888	0.1357	0.0411	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Opitutae>Opitutales>Opitutaceae>unclassified&nbsp;Opitutaceae"
"Opitutus"	"G"	178440	574	1	2	72	574	NA	133	153	2	156	301	88	1	0.1776	0.006262	0.01045	0.02711	0.1475	NA	0.05375	0.05501	0.000496	0.05826	0.08252	0.03546	0.1776	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Opitutae>Opitutales>Opitutaceae"
"Opitutus terrae"	"S"	107709	574	1	2	72	574	NA	133	153	2	156	301	88	1	0.1776	0.006262	0.01045	0.02711	0.1475	NA	0.05375	0.05501	0.000496	0.05826	0.08252	0.03546	0.1776	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Opitutae>Opitutales>Opitutaceae>Opitutus"
"Opitutus terrae PB90-1"	"-"	452637	574	1	2	72	574	NA	133	153	2	156	301	88	1	0.1776	0.006262	0.01045	0.02711	0.1475	NA	0.05375	0.05501	0.000496	0.05826	0.08252	0.03546	0.1776	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Opitutae>Opitutales>Opitutaceae>Opitutus>Opitutus&nbsp;terrae"
"Puniceicoccales"	"O"	415001	4728	16	12	546	4728	16	1627	1570	20	1851	3495	824	NA	1.215	0.1002	0.06268	0.2056	1.215	0.674	0.6575	0.5644	0.00496	0.6913	0.9582	0.332	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Opitutae"
"Puniceicoccaceae"	"F"	415002	4728	16	12	546	4728	16	1627	1570	20	1851	3495	824	NA	1.215	0.1002	0.06268	0.2056	1.215	0.674	0.6575	0.5644	0.00496	0.6913	0.9582	0.332	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Opitutae>Puniceicoccales"
"Coraliomargarita"	"G"	442430	4728	16	12	546	4728	16	1627	1570	20	1851	3495	824	NA	1.215	0.1002	0.06268	0.2056	1.215	0.674	0.6575	0.5644	0.00496	0.6913	0.9582	0.332	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Opitutae>Puniceicoccales>Puniceicoccaceae"
"Coraliomargarita akajimensis"	"S"	395922	4728	16	12	546	4728	16	1627	1570	20	1851	3495	824	NA	1.215	0.1002	0.06268	0.2056	1.215	0.674	0.6575	0.5644	0.00496	0.6913	0.9582	0.332	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Opitutae>Puniceicoccales>Puniceicoccaceae>Coraliomargarita"
"Coraliomargarita akajimensis DSM 45221"	"-"	583355	4728	16	12	546	4728	16	1627	1570	20	1851	3495	824	NA	1.215	0.1002	0.06268	0.2056	1.215	0.674	0.6575	0.5644	0.00496	0.6913	0.9582	0.332	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Opitutae>Puniceicoccales>Puniceicoccaceae>Coraliomargarita>Coraliomargarita&nbsp;akajimensis"
"unclassified Verrucomicrobia"	"-"	326457	4588	20	16	510	4588	4	1333	1409	16	1369	2796	656	1	1.179	0.1252	0.08357	0.1921	1.179	0.1685	0.5387	0.5066	0.003968	0.5113	0.7666	0.2643	0.1776	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia"
"unclassified Verrucomicrobia (miscellaneous)"	"-"	417295	4588	20	16	510	4588	4	1333	1409	16	1369	2796	656	1	1.179	0.1252	0.08357	0.1921	1.179	0.1685	0.5387	0.5066	0.003968	0.5113	0.7666	0.2643	0.1776	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>unclassified&nbsp;Verrucomicrobia"
"Verrucomicrobia bacterium IMCC26134"	"S"	1637999	3001	14	9	319	3001	1	910	969	12	938	1880	435	1	0.7711	0.08766	0.04701	0.1201	0.7711	0.04212	0.3677	0.3484	0.002976	0.3503	0.5154	0.1753	0.1776	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>unclassified&nbsp;Verrucomicrobia>unclassified&nbsp;Verrucomicrobia&nbsp;(miscellaneous)"
"Verrucomicrobia bacterium"	"S"	2026799	1497	4	7	170	1497	3	393	404	3	409	852	204	NA	0.3846	0.02505	0.03656	0.06402	0.3846	0.1264	0.1588	0.1452	0.0007441	0.1527	0.2336	0.0822	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>unclassified&nbsp;Verrucomicrobia>unclassified&nbsp;Verrucomicrobia&nbsp;(miscellaneous)"
"Verrucomicrobia bacterium S94"	"S"	2488809	82	2	NA	20	82	NA	28	36	1	18	57	15	NA	0.02107	0.01252	NA	0.007532	0.02107	NA	0.01132	0.01294	0.000248	0.006722	0.01563	0.006044	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>unclassified&nbsp;Verrucomicrobia>unclassified&nbsp;Verrucomicrobia&nbsp;(miscellaneous)"
"Methylacidiphilae"	"C"	1955630	224	5	1	38	224	NA	63	73	NA	55	123	31	NA	0.05756	0.03131	0.005223	0.01431	0.05756	NA	0.02546	0.02625	NA	0.02054	0.03372	0.01249	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia"
"Methylacidiphilales"	"O"	717963	224	5	1	38	224	NA	63	73	NA	55	123	31	NA	0.05756	0.03131	0.005223	0.01431	0.05756	NA	0.02546	0.02625	NA	0.02054	0.03372	0.01249	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Methylacidiphilae"
"Methylacidiphilaceae"	"F"	717964	224	5	1	38	224	NA	63	73	NA	55	123	31	NA	0.05756	0.03131	0.005223	0.01431	0.05756	NA	0.02546	0.02625	NA	0.02054	0.03372	0.01249	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Methylacidiphilae>Methylacidiphilales"
"Methylacidiphilum"	"G"	511745	224	5	1	38	224	NA	63	73	NA	55	123	31	NA	0.05756	0.03131	0.005223	0.01431	0.05756	NA	0.02546	0.02625	NA	0.02054	0.03372	0.01249	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Methylacidiphilae>Methylacidiphilales>Methylacidiphilaceae"
"Methylacidiphilum fumariolicum"	"S"	591154	102	4	1	23	102	NA	33	37	NA	24	59	16	NA	0.02621	0.02505	0.005223	0.008662	0.02621	NA	0.01334	0.0133	NA	0.008963	0.01618	0.006447	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Methylacidiphilae>Methylacidiphilales>Methylacidiphilaceae>Methylacidiphilum"
"Methylacidiphilum fumariolicum SolV"	"-"	1156937	102	4	1	23	102	NA	33	37	NA	24	59	16	NA	0.02621	0.02505	0.005223	0.008662	0.02621	NA	0.01334	0.0133	NA	0.008963	0.01618	0.006447	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Methylacidiphilae>Methylacidiphilales>Methylacidiphilaceae>Methylacidiphilum>Methylacidiphilum&nbsp;fumariolicum"
"Methylacidiphilum infernorum"	"S"	511746	121	1	NA	15	121	NA	29	34	NA	31	61	15	NA	0.03109	0.006262	NA	0.005649	0.03109	NA	0.01172	0.01222	NA	0.01158	0.01672	0.006044	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Methylacidiphilae>Methylacidiphilales>Methylacidiphilaceae>Methylacidiphilum"
"Methylacidiphilum infernorum V4"	"-"	481448	121	1	NA	15	121	NA	29	34	NA	31	61	15	NA	0.03109	0.006262	NA	0.005649	0.03109	NA	0.01172	0.01222	NA	0.01158	0.01672	0.006044	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Methylacidiphilae>Methylacidiphilales>Methylacidiphilaceae>Methylacidiphilum>Methylacidiphilum&nbsp;infernorum"
"Verrucomicrobiae"	"C"	203494	101	4	1	79	101	1	59	38	NA	37	55	43	NA	0.04212	0.02505	0.005223	0.02975	0.02595	0.04212	0.02384	0.01366	NA	0.01382	0.01508	0.01733	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia"
"Verrucomicrobiales"	"O"	48461	101	4	1	79	101	1	59	38	NA	37	55	43	NA	0.04212	0.02505	0.005223	0.02975	0.02595	0.04212	0.02384	0.01366	NA	0.01382	0.01508	0.01733	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Verrucomicrobiae"
"Akkermansiaceae"	"F"	1647988	101	4	1	79	101	1	59	38	NA	37	55	43	NA	0.04212	0.02505	0.005223	0.02975	0.02595	0.04212	0.02384	0.01366	NA	0.01382	0.01508	0.01733	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales"
"Akkermansia"	"G"	239934	101	4	1	79	101	1	59	38	NA	37	55	43	NA	0.04212	0.02505	0.005223	0.02975	0.02595	0.04212	0.02384	0.01366	NA	0.01382	0.01508	0.01733	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>Akkermansiaceae"
"Akkermansia muciniphila"	"S"	239935	38	3	NA	33	38	NA	13	6	NA	5	23	7	NA	0.01879	0.01879	NA	0.01243	0.009764	NA	0.005253	0.002157	NA	0.001867	0.006306	0.002821	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>Akkermansiaceae>Akkermansia"
"Akkermansia glycaniphila"	"S"	1679444	32	1	NA	17	31	1	32	23	NA	24	9	25	NA	0.04212	0.006262	NA	0.006402	0.007965	0.04212	0.01293	0.008269	NA	0.008963	0.002467	0.01007	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>Akkermansiaceae>Akkermansia"
"Spartobacteria"	"C"	134549	37	1	NA	9	37	NA	6	15	8	8	17	9	NA	0.009507	0.006262	NA	0.003389	0.009507	NA	0.002425	0.005393	0.001984	0.002988	0.004661	0.003627	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia"
"Candidatus Xiphinematobacter"	"G"	134550	37	1	NA	9	37	NA	6	15	8	8	17	9	NA	0.009507	0.006262	NA	0.003389	0.009507	NA	0.002425	0.005393	0.001984	0.002988	0.004661	0.003627	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Spartobacteria"
"Candidatus Xiphinematobacter sp. Idaho Grape"	"S"	1704307	37	1	NA	9	37	NA	6	15	8	8	17	9	NA	0.009507	0.006262	NA	0.003389	0.009507	NA	0.002425	0.005393	0.001984	0.002988	0.004661	0.003627	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Spartobacteria>Candidatus&nbsp;Xiphinematobacter"
"Planctomycetes"	"P"	203682	1563	33	12	628	1563	4	505	577	32	488	1337	387	2	0.4016	0.2066	0.06268	0.2365	0.4016	0.1685	0.2041	0.2074	0.007937	0.1822	0.3666	0.1559	0.3552	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group"
"Planctomycetia"	"C"	203683	1173	27	10	528	1051	4	369	454	20	390	1173	286	2	0.3552	0.1691	0.05223	0.1988	0.27	0.1685	0.1491	0.1632	0.00496	0.1456	0.3216	0.1152	0.3552	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes"
"Planctomycetales"	"O"	112	1173	27	10	528	1051	4	369	454	20	390	1173	286	2	0.3552	0.1691	0.05223	0.1988	0.27	0.1685	0.1491	0.1632	0.00496	0.1456	0.3216	0.1152	0.3552	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia"
"Planctomycetaceae"	"F"	126	711	15	5	249	711	3	227	275	14	239	446	148	1	0.1827	0.09393	0.02612	0.09377	0.1827	0.1264	0.09173	0.09887	0.003472	0.08925	0.1223	0.05964	0.1776	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales"
"Planctomyces"	"G"	118	213	6	4	139	184	1	168	161	1	194	213	113	1	0.1776	0.03757	0.02089	0.05235	0.04728	0.04212	0.06789	0.05788	0.000248	0.07245	0.0584	0.04553	0.1776	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Planctomycetaceae"
"Planctomyces sp. SH-PL62"	"S"	1636152	180	4	2	95	107	1	139	131	1	180	125	104	1	0.1776	0.02505	0.01045	0.03578	0.02749	0.04212	0.05617	0.0471	0.000248	0.06722	0.03427	0.04191	0.1776	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Planctomycetaceae>Planctomyces"
"Planctomyces sp. SH-PL14"	"S"	1632864	88	2	2	44	77	NA	29	30	NA	14	88	9	NA	0.02413	0.01252	0.01045	0.01657	0.01978	NA	0.01172	0.01079	NA	0.005228	0.02413	0.003627	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Planctomycetaceae>Planctomyces"
"Fuerstia"	"G"	1936111	79	4	NA	23	79	NA	20	16	3	9	22	12	NA	0.02505	0.02505	NA	0.008662	0.0203	NA	0.008082	0.005752	0.0007441	0.003361	0.006032	0.004835	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Planctomycetaceae"
"Fuerstia marisgermanicae"	"S"	1891926	79	4	NA	23	79	NA	20	16	3	9	22	12	NA	0.02505	0.02505	NA	0.008662	0.0203	NA	0.008082	0.005752	0.0007441	0.003361	0.006032	0.004835	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Planctomycetaceae>Fuerstia"
"Pirellula"	"G"	123	215	1	NA	22	215	1	7	27	4	5	71	8	NA	0.05524	0.006262	NA	0.008285	0.05524	0.04212	0.002829	0.009707	0.0009921	0.001867	0.01947	0.003224	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Planctomycetaceae"
"Pirellula staleyi"	"S"	125	215	1	NA	22	215	1	7	27	4	5	71	8	NA	0.05524	0.006262	NA	0.008285	0.05524	0.04212	0.002829	0.009707	0.0009921	0.001867	0.01947	0.003224	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Planctomycetaceae>Pirellula"
"Pirellula staleyi DSM 6068"	"-"	530564	215	1	NA	22	215	1	7	27	4	5	71	8	NA	0.05524	0.006262	NA	0.008285	0.05524	0.04212	0.002829	0.009707	0.0009921	0.001867	0.01947	0.003224	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Planctomycetaceae>Pirellula>Pirellula&nbsp;staleyi"
"Rhodopirellula"	"G"	265488	53	1	1	11	53	NA	4	12	NA	3	28	2	NA	0.01362	0.006262	0.005223	0.004143	0.01362	NA	0.001616	0.004314	NA	0.00112	0.007677	0.0008059	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Planctomycetaceae"
"Rhodopirellula baltica"	"S"	265606	53	1	1	11	53	NA	4	12	NA	3	28	2	NA	0.01362	0.006262	0.005223	0.004143	0.01362	NA	0.001616	0.004314	NA	0.00112	0.007677	0.0008059	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Planctomycetaceae>Rhodopirellula"
"Rhodopirellula baltica SH 1"	"-"	243090	53	1	1	11	53	NA	4	12	NA	3	28	2	NA	0.01362	0.006262	0.005223	0.004143	0.01362	NA	0.001616	0.004314	NA	0.00112	0.007677	0.0008059	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Planctomycetaceae>Rhodopirellula>Rhodopirellula&nbsp;baltica"
"Planctopirus"	"G"	1649480	55	1	NA	32	53	NA	14	24	5	10	55	6	NA	0.01508	0.006262	NA	0.01205	0.01362	NA	0.005658	0.008629	0.00124	0.003734	0.01508	0.002418	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Planctomycetaceae"
"Planctopirus limnophila"	"S"	120	55	1	NA	32	53	NA	14	24	5	10	55	6	NA	0.01508	0.006262	NA	0.01205	0.01362	NA	0.005658	0.008629	0.00124	0.003734	0.01508	0.002418	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Planctomycetaceae>Planctopirus"
"Planctopirus limnophila DSM 3776"	"-"	521674	55	1	NA	32	53	NA	14	24	5	10	55	6	NA	0.01508	0.006262	NA	0.01205	0.01362	NA	0.005658	0.008629	0.00124	0.003734	0.01508	0.002418	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Planctomycetaceae>Planctopirus>Planctopirus&nbsp;limnophila"
"Thermogutta"	"G"	1676125	66	1	NA	5	66	NA	2	9	1	3	15	2	NA	0.01696	0.006262	NA	0.001883	0.01696	NA	0.0008082	0.003236	0.000248	0.00112	0.004112	0.0008059	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Planctomycetaceae"
"Thermogutta terrifontis"	"S"	1331910	66	1	NA	5	66	NA	2	9	1	3	15	2	NA	0.01696	0.006262	NA	0.001883	0.01696	NA	0.0008082	0.003236	0.000248	0.00112	0.004112	0.0008059	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Planctomycetaceae>Thermogutta"
"Gemmataceae"	"F"	1914233	455	7	2	130	137	NA	28	69	2	16	455	32	1	0.1776	0.04383	0.01045	0.04896	0.0352	NA	0.01132	0.02481	0.000496	0.005975	0.1247	0.01289	0.1776	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales"
"Gemmata"	"G"	113	455	7	2	130	137	NA	28	69	2	16	455	32	1	0.1776	0.04383	0.01045	0.04896	0.0352	NA	0.01132	0.02481	0.000496	0.005975	0.1247	0.01289	0.1776	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Gemmataceae"
"Gemmata obscuriglobus"	"S"	114	165	3	2	33	28	NA	11	14	NA	2	165	8	NA	0.04524	0.01879	0.01045	0.01243	0.007194	NA	0.004445	0.005033	NA	0.0007469	0.04524	0.003224	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Gemmataceae>Gemmata"
"Gemmata sp. SH-PL17"	"S"	1630693	221	3	NA	68	67	NA	12	44	1	11	221	20	1	0.1776	0.01879	NA	0.02561	0.01722	NA	0.004849	0.01582	0.000248	0.004108	0.06059	0.008059	0.1776	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Gemmataceae>Gemmata"
"Isosphaeraceae"	"F"	1763524	133	2	1	68	62	1	23	37	3	26	133	23	NA	0.04212	0.01252	0.005223	0.02561	0.01593	0.04212	0.009295	0.0133	0.0007441	0.00971	0.03646	0.009268	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales"
"Singulisphaera"	"G"	466152	62	1	NA	35	28	1	9	11	3	8	62	5	NA	0.04212	0.006262	NA	0.01318	0.007194	0.04212	0.003637	0.003955	0.0007441	0.002988	0.017	0.002015	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Isosphaeraceae"
"Singulisphaera acidiphila"	"S"	466153	62	1	NA	35	28	1	9	11	3	8	62	5	NA	0.04212	0.006262	NA	0.01318	0.007194	0.04212	0.003637	0.003955	0.0007441	0.002988	0.017	0.002015	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Isosphaeraceae>Singulisphaera"
"Singulisphaera acidiphila DSM 18658"	"-"	886293	62	1	NA	35	28	1	9	11	3	8	62	5	NA	0.04212	0.006262	NA	0.01318	0.007194	0.04212	0.003637	0.003955	0.0007441	0.002988	0.017	0.002015	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Isosphaeraceae>Singulisphaera>Singulisphaera&nbsp;acidiphila"
"Paludisphaera"	"G"	1763521	24	1	NA	4	3	NA	2	4	NA	1	24	2	NA	0.00658	0.006262	NA	0.001506	0.0007708	NA	0.0008082	0.001438	NA	0.0003734	0.00658	0.0008059	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Isosphaeraceae"
"Paludisphaera borealis"	"S"	1387353	24	1	NA	4	3	NA	2	4	NA	1	24	2	NA	0.00658	0.006262	NA	0.001506	0.0007708	NA	0.0008082	0.001438	NA	0.0003734	0.00658	0.0008059	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Isosphaeraceae>Paludisphaera"
"Phycisphaerae"	"C"	666505	373	4	1	75	373	NA	87	74	10	67	94	69	NA	0.09584	0.02505	0.005223	0.02824	0.09584	NA	0.03516	0.0266	0.00248	0.02502	0.02577	0.0278	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes"
"Sedimentisphaerales"	"O"	2483366	212	3	NA	58	212	NA	70	60	9	58	68	57	NA	0.05447	0.01879	NA	0.02184	0.05447	NA	0.02829	0.02157	0.002232	0.02166	0.01864	0.02297	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Phycisphaerae"
"Sedimentisphaeraceae"	"F"	2483367	212	3	NA	58	212	NA	70	60	9	58	68	57	NA	0.05447	0.01879	NA	0.02184	0.05447	NA	0.02829	0.02157	0.002232	0.02166	0.01864	0.02297	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Phycisphaerae>Sedimentisphaerales"
