"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_june_BC01.cladeReads"	"kraken2_16s_classification_june_BC02.cladeReads"	"kraken2_16s_classification_june_BC03.cladeReads"	"kraken2_16s_classification_june_BC04.cladeReads"	"kraken2_16s_classification_june_BC05.cladeReads"	"kraken2_16s_classification_june_BC06.cladeReads"	"kraken2_16s_classification_june_BC07.cladeReads"	"kraken2_16s_classification_june_BC08.cladeReads"	"kraken2_16s_classification_june_BC09.cladeReads"	"kraken2_16s_classification_june_BC10.cladeReads"	"kraken2_16s_classification_june_BC11.cladeReads"	"kraken2_16s_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_16s_classification_june_BC01.cladeReads.."	"kraken2_16s_classification_june_BC02.cladeReads.."	"kraken2_16s_classification_june_BC03.cladeReads.."	"kraken2_16s_classification_june_BC04.cladeReads.."	"kraken2_16s_classification_june_BC05.cladeReads.."	"kraken2_16s_classification_june_BC06.cladeReads.."	"kraken2_16s_classification_june_BC07.cladeReads.."	"kraken2_16s_classification_june_BC08.cladeReads.."	"kraken2_16s_classification_june_BC09.cladeReads.."	"kraken2_16s_classification_june_BC10.cladeReads.."	"kraken2_16s_classification_june_BC11.cladeReads.."	"kraken2_16s_classification_june_BC12.cladeReads.."	"lineage"
"Streptococcus"	"G"	1853	163	2	NA	1	NA	2	NA	NA	163	NA	NA	9	NA	0.08966	0.0009982	NA	0.0006158	NA	0.00104	NA	NA	0.08966	NA	NA	0.01008	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae"
"Leuconostocaceae"	"F"	1839	6	1	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	0.003301	0.0004991	NA	NA	NA	NA	NA	NA	0.003301	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales"
"Leuconostoc"	"G"	1841	4	1	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.0022	0.0004991	NA	NA	NA	NA	NA	NA	0.0022	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Leuconostocaceae"
"Negativicutes"	"C"	2164	18	3	NA	7	NA	17	NA	NA	NA	NA	NA	18	NA	0.02016	0.001497	NA	0.00431	NA	0.008838	NA	NA	NA	NA	NA	0.02016	NA	"Bacteria>Firmicutes"
"Selenomonadales"	"O"	2165	18	3	NA	7	NA	17	NA	NA	NA	NA	NA	18	NA	0.02016	0.001497	NA	0.00431	NA	0.008838	NA	NA	NA	NA	NA	0.02016	NA	"Bacteria>Firmicutes>Negativicutes"
"Acidaminococcaceae"	"F"	2166	5	1	NA	3	NA	5	NA	NA	NA	NA	NA	NA	NA	0.002599	0.0004991	NA	0.001847	NA	0.002599	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales"
"uncultured"	"G"	2171	3	1	NA	2	NA	3	NA	NA	NA	NA	NA	NA	NA	0.00156	0.0004991	NA	0.001232	NA	0.00156	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Acidaminococcaceae"
"Veillonellaceae"	"F"	2172	16	1	NA	4	NA	9	NA	NA	NA	NA	NA	16	NA	0.01792	0.0004991	NA	0.002463	NA	0.004679	NA	NA	NA	NA	NA	0.01792	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales"
"Sporomusa"	"G"	2196	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.00224	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00224	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"uncultured"	"F"	2201	3	1	NA	NA	NA	3	NA	NA	NA	NA	NA	2	NA	0.00224	0.0004991	NA	NA	NA	0.00156	NA	NA	NA	NA	NA	0.00224	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales"
"Erysipelotrichia"	"C"	2147	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	0.0004991	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes"
"Erysipelotrichales"	"O"	2148	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	0.0004991	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Erysipelotrichia"
"Erysipelotrichaceae"	"F"	2149	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	0.0004991	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales"
"Turicibacter"	"G"	2162	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"Actinobacteria"	"P"	400	4207	534	28	191	1	565	NA	NA	17	NA	NA	4207	NA	4.711	0.2665	0.3989	0.1176	1.087	0.2937	NA	NA	0.009352	NA	NA	4.711	NA	"Bacteria"
"Actinobacteria"	"C"	419	4106	469	27	159	1	525	NA	NA	16	NA	NA	4106	NA	4.598	0.2341	0.3846	0.09791	1.087	0.2729	NA	NA	0.008801	NA	NA	4.598	NA	"Bacteria>Actinobacteria"
"Micrococcales"	"O"	510	3300	217	11	82	1	391	NA	NA	14	NA	NA	3300	NA	3.696	0.1083	0.1567	0.05049	1.087	0.2033	NA	NA	0.007701	NA	NA	3.696	NA	"Bacteria>Actinobacteria>Actinobacteria"
"Microbacteriaceae"	"F"	580	3210	189	9	68	1	378	NA	NA	13	NA	NA	3210	NA	3.595	0.09433	0.1282	0.04187	1.087	0.1965	NA	NA	0.007151	NA	NA	3.595	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales"
"Rhodoluna"	"G"	24511	1024	67	1	26	NA	115	NA	NA	4	NA	NA	1024	NA	1.147	0.03344	0.01425	0.01601	NA	0.05979	NA	NA	0.0022	NA	NA	1.147	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Microbacterium"	"G"	616	629	29	1	10	NA	74	NA	NA	3	NA	NA	629	NA	0.7044	0.01447	0.01425	0.006158	NA	0.03847	NA	NA	0.00165	NA	NA	0.7044	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Candidatus Planktoluna"	"G"	590	256	20	1	7	NA	42	NA	NA	1	NA	NA	256	NA	0.2867	0.009982	0.01425	0.00431	NA	0.02183	NA	NA	0.0005501	NA	NA	0.2867	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"MWH-Ta3"	"G"	614	153	19	1	3	NA	31	NA	NA	NA	NA	NA	153	NA	0.1713	0.009482	0.01425	0.001847	NA	0.01612	NA	NA	NA	NA	NA	0.1713	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Candidatus Aquiluna"	"G"	587	246	10	2	5	NA	18	NA	NA	NA	NA	NA	246	NA	0.2755	0.004991	0.02849	0.003079	NA	0.009358	NA	NA	NA	NA	NA	0.2755	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Curtobacterium"	"G"	596	67	8	NA	NA	NA	8	NA	NA	NA	NA	NA	67	NA	0.07503	0.003993	NA	NA	NA	0.004159	NA	NA	NA	NA	NA	0.07503	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Aurantimicrobium"	"G"	24507	68	6	1	2	NA	12	NA	NA	NA	NA	NA	68	NA	0.07615	0.002994	0.01425	0.001232	NA	0.006238	NA	NA	NA	NA	NA	0.07615	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"uncultured"	"G"	635	61	4	NA	1	NA	12	NA	NA	1	NA	NA	61	NA	0.06831	0.001996	NA	0.0006158	NA	0.006238	NA	NA	0.0005501	NA	NA	0.06831	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Frigoribacterium"	"G"	599	28	4	NA	NA	NA	5	NA	NA	NA	NA	NA	28	NA	0.03136	0.001996	NA	NA	NA	0.002599	NA	NA	NA	NA	NA	0.03136	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Clavibacter"	"G"	592	34	3	NA	2	NA	1	NA	NA	NA	NA	NA	34	NA	0.03808	0.001497	NA	0.001232	NA	0.0005199	NA	NA	NA	NA	NA	0.03808	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Cryobacterium"	"G"	594	19	2	NA	NA	NA	1	NA	NA	NA	NA	NA	19	NA	0.02128	0.0009982	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.02128	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Mycetocola"	"G"	619	14	2	NA	NA	NA	1	NA	NA	NA	NA	NA	14	NA	0.01568	0.0009982	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.01568	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Agromyces"	"G"	583	79	2	NA	2	1	6	NA	NA	2	NA	NA	79	NA	1.087	0.0009982	NA	0.001232	1.087	0.003119	NA	NA	0.0011	NA	NA	0.08847	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Parafrigoribacterium"	"G"	24510	11	1	NA	NA	NA	2	NA	NA	NA	NA	NA	11	NA	0.01232	0.0004991	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	0.01232	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Leucobacter"	"G"	610	40	1	NA	1	NA	1	NA	NA	NA	NA	NA	40	NA	0.04479	0.0004991	NA	0.0006158	NA	0.0005199	NA	NA	NA	NA	NA	0.04479	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Yonghaparkia"	"G"	634	3	1	NA	NA	NA	1	NA	NA	NA	NA	NA	3	NA	0.00336	0.0004991	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.00336	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Micrococcaceae"	"F"	636	62	16	NA	6	NA	10	NA	NA	1	NA	NA	62	NA	0.06943	0.007985	NA	0.003695	NA	0.005199	NA	NA	0.0005501	NA	NA	0.06943	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales"
"Pseudarthrobacter"	"G"	14220	11	5	NA	NA	NA	2	NA	NA	NA	NA	NA	11	NA	0.01232	0.002495	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	0.01232	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"Micrococcus"	"G"	643	17	3	NA	1	NA	2	NA	NA	1	NA	NA	17	NA	0.01904	0.001497	NA	0.0006158	NA	0.00104	NA	NA	0.0005501	NA	NA	0.01904	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"Rothia"	"G"	646	4	3	NA	1	NA	1	NA	NA	NA	NA	NA	4	NA	0.004479	0.001497	NA	0.0006158	NA	0.0005199	NA	NA	NA	NA	NA	0.004479	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"Arthrobacter"	"G"	638	18	1	NA	2	NA	2	NA	NA	NA	NA	NA	18	NA	0.02016	0.0004991	NA	0.001232	NA	0.00104	NA	NA	NA	NA	NA	0.02016	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"Kocuria"	"G"	642	4	1	NA	1	NA	1	NA	NA	NA	NA	NA	4	NA	0.004479	0.0004991	NA	0.0006158	NA	0.0005199	NA	NA	NA	NA	NA	0.004479	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"Nesterenkonia"	"G"	644	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"Zhihengliuella"	"G"	650	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.00224	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00224	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"Intrasporangiaceae"	"F"	557	6	6	1	3	NA	2	NA	NA	NA	NA	NA	6	NA	0.01425	0.002994	0.01425	0.001847	NA	0.00104	NA	NA	NA	NA	NA	0.006719	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales"
"Knoellia"	"G"	564	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0009982	0.0009982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Intrasporangiaceae"
"Tetrasphaera"	"G"	576	2	1	1	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.01425	0.0004991	0.01425	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.00224	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Intrasporangiaceae"
"Phycicoccus"	"G"	572	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Intrasporangiaceae"
"Ornithinibacter"	"G"	568	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.00112	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00112	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Intrasporangiaceae"
"Cellulomonadaceae"	"F"	523	5	1	NA	1	NA	1	NA	NA	NA	NA	NA	5	NA	0.005599	0.0004991	NA	0.0006158	NA	0.0005199	NA	NA	NA	NA	NA	0.005599	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales"
"Pseudactinotalea"	"G"	24503	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	0.00336	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00336	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Cellulomonadaceae"
"Dermabacteraceae"	"F"	534	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.00224	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00224	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales"
"Brachybacterium"	"G"	535	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.00224	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00224	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Dermabacteraceae"
"Frankiales"	"O"	475	648	199	15	54	NA	106	NA	NA	1	NA	NA	648	NA	0.7257	0.09932	0.2137	0.03325	NA	0.05511	NA	NA	0.0005501	NA	NA	0.7257	NA	"Bacteria>Actinobacteria>Actinobacteria"
"Sporichthyaceae"	"F"	491	642	192	13	54	NA	103	NA	NA	1	NA	NA	642	NA	0.719	0.09582	0.1852	0.03325	NA	0.05355	NA	NA	0.0005501	NA	NA	0.719	NA	"Bacteria>Actinobacteria>Actinobacteria>Frankiales"
"hgcI clade"	"G"	494	598	169	12	50	NA	96	NA	NA	1	NA	NA	598	NA	0.6697	0.08434	0.1709	0.03079	NA	0.04991	NA	NA	0.0005501	NA	NA	0.6697	NA	"Bacteria>Actinobacteria>Actinobacteria>Frankiales>Sporichthyaceae"
"Candidatus Planktophila"	"G"	492	22	13	1	3	NA	4	NA	NA	NA	NA	NA	22	NA	0.02464	0.006488	0.01425	0.001847	NA	0.002079	NA	NA	NA	NA	NA	0.02464	NA	"Bacteria>Actinobacteria>Actinobacteria>Frankiales>Sporichthyaceae"
"Cryptosporangiaceae"	"F"	478	7	7	2	NA	NA	3	NA	NA	NA	NA	NA	4	NA	0.02849	0.003494	0.02849	NA	NA	0.00156	NA	NA	NA	NA	NA	0.004479	NA	"Bacteria>Actinobacteria>Actinobacteria>Frankiales"
"Fodinicola"	"G"	480	7	7	2	NA	NA	3	NA	NA	NA	NA	NA	4	NA	0.02849	0.003494	0.02849	NA	NA	0.00156	NA	NA	NA	NA	NA	0.004479	NA	"Bacteria>Actinobacteria>Actinobacteria>Frankiales>Cryptosporangiaceae"
"Streptomycetales"	"O"	765	61	20	NA	4	NA	12	NA	NA	NA	NA	NA	61	NA	0.06831	0.009982	NA	0.002463	NA	0.006238	NA	NA	NA	NA	NA	0.06831	NA	"Bacteria>Actinobacteria>Actinobacteria"
"Streptomycetaceae"	"F"	766	61	20	NA	4	NA	12	NA	NA	NA	NA	NA	61	NA	0.06831	0.009982	NA	0.002463	NA	0.006238	NA	NA	NA	NA	NA	0.06831	NA	"Bacteria>Actinobacteria>Actinobacteria>Streptomycetales"
"Streptomyces"	"G"	769	61	19	NA	4	NA	12	NA	NA	NA	NA	NA	61	NA	0.06831	0.009482	NA	0.002463	NA	0.006238	NA	NA	NA	NA	NA	0.06831	NA	"Bacteria>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae"
"Propionibacteriales"	"O"	704	23	15	1	7	NA	6	NA	NA	1	NA	NA	23	NA	0.02576	0.007486	0.01425	0.00431	NA	0.003119	NA	NA	0.0005501	NA	NA	0.02576	NA	"Bacteria>Actinobacteria>Actinobacteria"
"Nocardioidaceae"	"F"	705	14	9	NA	4	NA	3	NA	NA	NA	NA	NA	14	NA	0.01568	0.004492	NA	0.002463	NA	0.00156	NA	NA	NA	NA	NA	0.01568	NA	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales"
"Nocardioides"	"G"	711	7	5	NA	1	NA	2	NA	NA	NA	NA	NA	7	NA	0.007839	0.002495	NA	0.0006158	NA	0.00104	NA	NA	NA	NA	NA	0.007839	NA	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae"
"Marmoricola"	"G"	710	2	2	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0009982	0.0009982	NA	0.0006158	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae"
"Aeromicrobium"	"G"	707	2	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001232	0.0004991	NA	0.001232	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae"
"uncultured"	"G"	713	6	1	NA	NA	NA	1	NA	NA	NA	NA	NA	6	NA	0.006719	0.0004991	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.006719	NA	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae"
"Propionibacteriaceae"	"F"	714	9	6	1	3	NA	3	NA	NA	1	NA	NA	9	NA	0.01425	0.002994	0.01425	0.001847	NA	0.00156	NA	NA	0.0005501	NA	NA	0.01008	NA	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales"
"Micropruina"	"G"	725	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0009982	0.0009982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Pseudopropionibacterium"	"G"	24520	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Cutibacterium"	"G"	24519	6	1	NA	1	NA	1	NA	NA	1	NA	NA	6	NA	0.006719	0.0004991	NA	0.0006158	NA	0.0005199	NA	NA	0.0005501	NA	NA	0.006719	NA	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"uncultured"	"G"	734	1	1	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.01425	0.0004991	0.01425	0.0006158	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Corynebacteriales"	"O"	447	8	8	NA	4	NA	3	NA	NA	NA	NA	NA	8	NA	0.008959	0.003993	NA	0.002463	NA	0.00156	NA	NA	NA	NA	NA	0.008959	NA	"Bacteria>Actinobacteria>Actinobacteria"
"Nocardiaceae"	"F"	460	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.00224	0.001996	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00224	NA	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales"
"Rhodococcus"	"G"	464	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.00224	0.0009982	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00224	NA	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae"
"Nocardia"	"G"	463	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae"
"Corynebacteriaceae"	"F"	448	5	3	NA	1	NA	2	NA	NA	NA	NA	NA	5	NA	0.005599	0.001497	NA	0.0006158	NA	0.00104	NA	NA	NA	NA	NA	0.005599	NA	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales"
"Corynebacterium 1"	"G"	11143	5	3	NA	1	NA	1	NA	NA	NA	NA	NA	5	NA	0.005599	0.001497	NA	0.0006158	NA	0.0005199	NA	NA	NA	NA	NA	0.005599	NA	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales>Corynebacteriaceae"
"Mycobacteriaceae"	"F"	457	3	1	NA	3	NA	1	NA	NA	NA	NA	NA	NA	NA	0.001847	0.0004991	NA	0.001847	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales"
"Mycobacterium"	"G"	459	3	1	NA	3	NA	1	NA	NA	NA	NA	NA	NA	NA	0.001847	0.0004991	NA	0.001847	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae"
"Micromonosporales"	"O"	672	7	3	NA	NA	NA	1	NA	NA	NA	NA	NA	7	NA	0.007839	0.001497	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.007839	NA	"Bacteria>Actinobacteria>Actinobacteria"
"Micromonosporaceae"	"F"	673	7	3	NA	NA	NA	1	NA	NA	NA	NA	NA	7	NA	0.007839	0.001497	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.007839	NA	"Bacteria>Actinobacteria>Actinobacteria>Micromonosporales"
"Actinoplanes"	"G"	675	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	0.004479	0.0009982	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004479	NA	"Bacteria>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae"
"Micromonospora"	"G"	688	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	0.00336	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00336	NA	"Bacteria>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae"
"Actinomycetales"	"O"	420	2	1	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.00224	0.0004991	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.00224	NA	"Bacteria>Actinobacteria>Actinobacteria"
"Actinomycetaceae"	"F"	421	2	1	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.00224	0.0004991	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.00224	NA	"Bacteria>Actinobacteria>Actinobacteria>Actinomycetales"
"Actinomyces"	"G"	423	2	1	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.00224	0.0004991	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.00224	NA	"Bacteria>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae"
"Acidimicrobiia"	"C"	401	79	47	NA	22	NA	31	NA	NA	1	NA	NA	79	NA	0.08847	0.02346	NA	0.01355	NA	0.01612	NA	NA	0.0005501	NA	NA	0.08847	NA	"Bacteria>Actinobacteria"
"Microtrichales"	"O"	24483	71	46	NA	22	NA	26	NA	NA	1	NA	NA	71	NA	0.07951	0.02296	NA	0.01355	NA	0.01352	NA	NA	0.0005501	NA	NA	0.07951	NA	"Bacteria>Actinobacteria>Acidimicrobiia"
"Ilumatobacteraceae"	"F"	24486	51	27	NA	6	NA	21	NA	NA	NA	NA	NA	51	NA	0.05711	0.01348	NA	0.003695	NA	0.01092	NA	NA	NA	NA	NA	0.05711	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales"
"CL500-29 marine group"	"G"	24487	31	20	NA	5	NA	4	NA	NA	NA	NA	NA	31	NA	0.03472	0.009982	NA	0.003079	NA	0.002079	NA	NA	NA	NA	NA	0.03472	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales>Ilumatobacteraceae"
"Ilumatobacter"	"G"	24488	15	4	NA	NA	NA	15	NA	NA	NA	NA	NA	13	NA	0.01456	0.001996	NA	NA	NA	0.007798	NA	NA	NA	NA	NA	0.01456	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales>Ilumatobacteraceae"
"uncultured"	"G"	24489	6	3	NA	1	NA	2	NA	NA	NA	NA	NA	6	NA	0.006719	0.001497	NA	0.0006158	NA	0.00104	NA	NA	NA	NA	NA	0.006719	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales>Ilumatobacteraceae"
"Microtrichaceae"	"F"	24490	18	18	NA	14	NA	1	NA	NA	1	NA	NA	9	NA	0.01008	0.008983	NA	0.008621	NA	0.0005199	NA	NA	0.0005501	NA	NA	0.01008	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales"
"uncultured"	"G"	24494	9	9	NA	8	NA	1	NA	NA	1	NA	NA	1	NA	0.004926	0.004492	NA	0.004926	NA	0.0005199	NA	NA	0.0005501	NA	NA	0.00112	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales>Microtrichaceae"
"IMCC26207"	"G"	24492	6	6	NA	2	NA	NA	NA	NA	NA	NA	NA	5	NA	0.005599	0.002994	NA	0.001232	NA	NA	NA	NA	NA	NA	NA	0.005599	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales>Microtrichaceae"
"Candidatus Microthrix"	"G"	24491	2	2	NA	2	NA	NA	NA	NA	NA	NA	NA	2	NA	0.00224	0.0009982	NA	0.001232	NA	NA	NA	NA	NA	NA	NA	0.00224	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales>Microtrichaceae"
"Sva0996 marine group"	"G"	24493	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.00112	0.0004991	NA	0.0006158	NA	NA	NA	NA	NA	NA	NA	0.00112	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales>Microtrichaceae"
