"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_june_BC01.cladeReads"	"kraken2_classification_june_BC02.cladeReads"	"kraken2_classification_june_BC03.cladeReads"	"kraken2_classification_june_BC04.cladeReads"	"kraken2_classification_june_BC05.cladeReads"	"kraken2_classification_june_BC06.cladeReads"	"kraken2_classification_june_BC07.cladeReads"	"kraken2_classification_june_BC08.cladeReads"	"kraken2_classification_june_BC09.cladeReads"	"kraken2_classification_june_BC10.cladeReads"	"kraken2_classification_june_BC11.cladeReads"	"kraken2_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_classification_june_BC01.cladeReads.."	"kraken2_classification_june_BC02.cladeReads.."	"kraken2_classification_june_BC03.cladeReads.."	"kraken2_classification_june_BC04.cladeReads.."	"kraken2_classification_june_BC05.cladeReads.."	"kraken2_classification_june_BC06.cladeReads.."	"kraken2_classification_june_BC07.cladeReads.."	"kraken2_classification_june_BC08.cladeReads.."	"kraken2_classification_june_BC09.cladeReads.."	"kraken2_classification_june_BC10.cladeReads.."	"kraken2_classification_june_BC11.cladeReads.."	"kraken2_classification_june_BC12.cladeReads.."	"lineage"
"Acetobacter pomorum"	"S"	65959	9	2	NA	1	NA	9	NA	NA	NA	NA	NA	NA	NA	0.00562	0.001028	NA	0.0008075	NA	0.00562	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Acetobacter"
"Komagataeibacter"	"G"	1434011	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	2	NA	0.002476	0.000514	NA	NA	NA	0.001249	NA	NA	NA	NA	NA	0.002476	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae"
"Commensalibacter"	"G"	1079922	4	1	NA	4	NA	1	NA	NA	NA	NA	NA	3	NA	0.003714	0.000514	NA	0.00323	NA	0.0006244	NA	NA	NA	NA	NA	0.003714	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae"
"Commensalibacter sp. AMU001"	"S"	2478912	4	1	NA	4	NA	1	NA	NA	NA	NA	NA	3	NA	0.003714	0.000514	NA	0.00323	NA	0.0006244	NA	NA	NA	NA	NA	0.003714	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Commensalibacter"
"Granulibacter"	"G"	364409	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0006244	0.000514	NA	NA	NA	0.0006244	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae"
"Granulibacter bethesdensis"	"S"	364410	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0006244	0.000514	NA	NA	NA	0.0006244	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Granulibacter"
"Neoasaia"	"G"	320496	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0006244	0.000514	NA	NA	NA	0.0006244	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae"
"Neoasaia chiangmaiensis"	"S"	320497	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0006244	0.000514	NA	NA	NA	0.0006244	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Neoasaia"
"Gluconacetobacter"	"G"	89583	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000514	0.000514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae"
"Gluconacetobacter diazotrophicus"	"S"	33996	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000514	0.000514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Gluconacetobacter"
"Rhodospirillaceae"	"F"	41295	72	34	2	25	NA	40	NA	NA	1	NA	NA	72	NA	0.08914	0.01748	0.03546	0.02019	NA	0.02498	NA	NA	0.0005504	NA	NA	0.08914	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"Magnetospirillum"	"G"	13134	15	6	NA	3	NA	4	NA	NA	1	NA	NA	15	NA	0.01857	0.003084	NA	0.002422	NA	0.002498	NA	NA	0.0005504	NA	NA	0.01857	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Magnetospirillum gryphiswaldense"	"S"	55518	7	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	0.008666	0.001028	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.008666	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Magnetospirillum"
"Pararhodospirillum"	"G"	1612157	6	5	NA	6	NA	2	NA	NA	NA	NA	NA	2	NA	0.004845	0.00257	NA	0.004845	NA	0.001249	NA	NA	NA	NA	NA	0.002476	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Pararhodospirillum photometricum"	"S"	1084	6	5	NA	6	NA	2	NA	NA	NA	NA	NA	2	NA	0.004845	0.00257	NA	0.004845	NA	0.001249	NA	NA	NA	NA	NA	0.002476	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Pararhodospirillum"
"Niveispirillum"	"G"	1543704	16	5	NA	1	NA	16	NA	NA	NA	NA	NA	16	NA	0.01981	0.00257	NA	0.0008075	NA	0.00999	NA	NA	NA	NA	NA	0.01981	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Niveispirillum cyanobacteriorum"	"S"	1612173	16	5	NA	1	NA	16	NA	NA	NA	NA	NA	16	NA	0.01981	0.00257	NA	0.0008075	NA	0.00999	NA	NA	NA	NA	NA	0.01981	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Niveispirillum"
"Azospirillum"	"G"	191	21	5	1	2	NA	3	NA	NA	NA	NA	NA	21	NA	0.026	0.00257	0.01773	0.001615	NA	0.001873	NA	NA	NA	NA	NA	0.026	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Azospirillum lipoferum"	"S"	193	7	2	NA	1	NA	1	NA	NA	NA	NA	NA	7	NA	0.008666	0.001028	NA	0.0008075	NA	0.0006244	NA	NA	NA	NA	NA	0.008666	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Azospirillum"
"Nitrospirillum"	"G"	1543705	7	4	NA	7	NA	2	NA	NA	NA	NA	NA	5	NA	0.00619	0.002056	NA	0.005652	NA	0.001249	NA	NA	NA	NA	NA	0.00619	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Nitrospirillum amazonense"	"S"	28077	7	4	NA	7	NA	2	NA	NA	NA	NA	NA	5	NA	0.00619	0.002056	NA	0.005652	NA	0.001249	NA	NA	NA	NA	NA	0.00619	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Nitrospirillum"
"Haematospirillum"	"G"	1804663	6	2	1	3	NA	4	NA	NA	NA	NA	NA	6	NA	0.01773	0.001028	0.01773	0.002422	NA	0.002498	NA	NA	NA	NA	NA	0.007428	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Haematospirillum jordaniae"	"S"	1549855	6	2	1	3	NA	4	NA	NA	NA	NA	NA	6	NA	0.01773	0.001028	0.01773	0.002422	NA	0.002498	NA	NA	NA	NA	NA	0.007428	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Haematospirillum"
"Candidatus Endolissoclinum"	"G"	1263978	3	2	NA	1	NA	3	NA	NA	NA	NA	NA	1	NA	0.001873	0.001028	NA	0.0008075	NA	0.001873	NA	NA	NA	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Candidatus Endolissoclinum faulkneri"	"S"	1263979	3	2	NA	1	NA	3	NA	NA	NA	NA	NA	1	NA	0.001873	0.001028	NA	0.0008075	NA	0.001873	NA	NA	NA	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Candidatus&nbsp;Endolissoclinum"
"Magnetospira"	"G"	1182780	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.001249	0.000514	NA	NA	NA	0.001249	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Magnetospira sp. QH-2"	"S"	1288970	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.001249	0.000514	NA	NA	NA	0.001249	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Magnetospira"
"Tistrella"	"G"	171436	2	1	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.002476	0.000514	NA	NA	NA	0.0006244	NA	NA	NA	NA	NA	0.002476	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Tistrella mobilis"	"S"	171437	2	1	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.002476	0.000514	NA	NA	NA	0.0006244	NA	NA	NA	NA	NA	0.002476	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Tistrella"
"Thalassospira"	"G"	168934	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0008075	0.000514	NA	0.0008075	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Thalassospira xiamenensis"	"S"	220697	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0008075	0.000514	NA	0.0008075	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Thalassospira"
"Rickettsiales"	"O"	766	51	51	3	47	NA	35	NA	NA	NA	NA	NA	22	NA	0.05319	0.02622	0.05319	0.03795	NA	0.02185	NA	NA	NA	NA	NA	0.02724	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Rickettsiaceae"	"F"	775	33	33	1	27	NA	21	NA	NA	NA	NA	NA	11	NA	0.0218	0.01696	0.01773	0.0218	NA	0.01311	NA	NA	NA	NA	NA	0.01362	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales"
"Rickettsieae"	"-"	33988	24	24	NA	16	NA	13	NA	NA	NA	NA	NA	6	NA	0.01292	0.01234	NA	0.01292	NA	0.008117	NA	NA	NA	NA	NA	0.007428	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae"
"Rickettsia"	"G"	780	19	19	NA	8	NA	11	NA	NA	NA	NA	NA	1	NA	0.009767	0.009767	NA	0.00646	NA	0.006868	NA	NA	NA	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae"
"spotted fever group"	"-"	114277	9	9	NA	5	NA	3	NA	NA	NA	NA	NA	1	NA	0.004626	0.004626	NA	0.004037	NA	0.001873	NA	NA	NA	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Rickettsia"
"Rickettsia akari"	"S"	786	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001542	0.001542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Rickettsia>spotted&nbsp;fever&nbsp;group"
"Rickettsia slovaca"	"S"	35794	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000514	0.000514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Rickettsia>spotted&nbsp;fever&nbsp;group"
"Rickettsia parkeri"	"S"	35792	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001238	0.000514	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Rickettsia>spotted&nbsp;fever&nbsp;group"
"Rickettsia peacockii"	"S"	47589	3	1	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002422	0.000514	NA	0.002422	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Rickettsia>spotted&nbsp;fever&nbsp;group"
"Rickettsia helvetica"	"S"	35789	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000514	0.000514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Rickettsia>spotted&nbsp;fever&nbsp;group"
"unclassified Rickettsia"	"-"	114295	3	3	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.001542	0.001542	NA	NA	NA	0.0006244	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Rickettsia"
"Rickettsia endosymbiont of Bemisia tabaci"	"S"	337479	3	3	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.001542	0.001542	NA	NA	NA	0.0006244	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Rickettsia>unclassified&nbsp;Rickettsia"
"belli group"	"-"	1129742	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.001028	0.001028	NA	NA	NA	0.0006244	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Rickettsia"
"Rickettsia canadensis"	"S"	788	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001028	0.001028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Rickettsia>belli&nbsp;group"
"Orientia"	"G"	69474	7	5	NA	7	NA	2	NA	NA	NA	NA	NA	4	NA	0.005652	0.00257	NA	0.005652	NA	0.001249	NA	NA	NA	NA	NA	0.004952	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae"
"Orientia tsutsugamushi"	"S"	784	7	5	NA	7	NA	2	NA	NA	NA	NA	NA	4	NA	0.005652	0.00257	NA	0.005652	NA	0.001249	NA	NA	NA	NA	NA	0.004952	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Orientia"
"Candidatus Phycorickettsia"	"G"	2115980	11	9	1	11	NA	8	NA	NA	NA	NA	NA	5	NA	0.01773	0.004626	0.01773	0.008882	NA	0.004995	NA	NA	NA	NA	NA	0.00619	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae"
"Candidatus Phycorickettsia trachydisci"	"S"	2115978	11	9	1	11	NA	8	NA	NA	NA	NA	NA	5	NA	0.01773	0.004626	0.01773	0.008882	NA	0.004995	NA	NA	NA	NA	NA	0.00619	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Candidatus&nbsp;Phycorickettsia"
"Anaplasmataceae"	"F"	942	12	11	1	12	NA	10	NA	NA	NA	NA	NA	7	NA	0.01773	0.005655	0.01773	0.00969	NA	0.006244	NA	NA	NA	NA	NA	0.008666	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales"
"Wolbachieae"	"-"	952	9	7	NA	9	NA	5	NA	NA	NA	NA	NA	3	NA	0.007267	0.003598	NA	0.007267	NA	0.003122	NA	NA	NA	NA	NA	0.003714	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae"
"Wolbachia"	"G"	953	9	7	NA	9	NA	5	NA	NA	NA	NA	NA	3	NA	0.007267	0.003598	NA	0.007267	NA	0.003122	NA	NA	NA	NA	NA	0.003714	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Wolbachieae"
"Wolbachia endosymbiont of Folsomia candida"	"S"	169402	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.001028	0.001028	NA	NA	NA	0.0006244	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Wolbachieae>Wolbachia"
"Ehrlichia"	"G"	943	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0008075	0.000514	NA	0.0008075	NA	0.0006244	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae"
"canis group"	"-"	106178	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0008075	0.000514	NA	0.0008075	NA	0.0006244	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Ehrlichia"
"Ehrlichia ruminantium"	"S"	779	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0008075	0.000514	NA	0.0008075	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Ehrlichia>canis&nbsp;group"
"Anaplasma"	"G"	768	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0006244	0.000514	NA	NA	NA	0.0006244	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae"
"phagocytophilum group"	"-"	106179	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000514	0.000514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Anaplasma"
"Anaplasma phagocytophilum"	"S"	948	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000514	0.000514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Anaplasma>phagocytophilum&nbsp;group"
"Candidatus Midichloriaceae"	"F"	1328881	3	1	1	3	NA	1	NA	NA	NA	NA	NA	2	NA	0.01773	0.000514	0.01773	0.002422	NA	0.0006244	NA	NA	NA	NA	NA	0.002476	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales"
"Holosporales"	"O"	1921002	11	9	NA	9	NA	4	NA	NA	NA	NA	NA	11	NA	0.01362	0.004626	NA	0.007267	NA	0.002498	NA	NA	NA	NA	NA	0.01362	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Candidatus Paracaedibacteraceae"	"F"	1777752	8	8	NA	6	NA	4	NA	NA	NA	NA	NA	8	NA	0.009904	0.004112	NA	0.004845	NA	0.002498	NA	NA	NA	NA	NA	0.009904	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Holosporales"
"Candidatus Paracaedibacter"	"G"	1521255	8	8	NA	6	NA	4	NA	NA	NA	NA	NA	8	NA	0.009904	0.004112	NA	0.004845	NA	0.002498	NA	NA	NA	NA	NA	0.009904	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Holosporales>Candidatus&nbsp;Paracaedibacteraceae"
"Candidatus Paracaedibacter acanthamoebae"	"S"	91604	8	8	NA	6	NA	4	NA	NA	NA	NA	NA	8	NA	0.009904	0.004112	NA	0.004845	NA	0.002498	NA	NA	NA	NA	NA	0.009904	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Holosporales>Candidatus&nbsp;Paracaedibacteraceae>Candidatus&nbsp;Paracaedibacter"
"Caedimonadaceae"	"F"	2100208	3	1	NA	1	NA	NA	NA	NA	NA	NA	NA	3	NA	0.003714	0.000514	NA	0.0008075	NA	NA	NA	NA	NA	NA	NA	0.003714	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Holosporales"
"Candidatus Nucleicultrix"	"G"	1509243	3	1	NA	1	NA	NA	NA	NA	NA	NA	NA	3	NA	0.003714	0.000514	NA	0.0008075	NA	NA	NA	NA	NA	NA	NA	0.003714	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Holosporales>Caedimonadaceae"
"Candidatus Nucleicultrix amoebiphila"	"S"	1509244	3	1	NA	1	NA	NA	NA	NA	NA	NA	NA	3	NA	0.003714	0.000514	NA	0.0008075	NA	NA	NA	NA	NA	NA	NA	0.003714	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Holosporales>Caedimonadaceae>Candidatus&nbsp;Nucleicultrix"
"unclassified Alphaproteobacteria"	"-"	82117	14	7	NA	7	NA	1	NA	NA	NA	NA	NA	14	NA	0.01733	0.003598	NA	0.005652	NA	0.0006244	NA	NA	NA	NA	NA	0.01733	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Micavibrio"	"G"	213485	11	5	NA	4	NA	1	NA	NA	NA	NA	NA	11	NA	0.01362	0.00257	NA	0.00323	NA	0.0006244	NA	NA	NA	NA	NA	0.01362	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>unclassified&nbsp;Alphaproteobacteria"
"Micavibrio aeruginosavorus"	"S"	349221	11	5	NA	4	NA	1	NA	NA	NA	NA	NA	11	NA	0.01362	0.00257	NA	0.00323	NA	0.0006244	NA	NA	NA	NA	NA	0.01362	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>unclassified&nbsp;Alphaproteobacteria>Micavibrio"
"Polymorphum"	"G"	991903	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000514	0.000514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>unclassified&nbsp;Alphaproteobacteria"
"Polymorphum gilvum"	"S"	991904	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000514	0.000514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>unclassified&nbsp;Alphaproteobacteria>Polymorphum"
"SAR116 cluster"	"-"	62654	3	1	NA	3	NA	NA	NA	NA	NA	NA	NA	3	NA	0.003714	0.000514	NA	0.002422	NA	NA	NA	NA	NA	NA	NA	0.003714	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>unclassified&nbsp;Alphaproteobacteria"
"Candidatus Puniceispirillum"	"G"	767891	3	1	NA	3	NA	NA	NA	NA	NA	NA	NA	3	NA	0.003714	0.000514	NA	0.002422	NA	NA	NA	NA	NA	NA	NA	0.003714	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>unclassified&nbsp;Alphaproteobacteria>SAR116&nbsp;cluster"
"Candidatus Puniceispirillum marinum"	"S"	767892	3	1	NA	3	NA	NA	NA	NA	NA	NA	NA	3	NA	0.003714	0.000514	NA	0.002422	NA	NA	NA	NA	NA	NA	NA	0.003714	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>unclassified&nbsp;Alphaproteobacteria>SAR116&nbsp;cluster>Candidatus&nbsp;Puniceispirillum"
"Pelagibacterales"	"O"	54526	4	3	NA	4	NA	4	NA	NA	NA	NA	NA	1	NA	0.00323	0.001542	NA	0.00323	NA	0.002498	NA	NA	NA	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Pelagibacteraceae"	"F"	1655514	4	2	NA	3	NA	4	NA	NA	NA	NA	NA	1	NA	0.002498	0.001028	NA	0.002422	NA	0.002498	NA	NA	NA	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Pelagibacterales"
"unclassified Pelagibacteraceae"	"-"	1655516	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0008075	0.000514	NA	0.0008075	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Pelagibacterales>Pelagibacteraceae"
"alpha proteobacterium HIMB59"	"S"	744985	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0008075	0.000514	NA	0.0008075	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Pelagibacterales>Pelagibacteraceae>unclassified&nbsp;Pelagibacteraceae"
