"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_april_BC01.cladeReads"	"centrifuge_classification_april_BC02.cladeReads"	"centrifuge_classification_april_BC03.cladeReads"	"centrifuge_classification_april_BC04.cladeReads"	"centrifuge_classification_april_BC05.cladeReads"	"centrifuge_classification_april_BC06.cladeReads"	"centrifuge_classification_april_BC07.cladeReads"	"centrifuge_classification_april_BC08.cladeReads"	"centrifuge_classification_april_BC09.cladeReads"	"centrifuge_classification_april_BC10.cladeReads"	"centrifuge_classification_april_BC11.cladeReads"	"centrifuge_classification_april_BC12.cladeReads"	"Max.1"	"centrifuge_classification_april_BC01.cladeReads.."	"centrifuge_classification_april_BC02.cladeReads.."	"centrifuge_classification_april_BC03.cladeReads.."	"centrifuge_classification_april_BC04.cladeReads.."	"centrifuge_classification_april_BC05.cladeReads.."	"centrifuge_classification_april_BC06.cladeReads.."	"centrifuge_classification_april_BC07.cladeReads.."	"centrifuge_classification_april_BC08.cladeReads.."	"centrifuge_classification_april_BC09.cladeReads.."	"centrifuge_classification_april_BC10.cladeReads.."	"centrifuge_classification_april_BC11.cladeReads.."	"centrifuge_classification_april_BC12.cladeReads.."	"lineage"
"Candidatus Phytoplasma asteris"	"S"	85620	2	NA	NA	NA	NA	NA	1	1	2	1	NA	NA	NA	0.0005173	NA	NA	NA	NA	NA	0.0004247	0.0003808	0.0005173	0.0003784	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Acholeplasmatales>Acholeplasmataceae>Candidatus&nbsp;Phytoplasma"
"Dehalococcoides mccartyi"	"S"	61435	1	NA	NA	NA	NA	NA	1	1	NA	NA	1	NA	NA	0.0004247	NA	NA	NA	NA	NA	0.0004247	0.0003808	NA	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Chloroflexi>Dehalococcoidia>Dehalococcoidales>Dehalococcoidaceae>Dehalococcoides"
"Thermus thermophilus"	"S"	274	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	0.0004247	NA	NA	NA	NA	NA	0.0004247	NA	NA	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Deinococcus&#x2011;Thermus>Deinococci>Thermales>Thermaceae>Thermus"
"Echinicola vietnamensis"	"S"	390884	2	NA	NA	NA	NA	NA	2	1	NA	1	NA	2	NA	0.0008684	NA	NA	NA	NA	NA	0.0008493	0.0003808	NA	0.0003784	NA	0.0008684	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae>Echinicola"
"Echinicola vietnamensis DSM 17526"	"-"	926556	2	NA	NA	NA	NA	NA	2	1	NA	1	NA	2	NA	0.0008684	NA	NA	NA	NA	NA	0.0008493	0.0003808	NA	0.0003784	NA	0.0008684	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae>Echinicola>Echinicola&nbsp;vietnamensis"
"Pontibacter actiniarum"	"S"	323450	3	NA	NA	NA	NA	NA	3	1	NA	1	1	3	NA	0.001303	NA	NA	NA	NA	NA	0.001274	0.0003808	NA	0.0003784	0.0002887	0.001303	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae>Pontibacter"
"Chryseobacterium indoltheticum"	"S"	254	1	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	0.0004247	NA	NA	NA	NA	NA	0.0004247	NA	NA	0.0003784	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Chryseobacterium"
"Chryseobacterium sp. T16E-39"	"S"	2015076	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004247	NA	NA	NA	NA	NA	0.0004247	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Chryseobacterium"
"Chryseobacterium sp. 3008163"	"S"	2478663	1	NA	NA	NA	NA	NA	1	NA	NA	1	NA	1	NA	0.0004342	NA	NA	NA	NA	NA	0.0004247	NA	NA	0.0003784	NA	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Chryseobacterium"
"Chryseobacterium sp. F5649"	"S"	2487071	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004247	NA	NA	NA	NA	NA	0.0004247	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Chryseobacterium"
"Capnocytophaga sp. oral taxon 864"	"S"	1316593	2	NA	NA	NA	NA	NA	1	NA	NA	2	NA	NA	NA	0.0007568	NA	NA	NA	NA	NA	0.0004247	NA	NA	0.0007568	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Capnocytophaga"
"Nonlabens sp. MJ115"	"S"	2496866	2	NA	NA	NA	NA	NA	2	1	NA	1	NA	1	NA	0.0008493	NA	NA	NA	NA	NA	0.0008493	0.0003808	NA	0.0003784	NA	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Nonlabens"
"Gramella salexigens"	"S"	1913577	2	NA	NA	NA	NA	NA	2	NA	1	NA	1	NA	NA	0.0008493	NA	NA	NA	NA	NA	0.0008493	NA	0.0002587	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Gramella"
"Gramella sp. SH35"	"S"	2126553	1	NA	NA	NA	NA	NA	1	NA	NA	1	1	NA	NA	0.0004247	NA	NA	NA	NA	NA	0.0004247	NA	NA	0.0003784	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Gramella"
"Cellulophaga algicola"	"S"	59600	2	NA	NA	NA	NA	NA	1	2	NA	2	NA	1	NA	0.0007616	NA	NA	NA	NA	NA	0.0004247	0.0007616	NA	0.0007568	NA	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Cellulophaga"
"Cellulophaga algicola DSM 14237"	"-"	688270	2	NA	NA	NA	NA	NA	1	2	NA	2	NA	1	NA	0.0007616	NA	NA	NA	NA	NA	0.0004247	0.0007616	NA	0.0007568	NA	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Cellulophaga>Cellulophaga&nbsp;algicola"
"Lacinutrix sp. 5H-3-7-4"	"S"	983544	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004247	NA	NA	NA	NA	NA	0.0004247	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Lacinutrix"
"Maribacter sp. HTCC2170"	"S"	313603	2	NA	NA	NA	NA	NA	1	2	1	NA	NA	1	NA	0.0007616	NA	NA	NA	NA	NA	0.0004247	0.0007616	0.0002587	NA	NA	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Maribacter"
"Maribacter sp. T28"	"S"	1836467	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004247	NA	NA	NA	NA	NA	0.0004247	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Maribacter"
"Salegentibacter"	"G"	143222	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004247	NA	NA	NA	NA	NA	0.0004247	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Salegentibacter sp. T436"	"S"	1729720	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004247	NA	NA	NA	NA	NA	0.0004247	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Salegentibacter"
"Robiginitalea"	"G"	252306	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	0.0004247	NA	NA	NA	NA	NA	0.0004247	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Robiginitalea biformata"	"S"	252307	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	0.0004247	NA	NA	NA	NA	NA	0.0004247	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Robiginitalea"
"Robiginitalea biformata HTCC2501"	"-"	313596	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	0.0004247	NA	NA	NA	NA	NA	0.0004247	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Robiginitalea>Robiginitalea&nbsp;biformata"
"Aquimarina sp. AD10"	"S"	1714849	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	1	NA	0.0004342	NA	NA	NA	NA	NA	0.0004247	0.0003808	NA	NA	NA	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Aquimarina"
"Borrelia anserina"	"S"	143	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004247	NA	NA	NA	NA	NA	0.0004247	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Borreliaceae>Borrelia"
"Borrelia anserina Es"	"-"	1365188	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004247	NA	NA	NA	NA	NA	0.0004247	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Borreliaceae>Borrelia>Borrelia&nbsp;anserina"
"Borreliella afzelii PKo"	"-"	390236	1	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	0.0004247	NA	NA	NA	NA	NA	0.0004247	NA	NA	0.0003784	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Borreliaceae>Borreliella>Borreliella&nbsp;afzelii"
"Fusobacterium periodonticum"	"S"	860	4	NA	NA	NA	NA	NA	2	NA	1	3	1	4	NA	0.001737	NA	NA	NA	NA	NA	0.0008493	NA	0.0002587	0.001135	0.0002887	0.001737	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Fusobacterium"
"Thermotoga profunda"	"S"	1508420	1	NA	NA	NA	NA	NA	1	1	NA	1	NA	NA	NA	0.0004247	NA	NA	NA	NA	NA	0.0004247	0.0003808	NA	0.0003784	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Thermotogaceae>Thermotoga"
"Thermotoga profunda AZM34c06"	"-"	1408160	1	NA	NA	NA	NA	NA	1	1	NA	1	NA	NA	NA	0.0004247	NA	NA	NA	NA	NA	0.0004247	0.0003808	NA	0.0003784	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Thermotogaceae>Thermotoga>Thermotoga&nbsp;profunda"
"Desulfurococcus amylolyticus"	"S"	94694	1	NA	NA	NA	NA	NA	1	1	NA	NA	1	1	NA	0.0004342	NA	NA	NA	NA	NA	0.0004247	0.0003808	NA	NA	0.0002887	0.0004342	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Crenarchaeota>Thermoprotei>Desulfurococcales>Desulfurococcaceae>Desulfurococcus"
"Thaumarchaeota"	"P"	651137	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0004342	NA	NA	NA	NA	NA	0.0004247	NA	NA	NA	NA	0.0004342	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group"
"Nitrososphaeria"	"C"	1643678	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004247	NA	NA	NA	NA	NA	0.0004247	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Thaumarchaeota"
"Candidatus Nitrosocaldales"	"O"	1968909	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004247	NA	NA	NA	NA	NA	0.0004247	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Thaumarchaeota>Nitrososphaeria"
"Candidatus Nitrosocaldaceae"	"F"	1968910	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004247	NA	NA	NA	NA	NA	0.0004247	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Thaumarchaeota>Nitrososphaeria>Candidatus&nbsp;Nitrosocaldales"
"Candidatus Nitrosocaldus"	"G"	498374	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004247	NA	NA	NA	NA	NA	0.0004247	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Thaumarchaeota>Nitrososphaeria>Candidatus&nbsp;Nitrosocaldales>Candidatus&nbsp;Nitrosocaldaceae"
"Candidatus Nitrosocaldus islandicus"	"S"	2045011	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004247	NA	NA	NA	NA	NA	0.0004247	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Thaumarchaeota>Nitrososphaeria>Candidatus&nbsp;Nitrosocaldales>Candidatus&nbsp;Nitrosocaldaceae>Candidatus&nbsp;Nitrosocaldus"
"Methanothermobacter"	"G"	145260	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004247	NA	NA	NA	NA	NA	0.0004247	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomada&nbsp;group>Methanobacteria>Methanobacteriales>Methanobacteriaceae"
"Pandoraea pnomenusa 3kgm"	"-"	1416914	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	0.0004342	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Pandoraea>Pandoraea&nbsp;pnomenusa"
"Pandoraea oxalativorans"	"S"	573737	2	NA	NA	NA	NA	NA	NA	1	NA	1	2	1	NA	0.0005774	NA	NA	NA	NA	NA	NA	0.0003808	NA	0.0003784	0.0005774	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Pandoraea"
"Bordetella genomosp. 8"	"S"	1416806	2	NA	NA	NA	NA	NA	NA	2	NA	NA	1	1	NA	0.0007616	NA	NA	NA	NA	NA	NA	0.0007616	NA	NA	0.0002887	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Bordetella"
"Ruegeria sp. TM1040"	"S"	292414	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Ruegeria"
"Helicobacter pylori 26695-1"	"-"	1391726	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Helicobacter>Helicobacter&nbsp;pylori"
"Helicobacter pylori 26695-1CH"	"-"	1391728	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Helicobacter>Helicobacter&nbsp;pylori>Helicobacter&nbsp;pylori&nbsp;26695&#x2011;1"
"Salmonella enterica subsp. enterica serovar Choleraesuis str. ATCC 10708"	"-"	938142	601	NA	NA	NA	NA	NA	NA	2	601	1	NA	1	NA	0.1554	NA	NA	NA	NA	NA	NA	0.0007616	0.1554	0.0003784	NA	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Salmonella>Salmonella&nbsp;enterica>Salmonella&nbsp;enterica&nbsp;subsp.&nbsp;enterica>Salmonella&nbsp;enterica&nbsp;subsp.&nbsp;enterica&nbsp;serovar&nbsp;Choleraesuis"
"Citrobacter amalonaticus Y19"	"-"	1261127	38	NA	NA	NA	NA	NA	NA	1	38	NA	NA	NA	NA	0.009829	NA	NA	NA	NA	NA	NA	0.0003808	0.009829	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter>Citrobacter&nbsp;amalonaticus"
"Citrobacter koseri"	"S"	545	249	NA	NA	NA	NA	NA	NA	1	249	NA	NA	2	NA	0.0644	NA	NA	NA	NA	NA	NA	0.0003808	0.0644	NA	NA	0.0008684	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter"
"Cedecea lapagei"	"S"	158823	48	NA	NA	NA	NA	NA	NA	1	48	NA	NA	1	1	0.2584	NA	NA	NA	NA	NA	NA	0.0003808	0.01242	NA	NA	0.0004342	0.2584	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Cedecea"
"Yersinia pestis Pestoides G"	"-"	649716	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	1	NA	0.0004342	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	0.0002887	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia>Yersinia&nbsp;pseudotuberculosis&nbsp;complex>Yersinia&nbsp;pestis"
"Serratia plymuthica PRI-2C"	"-"	1154756	4	NA	NA	NA	NA	NA	NA	1	NA	NA	4	NA	NA	0.001155	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	0.001155	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia>Serratia&nbsp;plymuthica"
"Pectobacterium carotovorum subsp. carotovorum PC1"	"-"	561230	1	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	0.0002587	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Pectobacterium>Pectobacterium&nbsp;carotovorum>Pectobacterium&nbsp;carotovorum&nbsp;subsp.&nbsp;carotovorum"
"Dickeya dianthicola"	"S"	204039	3	NA	NA	NA	NA	NA	NA	1	3	NA	NA	1	NA	0.000776	NA	NA	NA	NA	NA	NA	0.0003808	0.000776	NA	NA	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Dickeya"
"Dickeya dianthicola RNS04.9"	"-"	1306405	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	0.0004342	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Dickeya>Dickeya&nbsp;dianthicola"
"Providencia heimbachae"	"S"	333962	4	NA	NA	NA	NA	NA	NA	2	NA	NA	4	1	NA	0.001155	NA	NA	NA	NA	NA	NA	0.0007616	NA	NA	0.001155	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Providencia"
"Pseudomonas sp. MRSN12121"	"S"	1611770	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Shewanella psychrophila"	"S"	225848	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Vibrio breoganii"	"S"	553239	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Hymenobacter sp. PAMC 26628"	"S"	1484118	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Chryseobacterium piperi"	"S"	558152	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Chryseobacterium"
"Chryseobacterium arthrosphaerae"	"S"	651561	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Chryseobacterium"
"Aequorivita sublithincola"	"S"	101385	2	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	1	NA	0.0007616	NA	NA	NA	NA	NA	NA	0.0007616	NA	NA	NA	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Aequorivita"
"Aequorivita sublithincola DSM 14238"	"-"	746697	2	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	1	NA	0.0007616	NA	NA	NA	NA	NA	NA	0.0007616	NA	NA	NA	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Aequorivita>Aequorivita&nbsp;sublithincola"
"Dokdonia donghaensis"	"S"	326320	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Dokdonia"
"Dokdonia donghaensis DSW-1"	"-"	1300343	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Dokdonia>Dokdonia&nbsp;donghaensis"
"Polaribacter sp. MED152"	"S"	313598	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Polaribacter"
"Euzebyella"	"G"	1287916	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Euzebyella marina"	"S"	1761453	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Euzebyella"
