"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_august_BC01.cladeReads"	"centrifuge_16s_classification_august_BC02.cladeReads"	"centrifuge_16s_classification_august_BC03.cladeReads"	"centrifuge_16s_classification_august_BC04.cladeReads"	"centrifuge_16s_classification_august_BC05.cladeReads"	"centrifuge_16s_classification_august_BC06.cladeReads"	"centrifuge_16s_classification_august_BC07.cladeReads"	"centrifuge_16s_classification_august_BC08.cladeReads"	"centrifuge_16s_classification_august_BC09.cladeReads"	"centrifuge_16s_classification_august_BC10.cladeReads"	"centrifuge_16s_classification_august_BC11.cladeReads"	"centrifuge_16s_classification_august_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_august_BC01.cladeReads.."	"centrifuge_16s_classification_august_BC02.cladeReads.."	"centrifuge_16s_classification_august_BC03.cladeReads.."	"centrifuge_16s_classification_august_BC04.cladeReads.."	"centrifuge_16s_classification_august_BC05.cladeReads.."	"centrifuge_16s_classification_august_BC06.cladeReads.."	"centrifuge_16s_classification_august_BC07.cladeReads.."	"centrifuge_16s_classification_august_BC08.cladeReads.."	"centrifuge_16s_classification_august_BC09.cladeReads.."	"centrifuge_16s_classification_august_BC10.cladeReads.."	"centrifuge_16s_classification_august_BC11.cladeReads.."	"centrifuge_16s_classification_august_BC12.cladeReads.."	"lineage"
"Placobranchidae"	"F"	71492	2	NA	NA	NA	NA	1	2	NA	NA	NA	NA	NA	NA	0.0002077	NA	NA	NA	NA	0.000103	0.0002077	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Lophotrochozoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura>Panpulmonata>Sacoglossa>Placobranchoidea"
"Elysia"	"G"	71493	2	NA	NA	NA	NA	1	2	NA	NA	NA	NA	NA	NA	0.0002077	NA	NA	NA	NA	0.000103	0.0002077	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Lophotrochozoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura>Panpulmonata>Sacoglossa>Placobranchoidea>Placobranchidae"
"Elysia timida"	"S"	154625	1	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	0.0001039	NA	NA	NA	NA	0.000103	0.0001039	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Lophotrochozoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura>Panpulmonata>Sacoglossa>Placobranchoidea>Placobranchidae>Elysia"
"Paruterinidae"	"F"	227340	5	NA	NA	NA	NA	4	3	NA	5	NA	NA	3	1	0.002023	NA	NA	NA	NA	0.0004121	0.0003116	NA	0.0002836	NA	NA	0.0003198	0.002023	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Platyhelminthes>Cestoda>Eucestoda>Cyclophyllidea"
"Anonchotaenia"	"G"	1229964	5	NA	NA	NA	NA	4	3	NA	5	NA	NA	3	1	0.002023	NA	NA	NA	NA	0.0004121	0.0003116	NA	0.0002836	NA	NA	0.0003198	0.002023	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Platyhelminthes>Cestoda>Eucestoda>Cyclophyllidea>Paruterinidae"
"Anonchotaenia cf. brasiliensis AW-2013"	"S"	1403075	5	NA	NA	NA	NA	3	2	NA	5	NA	NA	3	1	0.002023	NA	NA	NA	NA	0.0003091	0.0002077	NA	0.0002836	NA	NA	0.0003198	0.002023	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Platyhelminthes>Cestoda>Eucestoda>Cyclophyllidea>Paruterinidae>Anonchotaenia"
"Anonchotaenia macrocephala"	"S"	1403059	1	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	0.0001039	NA	NA	NA	NA	0.000103	0.0001039	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Platyhelminthes>Cestoda>Eucestoda>Cyclophyllidea>Paruterinidae>Anonchotaenia"
"Taenia crassiceps"	"S"	6207	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Platyhelminthes>Cestoda>Eucestoda>Cyclophyllidea>Taeniidae>Taenia"
"Hydatigera parva"	"S"	1434711	2	NA	NA	NA	NA	1	1	NA	2	NA	NA	NA	NA	0.0001135	NA	NA	NA	NA	0.000103	0.0001039	NA	0.0001135	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Platyhelminthes>Cestoda>Eucestoda>Cyclophyllidea>Taeniidae>Hydatigera"
"Dipylidiidae"	"F"	109303	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Platyhelminthes>Cestoda>Eucestoda>Cyclophyllidea"
"Dipylidium"	"G"	66786	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Platyhelminthes>Cestoda>Eucestoda>Cyclophyllidea>Dipylidiidae"
"Dipylidium caninum"	"S"	66787	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Platyhelminthes>Cestoda>Eucestoda>Cyclophyllidea>Dipylidiidae>Dipylidium"
"Cnidaria"	"P"	6073	3	NA	NA	NA	NA	1	1	NA	3	NA	1	NA	NA	0.0006512	NA	NA	NA	NA	0.000103	0.0001039	NA	0.0001702	NA	0.0006512	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa"
"Anthozoa"	"C"	6101	1	NA	NA	NA	NA	1	1	NA	NA	NA	1	NA	NA	0.0006512	NA	NA	NA	NA	0.000103	0.0001039	NA	NA	NA	0.0006512	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria"
"Hexacorallia"	"-"	6102	1	NA	NA	NA	NA	1	1	NA	NA	NA	1	NA	NA	0.0006512	NA	NA	NA	NA	0.000103	0.0001039	NA	NA	NA	0.0006512	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa"
"Scleractinia"	"O"	6125	1	NA	NA	NA	NA	1	1	NA	NA	NA	1	NA	NA	0.0006512	NA	NA	NA	NA	0.000103	0.0001039	NA	NA	NA	0.0006512	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Hexacorallia"
"Fungiina"	"-"	123758	1	NA	NA	NA	NA	1	1	NA	NA	NA	1	NA	NA	0.0006512	NA	NA	NA	NA	0.000103	0.0001039	NA	NA	NA	0.0006512	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Hexacorallia>Scleractinia"
"Poritidae"	"F"	46718	1	NA	NA	NA	NA	1	1	NA	NA	NA	1	NA	NA	0.0006512	NA	NA	NA	NA	0.000103	0.0001039	NA	NA	NA	0.0006512	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Hexacorallia>Scleractinia>Fungiina"
"Porites"	"G"	46719	1	NA	NA	NA	NA	1	1	NA	NA	NA	1	NA	NA	0.0006512	NA	NA	NA	NA	0.000103	0.0001039	NA	NA	NA	0.0006512	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Hexacorallia>Scleractinia>Fungiina>Poritidae"
"Porites astreoides"	"S"	104758	1	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	0.0001039	NA	NA	NA	NA	0.000103	0.0001039	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Hexacorallia>Scleractinia>Fungiina>Poritidae>Porites"
"sordariomyceta"	"-"	715989	3	NA	NA	NA	NA	3	NA	1	2	NA	NA	2	NA	0.0003091	NA	NA	NA	NA	0.0003091	NA	0.0001244	0.0001135	NA	NA	0.0002132	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta"
"Sordariomycetes"	"C"	147550	3	NA	NA	NA	NA	3	NA	1	2	NA	NA	2	NA	0.0003091	NA	NA	NA	NA	0.0003091	NA	0.0001244	0.0001135	NA	NA	0.0002132	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta"
"Hypocreomycetidae"	"-"	222543	2	NA	NA	NA	NA	2	NA	1	1	NA	NA	2	NA	0.0002132	NA	NA	NA	NA	0.0002061	NA	0.0001244	5.673e-05	NA	NA	0.0002132	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Sordariomycetes"
"Hypocreales"	"O"	5125	2	NA	NA	NA	NA	2	NA	1	1	NA	NA	2	NA	0.0002132	NA	NA	NA	NA	0.0002061	NA	0.0001244	5.673e-05	NA	NA	0.0002132	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Sordariomycetes>Hypocreomycetidae"
"Sordariomycetidae"	"-"	222544	1	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	0.000103	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Sordariomycetes"
"Ophiostomatales"	"O"	5151	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Sordariomycetes>Sordariomycetidae"
"Ophiostomataceae"	"F"	5152	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Sordariomycetes>Sordariomycetidae>Ophiostomatales"
"Ophiostoma"	"G"	5159	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Sordariomycetes>Sordariomycetidae>Ophiostomatales>Ophiostomataceae"
"Ophiostoma novo-ulmi"	"S"	42373	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Sordariomycetes>Sordariomycetidae>Ophiostomatales>Ophiostomataceae>Ophiostoma"
"Ophiostoma novo-ulmi subsp. novo-ulmi"	"-"	170179	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Sordariomycetes>Sordariomycetidae>Ophiostomatales>Ophiostomataceae>Ophiostoma>Ophiostoma&nbsp;novo&#x2011;ulmi"
"Nonionacea"	"-"	191121	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	0.0002061	NA	NA	NA	NA	0.0002061	NA	NA	NA	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Eukaryota>Rhizaria>Foraminifera>Rotaliida"
"Nonionidae"	"F"	191122	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	0.0002061	NA	NA	NA	NA	0.0002061	NA	NA	NA	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Eukaryota>Rhizaria>Foraminifera>Rotaliida>Nonionacea"
"Pullenia"	"G"	325274	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	0.0002061	NA	NA	NA	NA	0.0002061	NA	NA	NA	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Eukaryota>Rhizaria>Foraminifera>Rotaliida>Nonionacea>Nonionidae"
"Pullenia subcarinata"	"S"	325275	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	0.0002061	NA	NA	NA	NA	0.0002061	NA	NA	NA	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Eukaryota>Rhizaria>Foraminifera>Rotaliida>Nonionacea>Nonionidae>Pullenia"
"Pararotalia"	"G"	89380	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Rhizaria>Foraminifera>Rotaliida>Rotaliacea>Rotaliidae"
"Pararotalia nipponica"	"S"	89381	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Rhizaria>Foraminifera>Rotaliida>Rotaliacea>Rotaliidae>Pararotalia"
"Miliolida"	"O"	1216353	5	NA	NA	NA	NA	2	2	NA	5	NA	NA	1	NA	0.0002836	NA	NA	NA	NA	0.0002061	0.0002077	NA	0.0002836	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Eukaryota>Rhizaria>Foraminifera"
"Miliolina"	"-"	29179	5	NA	NA	NA	NA	2	2	NA	5	NA	NA	1	NA	0.0002836	NA	NA	NA	NA	0.0002061	0.0002077	NA	0.0002836	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Eukaryota>Rhizaria>Foraminifera>Miliolida"
"Soritidae"	"F"	46128	5	NA	NA	NA	NA	2	2	NA	5	NA	NA	1	NA	0.0002836	NA	NA	NA	NA	0.0002061	0.0002077	NA	0.0002836	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Eukaryota>Rhizaria>Foraminifera>Miliolida>Miliolina"
"Archaiasinae"	"-"	295071	2	NA	NA	NA	NA	1	2	NA	NA	NA	NA	NA	NA	0.0002077	NA	NA	NA	NA	0.000103	0.0002077	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Rhizaria>Foraminifera>Miliolida>Miliolina>Soritidae"
"Parasorites"	"G"	128072	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Rhizaria>Foraminifera>Miliolida>Miliolina>Soritidae>Archaiasinae"
"Parasorites sp. 1634"	"S"	128073	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Rhizaria>Foraminifera>Miliolida>Miliolina>Soritidae>Archaiasinae>Parasorites"
"Thalassiosirophycidae"	"-"	33846	4	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	0.0004121	NA	NA	NA	NA	0.0004121	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Coscinodiscophyceae"
"Thalassiosirales"	"O"	33847	4	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	0.0004121	NA	NA	NA	NA	0.0004121	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Coscinodiscophyceae>Thalassiosirophycidae"
"Stephanodiscaceae"	"F"	1365474	4	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	0.0004121	NA	NA	NA	NA	0.0004121	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Coscinodiscophyceae>Thalassiosirophycidae>Thalassiosirales"
"Cyclotella"	"G"	29203	4	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	0.0004121	NA	NA	NA	NA	0.0004121	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Coscinodiscophyceae>Thalassiosirophycidae>Thalassiosirales>Stephanodiscaceae"
"Cyclotella sp. L04_2"	"S"	1549163	4	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	0.0004121	NA	NA	NA	NA	0.0004121	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Coscinodiscophyceae>Thalassiosirophycidae>Thalassiosirales>Stephanodiscaceae>Cyclotella"
"environmental samples"	"-"	33858	2	NA	NA	NA	NA	2	NA	2	2	NA	NA	NA	NA	0.0002489	NA	NA	NA	NA	0.0002061	NA	0.0002489	0.0001135	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta"
"uncultured diatom"	"S"	137771	2	NA	NA	NA	NA	2	NA	2	2	NA	NA	NA	NA	0.0002489	NA	NA	NA	NA	0.0002061	NA	0.0002489	0.0001135	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>environmental&nbsp;samples"
"Mediophyceae"	"C"	589449	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta"
"Toxariales"	"O"	1003138	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Mediophyceae"
"Toxariaceae"	"F"	1003139	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Mediophyceae>Toxariales"
"Toxarium"	"G"	210619	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Mediophyceae>Toxariales>Toxariaceae"
"Toxarium undulatum"	"S"	210620	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Mediophyceae>Toxariales>Toxariaceae>Toxarium"
"Phytophthora pluvialis"	"S"	1330343	3	NA	NA	NA	NA	3	1	2	2	NA	NA	2	NA	0.0003091	NA	NA	NA	NA	0.0003091	0.0001039	0.0002489	0.0001135	NA	NA	0.0002132	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Oomycetes>Peronosporales>Peronosporaceae>Phytophthora"
"unclassified Phytophthora"	"-"	211524	1	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	0.0001244	NA	NA	NA	NA	0.000103	NA	0.0001244	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Oomycetes>Peronosporales>Peronosporaceae>Phytophthora"
"Phytophthora taxon totara"	"S"	1690101	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Oomycetes>Peronosporales>Peronosporaceae>Phytophthora>unclassified&nbsp;Phytophthora"
"Sclerospora"	"G"	162129	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Oomycetes>Peronosporales>Peronosporaceae"
"Sclerospora graminicola"	"S"	162130	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Oomycetes>Peronosporales>Peronosporaceae>Sclerospora"
"Cryptoglena"	"G"	66843	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Euglenozoa>Euglenida>Euglenales>Euglenaceae"
"Cryptoglena sp. 1 JIK-2012"	"S"	1249087	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Euglenozoa>Euglenida>Euglenales>Euglenaceae>Cryptoglena"
"Trachelomonas"	"G"	96503	2	NA	NA	NA	NA	1	NA	2	NA	NA	NA	NA	NA	0.0002489	NA	NA	NA	NA	0.000103	NA	0.0002489	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Euglenozoa>Euglenida>Euglenales>Euglenaceae"
"Trachelomonas sp. Bakunji101709F"	"S"	1685801	2	NA	NA	NA	NA	1	NA	2	NA	NA	NA	NA	NA	0.0002489	NA	NA	NA	NA	0.000103	NA	0.0002489	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Euglenozoa>Euglenida>Euglenales>Euglenaceae>Trachelomonas"
"Phacus orbicularis"	"S"	158829	1	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	0.0001039	NA	NA	NA	NA	0.000103	0.0001039	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Euglenozoa>Euglenida>Euglenales>Phacaceae>Phacus"
"Phacus platyaulax"	"S"	215782	1	NA	NA	NA	NA	1	NA	1	NA	NA	NA	1	NA	0.0001244	NA	NA	NA	NA	0.000103	NA	0.0001244	NA	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Eukaryota>Euglenozoa>Euglenida>Euglenales>Phacaceae>Phacus"
"uncultured marine eukaryote"	"S"	203449	5	NA	NA	NA	NA	5	2	NA	4	NA	NA	2	NA	0.0005151	NA	NA	NA	NA	0.0005151	0.0002077	NA	0.0002269	NA	NA	0.0002132	NA	"cellular&nbsp;organisms>Eukaryota>environmental&nbsp;samples"
"uncultured phototrophic eukaryote"	"S"	172788	3	NA	NA	NA	NA	1	NA	NA	3	NA	NA	NA	NA	0.0001702	NA	NA	NA	NA	0.000103	NA	NA	0.0001702	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>environmental&nbsp;samples"
"Plasmodium gallinaceum"	"S"	5849	2	NA	NA	NA	NA	1	2	1	NA	NA	NA	1	NA	0.0002077	NA	NA	NA	NA	0.000103	0.0002077	0.0001244	NA	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Eukaryota>Alveolata>Apicomplexa>Aconoidasida>Haemosporida>Plasmodiidae>Plasmodium>Plasmodium&nbsp;(Haemamoeba)"
"Plasmodium berghei"	"S"	5821	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Alveolata>Apicomplexa>Aconoidasida>Haemosporida>Plasmodiidae>Plasmodium>Plasmodium&nbsp;(Vinckeia)"
"Plasmodium gonderi"	"S"	77519	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Alveolata>Apicomplexa>Aconoidasida>Haemosporida>Plasmodiidae>Plasmodium>Plasmodium&nbsp;(Plasmodium)"
"unclassified Babesia"	"-"	323723	3	NA	NA	NA	NA	2	2	1	3	NA	NA	NA	NA	0.0002077	NA	NA	NA	NA	0.0002061	0.0002077	0.0001244	0.0001702	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Alveolata>Apicomplexa>Aconoidasida>Piroplasmida>Babesiidae>Babesia"
"Babesia sp. Lintan"	"S"	462223	2	NA	NA	NA	NA	1	1	NA	2	NA	NA	NA	NA	0.0001135	NA	NA	NA	NA	0.000103	0.0001039	NA	0.0001135	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Alveolata>Apicomplexa>Aconoidasida>Piroplasmida>Babesiidae>Babesia>unclassified&nbsp;Babesia"
"Babesia sp. Xinjiang"	"S"	462227	1	NA	NA	NA	NA	1	1	1	1	NA	NA	NA	NA	0.0001244	NA	NA	NA	NA	0.000103	0.0001039	0.0001244	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Alveolata>Apicomplexa>Aconoidasida>Piroplasmida>Babesiidae>Babesia>unclassified&nbsp;Babesia"
"Babesia bovis"	"S"	5865	1	NA	NA	NA	NA	1	1	1	1	NA	NA	NA	NA	0.0001244	NA	NA	NA	NA	0.000103	0.0001039	0.0001244	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Alveolata>Apicomplexa>Aconoidasida>Piroplasmida>Babesiidae>Babesia"
"Colpodellidae"	"F"	177937	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Alveolata"
"Colpodella"	"G"	177938	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	0.000103	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Alveolata>Colpodellidae"
