"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_august_BC01.cladeReads"	"centrifuge_classification_august_BC02.cladeReads"	"centrifuge_classification_august_BC03.cladeReads"	"centrifuge_classification_august_BC04.cladeReads"	"centrifuge_classification_august_BC05.cladeReads"	"centrifuge_classification_august_BC06.cladeReads"	"centrifuge_classification_august_BC07.cladeReads"	"centrifuge_classification_august_BC08.cladeReads"	"centrifuge_classification_august_BC09.cladeReads"	"centrifuge_classification_august_BC10.cladeReads"	"centrifuge_classification_august_BC11.cladeReads"	"centrifuge_classification_august_BC12.cladeReads"	"Max.1"	"centrifuge_classification_august_BC01.cladeReads.."	"centrifuge_classification_august_BC02.cladeReads.."	"centrifuge_classification_august_BC03.cladeReads.."	"centrifuge_classification_august_BC04.cladeReads.."	"centrifuge_classification_august_BC05.cladeReads.."	"centrifuge_classification_august_BC06.cladeReads.."	"centrifuge_classification_august_BC07.cladeReads.."	"centrifuge_classification_august_BC08.cladeReads.."	"centrifuge_classification_august_BC09.cladeReads.."	"centrifuge_classification_august_BC10.cladeReads.."	"centrifuge_classification_august_BC11.cladeReads.."	"centrifuge_classification_august_BC12.cladeReads.."	"lineage"
"Thermomonospora"	"G"	2019	7	2	1	NA	NA	3	2	7	NA	NA	3	7	NA	0.001954	0.0005704	0.001911	NA	NA	0.0003091	0.0002077	0.0008711	NA	NA	0.001954	0.0007462	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Thermomonosporaceae"
"Thermomonospora curvata"	"S"	2020	7	2	1	NA	NA	3	2	7	NA	NA	3	7	NA	0.001954	0.0005704	0.001911	NA	NA	0.0003091	0.0002077	0.0008711	NA	NA	0.001954	0.0007462	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Thermomonosporaceae>Thermomonospora"
"Thermomonospora curvata DSM 43183"	"-"	471852	7	2	1	NA	NA	3	2	7	NA	NA	3	7	NA	0.001954	0.0005704	0.001911	NA	NA	0.0003091	0.0002077	0.0008711	NA	NA	0.001954	0.0007462	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Thermomonosporaceae>Thermomonospora>Thermomonospora&nbsp;curvata"
"Actinobacteria incertae sedis"	"-"	1643818	84	36	3	NA	NA	84	36	21	2	NA	1	5	3	0.01027	0.01027	0.005733	NA	NA	0.008654	0.003739	0.002613	0.0001135	NA	0.0006512	0.000533	0.006068	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Thermobispora"	"G"	147067	84	36	3	NA	NA	84	36	21	2	NA	1	5	3	0.01027	0.01027	0.005733	NA	NA	0.008654	0.003739	0.002613	0.0001135	NA	0.0006512	0.000533	0.006068	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinobacteria&nbsp;incertae&nbsp;sedis"
"Thermobispora bispora"	"S"	2006	84	36	3	NA	NA	84	36	21	2	NA	1	5	3	0.01027	0.01027	0.005733	NA	NA	0.008654	0.003739	0.002613	0.0001135	NA	0.0006512	0.000533	0.006068	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinobacteria&nbsp;incertae&nbsp;sedis>Thermobispora"
"Thermobispora bispora DSM 43833"	"-"	469371	84	36	3	NA	NA	84	36	21	2	NA	1	5	3	0.01027	0.01027	0.005733	NA	NA	0.008654	0.003739	0.002613	0.0001135	NA	0.0006512	0.000533	0.006068	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinobacteria&nbsp;incertae&nbsp;sedis>Thermobispora>Thermobispora&nbsp;bispora"
"Catenulisporales"	"O"	414714	28	28	2	1	NA	2	13	17	2	NA	4	13	2	0.1433	0.007986	0.003822	0.1433	NA	0.0002061	0.00135	0.002116	0.0001135	NA	0.002605	0.001386	0.004045	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Catenulisporaceae"	"F"	414877	28	28	2	1	NA	2	13	17	2	NA	4	13	2	0.1433	0.007986	0.003822	0.1433	NA	0.0002061	0.00135	0.002116	0.0001135	NA	0.002605	0.001386	0.004045	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Catenulisporales"
"Catenulispora"	"G"	414878	28	28	2	1	NA	2	13	17	2	NA	4	13	2	0.1433	0.007986	0.003822	0.1433	NA	0.0002061	0.00135	0.002116	0.0001135	NA	0.002605	0.001386	0.004045	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Catenulisporales>Catenulisporaceae"
"Catenulispora acidiphila"	"S"	304895	28	28	2	1	NA	2	13	17	2	NA	4	13	2	0.1433	0.007986	0.003822	0.1433	NA	0.0002061	0.00135	0.002116	0.0001135	NA	0.002605	0.001386	0.004045	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Catenulisporales>Catenulisporaceae>Catenulispora"
"Catenulispora acidiphila DSM 44928"	"-"	479433	28	28	2	1	NA	2	13	17	2	NA	4	13	2	0.1433	0.007986	0.003822	0.1433	NA	0.0002061	0.00135	0.002116	0.0001135	NA	0.002605	0.001386	0.004045	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Catenulisporales>Catenulisporaceae>Catenulispora>Catenulispora&nbsp;acidiphila"
"Frankiales"	"O"	85013	46	18	4	NA	NA	29	20	26	46	NA	9	21	3	0.007644	0.005134	0.007644	NA	NA	0.002988	0.002077	0.003235	0.00261	NA	0.005861	0.002239	0.006068	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Frankiaceae"	"F"	74712	46	18	4	NA	NA	29	20	26	46	NA	9	21	3	0.007644	0.005134	0.007644	NA	NA	0.002988	0.002077	0.003235	0.00261	NA	0.005861	0.002239	0.006068	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Frankiales"
"Frankia"	"G"	1854	46	18	4	NA	NA	29	20	26	46	NA	9	21	3	0.007644	0.005134	0.007644	NA	NA	0.002988	0.002077	0.003235	0.00261	NA	0.005861	0.002239	0.006068	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Frankiales>Frankiaceae"
"Frankia inefficax"	"S"	298654	17	6	1	NA	NA	17	11	14	NA	NA	4	9	NA	0.002605	0.001711	0.001911	NA	NA	0.001751	0.001142	0.001742	NA	NA	0.002605	0.0009594	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Frankiales>Frankiaceae>Frankia"
"Frankia casuarinae"	"S"	106370	4	4	NA	NA	NA	NA	NA	1	NA	NA	1	2	NA	0.001141	0.001141	NA	NA	NA	NA	NA	0.0001244	NA	NA	0.0006512	0.0002132	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Frankiales>Frankiaceae>Frankia"
"Frankia sp. EAN1pec"	"S"	298653	27	2	NA	NA	NA	2	1	3	27	NA	1	4	1	0.002023	0.0005704	NA	NA	NA	0.0002061	0.0001039	0.0003733	0.001532	NA	0.0006512	0.0004264	0.002023	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Frankiales>Frankiaceae>Frankia"
"Frankia alni"	"S"	1859	1	1	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.001911	0.0002852	0.001911	NA	NA	NA	NA	NA	NA	NA	0.0006512	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Frankiales>Frankiaceae>Frankia"
"Frankia alni ACN14a"	"-"	326424	1	1	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.001911	0.0002852	0.001911	NA	NA	NA	NA	NA	NA	NA	0.0006512	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Frankiales>Frankiaceae>Frankia>Frankia&nbsp;alni"
"Frankia symbiont of Datisca glomerata"	"S"	656024	18	1	2	NA	NA	NA	1	3	18	NA	1	2	2	0.004045	0.0002852	0.003822	NA	NA	NA	0.0001039	0.0003733	0.001021	NA	0.0006512	0.0002132	0.004045	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Frankiales>Frankiaceae>Frankia"
"Micromonosporales"	"O"	85008	64	17	9	NA	NA	64	63	54	21	NA	12	34	8	0.0172	0.004849	0.0172	NA	NA	0.006594	0.006543	0.00672	0.001191	NA	0.007815	0.003624	0.01618	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Micromonosporaceae"	"F"	28056	64	17	9	NA	NA	64	63	54	21	NA	12	34	8	0.0172	0.004849	0.0172	NA	NA	0.006594	0.006543	0.00672	0.001191	NA	0.007815	0.003624	0.01618	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales"
"Verrucosispora"	"G"	84593	55	6	3	NA	NA	55	50	15	20	NA	4	8	3	0.006068	0.001711	0.005733	NA	NA	0.005667	0.005193	0.001867	0.001135	NA	0.002605	0.0008528	0.006068	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae"
"Verrucosispora maris"	"S"	1003110	55	6	3	NA	NA	55	50	15	20	NA	4	8	3	0.006068	0.001711	0.005733	NA	NA	0.005667	0.005193	0.001867	0.001135	NA	0.002605	0.0008528	0.006068	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae>Verrucosispora"
"Verrucosispora maris AB-18-032"	"-"	263358	55	6	3	NA	NA	55	50	15	20	NA	4	8	3	0.006068	0.001711	0.005733	NA	NA	0.005667	0.005193	0.001867	0.001135	NA	0.002605	0.0008528	0.006068	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae>Verrucosispora>Verrucosispora&nbsp;maris"
"Actinoplanes"	"G"	1865	12	5	3	NA	NA	2	6	12	1	NA	3	12	1	0.005733	0.001426	0.005733	NA	NA	0.0002061	0.0006232	0.001493	5.673e-05	NA	0.001954	0.001279	0.002023	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae"
"Actinoplanes friuliensis"	"S"	196914	5	3	1	NA	NA	1	NA	5	NA	NA	NA	4	NA	0.001911	0.0008557	0.001911	NA	NA	0.000103	NA	0.0006222	NA	NA	NA	0.0004264	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae>Actinoplanes"
"Actinoplanes friuliensis DSM 7358"	"-"	1246995	5	3	1	NA	NA	1	NA	5	NA	NA	NA	4	NA	0.001911	0.0008557	0.001911	NA	NA	0.000103	NA	0.0006222	NA	NA	NA	0.0004264	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae>Actinoplanes>Actinoplanes&nbsp;friuliensis"
"Actinoplanes missouriensis"	"S"	1866	2	2	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0005704	0.0005704	NA	NA	NA	NA	NA	0.0001244	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae>Actinoplanes"
"Actinoplanes missouriensis 431"	"-"	512565	2	2	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0005704	0.0005704	NA	NA	NA	NA	NA	0.0001244	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae>Actinoplanes>Actinoplanes&nbsp;missouriensis"
"Micromonospora"	"G"	1873	14	2	2	NA	NA	2	5	14	NA	NA	1	4	2	0.004045	0.0005704	0.003822	NA	NA	0.0002061	0.0005193	0.001742	NA	NA	0.0006512	0.0004264	0.004045	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae"
"Micromonospora aurantiaca"	"S"	47850	2	1	NA	NA	NA	1	2	1	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	0.000103	0.0002077	0.0001244	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae>Micromonospora"
"Salinispora"	"G"	168694	2	2	1	NA	NA	NA	1	NA	NA	NA	NA	2	1	0.002023	0.0005704	0.001911	NA	NA	NA	0.0001039	NA	NA	NA	NA	0.0002132	0.002023	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae"
"Acidothermales"	"O"	1643683	18	11	NA	NA	NA	7	9	18	1	NA	4	10	NA	0.003137	0.003137	NA	NA	NA	0.0007212	0.0009348	0.00224	5.673e-05	NA	0.002605	0.001066	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Acidothermaceae"	"F"	85032	18	11	NA	NA	NA	7	9	18	1	NA	4	10	NA	0.003137	0.003137	NA	NA	NA	0.0007212	0.0009348	0.00224	5.673e-05	NA	0.002605	0.001066	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Acidothermales"
"Acidothermus"	"G"	28048	18	11	NA	NA	NA	7	9	18	1	NA	4	10	NA	0.003137	0.003137	NA	NA	NA	0.0007212	0.0009348	0.00224	5.673e-05	NA	0.002605	0.001066	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Acidothermales>Acidothermaceae"
"Acidothermus cellulolyticus"	"S"	28049	18	11	NA	NA	NA	7	9	18	1	NA	4	10	NA	0.003137	0.003137	NA	NA	NA	0.0007212	0.0009348	0.00224	5.673e-05	NA	0.002605	0.001066	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Acidothermales>Acidothermaceae>Acidothermus"
"Acidothermus cellulolyticus 11B"	"-"	351607	18	11	NA	NA	NA	7	9	18	1	NA	4	10	NA	0.003137	0.003137	NA	NA	NA	0.0007212	0.0009348	0.00224	5.673e-05	NA	0.002605	0.001066	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Acidothermales>Acidothermaceae>Acidothermus>Acidothermus&nbsp;cellulolyticus"
"Actinopolysporales"	"O"	622450	10	3	NA	NA	NA	10	7	NA	4	NA	NA	1	NA	0.00103	0.0008557	NA	NA	NA	0.00103	0.000727	NA	0.0002269	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Actinopolysporaceae"	"F"	622451	10	3	NA	NA	NA	10	7	NA	4	NA	NA	1	NA	0.00103	0.0008557	NA	NA	NA	0.00103	0.000727	NA	0.0002269	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinopolysporales"
"Actinopolyspora"	"G"	1849	10	3	NA	NA	NA	10	7	NA	4	NA	NA	1	NA	0.00103	0.0008557	NA	NA	NA	0.00103	0.000727	NA	0.0002269	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinopolysporales>Actinopolysporaceae"
"Actinopolyspora erythraea"	"S"	414996	10	3	NA	NA	NA	10	7	NA	4	NA	NA	1	NA	0.00103	0.0008557	NA	NA	NA	0.00103	0.000727	NA	0.0002269	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinopolysporales>Actinopolysporaceae>Actinopolyspora"
"Kineosporiales"	"O"	622452	3	3	NA	NA	NA	1	2	1	NA	NA	1	2	NA	0.0008557	0.0008557	NA	NA	NA	0.000103	0.0002077	0.0001244	NA	NA	0.0006512	0.0002132	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Kineosporiaceae"	"F"	83778	3	3	NA	NA	NA	1	2	1	NA	NA	1	2	NA	0.0008557	0.0008557	NA	NA	NA	0.000103	0.0002077	0.0001244	NA	NA	0.0006512	0.0002132	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Kineosporiales"
"Kineococcus"	"G"	33981	3	3	NA	NA	NA	1	2	1	NA	NA	1	2	NA	0.0008557	0.0008557	NA	NA	NA	0.000103	0.0002077	0.0001244	NA	NA	0.0006512	0.0002132	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Kineosporiales>Kineosporiaceae"
"Kineococcus radiotolerans"	"S"	131568	3	3	NA	NA	NA	1	2	1	NA	NA	1	2	NA	0.0008557	0.0008557	NA	NA	NA	0.000103	0.0002077	0.0001244	NA	NA	0.0006512	0.0002132	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Kineosporiales>Kineosporiaceae>Kineococcus"
"Kineococcus radiotolerans SRS30216 = ATCC BAA-149"	"-"	266940	3	3	NA	NA	NA	1	2	1	NA	NA	1	2	NA	0.0008557	0.0008557	NA	NA	NA	0.000103	0.0002077	0.0001244	NA	NA	0.0006512	0.0002132	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Kineosporiales>Kineosporiaceae>Kineococcus>Kineococcus&nbsp;radiotolerans"
"unclassified Actinobacteria"	"-"	1752188	3657	3657	552	6	5	1497	1166	1463	43	3	563	1226	35	1.055	1.043	1.055	0.8596	0.439	0.1542	0.1211	0.1821	0.002439	0.3901	0.3666	0.1307	0.07079	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria"
"Actinobacteria bacterium IMCC25003"	"S"	1848255	2835	2835	439	5	4	1129	864	1185	26	NA	467	950	22	0.8389	0.8086	0.8389	0.7163	0.3512	0.1163	0.08974	0.1475	0.001475	NA	0.3041	0.1013	0.0445	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>unclassified&nbsp;Actinobacteria"
"Actinobacteria bacterium IMCC26103"	"S"	1848756	372	372	41	1	NA	168	149	143	7	NA	22	60	1	0.1433	0.1061	0.07835	0.1433	NA	0.01731	0.01548	0.0178	0.0003971	NA	0.01433	0.006396	0.002023	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>unclassified&nbsp;Actinobacteria"
"Actinobacteria bacterium IMCC19121"	"S"	1848754	351	351	62	NA	1	148	119	91	8	3	68	172	9	0.3901	0.1001	0.1185	NA	0.0878	0.01525	0.01236	0.01132	0.0004538	0.3901	0.04428	0.01834	0.0182	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>unclassified&nbsp;Actinobacteria"
"Actinobacteria bacterium IMCC26077"	"S"	1848755	38	38	3	NA	NA	14	11	21	NA	NA	1	21	2	0.01084	0.01084	0.005733	NA	NA	0.001442	0.001142	0.002613	NA	NA	0.0006512	0.002239	0.004045	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>unclassified&nbsp;Actinobacteria"
"Acidimicrobiia"	"C"	84992	555	349	46	NA	1	404	555	308	4	NA	33	204	12	0.09954	0.09954	0.0879	NA	0.0878	0.04162	0.05764	0.03833	0.0002269	NA	0.02149	0.02175	0.02427	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria"
"Acidimicrobiales"	"O"	84993	555	349	46	NA	1	404	555	308	4	NA	33	204	12	0.09954	0.09954	0.0879	NA	0.0878	0.04162	0.05764	0.03833	0.0002269	NA	0.02149	0.02175	0.02427	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia"
"Acidimicrobiaceae"	"F"	84994	555	349	46	NA	1	404	555	308	4	NA	33	204	12	0.09954	0.09954	0.0879	NA	0.0878	0.04162	0.05764	0.03833	0.0002269	NA	0.02149	0.02175	0.02427	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia>Acidimicrobiales"
"Acidimicrobium"	"G"	53634	555	349	46	NA	1	404	555	308	4	NA	33	204	12	0.09954	0.09954	0.0879	NA	0.0878	0.04162	0.05764	0.03833	0.0002269	NA	0.02149	0.02175	0.02427	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia>Acidimicrobiales>Acidimicrobiaceae"
"Acidimicrobium ferrooxidans"	"S"	53635	555	349	46	NA	1	404	555	308	4	NA	33	204	12	0.09954	0.09954	0.0879	NA	0.0878	0.04162	0.05764	0.03833	0.0002269	NA	0.02149	0.02175	0.02427	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia>Acidimicrobiales>Acidimicrobiaceae>Acidimicrobium"
"Acidimicrobium ferrooxidans DSM 10331"	"-"	525909	555	349	46	NA	1	404	555	308	4	NA	33	204	12	0.09954	0.09954	0.0879	NA	0.0878	0.04162	0.05764	0.03833	0.0002269	NA	0.02149	0.02175	0.02427	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia>Acidimicrobiales>Acidimicrobiaceae>Acidimicrobium>Acidimicrobium&nbsp;ferrooxidans"
"Coriobacteriia"	"C"	84998	536	110	26	1	NA	536	377	175	39	1	42	98	22	0.1433	0.03137	0.04968	0.1433	NA	0.05522	0.03916	0.02178	0.002212	0.13	0.02735	0.01045	0.0445	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria"
"Eggerthellales"	"O"	1643822	286	62	17	NA	NA	286	210	88	13	1	20	46	12	0.13	0.01768	0.03249	NA	NA	0.02947	0.02181	0.01095	0.0007375	0.13	0.01302	0.004904	0.02427	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia"
"Eggerthellaceae"	"F"	1643826	286	62	17	NA	NA	286	210	88	13	1	20	46	12	0.13	0.01768	0.03249	NA	NA	0.02947	0.02181	0.01095	0.0007375	0.13	0.01302	0.004904	0.02427	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales"
"Cryptobacterium"	"G"	84162	266	33	14	NA	NA	266	192	59	4	1	12	28	10	0.13	0.009412	0.02675	NA	NA	0.02741	0.01994	0.007342	0.0002269	0.13	0.007815	0.002985	0.02023	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae"
"Cryptobacterium curtum"	"S"	84163	266	33	14	NA	NA	266	192	59	4	1	12	28	10	0.13	0.009412	0.02675	NA	NA	0.02741	0.01994	0.007342	0.0002269	0.13	0.007815	0.002985	0.02023	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Cryptobacterium"
"Cryptobacterium curtum DSM 15641"	"-"	469378	266	33	14	NA	NA	266	192	59	4	1	12	28	10	0.13	0.009412	0.02675	NA	NA	0.02741	0.01994	0.007342	0.0002269	0.13	0.007815	0.002985	0.02023	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Cryptobacterium>Cryptobacterium&nbsp;curtum"
"Phoenicibacter"	"G"	1981050	11	11	1	NA	NA	2	4	3	1	NA	2	1	NA	0.003137	0.003137	0.001911	NA	NA	0.0002061	0.0004154	0.0003733	5.673e-05	NA	0.001302	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae"
"Phoenicibacter massiliensis"	"S"	1944646	11	11	1	NA	NA	2	4	3	1	NA	2	1	NA	0.003137	0.003137	0.001911	NA	NA	0.0002061	0.0004154	0.0003733	5.673e-05	NA	0.001302	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Phoenicibacter"
"Eggerthella"	"G"	84111	10	9	NA	NA	NA	8	5	10	NA	NA	NA	6	1	0.002567	0.002567	NA	NA	NA	0.0008242	0.0005193	0.001244	NA	NA	NA	0.0006396	0.002023	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae"
"Eggerthella lenta"	"S"	84112	9	6	NA	NA	NA	5	3	9	NA	NA	NA	4	1	0.002023	0.001711	NA	NA	NA	0.0005151	0.0003116	0.00112	NA	NA	NA	0.0004264	0.002023	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Eggerthella"
"Eggerthella sp. YY7918"	"S"	502558	3	3	NA	NA	NA	2	1	NA	NA	NA	NA	2	NA	0.0008557	0.0008557	NA	NA	NA	0.0002061	0.0001039	NA	NA	NA	NA	0.0002132	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Eggerthella"
"Adlercreutzia"	"G"	447020	6	4	NA	NA	NA	2	2	6	NA	NA	2	2	NA	0.001302	0.001141	NA	NA	NA	0.0002061	0.0002077	0.0007467	NA	NA	0.001302	0.0002132	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae"
"Adlercreutzia equolifaciens"	"S"	446660	6	4	NA	NA	NA	2	2	6	NA	NA	2	2	NA	0.001302	0.001141	NA	NA	NA	0.0002061	0.0002077	0.0007467	NA	NA	0.001302	0.0002132	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Adlercreutzia"
"Adlercreutzia equolifaciens DSM 19450"	"-"	1384484	6	4	NA	NA	NA	2	2	6	NA	NA	2	2	NA	0.001302	0.001141	NA	NA	NA	0.0002061	0.0002077	0.0007467	NA	NA	0.001302	0.0002132	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Adlercreutzia>Adlercreutzia&nbsp;equolifaciens"
