"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_august_BC01.cladeReads"	"kraken2_classification_august_BC02.cladeReads"	"kraken2_classification_august_BC03.cladeReads"	"kraken2_classification_august_BC04.cladeReads"	"kraken2_classification_august_BC05.cladeReads"	"kraken2_classification_august_BC06.cladeReads"	"kraken2_classification_august_BC07.cladeReads"	"kraken2_classification_august_BC08.cladeReads"	"kraken2_classification_august_BC09.cladeReads"	"kraken2_classification_august_BC10.cladeReads"	"kraken2_classification_august_BC11.cladeReads"	"kraken2_classification_august_BC12.cladeReads"	"Max.1"	"kraken2_classification_august_BC01.cladeReads.."	"kraken2_classification_august_BC02.cladeReads.."	"kraken2_classification_august_BC03.cladeReads.."	"kraken2_classification_august_BC04.cladeReads.."	"kraken2_classification_august_BC05.cladeReads.."	"kraken2_classification_august_BC06.cladeReads.."	"kraken2_classification_august_BC07.cladeReads.."	"kraken2_classification_august_BC08.cladeReads.."	"kraken2_classification_august_BC09.cladeReads.."	"kraken2_classification_august_BC10.cladeReads.."	"kraken2_classification_august_BC11.cladeReads.."	"kraken2_classification_august_BC12.cladeReads.."	"lineage"
"Fusobacteria"	"P"	32066	95	32	6	2	1	90	95	48	1	1	9	63	NA	0.2865	0.009127	0.01147	0.2865	0.0878	0.009273	0.009867	0.005973	5.673e-05	0.13	0.005861	0.006716	NA	"cellular&nbsp;organisms>Bacteria"
"Fusobacteriia"	"C"	203490	95	32	6	2	1	90	95	48	1	1	9	63	NA	0.2865	0.009127	0.01147	0.2865	0.0878	0.009273	0.009867	0.005973	5.673e-05	0.13	0.005861	0.006716	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria"
"Fusobacteriales"	"O"	203491	95	32	6	2	1	90	95	48	1	1	9	63	NA	0.2865	0.009127	0.01147	0.2865	0.0878	0.009273	0.009867	0.005973	5.673e-05	0.13	0.005861	0.006716	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia"
"Fusobacteriaceae"	"F"	203492	72	18	3	2	1	67	72	30	1	NA	5	60	NA	0.2865	0.005134	0.005733	0.2865	0.0878	0.006903	0.007478	0.003733	5.673e-05	NA	0.003256	0.006396	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales"
"Fusobacterium"	"G"	848	66	17	3	2	1	61	66	29	1	NA	4	53	NA	0.2865	0.004849	0.005733	0.2865	0.0878	0.006285	0.006855	0.003609	5.673e-05	NA	0.002605	0.00565	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae"
"Fusobacterium mortiferum"	"S"	850	15	4	NA	NA	NA	6	15	13	NA	NA	NA	9	NA	0.001618	0.001141	NA	NA	NA	0.0006182	0.001558	0.001618	NA	NA	NA	0.0009594	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Fusobacterium"
"Fusobacterium mortiferum ATCC 9817"	"-"	469616	15	4	NA	NA	NA	6	15	13	NA	NA	NA	9	NA	0.001618	0.001141	NA	NA	NA	0.0006182	0.001558	0.001618	NA	NA	NA	0.0009594	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Fusobacterium>Fusobacterium&nbsp;mortiferum"
"Fusobacterium gonidiaformans"	"S"	849	27	3	2	NA	NA	15	17	7	NA	NA	3	27	NA	0.003822	0.0008557	0.003822	NA	NA	0.001545	0.001766	0.0008711	NA	NA	0.001954	0.002878	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Fusobacterium"
"Fusobacterium gonidiaformans ATCC 25563"	"-"	469615	27	3	2	NA	NA	15	17	7	NA	NA	3	27	NA	0.003822	0.0008557	0.003822	NA	NA	0.001545	0.001766	0.0008711	NA	NA	0.001954	0.002878	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Fusobacterium>Fusobacterium&nbsp;gonidiaformans"
"Fusobacterium nucleatum"	"S"	851	6	2	1	1	NA	4	6	4	NA	NA	NA	3	NA	0.1433	0.0005704	0.001911	0.1433	NA	0.0004121	0.0006232	0.0004978	NA	NA	NA	0.0003198	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Fusobacterium"
"Fusobacterium nucleatum subsp. nucleatum"	"-"	76856	4	2	NA	1	NA	4	2	4	NA	NA	NA	1	NA	0.1433	0.0005704	NA	0.1433	NA	0.0004121	0.0002077	0.0004978	NA	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Fusobacterium>Fusobacterium&nbsp;nucleatum"
"Fusobacterium periodonticum"	"S"	860	8	2	NA	NA	NA	8	7	1	NA	NA	NA	1	NA	0.0008242	0.0005704	NA	NA	NA	0.0008242	0.000727	0.0001244	NA	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Fusobacterium"
"Fusobacterium ulcerans"	"S"	861	5	1	NA	NA	NA	2	5	NA	NA	NA	NA	NA	NA	0.0005193	0.0002852	NA	NA	NA	0.0002061	0.0005193	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Fusobacterium"
"Leptotrichiaceae"	"F"	1129771	23	14	3	NA	NA	23	22	16	NA	1	4	2	NA	0.13	0.003993	0.005733	NA	NA	0.00237	0.002285	0.001991	NA	0.13	0.002605	0.0002132	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales"
"Streptobacillus"	"G"	34104	17	11	NA	NA	NA	13	17	10	NA	1	2	NA	NA	0.13	0.003137	NA	NA	NA	0.001339	0.001766	0.001244	NA	0.13	0.001302	NA	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Leptotrichiaceae"
"Streptobacillus moniliformis"	"S"	34105	17	11	NA	NA	NA	13	17	10	NA	1	2	NA	NA	0.13	0.003137	NA	NA	NA	0.001339	0.001766	0.001244	NA	0.13	0.001302	NA	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Leptotrichiaceae>Streptobacillus"
"Leptotrichia"	"G"	32067	6	2	2	NA	NA	6	3	6	NA	NA	1	1	NA	0.003822	0.0005704	0.003822	NA	NA	0.0006182	0.0003116	0.0007467	NA	NA	0.0006512	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Leptotrichiaceae"
"Leptotrichia buccalis"	"S"	40542	2	2	1	NA	NA	NA	1	2	NA	NA	1	NA	NA	0.001911	0.0005704	0.001911	NA	NA	NA	0.0001039	0.0002489	NA	NA	0.0006512	NA	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Leptotrichiaceae>Leptotrichia"
"Leptotrichia buccalis C-1013-b"	"-"	523794	2	2	1	NA	NA	NA	1	2	NA	NA	1	NA	NA	0.001911	0.0005704	0.001911	NA	NA	NA	0.0001039	0.0002489	NA	NA	0.0006512	NA	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Leptotrichiaceae>Leptotrichia>Leptotrichia&nbsp;buccalis"
"Sneathia"	"G"	168808	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0006512	0.0002852	NA	NA	NA	NA	NA	NA	NA	NA	0.0006512	NA	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Leptotrichiaceae"
"Sneathia amnii"	"S"	187101	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0006512	0.0002852	NA	NA	NA	NA	NA	NA	NA	NA	0.0006512	NA	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Leptotrichiaceae>Sneathia"
"Acidobacteria"	"P"	57723	292	20	4	1	NA	108	133	292	NA	NA	16	97	1	0.1433	0.005704	0.007644	0.1433	NA	0.01113	0.01381	0.03634	NA	NA	0.01042	0.01034	0.002023	"cellular&nbsp;organisms>Bacteria"
"Solibacteres"	"C"	332159	148	12	1	NA	NA	41	41	148	NA	NA	3	42	NA	0.01842	0.003423	0.001911	NA	NA	0.004224	0.004258	0.01842	NA	NA	0.001954	0.004477	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria"
"Solibacterales"	"O"	332160	148	12	1	NA	NA	41	41	148	NA	NA	3	42	NA	0.01842	0.003423	0.001911	NA	NA	0.004224	0.004258	0.01842	NA	NA	0.001954	0.004477	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria>Solibacteres"
"Solibacteraceae"	"F"	332161	148	12	1	NA	NA	41	41	148	NA	NA	3	42	NA	0.01842	0.003423	0.001911	NA	NA	0.004224	0.004258	0.01842	NA	NA	0.001954	0.004477	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria>Solibacteres>Solibacterales"
"Candidatus Solibacter"	"G"	332162	148	12	1	NA	NA	41	41	148	NA	NA	3	42	NA	0.01842	0.003423	0.001911	NA	NA	0.004224	0.004258	0.01842	NA	NA	0.001954	0.004477	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria>Solibacteres>Solibacterales>Solibacteraceae"
"Candidatus Solibacter usitatus"	"S"	332163	148	12	1	NA	NA	41	41	148	NA	NA	3	42	NA	0.01842	0.003423	0.001911	NA	NA	0.004224	0.004258	0.01842	NA	NA	0.001954	0.004477	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria>Solibacteres>Solibacterales>Solibacteraceae>Candidatus&nbsp;Solibacter"
"Candidatus Solibacter usitatus Ellin6076"	"-"	234267	148	12	1	NA	NA	41	41	148	NA	NA	3	42	NA	0.01842	0.003423	0.001911	NA	NA	0.004224	0.004258	0.01842	NA	NA	0.001954	0.004477	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria>Solibacteres>Solibacterales>Solibacteraceae>Candidatus&nbsp;Solibacter>Candidatus&nbsp;Solibacter&nbsp;usitatus"
"unclassified Acidobacteria"	"-"	458031	106	6	2	1	NA	56	66	106	NA	NA	10	37	NA	0.1433	0.001711	0.003822	0.1433	NA	0.00577	0.006855	0.01319	NA	NA	0.006512	0.003944	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria"
"Acidobacteria subdivision 6"	"C"	1813735	106	6	2	1	NA	56	66	106	NA	NA	10	37	NA	0.1433	0.001711	0.003822	0.1433	NA	0.00577	0.006855	0.01319	NA	NA	0.006512	0.003944	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria>unclassified&nbsp;Acidobacteria"
"Vicinamibacteraceae"	"F"	2211325	106	6	2	1	NA	56	66	106	NA	NA	10	37	NA	0.1433	0.001711	0.003822	0.1433	NA	0.00577	0.006855	0.01319	NA	NA	0.006512	0.003944	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria>unclassified&nbsp;Acidobacteria>Acidobacteria&nbsp;subdivision&nbsp;6"
"Luteitalea"	"G"	2004797	106	6	2	1	NA	56	66	106	NA	NA	10	37	NA	0.1433	0.001711	0.003822	0.1433	NA	0.00577	0.006855	0.01319	NA	NA	0.006512	0.003944	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria>unclassified&nbsp;Acidobacteria>Acidobacteria&nbsp;subdivision&nbsp;6>Vicinamibacteraceae"
"Luteitalea pratensis"	"S"	1855912	106	6	2	1	NA	56	66	106	NA	NA	10	37	NA	0.1433	0.001711	0.003822	0.1433	NA	0.00577	0.006855	0.01319	NA	NA	0.006512	0.003944	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria>unclassified&nbsp;Acidobacteria>Acidobacteria&nbsp;subdivision&nbsp;6>Vicinamibacteraceae>Luteitalea"
"Blastocatellia"	"C"	1562566	4	1	NA	NA	NA	4	2	3	NA	NA	NA	2	NA	0.0004121	0.0002852	NA	NA	NA	0.0004121	0.0002077	0.0003733	NA	NA	NA	0.0002132	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria"
"Chloracidobacterium"	"G"	458032	4	1	NA	NA	NA	4	2	3	NA	NA	NA	2	NA	0.0004121	0.0002852	NA	NA	NA	0.0004121	0.0002077	0.0003733	NA	NA	NA	0.0002132	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria>Blastocatellia"
"Chloracidobacterium thermophilum"	"S"	458033	4	1	NA	NA	NA	4	2	3	NA	NA	NA	2	NA	0.0004121	0.0002852	NA	NA	NA	0.0004121	0.0002077	0.0003733	NA	NA	NA	0.0002132	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria>Blastocatellia>Chloracidobacterium"
"Chloracidobacterium thermophilum B"	"-"	981222	4	1	NA	NA	NA	4	2	3	NA	NA	NA	2	NA	0.0004121	0.0002852	NA	NA	NA	0.0004121	0.0002077	0.0003733	NA	NA	NA	0.0002132	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria>Blastocatellia>Chloracidobacterium>Chloracidobacterium&nbsp;thermophilum"
"Synergistetes"	"P"	508458	97	19	5	NA	NA	73	97	65	1	NA	3	8	NA	0.01007	0.005419	0.009555	NA	NA	0.007521	0.01007	0.008089	5.673e-05	NA	0.001954	0.0008528	NA	"cellular&nbsp;organisms>Bacteria"
"Synergistia"	"C"	649775	97	19	5	NA	NA	73	97	65	1	NA	3	8	NA	0.01007	0.005419	0.009555	NA	NA	0.007521	0.01007	0.008089	5.673e-05	NA	0.001954	0.0008528	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes"
"Synergistales"	"O"	649776	97	19	5	NA	NA	73	97	65	1	NA	3	8	NA	0.01007	0.005419	0.009555	NA	NA	0.007521	0.01007	0.008089	5.673e-05	NA	0.001954	0.0008528	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia"
"Synergistaceae"	"F"	649777	97	19	5	NA	NA	73	97	65	1	NA	3	8	NA	0.01007	0.005419	0.009555	NA	NA	0.007521	0.01007	0.008089	5.673e-05	NA	0.001954	0.0008528	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales"
"Aminobacterium"	"G"	81466	63	12	2	NA	NA	40	63	49	NA	NA	2	3	NA	0.006543	0.003423	0.003822	NA	NA	0.004121	0.006543	0.006098	NA	NA	0.001302	0.0003198	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae"
"Aminobacterium colombiense"	"S"	81468	63	12	2	NA	NA	40	63	49	NA	NA	2	3	NA	0.006543	0.003423	0.003822	NA	NA	0.004121	0.006543	0.006098	NA	NA	0.001302	0.0003198	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae>Aminobacterium"
"Aminobacterium colombiense DSM 12261"	"-"	572547	63	12	2	NA	NA	40	63	49	NA	NA	2	3	NA	0.006543	0.003423	0.003822	NA	NA	0.004121	0.006543	0.006098	NA	NA	0.001302	0.0003198	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae>Aminobacterium>Aminobacterium&nbsp;colombiense"
"Jonquetella"	"G"	428711	28	2	1	NA	NA	23	28	11	NA	NA	1	1	NA	0.002908	0.0005704	0.001911	NA	NA	0.00237	0.002908	0.001369	NA	NA	0.0006512	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae"
"Jonquetella anthropi"	"S"	428712	28	2	1	NA	NA	23	28	11	NA	NA	1	1	NA	0.002908	0.0005704	0.001911	NA	NA	0.00237	0.002908	0.001369	NA	NA	0.0006512	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae>Jonquetella"
"Jonquetella anthropi DSM 22815"	"-"	885272	28	2	1	NA	NA	23	28	11	NA	NA	1	1	NA	0.002908	0.0005704	0.001911	NA	NA	0.00237	0.002908	0.001369	NA	NA	0.0006512	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae>Jonquetella>Jonquetella&nbsp;anthropi"
"Aminomonas"	"G"	81411	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001911	0.0002852	0.001911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae"
"Aminomonas paucivorans"	"S"	81412	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001911	0.0002852	0.001911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae>Aminomonas"
"Aminomonas paucivorans DSM 12260"	"-"	584708	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001911	0.0002852	0.001911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae>Aminomonas>Aminomonas&nbsp;paucivorans"
"Thermanaerovibrio"	"G"	81461	3	1	NA	NA	NA	3	NA	2	NA	NA	NA	1	NA	0.0003091	0.0002852	NA	NA	NA	0.0003091	NA	0.0002489	NA	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae"
"Thermovirga"	"G"	336260	2	1	NA	NA	NA	1	1	NA	NA	NA	NA	2	NA	0.0002852	0.0002852	NA	NA	NA	0.000103	0.0001039	NA	NA	NA	NA	0.0002132	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae"
"Thermovirga lienii"	"S"	336261	2	1	NA	NA	NA	1	1	NA	NA	NA	NA	2	NA	0.0002852	0.0002852	NA	NA	NA	0.000103	0.0001039	NA	NA	NA	NA	0.0002132	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae>Thermovirga"
"Thermovirga lienii DSM 17291"	"-"	580340	2	1	NA	NA	NA	1	1	NA	NA	NA	NA	2	NA	0.0002852	0.0002852	NA	NA	NA	0.000103	0.0001039	NA	NA	NA	NA	0.0002132	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae>Thermovirga>Thermovirga&nbsp;lienii"
"Cloacibacillus"	"G"	508459	3	1	1	NA	NA	2	3	2	NA	NA	NA	NA	NA	0.001911	0.0002852	0.001911	NA	NA	0.0002061	0.0003116	0.0002489	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae"
"Cloacibacillus porcorum"	"S"	1197717	3	1	1	NA	NA	2	3	2	NA	NA	NA	NA	NA	0.001911	0.0002852	0.001911	NA	NA	0.0002061	0.0003116	0.0002489	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae>Cloacibacillus"
"Chrysiogenetes"	"P"	200938	42	12	2	NA	NA	42	38	31	5	NA	2	15	NA	0.004327	0.003423	0.003822	NA	NA	0.004327	0.003947	0.003858	0.0002836	NA	0.001302	0.001599	NA	"cellular&nbsp;organisms>Bacteria"
"Chrysiogenetes"	"C"	118001	42	12	2	NA	NA	42	38	31	5	NA	2	15	NA	0.004327	0.003423	0.003822	NA	NA	0.004327	0.003947	0.003858	0.0002836	NA	0.001302	0.001599	NA	"cellular&nbsp;organisms>Bacteria>Chrysiogenetes"
"Chrysiogenales"	"O"	189769	42	12	2	NA	NA	42	38	31	5	NA	2	15	NA	0.004327	0.003423	0.003822	NA	NA	0.004327	0.003947	0.003858	0.0002836	NA	0.001302	0.001599	NA	"cellular&nbsp;organisms>Bacteria>Chrysiogenetes>Chrysiogenetes"
"Chrysiogenaceae"	"F"	189770	42	12	2	NA	NA	42	38	31	5	NA	2	15	NA	0.004327	0.003423	0.003822	NA	NA	0.004327	0.003947	0.003858	0.0002836	NA	0.001302	0.001599	NA	"cellular&nbsp;organisms>Bacteria>Chrysiogenetes>Chrysiogenetes>Chrysiogenales"
"Desulfurispirillum"	"G"	393029	42	12	2	NA	NA	42	38	31	5	NA	2	15	NA	0.004327	0.003423	0.003822	NA	NA	0.004327	0.003947	0.003858	0.0002836	NA	0.001302	0.001599	NA	"cellular&nbsp;organisms>Bacteria>Chrysiogenetes>Chrysiogenetes>Chrysiogenales>Chrysiogenaceae"
"Desulfurispirillum indicum"	"S"	936456	42	12	2	NA	NA	42	38	31	5	NA	2	15	NA	0.004327	0.003423	0.003822	NA	NA	0.004327	0.003947	0.003858	0.0002836	NA	0.001302	0.001599	NA	"cellular&nbsp;organisms>Bacteria>Chrysiogenetes>Chrysiogenetes>Chrysiogenales>Chrysiogenaceae>Desulfurispirillum"
"Desulfurispirillum indicum S5"	"-"	653733	42	12	2	NA	NA	42	38	31	5	NA	2	15	NA	0.004327	0.003423	0.003822	NA	NA	0.004327	0.003947	0.003858	0.0002836	NA	0.001302	0.001599	NA	"cellular&nbsp;organisms>Bacteria>Chrysiogenetes>Chrysiogenetes>Chrysiogenales>Chrysiogenaceae>Desulfurispirillum>Desulfurispirillum&nbsp;indicum"
"Dictyoglomi"	"P"	68297	5	2	NA	NA	NA	4	5	3	NA	NA	NA	NA	NA	0.0005704	0.0005704	NA	NA	NA	0.0004121	0.0005193	0.0003733	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria"
"Dictyoglomia"	"C"	203486	5	2	NA	NA	NA	4	5	3	NA	NA	NA	NA	NA	0.0005704	0.0005704	NA	NA	NA	0.0004121	0.0005193	0.0003733	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Dictyoglomi"
"Dictyoglomales"	"O"	203487	5	2	NA	NA	NA	4	5	3	NA	NA	NA	NA	NA	0.0005704	0.0005704	NA	NA	NA	0.0004121	0.0005193	0.0003733	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Dictyoglomi>Dictyoglomia"
"Dictyoglomaceae"	"F"	203488	5	2	NA	NA	NA	4	5	3	NA	NA	NA	NA	NA	0.0005704	0.0005704	NA	NA	NA	0.0004121	0.0005193	0.0003733	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Dictyoglomi>Dictyoglomia>Dictyoglomales"
"Dictyoglomus"	"G"	13	5	2	NA	NA	NA	4	5	3	NA	NA	NA	NA	NA	0.0005704	0.0005704	NA	NA	NA	0.0004121	0.0005193	0.0003733	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Dictyoglomi>Dictyoglomia>Dictyoglomales>Dictyoglomaceae"
"Caldiserica"	"P"	67814	9	2	2	NA	NA	5	5	9	NA	NA	NA	1	NA	0.003822	0.0005704	0.003822	NA	NA	0.0005151	0.0005193	0.00112	NA	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria"
"Caldisericia"	"C"	693071	9	2	2	NA	NA	5	5	9	NA	NA	NA	1	NA	0.003822	0.0005704	0.003822	NA	NA	0.0005151	0.0005193	0.00112	NA	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Caldiserica"
"Caldisericales"	"O"	693072	9	2	2	NA	NA	5	5	9	NA	NA	NA	1	NA	0.003822	0.0005704	0.003822	NA	NA	0.0005151	0.0005193	0.00112	NA	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Caldiserica>Caldisericia"
"Caldisericaceae"	"F"	693073	9	2	2	NA	NA	5	5	9	NA	NA	NA	1	NA	0.003822	0.0005704	0.003822	NA	NA	0.0005151	0.0005193	0.00112	NA	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Caldiserica>Caldisericia>Caldisericales"
"Caldisericum"	"G"	693074	9	2	2	NA	NA	5	5	9	NA	NA	NA	1	NA	0.003822	0.0005704	0.003822	NA	NA	0.0005151	0.0005193	0.00112	NA	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Caldiserica>Caldisericia>Caldisericales>Caldisericaceae"
"Caldisericum exile"	"S"	693075	9	2	2	NA	NA	5	5	9	NA	NA	NA	1	NA	0.003822	0.0005704	0.003822	NA	NA	0.0005151	0.0005193	0.00112	NA	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Caldiserica>Caldisericia>Caldisericales>Caldisericaceae>Caldisericum"
"Caldisericum exile AZM16c01"	"-"	511051	9	2	2	NA	NA	5	5	9	NA	NA	NA	1	NA	0.003822	0.0005704	0.003822	NA	NA	0.0005151	0.0005193	0.00112	NA	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Caldiserica>Caldisericia>Caldisericales>Caldisericaceae>Caldisericum>Caldisericum&nbsp;exile"
"Deferribacteres"	"P"	200930	23	1	2	NA	1	1	1	23	NA	NA	NA	4	NA	0.0878	0.0002852	0.003822	NA	0.0878	0.000103	0.0001039	0.002862	NA	NA	NA	0.0004264	NA	"cellular&nbsp;organisms>Bacteria"
"Deferribacteres"	"C"	68337	23	1	2	NA	1	1	1	23	NA	NA	NA	4	NA	0.0878	0.0002852	0.003822	NA	0.0878	0.000103	0.0001039	0.002862	NA	NA	NA	0.0004264	NA	"cellular&nbsp;organisms>Bacteria>Deferribacteres"
"Deferribacterales"	"O"	191393	23	1	2	NA	1	1	1	23	NA	NA	NA	4	NA	0.0878	0.0002852	0.003822	NA	0.0878	0.000103	0.0001039	0.002862	NA	NA	NA	0.0004264	NA	"cellular&nbsp;organisms>Bacteria>Deferribacteres>Deferribacteres"
"Deferribacteraceae"	"F"	191394	23	1	2	NA	1	1	1	23	NA	NA	NA	4	NA	0.0878	0.0002852	0.003822	NA	0.0878	0.000103	0.0001039	0.002862	NA	NA	NA	0.0004264	NA	"cellular&nbsp;organisms>Bacteria>Deferribacteres>Deferribacteres>Deferribacterales"
"Denitrovibrio"	"G"	117999	15	1	NA	NA	NA	1	NA	15	NA	NA	NA	3	NA	0.001867	0.0002852	NA	NA	NA	0.000103	NA	0.001867	NA	NA	NA	0.0003198	NA	"cellular&nbsp;organisms>Bacteria>Deferribacteres>Deferribacteres>Deferribacterales>Deferribacteraceae"
"Denitrovibrio acetiphilus"	"S"	118000	15	1	NA	NA	NA	1	NA	15	NA	NA	NA	3	NA	0.001867	0.0002852	NA	NA	NA	0.000103	NA	0.001867	NA	NA	NA	0.0003198	NA	"cellular&nbsp;organisms>Bacteria>Deferribacteres>Deferribacteres>Deferribacterales>Deferribacteraceae>Denitrovibrio"
"Denitrovibrio acetiphilus DSM 12809"	"-"	522772	15	1	NA	NA	NA	1	NA	15	NA	NA	NA	3	NA	0.001867	0.0002852	NA	NA	NA	0.000103	NA	0.001867	NA	NA	NA	0.0003198	NA	"cellular&nbsp;organisms>Bacteria>Deferribacteres>Deferribacteres>Deferribacterales>Deferribacteraceae>Denitrovibrio>Denitrovibrio&nbsp;acetiphilus"
"Thermodesulfobacteria"	"P"	200940	8	1	NA	NA	NA	8	8	7	NA	NA	NA	7	NA	0.0008711	0.0002852	NA	NA	NA	0.0008242	0.0008309	0.0008711	NA	NA	NA	0.0007462	NA	"cellular&nbsp;organisms>Bacteria"
