"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_june_BC01.cladeReads"	"kraken2_16s_classification_june_BC02.cladeReads"	"kraken2_16s_classification_june_BC03.cladeReads"	"kraken2_16s_classification_june_BC04.cladeReads"	"kraken2_16s_classification_june_BC05.cladeReads"	"kraken2_16s_classification_june_BC06.cladeReads"	"kraken2_16s_classification_june_BC07.cladeReads"	"kraken2_16s_classification_june_BC08.cladeReads"	"kraken2_16s_classification_june_BC09.cladeReads"	"kraken2_16s_classification_june_BC10.cladeReads"	"kraken2_16s_classification_june_BC11.cladeReads"	"kraken2_16s_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_16s_classification_june_BC01.cladeReads.."	"kraken2_16s_classification_june_BC02.cladeReads.."	"kraken2_16s_classification_june_BC03.cladeReads.."	"kraken2_16s_classification_june_BC04.cladeReads.."	"kraken2_16s_classification_june_BC05.cladeReads.."	"kraken2_16s_classification_june_BC06.cladeReads.."	"kraken2_16s_classification_june_BC07.cladeReads.."	"kraken2_16s_classification_june_BC08.cladeReads.."	"kraken2_16s_classification_june_BC09.cladeReads.."	"kraken2_16s_classification_june_BC10.cladeReads.."	"kraken2_16s_classification_june_BC11.cladeReads.."	"kraken2_16s_classification_june_BC12.cladeReads.."	"lineage"
"Tenericutes"	"P"	3919	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005032	0.0005032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria"
"Mollicutes"	"C"	3920	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005032	0.0005032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Tenericutes"
"Mycoplasmatales"	"O"	3946	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005032	0.0005032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Tenericutes>Mollicutes"
"Mycoplasmataceae"	"F"	3947	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005032	0.0005032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Tenericutes>Mollicutes>Mycoplasmatales"
"Candidatus Lumbricincola"	"G"	3949	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005032	0.0005032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Tenericutes>Mollicutes>Mycoplasmatales>Mycoplasmataceae"
"Hydrogenedentes"	"P"	11400	6	1	NA	2	NA	4	NA	NA	NA	NA	NA	6	NA	0.007108	0.0005032	NA	0.001236	NA	0.002154	NA	NA	NA	NA	NA	0.007108	NA	"Bacteria"
"Hydrogenedentia"	"C"	25702	6	1	NA	2	NA	4	NA	NA	NA	NA	NA	6	NA	0.007108	0.0005032	NA	0.001236	NA	0.002154	NA	NA	NA	NA	NA	0.007108	NA	"Bacteria>Hydrogenedentes"
"Hydrogenedentiales"	"O"	25703	6	1	NA	2	NA	4	NA	NA	NA	NA	NA	6	NA	0.007108	0.0005032	NA	0.001236	NA	0.002154	NA	NA	NA	NA	NA	0.007108	NA	"Bacteria>Hydrogenedentes>Hydrogenedentia"
"Hydrogenedensaceae"	"F"	25704	6	1	NA	2	NA	4	NA	NA	NA	NA	NA	6	NA	0.007108	0.0005032	NA	0.001236	NA	0.002154	NA	NA	NA	NA	NA	0.007108	NA	"Bacteria>Hydrogenedentes>Hydrogenedentia>Hydrogenedentiales"
"LCP-89"	"P"	11402	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005032	0.0005032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria"
"Rokubacteria"	"P"	26887	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002369	0.0005032	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002369	NA	"Bacteria"
"NC10"	"C"	26888	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002369	0.0005032	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002369	NA	"Bacteria>Rokubacteria"
"Methylomirabilales"	"O"	26889	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002369	0.0005032	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002369	NA	"Bacteria>Rokubacteria>NC10"
"Methylomirabilaceae"	"F"	26890	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002369	0.0005032	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002369	NA	"Bacteria>Rokubacteria>NC10>Methylomirabilales"
"Candidatus Methylomirabilis"	"G"	26891	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002369	0.0005032	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002369	NA	"Bacteria>Rokubacteria>NC10>Methylomirabilales>Methylomirabilaceae"
"WS2"	"P"	14742	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005032	0.0005032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria"
"FBP"	"P"	14342	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005032	0.0005032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria"
"Eukaryota"	"D"	4	12	9	7	12	2	11	2	NA	5	NA	NA	3	5	2.994	0.004528	0.1024	0.007416	2.198	0.005922	1.802	NA	0.00278	NA	NA	0.003554	2.994	"root"
"Archaeplastida"	"-"	4152	5	5	NA	2	1	3	2	NA	1	NA	NA	1	1	1.802	0.002516	NA	0.001236	1.099	0.001615	1.802	NA	0.000556	NA	NA	0.001185	0.5988	"Eukaryota"
"Chloroplastida"	"K"	4153	5	5	NA	2	1	3	2	NA	1	NA	NA	1	1	1.802	0.002516	NA	0.001236	1.099	0.001615	1.802	NA	0.000556	NA	NA	0.001185	0.5988	"Eukaryota>Archaeplastida"
"Charophyta"	"-"	4154	5	5	NA	2	1	3	2	NA	1	NA	NA	1	1	1.802	0.002516	NA	0.001236	1.099	0.001615	1.802	NA	0.000556	NA	NA	0.001185	0.5988	"Eukaryota>Archaeplastida>Chloroplastida"
"Phragmoplastophyta"	"P"	4161	5	5	NA	2	1	3	2	NA	1	NA	NA	1	1	1.802	0.002516	NA	0.001236	1.099	0.001615	1.802	NA	0.000556	NA	NA	0.001185	0.5988	"Eukaryota>Archaeplastida>Chloroplastida>Charophyta"
"Streptophyta"	"-"	4165	5	5	NA	2	1	3	2	NA	1	NA	NA	1	1	1.802	0.002516	NA	0.001236	1.099	0.001615	1.802	NA	0.000556	NA	NA	0.001185	0.5988	"Eukaryota>Archaeplastida>Chloroplastida>Charophyta>Phragmoplastophyta"
"Embryophyta"	"C"	4172	5	5	NA	2	1	3	2	NA	1	NA	NA	1	1	1.802	0.002516	NA	0.001236	1.099	0.001615	1.802	NA	0.000556	NA	NA	0.001185	0.5988	"Eukaryota>Archaeplastida>Chloroplastida>Charophyta>Phragmoplastophyta>Streptophyta"
"Tracheophyta"	"-"	4307	5	5	NA	2	1	3	2	NA	1	NA	NA	1	1	1.802	0.002516	NA	0.001236	1.099	0.001615	1.802	NA	0.000556	NA	NA	0.001185	0.5988	"Eukaryota>Archaeplastida>Chloroplastida>Charophyta>Phragmoplastophyta>Streptophyta>Embryophyta"
"Spermatophyta"	"-"	4372	5	5	NA	2	1	3	2	NA	1	NA	NA	1	1	1.802	0.002516	NA	0.001236	1.099	0.001615	1.802	NA	0.000556	NA	NA	0.001185	0.5988	"Eukaryota>Archaeplastida>Chloroplastida>Charophyta>Phragmoplastophyta>Streptophyta>Embryophyta>Tracheophyta"
"Magnoliophyta"	"-"	4432	5	5	NA	2	1	3	2	NA	1	NA	NA	1	1	1.802	0.002516	NA	0.001236	1.099	0.001615	1.802	NA	0.000556	NA	NA	0.001185	0.5988	"Eukaryota>Archaeplastida>Chloroplastida>Charophyta>Phragmoplastophyta>Streptophyta>Embryophyta>Tracheophyta>Spermatophyta"
"Malpighiales"	"O"	5034	5	5	NA	2	1	3	2	NA	1	NA	NA	NA	NA	1.802	0.002516	NA	0.001236	1.099	0.001615	1.802	NA	0.000556	NA	NA	NA	NA	"Eukaryota>Archaeplastida>Chloroplastida>Charophyta>Phragmoplastophyta>Streptophyta>Embryophyta>Tracheophyta>Spermatophyta>Magnoliophyta"
"Populus"	"G"	5221	5	5	NA	1	1	3	1	NA	1	NA	NA	NA	NA	1.099	0.002516	NA	0.000618	1.099	0.001615	0.9009	NA	0.000556	NA	NA	NA	NA	"Eukaryota>Archaeplastida>Chloroplastida>Charophyta>Phragmoplastophyta>Streptophyta>Embryophyta>Tracheophyta>Spermatophyta>Magnoliophyta>Malpighiales"
"Opisthokonta"	"-"	6428	9	2	4	9	NA	6	NA	NA	2	NA	NA	2	2	1.198	0.001006	0.05851	0.005562	NA	0.00323	NA	NA	0.001112	NA	NA	0.002369	1.198	"Eukaryota"
"Holozoa"	"D"	6430	9	2	4	9	NA	6	NA	NA	2	NA	NA	2	2	1.198	0.001006	0.05851	0.005562	NA	0.00323	NA	NA	0.001112	NA	NA	0.002369	1.198	"Eukaryota>Opisthokonta"
"Metazoa (Animalia)"	"K"	12882	9	2	4	9	NA	6	NA	NA	2	NA	NA	2	1	0.5988	0.001006	0.05851	0.005562	NA	0.00323	NA	NA	0.001112	NA	NA	0.002369	0.5988	"Eukaryota>Opisthokonta>Holozoa"
"Eumetazoa"	"-"	12883	9	2	4	9	NA	6	NA	NA	2	NA	NA	2	1	0.5988	0.001006	0.05851	0.005562	NA	0.00323	NA	NA	0.001112	NA	NA	0.002369	0.5988	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)"
"Bilateria"	"-"	12884	9	2	4	9	NA	6	NA	NA	2	NA	NA	2	1	0.5988	0.001006	0.05851	0.005562	NA	0.00323	NA	NA	0.001112	NA	NA	0.002369	0.5988	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa"
"Platyhelminthes"	"P"	13286	4	1	3	4	NA	1	NA	NA	NA	NA	NA	NA	1	0.5988	0.0005032	0.04388	0.002472	NA	0.0005384	NA	NA	NA	NA	NA	NA	0.5988	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria"
"Cestoda"	"C"	13290	4	1	3	4	NA	1	NA	NA	NA	NA	NA	NA	1	0.5988	0.0005032	0.04388	0.002472	NA	0.0005384	NA	NA	NA	NA	NA	NA	0.5988	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes"
"Eucestoda"	"-"	13294	4	1	3	4	NA	1	NA	NA	NA	NA	NA	NA	1	0.5988	0.0005032	0.04388	0.002472	NA	0.0005384	NA	NA	NA	NA	NA	NA	0.5988	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Cestoda"
"Cyclophyllidea"	"O"	13298	3	1	3	2	NA	1	NA	NA	NA	NA	NA	NA	NA	0.04388	0.0005032	0.04388	0.001236	NA	0.0005384	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Cestoda>Eucestoda"
"Chordata"	"-"	13104	5	1	NA	5	NA	5	NA	NA	2	NA	NA	2	NA	0.00309	0.0005032	NA	0.00309	NA	0.002692	NA	NA	0.001112	NA	NA	0.002369	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria"
"Vertebrata"	"P"	13120	5	1	NA	5	NA	5	NA	NA	2	NA	NA	2	NA	0.00309	0.0005032	NA	0.00309	NA	0.002692	NA	NA	0.001112	NA	NA	0.002369	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata"
"Gnathostomata"	"-"	13126	5	1	NA	5	NA	5	NA	NA	2	NA	NA	2	NA	0.00309	0.0005032	NA	0.00309	NA	0.002692	NA	NA	0.001112	NA	NA	0.002369	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata"
"Euteleostomi"	"-"	13134	5	1	NA	5	NA	5	NA	NA	2	NA	NA	2	NA	0.00309	0.0005032	NA	0.00309	NA	0.002692	NA	NA	0.001112	NA	NA	0.002369	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata"
"Actinopterygii"	"C"	13135	5	1	NA	5	NA	5	NA	NA	2	NA	NA	2	NA	0.00309	0.0005032	NA	0.00309	NA	0.002692	NA	NA	0.001112	NA	NA	0.002369	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi"
"Neopterygii"	"-"	13138	5	1	NA	5	NA	5	NA	NA	2	NA	NA	2	NA	0.00309	0.0005032	NA	0.00309	NA	0.002692	NA	NA	0.001112	NA	NA	0.002369	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi>Actinopterygii"
"Teleostei"	"-"	13141	5	1	NA	5	NA	5	NA	NA	2	NA	NA	2	NA	0.00309	0.0005032	NA	0.00309	NA	0.002692	NA	NA	0.001112	NA	NA	0.002369	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi>Actinopterygii>Neopterygii"
"Parapusillimonas"	"G"	26428	6	NA	1	NA	NA	5	NA	NA	NA	NA	NA	6	NA	0.01463	NA	0.01463	NA	NA	0.002692	NA	NA	NA	NA	NA	0.007108	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"C39"	"G"	26560	16	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	16	NA	0.02925	NA	0.02925	NA	NA	NA	NA	NA	NA	NA	NA	0.01895	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Pseudohaliea"	"G"	11535	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01463	NA	0.01463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Halieaceae"
"Mameliella"	"G"	2589	3	NA	2	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	0.02925	NA	0.02925	NA	NA	0.001615	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Aestuariivita"	"G"	11444	3	NA	2	2	NA	3	NA	NA	NA	NA	NA	3	NA	0.02925	NA	0.02925	0.001236	NA	0.001615	NA	NA	NA	NA	NA	0.003554	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Azorhizobium"	"G"	2548	2	NA	1	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.01463	NA	0.01463	NA	NA	0.0005384	NA	NA	NA	NA	NA	0.002369	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Insolitispirillum"	"G"	2730	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01463	NA	0.01463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"GWF2-29-10"	"F"	25009	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01463	NA	0.01463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"ABY1"	"C"	25753	1	NA	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.01463	NA	0.01463	0.000618	NA	0.0005384	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Patescibacteria"
"Candidatus Falkowbacteria"	"O"	25755	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01463	NA	0.01463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Patescibacteria>ABY1"
"OM190"	"C"	2299	2	NA	1	1	NA	1	NA	NA	NA	NA	NA	2	NA	0.01463	NA	0.01463	0.000618	NA	0.0005384	NA	NA	NA	NA	NA	0.002369	NA	"Bacteria>Planctomycetes"
"Pyrinomonadales"	"O"	24462	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01463	NA	0.01463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Acidobacteria>Blastocatellia&nbsp;(Subgroup&nbsp;4)"
"Pyrinomonadaceae"	"F"	24463	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01463	NA	0.01463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Acidobacteria>Blastocatellia&nbsp;(Subgroup&nbsp;4)>Pyrinomonadales"
"RB41"	"G"	24465	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01463	NA	0.01463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Acidobacteria>Blastocatellia&nbsp;(Subgroup&nbsp;4)>Pyrinomonadales>Pyrinomonadaceae"
"uncultured"	"G"	25158	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01463	NA	0.01463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Chloroflexia>Chloroflexales>Roseiflexaceae"
"Turneriella"	"G"	26914	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01463	NA	0.01463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Spirochaetes>Leptospirae>Leptospirales>Leptospiraceae"
"Excavata"	"-"	6228	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02925	NA	0.02925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Eukaryota"
"Discoba"	"K"	6229	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02925	NA	0.02925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>Excavata"
"Discicristata"	"-"	6230	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02925	NA	0.02925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>Excavata>Discoba"
"Euglenozoa"	"P"	6231	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02925	NA	0.02925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>Excavata>Discoba>Discicristata"
"Euglenida"	"C"	6236	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02925	NA	0.02925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>Excavata>Discoba>Discicristata>Euglenozoa"
"Euglenophyceae"	"O"	6241	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02925	NA	0.02925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>Excavata>Discoba>Discicristata>Euglenozoa>Euglenida"
"Euglenea"	"-"	6242	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02925	NA	0.02925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>Excavata>Discoba>Discicristata>Euglenozoa>Euglenida>Euglenophyceae"
"Phacaceae"	"F"	6249	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01463	NA	0.01463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>Excavata>Discoba>Discicristata>Euglenozoa>Euglenida>Euglenophyceae>Euglenea"
"Phacus"	"G"	6251	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01463	NA	0.01463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>Excavata>Discoba>Discicristata>Euglenozoa>Euglenida>Euglenophyceae>Euglenea>Phacaceae"
"Euglenaceae"	"F"	6243	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01463	NA	0.01463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>Excavata>Discoba>Discicristata>Euglenozoa>Euglenida>Euglenophyceae>Euglenea"
"Trachelomonas"	"G"	6248	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01463	NA	0.01463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>Excavata>Discoba>Discicristata>Euglenozoa>Euglenida>Euglenophyceae>Euglenea>Euglenaceae"
"SAR"	"-"	8770	2	NA	1	NA	NA	2	NA	NA	2	NA	NA	NA	1	0.5988	NA	0.01463	NA	NA	0.001077	NA	NA	0.001112	NA	NA	NA	0.5988	"Eukaryota"
"Alveolata"	"K"	8771	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.5988	NA	0.01463	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5988	"Eukaryota>SAR"
"Apicomplexa"	"P"	8772	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01463	NA	0.01463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>SAR>Alveolata"
"Aconoidasida"	"C"	8773	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01463	NA	0.01463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>SAR>Alveolata>Apicomplexa"
"Haemosporoidia"	"O"	8774	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01463	NA	0.01463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>SAR>Alveolata>Apicomplexa>Aconoidasida"
"Plasmodium"	"G"	8775	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01463	NA	0.01463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>SAR>Alveolata>Apicomplexa>Aconoidasida>Haemosporoidia"
"Geitlerinemaceae"	"F"	25312	6	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003708	NA	NA	0.003708	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"Geitlerinema PCC-7105"	"G"	25313	6	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003708	NA	NA	0.003708	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Geitlerinemaceae"
"Paraspirulinaceae"	"F"	25422	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000618	NA	NA	0.000618	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"uncultured"	"G"	25432	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000618	NA	NA	0.000618	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Paraspirulinaceae"
"Scytonema PCC-7110"	"G"	25392	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001185	NA	NA	0.000618	NA	NA	NA	NA	NA	NA	NA	0.001185	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Nostocaceae"
"Microcystaceae"	"F"	25317	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.000618	NA	NA	0.000618	NA	0.0005384	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"Microcystis PCC-7914"	"G"	25326	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000618	NA	NA	0.000618	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Microcystaceae"
"Coleofasciculaceae"	"F"	25287	2	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002369	NA	NA	0.000618	NA	NA	NA	NA	NA	NA	NA	0.002369	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"Coleofasciculus PCC-7420"	"G"	25289	2	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002369	NA	NA	0.000618	NA	NA	NA	NA	NA	NA	NA	0.002369	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Coleofasciculaceae"
"Synechococcales Incertae Sedis"	"F"	25523	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000618	NA	NA	0.000618	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Synechococcales"
"Schizothrix LEGE 07164"	"G"	25524	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000618	NA	NA	0.000618	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Synechococcales>Synechococcales&nbsp;Incertae&nbsp;Sedis"
"Vampirovibrionales"	"O"	1593	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001236	NA	NA	0.001236	NA	NA	NA	NA	NA	NA	NA	0.001185	NA	"Bacteria>Cyanobacteria>Melainabacteria"
"Rivibacter"	"G"	26447	6	NA	NA	1	NA	5	NA	NA	NA	NA	NA	6	NA	0.007108	NA	NA	0.000618	NA	0.002692	NA	NA	NA	NA	NA	0.007108	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Advenella"	"G"	26357	4	NA	NA	1	NA	4	NA	NA	NA	NA	NA	3	NA	0.003554	NA	NA	0.000618	NA	0.002154	NA	NA	NA	NA	NA	0.003554	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Azovibrio"	"G"	26559	2	NA	NA	2	NA	2	NA	NA	NA	NA	NA	1	NA	0.001236	NA	NA	0.001236	NA	0.001077	NA	NA	NA	NA	NA	0.001185	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Rhodocyclus"	"G"	26573	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000618	NA	NA	0.000618	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Candidatus Methylopumilus"	"G"	26516	11	NA	NA	1	NA	8	NA	NA	NA	NA	NA	11	NA	0.01303	NA	NA	0.000618	NA	0.004307	NA	NA	NA	NA	NA	0.01303	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"DSSD61"	"G"	26541	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000618	NA	NA	0.000618	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
