"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_loman_loman_bracken.kreport.cladeReads"	"Max.1"	"kraken2_16s_classification_loman_loman_bracken.kreport.cladeReads.."	"lineage"
"Notostigmophora"	"-"	13066	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Arthropoda>Myriapoda>Chilopoda"
"Pauropoda"	"O"	13071	2	2	6.44e-05	6.44e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Arthropoda>Myriapoda"
"Chordata"	"-"	13104	1888	1888	0.0608	0.0608	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria"
"Vertebrata"	"P"	13120	1740	1740	0.05603	0.05603	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata"
"Gnathostomata"	"-"	13126	1736	1736	0.0559	0.0559	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata"
"Euteleostomi"	"-"	13134	1722	1722	0.05545	0.05545	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata"
"Actinopterygii"	"C"	13135	1458	1458	0.04695	0.04695	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi"
"Neopterygii"	"-"	13138	1456	1456	0.04689	0.04689	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi>Actinopterygii"
"Teleostei"	"-"	13141	1448	1448	0.04663	0.04663	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi>Actinopterygii>Neopterygii"
"Amiiformes"	"O"	13139	6	6	0.0001932	0.0001932	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi>Actinopterygii>Neopterygii"
"Semionotiformes"	"O"	13140	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi>Actinopterygii>Neopterygii"
"Chondrostei"	"-"	13136	2	2	6.44e-05	6.44e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi>Actinopterygii"
"Acipenseriformes"	"O"	13137	2	2	6.44e-05	6.44e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi>Actinopterygii>Chondrostei"
"Tetrapoda"	"-"	13150	256	256	0.008244	0.008244	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi"
"Mammalia"	"C"	13155	204	204	0.006569	0.006569	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi>Tetrapoda"
"Aves"	"C"	13152	28	28	0.0009017	0.0009017	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi>Tetrapoda"
"Crocodylia"	"C"	13153	15	15	0.000483	0.000483	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi>Tetrapoda"
"Amphibia"	"C"	13151	3	3	9.661e-05	9.661e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi>Tetrapoda"
"Lepidosauria"	"C"	13154	2	2	6.44e-05	6.44e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi>Tetrapoda"
"Sarcopterygii"	"C"	13146	2	2	6.44e-05	6.44e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi"
"Coelacanthiformes"	"O"	13147	2	2	6.44e-05	6.44e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi>Sarcopterygii"
"Chondrichthyes"	"C"	13127	13	13	0.0004186	0.0004186	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata"
"Elasmobranchii"	"-"	13128	13	13	0.0004186	0.0004186	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Chondrichthyes"
"Galeomorphii"	"-"	13130	12	12	0.0003864	0.0003864	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Chondrichthyes>Elasmobranchii"
"Squalimorphii"	"-"	13131	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Chondrichthyes>Elasmobranchii"
"Agnatha"	"-"	13121	4	4	0.0001288	0.0001288	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata"
"Cephalaspidomorphi"	"C"	13122	3	3	9.661e-05	9.661e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Agnatha"
"Petromyzontiformes"	"O"	13123	3	3	9.661e-05	9.661e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Agnatha>Cephalaspidomorphi"
"Myxini"	"C"	13124	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Agnatha"
"Myxiniformes"	"O"	13125	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Agnatha>Myxini"
"Tunicata"	"P"	13109	147	147	0.004734	0.004734	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata"
"Thaliacea"	"C"	13116	110	110	0.003542	0.003542	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Tunicata"
"Salpida"	"O"	13119	110	110	0.003542	0.003542	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Tunicata>Thaliacea"
"Ascidiacea"	"C"	13113	30	30	0.0009661	0.0009661	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Tunicata"
"Stolidobranchia"	"O"	13115	17	17	0.0005474	0.0005474	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Tunicata>Ascidiacea"
"Enterogona"	"O"	13114	13	13	0.0004186	0.0004186	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Tunicata>Ascidiacea"
"Appendicularia"	"C"	13110	7	7	0.0002254	0.0002254	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Tunicata"
"Copelata"	"O"	13111	7	7	0.0002254	0.0002254	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Tunicata>Appendicularia"
"Oikopleuridae"	"F"	13112	7	7	0.0002254	0.0002254	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Tunicata>Appendicularia>Copelata"
"Cephalochordata"	"P"	13105	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata"
"Leptocardii"	"C"	13106	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Cephalochordata"
"Amphioxiformes"	"O"	13107	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Cephalochordata>Leptocardii"
"Branchiostomidae"	"F"	13108	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Cephalochordata>Leptocardii>Amphioxiformes"
"Platyhelminthes"	"P"	13286	1564	1564	0.05036	0.05036	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria"
"Cestoda"	"C"	13290	1027	1027	0.03307	0.03307	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes"
"Eucestoda"	"-"	13294	867	867	0.02792	0.02792	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Cestoda"
"Cyclophyllidea"	"O"	13298	438	438	0.0141	0.0141	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Cestoda>Eucestoda"
"Bothriocephalidea"	"O"	13295	316	316	0.01018	0.01018	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Cestoda>Eucestoda"
"Trypanorhyncha"	"O"	13311	17	17	0.0005474	0.0005474	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Cestoda>Eucestoda"
"Proteocephalidea"	"O"	13305	16	16	0.0005152	0.0005152	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Cestoda>Eucestoda"
"Tetraphyllidea"	"O"	13310	15	15	0.000483	0.000483	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Cestoda>Eucestoda"
"Rhinebothriidea"	"O"	13307	13	13	0.0004186	0.0004186	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Cestoda>Eucestoda"
"Lecanicephalidea"	"O"	13302	13	13	0.0004186	0.0004186	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Cestoda>Eucestoda"
"Caryophyllidea"	"O"	13296	12	12	0.0003864	0.0003864	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Cestoda>Eucestoda"
"Diphyllidea"	"O"	13299	8	8	0.0002576	0.0002576	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Cestoda>Eucestoda"
"Diphyllobothriidea"	"O"	13300	6	6	0.0001932	0.0001932	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Cestoda>Eucestoda"
"Haplobothriidea"	"O"	13301	2	2	6.44e-05	6.44e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Cestoda>Eucestoda"
"Litobothriidea"	"O"	13303	2	2	6.44e-05	6.44e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Cestoda>Eucestoda"
"Nippotaeniidea"	"O"	13304	2	2	6.44e-05	6.44e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Cestoda>Eucestoda"
"Eucestoda Incertae Sedis"	"O"	27368	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Cestoda>Eucestoda"
"Spathebothriidea"	"O"	13308	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Cestoda>Eucestoda"
"Pseudophyllidea"	"O"	13306	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Cestoda>Eucestoda"
"Cestodaria"	"-"	13291	156	156	0.005024	0.005024	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Cestoda"
"Amphilinidea"	"O"	13292	152	152	0.004895	0.004895	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Cestoda>Cestodaria"
"Gyrocotylidea"	"O"	13293	4	4	0.0001288	0.0001288	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Cestoda>Cestodaria"
"Rhabditophora"	"C"	13342	298	298	0.009596	0.009596	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes"
"Rhabdocoela"	"O"	13350	120	120	0.003864	0.003864	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Rhabditophora"
"Neodalyellida"	"-"	13353	44	44	0.001417	0.001417	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Rhabditophora>Rhabdocoela"
"Kalyptorhynchia"	"-"	13352	42	42	0.001352	0.001352	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Rhabditophora>Rhabdocoela"
"Dalyellioida"	"-"	13351	24	24	0.0007729	0.0007729	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Rhabditophora>Rhabdocoela"
"Typhloplanoida"	"-"	13354	7	7	0.0002254	0.0002254	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Rhabditophora>Rhabdocoela"
"Seriata"	"O"	13355	103	103	0.003317	0.003317	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Rhabditophora"
"Tricladida"	"O"	13359	62	62	0.001997	0.001997	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Rhabditophora>Seriata"
"Continenticola"	"-"	13360	57	57	0.001836	0.001836	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Rhabditophora>Seriata>Tricladida"
"Maricola"	"-"	13361	5	5	0.000161	0.000161	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Rhabditophora>Seriata>Tricladida"
"Proseriata"	"O"	13358	40	40	0.001288	0.001288	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Rhabditophora>Seriata"
"Bothrioplanida"	"-"	13356	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Rhabditophora>Seriata"
"Bothrioplanidae"	"F"	13357	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Rhabditophora>Seriata>Bothrioplanida"
"Macrostomida"	"O"	13345	45	45	0.001449	0.001449	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Rhabditophora"
"Prolecithophora"	"O"	13349	14	14	0.0004508	0.0004508	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Rhabditophora"
"Polycladida"	"O"	13348	6	6	0.0001932	0.0001932	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Rhabditophora"
"Lecithoepitheliata"	"O"	13344	6	6	0.0001932	0.0001932	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Rhabditophora"
"Haplopharyngida"	"O"	13343	3	3	9.661e-05	9.661e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Rhabditophora"
"Mediofusata"	"O"	13346	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Rhabditophora"
"Urastomidae"	"F"	13347	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Rhabditophora>Mediofusata"
"Trematoda"	"C"	13362	111	111	0.003574	0.003574	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes"
"Digenea"	"-"	13367	108	108	0.003478	0.003478	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Trematoda"
"Strigeidida"	"O"	13375	37	37	0.001191	0.001191	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Trematoda>Digenea"
"Plagiorchiida"	"O"	13374	26	26	0.0008373	0.0008373	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Trematoda>Digenea"
"Echinostomida"	"O"	13372	17	17	0.0005474	0.0005474	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Trematoda>Digenea"
"Azygiida"	"O"	13368	15	15	0.000483	0.000483	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Trematoda>Digenea"
"Opisthorchiida"	"O"	13373	11	11	0.0003542	0.0003542	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Trematoda>Digenea"
"Aspidogastrea"	"-"	13363	2	2	6.44e-05	6.44e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Trematoda"
"Aspidogastridae"	"F"	13364	2	2	6.44e-05	6.44e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Trematoda>Aspidogastrea"
"Monogenea"	"C"	13312	106	106	0.003413	0.003413	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes"
"Monopisthocotylea"	"O"	13313	89	89	0.002866	0.002866	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Monogenea"
"Monocotylidae"	"F"	13321	37	37	0.001191	0.001191	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Monogenea>Monopisthocotylea"
"Ancyrocephalidae"	"F"	13314	16	16	0.0005152	0.0005152	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Monogenea>Monopisthocotylea"
"Gyrodactylidae"	"F"	13319	11	11	0.0003542	0.0003542	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Monogenea>Monopisthocotylea"
"Ancylodiscoididae"	"F"	14823	8	8	0.0002576	0.0002576	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Monogenea>Monopisthocotylea"
"Capsalidae"	"F"	13316	6	6	0.0001932	0.0001932	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Monogenea>Monopisthocotylea"
"Pseudodactylogyridae"	"F"	13324	2	2	6.44e-05	6.44e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Monogenea>Monopisthocotylea"
"Diplectanidae"	"F"	13318	2	2	6.44e-05	6.44e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Monogenea>Monopisthocotylea"
"Sundanonchidae"	"F"	13326	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Monogenea>Monopisthocotylea"
"Pseudomurraytrematidae"	"F"	13325	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Monogenea>Monopisthocotylea"
"Monopisthocotylea Incertae Sedis"	"F"	13322	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Monogenea>Monopisthocotylea"
"Dactylogyridae"	"F"	13317	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Monogenea>Monopisthocotylea"
"Polyopisthocotylea"	"O"	13328	17	17	0.0005474	0.0005474	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Monogenea"
"Polystomatidae"	"F"	13340	3	3	9.661e-05	9.661e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Monogenea>Polyopisthocotylea"
"Mazocraeidae"	"F"	13336	2	2	6.44e-05	6.44e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Monogenea>Polyopisthocotylea"
"Discocotylidae"	"F"	13333	2	2	6.44e-05	6.44e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Monogenea>Polyopisthocotylea"
"Microcotylidae"	"F"	13337	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Monogenea>Polyopisthocotylea"
"Gotocotylidae"	"F"	13335	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Monogenea>Polyopisthocotylea"
"Diclidophoridae"	"F"	13331	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Monogenea>Polyopisthocotylea"
"Allodiscocotylidae"	"F"	13329	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Monogenea>Polyopisthocotylea"
"Catenulida"	"C"	13287	18	18	0.0005796	0.0005796	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes"
"Stenostomidae"	"F"	13289	8	8	0.0002576	0.0002576	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Catenulida"
"Catenulidae"	"F"	13288	8	8	0.0002576	0.0002576	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Catenulida"
"Nematoda"	"P"	13242	1098	1098	0.03536	0.03536	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria"
"Chromadorea"	"C"	13243	848	848	0.02731	0.02731	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Nematoda"
"Tylenchida"	"O"	13256	513	513	0.01652	0.01652	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Nematoda>Chromadorea"
"Rhabditida"	"O"	13253	107	107	0.003446	0.003446	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Nematoda>Chromadorea"
"Diplogasterida"	"O"	13249	46	46	0.001481	0.001481	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Nematoda>Chromadorea"
"Monhysterida"	"O"	13251	40	40	0.001288	0.001288	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Nematoda>Chromadorea"
"Desmodorida"	"O"	13247	29	29	0.0009339	0.0009339	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Nematoda>Chromadorea"
"Ascaridida"	"O"	13245	28	28	0.0009017	0.0009017	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Nematoda>Chromadorea"
