"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_june_BC01.cladeReads"	"kraken2_classification_june_BC02.cladeReads"	"kraken2_classification_june_BC03.cladeReads"	"kraken2_classification_june_BC04.cladeReads"	"kraken2_classification_june_BC05.cladeReads"	"kraken2_classification_june_BC06.cladeReads"	"kraken2_classification_june_BC07.cladeReads"	"kraken2_classification_june_BC08.cladeReads"	"kraken2_classification_june_BC09.cladeReads"	"kraken2_classification_june_BC10.cladeReads"	"kraken2_classification_june_BC11.cladeReads"	"kraken2_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_classification_june_BC01.cladeReads.."	"kraken2_classification_june_BC02.cladeReads.."	"kraken2_classification_june_BC03.cladeReads.."	"kraken2_classification_june_BC04.cladeReads.."	"kraken2_classification_june_BC05.cladeReads.."	"kraken2_classification_june_BC06.cladeReads.."	"kraken2_classification_june_BC07.cladeReads.."	"kraken2_classification_june_BC08.cladeReads.."	"kraken2_classification_june_BC09.cladeReads.."	"kraken2_classification_june_BC10.cladeReads.."	"kraken2_classification_june_BC11.cladeReads.."	"kraken2_classification_june_BC12.cladeReads.."	"lineage"
"Capnocytophaga canimorsus"	"S"	28188	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.00112	0.0009982	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Capnocytophaga"
"Capnocytophaga gingivalis"	"S"	1017	2	1	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.00224	0.0004991	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Capnocytophaga"
"Capnocytophaga haemolytica"	"S"	45243	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	0.00336	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Capnocytophaga"
"Capnocytophaga leadbetteri"	"S"	327575	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Capnocytophaga"
"Lutibacter"	"G"	358023	12	12	NA	1	NA	9	NA	NA	NA	NA	NA	1	NA	0.005989	0.005989	NA	0.0006158	NA	0.004679	NA	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Lutibacter sp. LPB0138"	"S"	1850246	10	10	NA	1	NA	9	NA	NA	NA	NA	NA	1	NA	0.004991	0.004991	NA	0.0006158	NA	0.004679	NA	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Lutibacter"
"Lutibacter profundi"	"S"	1622118	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0009982	0.0009982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Lutibacter"
"Siansivirga"	"G"	1204360	17	11	NA	4	NA	12	NA	NA	NA	NA	NA	17	NA	0.01904	0.00549	NA	0.002463	NA	0.006238	NA	NA	NA	NA	NA	0.01904	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Siansivirga zeaxanthinifaciens"	"S"	762954	17	11	NA	4	NA	12	NA	NA	NA	NA	NA	17	NA	0.01904	0.00549	NA	0.002463	NA	0.006238	NA	NA	NA	NA	NA	0.01904	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Siansivirga"
"Siansivirga zeaxanthinifaciens CC-SAMT-1"	"-"	1454006	17	11	NA	4	NA	12	NA	NA	NA	NA	NA	17	NA	0.01904	0.00549	NA	0.002463	NA	0.006238	NA	NA	NA	NA	NA	0.01904	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Siansivirga>Siansivirga&nbsp;zeaxanthinifaciens"
"unclassified Flavobacteriaceae"	"-"	61432	10	10	NA	4	NA	3	NA	NA	NA	NA	NA	3	NA	0.004991	0.004991	NA	0.002463	NA	0.00156	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Flavobacteriaceae bacterium 3519-10"	"S"	531844	6	6	NA	2	NA	3	NA	NA	NA	NA	NA	1	NA	0.002994	0.002994	NA	0.001232	NA	0.00156	NA	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>unclassified&nbsp;Flavobacteriaceae"
"Flavobacteriaceae bacterium MAR_2010_188"	"S"	1250295	3	3	NA	1	NA	NA	NA	NA	NA	NA	NA	2	NA	0.00224	0.001497	NA	0.0006158	NA	NA	NA	NA	NA	NA	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>unclassified&nbsp;Flavobacteriaceae"
"Flavobacteriaceae bacterium UJ101"	"S"	1150389	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006158	0.0004991	NA	0.0006158	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>unclassified&nbsp;Flavobacteriaceae"
"Wenyingzhuangia"	"G"	1518147	9	9	NA	5	NA	3	NA	NA	NA	NA	NA	5	NA	0.005599	0.004492	NA	0.003079	NA	0.00156	NA	NA	NA	NA	NA	0.005599	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Wenyingzhuangia fucanilytica"	"S"	1790137	9	9	NA	5	NA	3	NA	NA	NA	NA	NA	5	NA	0.005599	0.004492	NA	0.003079	NA	0.00156	NA	NA	NA	NA	NA	0.005599	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Wenyingzhuangia"
"Formosa"	"G"	225842	15	9	NA	3	NA	15	NA	NA	NA	NA	NA	8	NA	0.008959	0.004492	NA	0.001847	NA	0.007798	NA	NA	NA	NA	NA	0.008959	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Formosa sp. Hel3_A1_48"	"S"	1336795	12	5	NA	3	NA	12	NA	NA	NA	NA	NA	5	NA	0.006238	0.002495	NA	0.001847	NA	0.006238	NA	NA	NA	NA	NA	0.005599	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Formosa"
"Formosa sp. Hel1_31_208"	"S"	1798225	4	4	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	0.00336	0.001996	NA	NA	NA	0.00156	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Formosa"
"Tenacibaculum"	"G"	104267	7	7	NA	4	NA	4	NA	NA	NA	NA	NA	5	NA	0.005599	0.003494	NA	0.002463	NA	0.002079	NA	NA	NA	NA	NA	0.005599	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Tenacibaculum jejuense"	"S"	584609	4	4	NA	4	NA	1	NA	NA	NA	NA	NA	3	NA	0.00336	0.001996	NA	0.002463	NA	0.0005199	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Tenacibaculum"
"Tenacibaculum maritimum"	"S"	107401	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.00224	0.0009982	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Tenacibaculum"
"Tenacibaculum maritimum NCIMB 2154"	"-"	1349785	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.00224	0.0009982	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Tenacibaculum>Tenacibaculum&nbsp;maritimum"
"Tenacibaculum sp. SZ-18"	"S"	754423	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Tenacibaculum"
"Riemerella"	"G"	34084	40	6	NA	2	NA	15	NA	NA	NA	NA	NA	40	NA	0.04479	0.002994	NA	0.001232	NA	0.007798	NA	NA	NA	NA	NA	0.04479	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Riemerella anatipestifer"	"S"	34085	40	6	NA	2	NA	15	NA	NA	NA	NA	NA	40	NA	0.04479	0.002994	NA	0.001232	NA	0.007798	NA	NA	NA	NA	NA	0.04479	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Riemerella"
"Nonlabens"	"G"	363408	5	5	NA	2	NA	3	NA	NA	NA	NA	NA	2	NA	0.002495	0.002495	NA	0.001232	NA	0.00156	NA	NA	NA	NA	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Flagellimonas"	"G"	444459	9	4	NA	NA	NA	9	NA	NA	NA	NA	NA	4	NA	0.004679	0.001996	NA	NA	NA	0.004679	NA	NA	NA	NA	NA	0.004479	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Flagellimonas sp. HME9304"	"S"	1383885	9	4	NA	NA	NA	9	NA	NA	NA	NA	NA	4	NA	0.004679	0.001996	NA	NA	NA	0.004679	NA	NA	NA	NA	NA	0.004479	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flagellimonas"
"Robiginitalea"	"G"	252306	4	4	NA	2	NA	4	NA	NA	NA	NA	NA	3	NA	0.00336	0.001996	NA	0.001232	NA	0.002079	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Robiginitalea biformata"	"S"	252307	4	4	NA	2	NA	4	NA	NA	NA	NA	NA	3	NA	0.00336	0.001996	NA	0.001232	NA	0.002079	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Robiginitalea"
"Robiginitalea biformata HTCC2501"	"-"	313596	4	4	NA	2	NA	4	NA	NA	NA	NA	NA	3	NA	0.00336	0.001996	NA	0.001232	NA	0.002079	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Robiginitalea>Robiginitalea&nbsp;biformata"
"Maribacter"	"G"	252356	5	3	NA	NA	NA	5	1	NA	NA	NA	NA	1	NA	0.8929	0.001497	NA	NA	NA	0.002599	0.8929	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Myroides"	"G"	76831	6	3	NA	2	NA	2	NA	NA	NA	NA	NA	6	NA	0.006719	0.001497	NA	0.001232	NA	0.00104	NA	NA	NA	NA	NA	0.006719	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Myroides profundi"	"S"	480520	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.00112	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Myroides"
"Croceibacter"	"G"	216431	4	2	NA	2	NA	4	NA	NA	NA	NA	NA	2	NA	0.00224	0.0009982	NA	0.001232	NA	0.002079	NA	NA	NA	NA	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Croceibacter atlanticus"	"S"	313588	4	2	NA	2	NA	4	NA	NA	NA	NA	NA	2	NA	0.00224	0.0009982	NA	0.001232	NA	0.002079	NA	NA	NA	NA	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Croceibacter"
"Croceibacter atlanticus HTCC2559"	"-"	216432	4	2	NA	2	NA	4	NA	NA	NA	NA	NA	2	NA	0.00224	0.0009982	NA	0.001232	NA	0.002079	NA	NA	NA	NA	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Croceibacter>Croceibacter&nbsp;atlanticus"
"Ornithobacterium"	"G"	28250	4	2	NA	4	NA	1	NA	NA	NA	NA	NA	3	NA	0.00336	0.0009982	NA	0.002463	NA	0.0005199	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Ornithobacterium rhinotracheale"	"S"	28251	4	2	NA	4	NA	1	NA	NA	NA	NA	NA	3	NA	0.00336	0.0009982	NA	0.002463	NA	0.0005199	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Ornithobacterium"
"Elizabethkingia"	"G"	308865	3	2	NA	1	NA	2	NA	NA	NA	NA	NA	3	NA	0.00336	0.0009982	NA	0.0006158	NA	0.00104	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Elizabethkingia miricola"	"S"	172045	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.00112	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Elizabethkingia"
"Elizabethkingia anophelis"	"S"	1117645	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Elizabethkingia"
"Elizabethkingia anophelis NUHP1"	"-"	1338011	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Elizabethkingia>Elizabethkingia&nbsp;anophelis"
"Gramella"	"G"	292691	2	2	NA	2	NA	1	NA	NA	NA	NA	NA	NA	NA	0.001232	0.0009982	NA	0.001232	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Seonamhaeicola"	"G"	1649495	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.00104	0.0004991	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Seonamhaeicola sp. S2-3"	"S"	1936081	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.00104	0.0004991	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Seonamhaeicola"
"Polaribacter"	"G"	52959	2	1	NA	1	NA	NA	NA	NA	NA	NA	NA	2	NA	0.00224	0.0004991	NA	0.0006158	NA	NA	NA	NA	NA	NA	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Polaribacter sp. ALD11"	"S"	2058137	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Polaribacter"
"Aureitalea"	"G"	1176327	3	1	NA	2	NA	2	NA	NA	NA	NA	NA	3	NA	0.00336	0.0004991	NA	0.001232	NA	0.00104	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Aureitalea sp. RR4-38"	"S"	2094025	3	1	NA	2	NA	2	NA	NA	NA	NA	NA	3	NA	0.00336	0.0004991	NA	0.001232	NA	0.00104	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Aureitalea"
"Mariniflexile"	"G"	527198	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Mariniflexile sp. TRM1-10"	"S"	2027857	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Mariniflexile"
"Zunongwangia"	"G"	417127	1	1	NA	1	NA	1	1	NA	NA	NA	NA	NA	NA	0.8929	0.0004991	NA	0.0006158	NA	0.0005199	0.8929	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Zunongwangia profunda"	"S"	398743	1	1	NA	1	NA	1	1	NA	NA	NA	NA	NA	NA	0.8929	0.0004991	NA	0.0006158	NA	0.0005199	0.8929	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Zunongwangia"
"Zunongwangia profunda SM-A87"	"-"	655815	1	1	NA	1	NA	1	1	NA	NA	NA	NA	NA	NA	0.8929	0.0004991	NA	0.0006158	NA	0.0005199	0.8929	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Zunongwangia>Zunongwangia&nbsp;profunda"
"Winogradskyella"	"G"	286104	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	2	NA	0.00224	0.0004991	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Winogradskyella sp. J14-2"	"S"	1936080	2	1	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.00224	0.0004991	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Winogradskyella"
"Kordia"	"G"	221065	2	1	NA	1	NA	NA	NA	NA	NA	NA	NA	2	NA	0.00224	0.0004991	NA	0.0006158	NA	NA	NA	NA	NA	NA	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Kordia sp. SMS9"	"S"	2282170	2	1	NA	1	NA	NA	NA	NA	NA	NA	NA	2	NA	0.00224	0.0004991	NA	0.0006158	NA	NA	NA	NA	NA	NA	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Kordia"
"Aequorivita"	"G"	153265	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	0.0004991	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Aequorivita sublithincola"	"S"	101385	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	0.0004991	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Aequorivita"
"Aequorivita sublithincola DSM 14238"	"-"	746697	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	0.0004991	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Aequorivita>Aequorivita&nbsp;sublithincola"
"Crocinitomicaceae"	"F"	1853230	640	311	11	148	1	196	NA	NA	2	NA	NA	640	2	1.19	0.1552	0.1567	0.09113	1.087	0.1019	NA	NA	0.0011	NA	NA	0.7167	1.19	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales"
"Fluviicola"	"G"	332102	640	311	11	148	1	196	NA	NA	2	NA	NA	640	2	1.19	0.1552	0.1567	0.09113	1.087	0.1019	NA	NA	0.0011	NA	NA	0.7167	1.19	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Crocinitomicaceae"
